actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M56.00S,2023-10-25T23:12:39.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631109,91.27792378449409,50.0,1610612766,2,2,2023-10-25T23:12:53Z,170000,False,0.0,29.0,1,right,MISS M. Williams Layup,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
19,PT10M50.00S,2023-10-25T23:12:45.4Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,2,2,2023-10-25T23:12:53Z,190000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
20,PT10M50.00S,2023-10-25T23:12:44.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631109,94.40999984741211,50.0,1610612766,4,2,2023-10-25T23:14:45Z,200000,False,0.0,0.0,1,right,M. Williams tip Layup (4 PTS),[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
21,PT10M39.00S,2023-10-25T23:12:56.3Z,1,REGULAR,2pt,Jump Shot,[],1627749,21.895532194480946,67.40196078431373,1610612737,4,4,2023-10-25T23:13:00Z,210000,False,-87.0,153.0,1,left,D. Murray 17' pullup Jump Shot (2 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,17.63,Made,,,,,2.0,,,,,,,,,,,,,
22,PT10M27.00S,2023-10-25T23:13:11.7Z,1,REGULAR,turnover,out-of-bounds,[],202330,,,1610612766,4,4,2023-10-25T23:13:18Z,220000,False,,,0,,G. Hayward bad pass out-of-bounds TURNOVER (1 TO),[202330],1610612766.0,CHA,bad pass,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,,,,,,,,1626302.0,1.0,,,,,,,,,,,
23,PT10M14.00S,2023-10-25T23:13:29.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627749,16.507884362680684,74.26470588235294,1610612737,4,6,2023-10-25T23:13:33Z,230000,False,-121.0,103.0,1,left,D. Murray 15' pullup Jump Shot (4 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,15.89,Made,,,,,4.0,,,,,,,,,,,,,
24,PT09M59.00S,2023-10-25T23:13:44.0Z,1,REGULAR,turnover,bad pass,[],1631109,,,1610612766,4,6,2023-10-25T23:13:50Z,240000,False,,,0,,M. Williams bad pass TURNOVER (1 TO),"[1631109, 1630180]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,,,,Bey,1630180.0,,,,,,
25,PT09M59.00S,2023-10-25T23:13:44.0Z,1,REGULAR,steal,,[],1630180,,,1610612737,4,6,2023-10-25T23:13:46Z,250000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M41.00S,2023-10-25T23:14:02.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203991,9.937582128777924,49.26470588235294,1610612737,4,6,2023-10-25T23:14:34Z,260000,False,4.0,41.0,1,left,MISS C. Capela Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
27,PT09M41.00S,2023-10-25T23:14:02.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,4,6,2023-10-25T23:14:34Z,270000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,26.0,,,,,,,,,,,,,,,,,
28,PT09M41.00S,2023-10-25T23:14:11.4Z,1,REGULAR,foul,personal,[],203991,,,1610612766,4,6,2023-10-25T23:14:25Z,280000,False,,,0,,C. Capela loose ball personal FOUL (1 PF),"[203991, 1631109]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2530.0,,,,,,,1.0,0.0,Williams,1631109.0,,
30,PT09M19.00S,2023-10-25T23:14:38.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,92.46057818659659,51.225490196078425,1610612766,6,6,2023-10-25T23:14:47Z,300000,False,6.0,18.0,1,right,P. Washington cutting DUNK (2 PTS) (G. Hayward 2 AST),"[1629023, 202330]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,2.0,,,G. Hayward,202330.0,2.0,,,,,,,,
32,PT09M02.00S,2023-10-25T23:14:57.0Z,1,REGULAR,3pt,Jump Shot,[],1629027,30.042706964520367,28.431372549019606,1610612737,6,6,2023-10-25T23:15:02Z,320000,False,108.0,230.0,1,left,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
33,PT08M59.00S,2023-10-25T23:15:00.0Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,6,6,2023-10-25T23:15:02Z,330000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M53.00S,2023-10-25T23:15:08.2Z,1,REGULAR,3pt,Jump Shot,[],1630163,65.78515111695138,24.019607843137255,1610612766,6,6,2023-10-25T23:15:22Z,350000,False,-130.0,269.0,1,right,MISS L. Ball 29' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,29.88,Missed,,,,,,,,,,,,,,,,,,
36,PT08M49.00S,2023-10-25T23:15:12.2Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,6,6,2023-10-25T23:15:22Z,360000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M46.00S,2023-10-25T23:15:15.4Z,1,REGULAR,2pt,Hook,[],1629631,7.966491458607096,32.59803921568628,1610612737,6,8,2023-10-25T23:19:20Z,370000,False,87.0,22.0,1,left,D. Hunter 8' turnaround bank Hook (2 PTS),[1629631],1610612737.0,ATL,turnaround bank,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,8.98,Made,,,,,2.0,,,,,,,,,,,,,
38,PT08M46.00S,2023-10-25T23:15:22.6Z,1,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612737,6,8,2023-10-25T23:15:32Z,380000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Hunter 1 FT),"[1630163, 1629631]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,,,,,,,,2530.0,,,,,,,1.0,0.0,Hunter,1629631.0,,
40,PT08M46.00S,2023-10-25T23:15:41.2Z,1,REGULAR,freethrow,1 of 1,[],1629631,,,1610612737,6,8,2023-10-25T23:15:41Z,400000,False,,,0,,MISS D. Hunter Free Throw 1 of 1,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
41,PT08M43.00S,2023-10-25T23:15:42.1Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,6,8,2023-10-25T23:15:42Z,410000,False,,,0,,M. Williams REBOUND (Off:1 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,40.0,2.0,1.0,1.0,,,,,,,,,,,,,,
42,PT08M30.00S,2023-10-25T23:15:55.0Z,1,REGULAR,turnover,lost ball,[],1626179,,,1610612766,6,8,2023-10-25T23:15:59Z,420000,False,,,0,,T. Rozier lost ball TURNOVER (1 TO),"[1626179, 203991]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,Capela,203991.0,,,,,,
43,PT08M30.00S,2023-10-25T23:15:55.0Z,1,REGULAR,steal,,[],203991,,,1610612737,6,8,2023-10-25T23:15:57Z,430000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
44,PT08M26.00S,2023-10-25T23:15:59.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629027,28.203022339027594,78.18627450980392,1610612737,6,8,2023-10-25T23:16:08Z,440000,False,-141.0,213.0,1,left,MISS T. Young 25' running pullup 3PT,[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
45,PT08M23.00S,2023-10-25T23:16:02.0Z,1,REGULAR,rebound,offensive,[],1629631,,,1610612737,6,8,2023-10-25T23:16:02Z,450000,False,,,0,,D. Hunter REBOUND (Off:1 Def:0),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,44.0,1.0,0.0,1.0,,,,,,,,,,,,,,
46,PT08M23.00S,2023-10-25T23:16:04.7Z,1,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,6,8,2023-10-25T23:16:14Z,460000,False,,,0,,T. Young lost ball out-of-bounds TURNOVER (1 TO),[1629027],1610612737.0,ATL,lost ball,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203177.0,1.0,,,,,,,,,,,
47,PT08M09.00S,2023-10-25T23:16:23.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202330,74.85216819973719,60.5392156862745,1610612766,8,8,2023-10-25T23:16:28Z,470000,False,53.0,184.0,1,right,G. Hayward 19' Jump Shot (2 PTS) (L. Ball 1 AST),"[202330, 1630163]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,19.13,Made,,,,,2.0,,,L. Ball,1630163.0,1.0,,,,,,,,
49,PT07M55.00S,2023-10-25T23:16:37.8Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612737,8,8,2023-10-25T23:16:42Z,490000,False,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1631109]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,Williams,1631109.0,,,,,,
50,PT07M55.00S,2023-10-25T23:16:37.8Z,1,REGULAR,steal,,[],1631109,,,1610612766,8,8,2023-10-25T23:16:40Z,500000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M43.00S,2023-10-25T23:17:11.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202330,91.27792378449409,65.44117647058823,1610612766,10,8,2023-10-25T23:21:10Z,520000,False,77.0,29.0,1,right,G. Hayward 8' driving floating Jump Shot (4 PTS) (L. Ball 2 AST),"[202330, 1630163]",1610612766.0,CHA,driving floating,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Right,8.26,Made,,,,,4.0,,,L. Ball,1630163.0,2.0,,,,,,,,
54,PT07M43.00S,2023-10-25T23:17:15.4Z,1,REGULAR,foul,personal,['1freethrow'],1629631,,,1610612766,10,8,2023-10-25T23:17:23Z,540000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Hayward 1 FT),"[1629631, 202330]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,203177.0,,,,,,,1.0,0.0,Hayward,202330.0,,
56,PT07M43.00S,2023-10-25T23:17:34.2Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],202330,,,1610612766,10,8,2023-10-25T23:17:38Z,560000,False,,,0,,MISS G. Hayward Free Throw 1 of 1,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
57,PT07M40.00S,2023-10-25T23:17:37.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,10,8,2023-10-25T23:17:38Z,570000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT07M28.00S,2023-10-25T23:17:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,6.521024967148489,47.794117647058826,1610612737,10,10,2023-10-25T23:17:52Z,580000,False,11.0,9.0,1,left,S. Bey driving Layup (2 PTS) (T. Young 1 AST),"[1630180, 1629027]",1610612737.0,ATL,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,2.0,,,T. Young,1629027.0,1.0,,,,,,,,
60,PT07M17.00S,2023-10-25T23:18:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,89.30683311432325,41.66666666666667,1610612766,12,10,2023-10-25T23:18:08Z,600000,False,-42.0,48.0,1,right,M. Williams 6' driving Layup (6 PTS) (L. Ball 3 AST),"[1631109, 1630163]",1610612766.0,CHA,driving,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.36,Made,,,,,6.0,,,L. Ball,1630163.0,3.0,,,,,,,,
62,PT07M17.00S,2023-10-25T23:18:08.3Z,1,REGULAR,foul,personal,['1freethrow'],1630180,,,1610612766,12,10,2023-10-25T23:18:22Z,620000,False,,,0,,S. Bey shooting personal FOUL (1 PF) (Williams 1 FT),"[1630180, 1631109]",1610612737.0,ATL,shooting,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626302.0,,,,,,,1.0,0.0,Williams,1631109.0,,
64,PT07M17.00S,2023-10-25T23:18:24.2Z,1,REGULAR,freethrow,1 of 1,[],1631109,,,1610612766,13,10,2023-10-25T23:18:24Z,640000,False,,,0,,M. Williams Free Throw 1 of 1 (7 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
65,PT07M05.00S,2023-10-25T23:18:37.4Z,1,REGULAR,3pt,Jump Shot,[],1629631,7.5722733245729295,96.07843137254902,1610612737,13,10,2023-10-25T23:18:44Z,650000,False,-230.0,19.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,23.12,Missed,,,,,,,,,,,,,,,,,,
66,PT07M02.00S,2023-10-25T23:18:40.4Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612737,13,10,2023-10-25T23:18:44Z,660000,False,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,65.0,1.0,0.0,1.0,,,,,,,,,,,,,,
67,PT07M01.00S,2023-10-25T23:18:41.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,8.360709592641262,51.71568627450981,1610612737,13,10,2023-10-25T23:22:33Z,670000,False,-9.0,26.0,1,left,MISS S. Bey putback Layup,[1630180],1610612737.0,ATL,putback,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
68,PT06M57.00S,2023-10-25T23:18:45.2Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612737,13,10,2023-10-25T23:18:46Z,680000,False,,,0,,S. Bey REBOUND (Off:2 Def:0),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,67.0,2.0,0.0,2.0,,,,,,,,,,,,,,
69,PT06M57.00S,2023-10-25T23:18:44.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630180,5.590000152587891,50.0,1610612737,13,12,2023-10-25T23:22:44Z,690000,False,0.0,0.0,1,left,S. Bey tip Layup (4 PTS),[1630180],1610612737.0,ATL,tip,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
70,PT06M44.00S,2023-10-25T23:18:58.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,85.89027595269383,50.73529411764706,1610612766,15,12,2023-10-25T23:23:07Z,700000,False,4.0,80.0,1,right,P. Washington 8' driving floating Jump Shot (4 PTS) (T. Rozier 1 AST),"[1629023, 1626179]",1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,8.02,Made,,,,,4.0,,,T. Rozier,1626179.0,1.0,,,,,,,,
72,PT06M32.00S,2023-10-25T23:19:10.0Z,1,REGULAR,3pt,Jump Shot,[],1629631,5.732588699080158,4.901960784313726,1610612737,15,12,2023-10-25T23:19:16Z,720000,False,225.0,1.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
73,PT06M30.00S,2023-10-25T23:19:12.0Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,15,12,2023-10-25T23:19:16Z,730000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,,,
74,PT06M20.00S,2023-10-25T23:19:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,90.88370565045992,49.50980392156863,1610612766,17,12,2023-10-25T23:19:27Z,740000,False,-2.0,33.0,1,right,T. Rozier driving finger roll Layup (2 PTS),[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.33,Made,,,,,2.0,,,,,,,,,,,,,
75,PT06M20.00S,2023-10-25T23:19:29.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,17,12,2023-10-25T23:19:29Z,750000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M20.00S,2023-10-25T23:19:29.9Z,1,REGULAR,substitution,out,[],1630163,,,1610612737,17,12,2023-10-25T23:22:27Z,760000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M20.00S,2023-10-25T23:19:29.9Z,1,REGULAR,substitution,out,[],1630180,,,1610612737,17,12,2023-10-25T23:22:27Z,770000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M20.00S,2023-10-25T23:19:29.9Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,17,12,2023-10-25T23:22:27Z,780000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M20.00S,2023-10-25T23:19:29.9Z,1,REGULAR,substitution,in,[],1641706,,,1610612737,17,12,2023-10-25T23:22:27Z,790000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M20.00S,2023-10-25T23:19:29.9Z,1,REGULAR,substitution,in,[],203992,,,1610612737,17,12,2023-10-25T23:22:27Z,800000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M20.00S,2023-10-25T23:19:29.9Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,17,12,2023-10-25T23:22:27Z,810000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M03.00S,2023-10-25T23:22:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,7.046649145860711,55.88235294117647,1610612737,17,14,2023-10-25T23:22:46Z,820000,False,-29.0,14.0,1,left,D. Hunter driving finger roll Layup (4 PTS) (J. Johnson 1 AST),"[1629631, 1630552]",1610612737.0,ATL,driving finger roll,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,3.24,Made,,,,,4.0,,,J. Johnson,1630552.0,1.0,,,,,,,,
84,PT05M40.00S,2023-10-25T23:23:04.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,93.11760840998686,4.166666666666666,1610612766,17,14,2023-10-25T23:23:09Z,840000,False,-229.0,12.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
85,PT05M38.00S,2023-10-25T23:23:06.6Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,17,14,2023-10-25T23:23:09Z,850000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
86,PT05M28.00S,2023-10-25T23:23:16.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627749,7.046649145860711,44.6078431372549,1610612737,17,14,2023-10-25T23:23:28Z,860000,False,27.0,14.0,1,left,MISS D. Murray driving Hook,[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,,,,,,,,,,,,,,
87,PT05M28.00S,2023-10-25T23:23:16.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,17,14,2023-10-25T23:23:28Z,870000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,86.0,,,,,,,,,,,,,,,,,
