actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
26,PT09M35.00S,2024-02-06T00:14:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,5.469776609724048,47.549019607843135,1610612747,11,6,2024-02-06T00:16:30Z,260000,False,12.0,-1.0,1,left,D. Russell driving Layup (6 PTS) (A. Davis 1 AST),"[1626156, 203076]",1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,1.23,Made,6.0,,,,,,,,,,,,,A. Davis,203076.0,1.0,,
28,PT09M35.00S,2024-02-06T00:14:06.9Z,1,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612747,11,6,2024-02-06T00:14:20Z,280000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Russell 1 FT),"[1630208, 1626156]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,1.0,0.0,Russell,1626156.0,,,,,
30,PT09M35.00S,2024-02-06T00:14:24.6Z,1,REGULAR,freethrow,1 of 1,[],1626156,,,1610612747,11,7,2024-02-06T00:14:24Z,300000,False,,,0,,D. Russell Free Throw 1 of 1 (7 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
31,PT09M22.00S,2024-02-06T00:14:41.2Z,1,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,11,7,2024-02-06T00:14:49Z,310000,False,,,0,,B. Miller bad pass out-of-bounds TURNOVER (1 TO),[1641706],1610612766.0,CHA,bad pass,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,,,,,,,,1.0,,,1146.0,,,,,,,,,
32,PT09M12.00S,2024-02-06T00:14:51.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],2544,14.536793692509855,95.58823529411765,1610612747,11,7,2024-02-06T00:14:56Z,320000,False,-228.0,84.0,1,left,MISS L. James 24' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,24.29,Missed,,,,,,,,,,,,,,,,,,
33,PT09M10.00S,2024-02-06T00:14:54.9Z,1,REGULAR,rebound,defensive,[],1641778,,,1610612766,11,7,2024-02-06T00:14:54Z,330000,False,,,0,,L. Black REBOUND (Off:0 Def:1),[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,Left Corner 3,24+ Left,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,
34,PT09M03.00S,2024-02-06T00:15:01.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,87.86136662286465,45.09803921568628,1610612766,11,7,2024-02-06T00:18:11Z,340000,False,-25.0,62.0,1,right,MISS M. Bridges 6' floating Shot,[1628970],1610612766.0,CHA,floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.63,Missed,,,,,,,,,,,,,,,,,,
35,PT08M59.00S,2024-02-06T00:15:05.6Z,1,REGULAR,rebound,offensive,[],1641778,,,1610612766,11,7,2024-02-06T00:15:05Z,350000,False,,,0,,L. Black REBOUND (Off:1 Def:1),[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,
36,PT08M58.00S,2024-02-06T00:15:06.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641778,91.5407358738502,46.568627450980394,1610612766,11,7,2024-02-06T00:15:13Z,360000,False,-17.0,27.0,1,right,MISS L. Black Layup,[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,,,,,
37,PT08M56.00S,2024-02-06T00:15:08.5Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,11,7,2024-02-06T00:15:13Z,370000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT08M52.00S,2024-02-06T00:15:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,5.469776609724048,53.92156862745098,1610612747,11,9,2024-02-06T00:15:25Z,380000,False,-20.0,-1.0,1,left,L. James running Layup (2 PTS) (A. Reaves 1 AST),"[2544, 1630559]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,1.96,Made,2.0,,,,,,,,,,,,,A. Reaves,1630559.0,1.0,,
39,PT08M34.00S,2024-02-06T00:15:31.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,74.72076215505913,12.5,1610612766,11,9,2024-02-06T00:15:34Z,390000,False,-188.0,185.0,1,right,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.35,Missed,,,,,,,,,,,,,,,,,,
40,PT08M31.00S,2024-02-06T00:15:34.0Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,11,9,2024-02-06T00:15:34Z,400000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,
41,PT08M23.00S,2024-02-06T00:15:43.6Z,1,REGULAR,turnover,out-of-bounds,[],203076,,,1610612747,11,9,2024-02-06T00:15:51Z,410000,False,,,0,,A. Davis bad pass out-of-bounds TURNOVER (1 TO),[203076],1610612747.0,LAL,bad pass,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,1629178.0,,,,,,,,,
42,PT08M10.00S,2024-02-06T00:16:05.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,68.9388961892247,77.20588235294117,1610612766,11,9,2024-02-06T00:19:15Z,420000,False,136.0,239.0,1,right,MISS B. Miller 27' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,27.54,Missed,,,,,,,,,,,,,,,,,,
43,PT08M09.00S,2024-02-06T00:16:06.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,11,9,2024-02-06T00:16:10Z,430000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,42.0,,,,,,,,,,,,,,,,
45,PT07M49.00S,2024-02-06T00:16:34.1Z,1,REGULAR,2pt,Jump Shot,[],203076,8.754927726675426,74.75490196078431,1610612747,11,11,2024-02-06T00:19:33Z,450000,False,-124.0,30.0,1,left,A. Davis 12' step back Jump Shot (2 PTS),[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,12.73,Made,2.0,,,,,,,,,,,,,,,,,
46,PT07M33.00S,2024-02-06T00:16:50.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.32917214191852,47.30392156862745,1610612766,13,11,2024-02-06T00:36:55Z,460000,False,-13.0,20.0,1,right,M. Bridges driving Layup (2 PTS) (N. Richards 1 AST),"[1628970, 1630208]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.38,Made,2.0,,,,,,,,,,,,,N. Richards,1630208.0,1.0,,
47,PT07M28.00S,2024-02-06T00:16:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,6.915243101182654,59.55882352941176,1610612747,13,13,2024-02-06T00:20:52Z,470000,False,-48.0,13.0,1,left,A. Reaves pullup bank Jump Shot (2 PTS) (D. Russell 1 AST),"[1630559, 1626156]",1610612747.0,LAL,pullup bank,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,2.0,,,,,,,,,,,,,D. Russell,1626156.0,1.0,,
49,PT07M28.00S,2024-02-06T00:17:04.1Z,1,REGULAR,foul,personal,['1freethrow'],1641706,,,1610612747,13,13,2024-02-06T00:17:14Z,490000,False,,,0,,B. Miller shooting personal FOUL (2 PF) (Reaves 1 FT),"[1641706, 1630559]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1629178.0,2.0,0.0,Reaves,1630559.0,,,,,
51,PT07M28.00S,2024-02-06T00:17:24.0Z,1,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,13,14,2024-02-06T00:17:24Z,510000,False,,,0,,A. Reaves Free Throw 1 of 1 (3 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
52,PT07M09.00S,2024-02-06T00:17:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628970,91.27792378449409,44.85294117647059,1610612766,15,14,2024-02-06T00:18:07Z,520000,False,-26.0,29.0,1,right,M. Bridges driving Layup (4 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.91,Made,4.0,,,,,,,,,,,,,,,,,
53,PT07M09.00S,2024-02-06T00:18:01.3Z,1,REGULAR,violation,defensive goaltending,[],203076,,,1610612766,15,14,2024-02-06T00:18:07Z,530000,False,,,0,,A. Davis defensive goaltending VIOLATION,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,101283.0,,,,,,,,,
54,PT06M54.00S,2024-02-06T00:18:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,7.5722733245729295,54.41176470588235,1610612747,15,14,2024-02-06T00:22:17Z,540000,False,-22.0,19.0,1,left,MISS D. Russell driving Layup,[1626156],1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
55,PT06M51.00S,2024-02-06T00:18:30.6Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,15,14,2024-02-06T00:18:30Z,550000,False,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,54.0,1.0,0.0,1.0,,,,,,,,,,,,,
56,PT06M51.00S,2024-02-06T00:18:30.6Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612747,15,16,2024-02-06T00:22:20Z,560000,False,0.0,0.0,1,left,A. Davis tip DUNK (4 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
57,PT06M42.00S,2024-02-06T00:18:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.72339027595268,56.61764705882353,1610612766,15,16,2024-02-06T00:22:50Z,570000,False,33.0,16.0,1,right,MISS M. Bridges driving finger roll Layup - blocked,"[1628970, 203076]",1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,Davis,203076.0
58,PT06M42.00S,2024-02-06T00:18:39.6Z,1,REGULAR,block,,[],203076,,,1610612766,15,16,2024-02-06T00:18:42Z,580000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M39.00S,2024-02-06T00:18:42.6Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,15,16,2024-02-06T00:18:46Z,590000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,
60,PT06M30.00S,2024-02-06T00:18:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.1268068331143235,53.92156862745098,1610612747,15,18,2024-02-06T00:23:20Z,600000,False,-20.0,5.0,1,left,L. James driving Layup (4 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,2.03,Made,4.0,,,,,,,,,,,,,,,,,
61,PT06M20.00S,2024-02-06T00:19:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,80.76544021024968,42.15686274509804,1610612766,15,18,2024-02-06T00:23:37Z,610000,False,-39.0,128.0,1,right,MISS I. Smith 13' pullup Shot,[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,In The Paint (Non-RA),8-16 Center,13.42,Missed,,,,,,,,,,,,,,,,,,
62,PT06M18.00S,2024-02-06T00:19:03.0Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,15,18,2024-02-06T00:19:05Z,620000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,61.0,3.0,3.0,0.0,,,,,,,,,,,,,
63,PT06M12.00S,2024-02-06T00:19:09.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,7.440867279894875,53.18627450980392,1610612747,15,18,2024-02-06T00:24:41Z,630000,False,-16.0,17.0,1,left,MISS L. James running Layup - blocked,"[2544, 1630208]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,Richards,1630208.0
64,PT06M12.00S,2024-02-06T00:19:09.4Z,1,REGULAR,block,,[],1630208,,,1610612747,15,18,2024-02-06T00:19:12Z,640000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M08.00S,2024-02-06T00:19:13.4Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,15,18,2024-02-06T00:19:14Z,650000,False,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,
66,PT06M07.00S,2024-02-06T00:19:14.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641778,93.38042049934296,51.470588235294116,1610612766,17,18,2024-02-06T00:19:27Z,660000,False,7.0,10.0,1,right,L. Black running DUNK (2 PTS) (I. Smith 1 AST),"[1641778, 202397]",1610612766.0,CHA,running,,,Black,L. Black,,,,,Restricted Area,0-8 Center,1.22,Made,2.0,,,,,,,,,,,,,I. Smith,202397.0,1.0,,
67,PT05M57.00S,2024-02-06T00:19:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,5.995400788436268,51.225490196078425,1610612747,17,20,2024-02-06T00:25:42Z,670000,False,-6.0,4.0,1,left,L. James reverse Layup (6 PTS) (A. Davis 2 AST),"[2544, 203076]",1610612747.0,LAL,reverse,,,James,L. James,,,,,Restricted Area,0-8 Center,0.72,Made,6.0,,,,,,,,,,,,,A. Davis,203076.0,2.0,,
69,PT05M47.00S,2024-02-06T00:19:34.3Z,1,REGULAR,3pt,Jump Shot,[],1641778,72.88107752956637,80.3921568627451,1610612766,17,20,2024-02-06T00:19:39Z,690000,False,152.0,202.0,1,right,MISS L. Black 25' 3PT,[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,Above the Break 3,24+ Right Center,25.31,Missed,,,,,,,,,,,,,,,,,,
70,PT05M45.00S,2024-02-06T00:19:36.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,17,20,2024-02-06T00:19:39Z,700000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,69.0,,,,,,,,,,,,,,,,
72,PT05M45.00S,2024-02-06T00:19:45.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,17,20,2024-02-06T00:19:45Z,720000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M45.00S,2024-02-06T00:21:36.3Z,1,REGULAR,substitution,out,[],1641778,,,1610612747,17,20,2024-02-06T00:23:02Z,730000,False,,,0,,SUB out: L. Black,[1641778],1610612766.0,CHA,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M45.00S,2024-02-06T00:21:36.3Z,1,REGULAR,substitution,out,[],1641706,,,1610612747,17,20,2024-02-06T00:23:02Z,740000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M45.00S,2024-02-06T00:21:36.3Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,17,20,2024-02-06T00:23:02Z,750000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M45.00S,2024-02-06T00:21:36.3Z,1,REGULAR,substitution,out,[],1626156,,,1610612747,17,20,2024-02-06T00:23:02Z,760000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M45.00S,2024-02-06T00:21:36.3Z,1,REGULAR,substitution,in,[],1641733,,,1610612747,17,20,2024-02-06T00:23:02Z,770000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M45.00S,2024-02-06T00:21:36.3Z,1,REGULAR,substitution,in,[],1629023,,,1610612747,17,20,2024-02-06T00:23:02Z,780000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M45.00S,2024-02-06T00:21:36.3Z,1,REGULAR,substitution,in,[],1626174,,,1610612747,17,20,2024-02-06T00:23:02Z,790000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M45.00S,2024-02-06T00:21:36.3Z,1,REGULAR,substitution,in,[],1627752,,,1610612747,17,20,2024-02-06T00:23:02Z,800000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M27.00S,2024-02-06T00:23:09.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,6.783837056504599,49.26470588235294,1610612747,17,22,2024-02-06T00:27:02Z,810000,False,4.0,11.0,1,left,A. Davis driving DUNK (6 PTS) (A. Reaves 2 AST),"[203076, 1630559]",1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.19,Made,6.0,,,,,,,,,,,,,A. Reaves,1630559.0,2.0,,
