actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
19,PT10M13.00S,2024-03-31T22:12:19.0Z,1,REGULAR,rebound,offensive,[],1641706,,,1610612766,5,5,2024-03-31T22:12:24Z,190000,False,,,0,,B. Miller REBOUND (Off:1 Def:0),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,
20,PT10M12.00S,2024-03-31T22:12:20.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641706,7.703679369250986,51.225490196078425,1610612766,5,5,2024-03-31T22:12:28Z,200000,False,-6.0,20.0,1,left,MISS B. Miller Layup - blocked,"[1641706, 1627826]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,Zubac,1627826.0,,,,,,
21,PT10M12.00S,2024-03-31T22:12:20.5Z,1,REGULAR,block,,[],1627826,,,1610612766,5,5,2024-03-31T22:12:23Z,210000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M11.00S,2024-03-31T22:12:21.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,5,5,2024-03-31T22:12:28Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,20.0,,,,,,,,,,,
24,PT10M03.00S,2024-03-31T22:12:46.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203995,26.888961892247043,83.08823529411765,1610612766,5,5,2024-03-31T22:12:51Z,240000,False,-165.0,200.0,1,left,MISS V. Micic 25' 3PT,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
25,PT10M01.00S,2024-03-31T22:12:48.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,5,5,2024-03-31T22:12:51Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,24.0,,,,,,,,,,,
26,PT10M01.00S,2024-03-31T22:12:52.8Z,1,REGULAR,foul,personal,[],1627826,,,1610612766,5,5,2024-03-31T22:13:04Z,260000,False,,,0,,I. Zubac loose ball personal FOUL (1 PF),"[1627826, 1630208]",1610612746.0,LAC,loose ball,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Center,,,,,,,1193.0,,,,,,,,1.0,0.0,Richards,1630208.0,,
28,PT09M54.00S,2024-03-31T22:13:21.1Z,1,REGULAR,turnover,out-of-bounds,[],1630544,,,1610612766,5,5,2024-03-31T22:13:33Z,280000,False,,,0,,T. Mann bad pass out-of-bounds TURNOVER (1 TO),[1630544],1610612766.0,CHA,bad pass,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,1193.0,1.0,,,,,,,,,,,,
29,PT09M38.00S,2024-03-31T22:13:43.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202695,77.4802890932983,51.71568627450981,1610612746,5,7,2024-03-31T22:17:14Z,290000,False,9.0,159.0,1,right,K. Leonard 15' Jump Shot (2 PTS) (J. Harden 2 AST),"[202695, 201935]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Center,15.94,Made,2.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
31,PT09M12.00S,2024-03-31T22:14:09.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,31.61957950065703,52.94117647058824,1610612766,5,7,2024-03-31T22:14:12Z,310000,False,-15.0,245.0,1,left,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,24.51,Missed,,,,,,,,,,,,,,,,,,
32,PT09M09.00S,2024-03-31T22:14:12.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,5,7,2024-03-31T22:14:12Z,320000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,
33,PT08M49.00S,2024-03-31T22:14:35.1Z,1,REGULAR,3pt,Jump Shot,[],1629611,66.04796320630749,38.970588235294116,1610612746,5,7,2024-03-31T22:18:05Z,330000,False,-55.0,267.0,1,right,MISS T. Mann 27' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,27.22,Missed,,,,,,,,,,,,,,,,,,
34,PT08M47.00S,2024-03-31T22:14:37.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,5,7,2024-03-31T22:18:05Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,33.0,,,,,,,,,,,
35,PT08M47.00S,2024-03-31T22:14:42.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,5,7,2024-03-31T22:19:49Z,350000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,,,,,,,,,
36,PT08M25.00S,2024-03-31T22:15:11.8Z,1,REGULAR,turnover,out-of-bounds,[],1630544,,,1610612766,5,7,2024-03-31T22:15:19Z,360000,False,,,0,,T. Mann bad pass out-of-bounds TURNOVER (2 TO),[1630544],1610612766.0,CHA,bad pass,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,203592.0,2.0,,,,,,,,,,,,
37,PT08M21.00S,2024-03-31T22:15:15.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627826,90.88370565045992,49.50980392156863,1610612746,5,9,2024-04-01T02:07:23Z,370000,False,-2.0,33.0,1,right,I. Zubac DUNK (4 PTS) (J. Harden 3 AST),"[1627826, 201935]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.33,Made,4.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
39,PT07M57.00S,2024-03-31T22:15:40.4Z,1,REGULAR,3pt,Jump Shot,[],1641706,31.882391590013142,31.61764705882353,1610612766,8,9,2024-03-31T22:15:44Z,390000,False,92.0,247.0,1,left,B. Miller 26' 3PT  (6 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,26.37,Made,6.0,,,,,,,,,,,,,,,,,
41,PT07M44.00S,2024-03-31T22:16:04.0Z,1,REGULAR,foul,personal,[],1630544,,,1610612746,8,9,2024-03-31T22:16:23Z,410000,False,,,0,,T. Mann personal FOUL (1 PF),"[1630544, 201935]",1610612766.0,CHA,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1193.0,,,,,,,,1.0,0.0,Harden,201935.0,,
43,PT07M35.00S,2024-03-31T22:16:28.5Z,1,REGULAR,3pt,Jump Shot,[],202331,70.90998685939553,80.88235294117648,1610612746,8,9,2024-03-31T22:23:25Z,430000,False,154.0,221.0,1,right,MISS P. George 26' 3PT - blocked,"[202331, 1641706]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.95,Missed,,,,,,,,,,,Miller,1641706.0,,,,,,
44,PT07M35.00S,2024-03-31T22:16:28.5Z,1,REGULAR,block,,[],1641706,,,1610612746,8,9,2024-03-31T22:16:30Z,440000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
45,PT07M33.00S,2024-03-31T22:16:30.5Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,8,9,2024-03-31T22:23:25Z,450000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,
46,PT07M25.00S,2024-03-31T22:16:35.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203995,32.013797634691194,31.61764705882353,1610612766,8,9,2024-03-31T22:16:42Z,460000,False,92.0,248.0,1,left,MISS V. Micic 26' 3PT,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Right Center,26.49,Missed,,,,,,,,,,,,,,,,,,
47,PT07M23.00S,2024-03-31T22:16:37.9Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,9,2024-03-31T22:16:42Z,470000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,
48,PT07M16.00S,2024-03-31T22:16:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,92.85479632063075,50.245098039215684,1610612746,8,9,2024-03-31T22:24:25Z,480000,False,1.0,15.0,1,right,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
49,PT07M13.00S,2024-03-31T22:16:47.6Z,1,REGULAR,rebound,offensive,[],202331,,,1610612746,8,9,2024-03-31T22:16:47Z,490000,False,,,0,,P. George REBOUND (Off:1 Def:0),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,48.0,1.0,0.0,1.0,,,,,,,,
50,PT07M10.00S,2024-03-31T22:16:51.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202331,92.85479632063075,4.6568627450980395,1610612746,8,9,2024-03-31T22:16:54Z,500000,False,-227.0,15.0,1,right,MISS P. George 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Left Corner 3,24+ Left,22.72,Missed,,,,,,,,,,,,,,,,,,
51,PT07M07.00S,2024-03-31T22:16:54.1Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,8,9,2024-03-31T22:16:54Z,510000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,
52,PT07M01.00S,2024-03-31T22:16:59.3Z,1,REGULAR,3pt,Jump Shot,[],1630544,6.258212877792378,96.07843137254902,1610612766,8,9,2024-03-31T22:17:02Z,520000,False,-230.0,6.0,1,left,MISS T. Mann 3PT,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
53,PT06M59.00S,2024-03-31T22:17:01.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,9,2024-03-31T22:17:02Z,530000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Left Corner 3,24+ Left,,,,,,,,,52.0,3.0,3.0,0.0,,,,,,,,
54,PT06M46.00S,2024-03-31T22:17:14.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,82.07950065703022,50.73529411764706,1610612746,8,11,2024-03-31T22:17:22Z,540000,False,4.0,116.0,1,right,P. George 11' step back Jump Shot (2 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,11.61,Made,2.0,,,,,,,,,,,,,,,,,
55,PT06M32.00S,2024-03-31T22:17:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,5.338370565045992,50.0,1610612766,10,11,2024-03-31T22:17:35Z,550000,False,0.0,-2.0,1,left,N. Richards driving Layup (4 PTS) (V. Micic 3 AST),"[1630208, 203995]",1610612766.0,CHA,driving,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.23,Made,4.0,V. Micic,203995.0,3.0,,,,,,,,,,,,,,
57,PT06M14.00S,2024-03-31T22:17:46.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,83.13074901445466,57.107843137254896,1610612746,10,13,2024-03-31T22:26:03Z,570000,False,36.0,106.0,1,right,K. Leonard 11' pullup Jump Shot (4 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,11.19,Made,4.0,,,,,,,,,,,,,,,,,
58,PT05M50.00S,2024-03-31T22:18:10.8Z,1,REGULAR,3pt,Jump Shot,[],203995,28.07161629434954,24.264705882352942,1610612766,13,13,2024-03-31T23:12:09Z,580000,False,129.0,211.0,1,left,V. Micic 24' 3PT pullup (3 PTS),[203995],1610612766.0,CHA,pullup,,,Micic,V. Micic,,,,,Above the Break 3,24+ Right Center,24.75,Made,3.0,,,,,,,,,,,,,,,,,
59,PT05M50.00S,2024-03-31T22:18:19.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,13,13,2024-03-31T22:18:19Z,590000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M50.00S,2024-03-31T22:19:35.7Z,1,REGULAR,substitution,out,[],1630544,,,1610612746,13,13,2024-03-31T22:21:00Z,600000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M50.00S,2024-03-31T22:19:35.7Z,1,REGULAR,substitution,in,[],1629684,,,1610612746,13,13,2024-03-31T22:21:00Z,610000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M40.00S,2024-03-31T22:21:29.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,81.94809461235218,45.09803921568628,1610612746,13,13,2024-03-31T22:28:20Z,620000,False,-25.0,117.0,1,right,MISS K. Leonard 11' floating Shot,[202695],1610612746.0,LAC,floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,11.97,Missed,,,,,,,,,,,,,,,,,,
63,PT05M38.00S,2024-03-31T22:21:31.8Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,13,13,2024-03-31T22:21:35Z,630000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,
64,PT05M16.00S,2024-03-31T22:21:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,10.33180026281209,58.82352941176471,1610612766,15,13,2024-03-31T22:28:52Z,640000,False,-44.0,45.0,1,left,B. Miller 6' floating Jump Shot (8 PTS),[1641706],1610612766.0,CHA,floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,6.27,Made,8.0,,,,,,,,,,,,,,,,,
65,PT04M54.00S,2024-03-31T22:22:16.0Z,1,REGULAR,3pt,Jump Shot,[],202331,72.88107752956637,84.06862745098039,1610612746,15,16,2024-03-31T22:22:19Z,650000,False,170.0,202.0,1,right,P. George 26' 3PT  (5 PTS) (J. Harden 4 AST),"[202331, 201935]",1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,26.45,Made,5.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,
67,PT04M42.00S,2024-03-31T22:22:28.3Z,1,REGULAR,3pt,Jump Shot,[],1641706,20.18725361366623,94.11764705882352,1610612766,15,16,2024-03-31T22:22:31Z,670000,False,-221.0,137.0,1,left,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
68,PT04M40.00S,2024-03-31T22:22:30.3Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,15,16,2024-03-31T22:22:31Z,680000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,
69,PT04M30.00S,2024-03-31T22:22:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.59198423127464,47.30392156862745,1610612746,15,18,2024-03-31T22:29:43Z,690000,False,-13.0,17.0,1,right,I. Zubac Layup (6 PTS) (J. Harden 5 AST),"[1627826, 201935]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.18,Made,6.0,J. Harden,201935.0,5.0,,,,,,,,,,,,,,
71,PT04M10.00S,2024-03-31T22:22:59.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203995,18.478975032851512,51.71568627450981,1610612766,15,18,2024-03-31T22:23:06Z,710000,False,-9.0,121.0,1,left,MISS V. Micic 12' floating Shot,[203995],1610612766.0,CHA,floating,,,Micic,V. Micic,,,,,In The Paint (Non-RA),8-16 Center,12.15,Missed,,,,,,,,,,,,,,,,,,
72,PT04M08.00S,2024-03-31T22:23:01.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,15,18,2024-03-31T22:23:06Z,720000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,71.0,4.0,4.0,0.0,,,,,,,,
73,PT03M55.00S,2024-03-31T22:23:15.4Z,1,REGULAR,3pt,Jump Shot,[],202695,66.5735873850197,56.86274509803921,1610612746,15,18,2024-03-31T22:23:18Z,730000,False,34.0,262.0,1,right,MISS K. Leonard 26' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,26.39,Missed,,,,,,,,,,,,,,,,,,
74,PT03M52.00S,2024-03-31T22:23:18.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,15,18,2024-03-31T22:23:18Z,740000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,73.0,3.0,3.0,0.0,,,,,,,,
75,PT03M34.00S,2024-03-31T22:23:36.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203995,7.440867279894875,51.9607843137255,1610612766,15,18,2024-03-31T23:14:34Z,750000,False,-10.0,17.0,1,left,MISS V. Micic driving Layup - blocked,"[203995, 1627826]",1610612766.0,CHA,driving,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,Zubac,1627826.0,,,,,,
76,PT03M34.00S,2024-03-31T22:23:36.1Z,1,REGULAR,block,,[],1627826,,,1610612766,15,18,2024-03-31T22:23:38Z,760000,False,,,0,,I. Zubac BLOCK (2 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT03M31.00S,2024-03-31T22:23:39.1Z,1,REGULAR,rebound,offensive,[],203995,,,1610612766,15,18,2024-03-31T22:31:57Z,770000,False,,,0,,V. Micic REBOUND (Off:1 Def:0),[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,,,,,,,,,75.0,1.0,0.0,1.0,,,,,,,,
78,PT03M30.00S,2024-03-31T22:23:39.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629684,6.652431011826544,98.77450980392157,1610612766,15,18,2024-03-31T22:23:43Z,780000,False,-244.0,10.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,24.41,Missed,,,,,,,,,,,,,,,,,,
79,PT03M30.00S,2024-03-31T22:23:39.9Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,15,18,2024-03-31T22:23:43Z,790000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,,,,,,78.0,1.0,1.0,0.0,,,,,,,,
80,PT03M24.00S,2024-03-31T22:23:45.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201935,69.20170827858082,23.03921568627451,1610612746,15,18,2024-03-31T22:24:06Z,800000,False,-135.0,237.0,1,right,MISS J. Harden 27' running 3PT,[201935],1610612746.0,LAC,running,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,27.27,Missed,,,,,,,,,,,,,,,,,,
81,PT03M20.00S,2024-03-31T22:23:49.4Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,15,18,2024-03-31T22:24:06Z,810000,False,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,80.0,5.0,4.0,1.0,,,,,,,,
82,PT03M20.00S,2024-03-31T22:23:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,91.27792378449409,51.225490196078425,1610612746,15,20,2024-03-31T22:31:47Z,820000,False,6.0,29.0,1,right,I. Zubac putback Layup (8 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.01,Made,8.0,,,,,,,,,,,,,,,,,
83,PT02M58.00S,2024-03-31T22:24:10.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,9.149145860709593,57.35294117647059,1610612766,15,20,2024-03-31T22:24:21Z,830000,False,-37.0,34.0,1,left,MISS M. Bridges Hook,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
