actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
416,PT04M40.00S,2023-11-21T01:32:43.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202330,5.469776609724048,51.71568627450981,1610612766,75,78,2023-11-21T01:33:05Z,4040000,False,-9.0,-1.0,1,left,G. Hayward cutting DUNK (9 PTS) (B. Miller 2 AST),"[202330, 1641706]",1610612766.0,CHA,cutting,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,0.87,Made,9.0,,,,,,,,,,,B. Miller,1641706.0,2.0,,,,
418,PT04M20.00S,2023-11-21T01:33:03.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,71.56701708278581,82.59803921568627,1610612738,75,78,2023-11-21T01:36:54Z,4060000,False,163.0,215.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.96,Missed,,,,,,,,,,,,,,,,,,
419,PT04M20.00S,2023-11-21T01:33:03.4Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,75,78,2023-11-21T01:33:08Z,4070000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,418.0,1.0,1.0,0.0,,,,,,,,,,,,,
420,PT04M11.00S,2023-11-21T01:33:12.5Z,3,REGULAR,turnover,bad pass,[],202397,,,1610612766,75,78,2023-11-21T01:33:17Z,4080000,False,,,0,,I. Smith bad pass TURNOVER (1 TO),"[202397, 204001]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Porzingis,204001.0,,,,,,,
421,PT04M11.00S,2023-11-21T01:33:12.5Z,3,REGULAR,steal,,[],204001,,,1610612738,75,78,2023-11-21T01:33:14Z,4090000,False,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
422,PT04M04.00S,2023-11-21T01:33:19.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630573,71.04139290407359,20.34313725490196,1610612738,75,78,2023-11-21T01:38:11Z,4100000,False,-148.0,220.0,1,right,MISS S. Hauser 26' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,,
423,PT04M00.00S,2023-11-21T01:33:23.5Z,3,REGULAR,rebound,defensive,[],1631109,,,1610612766,75,78,2023-11-21T01:33:24Z,4110000,False,,,0,,M. Williams REBOUND (Off:5 Def:7),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,422.0,12.0,7.0,5.0,,,,,,,,,,,,,
424,PT03M42.00S,2023-11-21T01:33:42.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,6.783837056504599,51.470588235294116,1610612766,77,78,2023-11-21T01:38:41Z,4120000,False,-7.0,11.0,1,left,M. Williams cutting DUNK (12 PTS) (P. Washington 1 AST),"[1631109, 1629023]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.35,Made,12.0,,,,,,,,,,,P. Washington,1629023.0,1.0,,,,
426,PT03M42.00S,2023-11-21T01:33:51.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,77,78,2023-11-21T01:33:51Z,4140000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M42.00S,2023-11-21T01:35:57.6Z,3,REGULAR,substitution,out,[],1631109,,,1610612738,77,78,2023-11-21T01:36:52Z,4150000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M42.00S,2023-11-21T01:35:57.6Z,3,REGULAR,substitution,out,[],204001,,,1610612738,77,78,2023-11-21T01:36:52Z,4160000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M42.00S,2023-11-21T01:35:57.6Z,3,REGULAR,substitution,out,[],1630573,,,1610612738,77,78,2023-11-21T01:36:52Z,4170000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M42.00S,2023-11-21T01:35:57.6Z,3,REGULAR,substitution,in,[],1628970,,,1610612738,77,78,2023-11-21T01:36:52Z,4180000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M42.00S,2023-11-21T01:35:57.6Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,77,78,2023-11-21T01:36:52Z,4190000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M42.00S,2023-11-21T01:35:57.6Z,3,REGULAR,substitution,in,[],1629004,,,1610612738,77,78,2023-11-21T01:36:52Z,4200000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M27.00S,2023-11-21T01:36:53.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,86.28449408672799,48.529411764705884,1610612738,77,80,2023-11-21T01:37:06Z,4210000,False,-7.0,76.0,1,right,J. Holiday 7' turnaround Jump Shot (6 PTS) (J. Tatum 5 AST),"[201950, 1628369]",1610612738.0,BOS,turnaround,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,7.68,Made,6.0,,,,,,,,,,,J. Tatum,1628369.0,5.0,,,,
435,PT03M09.00S,2023-11-21T01:37:10.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,13.61695137976347,46.32352941176471,1610612766,77,80,2023-11-21T01:39:28Z,4230000,False,18.0,75.0,1,left,MISS B. Miller 7' driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
436,PT03M07.00S,2023-11-21T01:37:12.4Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,77,80,2023-11-21T01:37:19Z,4240000,False,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,435.0,3.0,2.0,1.0,,,,,,,,,,,,,
437,PT02M53.00S,2023-11-21T01:37:27.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,70.64717477003943,78.92156862745098,1610612738,77,80,2023-11-21T01:40:24Z,4250000,False,145.0,223.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.61,Missed,,,,,,,,,,,,,,,,,,
438,PT02M50.00S,2023-11-21T01:37:30.0Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,77,80,2023-11-21T01:37:30Z,4260000,False,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,437.0,6.0,6.0,0.0,,,,,,,,,,,,,
439,PT02M45.00S,2023-11-21T01:37:34.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,28.203022339027594,77.20588235294117,1610612766,77,80,2023-11-21T01:37:43Z,4270000,False,-136.0,213.0,1,left,MISS B. Miller 25' running 3PT,[1641706],1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
440,PT02M42.00S,2023-11-21T01:37:38.2Z,3,REGULAR,rebound,offensive,[],202330,,,1610612766,77,80,2023-11-21T01:37:38Z,4280000,False,,,0,,G. Hayward REBOUND (Off:2 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,,,,439.0,4.0,2.0,2.0,,,,,,,,,,,,,
441,PT02M35.00S,2023-11-21T01:37:44.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,6.258212877792378,4.6568627450980395,1610612766,77,80,2023-11-21T01:37:49Z,4290000,False,227.0,6.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
442,PT02M32.00S,2023-11-21T01:37:47.9Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,77,80,2023-11-21T01:37:49Z,4300000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,,441.0,2.0,1.0,1.0,,,,,,,,,,,,,
443,PT02M22.00S,2023-11-21T01:37:57.9Z,3,REGULAR,turnover,bad pass,[],201950,,,1610612738,77,80,2023-11-21T01:38:36Z,4310000,False,,,0,,J. Holiday bad pass TURNOVER (5 TO),"[201950, 1629023]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,5.0,Washington,1629023.0,,,,,,,
444,PT02M22.00S,2023-11-21T01:37:57.9Z,3,REGULAR,steal,,[],1629023,,,1610612766,77,80,2023-11-21T01:47:11Z,4320000,False,,,0,,P. Washington STEAL (2 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
445,PT02M17.00S,2023-11-21T01:38:02.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629023,6.783837056504599,50.0,1610612766,79,80,2023-11-21T01:38:11Z,4330000,False,0.0,11.0,1,left,P. Washington running Layup (13 PTS),[1629023],1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.13,Made,13.0,,,,,,,,,,,,,,,,,
446,PT01M54.00S,2023-11-21T01:38:25.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.67214191852825,52.69607843137255,1610612738,79,82,2023-11-21T01:48:50Z,4340000,False,13.0,26.0,1,right,J. Tatum driving finger roll Layup (35 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.91,Made,35.0,,,,,,,,,,,,,,,,,
549,PT01M39.00S,2023-11-21T01:38:53.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202330,4.77989487516426,38.725490196078425,1610612766,79,82,2023-11-21T02:31:09Z,4345000,False,56.0,-8.0,1,left,MISS G. Hayward driving Layup - blocked,"[202330, 201950]",1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,5.69,Missed,,,,,,,,,,,,,,,,,Holiday,201950.0
550,PT01M39.00S,2023-11-21T01:38:53.6Z,3,REGULAR,block,,[],201950,,,1610612766,79,82,2023-11-21T02:00:10Z,4347500,False,,,0,,J. Holiday BLOCK (2 BLK),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
551,PT01M38.00S,2023-11-21T01:38:54.6Z,3,REGULAR,rebound,offensive,[],202330,,,1610612766,79,82,2023-11-21T02:29:59Z,4348750,False,,,0,,G. Hayward REBOUND (Off:3 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,549.0,5.0,2.0,3.0,,,,,,,,,,,,,
447,PT01M35.00S,2023-11-21T01:38:55.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202330,5.732588699080158,49.754901960784316,1610612766,79,82,2023-11-21T02:31:26Z,4350000,False,1.0,1.0,1,left,MISS G. Hayward Jump Shot - blocked,"[202330, 1628436]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,0.18,Missed,,,,,,,,,,,,,,,,,Kornet,1628436.0
448,PT01M35.00S,2023-11-21T01:38:55.0Z,3,REGULAR,block,,[],1628436,,,1610612766,79,82,2023-11-21T01:38:47Z,4360000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
449,PT01M32.00S,2023-11-21T01:38:58.0Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,79,82,2023-11-21T02:31:26Z,4370000,False,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,447.0,2.0,2.0,0.0,,,,,,,,,,,,,
450,PT01M17.00S,2023-11-21T01:39:02.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,91.40932982917214,51.9607843137255,1610612738,79,82,2023-11-21T01:39:07Z,4380000,False,10.0,28.0,1,right,MISS J. Holiday Layup,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
451,PT01M15.00S,2023-11-21T01:39:04.4Z,3,REGULAR,rebound,offensive,[],1630202,,,1610612738,79,82,2023-11-21T01:39:04Z,4390000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,450.0,3.0,1.0,2.0,,,,,,,,,,,,,
452,PT01M14.00S,2023-11-21T01:39:05.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,91.80354796320631,50.73529411764706,1610612738,79,84,2023-11-21T01:39:11Z,4400000,False,4.0,25.0,1,right,J. Holiday Layup (8 PTS) (P. Pritchard 1 AST),"[201950, 1630202]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.48,Made,8.0,,,,,,,,,,,P. Pritchard,1630202.0,1.0,,,,
454,PT00M54.70S,2023-11-21T01:39:28.9Z,3,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612766,79,84,2023-11-21T01:39:38Z,4420000,False,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Hayward 2 FT),"[1630202, 202330]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Center,,,,,,,,1179.0,1.0,0.0,,,,,,,Hayward,202330.0,,
456,PT00M54.70S,2023-11-21T01:40:00.2Z,3,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,80,84,2023-11-21T01:40:00Z,4440000,False,,,0,,G. Hayward Free Throw 1 of 2 (10 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
457,PT00M54.70S,2023-11-21T01:40:01.7Z,3,REGULAR,substitution,out,[],202397,,,1610612766,80,84,2023-11-21T01:40:15Z,4450000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT00M54.70S,2023-11-21T01:40:01.7Z,3,REGULAR,substitution,out,[],201950,,,1610612766,80,84,2023-11-21T01:40:15Z,4460000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M54.70S,2023-11-21T01:40:01.7Z,3,REGULAR,substitution,in,[],1630163,,,1610612766,80,84,2023-11-21T01:40:15Z,4470000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT00M54.70S,2023-11-21T01:40:01.7Z,3,REGULAR,substitution,in,[],1629052,,,1610612766,80,84,2023-11-21T01:40:15Z,4480000,False,,,0,,SUB in: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT00M54.70S,2023-11-21T01:40:24.5Z,3,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,81,84,2023-11-21T01:40:24Z,4490000,False,,,0,,G. Hayward Free Throw 2 of 2 (11 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
462,PT00M33.70S,2023-11-21T01:40:49.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,63.55124835742444,37.745098039215684,1610612738,81,87,2023-11-21T01:50:58Z,4500000,False,-61.0,290.0,1,right,J. Tatum 29' 3PT step back (38 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,29.65,Made,38.0,,,,,,,,,,,,,,,,,
463,PT00M11.50S,2023-11-21T01:41:15.5Z,3,REGULAR,turnover,lost ball,[],1630163,,,1610612766,81,87,2023-11-21T01:41:19Z,4510000,False,,,0,,L. Ball lost ball TURNOVER (3 TO),"[1630163, 1629004]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,3.0,Mykhailiuk,1629004.0,,,,,,,
464,PT00M11.50S,2023-11-21T01:41:15.5Z,3,REGULAR,steal,,[],1629004,,,1610612738,81,87,2023-11-21T01:58:26Z,4520000,False,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612738.0,BOS,,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
465,PT00M01.20S,2023-11-21T01:41:25.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,71.17279894875165,85.04901960784314,1610612738,81,87,2023-11-21T01:52:31Z,4530000,False,175.0,218.0,1,right,MISS J. Tatum 28' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,28.01,Missed,,,,,,,,,,,,,,,,,,
467,PT00M01.20S,2023-11-21T01:41:25.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,81,87,2023-11-21T01:41:31Z,4540000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,465.0,,,,,,,,,,,,,,,,
468,PT00M00.00S,2023-11-21T01:41:33.3Z,3,REGULAR,period,end,[],0,,,1610612738,81,87,2023-11-21T01:41:33Z,4550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2023-11-21T01:43:26.7Z,4,REGULAR,substitution,out,['startperiod'],202330,,,1610612738,81,87,2023-11-21T01:44:16Z,4560000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2023-11-21T01:43:26.7Z,4,REGULAR,substitution,out,['startperiod'],1641706,,,1610612738,81,87,2023-11-21T01:44:16Z,4570000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2023-11-21T01:43:26.7Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,81,87,2023-11-21T01:44:16Z,4580000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2023-11-21T01:43:26.7Z,4,REGULAR,substitution,in,['startperiod'],202397,,,1610612738,81,87,2023-11-21T01:44:16Z,4590000,False,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2023-11-21T01:43:26.7Z,4,REGULAR,substitution,in,['startperiod'],1631121,,,1610612738,81,87,2023-11-21T01:44:16Z,4600000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2023-11-21T01:43:26.7Z,4,REGULAR,substitution,in,['startperiod'],1630573,,,1610612738,81,87,2023-11-21T01:44:16Z,4610000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2023-11-21T01:44:12.3Z,4,REGULAR,period,start,[],0,,,1610612738,81,87,2023-11-21T01:44:17Z,4620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT11M45.00S,2023-11-21T01:44:26.2Z,4,REGULAR,3pt,Jump Shot,[],1630573,69.85873850197109,81.61764705882352,1610612738,81,87,2023-11-21T01:44:30Z,4630000,False,158.0,231.0,1,right,MISS S. Hauser 27' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,27.98,Missed,,,,,,,,,,,,,,,,,,
479,PT11M42.00S,2023-11-21T01:44:29.2Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,81,87,2023-11-21T01:45:11Z,4640000,False,,,0,,M. Bridges REBOUND (Off:0 Def:7),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,478.0,7.0,7.0,0.0,,,,,,,,,,,,,
480,PT11M28.00S,2023-11-21T01:44:43.7Z,4,REGULAR,2pt,Jump Shot,[],1628970,18.478975032851512,25.735294117647058,1610612766,81,87,2023-11-21T01:53:16Z,4650000,False,121.0,121.0,1,left,MISS M. Bridges 17' pullup Shot,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,17.15,Missed,,,,,,,,,,,,,,,,,,
481,PT11M25.00S,2023-11-21T01:44:46.7Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,81,87,2023-11-21T01:44:50Z,4660000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right Center,,,,480.0,4.0,2.0,2.0,,,,,,,,,,,,,
483,PT11M04.00S,2023-11-21T01:45:21.2Z,4,REGULAR,3pt,Jump Shot,[],1630573,86.02168199737189,96.81372549019608,1610612738,81,87,2023-11-21T01:45:30Z,4680000,False,234.0,79.0,1,right,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,24.7,Missed,,,,,,,,,,,,,,,,,,
484,PT11M01.00S,2023-11-21T01:45:23.8Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,81,87,2023-11-21T01:45:23Z,4690000,False,,,0,,M. Bridges REBOUND (Off:0 Def:8),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,483.0,8.0,8.0,0.0,,,,,,,,,,,,,
485,PT10M48.00S,2023-11-21T01:45:37.2Z,4,REGULAR,3pt,Jump Shot,[],1629023,4.5499342969776615,99.01960784313727,1610612766,81,87,2023-11-21T01:45:41Z,4700000,False,-245.0,-10.0,1,left,MISS P. Washington 24' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,24.53,Missed,,,,,,,,,,,,,,,,,,
486,PT10M45.00S,2023-11-21T01:45:40.2Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,81,87,2023-11-21T01:45:41Z,4710000,False,,,0,,L. Kornet REBOUND (Off:0 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Left Corner 3,24+ Left,,,,485.0,3.0,3.0,0.0,,,,,,,,,,,,,
487,PT10M37.00S,2023-11-21T01:45:48.1Z,4,REGULAR,3pt,Jump Shot,[],1630573,71.04139290407359,78.92156862745098,1610612738,81,87,2023-11-21T01:45:53Z,4720000,False,145.0,220.0,1,right,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
488,PT10M34.00S,2023-11-21T01:45:51.1Z,4,REGULAR,rebound,defensive,[],1631121,,,1610612766,81,87,2023-11-21T01:45:53Z,4730000,False,,,0,,B. McGowens REBOUND (Off:0 Def:2),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Right Center,,,,487.0,2.0,2.0,0.0,,,,,,,,,,,,,
489,PT10M22.00S,2023-11-21T01:46:02.8Z,4,REGULAR,3pt,Jump Shot,[],1631121,30.831143232588698,68.13725490196079,1610612766,81,87,2023-11-21T01:46:09Z,4740000,False,-91.0,237.0,1,left,MISS B. McGowens 25' 3PT,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
490,PT10M18.00S,2023-11-21T01:46:07.0Z,4,REGULAR,rebound,offensive,[],1630163,,,1610612766,81,87,2023-11-21T01:46:07Z,4750000,False,,,0,,L. Ball REBOUND (Off:2 Def:7),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,489.0,9.0,7.0,2.0,,,,,,,,,,,,,
491,PT10M18.00S,2023-11-21T01:46:07.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630163,5.590000152587891,50.0,1610612766,83,87,2023-11-21T01:46:16Z,4760000,False,0.0,0.0,1,left,L. Ball putback Layup (27 PTS),[1630163],1610612766.0,CHA,putback,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,0.0,Made,27.0,,,,,,,,,,,,,,,,,
492,PT10M08.00S,2023-11-21T01:46:17.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,89.17542706964521,62.745098039215684,1610612738,83,87,2023-11-21T01:54:49Z,4770000,False,64.0,49.0,1,right,MISS P. Pritchard 8' driving floating bank Shot,[1630202],1610612738.0,BOS,driving floating bank,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,8.05,Missed,,,,,,,,,,,,,,,,,,
