actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,descriptor,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
172,PT12M00.00S,2024-01-27T00:39:47.9Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612766,28,30,2024-01-27T00:40:30Z,1640000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-01-27T00:39:47.9Z,2,REGULAR,substitution,out,['startperiod'],1628373,,,1610612766,28,30,2024-01-27T00:40:30Z,1650000,False,,,0,,SUB out: F. Ntilikina,[1628373],1610612766.0,CHA,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-01-27T00:39:47.9Z,2,REGULAR,substitution,out,['startperiod'],1630256,,,1610612766,28,30,2024-01-27T00:40:30Z,1660000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2024-01-27T00:39:47.9Z,2,REGULAR,substitution,in,['startperiod'],1641733,,,1610612766,28,30,2024-01-27T00:40:30Z,1670000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2024-01-27T00:39:47.9Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612766,28,30,2024-01-27T00:40:30Z,1680000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2024-01-27T00:39:47.9Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612766,28,30,2024-01-27T00:40:30Z,1690000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2024-01-27T00:40:31.2Z,2,REGULAR,period,start,[],0,,,1610612745,28,30,2024-01-27T00:40:31Z,1700000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M45.00S,2024-01-27T00:40:45.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641715,91.93495400788436,52.94117647058824,1610612745,28,32,2024-01-27T00:40:50Z,1710000,False,15.0,23.0,1,right,C. Whitmore cutting DUNK (2 PTS) (A. Thompson 1 AST),"[1641715, 1641708]",1610612745.0,HOU,,Whitmore,C. Whitmore,Restricted Area,0-8 Center,2.75,Made,2.0,A. Thompson,1641708.0,1.0,cutting,,,,,,,,,,,,,,,,,,,
181,PT11M28.00S,2024-01-27T00:41:04.2Z,2,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612766,28,32,2024-01-27T00:41:12Z,1730000,False,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Richards 2 FT),"[1627832, 1630208]",1610612745.0,HOU,1201.0,VanVleet,F. VanVleet,Restricted Area,0-8 Center,,,,,,,shooting,,,,,,1.0,0.0,Richards,1630208.0,,,,,,,,,,
183,PT11M28.00S,2024-01-27T00:41:37.5Z,2,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,29,32,2024-01-27T00:42:00Z,1750000,False,,,0,,N. Richards Free Throw 1 of 2 (5 PTS),[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,Made,5.0,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M28.00S,2024-01-27T00:41:37.5Z,2,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,29,32,2024-01-27T00:42:00Z,1760000,False,,,0,,MISS N. Richards Free Throw 2 of 2,[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M25.00S,2024-01-27T00:41:40.5Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612745,29,32,2024-01-27T00:42:00Z,1770000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:2),[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,,,,,,,,,,,184.0,2.0,2.0,0.0,,,,,,,,,,,,,,
186,PT11M11.00S,2024-01-27T00:42:11.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,92.46057818659659,51.225490196078425,1610612745,29,34,2024-01-27T00:42:15Z,1780000,False,6.0,18.0,1,right,C. Whitmore driving Layup (4 PTS) (J. Landale 1 AST),"[1641715, 1629111]",1610612745.0,HOU,,Whitmore,C. Whitmore,Restricted Area,0-8 Center,1.94,Made,4.0,J. Landale,1629111.0,1.0,driving,,,,,,,,,,,,,,,,,,,
188,PT10M55.00S,2024-01-27T00:42:26.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,7.440867279894875,51.470588235294116,1610612766,29,34,2024-01-27T00:49:31Z,1800000,False,-7.0,17.0,1,left,MISS I. Smith driving floating Shot,[202397],1610612766.0,CHA,,Smith,I. Smith,Restricted Area,0-8 Center,1.89,Missed,,,,,driving floating,,,,,,,,,,,,,,,,,,,
189,PT10M53.00S,2024-01-27T00:42:28.8Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,29,34,2024-01-27T00:42:31Z,1810000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,Thompson,A. Thompson,Restricted Area,0-8 Center,,,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,,,,
190,PT10M45.00S,2024-01-27T00:42:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,92.9862023653088,53.18627450980392,1610612745,29,34,2024-01-27T00:42:50Z,1820000,False,16.0,13.0,1,right,MISS C. Whitmore Layup,[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M44.00S,2024-01-27T00:42:39.4Z,2,REGULAR,rebound,offensive,[],1641715,,,1610612745,29,34,2024-01-27T00:42:39Z,1830000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:2),[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,Restricted Area,0-8 Center,,,,,,,,,190.0,3.0,2.0,1.0,,,,,,,,,,,,,,
192,PT10M44.00S,2024-01-27T00:42:40.1Z,2,REGULAR,foul,personal,['2freethrow'],1641733,,,1610612745,29,34,2024-01-27T00:42:53Z,1840000,False,,,0,,N. Smith Jr. shooting personal FOUL (1 PF) (Whitmore 2 FT),"[1641733, 1641715]",1610612766.0,CHA,1148.0,Smith Jr.,N. Smith Jr.,Restricted Area,0-8 Center,,,,,,,shooting,,,,,,1.0,0.0,Whitmore,1641715.0,,,,,,,,,,
194,PT10M44.00S,2024-01-27T00:43:09.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1641715,,,1610612745,29,35,2024-01-27T00:43:09Z,1860000,False,,,0,,C. Whitmore Free Throw 1 of 2 (5 PTS),[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,,,,Made,5.0,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M44.00S,2024-01-27T00:43:23.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1641715,,,1610612745,29,36,2024-01-27T00:43:23Z,1870000,False,,,0,,C. Whitmore Free Throw 2 of 2 (6 PTS),[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,,,,Made,6.0,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M22.00S,2024-01-27T00:43:46.5Z,2,REGULAR,2pt,Jump Shot,[],1641733,21.23850197109067,70.09803921568627,1610612766,31,36,2024-01-27T00:50:24Z,1880000,False,-100.0,147.0,1,left,N. Smith Jr. 17' pullup Jump Shot (2 PTS),[1641733],1610612766.0,CHA,,Smith Jr.,N. Smith Jr.,Mid-Range,16-24 Left Center,17.82,Made,2.0,,,,pullup,,,,,,,,,,,,,,,,,,,
197,PT10M09.00S,2024-01-27T00:43:59.7Z,2,REGULAR,3pt,Jump Shot,[],1641715,94.56307490144546,4.901960784313726,1610612745,31,36,2024-01-27T00:51:50Z,1890000,False,-225.0,-1.0,1,right,MISS C. Whitmore step back 3PT,[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,Left Corner 3,24+ Left,22.55,Missed,,,,,step back,,,,,,,,,,,,,,,,,,,
198,PT10M07.00S,2024-01-27T00:44:01.7Z,2,REGULAR,rebound,defensive,[],1641733,,,1610612766,31,36,2024-01-27T00:44:03Z,1900000,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:1),[1641733],1610612766.0,CHA,,Smith Jr.,N. Smith Jr.,Left Corner 3,24+ Left,,,,,,,,,197.0,1.0,1.0,0.0,,,,,,,,,,,,,,
199,PT10M06.00S,2024-01-27T00:44:12.1Z,2,REGULAR,foul,personal,[],1641708,,,1610612766,31,36,2024-01-27T00:44:23Z,1910000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641708, 1630208]",1610612745.0,HOU,1148.0,Thompson,A. Thompson,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,0.0,Richards,1630208.0,,,,,,,,,,
201,PT09M58.00S,2024-01-27T00:44:30.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,15.193823915900131,61.274509803921575,1610612766,33,36,2024-01-27T00:44:38Z,1930000,False,-56.0,90.0,1,left,N. Smith Jr. 10' turnaround Jump Shot (4 PTS),[1641733],1610612766.0,CHA,,Smith Jr.,N. Smith Jr.,In The Paint (Non-RA),8-16 Left,10.65,Made,4.0,,,,turnaround,,,,,,,,,,,,,,,,,,,
202,PT09M39.00S,2024-01-27T00:44:49.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629111,91.93495400788436,51.225490196078425,1610612745,33,36,2024-01-27T00:44:57Z,1940000,False,6.0,23.0,1,right,MISS J. Landale DUNK - blocked,"[1629111, 1629023]",1610612745.0,HOU,,Landale,J. Landale,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,,,,Washington,1629023.0,,
203,PT09M39.00S,2024-01-27T00:44:49.6Z,2,REGULAR,block,,[],1629023,,,1610612745,33,36,2024-01-27T00:58:24Z,1950000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,Washington,P. Washington,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M33.00S,2024-01-27T00:44:55.6Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,33,36,2024-01-27T00:58:24Z,1960000,False,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612766.0,CHA,,Richards,N. Richards,Restricted Area,0-8 Center,,,,,,,,,202.0,4.0,2.0,2.0,,,,,,,,,,,,,,
205,PT09M28.00S,2024-01-27T00:45:02.5Z,2,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612766,33,36,2024-01-27T00:45:19Z,1970000,False,,,0,,J. Landale shooting personal FOUL (1 PF) (Richards 2 FT),"[1629111, 1630208]",1610612745.0,HOU,1148.0,Landale,J. Landale,Restricted Area,0-8 Center,,,,,,,shooting,,,,,,1.0,0.0,Richards,1630208.0,,,,,,,,,,
207,PT09M28.00S,2024-01-27T00:45:32.5Z,2,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,34,36,2024-01-27T00:45:52Z,1990000,False,,,0,,N. Richards Free Throw 1 of 2 (6 PTS),[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,Made,6.0,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M28.00S,2024-01-27T00:45:32.5Z,2,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,34,36,2024-01-27T00:45:52Z,2000000,False,,,0,,MISS N. Richards Free Throw 2 of 2,[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M26.00S,2024-01-27T00:45:34.5Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612745,34,36,2024-01-27T00:45:52Z,2010000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:3),[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,,,,,,,,,,,208.0,4.0,3.0,1.0,,,,,,,,,,,,,,
210,PT09M10.00S,2024-01-27T00:46:07.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,92.32917214191852,51.71568627450981,1610612745,34,36,2024-01-27T00:54:40Z,2020000,False,9.0,20.0,1,right,MISS C. Whitmore Layup,[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M08.00S,2024-01-27T00:46:09.7Z,2,REGULAR,rebound,defensive,[],202397,,,1610612766,34,36,2024-01-27T00:46:14Z,2030000,False,,,0,,I. Smith REBOUND (Off:0 Def:3),[202397],1610612766.0,CHA,,Smith,I. Smith,Restricted Area,0-8 Center,,,,,,,,,210.0,3.0,3.0,0.0,,,,,,,,,,,,,,
212,PT09M01.00S,2024-01-27T00:46:17.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,7.440867279894875,53.431372549019606,1610612766,36,36,2024-01-27T00:55:11Z,2040000,False,-17.0,17.0,1,left,P. Washington driving finger roll Layup (4 PTS) (I. Smith 1 AST),"[1629023, 202397]",1610612766.0,CHA,,Washington,P. Washington,Restricted Area,0-8 Center,2.45,Made,4.0,I. Smith,202397.0,1.0,driving finger roll,,,,,,,,,,,,,,,,,,,
214,PT08M40.00S,2024-01-27T00:46:37.4Z,2,REGULAR,3pt,Jump Shot,[],1628988,68.15045992115637,30.14705882352941,1610612745,36,36,2024-01-27T00:46:42Z,2060000,False,-99.0,247.0,1,right,MISS A. Holiday 26' 3PT,[1628988],1610612745.0,HOU,,Holiday,A. Holiday,Above the Break 3,24+ Left Center,26.61,Missed,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M37.00S,2024-01-27T00:46:40.4Z,2,REGULAR,rebound,defensive,[],1641778,,,1610612766,36,36,2024-01-27T00:46:42Z,2070000,False,,,0,,L. Black REBOUND (Off:0 Def:1),[1641778],1610612766.0,CHA,,Black,L. Black,Above the Break 3,24+ Left Center,,,,,,,,,214.0,1.0,1.0,0.0,,,,,,,,,,,,,,
216,PT08M31.00S,2024-01-27T00:46:46.5Z,2,REGULAR,turnover,bad pass,[],1641733,,,1610612766,36,36,2024-01-27T00:46:52Z,2080000,False,,,0,,N. Smith Jr. bad pass TURNOVER (1 TO),"[1641733, 1627832]",1610612766.0,CHA,,Smith Jr.,N. Smith Jr.,Mid-Range,16-24 Left Center,,,,,,,,1.0,,,,,,,,,,,,,,,,,VanVleet,1627832.0
217,PT08M31.00S,2024-01-27T00:46:46.5Z,2,REGULAR,steal,,[],1627832,,,1610612745,36,36,2024-01-27T00:58:36Z,2090000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,VanVleet,F. VanVleet,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M22.00S,2024-01-27T00:46:55.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641715,80.6340341655716,94.36274509803921,1610612745,36,36,2024-01-27T00:47:00Z,2100000,False,222.0,130.0,1,right,MISS C. Whitmore 25' 3PT,[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M20.00S,2024-01-27T00:46:57.0Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612745,36,36,2024-01-27T01:18:09Z,2110000,False,,,0,,J. Landale REBOUND (Off:2 Def:0),[1629111],1610612745.0,HOU,,Landale,J. Landale,Above the Break 3,24+ Right Center,,,,,,,,,218.0,2.0,0.0,2.0,,,,,,,,,,,,,,
220,PT08M20.00S,2024-01-27T00:47:20.2Z,2,REGULAR,substitution,out,[],1630208,,,1610612745,36,36,2024-01-27T00:47:32Z,2120000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M20.00S,2024-01-27T00:47:20.2Z,2,REGULAR,substitution,out,[],1627832,,,1610612745,36,36,2024-01-27T00:47:32Z,2130000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M20.00S,2024-01-27T00:47:20.2Z,2,REGULAR,substitution,in,[],1628970,,,1610612745,36,36,2024-01-27T00:47:32Z,2140000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M20.00S,2024-01-27T00:47:20.2Z,2,REGULAR,substitution,in,[],1628415,,,1610612745,36,36,2024-01-27T00:47:32Z,2150000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M18.00S,2024-01-27T00:47:45.7Z,2,REGULAR,jumpball,recovered,[],1641708,,,1610612745,36,36,2024-01-27T00:47:45Z,2160000,False,,,0,,Jump Ball J. Landale vs. L. Black: Tip to A. Thompson,"[1641708, 1629111, 1641778]",1610612745.0,HOU,,Thompson,A. Thompson,,,,,,,,,heldball,,,,,,,,,,A. Thompson,1641708.0,Landale,1629111.0,Black,1641778.0,,,,
227,PT08M05.00S,2024-01-27T00:47:58.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641715,87.33574244415243,49.50980392156863,1610612745,36,38,2024-01-27T00:57:14Z,2190000,False,-2.0,67.0,1,right,C. Whitmore 6' turnaround Jump Shot (8 PTS) (A. Thompson 2 AST),"[1641715, 1641708]",1610612745.0,HOU,,Whitmore,C. Whitmore,In The Paint (Non-RA),0-8 Center,6.65,Made,8.0,A. Thompson,1641708.0,2.0,turnaround,,,,,,,,,,,,,,,,,,,
229,PT07M54.00S,2024-01-27T00:48:09.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,14.14257555847569,53.18627450980392,1610612766,36,38,2024-01-27T00:58:26Z,2210000,False,-16.0,80.0,1,left,MISS N. Smith Jr. 8' pullup Shot,[1641733],1610612766.0,CHA,,Smith Jr.,N. Smith Jr.,In The Paint (Non-RA),8-16 Center,8.2,Missed,,,,,pullup,,,,,,,,,,,,,,,,,,,
230,PT07M51.00S,2024-01-27T00:48:12.1Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,36,38,2024-01-27T00:48:18Z,2220000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,Thompson,A. Thompson,In The Paint (Non-RA),8-16 Center,,,,,,,,,229.0,2.0,2.0,0.0,,,,,,,,,,,,,,
231,PT07M45.00S,2024-01-27T00:48:18.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,92.06636005256242,50.98039215686274,1610612745,36,40,2024-01-27T00:58:46Z,2230000,False,5.0,22.0,1,right,J. Landale turnaround Hook (2 PTS) (A. Thompson 3 AST),"[1629111, 1641708]",1610612745.0,HOU,,Landale,J. Landale,Restricted Area,0-8 Center,2.26,Made,2.0,A. Thompson,1641708.0,3.0,turnaround,,,,,,,,,,,,,,,,,,,
233,PT07M31.00S,2024-01-27T00:48:31.4Z,2,REGULAR,3pt,Jump Shot,[],1641778,4.944152431011826,5.147058823529411,1610612766,36,40,2024-01-27T00:48:35Z,2250000,False,224.0,-6.0,1,left,MISS L. Black 3PT,[1641778],1610612766.0,CHA,,Black,L. Black,Right Corner 3,24+ Right,22.44,Missed,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M28.00S,2024-01-27T00:48:34.4Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612745,36,40,2024-01-27T00:48:35Z,2260000,False,,,0,,J. Landale REBOUND (Off:2 Def:1),[1629111],1610612745.0,HOU,,Landale,J. Landale,Right Corner 3,24+ Right,,,,,,,,,233.0,3.0,1.0,2.0,,,,,,,,,,,,,,
235,PT07M17.00S,2024-01-27T00:48:45.0Z,2,REGULAR,3pt,Jump Shot,[],1641715,68.67608409986859,25.245098039215684,1610612745,36,40,2024-01-27T00:48:49Z,2270000,False,-124.0,242.0,1,right,MISS C. Whitmore 27' 3PT,[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,Above the Break 3,24+ Left Center,27.17,Missed,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M15.00S,2024-01-27T00:48:47.0Z,2,REGULAR,rebound,defensive,[],202397,,,1610612766,36,40,2024-01-27T00:48:49Z,2280000,False,,,0,,I. Smith REBOUND (Off:0 Def:4),[202397],1610612766.0,CHA,,Smith,I. Smith,Above the Break 3,24+ Left Center,,,,,,,,,235.0,4.0,4.0,0.0,,,,,,,,,,,,,,
238,PT07M04.00S,2024-01-27T00:49:03.8Z,2,REGULAR,substitution,out,[],1641778,,,1610612766,36,40,2024-01-27T00:49:13Z,2300000,False,,,0,,SUB out: L. Black,[1641778],1610612766.0,CHA,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M04.00S,2024-01-27T00:49:03.8Z,2,REGULAR,substitution,out,[],1641715,,,1610612766,36,40,2024-01-27T00:49:13Z,2310000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612745.0,HOU,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M04.00S,2024-01-27T00:49:03.8Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,36,40,2024-01-27T00:49:13Z,2320000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M04.00S,2024-01-27T00:49:03.8Z,2,REGULAR,substitution,in,[],201145,,,1610612766,36,40,2024-01-27T00:49:13Z,2330000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M04.00S,2024-01-27T00:49:03.8Z,2,REGULAR,substitution,out,[],1641708,,,1610612766,36,40,2024-01-27T00:49:21Z,2340000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M04.00S,2024-01-27T00:49:03.8Z,2,REGULAR,substitution,in,[],1627832,,,1610612766,36,40,2024-01-27T00:49:21Z,2350000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M03.00S,2024-01-27T00:49:39.0Z,2,REGULAR,turnover,out-of-bounds,[],1629023,,,1610612766,36,40,2024-01-27T00:49:51Z,2360000,False,,,0,,P. Washington lost ball out-of-bounds TURNOVER (1 TO),[1629023],1610612766.0,CHA,1148.0,Washington,P. Washington,In The Paint (Non-RA),8-16 Center,,,,,,,lost ball,1.0,,,,,,,,,,,,,,,,,,
245,PT06M46.00S,2024-01-27T00:50:04.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,66.5735873850197,30.88235294117647,1610612745,36,43,2024-01-27T00:50:10Z,2370000,False,-96.0,262.0,1,right,A. Holiday 27' 3PT  (3 PTS) (F. VanVleet 1 AST),"[1628988, 1627832]",1610612745.0,HOU,,Holiday,A. Holiday,Above the Break 3,24+ Left Center,27.86,Made,3.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,,,,,,,
247,PT06M45.00S,2024-01-27T00:50:10.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,36,43,2024-01-27T01:01:27Z,2390000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M45.00S,2024-01-27T00:51:25.7Z,2,REGULAR,substitution,out,[],202397,,,1610612766,36,43,2024-01-27T00:52:59Z,2400000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M45.00S,2024-01-27T00:51:25.7Z,2,REGULAR,substitution,out,[],201145,,,1610612766,36,43,2024-01-27T00:52:59Z,2410000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M45.00S,2024-01-27T00:51:25.7Z,2,REGULAR,substitution,in,[],1630208,,,1610612766,36,43,2024-01-27T00:52:59Z,2420000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M45.00S,2024-01-27T00:51:25.7Z,2,REGULAR,substitution,in,[],1630224,,,1610612766,36,43,2024-01-27T00:52:59Z,2430000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M26.00S,2024-01-27T00:53:22.7Z,2,REGULAR,3pt,Jump Shot,[],1641733,5.601182654402102,97.54901960784314,1610612766,39,43,2024-01-27T00:53:28Z,2440000,False,-238.0,0.0,1,left,N. Smith Jr. 3PT  (7 PTS) (P. Washington 1 AST),"[1641733, 1629023]",1610612766.0,CHA,,Smith Jr.,N. Smith Jr.,Left Corner 3,24+ Left,23.77,Made,7.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,,,,,,,
255,PT06M13.00S,2024-01-27T00:53:35.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,92.59198423127464,51.470588235294116,1610612745,39,45,2024-01-27T01:02:05Z,2460000,False,7.0,17.0,1,right,J. Green driving floating Jump Shot (14 PTS) (A. Holiday 1 AST),"[1630224, 1628988]",1610612745.0,HOU,,Green,J. Green,Restricted Area,0-8 Center,1.86,Made,14.0,A. Holiday,1628988.0,1.0,driving floating,,,,,,,,,,,,,,,,,,,
256,PT05M58.00S,2024-01-27T00:54:00.7Z,2,REGULAR,foul,technical,['1freethrow'],1629111,,,1610612766,39,45,2024-01-27T00:54:06Z,2470000,False,,,0,,J. Landale defensive-3-second technical FOUL (1 Tech),[1629111],1610612745.0,HOU,1201.0,Landale,J. Landale,,,,,,,,,defensive-3-second,,,,,,1.0,1.0,,,,,,,,,,,,
257,PT05M58.00S,2024-01-27T00:54:13.2Z,2,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,40,45,2024-01-27T00:54:13Z,2480000,False,,,0,,M. Bridges technical Free Throw 1 of 1 (8 PTS),[1628970],1610612766.0,CHA,,Bridges,M. Bridges,,,,Made,8.0,,,,technical,,,,,,,,,,,,,,,,,,,
