actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
165,PT10M38.00S,2025-01-14T00:39:07.0Z,2,REGULAR,2pt,Jump Shot,[],1630215,9.411957950065702,33.088235294117645,1610612764,22,29,2025-01-14T00:39:13Z,1610000,False,85.0,36.0,1,left,MISS J. Butler 9' driving floating bank Shot,[1630215],1610612764.0,WAS,driving floating bank,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,9.19,Missed,,,,,,,,,,,,,,
166,PT10M35.00S,2025-01-14T00:39:10.0Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,22,29,2025-01-14T00:39:13Z,1620000,False,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,165.0,2.0,2.0,0.0,,,,,,
167,PT10M28.00S,2025-01-14T00:39:20.6Z,2,REGULAR,foul,offensive,[],203944,,,1610612750,22,29,2025-01-14T00:39:27Z,1630000,False,,,0,,J. Randle offensive FOUL (1 PF),"[203944, 1630557]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,1627962.0,,,,,,,,,,,,,1.0,0.0,Kispert,1630557.0
169,PT10M28.00S,2025-01-14T00:39:20.6Z,2,REGULAR,turnover,offensive foul,[],203944,,,1610612750,22,29,2025-01-14T00:39:20Z,1650000,False,,,0,,J. Randle offensive foul TURNOVER (2 TO),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,2.0,,,1627962.0,,,,,,,,,,,,,,,,
170,PT10M28.00S,2025-01-14T00:39:27.4Z,2,REGULAR,substitution,out,[],201144,,,1610612764,22,29,2025-01-14T00:39:30Z,1660000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M28.00S,2025-01-14T00:39:27.4Z,2,REGULAR,substitution,in,[],1628978,,,1610612764,22,29,2025-01-14T00:39:30Z,1670000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M17.00S,2025-01-14T00:39:52.5Z,2,REGULAR,turnover,bad pass,[],1630551,,,1610612764,22,29,2025-01-14T00:39:56Z,1680000,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630551, 1628978]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,,,
173,PT10M17.00S,2025-01-14T00:39:52.5Z,2,REGULAR,steal,,[],1628978,,,1610612750,22,29,2025-01-14T00:39:54Z,1690000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
174,PT10M07.00S,2025-01-14T00:40:04.8Z,2,REGULAR,foul,personal,['2freethrow'],1630551,,,1610612750,22,29,2025-01-14T00:40:10Z,1700000,False,,,0,,J. Champagnie shooting personal FOUL (2 PF) (Randle 2 FT),"[1630551, 203944]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,1628485.0,,,,,,,,,,,,,2.0,0.0,Randle,203944.0
176,PT10M07.00S,2025-01-14T00:40:38.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203944,,,1610612750,22,30,2025-01-14T00:40:38Z,1720000,False,,,0,,J. Randle Free Throw 1 of 2 (3 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
177,PT10M07.00S,2025-01-14T00:40:56.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203944,,,1610612750,22,31,2025-01-14T00:40:56Z,1730000,False,,,0,,J. Randle Free Throw 2 of 2 (4 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
178,PT09M55.00S,2025-01-14T00:41:11.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,10.988830486202366,50.0,1610612764,22,31,2025-01-14T00:46:45Z,1740000,False,0.0,51.0,1,left,MISS A. Sarr driving Layup,[1642259],1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.08,Missed,,,,,,,,,,,,,,
179,PT09M54.00S,2025-01-14T00:41:12.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,22,31,2025-01-14T00:46:45Z,1750000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,178.0,,,,,,,,,
180,PT09M43.00S,2025-01-14T00:41:36.9Z,2,REGULAR,foul,personal,[],1642273,,,1610612750,22,31,2025-01-14T00:41:58Z,1760000,False,,,0,,K. George personal FOUL (1 PF),"[1642273, 1628978]",1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,16-24 Left Center,,,,1628485.0,,,,,,,,,,,,,1.0,0.0,DiVincenzo,1628978.0
182,PT09M33.00S,2025-01-14T00:42:08.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,88.38699080157687,62.254901960784316,1610612750,22,31,2025-01-14T00:48:00Z,1780000,False,61.0,57.0,1,right,MISS D. DiVincenzo 8' driving floating Shot,[1628978],1610612750.0,MIN,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Right,,,,,8.35,Missed,,,,,,,,,,,,,,
183,PT09M30.00S,2025-01-14T00:42:11.2Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,22,31,2025-01-14T00:42:50Z,1790000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,182.0,1.0,1.0,0.0,,,,,,
184,PT09M23.00S,2025-01-14T00:42:17.0Z,2,REGULAR,3pt,Jump Shot,[],1642273,3.235873850197109,96.07843137254902,1610612764,25,31,2025-01-14T00:42:22Z,1800000,False,-230.0,-22.0,1,left,K. George 3PT  (5 PTS) (C. Kispert 1 AST),"[1642273, 1630557]",1610612764.0,WAS,,,,George,K. George,,,,,Left Corner 3,24+ Left,,,,,23.15,Made,5.0,C. Kispert,1630557.0,1.0,,,,,,,,,,
186,PT09M04.00S,2025-01-14T00:42:38.7Z,2,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612750,25,31,2025-01-14T00:42:45Z,1820000,False,,,0,,N. Alexander-Walker bad pass out-of-bounds TURNOVER (1 TO),[1629638],1610612750.0,MIN,bad pass,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,1830.0,,,,,,,,,,,,,,,,
187,PT08M51.00S,2025-01-14T00:42:59.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630215,18.2161629434954,37.745098039215684,1610612764,25,31,2025-01-14T00:48:55Z,1830000,False,61.0,119.0,1,left,MISS J. Butler 13' driving floating Shot,[1630215],1610612764.0,WAS,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,13.36,Missed,,,,,,,,,,,,,,
188,PT08M50.00S,2025-01-14T00:43:00.2Z,2,REGULAR,rebound,defensive,[],203944,,,1610612750,25,31,2025-01-14T00:43:02Z,1840000,False,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,187.0,5.0,4.0,1.0,,,,,,
189,PT08M33.00S,2025-01-14T00:43:18.0Z,2,REGULAR,3pt,Jump Shot,[],1628978,73.40670170827858,87.99019607843137,1610612750,25,31,2025-01-14T00:43:21Z,1850000,False,190.0,197.0,1,right,MISS D. DiVincenzo 27' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,27.41,Missed,,,,,,,,,,,,,,
190,PT08M30.00S,2025-01-14T00:43:21.0Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,25,31,2025-01-14T00:43:21Z,1860000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,
191,PT08M20.00S,2025-01-14T00:43:30.2Z,2,REGULAR,3pt,Jump Shot,[],1642259,34.90473061760841,59.31372549019608,1610612764,25,31,2025-01-14T00:43:34Z,1870000,False,-47.0,276.0,1,left,MISS A. Sarr 27' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,,,27.95,Missed,,,,,,,,,,,,,,
192,PT08M18.00S,2025-01-14T00:43:32.2Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,25,31,2025-01-14T00:43:34Z,1880000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,191.0,1.0,1.0,0.0,,,,,,
194,PT08M12.00S,2025-01-14T00:43:42.0Z,2,REGULAR,substitution,out,[],1630557,,,1610612750,25,31,2025-01-14T00:43:55Z,1900000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M12.00S,2025-01-14T00:43:42.0Z,2,REGULAR,substitution,out,[],1631169,,,1610612750,25,31,2025-01-14T00:43:55Z,1910000,False,,,0,,SUB out: J. Minott,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M12.00S,2025-01-14T00:43:42.0Z,2,REGULAR,substitution,in,[],1641731,,,1610612750,25,31,2025-01-14T00:43:55Z,1920000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M12.00S,2025-01-14T00:43:42.0Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,25,31,2025-01-14T00:43:55Z,1930000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M12.00S,2025-01-14T00:43:59.7Z,2,REGULAR,substitution,out,[],1630215,,,1610612750,25,31,2025-01-14T00:44:14Z,1940000,False,,,0,,SUB out: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M12.00S,2025-01-14T00:43:59.7Z,2,REGULAR,substitution,out,[],1629638,,,1610612750,25,31,2025-01-14T00:44:14Z,1950000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M12.00S,2025-01-14T00:43:59.7Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,25,31,2025-01-14T00:44:14Z,1960000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M12.00S,2025-01-14T00:43:59.7Z,2,REGULAR,substitution,in,[],1642267,,,1610612750,25,31,2025-01-14T00:44:14Z,1970000,False,,,0,,SUB in: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M12.00S,2025-01-14T00:43:59.7Z,2,REGULAR,substitution,in,[],201144,,,1610612750,25,31,2025-01-14T00:44:14Z,1980000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M12.00S,2025-01-14T00:43:59.7Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,25,31,2025-01-14T00:44:14Z,1990000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M05.00S,2025-01-14T00:44:30.7Z,2,REGULAR,turnover,bad pass,[],1630183,,,1610612750,25,31,2025-01-14T00:44:35Z,2000000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1642259]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,1.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,
205,PT08M05.00S,2025-01-14T00:44:30.7Z,2,REGULAR,steal,,[],1642259,,,1610612764,25,31,2025-01-14T00:44:32Z,2010000,False,,,0,,A. Sarr STEAL (1 STL),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
206,PT08M00.00S,2025-01-14T00:44:35.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642273,13.222733245729303,97.54901960784314,1610612764,25,31,2025-01-14T00:51:12Z,2020000,False,-238.0,72.0,1,left,MISS K. George 24' running 3PT,[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,Left Corner 3,24+ Left,,,,,24.83,Missed,,,,,,,,,,,,,,
207,PT07M56.00S,2025-01-14T00:44:39.6Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,25,31,2025-01-14T00:44:41Z,2030000,False,,,0,,M. Conley REBOUND (Off:0 Def:3),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,,,,,,,,,,,206.0,3.0,3.0,0.0,,,,,,
208,PT07M48.00S,2025-01-14T00:44:47.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.9862023653088,46.07843137254902,1610612750,25,33,2025-01-14T00:44:51Z,2040000,False,-20.0,13.0,1,right,J. Randle driving Layup (6 PTS) (M. Conley 1 AST),"[203944, 201144]",1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,2.37,Made,6.0,M. Conley,201144.0,1.0,,,,,,,,,,
209,PT07M44.00S,2025-01-14T00:44:53.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,25,33,2025-01-14T00:44:53Z,2050000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M44.00S,2025-01-14T00:47:21.9Z,2,REGULAR,substitution,out,[],1630551,,,1610612764,25,33,2025-01-14T00:47:48Z,2060000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M44.00S,2025-01-14T00:47:21.9Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,25,33,2025-01-14T00:47:48Z,2070000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M34.00S,2025-01-14T00:48:13.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,6.258212877792378,46.568627450980394,1610612764,27,33,2025-01-14T00:48:17Z,2080000,False,17.0,6.0,1,left,K. George driving Layup (7 PTS),[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,1.83,Made,7.0,,,,,,,,,,,,,
214,PT07M18.00S,2025-01-14T00:48:28.0Z,2,REGULAR,3pt,Jump Shot,[],1628978,81.553876478318,2.696078431372549,1610612750,27,33,2025-01-14T00:48:34Z,2090000,False,-237.0,121.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,26.56,Missed,,,,,,,,,,,,,,
215,PT07M14.00S,2025-01-14T00:48:32.0Z,2,REGULAR,rebound,offensive,[],203944,,,1610612750,27,33,2025-01-14T00:48:34Z,2100000,False,,,0,,J. Randle REBOUND (Off:2 Def:4),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,214.0,6.0,4.0,2.0,,,,,,
216,PT07M14.00S,2025-01-14T00:48:32.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,92.9862023653088,47.794117647058826,1610612750,27,33,2025-01-14T00:48:37Z,2110000,False,-11.0,13.0,1,right,MISS J. Randle tip Layup,[203944],1610612750.0,MIN,tip,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,1.73,Missed,,,,,,,,,,,,,,
217,PT07M13.00S,2025-01-14T00:48:33.8Z,2,REGULAR,rebound,offensive,[],1628978,,,1610612750,27,33,2025-01-14T00:48:33Z,2120000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:0),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,216.0,1.0,0.0,1.0,,,,,,
218,PT07M05.00S,2025-01-14T00:48:40.5Z,2,REGULAR,turnover,lost ball,[],1628978,,,1610612750,27,33,2025-01-14T00:48:44Z,2130000,False,,,0,,D. DiVincenzo lost ball TURNOVER (3 TO),"[1628978, 1628398]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,3.0,Kuzma,1628398.0,,,,,,,,,,,,,,,,,
219,PT07M05.00S,2025-01-14T00:48:40.5Z,2,REGULAR,steal,,[],1628398,,,1610612764,27,33,2025-01-14T00:50:40Z,2140000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
220,PT06M51.00S,2025-01-14T00:48:55.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628398,7.178055190538765,59.068627450980394,1610612764,27,33,2025-01-14T00:48:59Z,2150000,False,-45.0,15.0,1,left,MISS K. Kuzma driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.77,Missed,,,,,,,,,,,,,,
221,PT06M50.00S,2025-01-14T00:48:56.0Z,2,REGULAR,rebound,defensive,[],201144,,,1610612750,27,33,2025-01-14T00:48:59Z,2160000,False,,,0,,M. Conley REBOUND (Off:0 Def:4),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,220.0,4.0,4.0,0.0,,,,,,
222,PT06M44.00S,2025-01-14T00:49:02.0Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630183,89.30683311432325,73.52941176470588,1610612750,27,35,2025-01-14T00:55:52Z,2170000,False,118.0,48.0,1,right,J. McDaniels 12' driving floating bank Jump Shot (4 PTS) (M. Conley 2 AST),"[1630183, 201144]",1610612750.0,MIN,driving floating bank,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,12.7,Made,4.0,M. Conley,201144.0,2.0,,,,,,,,,,
223,PT06M23.00S,2025-01-14T00:49:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,10.85742444152431,59.80392156862745,1610612764,27,35,2025-01-14T00:57:16Z,2180000,False,-49.0,50.0,1,left,MISS B. Coulibaly 6' driving finger roll Layup,[1641731],1610612764.0,WAS,driving finger roll,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.97,Missed,,,,,,,,,,,,,,
224,PT06M21.00S,2025-01-14T00:49:25.3Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,27,35,2025-01-14T01:00:20Z,2190000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,223.0,3.0,3.0,0.0,,,,,,
225,PT06M19.00S,2025-01-14T00:49:27.5Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612750,27,35,2025-01-14T00:49:32Z,2200000,False,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 1642259]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,3.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,
226,PT06M19.00S,2025-01-14T00:49:27.5Z,2,REGULAR,steal,,[],1642259,,,1610612764,27,35,2025-01-14T00:49:29Z,2210000,False,,,0,,A. Sarr STEAL (2 STL),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
227,PT06M16.00S,2025-01-14T00:49:30.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641731,3.892904073587385,52.20588235294118,1610612764,29,35,2025-01-14T00:49:42Z,2220000,False,-11.0,-16.0,1,left,B. Coulibaly running DUNK (7 PTS) (A. Sarr 2 AST),"[1641731, 1642259]",1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,1.93,Made,7.0,A. Sarr,1642259.0,2.0,,,,,,,,,,
229,PT05M47.00S,2025-01-14T00:49:59.0Z,2,REGULAR,3pt,Jump Shot,[],1628978,72.22404730617609,84.55882352941177,1610612750,29,38,2025-01-14T00:50:04Z,2240000,False,173.0,209.0,1,right,D. DiVincenzo 27' 3PT step back bank (9 PTS),[1628978],1610612750.0,MIN,step back bank,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,27.09,Made,9.0,,,,,,,,,,,,,
230,PT05M24.00S,2025-01-14T00:50:22.9Z,2,REGULAR,3pt,Jump Shot,[],1642267,17.69053876478318,93.62745098039215,1610612764,29,38,2025-01-14T00:50:27Z,2250000,False,-218.0,114.0,1,left,MISS C. Carrington 24' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Left Center,,,,,24.6,Missed,,,,,,,,,,,,,,
231,PT05M20.00S,2025-01-14T00:50:26.9Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,29,38,2025-01-14T00:50:27Z,2260000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,230.0,2.0,1.0,1.0,,,,,,
232,PT05M13.00S,2025-01-14T00:50:33.0Z,2,REGULAR,turnover,lost ball,[],1630162,,,1610612750,29,38,2025-01-14T00:50:47Z,2270000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1642273]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,1.0,George,1642273.0,,,,,,,,,,,,,,,,,
233,PT05M13.00S,2025-01-14T00:50:33.0Z,2,REGULAR,steal,,[],1642273,,,1610612764,29,38,2025-01-14T00:50:35Z,2280000,False,,,0,,K. George STEAL (2 STL),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
234,PT05M07.00S,2025-01-14T00:50:39.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628398,4.418528252299605,96.07843137254902,1610612764,32,38,2025-01-14T00:59:40Z,2290000,False,-230.0,-11.0,1,left,K. Kuzma 3PT running (5 PTS) (B. Coulibaly 3 AST),"[1628398, 1641731]",1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,23.07,Made,5.0,B. Coulibaly,1641731.0,3.0,,,,,,,,,,
236,PT04M47.00S,2025-01-14T00:50:59.4Z,2,REGULAR,3pt,Jump Shot,[],1628978,70.25295663600527,11.27450980392157,1610612750,32,38,2025-01-14T00:51:02Z,2310000,False,-194.0,227.0,1,right,MISS D. DiVincenzo 29' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,29.84,Missed,,,,,,,,,,,,,,
237,PT04M45.00S,2025-01-14T00:51:01.4Z,2,REGULAR,rebound,defensive,[],1642259,,,1610612764,32,38,2025-01-14T00:51:02Z,2320000,False,,,0,,A. Sarr REBOUND (Off:1 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,236.0,2.0,1.0,1.0,,,,,,
238,PT04M30.00S,2025-01-14T00:51:16.3Z,2,REGULAR,3pt,Jump Shot,[],1628398,4.944152431011826,95.58823529411765,1610612764,35,38,2025-01-14T00:51:21Z,2330000,False,-228.0,-6.0,1,left,K. Kuzma 3PT  (8 PTS) (A. Sarr 3 AST),"[1628398, 1642259]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,22.8,Made,8.0,A. Sarr,1642259.0,3.0,,,,,,,,,,
240,PT04M30.00S,2025-01-14T00:51:21.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,35,38,2025-01-14T00:51:21Z,2350000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M30.00S,2025-01-14T00:53:23.3Z,2,REGULAR,substitution,out,[],1642273,,,1610612750,35,38,2025-01-14T00:54:08Z,2360000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M30.00S,2025-01-14T00:53:23.3Z,2,REGULAR,substitution,out,[],1642259,,,1610612750,35,38,2025-01-14T00:54:08Z,2370000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M30.00S,2025-01-14T00:53:23.3Z,2,REGULAR,substitution,out,[],203944,,,1610612750,35,38,2025-01-14T00:54:08Z,2380000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M30.00S,2025-01-14T00:53:23.3Z,2,REGULAR,substitution,in,[],1629673,,,1610612750,35,38,2025-01-14T00:54:08Z,2390000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
