actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M36.00S,2025-01-14T00:13:27.9Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612750,3,0,2025-01-14T00:13:31Z,170000,False,,,0,,D. DiVincenzo bad pass TURNOVER (2 TO),"[1628978, 1642267]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,2.0,Carrington,1642267.0,,,,,,,,,,,,,,,,,
18,PT10M36.00S,2025-01-14T00:13:27.9Z,1,REGULAR,steal,,[],1642267,,,1610612764,3,0,2025-01-14T00:13:29Z,180000,False,,,0,,C. Carrington STEAL (1 STL),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
19,PT10M32.00S,2025-01-14T00:13:31.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628398,32.40801576872536,46.07843137254902,1610612764,3,0,2025-01-14T00:13:36Z,190000,False,20.0,252.0,1,left,MISS K. Kuzma 25' pullup 3PT,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,25.29,Missed,,,,,,,,,,,,,,
20,PT10M30.00S,2025-01-14T00:13:34.2Z,1,REGULAR,rebound,offensive,[],1642259,,,1610612764,3,0,2025-01-14T00:13:34Z,200000,False,,,0,,A. Sarr REBOUND (Off:1 Def:0),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,,,,,,,,,19.0,1.0,0.0,1.0,,,,,,
21,PT10M25.00S,2025-01-14T00:13:39.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629673,33.722076215505915,50.98039215686274,1610612764,3,0,2025-01-14T00:13:46Z,210000,False,-5.0,264.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,26.45,Missed,,,,,,,,,,,,,,
22,PT10M20.00S,2025-01-14T00:13:44.0Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,3,0,2025-01-14T00:13:46Z,220000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,
23,PT10M14.00S,2025-01-14T00:13:49.9Z,1,REGULAR,3pt,Jump Shot,[],1630183,68.01905387647832,72.54901960784314,1610612750,3,0,2025-01-14T00:13:54Z,230000,False,113.0,248.0,1,right,MISS J. McDaniels 27' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,27.25,Missed,,,,,,,,,,,,,,
24,PT10M11.00S,2025-01-14T00:13:52.9Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,3,0,2025-01-14T00:13:56Z,240000,False,,,0,,C. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,
25,PT10M05.00S,2025-01-14T00:13:58.5Z,1,REGULAR,3pt,Jump Shot,[],1642267,30.436925098554536,15.931372549019606,1610612764,3,0,2025-01-14T00:14:02Z,250000,False,170.0,234.0,1,left,MISS C. Carrington 28' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,28.91,Missed,,,,,,,,,,,,,,
26,PT10M02.00S,2025-01-14T00:14:01.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,3,0,2025-01-14T00:14:02Z,260000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,25.0,2.0,2.0,0.0,,,,,,
27,PT09M47.00S,2025-01-14T00:14:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,87.46714848883047,35.78431372549019,1610612750,3,0,2025-01-14T00:16:53Z,270000,False,-71.0,65.0,1,right,MISS A. Edwards 9' driving floating bank Shot,[1630162],1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Left,,,,,9.65,Missed,,,,,,,,,,,,,,
28,PT09M47.00S,2025-01-14T00:14:16.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,3,0,2025-01-14T00:16:53Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,27.0,,,,,,,,,
30,PT09M42.00S,2025-01-14T00:14:35.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630162,84.97043363994744,89.2156862745098,1610612750,3,0,2025-01-14T00:14:40Z,300000,False,196.0,89.0,1,right,MISS A. Edwards 21' pullup bank Shot,[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,,,,,21.53,Missed,,,,,,,,,,,,,,
31,PT09M39.00S,2025-01-14T00:14:38.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,3,0,2025-01-14T00:14:40Z,310000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,
32,PT09M31.00S,2025-01-14T00:14:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,7.5722733245729295,38.48039215686275,1610612764,3,0,2025-01-14T00:14:50Z,320000,False,58.0,19.0,1,left,MISS K. Kuzma 6' driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.06,Missed,,,,,,,,,,,,,,
33,PT09M29.00S,2025-01-14T00:14:48.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,3,0,2025-01-14T00:14:50Z,330000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,
34,PT09M24.00S,2025-01-14T00:14:53.9Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612750,3,0,2025-01-14T00:14:59Z,340000,False,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1629673]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,1.0,Poole,1629673.0,,,,,,,,,,,,,,,,,
35,PT09M24.00S,2025-01-14T00:14:53.9Z,1,REGULAR,steal,,[],1629673,,,1610612764,3,0,2025-01-14T00:14:56Z,350000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M18.00S,2025-01-14T00:14:59.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641731,4.28712220762155,55.392156862745104,1610612764,3,0,2025-01-14T00:20:08Z,360000,False,-27.0,-12.0,1,left,MISS B. Coulibaly running DUNK,[1641731],1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,2.96,Missed,,,,,,,,,,,,,,
38,PT09M14.00S,2025-01-14T00:15:03.4Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612764,3,0,2025-01-14T00:15:05Z,380000,False,,,0,,J. Poole REBOUND (Off:1 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,36.0,2.0,1.0,1.0,,,,,,
39,PT09M12.00S,2025-01-14T00:15:05.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642259,19.267411300919843,91.17647058823529,1610612764,6,0,2025-01-14T00:15:10Z,390000,False,-206.0,129.0,1,left,A. Sarr 24' 3PT  (6 PTS) (J. Poole 1 AST),"[1642259, 1629673]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,,,,24.28,Made,6.0,J. Poole,1629673.0,1.0,,,,,,,,,,
41,PT08M52.00S,2025-01-14T00:15:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,87.72996057818659,36.51960784313725,1610612750,6,2,2025-01-14T00:15:30Z,410000,False,-67.0,63.0,1,right,J. McDaniels 9' driving floating bank Jump Shot (2 PTS) (A. Edwards 1 AST),"[1630183, 1630162]",1610612750.0,MIN,driving floating bank,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,,,,,9.21,Made,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,,
42,PT08M36.00S,2025-01-14T00:15:41.8Z,1,REGULAR,3pt,Jump Shot,[],1628398,6.1268068331143235,3.9215686274509802,1610612764,6,2,2025-01-14T00:15:46Z,420000,False,230.0,5.0,1,left,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,,23.05,Missed,,,,,,,,,,,,,,
43,PT08M32.00S,2025-01-14T00:15:45.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,6,2,2025-01-14T00:15:46Z,430000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,
44,PT08M25.00S,2025-01-14T00:15:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,88.12417871222075,35.049019607843135,1610612750,6,2,2025-01-14T00:23:01Z,440000,False,-75.0,59.0,1,right,MISS J. Randle 9' driving Layup,[203944],1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,,,,,9.53,Missed,,,,,,,,,,,,,,
45,PT08M23.00S,2025-01-14T00:15:55.2Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,6,2,2025-01-14T00:23:01Z,450000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,44.0,3.0,2.0,1.0,,,,,,
46,PT08M23.00S,2025-01-14T00:15:57.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,94.40999984741211,50.0,1610612750,6,4,2025-01-14T00:23:08Z,460000,False,0.0,0.0,1,right,R. Gobert putback Layup (2 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,0.0,Made,2.0,,,,,,,,,,,,,
47,PT08M01.00S,2025-01-14T00:16:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,7.30946123521682,58.82352941176471,1610612764,6,4,2025-01-14T00:24:01Z,470000,False,-44.0,16.0,1,left,MISS K. Kuzma driving floating bank Shot,[1628398],1610612764.0,WAS,driving floating bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.7,Missed,,,,,,,,,,,,,,
48,PT07M59.00S,2025-01-14T00:16:18.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,6,4,2025-01-14T00:16:20Z,480000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,47.0,2.0,2.0,0.0,,,,,,
49,PT07M56.00S,2025-01-14T00:16:21.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,65.91655716162943,49.26470588235294,1610612750,6,4,2025-01-14T00:26:06Z,490000,False,-4.0,268.0,1,right,MISS A. Edwards 26' running pullup 3PT,[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,26.79,Missed,,,,,,,,,,,,,,
50,PT07M53.00S,2025-01-14T00:16:24.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,6,4,2025-01-14T00:16:26Z,500000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,
52,PT07M39.00S,2025-01-14T00:16:57.4Z,1,REGULAR,3pt,Jump Shot,[],1642267,8.360709592641262,95.83333333333334,1610612764,6,4,2025-01-14T01:19:44Z,520000,False,-229.0,26.0,1,left,MISS C. Carrington step back 3PT,[1642267],1610612764.0,WAS,step back,,,Carrington,C. Carrington,,,,,Left Corner 3,24+ Left,,,,,23.07,Missed,,,,,,,,,,,,,,
53,PT07M34.00S,2025-01-14T00:17:02.4Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,6,4,2025-01-14T00:17:02Z,530000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,
54,PT07M22.00S,2025-01-14T00:17:14.2Z,1,REGULAR,3pt,Jump Shot,[],1628978,72.61826544021025,91.66666666666666,1610612750,6,7,2025-01-14T00:17:19Z,540000,False,208.0,205.0,1,right,D. DiVincenzo 29' 3PT  (3 PTS) (A. Edwards 2 AST),"[1628978, 1630162]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,29.22,Made,3.0,A. Edwards,1630162.0,2.0,,,,,,,,,,
56,PT07M03.00S,2025-01-14T00:17:33.2Z,1,REGULAR,3pt,Jump Shot,[],1641731,3.630091984231275,99.01960784313727,1610612764,9,7,2025-01-14T00:17:37Z,560000,False,-245.0,-18.0,1,left,B. Coulibaly 24' 3PT  (3 PTS) (A. Sarr 1 AST),"[1641731, 1642259]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Left Corner 3,24+ Left,,,,,24.58,Made,3.0,A. Sarr,1642259.0,1.0,,,,,,,,,,
58,PT06M49.00S,2025-01-14T00:17:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,79.97700394218134,39.21568627450981,1610612750,9,7,2025-01-14T00:17:51Z,580000,False,-54.0,136.0,1,right,MISS A. Edwards 14' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,14.6,Missed,,,,,,,,,,,,,,
59,PT06M45.00S,2025-01-14T00:17:52.0Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,9,7,2025-01-14T00:17:51Z,590000,False,,,0,,J. Poole REBOUND (Off:1 Def:2),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,58.0,3.0,2.0,1.0,,,,,,
60,PT06M41.00S,2025-01-14T00:17:55.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629673,8.229303547963205,36.51960784313725,1610612764,9,7,2025-01-14T00:18:02Z,600000,False,67.0,25.0,1,left,MISS J. Poole 7' running Layup - blocked,"[1629673, 1630162]",1610612764.0,WAS,running,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.19,Missed,,,,,,,,,Edwards,1630162.0,,,,
61,PT06M41.00S,2025-01-14T00:17:55.2Z,1,REGULAR,block,,[],1630162,,,1610612764,9,7,2025-01-14T00:17:57Z,610000,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M39.00S,2025-01-14T00:17:57.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,9,7,2025-01-14T00:18:02Z,620000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,60.0,2.0,2.0,0.0,,,,,,
63,PT06M34.00S,2025-01-14T00:18:02.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203944,91.93495400788436,41.66666666666667,1610612750,9,9,2025-01-14T00:28:48Z,630000,False,-42.0,23.0,1,right,J. Randle running Layup (2 PTS),[203944],1610612750.0,MIN,running,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.78,Made,2.0,,,,,,,,,,,,,
64,PT06M31.00S,2025-01-14T00:18:08.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,9,9,2025-01-14T00:18:08Z,640000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M09.00S,2025-01-14T00:21:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,8.623521681997373,43.13725490196079,1610612764,9,9,2025-01-14T00:21:36Z,650000,False,34.0,29.0,1,left,MISS B. Coulibaly driving finger roll Layup,[1641731],1610612764.0,WAS,driving finger roll,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.47,Missed,,,,,,,,,,,,,,
66,PT06M06.00S,2025-01-14T00:21:34.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,9,9,2025-01-14T00:21:36Z,660000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,65.0,3.0,3.0,0.0,,,,,,
67,PT05M57.00S,2025-01-14T00:21:44.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,94.03745072273325,45.09803921568628,1610612750,9,11,2025-01-14T00:21:48Z,670000,False,-25.0,4.0,1,right,A. Edwards driving DUNK (2 PTS) (J. Randle 1 AST),"[1630162, 203944]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,2.47,Made,2.0,J. Randle,203944.0,1.0,,,,,,,,,,
69,PT05M37.00S,2025-01-14T00:22:03.7Z,1,REGULAR,2pt,Jump Shot,[],1642259,13.222733245729303,72.30392156862744,1610612764,9,11,2025-01-14T00:22:11Z,690000,False,-112.0,72.0,1,left,MISS A. Sarr 13' fadeaway Shot,[1642259],1610612764.0,WAS,fadeaway,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Left,,,,,13.26,Missed,,,,,,,,,,,,,,
70,PT05M36.00S,2025-01-14T00:22:05.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,9,11,2025-01-14T00:22:05Z,700000,False,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,,,,,,,,69.0,4.0,3.0,1.0,,,,,,
71,PT05M26.00S,2025-01-14T00:22:15.3Z,1,REGULAR,3pt,Jump Shot,[],1628978,72.09264126149803,12.5,1610612750,9,14,2025-01-14T00:22:20Z,710000,False,-188.0,210.0,1,right,D. DiVincenzo 28' 3PT  (6 PTS) (A. Edwards 3 AST),"[1628978, 1630162]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,28.14,Made,6.0,A. Edwards,1630162.0,3.0,,,,,,,,,,
73,PT05M10.00S,2025-01-14T00:22:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,7.046649145860711,47.30392156862745,1610612764,11,14,2025-01-14T00:22:34Z,730000,False,13.0,14.0,1,left,K. Kuzma cutting Layup (2 PTS) (J. Poole 2 AST),"[1628398, 1629673]",1610612764.0,WAS,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,1.92,Made,2.0,J. Poole,1629673.0,2.0,,,,,,,,,,
75,PT04M54.00S,2025-01-14T00:22:46.2Z,1,REGULAR,3pt,Jump Shot,[],1628978,68.54467805519053,15.441176470588236,1610612750,11,14,2025-01-14T00:22:51Z,750000,False,-173.0,243.0,1,right,MISS D. DiVincenzo 29' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,29.83,Missed,,,,,,,,,,,,,,
76,PT04M52.00S,2025-01-14T00:22:48.2Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,11,14,2025-01-14T00:22:51Z,760000,False,,,0,,R. Gobert REBOUND (Off:2 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,75.0,5.0,3.0,2.0,,,,,,
77,PT04M49.00S,2025-01-14T00:22:51.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,91.80354796320631,47.549019607843135,1610612750,11,16,2025-01-14T00:31:04Z,770000,False,-12.0,25.0,1,right,R. Gobert putback DUNK (4 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,2.74,Made,4.0,,,,,,,,,,,,,
78,PT04M40.00S,2025-01-14T00:23:01.1Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612764,11,16,2025-01-14T00:23:04Z,780000,False,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 1630162]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,1.0,Edwards,1630162.0,,,,,,,,,,,,,,,,,
79,PT04M40.00S,2025-01-14T00:23:01.1Z,1,REGULAR,steal,,[],1630162,,,1610612750,11,16,2025-01-14T00:23:03Z,790000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
