actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
36,PT08M53.00S,2024-11-23T00:15:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.389618922470433,53.431372549019606,1610612738,6,9,2024-11-23T00:16:19Z,360000,False,-17.0,8.0,1,left,J. Brown driving Layup (4 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,1.88,Made,4.0,,,,,,,,,,,
37,PT08M45.00S,2024-11-23T00:16:06.2Z,1,REGULAR,2pt,Jump Shot,[],1627763,80.3712220762155,74.75490196078431,1610612764,8,9,2024-11-23T00:16:24Z,370000,False,124.0,132.0,1,right,M. Brogdon 18' step back Jump Shot (2 PTS),[1627763],1610612764.0,WAS,step back,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right Center,,,,,,,18.1,Made,2.0,,,,,,,,,,,
38,PT08M26.00S,2024-11-23T00:16:25.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,33.722076215505915,71.81372549019608,1610612738,8,9,2024-11-23T00:18:21Z,380000,False,-109.0,264.0,1,left,MISS J. Tatum 28' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,28.61,Missed,,,,,,,,,,,,
39,PT08M25.00S,2024-11-23T00:16:26.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,8,9,2024-11-23T00:18:21Z,390000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,38.0,,,,,,,
41,PT08M14.00S,2024-11-23T00:16:47.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641731,94.82588699080158,52.94117647058824,1610612764,8,9,2024-11-23T00:19:03Z,410000,False,15.0,-4.0,1,right,MISS B. Coulibaly driving DUNK - blocked,"[1641731, 1629674]",1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,1.52,Missed,,,,,,,,,,,Queta,1629674.0
55,PT08M14.00S,2024-11-23T00:16:47.2Z,1,REGULAR,block,,[],1629674,,,1610612764,8,9,2024-11-23T00:18:21Z,415000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M11.00S,2024-11-23T00:16:50.2Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,8,9,2024-11-23T00:19:03Z,420000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,41.0,3.0,3.0,0.0,,,,
43,PT07M57.00S,2024-11-23T00:17:01.8Z,1,REGULAR,2pt,Jump Shot,[],1628401,23.078186596583443,55.63725490196079,1610612738,8,11,2024-11-23T00:17:05Z,430000,False,-28.0,164.0,1,left,D. White 16' pullup Jump Shot (2 PTS) (J. Brown 2 AST),"[1628401, 1627759]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,16-24 Center,,,,,,,16.68,Made,2.0,J. Brown,1627759.0,2.0,,,,,,,,
44,PT07M46.00S,2024-11-23T00:17:13.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642259,92.19776609724047,50.73529411764706,1610612764,10,11,2024-11-23T00:17:17Z,440000,False,4.0,21.0,1,right,A. Sarr cutting DUNK (2 PTS) (J. Poole 1 AST),"[1642259, 1629673]",1610612764.0,WAS,cutting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,2.11,Made,2.0,J. Poole,1629673.0,1.0,,,,,,,,
46,PT07M34.00S,2024-11-23T00:17:24.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,23.47240473061761,12.990196078431374,1610612738,10,11,2024-11-23T00:17:28Z,460000,False,185.0,168.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,25.0,Missed,,,,,,,,,,,,
47,PT07M33.00S,2024-11-23T00:17:25.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,10,11,2024-11-23T00:17:28Z,470000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,46.0,,,,,,,
49,PT07M22.00S,2024-11-23T00:17:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.85479632063075,43.872549019607845,1610612764,10,11,2024-11-23T00:22:03Z,490000,False,-31.0,15.0,1,right,MISS J. Poole driving Layup,[1629673],1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,3.39,Missed,,,,,,,,,,,,
50,PT07M21.00S,2024-11-23T00:17:47.0Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,10,11,2024-11-23T00:22:03Z,500000,False,,,0,,N. Queta REBOUND (Off:0 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,
51,PT07M07.00S,2024-11-23T00:18:00.3Z,1,REGULAR,3pt,Jump Shot,[],201950,9.017739816031538,4.166666666666666,1610612738,10,11,2024-11-23T00:18:04Z,510000,False,229.0,32.0,1,left,MISS J. Holiday 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,,,,23.15,Missed,,,,,,,,,,,,
52,PT07M04.00S,2024-11-23T00:18:03.3Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,10,11,2024-11-23T00:18:04Z,520000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:2),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,51.0,2.0,2.0,0.0,,,,
53,PT07M00.00S,2024-11-23T00:18:07.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,72.09264126149803,90.19607843137256,1610612764,13,11,2024-11-23T00:22:28Z,530000,False,201.0,210.0,1,right,J. Poole 29' 3PT running (3 PTS) (B. Coulibaly 1 AST),"[1629673, 1641731]",1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,29.05,Made,3.0,B. Coulibaly,1641731.0,1.0,,,,,,,,
56,PT06M38.00S,2024-11-23T00:18:31.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,6.521024967148489,50.245098039215684,1610612738,13,11,2024-11-23T00:25:40Z,550000,False,-1.0,9.0,1,left,MISS N. Queta cutting DUNK - blocked,"[1629674, 1642259]",1610612738.0,BOS,cutting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,0.89,Missed,,,,,,,,,,,Sarr,1642259.0
90,PT06M38.00S,2024-11-23T00:18:31.5Z,1,REGULAR,block,,[],1642259,,,1610612738,13,11,2024-11-23T00:24:23Z,555000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT06M36.00S,2024-11-23T00:18:33.5Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,13,11,2024-11-23T00:25:40Z,560000,False,,,0,,A. Sarr REBOUND (Off:0 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,56.0,2.0,2.0,0.0,,,,
58,PT06M26.00S,2024-11-23T00:18:40.9Z,1,REGULAR,3pt,Jump Shot,[],1628398,87.59855453350855,95.58823529411765,1610612764,13,11,2024-11-23T00:18:45Z,570000,False,228.0,64.0,1,right,MISS K. Kuzma turnaround 3PT,[1628398],1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,,,,23.67,Missed,,,,,,,,,,,,
59,PT06M24.00S,2024-11-23T00:18:42.9Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,13,11,2024-11-23T00:18:45Z,580000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,
60,PT06M17.00S,2024-11-23T00:18:52.0Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,13,11,2024-11-23T00:23:35Z,590000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1627763]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,1.0,,,,,,,,,,,Brogdon,1627763.0,,
61,PT06M17.00S,2024-11-23T00:18:52.0Z,1,REGULAR,steal,,[],1627763,,,1610612764,13,11,2024-11-23T00:18:54Z,600000,False,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
62,PT06M13.00S,2024-11-23T00:18:55.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627763,94.03745072273325,52.94117647058824,1610612764,15,11,2024-11-23T00:23:46Z,610000,False,15.0,4.0,1,right,M. Brogdon running finger roll Layup (4 PTS),[1627763],1610612764.0,WAS,running finger roll,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,1.51,Made,4.0,,,,,,,,,,,
65,PT05M44.00S,2024-11-23T00:19:25.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,8.229303547963205,2.2058823529411766,1610612738,15,11,2024-11-23T00:28:43Z,620000,False,239.0,25.0,1,left,MISS J. Tatum 24' step back bank 3PT,[1628369],1610612738.0,BOS,step back bank,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,,,,24.03,Missed,,,,,,,,,,,,
66,PT05M40.00S,2024-11-23T00:19:29.7Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612764,15,11,2024-11-23T00:28:43Z,630000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,65.0,1.0,1.0,0.0,,,,
67,PT05M30.00S,2024-11-23T00:19:37.2Z,1,REGULAR,3pt,Jump Shot,[],1641731,94.82588699080158,2.696078431372549,1610612764,15,11,2024-11-23T00:19:41Z,640000,False,-237.0,-4.0,1,right,MISS B. Coulibaly 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Left Corner 3,24+ Left,,,,,,,23.65,Missed,,,,,,,,,,,,
68,PT05M27.00S,2024-11-23T00:19:40.2Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,15,11,2024-11-23T00:19:41Z,650000,False,,,0,,N. Queta REBOUND (Off:0 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,67.0,2.0,2.0,0.0,,,,
69,PT05M12.00S,2024-11-23T00:19:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.703679369250986,53.92156862745098,1610612738,15,11,2024-11-23T00:26:38Z,660000,False,-20.0,20.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,2.79,Missed,,,,,,,,,,,,
70,PT05M09.00S,2024-11-23T00:20:00.0Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,15,11,2024-11-23T00:26:38Z,670000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:3),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,69.0,3.0,3.0,0.0,,,,
71,PT05M04.00S,2024-11-23T00:20:05.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627763,93.24901445466492,55.392156862745104,1610612764,15,11,2024-11-23T00:27:45Z,680000,False,27.0,11.0,1,right,MISS M. Brogdon running Layup,[1627763],1610612764.0,WAS,running,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,2.92,Missed,,,,,,,,,,,,
72,PT05M01.00S,2024-11-23T00:20:08.3Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,15,11,2024-11-23T00:29:50Z,690000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,
73,PT04M54.00S,2024-11-23T00:20:13.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,19.136005256241788,6.127450980392156,1610612738,15,11,2024-11-23T00:20:20Z,700000,False,219.0,127.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,25.37,Missed,,,,,,,,,,,,
74,PT04M49.00S,2024-11-23T00:20:18.4Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,15,11,2024-11-23T00:20:20Z,710000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:4),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,73.0,4.0,4.0,0.0,,,,
75,PT04M47.00S,2024-11-23T00:20:24.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,15,11,2024-11-23T00:20:24Z,720000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M47.00S,2024-11-23T00:21:54.0Z,1,REGULAR,substitution,out,[],1627763,,,1610612764,15,11,2024-11-23T00:23:09Z,730000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M47.00S,2024-11-23T00:21:54.0Z,1,REGULAR,substitution,out,[],1627759,,,1610612764,15,11,2024-11-23T00:23:09Z,740000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M47.00S,2024-11-23T00:21:54.0Z,1,REGULAR,substitution,out,[],1628401,,,1610612764,15,11,2024-11-23T00:23:09Z,750000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M47.00S,2024-11-23T00:21:54.0Z,1,REGULAR,substitution,out,[],1629674,,,1610612764,15,11,2024-11-23T00:23:09Z,760000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M47.00S,2024-11-23T00:21:54.0Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,15,11,2024-11-23T00:23:09Z,770000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M47.00S,2024-11-23T00:21:54.0Z,1,REGULAR,substitution,in,[],1628436,,,1610612764,15,11,2024-11-23T00:23:09Z,780000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M47.00S,2024-11-23T00:21:54.0Z,1,REGULAR,substitution,in,[],1630573,,,1610612764,15,11,2024-11-23T00:23:09Z,790000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
