actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
27,PT09M42.00S,2025-03-29T23:15:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,93.38042049934296,58.333333333333336,1610612764,6,0,2025-03-29T23:15:24Z,270000,False,42.0,10.0,1,right,J. Champagnie driving Layup (2 PTS) (J. Poole 1 AST),"[1630551, 1629673]",1610612764.0,WAS,driving,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,4.28,Made,,,,,2.0,,,,,,,,,J. Poole,1629673.0,1.0,,
29,PT09M23.00S,2025-03-29T23:15:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631213,6.1268068331143235,54.90196078431373,1610612751,6,2,2025-03-29T23:16:33Z,290000,False,-25.0,5.0,1,left,T. Martin Layup (2 PTS),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,2.0,,,,,,,,,,,,,
31,PT09M08.00S,2025-03-29T23:15:55.8Z,1,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612764,6,2,2025-03-29T23:19:36Z,310000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Carrington 2 FT),"[1630533, 1642267]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,1628481.0,,,,1.0,0.0,Carrington,1642267.0,,,,,
33,PT09M08.00S,2025-03-29T23:16:24.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,6,2,2025-03-29T23:16:24Z,330000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M08.00S,2025-03-29T23:19:31.3Z,1,REGULAR,freethrow,1 of 2,[],1642267,,,1610612764,7,2,2025-03-29T23:19:31Z,350000,False,,,0,,B. Carrington Free Throw 1 of 2 (3 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
36,PT09M08.00S,2025-03-29T23:19:45.4Z,1,REGULAR,freethrow,2 of 2,[],1642267,,,1610612764,8,2,2025-03-29T23:19:45Z,360000,False,,,0,,B. Carrington Free Throw 2 of 2 (4 PTS),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
37,PT08M54.00S,2025-03-29T23:20:02.1Z,1,REGULAR,3pt,Jump Shot,[],1629661,32.53942181340342,56.86274509803921,1610612751,8,5,2025-03-29T23:20:06Z,370000,False,-34.0,253.0,1,left,C. Johnson 25' 3PT  (3 PTS) (T. Martin 1 AST),"[1629661, 1631213]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,25.57,Made,,,,,3.0,,,,,,,,,T. Martin,1631213.0,1.0,,
39,PT08M41.00S,2025-03-29T23:20:15.6Z,1,REGULAR,3pt,Jump Shot,[],1642259,67.62483574244416,28.676470588235293,1610612764,8,5,2025-03-29T23:20:19Z,390000,False,-107.0,252.0,1,right,MISS A. Sarr 27' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,27.34,Missed,,,,,,,,,,,,,,,,,,
40,PT08M39.00S,2025-03-29T23:20:17.6Z,1,REGULAR,rebound,defensive,[],1630553,,,1610612751,8,5,2025-03-29T23:20:19Z,400000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M22.00S,2025-03-29T23:20:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630553,3.7614980289093296,97.05882352941177,1610612751,8,8,2025-03-29T23:20:39Z,410000,False,-235.0,-17.0,1,left,K. Johnson 3PT  (3 PTS) (Z. Williams 1 AST),"[1630553, 1630533]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,23.59,Made,,,,,3.0,,,,,,,,,Z. Williams,1630533.0,1.0,,
43,PT08M01.00S,2025-03-29T23:20:55.5Z,1,REGULAR,3pt,Jump Shot,[],1629673,68.67608409986859,16.42156862745098,1610612764,8,8,2025-03-29T23:21:00Z,430000,False,-168.0,242.0,1,right,MISS J. Poole 29' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,29.45,Missed,,,,,,,,,,,,,,,,,,
44,PT07M59.00S,2025-03-29T23:20:57.5Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,8,8,2025-03-29T23:21:00Z,440000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT07M41.00S,2025-03-29T23:21:15.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,5.601182654402102,40.68627450980392,1610612751,8,8,2025-03-29T23:21:22Z,450000,False,47.0,0.0,1,left,MISS K. Johnson driving Layup - blocked,"[1630553, 1642259]",1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.66,Missed,,,,,,,,Sarr,1642259.0,,,,,,,,,
46,PT07M41.00S,2025-03-29T23:21:15.8Z,1,REGULAR,block,,[],1642259,,,1610612751,8,8,2025-03-29T23:21:18Z,460000,False,,,0,,A. Sarr BLOCK (2 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M41.00S,2025-03-29T23:21:15.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,8,8,2025-03-29T23:21:22Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,45.0,,,,,,,,,,,,,,,,,
48,PT07M37.00S,2025-03-29T23:21:39.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641730,34.510512483574246,40.68627450980392,1610612751,8,8,2025-03-29T23:22:34Z,480000,False,47.0,272.0,1,left,MISS N. Clowney 27' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,27.59,Missed,,,,,,,,,,,,,,,,,,
49,PT07M35.00S,2025-03-29T23:21:41.8Z,1,REGULAR,rebound,offensive,[],1629661,,,1610612751,8,8,2025-03-29T23:21:45Z,490000,False,,,0,,C. Johnson REBOUND (Off:1 Def:0),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,48.0,1.0,0.0,1.0,,,,,,,,,,,,,,
79,PT07M34.00S,2025-03-29T23:21:47.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,8,8,2025-03-29T23:26:09Z,500000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,1627541.0,,,,,,,,,,,,
51,PT07M23.00S,2025-03-29T23:21:55.8Z,1,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612764,8,8,2025-03-29T23:22:01Z,510000,False,,,0,,N. Clowney shooting personal FOUL (1 PF) (Champagnie 2 FT),"[1641730, 1630551]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,,1627962.0,,,,1.0,0.0,Champagnie,1630551.0,,,,,
54,PT07M23.00S,2025-03-29T23:22:24.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630551,,,1610612764,9,8,2025-03-29T23:26:09Z,530000,False,,,0,,J. Champagnie Free Throw 1 of 2 (3 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
55,PT07M23.00S,2025-03-29T23:22:45.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630551,,,1610612764,10,8,2025-03-29T23:26:09Z,540000,False,,,0,,J. Champagnie Free Throw 2 of 2 (4 PTS),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
56,PT07M06.00S,2025-03-29T23:23:04.9Z,1,REGULAR,3pt,Jump Shot,[],1629661,7.966491458607096,2.2058823529411766,1610612751,10,8,2025-03-29T23:23:09Z,550000,False,239.0,22.0,1,left,MISS C. Johnson 24' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
57,PT07M03.00S,2025-03-29T23:23:07.9Z,1,REGULAR,rebound,offensive,[],1631213,,,1610612751,10,8,2025-03-29T23:23:09Z,560000,False,,,0,,T. Martin REBOUND (Off:2 Def:0),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Right Corner 3,24+ Right,,,56.0,2.0,0.0,2.0,,,,,,,,,,,,,,
59,PT06M57.00S,2025-03-29T23:23:14.2Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612751,10,8,2025-03-29T23:23:21Z,580000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Martin 2 FT),"[1629673, 1631213]",1610612764.0,WAS,shooting,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,,,,,1627962.0,,,,1.0,0.0,Martin,1631213.0,,,,,
61,PT06M57.00S,2025-03-29T23:23:44.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631213,,,1610612751,10,9,2025-03-29T23:23:44Z,600000,False,,,0,,T. Martin Free Throw 1 of 2 (3 PTS),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
62,PT06M57.00S,2025-03-29T23:24:06.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631213,,,1610612751,10,10,2025-03-29T23:24:06Z,610000,False,,,0,,T. Martin Free Throw 2 of 2 (4 PTS),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
63,PT06M45.00S,2025-03-29T23:24:20.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642259,94.56307490144546,51.9607843137255,1610612764,12,10,2025-03-29T23:24:24Z,620000,False,10.0,-1.0,1,right,A. Sarr driving DUNK (2 PTS),[1642259],1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,2.0,,,,,,,,,,,,,
64,PT06M34.00S,2025-03-29T23:24:32.9Z,1,REGULAR,turnover,traveling,[],1630533,,,1610612751,12,10,2025-03-29T23:24:40Z,630000,False,,,0,,Z. Williams traveling TURNOVER (1 TO),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,1627962.0,1.0,,,,,,,,,,,
65,PT06M34.00S,2025-03-29T23:24:39.1Z,1,REGULAR,substitution,out,[],1630533,,,1610612764,12,10,2025-03-29T23:24:45Z,640000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M34.00S,2025-03-29T23:24:39.1Z,1,REGULAR,substitution,out,[],1641730,,,1610612764,12,10,2025-03-29T23:24:45Z,650000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M34.00S,2025-03-29T23:24:39.1Z,1,REGULAR,substitution,in,[],1631166,,,1610612764,12,10,2025-03-29T23:24:45Z,660000,False,,,0,,SUB in: D. Timme,[1631166],1610612751.0,BKN,,,,Timme,D. Timme,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M34.00S,2025-03-29T23:24:39.1Z,1,REGULAR,substitution,in,[],1630592,,,1610612764,12,10,2025-03-29T23:24:45Z,670000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M25.00S,2025-03-29T23:24:58.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,72.35545335085413,83.57843137254902,1610612764,12,10,2025-03-29T23:25:04Z,680000,False,168.0,207.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
70,PT06M21.00S,2025-03-29T23:25:02.7Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,12,10,2025-03-29T23:25:04Z,690000,False,,,0,,C. Johnson REBOUND (Off:1 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,69.0,2.0,1.0,1.0,,,,,,,,,,,,,,
71,PT06M08.00S,2025-03-29T23:25:15.7Z,1,REGULAR,3pt,Jump Shot,[],1630592,8.623521681997373,3.6764705882352944,1610612751,12,13,2025-03-29T23:25:20Z,700000,False,232.0,29.0,1,left,J. Wilson 3PT  (3 PTS) (C. Johnson 1 AST),"[1630592, 1629661]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,23.34,Made,,,,,3.0,,,,,,,,,C. Johnson,1629661.0,1.0,,
73,PT06M01.00S,2025-03-29T23:25:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,90.48948751642575,58.82352941176471,1610612764,12,13,2025-03-29T23:27:45Z,720000,False,44.0,37.0,1,right,MISS J. Poole cutting Layup - blocked,"[1629673, 1630553]",1610612764.0,WAS,cutting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,Johnson,1630553.0,,,,,,,,,
74,PT06M01.00S,2025-03-29T23:25:23.8Z,1,REGULAR,block,,[],1630553,,,1610612764,12,13,2025-03-29T23:25:27Z,730000,False,,,0,,K. Johnson BLOCK (1 BLK),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M01.00S,2025-03-29T23:25:23.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,12,13,2025-03-29T23:25:33Z,740000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,73.0,,,,,,,,,,,,,,,,,
76,PT05M49.00S,2025-03-29T23:26:01.7Z,1,REGULAR,3pt,Jump Shot,[],1631213,21.369908015768726,92.40196078431373,1610612751,12,13,2025-03-29T23:26:14Z,750000,False,-212.0,148.0,1,left,MISS T. Martin 25' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
77,PT05M47.00S,2025-03-29T23:26:05.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,12,13,2025-03-29T23:26:05Z,760000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,76.0,,,,,,,,,,,,,,,,,
80,PT05M47.00S,2025-03-29T23:26:08.0Z,1,REGULAR,substitution,out,[],1642267,,,1610612764,12,13,2025-03-29T23:26:18Z,780000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M47.00S,2025-03-29T23:26:08.0Z,1,REGULAR,substitution,out,[],1630551,,,1610612764,12,13,2025-03-29T23:26:18Z,790000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M47.00S,2025-03-29T23:26:08.0Z,1,REGULAR,substitution,in,[],1641732,,,1610612764,12,13,2025-03-29T23:26:18Z,800000,False,,,0,,SUB in: C. Jones,[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M47.00S,2025-03-29T23:26:08.0Z,1,REGULAR,substitution,in,[],1641798,,,1610612764,12,13,2025-03-29T23:26:18Z,810000,False,,,0,,SUB in: J. Martin,[1641798],1610612764.0,WAS,,,,Martin,J. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M33.00S,2025-03-29T23:26:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,93.24901445466492,60.29411764705882,1610612764,12,13,2025-03-29T23:28:45Z,820000,False,51.0,11.0,1,right,MISS A. Sarr driving Layup,[1642259],1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,5.27,Missed,,,,,,,,,,,,,,,,,,
85,PT05M32.00S,2025-03-29T23:26:40.2Z,1,REGULAR,rebound,offensive,[],1641798,,,1610612764,12,13,2025-03-29T23:29:14Z,830000,False,,,0,,J. Martin REBOUND (Off:1 Def:0),[1641798],1610612764.0,WAS,,,,Martin,J. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,84.0,1.0,0.0,1.0,,,,,,,,,,,,,,
86,PT05M31.00S,2025-03-29T23:26:42.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641798,94.40999984741211,50.0,1610612764,14,13,2025-03-29T23:29:20Z,840000,False,0.0,0.0,1,right,J. Martin tip Layup (2 PTS),[1641798],1610612764.0,WAS,tip,,,Martin,J. Martin,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
