actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
15,PT10M41.00S,2024-12-06T00:12:41.1Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612764,2,3,2024-12-06T00:13:42Z,150000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Right Center,,,14.0,2.0,1.0,1.0,,,,,,,,,,,,,,
16,PT10M38.00S,2024-12-06T00:12:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628963,94.69448094612353,46.32352941176471,1610612764,4,3,2024-12-06T00:13:48Z,160000,False,-18.0,-3.0,1,right,M. Bagley III driving reverse Layup (2 PTS),[1628963],1610612764.0,WAS,driving reverse,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M22.00S,2024-12-06T00:13:02.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,25.443495400788436,17.892156862745097,1610612742,4,3,2024-12-06T00:14:30Z,170000,False,161.0,187.0,1,left,MISS L. Dončić 24' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,24.62,Missed,,,,,,,,,,,,,,,,,,
18,PT10M19.00S,2024-12-06T00:13:05.0Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,4,3,2024-12-06T00:14:30Z,180000,False,,,0,,D. Lively II REBOUND (Off:1 Def:0),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Right Center,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M17.00S,2024-12-06T00:13:07.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202691,5.732588699080158,87.74509803921569,1610612742,4,3,2024-12-06T00:15:30Z,190000,False,-189.0,1.0,1,left,MISS K. Thompson 18' Jump Shot,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left,18.87,Missed,,,,,,,,,,,,,,,,,,
20,PT10M14.00S,2024-12-06T00:13:10.2Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612764,4,3,2024-12-06T00:14:36Z,200000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M02.00S,2024-12-06T00:13:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,93.9060446780552,46.568627450980394,1610612764,4,3,2024-12-06T00:15:39Z,210000,False,-17.0,5.0,1,right,MISS J. Poole driving reverse Layup - blocked,"[1629673, 1641726]",1610612764.0,WAS,driving reverse,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,Lively II,1641726.0,,,,,,,,,
22,PT10M02.00S,2024-12-06T00:13:21.5Z,1,REGULAR,block,,[],1641726,,,1610612764,4,3,2024-12-06T00:13:23Z,220000,False,,,0,,D. Lively II BLOCK (1 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M00.00S,2024-12-06T00:13:23.5Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,4,3,2024-12-06T00:15:39Z,230000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M51.00S,2024-12-06T00:13:31.4Z,1,REGULAR,2pt,Jump Shot,[],202681,17.95335085413929,76.7156862745098,1610612742,4,3,2024-12-06T00:13:37Z,240000,False,-134.0,116.0,1,left,MISS K. Irving 17' step back Shot,[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left Center,17.71,Missed,,,,,,,,,,,,,,,,,,
25,PT09M47.00S,2024-12-06T00:13:35.4Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,4,3,2024-12-06T00:16:23Z,250000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Left Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M40.00S,2024-12-06T00:13:42.9Z,1,REGULAR,foul,personal,['2freethrow'],202681,,,1610612764,4,3,2024-12-06T00:13:53Z,260000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Brogdon 2 FT),"[202681, 1627763]",1610612742.0,DAL,shooting,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,1.0,0.0,Brogdon,1627763.0,,,,,
28,PT09M40.00S,2024-12-06T00:14:05.8Z,1,REGULAR,freethrow,1 of 2,[],1627763,,,1610612764,5,3,2024-12-06T00:14:05Z,280000,False,,,0,,M. Brogdon Free Throw 1 of 2 (1 PTS),[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
29,PT09M40.00S,2024-12-06T00:14:24.4Z,1,REGULAR,freethrow,2 of 2,[],1627763,,,1610612764,6,3,2024-12-06T00:14:24Z,290000,False,,,0,,M. Brogdon Free Throw 2 of 2 (2 PTS),[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
30,PT09M30.00S,2024-12-06T00:14:36.2Z,1,REGULAR,3pt,Jump Shot,[],1629023,3.7614980289093296,97.05882352941177,1610612742,6,6,2024-12-06T00:14:41Z,300000,False,-235.0,-17.0,1,left,P. Washington 3PT  (3 PTS) (L. Dončić 1 AST),"[1629023, 1629029]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.59,Made,,,,,3.0,,,,,,,,,L. Dončić,1629029.0,1.0,,
32,PT09M19.00S,2024-12-06T00:14:48.6Z,1,REGULAR,3pt,Jump Shot,[],1627763,82.21090670170827,3.6764705882352944,1610612764,6,6,2024-12-06T00:17:20Z,320000,False,-232.0,115.0,1,right,MISS M. Brogdon 25' 3PT,[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,25.84,Missed,,,,,,,,,,,,,,,,,,
33,PT09M16.00S,2024-12-06T00:14:51.6Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,6,6,2024-12-06T00:17:20Z,330000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M02.00S,2024-12-06T00:15:04.1Z,1,REGULAR,3pt,Jump Shot,[],202691,6.389618922470433,1.9607843137254901,1610612742,6,6,2024-12-06T00:15:09Z,340000,False,240.0,8.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,24.03,Missed,,,,,,,,,,,,,,,,,,
35,PT09M00.00S,2024-12-06T00:15:06.1Z,1,REGULAR,rebound,offensive,[],202681,,,1610612742,6,6,2024-12-06T00:15:09Z,350000,False,,,0,,K. Irving REBOUND (Off:1 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,,
36,PT08M54.00S,2024-12-06T00:15:12.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202691,6.258212877792378,45.09803921568628,1610612742,6,8,2024-12-06T00:15:18Z,360000,False,25.0,6.0,1,left,K. Thompson cutting Layup (2 PTS) (K. Irving 1 AST),"[202691, 202681]",1610612742.0,DAL,cutting,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,2.53,Made,,,,,2.0,,,,,,,,,K. Irving,202681.0,1.0,,
38,PT08M44.00S,2024-12-06T00:15:24.4Z,1,REGULAR,turnover,out-of-bounds,[],1641731,,,1610612764,6,8,2024-12-06T00:15:36Z,380000,False,,,0,,B. Coulibaly lost ball out-of-bounds TURNOVER (1 TO),[1641731],1610612764.0,WAS,lost ball,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1626300.0,1.0,,,,,,,,,,,
39,PT08M29.00S,2024-12-06T00:15:45.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202691,16.376478318002626,42.64705882352941,1610612742,6,8,2024-12-06T00:15:52Z,390000,False,37.0,101.0,1,left,MISS K. Thompson 10' fadeaway Shot,[202691],1610612742.0,DAL,fadeaway,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,10.79,Missed,,,,,,,,,,,,,,,,,,
40,PT08M28.00S,2024-12-06T00:15:46.5Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,6,8,2024-12-06T00:18:25Z,400000,False,,,0,,A. Sarr REBOUND (Off:0 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT08M07.00S,2024-12-06T00:16:08.2Z,1,REGULAR,turnover,lost ball,[],1627763,,,1610612764,6,8,2024-12-06T00:16:13Z,410000,False,,,0,,M. Brogdon lost ball TURNOVER (1 TO),"[1627763, 202681]",1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Center,,,,,,,,,1.0,,,,,,,,,,Irving,202681.0
42,PT08M07.00S,2024-12-06T00:16:08.2Z,1,REGULAR,steal,,[],202681,,,1610612742,6,8,2024-12-06T00:16:10Z,420000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M03.00S,2024-12-06T00:16:12.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202681,18.084756898817346,93.87254901960785,1610612742,6,11,2024-12-06T00:19:21Z,430000,False,-219.0,117.0,1,left,K. Irving 24' 3PT running (3 PTS) (L. Dončić 2 AST),"[202681, 1629029]",1610612742.0,DAL,running,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,24.89,Made,,,,,3.0,,,,,,,,,L. Dončić,1629029.0,2.0,,
45,PT07M41.00S,2024-12-06T00:16:33.4Z,1,REGULAR,3pt,Jump Shot,[],1641731,68.41327201051249,21.813725490196077,1610612764,6,11,2024-12-06T00:16:37Z,450000,False,-141.0,244.0,1,right,MISS B. Coulibaly 28' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,28.21,Missed,,,,,,,,,,,,,,,,,,
46,PT07M39.00S,2024-12-06T00:16:35.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,6,11,2024-12-06T00:16:37Z,460000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT07M35.00S,2024-12-06T00:17:02.7Z,1,REGULAR,foul,personal,['2freethrow'],1642259,,,1610612742,6,11,2024-12-06T00:17:11Z,480000,False,,,0,,A. Sarr shooting personal FOUL (1 PF) (Washington 2 FT),"[1642259, 1629023]",1610612764.0,WAS,shooting,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627961.0,,,,1.0,0.0,Washington,1629023.0,,,,,
50,PT07M35.00S,2024-12-06T00:17:31.0Z,1,REGULAR,freethrow,1 of 2,[],1629023,,,1610612742,6,12,2024-12-06T00:17:31Z,500000,False,,,0,,P. Washington Free Throw 1 of 2 (4 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
51,PT07M35.00S,2024-12-06T00:17:48.9Z,1,REGULAR,freethrow,2 of 2,[],1629023,,,1610612742,6,13,2024-12-06T00:17:49Z,510000,False,,,0,,P. Washington Free Throw 2 of 2 (5 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
52,PT07M18.00S,2024-12-06T00:18:05.7Z,1,REGULAR,2pt,Jump Shot,[],1642259,78.26872536136662,54.41176470588235,1610612764,6,13,2024-12-06T00:18:10Z,520000,False,22.0,152.0,1,right,MISS A. Sarr 15' turnaround fadeaway Shot,[1642259],1610612764.0,WAS,turnaround fadeaway,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Center,15.34,Missed,,,,,,,,,,,,,,,,,,
53,PT07M16.00S,2024-12-06T00:18:07.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,6,13,2024-12-06T00:18:10Z,530000,False,,,0,,L. Dončić REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Center,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,,
54,PT07M12.00S,2024-12-06T00:18:11.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,21.369908015768726,5.147058823529411,1610612742,6,13,2024-12-06T00:20:54Z,540000,False,224.0,148.0,1,left,MISS K. Thompson 26' running 3PT,[202691],1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.89,Missed,,,,,,,,,,,,,,,,,,
55,PT07M10.00S,2024-12-06T00:18:13.3Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612764,6,13,2024-12-06T00:20:54Z,550000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,
56,PT07M01.00S,2024-12-06T00:18:22.6Z,1,REGULAR,3pt,Jump Shot,[],1629673,94.03745072273325,95.34313725490196,1610612764,6,13,2024-12-06T00:18:27Z,560000,False,227.0,4.0,1,right,MISS J. Poole 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
57,PT06M59.00S,2024-12-06T00:18:24.4Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612764,6,13,2024-12-06T00:18:24Z,570000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Right Corner 3,24+ Right,,,56.0,3.0,1.0,2.0,,,,,,,,,,,,,,
58,PT06M57.00S,2024-12-06T00:18:26.3Z,1,REGULAR,turnover,bad pass,[],1628963,,,1610612764,6,13,2024-12-06T00:18:30Z,580000,False,,,0,,M. Bagley III bad pass TURNOVER (1 TO),"[1628963, 1629029]",1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,,,Dončić,1629029.0
59,PT06M57.00S,2024-12-06T00:18:26.3Z,1,REGULAR,steal,,[],1629029,,,1610612742,6,13,2024-12-06T00:22:27Z,590000,False,,,0,,L. Dončić STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT06M48.00S,2024-12-06T00:18:35.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,32.14520367936925,86.51960784313727,1610612742,6,16,2024-12-06T00:18:49Z,600000,False,-183.0,250.0,1,left,L. Dončić 30' 3PT  (6 PTS) (K. Thompson 1 AST),"[1629029, 202691]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,30.93,Made,,,,,6.0,,,,,,,,,K. Thompson,202691.0,1.0,,
62,PT06M46.00S,2024-12-06T00:18:41.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,6,16,2024-12-06T00:18:41Z,620000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M46.00S,2024-12-06T00:21:01.4Z,1,REGULAR,substitution,out,[],202691,,,1610612764,6,16,2024-12-06T00:21:27Z,630000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M46.00S,2024-12-06T00:21:01.4Z,1,REGULAR,substitution,in,[],1629656,,,1610612764,6,16,2024-12-06T00:21:27Z,640000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M29.00S,2024-12-06T00:21:59.2Z,1,REGULAR,foul,personal,[],1629656,,,1610612764,6,16,2024-12-06T00:22:06Z,650000,False,,,0,,Q. Grimes personal FOUL (1 PF),"[1629656, 1629673]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,,1626300.0,,,,1.0,0.0,Poole,1629673.0,,,,,
67,PT06M21.00S,2024-12-06T00:22:20.7Z,1,REGULAR,2pt,Jump Shot,[],1642259,84.57621550591328,83.57843137254902,1610612764,6,16,2024-12-06T00:22:31Z,670000,False,168.0,92.0,1,right,MISS A. Sarr 19' Jump Shot,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Right,19.17,Missed,,,,,,,,,,,,,,,,,,
68,PT06M19.00S,2024-12-06T00:22:22.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,6,16,2024-12-06T00:22:22Z,680000,False,,,0,,L. Dončić REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Right,,,67.0,3.0,3.0,0.0,,,,,,,,,,,,,,
69,PT06M14.00S,2024-12-06T00:22:27.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629656,27.808804204993432,14.950980392156863,1610612742,6,16,2024-12-06T00:24:00Z,690000,False,175.0,209.0,1,left,MISS Q. Grimes 27' running 3PT,[1629656],1610612742.0,DAL,running,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,27.26,Missed,,,,,,,,,,,,,,,,,,
70,PT06M11.00S,2024-12-06T00:22:30.9Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,6,16,2024-12-06T00:22:30Z,700000,False,,,0,,D. Lively II REBOUND (Off:2 Def:0),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Right Center,,,69.0,2.0,0.0,2.0,,,,,,,,,,,,,,
71,PT06M06.00S,2024-12-06T00:22:35.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629656,7.30946123521682,51.470588235294116,1610612742,6,18,2024-12-06T00:24:17Z,710000,False,-7.0,16.0,1,left,Q. Grimes driving finger roll Layup (2 PTS) (P. Washington 1 AST),"[1629656, 1629023]",1610612742.0,DAL,driving finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.78,Made,,,,,2.0,,,,,,,,,P. Washington,1629023.0,1.0,,
73,PT05M48.00S,2024-12-06T00:22:53.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,92.46057818659659,54.41176470588235,1610612764,8,18,2024-12-06T00:24:48Z,730000,False,22.0,18.0,1,right,M. Bagley III floating Jump Shot (4 PTS) (J. Poole 1 AST),"[1628963, 1629673]",1610612764.0,WAS,floating,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,4.0,,,,,,,,,J. Poole,1629673.0,1.0,,
75,PT05M32.00S,2024-12-06T00:23:09.9Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612742,8,18,2024-12-06T00:23:20Z,750000,False,,,0,,L. Dončić lost ball TURNOVER (1 TO),"[1629029, 1641731]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,,,Coulibaly,1641731.0
76,PT05M32.00S,2024-12-06T00:23:09.9Z,1,REGULAR,steal,,[],1641731,,,1610612764,8,18,2024-12-06T00:23:11Z,760000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT05M29.00S,2024-12-06T00:23:13.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628963,93.11760840998686,46.07843137254902,1610612764,10,18,2024-12-06T00:25:10Z,770000,False,-20.0,12.0,1,right,M. Bagley III running alley-oop DUNK (6 PTS) (B. Coulibaly 1 AST),"[1628963, 1641731]",1610612764.0,WAS,running alley-oop,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.31,Made,,,,,6.0,,,,,,,,,B. Coulibaly,1641731.0,1.0,,
79,PT05M15.00S,2024-12-06T00:23:26.5Z,1,REGULAR,3pt,Jump Shot,[],1629023,20.71287779237845,95.09803921568627,1610612742,10,21,2024-12-06T00:23:30Z,790000,False,-225.0,142.0,1,left,P. Washington 26' 3PT  (8 PTS) (K. Irving 2 AST),"[1629023, 202681]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,26.66,Made,,,,,8.0,,,,,,,,,K. Irving,202681.0,2.0,,
81,PT05M02.00S,2024-12-06T00:23:39.6Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612764,10,21,2024-12-06T00:23:44Z,810000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1629656]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,,,,,Grimes,1629656.0
