actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M55.00S,2024-10-30T23:12:29.0Z,1,REGULAR,freethrow,2 of 2,[],1642259,,,1610612764,4,0,2024-10-30T23:12:50Z,180000,False,,,0,,MISS A. Sarr Free Throw 2 of 2,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
19,PT10M53.00S,2024-10-30T23:12:31.0Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,4,0,2024-10-30T23:12:50Z,190000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,18.0,,,,,,1.0,1.0,0.0,,,,,,,,,
20,PT10M42.00S,2024-10-30T23:12:58.3Z,1,REGULAR,3pt,Jump Shot,[],1642258,19.530223390275953,94.85294117647058,1610612737,4,0,2024-10-30T23:13:05Z,200000,False,-224.0,131.0,1,left,MISS Z. Risacher 25' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
21,PT10M38.00S,2024-10-30T23:13:02.3Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,4,0,2024-10-30T23:13:05Z,210000,False,,,0,,C. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Left Center,,,20.0,,,,,,1.0,1.0,0.0,,,,,,,,,
22,PT10M35.00S,2024-10-30T23:13:05.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642259,93.11760840998686,59.068627450980394,1610612764,4,0,2024-10-30T23:13:51Z,220000,False,45.0,12.0,1,right,MISS A. Sarr running alley-oop Layup - blocked,"[1642259, 1642258]",1610612764.0,WAS,running alley-oop,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,Risacher,1642258.0,,,
23,PT10M35.00S,2024-10-30T23:13:05.5Z,1,REGULAR,block,,[],1642258,,,1610612764,4,0,2024-10-30T23:13:09Z,230000,False,,,0,,Z. Risacher BLOCK (1 BLK),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M28.00S,2024-10-30T23:13:12.5Z,1,REGULAR,rebound,offensive,[],1641731,,,1610612764,4,0,2024-10-30T23:13:17Z,240000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:0),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,22.0,,,,,,1.0,0.0,1.0,,,,,,,,,
25,PT10M28.00S,2024-10-30T23:13:12.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', '2ndchance']",1641731,92.72339027595268,51.225490196078425,1610612764,6,0,2024-10-30T23:14:40Z,250000,False,6.0,16.0,1,right,B. Coulibaly putback DUNK (2 PTS),[1641731],1610612764.0,WAS,putback,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,1.7,Made,,,2.0,,,,,,,,,,,,,,,
26,PT10M24.00S,2024-10-30T23:13:16.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.258212877792378,47.30392156862745,1610612737,6,2,2024-10-30T23:15:05Z,260000,False,13.0,6.0,1,left,C. Capela DUNK (2 PTS) (Z. Risacher 1 AST),"[203991, 1642258]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.49,Made,,,2.0,Z. Risacher,1642258.0,1.0,,,,,,,,,,,,
28,PT10M04.00S,2024-10-30T23:13:35.6Z,1,REGULAR,3pt,Jump Shot,[],1642273,68.67608409986859,80.14705882352942,1610612764,6,2,2024-10-30T23:13:41Z,280000,False,151.0,242.0,1,right,MISS K. George 28' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,28.5,Missed,,,,,,,,,,,,,,,,,,
29,PT10M03.00S,2024-10-30T23:13:36.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,6,2,2024-10-30T23:13:41Z,290000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,28.0,,,,,,,,,,,,,,,,,
31,PT09M52.00S,2024-10-30T23:13:56.2Z,1,REGULAR,3pt,Jump Shot,[],1631223,16.245072273324574,3.6764705882352944,1610612737,6,2,2024-10-30T23:14:02Z,310000,False,232.0,100.0,1,left,MISS D. Roddy 25' 3PT,[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
32,PT09M48.00S,2024-10-30T23:14:00.0Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,6,2,2024-10-30T23:14:00Z,320000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,31.0,,,,,,1.0,0.0,1.0,,,,,,,,,
33,PT09M44.00S,2024-10-30T23:14:05.1Z,1,REGULAR,foul,personal,['2freethrow'],1642259,,,1610612737,6,2,2024-10-30T23:14:12Z,330000,False,,,0,,A. Sarr shooting personal FOUL (1 PF) (Johnson 2 FT),"[1642259, 1630552]",1610612764.0,WAS,shooting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,2882.0,,,,,,,,1.0,0.0,Johnson,1630552.0,,,,,
35,PT09M44.00S,2024-10-30T23:14:32.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630552,,,1610612737,6,2,2024-10-30T23:14:32Z,350000,False,,,0,,MISS J. Johnson Free Throw 1 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
36,PT09M44.00S,2024-10-30T23:14:32.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,6,2,2024-10-30T23:14:32Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,
37,PT09M44.00S,2024-10-30T23:14:48.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630552,,,1610612737,6,3,2024-10-30T23:14:48Z,370000,False,,,0,,J. Johnson Free Throw 2 of 2 (1 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,1.0,,,,,,,,,,,,,,,
38,PT09M34.00S,2024-10-30T23:14:59.9Z,1,REGULAR,turnover,lost ball,[],1642267,,,1610612764,6,3,2024-10-30T23:15:06Z,380000,False,,,0,,C. Carrington lost ball TURNOVER (1 TO),"[1642267, 1631223]",1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Roddy,1631223.0
39,PT09M34.00S,2024-10-30T23:14:59.9Z,1,REGULAR,steal,,[],1631223,,,1610612737,6,3,2024-10-30T23:18:56Z,390000,False,,,0,,D. Roddy STEAL (1 STL),[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT09M24.00S,2024-10-30T23:15:09.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642258,6.389618922470433,57.35294117647059,1610612737,6,5,2024-10-30T23:17:18Z,400000,False,-37.0,8.0,1,left,Z. Risacher driving Layup (2 PTS),[1642258],1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,3.76,Made,,,2.0,,,,,,,,,,,,,,,
41,PT09M13.00S,2024-10-30T23:15:21.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,73.14388961892247,12.5,1610612764,6,5,2024-10-30T23:17:30Z,410000,False,-188.0,200.0,1,right,MISS J. Poole 27' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,27.41,Missed,,,,,,,,,,,,,,,,,,
42,PT09M13.00S,2024-10-30T23:15:21.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,6,5,2024-10-30T23:15:27Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,41.0,,,,,,,,,,,,,,,,,
44,PT09M09.00S,2024-10-30T23:15:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642273,93.38042049934296,54.65686274509803,1610612764,8,5,2024-10-30T23:15:46Z,440000,False,23.0,10.0,1,right,K. George cutting Layup (2 PTS) (J. Poole 2 AST),"[1642273, 1629673]",1610612764.0,WAS,cutting,,,George,K. George,,,,,Restricted Area,0-8 Center,2.52,Made,,,2.0,J. Poole,1629673.0,2.0,,,,,,,,,,,,
49,PT08M54.00S,2024-10-30T23:15:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,8.360709592641262,50.0,1610612737,8,7,2024-10-30T23:18:28Z,490000,False,0.0,26.0,1,left,D. Roddy driving Layup (2 PTS) (T. Young 1 AST),"[1631223, 1629027]",1610612737.0,ATL,driving,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,2.61,Made,,,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,
51,PT08M48.00S,2024-10-30T23:16:04.5Z,1,REGULAR,foul,personal,[],1642258,,,1610612764,8,7,2024-10-30T23:16:34Z,510000,False,,,0,,Z. Risacher personal FOUL (1 PF),"[1642258, 1629673]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,204058.0,,,,,,,,1.0,0.0,Poole,1629673.0,,,,,
53,PT08M44.00S,2024-10-30T23:16:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642267,93.64323258869908,46.81372549019608,1610612764,10,7,2024-10-30T23:18:50Z,530000,False,-16.0,7.0,1,right,C. Carrington cutting Layup (2 PTS) (K. George 1 AST),"[1642267, 1642273]",1610612764.0,WAS,cutting,,,Carrington,C. Carrington,,,,,Restricted Area,0-8 Center,1.75,Made,,,2.0,K. George,1642273.0,1.0,,,,,,,,,,,,
55,PT08M30.00S,2024-10-30T23:16:48.4Z,1,REGULAR,turnover,bad pass,[],1631223,,,1610612737,10,7,2024-10-30T23:17:27Z,550000,False,,,0,,D. Roddy bad pass TURNOVER (1 TO),"[1631223, 1641731]",1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Coulibaly,1641731.0
56,PT08M30.00S,2024-10-30T23:16:48.4Z,1,REGULAR,steal,,[],1641731,,,1610612764,10,7,2024-10-30T23:16:50Z,560000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT08M25.00S,2024-10-30T23:16:52.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642273,93.38042049934296,52.94117647058824,1610612764,12,7,2024-10-30T23:19:36Z,570000,False,15.0,10.0,1,right,K. George running DUNK (4 PTS) (B. Coulibaly 1 AST),"[1642273, 1641731]",1610612764.0,WAS,running,,,George,K. George,,,,,Restricted Area,0-8 Center,1.76,Made,,,4.0,B. Coulibaly,1641731.0,1.0,,,,,,,,,,,,
59,PT08M13.00S,2024-10-30T23:17:05.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,5.601182654402102,58.08823529411765,1610612737,12,7,2024-10-30T23:20:17Z,590000,False,-40.0,0.0,1,left,MISS J. Johnson alley-oop Layup - blocked,"[1630552, 1642259]",1610612737.0,ATL,alley-oop,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,4.04,Missed,,,,,,,,,,,,,,Sarr,1642259.0,,,
60,PT08M13.00S,2024-10-30T23:17:05.1Z,1,REGULAR,block,,[],1642259,,,1610612737,12,7,2024-10-30T23:17:07Z,600000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
61,PT08M13.00S,2024-10-30T23:17:05.1Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,12,7,2024-10-30T23:18:02Z,610000,False,,,0,,A. Sarr REBOUND (Off:0 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,59.0,,,,,,2.0,2.0,0.0,,,,,,,,,
62,PT08M08.00S,2024-10-30T23:17:09.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642273,78.13731931668858,89.70588235294117,1610612764,12,7,2024-10-30T23:20:28Z,620000,False,199.0,153.0,1,right,MISS K. George 25' running pullup 3PT,[1642273],1610612764.0,WAS,running pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
63,PT08M03.00S,2024-10-30T23:17:14.7Z,1,REGULAR,rebound,offensive,[],1641731,,,1610612764,12,7,2024-10-30T23:18:16Z,630000,False,,,0,,B. Coulibaly REBOUND (Off:2 Def:0),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,,,62.0,,,,,,2.0,0.0,2.0,,,,,,,,,
64,PT08M03.00S,2024-10-30T23:17:14.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641731,94.40999984741211,50.0,1610612764,14,7,2024-10-30T23:17:14Z,640000,False,0.0,0.0,1,right,B. Coulibaly tip Layup (4 PTS),[1641731],1610612764.0,WAS,tip,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,8-16 Left,0.0,Made,,,4.0,,,,,,,,,,,,,,,
65,PT07M52.00S,2024-10-30T23:17:25.3Z,1,REGULAR,3pt,Jump Shot,[],1630552,17.16491458607096,96.07843137254902,1610612737,14,7,2024-10-30T23:18:19Z,650000,False,-230.0,109.0,1,left,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
66,PT07M48.00S,2024-10-30T23:17:29.3Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,14,7,2024-10-30T23:22:54Z,660000,False,,,0,,C. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Left Center,,,65.0,,,,,,2.0,2.0,0.0,,,,,,,,,
67,PT07M45.00S,2024-10-30T23:17:36.1Z,1,REGULAR,foul,offensive,[],1642259,,,1610612764,14,7,2024-10-30T23:17:43Z,670000,False,,,0,,A. Sarr charge offensive FOUL (2 PF),"[1642259, 203991]",1610612764.0,WAS,charge,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,1628481.0,,,,,,,,2.0,0.0,Capela,203991.0,,,,,
69,PT07M45.00S,2024-10-30T23:17:36.1Z,1,REGULAR,turnover,offensive foul,[],1642259,,,1610612764,14,7,2024-10-30T23:17:36Z,690000,False,,,0,,A. Sarr offensive foul TURNOVER (1 TO),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,1628481.0,,,,,,,,,,,,,,1.0,,
70,PT07M45.00S,2024-10-30T23:17:49.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,14,7,2024-10-30T23:17:49Z,700000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M30.00S,2024-10-30T23:21:02.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631223,6.389618922470433,52.94117647058824,1610612737,14,9,2024-10-30T23:21:10Z,710000,False,-15.0,8.0,1,left,D. Roddy cutting Layup (4 PTS) (J. Johnson 1 AST),"[1631223, 1630552]",1610612737.0,ATL,cutting,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,1.65,Made,,,4.0,J. Johnson,1630552.0,1.0,,,,,,,,,,,,
73,PT07M20.00S,2024-10-30T23:21:13.7Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612764,14,9,2024-10-30T23:21:19Z,730000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1629027]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Young,1629027.0
74,PT07M20.00S,2024-10-30T23:21:13.7Z,1,REGULAR,steal,,[],1629027,,,1610612737,14,9,2024-10-30T23:24:57Z,740000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT07M13.00S,2024-10-30T23:21:20.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642258,9.806176084099869,54.90196078431373,1610612737,14,9,2024-10-30T23:23:31Z,750000,False,-25.0,40.0,1,left,MISS Z. Risacher running Layup,[1642258],1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,,,,,,,,,,,,,,
76,PT07M09.00S,2024-10-30T23:21:24.2Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,14,9,2024-10-30T23:21:26Z,760000,False,,,0,,B. Coulibaly REBOUND (Off:2 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,75.0,,,,,,3.0,1.0,2.0,,,,,,,,,
77,PT07M08.00S,2024-10-30T23:21:28.3Z,1,REGULAR,foul,personal,['2freethrow'],1631223,,,1610612764,14,9,2024-10-30T23:21:36Z,770000,False,,,0,,D. Roddy shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1631223, 1641731]",1610612737.0,ATL,shooting,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,1628481.0,,,,,,,,1.0,0.0,Coulibaly,1641731.0,,,,,
79,PT07M08.00S,2024-10-30T23:21:55.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641731,,,1610612764,15,9,2024-10-30T23:24:06Z,790000,False,,,0,,B. Coulibaly Free Throw 1 of 2 (5 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,5.0,,,,,,,,,,,,,,,
80,PT07M08.00S,2024-10-30T23:21:56.4Z,1,REGULAR,substitution,out,[],1642258,,,1610612764,15,9,2024-10-30T23:22:03Z,800000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT07M08.00S,2024-10-30T23:21:56.4Z,1,REGULAR,substitution,out,[],1630552,,,1610612764,15,9,2024-10-30T23:22:03Z,810000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT07M08.00S,2024-10-30T23:21:56.4Z,1,REGULAR,substitution,in,[],1629726,,,1610612764,15,9,2024-10-30T23:22:03Z,820000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT07M08.00S,2024-10-30T23:21:56.4Z,1,REGULAR,substitution,in,[],1626204,,,1610612764,15,9,2024-10-30T23:22:03Z,830000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT07M08.00S,2024-10-30T23:21:55.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641731,,,1610612764,16,9,2024-10-30T23:24:06Z,840000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (6 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,6.0,,,,,,,,,,,,,,,
85,PT06M56.00S,2024-10-30T23:22:38.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,8.229303547963205,51.470588235294116,1610612737,16,11,2024-10-30T23:22:44Z,850000,False,-7.0,25.0,1,left,C. Capela alley-oop DUNK (4 PTS) (T. Young 2 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.6,Made,,,4.0,T. Young,1629027.0,2.0,,,,,,,,,,,,
87,PT06M42.00S,2024-10-30T23:22:51.3Z,1,REGULAR,3pt,Jump Shot,[],1641731,96.13994743758212,1.4705882352941175,1610612764,19,11,2024-10-30T23:22:59Z,870000,False,-243.0,-16.0,1,right,B. Coulibaly 24' 3PT  (9 PTS) (J. Poole 3 AST),"[1641731, 1629673]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Left Corner 3,24+ Left,24.31,Made,,,9.0,J. Poole,1629673.0,3.0,,,,,,,,,,,,
89,PT06M34.00S,2024-10-30T23:22:59.9Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,19,11,2024-10-30T23:33:39Z,890000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1629673]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Poole,1629673.0
90,PT06M34.00S,2024-10-30T23:22:59.9Z,1,REGULAR,steal,,[],1629673,,,1610612764,19,11,2024-10-30T23:23:02Z,900000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
