actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
182,PT00M30.00S,2024-10-30T23:37:55.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,10.33180026281209,38.72549019607843,1610612737,33,34,2024-10-30T23:38:18Z,1820000,False,56.0,45.0,1,left,MISS T. Young 7' driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,7.19,Missed,,,,,,,,,,,,,,,,,,
183,PT00M27.70S,2024-10-30T23:37:58.2Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,33,34,2024-10-30T23:38:05Z,1830000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,182.0,,,,,,1.0,1.0,0.0,,,,,,,,,
184,PT00M08.20S,2024-10-30T23:38:17.6Z,1,REGULAR,3pt,Jump Shot,[],1630557,68.9388961892247,27.450980392156865,1610612764,33,34,2024-10-30T23:38:23Z,1840000,False,-113.0,239.0,1,right,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
185,PT00M03.40S,2024-10-30T23:38:22.4Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,33,34,2024-10-30T23:38:23Z,1850000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,184.0,,,,,,3.0,2.0,1.0,,,,,,,,,
186,PT00M00.00S,2024-10-30T23:38:28.9Z,1,REGULAR,period,end,[],0,,,1610612737,33,34,2024-10-30T23:38:28Z,1860000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2024-10-30T23:38:55.7Z,2,REGULAR,substitution,out,['startperiod'],202685,,,1610612737,33,34,2024-10-30T23:41:07Z,1870000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2024-10-30T23:38:55.7Z,2,REGULAR,substitution,out,['startperiod'],1631116,,,1610612737,33,34,2024-10-30T23:41:07Z,1880000,False,,,0,,SUB out: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2024-10-30T23:38:55.7Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,33,34,2024-10-30T23:41:07Z,1890000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2024-10-30T23:38:55.7Z,2,REGULAR,substitution,out,['startperiod'],1630168,,,1610612737,33,34,2024-10-30T23:41:07Z,1900000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2024-10-30T23:38:55.7Z,2,REGULAR,substitution,out,['startperiod'],1629726,,,1610612737,33,34,2024-10-30T23:41:07Z,1910000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2024-10-30T23:38:55.7Z,2,REGULAR,substitution,in,['startperiod'],1628963,,,1610612737,33,34,2024-10-30T23:41:07Z,1920000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2024-10-30T23:38:55.7Z,2,REGULAR,substitution,in,['startperiod'],1642259,,,1610612737,33,34,2024-10-30T23:41:07Z,1930000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2024-10-30T23:38:55.7Z,2,REGULAR,substitution,in,['startperiod'],203991,,,1610612737,33,34,2024-10-30T23:41:07Z,1940000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2024-10-30T23:38:55.7Z,2,REGULAR,substitution,in,['startperiod'],1631223,,,1610612737,33,34,2024-10-30T23:41:07Z,1950000,False,,,0,,SUB in: D. Roddy,[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2024-10-30T23:38:55.7Z,2,REGULAR,substitution,in,['startperiod'],1630811,,,1610612737,33,34,2024-10-30T23:41:07Z,1960000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2024-10-30T23:41:16.1Z,2,REGULAR,period,start,[],0,,,1610612764,33,34,2024-10-30T23:41:16Z,1970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT11M54.00S,2024-10-30T23:41:21.6Z,2,REGULAR,turnover,bad pass,[],1630215,,,1610612764,33,34,2024-10-30T23:53:56Z,1975000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[1630215, 1630552]",1610612764.0,WAS,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Johnson,1630552.0
255,PT11M54.00S,2024-10-30T23:41:21.6Z,2,REGULAR,steal,,[],1630552,,,1610612737,33,34,2024-10-30T23:52:56Z,1977500,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT11M45.00S,2024-10-30T23:41:33.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630552,5.601182654402102,50.73529411764706,1610612737,33,36,2024-10-30T23:53:51Z,2000000,False,-4.0,0.0,1,left,J. Johnson running Layup (3 PTS),[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.37,Made,,,3.0,,,,,,,,,,,,,,,
201,PT11M31.00S,2024-10-30T23:41:44.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630215,93.11760840998686,55.392156862745104,1610612764,33,36,2024-10-30T23:44:18Z,2010000,False,27.0,12.0,1,right,MISS J. Butler driving Hook,[1630215],1610612764.0,WAS,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
202,PT11M29.00S,2024-10-30T23:41:46.5Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,33,36,2024-10-30T23:41:50Z,2020000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,201.0,,,,,,2.0,2.0,0.0,,,,,,,,,
203,PT11M22.00S,2024-10-30T23:41:53.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631223,10.200394218134035,42.40196078431372,1610612737,33,38,2024-10-30T23:45:02Z,2030000,False,38.0,43.0,1,left,D. Roddy driving floating Jump Shot (8 PTS) (J. Johnson 2 AST),"[1631223, 1630552]",1610612737.0,ATL,driving floating,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,5.77,Made,,,8.0,J. Johnson,1630552.0,2.0,,,,,,,,,,,,
205,PT11M22.00S,2024-10-30T23:42:03.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,33,38,2024-10-30T23:42:07Z,2050000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT11M08.00S,2024-10-30T23:45:06.6Z,2,REGULAR,3pt,Jump Shot,[],1630557,72.88107752956637,80.63725490196079,1610612764,33,38,2024-10-30T23:45:13Z,2060000,False,153.0,202.0,1,right,MISS C. Kispert 25' pullup 3PT,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
207,PT11M06.00S,2024-10-30T23:45:08.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,33,38,2024-10-30T23:45:13Z,2070000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,206.0,,,,,,,,,,,,,,,,,
209,PT10M50.00S,2024-10-30T23:45:30.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631223,13.091327201051248,52.20588235294118,1610612737,33,40,2024-10-30T23:45:38Z,2090000,False,-11.0,71.0,1,left,D. Roddy 7' driving floating Jump Shot (10 PTS) (K. Wallace 1 AST),"[1631223, 1630811]",1610612737.0,ATL,driving floating,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,7.15,Made,,,10.0,K. Wallace,1630811.0,1.0,,,,,,,,,,,,
210,PT10M26.00S,2024-10-30T23:45:55.9Z,2,REGULAR,3pt,Jump Shot,[],1630557,66.96780551905388,48.03921568627451,1610612764,36,40,2024-10-30T23:46:00Z,2100000,False,-10.0,258.0,1,right,C. Kispert 25' 3PT  (5 PTS) (C. Carrington 1 AST),"[1630557, 1642267]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,25.82,Made,,,5.0,C. Carrington,1642267.0,1.0,,,,,,,,,,,,
212,PT10M13.00S,2024-10-30T23:46:07.9Z,2,REGULAR,2pt,Jump Shot,[],1630552,4.5499342969776615,75.24509803921569,1610612737,36,40,2024-10-30T23:47:36Z,2120000,False,-126.0,-10.0,1,left,MISS J. Johnson 12' turnaround fadeaway Shot,[1630552],1610612737.0,ATL,turnaround fadeaway,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,12.66,Missed,,,,,,,,,,,,,,,,,,
213,PT10M10.00S,2024-10-30T23:46:10.9Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612764,36,40,2024-10-30T23:46:18Z,2130000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Left,,,212.0,,,,,,1.0,1.0,0.0,,,,,,,,,
214,PT09M59.00S,2024-10-30T23:46:21.9Z,2,REGULAR,3pt,Jump Shot,[],1642267,66.3107752956636,39.46078431372549,1610612764,36,40,2024-10-30T23:46:27Z,2140000,False,-53.0,264.0,1,right,MISS C. Carrington 26' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Center,26.94,Missed,,,,,,,,,,,,,,,,,,
215,PT09M57.00S,2024-10-30T23:46:23.9Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,36,40,2024-10-30T23:46:27Z,2150000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,214.0,,,,,,3.0,3.0,0.0,,,,,,,,,
216,PT09M49.00S,2024-10-30T23:46:32.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.1268068331143235,47.794117647058826,1610612737,36,42,2024-10-30T23:46:38Z,2160000,False,11.0,5.0,1,left,C. Capela DUNK (6 PTS) (D. Roddy 1 AST),"[203991, 1631223]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.21,Made,,,6.0,D. Roddy,1631223.0,1.0,,,,,,,,,,,,
218,PT09M35.00S,2024-10-30T23:46:46.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,93.38042049934296,41.17647058823529,1610612764,38,42,2024-10-30T23:46:56Z,2180000,False,-44.0,10.0,1,right,M. Bagley III driving Hook (2 PTS) (J. Butler 2 AST),"[1628963, 1630215]",1610612764.0,WAS,driving,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,4.52,Made,,,2.0,J. Butler,1630215.0,2.0,,,,,,,,,,,,
221,PT09M18.00S,2024-10-30T23:47:03.2Z,2,REGULAR,3pt,Jump Shot,[],1630552,15.456636005256241,2.450980392156863,1610612737,38,42,2024-10-30T23:47:09Z,2200000,False,238.0,93.0,1,left,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right,25.52,Missed,,,,,,,,,,,,,,,,,,
222,PT09M15.00S,2024-10-30T23:47:06.2Z,2,REGULAR,rebound,defensive,[],1630215,,,1610612764,38,42,2024-10-30T23:47:09Z,2210000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right,,,221.0,,,,,,2.0,2.0,0.0,,,,,,,,,
223,PT09M07.00S,2024-10-30T23:47:15.2Z,2,REGULAR,turnover,out-of-bounds,[],1642267,,,1610612764,38,42,2024-10-30T23:47:28Z,2220000,False,,,0,,C. Carrington bad pass out-of-bounds TURNOVER (2 TO),[1642267],1610612764.0,WAS,bad pass,,,Carrington,C. Carrington,,,,,Mid-Range,16-24 Right,,,,204058.0,,,,,,,,,,,,,,2.0,,
224,PT08M56.00S,2024-10-30T23:47:40.3Z,2,REGULAR,foul,offensive,[],1631223,,,1610612737,38,42,2024-10-30T23:47:48Z,2230000,False,,,0,,D. Roddy offensive FOUL (2 PF),"[1631223, 1630557]",1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,,,,,,,,2.0,0.0,Kispert,1630557.0,,,,,
226,PT08M56.00S,2024-10-30T23:47:40.3Z,2,REGULAR,turnover,offensive foul,[],1631223,,,1610612737,38,42,2024-10-30T23:47:40Z,2250000,False,,,0,,D. Roddy offensive foul TURNOVER (2 TO),[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,,,,,,,,,,,,,,2.0,,
227,PT08M41.00S,2024-10-30T23:48:11.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642259,71.43561103810775,87.00980392156863,1610612764,38,42,2024-10-30T23:48:16Z,2260000,False,185.0,216.0,1,right,MISS A. Sarr 28' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,28.44,Missed,,,,,,,,,,,,,,,,,,
228,PT08M37.00S,2024-10-30T23:48:15.3Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,38,42,2024-10-30T23:48:16Z,2270000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,227.0,,,,,,1.0,1.0,0.0,,,,,,,,,
229,PT08M27.00S,2024-10-30T23:48:24.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,9.017739816031538,48.03921568627451,1610612737,38,42,2024-10-30T23:48:29Z,2280000,False,10.0,32.0,1,left,MISS J. Johnson driving Layup,[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
230,PT08M23.00S,2024-10-30T23:48:28.6Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,38,42,2024-10-30T23:48:29Z,2290000,False,,,0,,J. Johnson REBOUND (Off:1 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,229.0,,,,,,4.0,3.0,1.0,,,,,,,,,
231,PT08M23.00S,2024-10-30T23:48:28.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,5.590000152587891,50.0,1610612737,38,44,2024-10-30T23:48:28Z,2300000,False,0.0,0.0,1,left,J. Johnson tip Layup (5 PTS),[1630552],1610612737.0,ATL,tip,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,0.0,Made,,,5.0,,,,,,,,,,,,,,,
232,PT08M06.00S,2024-10-30T23:48:45.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,86.5473061760841,49.50980392156863,1610612764,38,44,2024-10-30T23:49:23Z,2310000,False,-2.0,74.0,1,right,MISS A. Sarr 7' floating Shot,[1642259],1610612764.0,WAS,floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,7.4,Missed,,,,,,,,,,,,,,,,,,
233,PT08M04.00S,2024-10-30T23:48:47.3Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,38,44,2024-10-30T23:48:49Z,2320000,False,,,0,,J. Johnson REBOUND (Off:1 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,232.0,,,,,,5.0,4.0,1.0,,,,,,,,,
234,PT08M01.00S,2024-10-30T23:48:53.8Z,2,REGULAR,turnover,out-of-bounds,[],1642258,,,1610612737,38,44,2024-10-30T23:49:06Z,2330000,False,,,0,,Z. Risacher step out-of-bounds TURNOVER (1 TO),[1642258],1610612737.0,ATL,step,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,,,,1628481.0,,,,,,,,,,,,,,1.0,,
235,PT07M41.00S,2024-10-30T23:49:37.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628963,84.1819973718791,54.65686274509803,1610612764,38,44,2024-10-30T23:49:43Z,2340000,False,23.0,96.0,1,right,MISS M. Bagley III 9' floating Shot,[1628963],1610612764.0,WAS,floating,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,9.9,Missed,,,,,,,,,,,,,,,,,,
236,PT07M39.00S,2024-10-30T23:49:39.5Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,38,44,2024-10-30T23:49:43Z,2350000,False,,,0,,J. Johnson REBOUND (Off:1 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,235.0,,,,,,6.0,5.0,1.0,,,,,,,,,
237,PT07M19.00S,2024-10-30T23:50:00.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,6.1268068331143235,62.99019607843137,1610612737,38,44,2024-10-30T23:50:06Z,2360000,False,-65.0,5.0,1,left,MISS J. Johnson 6' driving Layup - blocked,"[1630552, 1642259]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.52,Missed,,,,,,,,,,,,,,Sarr,1642259.0,,,
238,PT07M19.00S,2024-10-30T23:50:00.9Z,2,REGULAR,block,,[],1642259,,,1610612737,38,44,2024-10-30T23:50:04Z,2370000,False,,,0,,A. Sarr BLOCK (2 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
239,PT07M19.00S,2024-10-30T23:50:00.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,38,44,2024-10-30T23:50:06Z,2380000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,237.0,,,,,,,,,,,,,,,,,
240,PT07M19.00S,2024-10-30T23:50:06.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612737,38,44,2024-10-30T23:50:15Z,2390000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,,,,,,,,,,,,,,,,
241,PT07M19.00S,2024-10-30T23:50:09.0Z,2,REGULAR,substitution,out,[],1630215,,,1610612764,38,44,2024-10-30T23:50:25Z,2400000,False,,,0,,SUB out: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M19.00S,2024-10-30T23:50:09.0Z,2,REGULAR,substitution,out,[],1642259,,,1610612764,38,44,2024-10-30T23:50:25Z,2410000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M19.00S,2024-10-30T23:50:09.0Z,2,REGULAR,substitution,in,[],202685,,,1610612764,38,44,2024-10-30T23:50:25Z,2420000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M19.00S,2024-10-30T23:50:09.0Z,2,REGULAR,substitution,in,[],1629673,,,1610612764,38,44,2024-10-30T23:50:25Z,2430000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M57.00S,2024-10-30T23:50:54.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629673,93.9060446780552,44.6078431372549,1610612764,38,44,2024-10-30T23:51:03Z,2440000,False,-27.0,5.0,1,right,MISS J. Poole reverse Layup,[1629673],1610612764.0,WAS,reverse,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
246,PT06M55.00S,2024-10-30T23:50:56.4Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,38,44,2024-10-30T23:51:03Z,2450000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,245.0,,,,,,2.0,2.0,0.0,,,,,,,,,
247,PT06M51.00S,2024-10-30T23:51:00.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642258,6.1268068331143235,54.166666666666664,1610612737,38,46,2024-10-30T23:51:30Z,2460000,False,-21.0,5.0,1,left,Z. Risacher running alley-oop DUNK (4 PTS) (J. Johnson 3 AST),"[1642258, 1630552]",1610612737.0,ATL,running alley-oop,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.14,Made,,,4.0,J. Johnson,1630552.0,3.0,,,,,,,,,,,,
249,PT06M38.00S,2024-10-30T23:51:13.6Z,2,REGULAR,2pt,Jump Shot,[],202685,91.80354796320631,26.225490196078432,1610612764,38,46,2024-10-30T23:51:20Z,2480000,False,-119.0,25.0,1,right,MISS J. Valančiūnas 12' Jump Shot,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Left,12.14,Missed,,,,,,,,,,,,,,,,,,
250,PT06M38.00S,2024-10-30T23:51:13.6Z,2,REGULAR,rebound,defensive,[],1630811,,,1610612737,38,46,2024-10-30T23:51:20Z,2490000,False,,,0,,K. Wallace REBOUND (Off:0 Def:1),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Mid-Range,8-16 Left,,,249.0,,,,,,1.0,1.0,0.0,,,,,,,,,
251,PT06M29.00S,2024-10-30T23:51:22.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203991,6.389618922470433,47.549019607843135,1610612737,38,48,2024-10-30T23:51:56Z,2500000,False,12.0,8.0,1,left,C. Capela running alley-oop DUNK (8 PTS) (J. Johnson 4 AST),"[203991, 1630552]",1610612737.0,ATL,running alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.45,Made,,,8.0,J. Johnson,1630552.0,4.0,,,,,,,,,,,,
253,PT06M29.00S,2024-10-30T23:51:26.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,38,48,2024-10-30T23:51:26Z,2520000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M29.00S,2024-10-30T23:51:28.1Z,2,REGULAR,substitution,out,[],1642267,,,1610612764,38,48,2024-10-30T23:54:12Z,2530000,False,,,0,,SUB out: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M29.00S,2024-10-30T23:51:28.1Z,2,REGULAR,substitution,out,[],1628963,,,1610612764,38,48,2024-10-30T23:54:12Z,2540000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M29.00S,2024-10-30T23:51:28.1Z,2,REGULAR,substitution,out,[],1630811,,,1610612764,38,48,2024-10-30T23:54:12Z,2550000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M29.00S,2024-10-30T23:51:28.1Z,2,REGULAR,substitution,out,[],1642258,,,1610612764,38,48,2024-10-30T23:54:12Z,2560000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M29.00S,2024-10-30T23:51:28.1Z,2,REGULAR,substitution,out,[],203991,,,1610612764,38,48,2024-10-30T23:54:12Z,2570000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M29.00S,2024-10-30T23:51:28.1Z,2,REGULAR,substitution,in,[],1641731,,,1610612764,38,48,2024-10-30T23:54:12Z,2580000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M29.00S,2024-10-30T23:51:28.1Z,2,REGULAR,substitution,in,[],1642273,,,1610612764,38,48,2024-10-30T23:54:12Z,2590000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M29.00S,2024-10-30T23:51:28.1Z,2,REGULAR,substitution,in,[],1629027,,,1610612764,38,48,2024-10-30T23:54:12Z,2600000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M29.00S,2024-10-30T23:51:28.1Z,2,REGULAR,substitution,in,[],1629726,,,1610612764,38,48,2024-10-30T23:54:12Z,2610000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
