actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M49.00S,2024-10-24T23:16:28.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,3,5,2024-10-24T23:16:28Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,15.0,,,,,,,,,,,,,,,,,
18,PT10M43.00S,2024-10-24T23:16:48.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642259,70.51576872536137,75.73529411764706,1610612764,3,5,2024-10-24T23:16:53Z,180000,False,129.0,225.0,1,right,MISS A. Sarr 25' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
19,PT10M40.00S,2024-10-24T23:16:51.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,5,2024-10-24T23:16:53Z,190000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M30.00S,2024-10-24T23:17:02.8Z,1,REGULAR,turnover,lost ball,[],201143,,,1610612738,3,5,2024-10-24T23:17:06Z,200000,False,,,0,,A. Horford lost ball TURNOVER (1 TO),"[201143, 1629673]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,Poole,1629673.0,,,,,,
21,PT10M30.00S,2024-10-24T23:17:02.8Z,1,REGULAR,steal,,[],1629673,,,1610612764,3,5,2024-10-24T23:17:04Z,210000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M25.00S,2024-10-24T23:17:07.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642267,72.35545335085413,24.754901960784316,1610612764,3,5,2024-10-24T23:17:14Z,220000,False,-126.0,207.0,1,right,MISS C. Carrington 24' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Left Center,24.28,Missed,,,,,,,,,,,,,,,,,,
23,PT10M22.00S,2024-10-24T23:17:10.7Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,3,5,2024-10-24T23:17:14Z,230000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M17.00S,2024-10-24T23:17:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.017739816031538,48.77450980392157,1610612738,3,5,2024-10-24T23:18:26Z,240000,False,6.0,32.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1642267]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,Carrington,1642267.0,,,,
25,PT10M17.00S,2024-10-24T23:17:17.7Z,1,REGULAR,block,,[],1642267,,,1610612738,3,5,2024-10-24T23:17:26Z,250000,False,,,0,,C. Carrington BLOCK (1 BLK),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M17.00S,2024-10-24T23:17:17.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,3,5,2024-10-24T23:17:52Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,24.0,,,,,,,,,,,,,,,,,
28,PT10M13.00S,2024-10-24T23:19:29.8Z,1,REGULAR,jumpball,recovered,[],1628369,,,1610612738,3,5,2024-10-24T23:19:29Z,280000,False,,,0,,Jump Ball J. Brown vs. C. Carrington: Tip to J. Tatum,"[1628369, 1627759, 1642267]",1610612738.0,BOS,heldball,J. Tatum,1628369.0,Tatum,J. Tatum,Brown,1627759.0,Carrington,1642267.0,,,,,,,,,,,,,,,,,,,,,,
31,PT10M08.00S,2024-10-24T23:19:34.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,19.267411300919843,33.82352941176471,1610612738,3,5,2024-10-24T23:19:39Z,310000,False,81.0,129.0,1,left,MISS J. Tatum 15' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,15.19,Missed,,,,,,,,,,,,,,,,,,
32,PT10M04.00S,2024-10-24T23:19:38.9Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,3,5,2024-10-24T23:19:39Z,320000,False,,,0,,A. Sarr REBOUND (Off:0 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Right,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT09M59.00S,2024-10-24T23:19:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629673,93.9060446780552,53.67647058823529,1610612764,5,5,2024-10-24T23:19:47Z,330000,False,18.0,5.0,1,right,J. Poole running Layup (5 PTS),[1629673],1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,,,5.0,,,,,,,,,,,
34,PT09M53.00S,2024-10-24T23:19:49.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,4.5499342969776615,56.61764705882353,1610612738,5,7,2024-10-24T23:20:11Z,340000,False,-33.0,-10.0,1,left,D. White driving floating bank Jump Shot (5 PTS),[1628401],1610612738.0,BOS,driving floating bank,,,White,D. White,,,,,Restricted Area,0-8 Center,3.45,Made,,,,,,,5.0,,,,,,,,,,,
35,PT09M39.00S,2024-10-24T23:20:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,84.1819973718791,36.029411764705884,1610612764,5,7,2024-10-24T23:20:06Z,350000,False,-70.0,96.0,1,right,MISS K. Kuzma 11' floating Shot,[1628398],1610612764.0,WAS,floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,11.89,Missed,,,,,,,,,,,,,,,,,,
36,PT09M37.00S,2024-10-24T23:20:04.6Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,5,7,2024-10-24T23:20:06Z,360000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Left,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT09M32.00S,2024-10-24T23:20:11.0Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612738,5,7,2024-10-24T23:20:16Z,370000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1629673]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,Poole,1629673.0,,,,,,
38,PT09M32.00S,2024-10-24T23:20:11.0Z,1,REGULAR,steal,,[],1629673,,,1610612764,5,7,2024-10-24T23:20:12Z,380000,False,,,0,,J. Poole STEAL (2 STL),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
39,PT09M23.00S,2024-10-24T23:20:18.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641731,92.59198423127464,55.88235294117647,1610612764,7,7,2024-10-24T23:20:24Z,390000,False,29.0,17.0,1,right,B. Coulibaly driving Layup (2 PTS),[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,3.4,Made,,,,,,,2.0,,,,,,,,,,,
40,PT09M13.00S,2024-10-24T23:20:29.9Z,1,REGULAR,2pt,Jump Shot,[],1628369,14.799605781865965,20.34313725490196,1610612738,7,9,2024-10-24T23:20:35Z,400000,False,148.0,87.0,1,left,J. Tatum 17' fadeaway Jump Shot (4 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right,17.17,Made,,,,,,,4.0,,,,,,,,,,,
41,PT08M57.00S,2024-10-24T23:20:45.3Z,1,REGULAR,3pt,Jump Shot,[],1642259,72.35545335085413,18.137254901960784,1610612764,7,9,2024-10-24T23:20:52Z,410000,False,-159.0,207.0,1,right,MISS A. Sarr 26' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,26.15,Missed,,,,,,,,,,,,,,,,,,
42,PT08M53.00S,2024-10-24T23:20:49.3Z,1,REGULAR,rebound,offensive,[],1641731,,,1610612764,7,9,2024-10-24T23:20:52Z,420000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:0),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,
43,PT08M47.00S,2024-10-24T23:20:55.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642267,77.7431011826544,90.93137254901961,1610612764,7,9,2024-10-24T23:21:00Z,430000,False,205.0,157.0,1,right,MISS C. Carrington 25' 3PT,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
44,PT08M44.00S,2024-10-24T23:20:58.4Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,7,9,2024-10-24T23:21:00Z,440000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,
45,PT08M37.00S,2024-10-24T23:21:05.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,33.590670170827856,52.20588235294118,1610612738,7,12,2024-10-24T23:21:09Z,450000,False,-11.0,263.0,1,left,J. Brown 26' 3PT  (3 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,26.35,Made,,,,,,,3.0,A. Horford,201143.0,1.0,,,,,,,,
47,PT08M19.00S,2024-10-24T23:21:23.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,75.1149802890933,85.5392156862745,1610612764,10,12,2024-10-24T23:24:30Z,470000,False,178.0,181.0,1,right,J. Poole 25' 3PT  (8 PTS) (B. Coulibaly 1 AST),"[1629673, 1641731]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,25.39,Made,,,,,,,8.0,B. Coulibaly,1641731.0,1.0,,,,,,,,
49,PT08M05.00S,2024-10-24T23:21:39.4Z,1,REGULAR,violation,kicked ball,[],1628398,,,1610612738,10,12,2024-10-24T23:21:44Z,490000,False,,,0,,K. Kuzma kicked ball VIOLATION,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,1148.0,,,,,,,,,,,,,
50,PT08M00.00S,2024-10-24T23:22:03.1Z,1,REGULAR,foul,personal,[],1642267,,,1610612738,10,12,2024-10-24T23:22:10Z,500000,False,,,0,,C. Carrington personal FOUL (1 PF),"[1642267, 201950]",1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Mid-Range,8-16 Right,,,,,,,1628168.0,,,,,,,,,,1.0,0.0,Holiday,201950.0
52,PT07M50.00S,2024-10-24T23:22:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.360709592641262,42.64705882352941,1610612738,10,12,2024-10-24T23:22:31Z,520000,False,37.0,26.0,1,left,MISS J. Holiday Layup - blocked,"[201950, 1642259]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,4.51,Missed,,,,,,,,,,,,,Sarr,1642259.0,,,,
53,PT07M50.00S,2024-10-24T23:22:27.7Z,1,REGULAR,block,,[],1642259,,,1610612738,10,12,2024-10-24T23:22:30Z,530000,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M47.00S,2024-10-24T23:22:30.7Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,10,12,2024-10-24T23:22:31Z,540000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,,,
55,PT07M33.00S,2024-10-24T23:22:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,89.30683311432325,38.23529411764706,1610612764,10,12,2024-10-24T23:22:50Z,550000,False,-59.0,48.0,1,right,MISS K. Kuzma 7' driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,7.59,Missed,,,,,,,,,,,,,,,,,,
56,PT07M28.00S,2024-10-24T23:22:49.4Z,1,REGULAR,rebound,offensive,[],1642259,,,1610612764,10,12,2024-10-24T23:22:49Z,560000,False,,,0,,A. Sarr REBOUND (Off:1 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,55.0,3.0,2.0,1.0,,,,,,,,,,,,,,
57,PT07M28.00S,2024-10-24T23:22:49.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642259,94.40999984741211,50.0,1610612764,12,12,2024-10-24T23:22:49Z,570000,False,0.0,0.0,1,right,A. Sarr putback DUNK (2 PTS),[1642259],1610612764.0,WAS,putback,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
58,PT07M15.00S,2024-10-24T23:23:01.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,29.6484888304862,21.323529411764707,1610612738,12,12,2024-10-24T23:23:06Z,580000,False,143.0,226.0,1,left,MISS J. Brown 26' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.78,Missed,,,,,,,,,,,,,,,,,,
59,PT07M13.00S,2024-10-24T23:23:03.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,12,12,2024-10-24T23:23:06Z,590000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT07M09.00S,2024-10-24T23:23:09.5Z,1,REGULAR,3pt,Jump Shot,[],1629673,69.46452036793693,72.05882352941177,1610612764,15,12,2024-10-24T23:23:18Z,600000,False,110.0,235.0,1,right,J. Poole 25' 3PT step back (11 PTS) (K. Kuzma 1 AST),"[1629673, 1628398]",1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,25.91,Made,,,,,,,11.0,K. Kuzma,1628398.0,1.0,,,,,,,,
62,PT07M06.00S,2024-10-24T23:23:16.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,15,12,2024-10-24T23:23:16Z,620000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M49.00S,2024-10-24T23:26:32.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,31.09395532194481,62.745098039215684,1610612738,15,12,2024-10-24T23:26:37Z,630000,False,-64.0,240.0,1,left,MISS D. White 24' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,24.81,Missed,,,,,,,,,,,,,,,,,,
64,PT06M47.00S,2024-10-24T23:26:34.2Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,15,12,2024-10-24T23:26:37Z,640000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:2),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,63.0,3.0,2.0,1.0,,,,,,,,,,,,,,
65,PT06M41.00S,2024-10-24T23:26:42.1Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612764,15,12,2024-10-24T23:26:48Z,650000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1628369, 1641731]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1628168.0,,,,,,,,,,1.0,0.0,Coulibaly,1641731.0
67,PT06M41.00S,2024-10-24T23:27:08.2Z,1,REGULAR,freethrow,1 of 2,[],1641731,,,1610612764,15,12,2024-10-24T23:27:08Z,670000,False,,,0,,MISS B. Coulibaly Free Throw 1 of 2,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
68,PT06M41.00S,2024-10-24T23:27:08.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,15,12,2024-10-24T23:27:08Z,680000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,
69,PT06M41.00S,2024-10-24T23:27:08.9Z,1,REGULAR,substitution,out,[],1642267,,,1610612764,15,12,2024-10-24T23:27:17Z,690000,False,,,0,,SUB out: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2024-10-24T23:27:08.9Z,1,REGULAR,substitution,out,[],1642259,,,1610612764,15,12,2024-10-24T23:27:17Z,700000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M41.00S,2024-10-24T23:27:08.9Z,1,REGULAR,substitution,out,[],201143,,,1610612764,15,12,2024-10-24T23:27:17Z,710000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M41.00S,2024-10-24T23:27:08.9Z,1,REGULAR,substitution,out,[],201950,,,1610612764,15,12,2024-10-24T23:27:17Z,720000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M41.00S,2024-10-24T23:27:08.9Z,1,REGULAR,substitution,in,[],202685,,,1610612764,15,12,2024-10-24T23:27:17Z,730000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M41.00S,2024-10-24T23:27:08.9Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,15,12,2024-10-24T23:27:17Z,740000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M41.00S,2024-10-24T23:27:08.9Z,1,REGULAR,substitution,in,[],1628436,,,1610612764,15,12,2024-10-24T23:27:17Z,750000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M41.00S,2024-10-24T23:27:08.9Z,1,REGULAR,substitution,in,[],1630202,,,1610612764,15,12,2024-10-24T23:27:17Z,760000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M41.00S,2024-10-24T23:27:31.1Z,1,REGULAR,freethrow,2 of 2,[],1641731,,,1610612764,16,12,2024-10-24T23:27:31Z,770000,False,,,0,,B. Coulibaly Free Throw 2 of 2 (3 PTS),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
78,PT06M28.00S,2024-10-24T23:27:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,4.5499342969776615,57.59803921568627,1610612738,16,12,2024-10-24T23:27:49Z,780000,False,-38.0,-10.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.92,Missed,,,,,,,,,,,,,,,,,,
79,PT06M26.00S,2024-10-24T23:27:47.7Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,16,12,2024-10-24T23:27:49Z,790000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
80,PT06M19.00S,2024-10-24T23:27:56.9Z,1,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,16,12,2024-10-24T23:28:03Z,800000,False,,,0,,K. Kuzma lost ball out-of-bounds TURNOVER (1 TO),[1628398],1610612764.0,WAS,lost ball,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,1.0,,,,,,,,,,,,
81,PT06M03.00S,2024-10-24T23:28:20.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,19.267411300919843,63.970588235294116,1610612738,16,12,2024-10-24T23:28:24Z,810000,False,-70.0,129.0,1,left,MISS J. Brown 14' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,14.64,Missed,,,,,,,,,,,,,,,,,,
82,PT06M01.00S,2024-10-24T23:28:22.1Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,16,12,2024-10-24T23:28:24Z,820000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),8-16 Center,,,81.0,2.0,2.0,0.0,,,,,,,,,,,,,,
