actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
268,PT05M24.00S,2025-02-22T00:56:24.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,9.149145860709593,40.19607843137255,1610612749,47,35,2025-02-22T00:57:03Z,2610000,False,49.0,34.0,1,left,MISS K. Kuzma driving finger roll Layup,[1628398],1610612749.0,MIL,driving finger roll,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,5.94,Missed,,,,,,,,,,,,,,,,,
269,PT05M20.00S,2025-02-22T00:56:28.2Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,47,35,2025-02-22T00:56:29Z,2620000,False,,,0,,K. George REBOUND (Off:0 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,268.0,3.0,3.0,0.0,,,,,,,,,,,
270,PT05M18.00S,2025-02-22T00:56:31.9Z,2,REGULAR,foul,personal,['2freethrow'],1631260,,,1610612764,47,35,2025-02-22T00:56:37Z,2630000,False,,,0,,A. Green shooting personal FOUL (2 PF) (Poole 2 FT),"[1631260, 1629673]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,Poole,1629673.0
272,PT05M18.00S,2025-02-22T00:57:01.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629673,,,1610612764,48,35,2025-02-22T00:57:36Z,2650000,False,,,0,,J. Poole Free Throw 1 of 2 (3 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,
273,PT05M18.00S,2025-02-22T00:57:01.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629673,,,1610612764,49,35,2025-02-22T00:57:36Z,2660000,False,,,0,,J. Poole Free Throw 2 of 2 (4 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,
274,PT04M58.00S,2025-02-22T00:57:42.8Z,2,REGULAR,foul,personal,['2freethrow'],1642259,,,1610612749,49,35,2025-02-22T00:57:48Z,2670000,False,,,0,,A. Sarr shooting personal FOUL (1 PF) (Lopez 2 FT),"[1642259, 201572]",1610612764.0,WAS,shooting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Lopez,201572.0
276,PT04M58.00S,2025-02-22T00:58:08.6Z,2,REGULAR,freethrow,1 of 2,[],201572,,,1610612749,49,35,2025-02-22T00:58:31Z,2690000,False,,,0,,MISS B. Lopez Free Throw 1 of 2,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
277,PT04M58.00S,2025-02-22T00:58:08.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,49,35,2025-02-22T00:58:31Z,2700000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,276.0,,,,,,,,,,,,,,
278,PT04M58.00S,2025-02-22T00:58:08.6Z,2,REGULAR,freethrow,2 of 2,[],201572,,,1610612749,49,35,2025-02-22T00:58:31Z,2710000,False,,,0,,MISS B. Lopez Free Throw 2 of 2,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
279,PT04M55.00S,2025-02-22T00:58:11.6Z,2,REGULAR,rebound,defensive,[],1642259,,,1610612764,49,35,2025-02-22T00:58:31Z,2720000,False,,,0,,A. Sarr REBOUND (Off:0 Def:4),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,278.0,4.0,4.0,0.0,,,,,,,,,,,
280,PT04M43.00S,2025-02-22T00:58:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,89.43823915900131,36.029411764705884,1610612764,49,35,2025-02-22T00:59:10Z,2730000,False,-70.0,47.0,1,right,MISS A. Sarr 8' driving floating Shot,[1642259],1610612764.0,WAS,driving floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Left,,8.41,Missed,,,,,,,,,,,,,,,,,
281,PT04M41.00S,2025-02-22T00:58:43.6Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,49,35,2025-02-22T00:59:10Z,2740000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,,,,,,280.0,3.0,3.0,0.0,,,,,,,,,,,
282,PT04M27.00S,2025-02-22T00:58:57.6Z,2,REGULAR,3pt,Jump Shot,[],1629018,4.5499342969776615,2.2058823529411766,1610612749,49,35,2025-02-22T00:59:00Z,2750000,False,239.0,-10.0,1,left,MISS G. Trent Jr. 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,23.92,Missed,,,,,,,,,,,,,,,,,
283,PT04M25.00S,2025-02-22T00:58:59.6Z,2,REGULAR,rebound,defensive,[],203114,,,1610612764,49,35,2025-02-22T00:59:00Z,2760000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Right Corner 3,24+ Right,,,,,,282.0,1.0,1.0,0.0,,,,,,,,,,,
284,PT04M15.00S,2025-02-22T00:59:09.9Z,2,REGULAR,3pt,Jump Shot,[],203114,77.21747700394218,10.53921568627451,1610612764,49,35,2025-02-22T00:59:14Z,2770000,False,-197.0,162.0,1,right,MISS K. Middleton 25' 3PT,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,25.51,Missed,,,,,,,,,,,,,,,,,
285,PT04M12.00S,2025-02-22T00:59:12.9Z,2,REGULAR,rebound,offensive,[],1629673,,,1610612764,49,35,2025-02-22T00:59:14Z,2780000,False,,,0,,J. Poole REBOUND (Off:1 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,284.0,2.0,1.0,1.0,,,,,,,,,,,
286,PT04M06.00S,2025-02-22T00:59:18.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641731,67.7562417871222,60.78431372549019,1610612764,49,35,2025-02-22T00:59:21Z,2790000,False,54.0,251.0,1,right,MISS B. Coulibaly 25' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,25.63,Missed,,,,,,,,,,,,,,,,,
287,PT04M04.00S,2025-02-22T00:59:20.2Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,49,35,2025-02-22T00:59:21Z,2800000,False,,,0,,B. Lopez REBOUND (Off:1 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,286.0,4.0,3.0,1.0,,,,,,,,,,,
289,PT03M53.00S,2025-02-22T00:59:46.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,9.017739816031538,57.35294117647059,1610612749,49,37,2025-02-22T00:59:51Z,2820000,False,-37.0,32.0,1,left,R. Rollins driving reverse Layup (2 PTS) (K. Kuzma 3 AST),"[1631157, 1628398]",1610612749.0,MIL,driving reverse,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,,4.9,Made,,,,,,,,,2.0,K. Kuzma,1628398.0,3.0,,,,,
291,PT03M48.00S,2025-02-22T00:59:51.8Z,2,REGULAR,3pt,Jump Shot,[],1629673,66.83639947437582,65.93137254901961,1610612764,49,37,2025-02-22T01:00:46Z,2840000,False,80.0,259.0,1,right,MISS J. Poole 27' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,27.12,Missed,,,,,,,,,,,,,,,,,
292,PT03M45.00S,2025-02-22T00:59:54.8Z,2,REGULAR,rebound,defensive,[],1631157,,,1610612749,49,37,2025-02-22T01:00:00Z,2850000,False,,,0,,R. Rollins REBOUND (Off:0 Def:2),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,,291.0,2.0,2.0,0.0,,,,,,,,,,,
293,PT03M38.00S,2025-02-22T01:00:01.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.389618922470433,52.450980392156865,1610612749,49,39,2025-02-22T01:00:11Z,2860000,False,-12.0,8.0,1,left,K. Kuzma driving Layup (7 PTS),[1628398],1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,1.45,Made,,,,,,,,,7.0,,,,,,,,
294,PT03M23.00S,2025-02-22T01:00:20.0Z,2,REGULAR,foul,personal,['2freethrow'],201572,,,1610612764,49,39,2025-02-22T01:00:25Z,2870000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Middleton 2 FT),"[201572, 203114]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Middleton,203114.0
296,PT03M23.00S,2025-02-22T01:00:44.1Z,2,REGULAR,freethrow,1 of 2,[],203114,,,1610612764,50,39,2025-02-22T01:00:44Z,2890000,False,,,0,,K. Middleton Free Throw 1 of 2 (6 PTS),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,
297,PT03M23.00S,2025-02-22T01:00:45.4Z,2,REGULAR,substitution,out,[],1629673,,,1610612764,50,39,2025-02-22T01:00:54Z,2900000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M23.00S,2025-02-22T01:00:45.4Z,2,REGULAR,substitution,in,[],203935,,,1610612764,50,39,2025-02-22T01:00:54Z,2910000,False,,,0,,SUB in: M. Smart,[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M23.00S,2025-02-22T01:01:01.8Z,2,REGULAR,freethrow,2 of 2,[],203114,,,1610612764,51,39,2025-02-22T01:01:01Z,2920000,False,,,0,,K. Middleton Free Throw 2 of 2 (7 PTS),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,
300,PT03M02.00S,2025-02-22T01:01:25.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,5.863994743758213,41.42156862745098,1610612749,51,41,2025-02-22T01:01:31Z,2930000,False,43.0,3.0,1,left,K. Kuzma driving Hook (9 PTS) (R. Rollins 4 AST),"[1628398, 1631157]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,4.3,Made,,,,,,,,,9.0,R. Rollins,1631157.0,4.0,,,,,
302,PT02M48.00S,2025-02-22T01:01:38.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203114,93.24901445466492,55.14705882352941,1610612764,53,41,2025-02-22T01:01:42Z,2950000,False,26.0,11.0,1,right,K. Middleton cutting Layup (9 PTS) (K. George 4 AST),"[203114, 1642273]",1610612764.0,WAS,cutting,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,2.8,Made,,,,,,,,,9.0,K. George,1642273.0,4.0,,,,,
304,PT02M32.00S,2025-02-22T01:01:56.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642259,,,1610612749,53,41,2025-02-22T01:02:02Z,2970000,False,,,0,,A. Sarr shooting personal FOUL (2 PF) (Lopez 2 FT),"[1642259, 201572]",1610612764.0,WAS,shooting,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Lopez,201572.0
306,PT02M32.00S,2025-02-22T01:02:28.8Z,2,REGULAR,freethrow,1 of 2,[],201572,,,1610612749,53,42,2025-02-22T01:02:28Z,2990000,False,,,0,,B. Lopez Free Throw 1 of 2 (8 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,
307,PT02M32.00S,2025-02-22T01:02:29.5Z,2,REGULAR,substitution,out,[],203935,,,1610612749,53,42,2025-02-22T01:02:35Z,3000000,False,,,0,,SUB out: M. Smart,[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M32.00S,2025-02-22T01:02:29.5Z,2,REGULAR,substitution,in,[],1629673,,,1610612749,53,42,2025-02-22T01:02:35Z,3010000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M32.00S,2025-02-22T01:02:48.0Z,2,REGULAR,freethrow,2 of 2,[],201572,,,1610612749,53,43,2025-02-22T01:02:48Z,3020000,False,,,0,,B. Lopez Free Throw 2 of 2 (9 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,
310,PT02M18.00S,2025-02-22T01:03:02.8Z,2,REGULAR,3pt,Jump Shot,[],1642259,67.62483574244416,23.774509803921568,1610612764,53,43,2025-02-22T01:03:11Z,3030000,False,-131.0,252.0,1,right,MISS A. Sarr 28' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,,28.39,Missed,,,,,,,,,,,,,,,,,
311,PT02M16.00S,2025-02-22T01:03:04.8Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,53,43,2025-02-22T01:03:11Z,3040000,False,,,0,,B. Lopez REBOUND (Off:1 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,310.0,5.0,4.0,1.0,,,,,,,,,,,
312,PT02M07.00S,2025-02-22T01:03:15.1Z,2,REGULAR,3pt,Jump Shot,[],201572,26.888961892247043,12.990196078431374,1610612749,53,46,2025-02-22T01:03:22Z,3050000,False,185.0,200.0,1,left,B. Lopez 27' 3PT  (12 PTS) (A. Green 2 AST),"[201572, 1631260]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,27.27,Made,,,,,,,,,12.0,A. Green,1631260.0,2.0,,,,,
314,PT01M55.00S,2025-02-22T01:03:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,93.77463863337714,45.34313725490196,1610612764,53,46,2025-02-22T01:04:03Z,3070000,False,-23.0,6.0,1,right,MISS K. George driving Layup,[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,,2.41,Missed,,,,,,,,,,,,,,,,,
315,PT01M52.00S,2025-02-22T01:03:30.0Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,53,46,2025-02-22T01:11:17Z,3080000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,314.0,4.0,4.0,0.0,,,,,,,,,,,
320,PT01M43.00S,2025-02-22T01:03:38.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,5.863994743758213,96.81372549019608,1610612749,53,46,2025-02-22T01:04:32Z,3130000,False,-234.0,3.0,1,left,MISS G. Trent Jr. running 3PT,[1629018],1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,,23.41,Missed,,,,,,,,,,,,,,,,,
321,PT01M43.00S,2025-02-22T01:03:38.3Z,2,REGULAR,rebound,defensive,[],203114,,,1610612764,53,46,2025-02-22T01:03:57Z,3140000,False,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,,,,,,320.0,2.0,2.0,0.0,,,,,,,,,,,
322,PT01M40.00S,2025-02-22T01:03:43.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642273,92.46057818659659,2.941176470588235,1610612764,53,46,2025-02-22T01:06:57Z,3150000,False,-235.0,18.0,1,right,MISS K. George running 3PT,[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,Left Corner 3,24+ Left,,23.6,Missed,,,,,,,,,,,,,,,,,
323,PT01M39.00S,2025-02-22T01:03:44.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,53,46,2025-02-22T01:07:54Z,3160000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Left Corner 3,24+ Left,,,,,,322.0,,,,,,,,,,,,,,
325,PT01M39.00S,2025-02-22T01:04:00.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628398,,,1610612764,53,46,2025-02-22T01:14:16Z,3185000,False,,,0,,K. Kuzma loose ball personal FOUL (3 PF) (Sarr 2 FT),"[1628398, 1642259]",1610612749.0,MIL,loose ball,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1162.0,3.0,0.0,Sarr,1642259.0
328,PT01M39.00S,2025-02-22T01:04:15.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1642259,,,1610612764,53,46,2025-02-22T01:14:16Z,3210000,False,,,0,,MISS A. Sarr Free Throw 1 of 2,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
329,PT01M39.00S,2025-02-22T01:04:15.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,53,46,2025-02-22T01:07:58Z,3220000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,328.0,,,,,,,,,,,,,,
332,PT01M39.00S,2025-02-22T01:04:15.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1642259,,,1610612764,54,46,2025-02-22T01:14:16Z,3250000,False,,,0,,A. Sarr Free Throw 2 of 2 (13 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,
330,PT01M39.00S,2025-02-22T01:04:25.5Z,2,REGULAR,substitution,out,[],1628398,,,1610612749,54,46,2025-02-22T01:14:02Z,3255000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M39.00S,2025-02-22T01:04:25.5Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,54,46,2025-02-22T01:14:02Z,3257500,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M29.00S,2025-02-22T01:04:55.1Z,2,REGULAR,violation,kicked ball,[],203114,,,1610612749,54,46,2025-02-22T01:14:16Z,3270000,False,,,0,,K. Middleton kicked ball VIOLATION,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,1628159.0,,,,
336,PT01M21.00S,2025-02-22T01:06:02.9Z,2,REGULAR,3pt,Jump Shot,[],1631260,14.799605781865965,3.1862745098039214,1610612749,54,46,2025-02-22T01:06:07Z,3290000,False,234.0,87.0,1,left,MISS A. Green 24' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,,24.96,Missed,,,,,,,,,,,,,,,,,
337,PT01M19.00S,2025-02-22T01:06:04.9Z,2,REGULAR,rebound,defensive,[],1642259,,,1610612764,54,46,2025-02-22T01:06:07Z,3300000,False,,,0,,A. Sarr REBOUND (Off:0 Def:5),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Right Corner 3,24+ Right,,,,,,336.0,5.0,5.0,0.0,,,,,,,,,,,
338,PT01M09.00S,2025-02-22T01:06:15.3Z,2,REGULAR,3pt,Jump Shot,[],1629673,67.23061760840999,47.549019607843135,1610612764,54,46,2025-02-22T01:06:19Z,3310000,False,-12.0,256.0,1,right,MISS J. Poole 25' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,25.58,Missed,,,,,,,,,,,,,,,,,
339,PT01M07.00S,2025-02-22T01:06:17.3Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,54,46,2025-02-22T01:06:19Z,3320000,False,,,0,,B. Lopez REBOUND (Off:1 Def:5),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,338.0,6.0,5.0,1.0,,,,,,,,,,,
340,PT01M01.00S,2025-02-22T01:06:23.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631157,6.1268068331143235,46.568627450980394,1610612749,54,48,2025-02-22T01:13:30Z,3330000,False,17.0,5.0,1,left,R. Rollins running Layup (4 PTS) (P. Connaughton 1 AST),"[1631157, 1626192]",1610612749.0,MIL,running,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,1.79,Made,,,,,,,,,4.0,P. Connaughton,1626192.0,1.0,,,,,
342,PT00M46.10S,2025-02-22T01:06:42.0Z,2,REGULAR,2pt,Jump Shot,[],1642259,86.94152431011827,76.47058823529412,1610612764,56,48,2025-02-22T01:06:46Z,3350000,False,132.0,70.0,1,right,A. Sarr 14' pullup Jump Shot (15 PTS) (J. Poole 2 AST),"[1642259, 1629673]",1610612764.0,WAS,pullup,,,Sarr,A. Sarr,,,,,Mid-Range,8-16 Right,,14.99,Made,,,,,,,,,15.0,J. Poole,1629673.0,2.0,,,,,
344,PT00M32.00S,2025-02-22T01:07:01.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,8.360709592641262,42.40196078431372,1610612749,56,50,2025-02-22T01:07:06Z,3370000,False,38.0,26.0,1,left,P. Connaughton driving Layup (4 PTS),[1626192],1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,,4.61,Made,,,,,,,,,4.0,,,,,,,,
345,PT00M17.60S,2025-02-22T01:07:17.3Z,2,REGULAR,2pt,Jump Shot,[],203114,75.90341655716163,25.49019607843137,1610612764,56,50,2025-02-22T01:07:21Z,3380000,False,-123.0,174.0,1,right,MISS K. Middleton 21' step back Shot,[203114],1610612764.0,WAS,step back,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left Center,,21.28,Missed,,,,,,,,,,,,,,,,,
346,PT00M15.30S,2025-02-22T01:07:19.5Z,2,REGULAR,rebound,defensive,[],1631157,,,1610612749,56,50,2025-02-22T01:07:19Z,3390000,False,,,0,,R. Rollins REBOUND (Off:0 Def:3),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Left Center,,,,,,345.0,3.0,3.0,0.0,,,,,,,,,,,
347,PT00M03.60S,2025-02-22T01:07:31.3Z,2,REGULAR,3pt,Jump Shot,[],1631260,31.61957950065703,20.34313725490196,1610612749,56,50,2025-02-22T01:07:38Z,3400000,False,148.0,245.0,1,left,MISS A. Green 28' pullup 3PT,[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,28.61,Missed,,,,,,,,,,,,,,,,,
348,PT00M00.20S,2025-02-22T01:07:34.7Z,2,REGULAR,rebound,defensive,[],203114,,,1610612764,56,50,2025-02-22T01:07:34Z,3410000,False,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,,,,,,347.0,3.0,3.0,0.0,,,,,,,,,,,
349,PT00M00.10S,2025-02-22T01:07:35.1Z,2,REGULAR,3pt,Jump Shot,[],203114,11.777266754270697,34.31372549019608,1610612764,56,50,2025-02-22T01:07:56Z,3420000,False,-78.0,777.0,1,right,MISS K. Middleton 78' pullup 3PT,[203114],1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Right,,78.07,Missed,,,,,,,,,,,,,,,,,
350,PT00M00.10S,2025-02-22T01:07:35.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,56,50,2025-02-22T01:07:56Z,3430000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,349.0,,,,,,,,,,,,,,
351,PT00M00.00S,2025-02-22T01:07:42.4Z,2,REGULAR,period,end,[],0,,,1610612764,56,50,2025-02-22T01:07:42Z,3440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2025-02-22T01:22:14.2Z,3,REGULAR,substitution,out,['startperiod'],1629018,,,1610612764,56,50,2025-02-22T01:22:56Z,3450000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2025-02-22T01:22:14.2Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612764,56,50,2025-02-22T01:22:56Z,3460000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2025-02-22T01:22:14.2Z,3,REGULAR,substitution,in,['startperiod'],203507,,,1610612764,56,50,2025-02-22T01:22:56Z,3470000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2025-02-22T01:22:14.2Z,3,REGULAR,substitution,in,['startperiod'],1628398,,,1610612764,56,50,2025-02-22T01:22:56Z,3480000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2025-02-22T01:22:59.0Z,3,REGULAR,period,start,[],0,,,1610612749,56,50,2025-02-22T01:22:59Z,3490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT11M46.00S,2025-02-22T01:23:14.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.80354796320631,49.01960784313725,1610612749,56,52,2025-02-22T01:23:20Z,3500000,False,-5.0,25.0,1,right,G. Antetokounmpo driving Layup (11 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,2.5,Made,,,,,,,,,11.0,,,,,,,,
