actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT11M14.00S,2025-03-31T23:11:41.8Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,4,0,2025-03-31T23:13:12Z,160000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT11M10.00S,2025-03-31T23:11:44.0Z,1,REGULAR,turnover,out-of-bounds,[],1630551,,,1610612764,4,0,2025-03-31T23:11:49Z,170000,False,,,0,,J. Champagnie bad pass out-of-bounds TURNOVER (1 TO),[1630551],1610612764.0,WAS,bad pass,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628480.0,,,,,1.0,,,,,,,
18,PT10M58.00S,2025-03-31T23:12:05.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1641796,5.732588699080158,46.32352941176471,1610612748,4,2,2025-03-31T23:12:21Z,180000,False,18.0,1.0,1,left,P. Larsson driving finger roll Layup (2 PTS) (T. Herro 1 AST),"[1641796, 1629639]",1610612748.0,MIA,driving finger roll,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,1.85,Made,,,,,2.0,,,,,,,T. Herro,1629639.0,1.0,,,,
19,PT10M58.00S,2025-03-31T23:12:09.1Z,1,REGULAR,violation,defensive goaltending,[],1642259,,,1610612748,4,2,2025-03-31T23:12:21Z,190000,False,,,0,,A. Sarr defensive goaltending VIOLATION,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,
20,PT10M47.00S,2025-03-31T23:12:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,94.69448094612353,52.69607843137255,1610612764,4,2,2025-03-31T23:14:07Z,200000,False,13.0,-3.0,1,right,MISS A. Sarr cutting Layup - blocked,"[1642259, 202692]",1610612764.0,WAS,cutting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,Burks,202692.0,,
22,PT10M47.00S,2025-03-31T23:12:27.4Z,1,REGULAR,block,,[],202692,,,1610612764,4,2,2025-03-31T23:12:29Z,210000,False,,,0,,A. Burks BLOCK (1 BLK),[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M47.00S,2025-03-31T23:12:27.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,4,2,2025-03-31T23:12:32Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,20.0,,,,,,,,,,,,,,,,,
25,PT10M41.00S,2025-03-31T23:12:44.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,96.27135348226018,96.07843137254902,1610612764,4,2,2025-03-31T23:12:48Z,240000,False,230.0,-17.0,1,right,MISS J. Poole 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,23.11,Missed,,,,,,,,,,,,,,,,,,
26,PT10M39.00S,2025-03-31T23:12:46.4Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,4,2,2025-03-31T23:12:48Z,250000,False,,,0,,K. Ware REBOUND (Off:1 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Right Corner 3,24+ Right,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT10M31.00S,2025-03-31T23:12:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,5.469776609724048,53.67647058823529,1610612748,4,4,2025-03-31T23:12:58Z,260000,False,-18.0,-1.0,1,left,P. Larsson cutting Layup (4 PTS) (T. Herro 2 AST),"[1641796, 1629639]",1610612748.0,MIA,cutting,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,4.0,,,,,,,T. Herro,1629639.0,2.0,,,,
29,PT10M17.00S,2025-03-31T23:13:09.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629673,92.06636005256242,59.31372549019608,1610612764,6,4,2025-03-31T23:13:13Z,280000,False,47.0,22.0,1,right,J. Poole driving bank Hook (6 PTS),[1629673],1610612764.0,WAS,driving bank,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,5.16,Made,,,,,6.0,,,,,,,,,,,,,
30,PT09M57.00S,2025-03-31T23:13:27.9Z,1,REGULAR,3pt,Jump Shot,[],202692,35.03613666228647,64.70588235294117,1610612748,6,4,2025-03-31T23:13:35Z,290000,False,-74.0,277.0,1,left,MISS A. Burks 28' pullup 3PT,[202692],1610612748.0,MIA,pullup,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,28.64,Missed,,,,,,,,,,,,,,,,,,
31,PT09M53.00S,2025-03-31T23:13:31.9Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,6,4,2025-03-31T23:13:32Z,300000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M49.00S,2025-03-31T23:13:37.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642358,92.9862023653088,44.85294117647059,1610612764,6,4,2025-03-31T23:15:40Z,310000,False,-26.0,13.0,1,right,MISS A. Johnson running reverse Layup,[1642358],1610612764.0,WAS,running reverse,,,Johnson,A. Johnson,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,,
33,PT09M47.00S,2025-03-31T23:13:39.0Z,1,REGULAR,rebound,offensive,[],1630551,,,1610612764,6,4,2025-03-31T23:15:36Z,320000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,
34,PT09M45.00S,2025-03-31T23:13:40.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630551,90.48948751642575,1.9607843137254901,1610612764,6,4,2025-03-31T23:15:54Z,330000,False,-240.0,37.0,1,right,MISS J. Champagnie 24' pullup 3PT,[1630551],1610612764.0,WAS,pullup,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,24.3,Missed,,,,,,,,,,,,,,,,,,
35,PT09M43.00S,2025-03-31T23:13:42.5Z,1,REGULAR,rebound,defensive,[],202692,,,1610612748,6,4,2025-03-31T23:13:51Z,340000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT09M36.00S,2025-03-31T23:13:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628389,8.886333771353483,50.98039215686274,1610612748,6,6,2025-03-31T23:13:54Z,350000,False,-5.0,31.0,1,left,B. Adebayo running Layup (2 PTS) (A. Burks 1 AST),"[1628389, 202692]",1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.14,Made,,,,,2.0,,,,,,,A. Burks,202692.0,1.0,,,,
37,PT09M24.00S,2025-03-31T23:14:01.3Z,1,REGULAR,3pt,Jump Shot,[],1642259,67.36202365308804,28.676470588235293,1610612764,6,6,2025-03-31T23:14:05Z,360000,False,-107.0,254.0,1,right,MISS A. Sarr 27' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,27.57,Missed,,,,,,,,,,,,,,,,,,
38,PT09M21.00S,2025-03-31T23:14:04.3Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,6,6,2025-03-31T23:14:05Z,370000,False,,,0,,K. Ware REBOUND (Off:1 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,37.0,3.0,2.0,1.0,,,,,,,,,,,,,,
39,PT09M15.00S,2025-03-31T23:14:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,7.30946123521682,48.28431372549019,1610612748,6,6,2025-03-31T23:14:14Z,380000,False,9.0,16.0,1,left,MISS B. Adebayo Layup,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.83,Missed,,,,,,,,,,,,,,,,,,
40,PT09M13.00S,2025-03-31T23:14:13.2Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,6,6,2025-03-31T23:14:14Z,390000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT09M04.00S,2025-03-31T23:14:22.2Z,1,REGULAR,3pt,Jump Shot,[],1642358,72.09264126149803,91.42156862745098,1610612764,6,6,2025-03-31T23:14:26Z,400000,False,207.0,210.0,1,right,MISS A. Johnson 29' pullup 3PT,[1642358],1610612764.0,WAS,pullup,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Right Center,29.48,Missed,,,,,,,,,,,,,,,,,,
42,PT08M59.00S,2025-03-31T23:14:27.2Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,6,6,2025-03-31T23:14:26Z,410000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT08M55.00S,2025-03-31T23:14:30.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202692,28.465834428383708,18.627450980392158,1610612748,6,9,2025-03-31T23:17:24Z,420000,False,157.0,215.0,1,left,A. Burks 26' 3PT running (3 PTS) (T. Herro 3 AST),"[202692, 1629639]",1610612748.0,MIA,running,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,26.62,Made,,,,,3.0,,,,,,,T. Herro,1629639.0,3.0,,,,
45,PT08M35.00S,2025-03-31T23:14:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642267,94.95729303547962,58.57843137254902,1610612764,6,9,2025-03-31T23:18:07Z,440000,False,43.0,-5.0,1,right,MISS B. Carrington driving Layup,[1642267],1610612764.0,WAS,driving,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,4.32,Missed,,,,,,,,,,,,,,,,,,
46,PT08M33.00S,2025-03-31T23:14:51.9Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,9,2025-03-31T23:14:55Z,450000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT08M28.00S,2025-03-31T23:14:59.6Z,1,REGULAR,foul,personal,['2freethrow'],1630551,,,1610612748,6,9,2025-03-31T23:15:10Z,460000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Herro 2 FT),"[1630551, 1629639]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,201638.0,1.0,0.0,Herro,1629639.0,,,,,,,,
49,PT08M28.00S,2025-03-31T23:15:32.7Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,6,10,2025-03-31T23:15:32Z,480000,False,,,0,,T. Herro Free Throw 1 of 2 (1 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
50,PT08M28.00S,2025-03-31T23:15:52.4Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,6,11,2025-03-31T23:15:52Z,490000,False,,,0,,T. Herro Free Throw 2 of 2 (2 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
51,PT08M16.00S,2025-03-31T23:16:06.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,64.60249671484888,27.450980392156865,1610612764,6,11,2025-03-31T23:16:12Z,500000,False,-113.0,280.0,1,right,MISS J. Poole 30' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,30.2,Missed,,,,,,,,,,,,,,,,,,
52,PT08M13.00S,2025-03-31T23:16:09.8Z,1,REGULAR,rebound,defensive,[],202692,,,1610612748,6,11,2025-03-31T23:16:12Z,510000,False,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT08M03.00S,2025-03-31T23:16:19.1Z,1,REGULAR,2pt,Jump Shot,[],1628389,20.581471747700395,45.83333333333333,1610612748,6,13,2025-03-31T23:18:51Z,520000,False,21.0,141.0,1,left,B. Adebayo 14' fadeaway Jump Shot (4 PTS),[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,14.25,Made,,,,,4.0,,,,,,,,,,,,,
54,PT07M53.00S,2025-03-31T23:16:28.0Z,1,REGULAR,3pt,Jump Shot,[],1642259,64.47109067017082,45.588235294117645,1610612764,6,13,2025-03-31T23:16:38Z,530000,False,-22.0,281.0,1,right,MISS A. Sarr 28' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,28.24,Missed,,,,,,,,,,,,,,,,,,
55,PT07M51.00S,2025-03-31T23:16:30.0Z,1,REGULAR,rebound,defensive,[],1641796,,,1610612748,6,13,2025-03-31T23:16:38Z,540000,False,,,0,,P. Larsson REBOUND (Off:0 Def:1),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M46.00S,2025-03-31T23:16:36.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1642276,7.966491458607096,65.68627450980392,1610612748,6,15,2025-03-31T23:16:42Z,550000,False,-78.0,22.0,1,left,K. Ware 8' turnaround Hook (2 PTS) (P. Larsson 1 AST),"[1642276, 1641796]",1610612748.0,MIA,turnaround,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Left,8.15,Made,,,,,2.0,,,,,,,P. Larsson,1641796.0,1.0,,,,
58,PT07M46.00S,2025-03-31T23:16:43.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,6,15,2025-03-31T23:16:43Z,570000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M35.00S,2025-03-31T23:19:47.5Z,1,REGULAR,foul,personal,[],1642276,,,1610612764,6,15,2025-03-31T23:19:57Z,590000,False,,,0,,K. Ware personal FOUL (1 PF),"[1642276, 1642259]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,,,,,,1628480.0,1.0,0.0,Sarr,1642259.0,,,,,,,,
63,PT07M33.00S,2025-03-31T23:20:13.7Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612764,6,15,2025-03-31T23:20:21Z,610000,False,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 202692]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,,,,Burks,202692.0
64,PT07M33.00S,2025-03-31T23:20:13.7Z,1,REGULAR,steal,,[],202692,,,1610612748,6,15,2025-03-31T23:20:16Z,620000,False,,,0,,A. Burks STEAL (1 STL),[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
65,PT07M27.00S,2025-03-31T23:20:19.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642276,5.863994743758213,49.50980392156863,1610612748,6,17,2025-03-31T23:20:34Z,630000,False,2.0,3.0,1,left,K. Ware alley-oop DUNK (4 PTS) (B. Adebayo 1 AST),"[1642276, 1628389]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,4.0,,,,,,,B. Adebayo,1628389.0,1.0,,,,
67,PT07M08.00S,2025-03-31T23:20:38.3Z,1,REGULAR,2pt,Jump Shot,[],1642259,78.53153745072274,37.99019607843137,1610612764,6,17,2025-03-31T23:24:29Z,650000,False,-60.0,149.0,1,right,MISS A. Sarr 16' driving floating Shot - blocked,"[1642259, 1628389]",1610612764.0,WAS,driving floating,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Left Center,16.09,Missed,,,,,,,,,,,,,,,Adebayo,1628389.0,,
68,PT07M08.00S,2025-03-31T23:20:38.3Z,1,REGULAR,block,,[],1628389,,,1610612764,6,17,2025-03-31T23:20:40Z,660000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
69,PT07M06.00S,2025-03-31T23:20:40.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,17,2025-03-31T23:20:44Z,670000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,
70,PT06M53.00S,2025-03-31T23:20:53.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,11.777266754270697,64.2156862745098,1610612748,6,19,2025-03-31T23:21:58Z,680000,False,-71.0,58.0,1,left,B. Adebayo 9' driving Hook (6 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Left,9.19,Made,,,,,6.0,,,,,,,,,,,,,
71,PT06M40.00S,2025-03-31T23:21:06.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642267,92.72339027595268,43.13725490196079,1610612764,6,19,2025-03-31T23:22:28Z,690000,False,-34.0,16.0,1,right,MISS B. Carrington driving Layup,[1642267],1610612764.0,WAS,driving,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,3.78,Missed,,,,,,,,,,,,,,,,,,
72,PT06M39.00S,2025-03-31T23:21:07.2Z,1,REGULAR,rebound,defensive,[],1641796,,,1610612748,6,19,2025-03-31T23:21:09Z,700000,False,,,0,,P. Larsson REBOUND (Off:0 Def:2),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,
73,PT06M35.00S,2025-03-31T23:21:11.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202692,3.630091984231275,97.05882352941177,1610612748,6,19,2025-03-31T23:24:56Z,710000,False,-235.0,-18.0,1,left,MISS A. Burks running 3PT,[202692],1610612748.0,MIA,running,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,23.6,Missed,,,,,,,,,,,,,,,,,,
74,PT06M30.00S,2025-03-31T23:21:16.8Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,6,19,2025-03-31T23:21:22Z,720000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,73.0,3.0,2.0,1.0,,,,,,,,,,,,,,
75,PT06M23.00S,2025-03-31T23:21:23.6Z,1,REGULAR,3pt,Jump Shot,[],1629673,61.18593955321945,44.36274509803921,1610612764,9,19,2025-03-31T23:25:12Z,730000,False,-28.0,312.0,1,right,J. Poole 31' 3PT pullup (9 PTS),[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,31.37,Made,,,,,9.0,,,,,,,,,,,,,
76,PT06M04.00S,2025-03-31T23:21:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,7.440867279894875,50.98039215686274,1610612748,9,21,2025-03-31T23:21:50Z,740000,False,-5.0,17.0,1,left,P. Larsson driving finger roll Layup (6 PTS) (T. Herro 4 AST),"[1641796, 1629639]",1610612748.0,MIA,driving finger roll,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,1.81,Made,,,,,6.0,,,,,,,T. Herro,1629639.0,4.0,,,,
78,PT05M55.00S,2025-03-31T23:21:53.1Z,1,REGULAR,foul,offensive,[],1629673,,,1610612764,9,21,2025-03-31T23:36:33Z,760000,False,,,0,,J. Poole offensive FOUL (1 PF),"[1629673, 1641796]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,1.0,0.0,Larsson,1641796.0,,,,,,,,
86,PT05M55.00S,2025-03-31T23:21:53.1Z,1,REGULAR,turnover,offensive foul,[],1629673,,,1610612764,9,21,2025-03-31T23:21:53Z,775000,False,,,0,,J. Poole offensive foul TURNOVER (2 TO),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,,,,2.0,,,,,,,
80,PT05M55.00S,2025-03-31T23:22:21.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,9,21,2025-03-31T23:21:53Z,780000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M55.00S,2025-03-31T23:24:55.4Z,1,REGULAR,substitution,out,[],1642358,,,1610612748,9,21,2025-03-31T23:21:53Z,800000,False,,,0,,SUB out: A. Johnson,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
