actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT10M41.00S,2021-12-21T02:12:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,82.9993429697766,64.4607843137255,1610612762,3,2,2021-12-21T02:12:32Z,160000,72.0,107.0,1,right,MISS M. Conley 12' driving floating Shot,[201144],1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,12.94,Missed,,,,,,,,,,,,,,,,,,
17,PT10M39.00S,2021-12-21T02:12:28.8Z,1,REGULAR,rebound,offensive,[],201144,,,1610612762,3,2,2021-12-21T02:12:32Z,170000,,,0,,M. Conley REBOUND (Off:1 Def:0),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
18,PT10M38.00S,2021-12-21T02:12:30.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201144,92.06636005256242,57.107843137254896,1610612762,3,2,2021-12-21T02:13:49Z,180000,36.0,22.0,1,right,MISS M. Conley tip Layup,[201144],1610612762.0,UTA,tip,,,Conley,M. Conley,,,,,4.18,Missed,,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2021-12-21T02:12:32.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,3,2,2021-12-21T02:12:36Z,190000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M27.00S,2021-12-21T02:12:43.9Z,1,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,3,2,2021-12-21T02:12:50Z,200000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,,,,,,,202035.0,,,,,,1.0,,,,,,,
21,PT10M16.00S,2021-12-21T02:13:00.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202711,69.99014454664915,79.65686274509804,1610612762,6,2,2021-12-21T02:13:06Z,210000,148.0,230.0,1,right,B. Bogdanovic 27' 3PT  (3 PTS) (M. Conley 1 AST),"[202711, 201144]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,27.33,Made,,,,,,,,,,3.0,,M. Conley,201144.0,1.0,,,,
23,PT10M02.00S,2021-12-21T02:13:13.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,27.283180026281208,79.90196078431373,1610612766,6,2,2021-12-21T02:13:19Z,230000,-150.0,204.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,
24,PT10M00.00S,2021-12-21T02:13:15.4Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,6,2,2021-12-21T02:13:19Z,240000,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M54.00S,2021-12-21T02:13:24.1Z,1,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612762,6,2,2021-12-21T02:13:28Z,250000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Gobert 2 FT),"[1628970, 203497]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,202037.0,1.0,0.0,Gobert,203497.0,,,,,,,,,
27,PT09M54.00S,2021-12-21T02:13:55.2Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,7,2,2021-12-21T02:13:55Z,270000,,,0,,R. Gobert Free Throw 1 of 2 (1 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
28,PT09M54.00S,2021-12-21T02:14:10.8Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,8,2,2021-12-21T02:14:10Z,280000,,,0,,R. Gobert Free Throw 2 of 2 (2 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
29,PT09M44.00S,2021-12-21T02:14:23.8Z,1,REGULAR,2pt,Jump Shot,[],1626162,9.017739816031538,30.88235294117647,1610612766,8,2,2021-12-21T02:14:29Z,290000,96.0,32.0,1,left,MISS K. Oubre Jr. 10' floating Shot,[1626162],1610612766.0,CHA,floating,,,Oubre Jr.,K. Oubre Jr.,,,,,10.09,Missed,,,,,,,,,,,,,,,,,,
30,PT09M40.00S,2021-12-21T02:14:27.8Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,8,2,2021-12-21T02:14:29Z,300000,,,0,,M. Conley REBOUND (Off:1 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,,,,,,,
31,PT09M35.00S,2021-12-21T02:14:31.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202711,76.2976346911958,86.51960784313727,1610612762,8,2,2021-12-21T02:14:39Z,310000,183.0,170.0,1,right,MISS B. Bogdanovic 24' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,
32,PT09M32.00S,2021-12-21T02:14:34.3Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,8,2,2021-12-21T02:14:39Z,320000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M28.00S,2021-12-21T02:14:38.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,24.392247043363994,82.59803921568627,1610612766,8,2,2021-12-21T02:14:44Z,330000,-163.0,177.0,1,left,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,
34,PT09M25.00S,2021-12-21T02:14:41.5Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,8,2,2021-12-21T02:14:41Z,340000,,,0,,L. Ball REBOUND (Off:1 Def:0),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,,,
35,PT09M24.00S,2021-12-21T02:14:42.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,30.305519053876477,25.735294117647058,1610612766,8,2,2021-12-21T02:14:48Z,350000,121.0,232.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,
36,PT09M21.00S,2021-12-21T02:14:45.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,8,2,2021-12-21T02:14:48Z,360000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT09M16.00S,2021-12-21T02:14:51.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,67.7562417871222,76.47058823529412,1610612762,8,2,2021-12-21T02:14:59Z,370000,132.0,251.0,1,right,MISS R. O'Neale 28' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,28.34,Missed,,,,,,,,,,,,,,,,,,
38,PT09M13.00S,2021-12-21T02:14:54.1Z,1,REGULAR,rebound,offensive,[],202711,,,1610612762,8,2,2021-12-21T02:14:54Z,380000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,37.0,1.0,0.0,1.0,,,,,,,,,,,,,,
39,PT09M13.00S,2021-12-21T02:14:56.5Z,1,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612762,8,2,2021-12-21T02:15:04Z,390000,,,0,,T. Rozier shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1626179, 202711]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,,,,,,,202035.0,1.0,0.0,Bogdanovic,202711.0,,,,,,,,,
41,PT09M13.00S,2021-12-21T02:15:29.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202711,,,1610612762,8,2,2021-12-21T02:15:29Z,410000,,,0,,MISS B. Bogdanovic Free Throw 1 of 2,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Missed,,,,,,,,,,,,,,,,,,
42,PT09M13.00S,2021-12-21T02:15:29.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,8,2,2021-12-21T02:15:29Z,420000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,
43,PT09M13.00S,2021-12-21T02:15:48.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202711,,,1610612762,9,2,2021-12-21T02:15:48Z,430000,,,0,,B. Bogdanovic Free Throw 2 of 2 (4 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
44,PT09M03.00S,2021-12-21T02:16:01.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.915243101182654,49.01960784313725,1610612766,9,2,2021-12-21T02:16:08Z,440000,5.0,13.0,1,left,MISS M. Plumlee driving DUNK,[203486],1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,1.34,Missed,,,,,,,,,,,,,,,,,,
45,PT09M01.00S,2021-12-21T02:16:03.4Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,9,2,2021-12-21T02:16:08Z,450000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT08M53.00S,2021-12-21T02:16:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,90.09526938239159,46.32352941176471,1610612762,11,2,2021-12-21T02:17:07Z,460000,-18.0,41.0,1,right,D. Mitchell driving Layup (5 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,4.46,Made,,,,,,,,,,5.0,,,,,,,,
47,PT08M38.00S,2021-12-21T02:16:38.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,11,2,2021-12-21T02:16:38Z,470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M33.00S,2021-12-21T02:16:54.5Z,1,REGULAR,2pt,Jump Shot,[],1626179,20.844283837056505,52.20588235294118,1610612766,11,2,2021-12-21T02:16:59Z,480000,-11.0,143.0,1,left,MISS T. Rozier 14' step back Shot,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,14.38,Missed,,,,,,,,,,,,,,,,,,
49,PT08M31.00S,2021-12-21T02:16:56.5Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,11,2,2021-12-21T02:16:59Z,490000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT08M16.00S,2021-12-21T02:17:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,90.75229960578186,46.07843137254902,1610612762,11,2,2021-12-21T02:17:15Z,500000,-20.0,34.0,1,right,MISS R. Gobert Layup,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,3.96,Missed,,,,,,,,,,,,,,,,,,
51,PT08M15.00S,2021-12-21T02:17:13.1Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,11,2,2021-12-21T02:17:13Z,510000,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,50.0,3.0,2.0,1.0,,,,,,,,,,,,,,
52,PT08M13.00S,2021-12-21T02:17:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202711,93.38042049934296,53.92156862745098,1610612762,13,2,2021-12-21T02:17:27Z,520000,20.0,10.0,1,right,B. Bogdanovic cutting Layup (6 PTS) (R. Gobert 1 AST),"[202711, 203497]",1610612762.0,UTA,cutting,,,Bogdanovic,B. Bogdanovic,,,,,2.19,Made,,,,,,,,,,6.0,,R. Gobert,203497.0,1.0,,,,
54,PT07M56.00S,2021-12-21T02:17:30.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,32.933639947437584,70.83333333333334,1610612766,13,2,2021-12-21T02:17:35Z,540000,-104.0,257.0,1,left,MISS L. Ball 27' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,27.74,Missed,,,,,,,,,,,,,,,,,,
55,PT07M54.00S,2021-12-21T02:17:32.6Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,13,2,2021-12-21T02:17:35Z,550000,,,0,,M. Conley REBOUND (Off:1 Def:2),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,,
56,PT07M38.00S,2021-12-21T02:17:49.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,92.19776609724047,54.166666666666664,1610612762,15,2,2021-12-21T02:17:56Z,560000,21.0,21.0,1,right,M. Conley driving Layup (2 PTS),[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,2.94,Made,,,,,,,,,,2.0,,,,,,,,
57,PT07M37.00S,2021-12-21T02:17:59.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,15,2,2021-12-21T02:17:59Z,570000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M37.00S,2021-12-21T02:20:01.5Z,1,REGULAR,substitution,out,[],201144,,,1610612766,15,2,2021-12-21T02:20:32Z,580000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M37.00S,2021-12-21T02:20:01.5Z,1,REGULAR,substitution,in,[],204060,,,1610612766,15,2,2021-12-21T02:20:32Z,590000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M25.00S,2021-12-21T02:20:54.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.30946123521682,54.65686274509803,1610612766,15,4,2021-12-21T02:21:00Z,600000,-23.0,16.0,1,left,M. Bridges driving Layup (4 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,2.84,Made,,,,,,,,,,4.0,,,,,,,,
62,PT07M12.00S,2021-12-21T02:21:08.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,90.75229960578186,49.26470588235294,1610612762,17,4,2021-12-21T02:21:15Z,610000,-4.0,34.0,1,right,R. Gobert cutting DUNK (4 PTS) (J. Ingles 1 AST),"[203497, 204060]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,3.46,Made,,,,,,,,,,4.0,,J. Ingles,204060.0,1.0,,,,
64,PT06M54.00S,2021-12-21T02:21:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,9.149145860709593,49.50980392156863,1610612766,17,4,2021-12-21T02:21:29Z,630000,2.0,34.0,1,left,MISS M. Bridges Layup - blocked,"[1628970, 1626220]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,3.36,Missed,,,,,,,,,,,,,,,O'Neale,1626220.0,,
65,PT06M54.00S,2021-12-21T02:21:25.6Z,1,REGULAR,block,,[],1626220,,,1610612766,17,4,2021-12-21T02:21:27Z,640000,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M53.00S,2021-12-21T02:21:26.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,17,4,2021-12-21T02:21:29Z,650000,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,64.0,4.0,3.0,1.0,,,,,,,,,,,,,,
67,PT06M51.00S,2021-12-21T02:21:31.6Z,1,REGULAR,turnover,out-of-bounds,[],203497,,,1610612762,17,4,2021-12-21T02:21:54Z,660000,,,0,,R. Gobert bad pass out-of-bounds TURNOVER (1 TO),[203497],1610612762.0,UTA,bad pass,,,Gobert,R. Gobert,,,,,,,,,,,2003.0,,,,,,1.0,,,,,,,
68,PT06M51.00S,2021-12-21T02:21:36.4Z,1,REGULAR,substitution,out,[],203497,,,1610612766,17,4,2021-12-21T02:21:46Z,670000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M51.00S,2021-12-21T02:21:36.4Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,17,4,2021-12-21T02:21:46Z,680000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M51.00S,2021-12-21T02:21:36.4Z,1,REGULAR,substitution,out,[],203486,,,1610612766,17,4,2021-12-21T02:21:46Z,690000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M51.00S,2021-12-21T02:21:36.4Z,1,REGULAR,substitution,in,[],202355,,,1610612766,17,4,2021-12-21T02:21:46Z,700000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M51.00S,2021-12-21T02:21:36.4Z,1,REGULAR,substitution,in,[],1629667,,,1610612766,17,4,2021-12-21T02:21:46Z,710000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M51.00S,2021-12-21T02:21:36.4Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,17,4,2021-12-21T02:21:46Z,720000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M43.00S,2021-12-21T02:22:03.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628970,4.812746386333772,45.09803921568628,1610612766,17,6,2021-12-21T02:22:09Z,730000,25.0,-7.0,1,left,M. Bridges alley-oop DUNK (6 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,alley-oop,,,Bridges,M. Bridges,,,,,2.56,Made,,,,,,,,,,6.0,,L. Ball,1630163.0,1.0,,,,
76,PT06M25.00S,2021-12-21T02:22:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,89.83245729303549,39.950980392156865,1610612762,17,6,2021-12-21T02:22:26Z,750000,-50.0,43.0,1,right,MISS R. O'Neale 6' driving Layup,[1626220],1610612762.0,UTA,driving,,,O'Neale,R. O'Neale,,,,,6.62,Missed,,,,,,,,,,,,,,,,,,
77,PT06M24.00S,2021-12-21T02:22:22.5Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,17,6,2021-12-21T02:30:32Z,760000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT06M22.00S,2021-12-21T02:22:25.5Z,1,REGULAR,foul,personal,[],202711,,,1610612766,17,6,2021-12-21T02:22:31Z,770000,,,0,,B. Bogdanovic take personal FOUL (1 PF),"[202711, 1630163]",1610612762.0,UTA,take,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,202037.0,1.0,0.0,Ball,1630163.0,,,,,,,,,
80,PT06M08.00S,2021-12-21T02:23:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,10.33180026281209,37.00980392156863,1610612766,17,6,2021-12-21T02:24:12Z,790000,65.0,45.0,1,left,MISS L. Ball 7' driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,7.88,Missed,,,,,,,,,,,,,,,,,,
81,PT06M04.00S,2021-12-21T02:23:04.8Z,1,REGULAR,rebound,defensive,[],204060,,,1610612762,17,6,2021-12-21T02:23:06Z,800000,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
82,PT05M59.00S,2021-12-21T02:23:09.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202711,88.64980289093299,95.83333333333334,1610612762,20,6,2021-12-21T02:23:18Z,810000,229.0,54.0,1,right,B. Bogdanovic 3PT step back (9 PTS) (R. O'Neale 1 AST),"[202711, 1626220]",1610612762.0,UTA,step back,,,Bogdanovic,B. Bogdanovic,,,,,23.55,Made,,,,,,,,,,9.0,,R. O'Neale,1626220.0,1.0,,,,
84,PT05M39.00S,2021-12-21T02:23:30.7Z,1,REGULAR,3pt,Jump Shot,[],1628970,17.16491458607096,5.637254901960785,1610612766,20,6,2021-12-21T02:23:37Z,830000,222.0,109.0,1,left,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,
85,PT05M35.00S,2021-12-21T02:23:34.7Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,20,6,2021-12-21T02:23:37Z,840000,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,84.0,3.0,3.0,0.0,,,,,,,,,,,,,,
86,PT05M19.00S,2021-12-21T02:23:49.3Z,1,REGULAR,turnover,bad pass,[],1626220,,,1610612762,20,6,2021-12-21T02:23:53Z,850000,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 1626162]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,1.0,,,,,,Oubre Jr.,1626162.0
