actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
377,PT06M23.00S,2021-11-30T03:32:33.0Z,3,REGULAR,substitution,in,[],200752,,,1610612757,71,56,2021-11-30T03:32:58Z,3730000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M23.00S,2021-11-30T03:32:33.0Z,3,REGULAR,substitution,in,[],203903,,,1610612757,71,56,2021-11-30T03:32:58Z,3740000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M23.00S,2021-11-30T03:32:33.0Z,3,REGULAR,substitution,in,[],1629014,,,1610612757,71,56,2021-11-30T03:32:58Z,3750000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M23.00S,2021-11-30T03:32:33.0Z,3,REGULAR,substitution,in,[],203503,,,1610612757,71,56,2021-11-30T03:32:58Z,3760000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M23.00S,2021-11-30T03:32:33.0Z,3,REGULAR,substitution,in,[],203469,,,1610612757,71,56,2021-11-30T03:32:58Z,3770000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M16.00S,2021-11-30T03:33:05.2Z,3,REGULAR,2pt,Jump Shot,[],1629014,79.31997371879106,25.245098039215684,1610612757,71,58,2021-11-30T03:33:09Z,3780000,-124.0,142.0,1,right,A. Simons 18' pullup Jump Shot (11 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,18.83,Made,,,,,,,,,,,11.0,,,,,,
383,PT06M00.00S,2021-11-30T03:33:21.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.5722733245729295,47.05882352941176,1610612762,73,58,2021-11-30T03:33:27Z,3790000,15.0,19.0,1,left,D. Mitchell driving Layup (17 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,2.38,Made,,,,,,,,,,,17.0,,,,,,
384,PT05M45.00S,2021-11-30T03:33:35.7Z,3,REGULAR,turnover,bad pass,[],1629014,,,1610612757,73,58,2021-11-30T03:33:40Z,3800000,,,0,,A. Simons bad pass TURNOVER (2 TO),"[1629014, 1628378]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,2.0,,,,,,,Mitchell,1628378.0,,,,,,,,,,,
385,PT05M45.00S,2021-11-30T03:33:35.7Z,3,REGULAR,steal,,[],1628378,,,1610612762,73,58,2021-11-30T03:33:37Z,3810000,,,0,,D. Mitchell STEAL (3 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT05M44.00S,2021-11-30T03:33:38.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628378,11.12023653088042,51.470588235294116,1610612762,75,58,2021-11-30T03:33:50Z,3820000,-7.0,52.0,1,left,D. Mitchell running DUNK (19 PTS),[1628378],1610612762.0,UTA,running,,,Mitchell,D. Mitchell,,,,,,,5.25,Made,,,,,,,,,,,19.0,,,,,,
387,PT05M44.00S,2021-11-30T03:33:44.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612757,75,58,2021-11-30T03:33:56Z,3830000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M44.00S,2021-11-30T03:34:47.3Z,3,REGULAR,substitution,out,[],203081,,,1610612757,75,58,2021-11-30T03:35:12Z,3840000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M44.00S,2021-11-30T03:34:47.3Z,3,REGULAR,substitution,in,[],203468,,,1610612757,75,58,2021-11-30T03:35:12Z,3850000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M35.00S,2021-11-30T03:35:22.8Z,3,REGULAR,3pt,Jump Shot,[],1629642,66.70499342969777,57.107843137254896,1610612757,75,61,2021-11-30T03:35:27Z,3860000,36.0,260.0,1,right,N. Little 26' 3PT  (7 PTS) (A. Simons 1 AST),"[1629642, 1629014]",1610612757.0,POR,,,,Little,N. Little,,,,,,,26.29,Made,,,,,,,,,,,7.0,A. Simons,1629014.0,1.0,,,
393,PT05M19.00S,2021-11-30T03:35:37.8Z,3,REGULAR,3pt,Jump Shot,[],200752,25.04927726675427,87.00980392156863,1610612762,78,61,2021-11-30T03:35:42Z,3880000,-185.0,183.0,1,left,R. Gay 26' 3PT  (9 PTS) (H. Whiteside 1 AST),"[200752, 202355]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,26.02,Made,,,,,,,,,,,9.0,H. Whiteside,202355.0,1.0,,,
395,PT05M06.00S,2021-11-30T03:35:51.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,91.80354796320631,43.627450980392155,1610612757,78,61,2021-11-30T03:35:55Z,3900000,-32.0,25.0,1,right,MISS N. Little driving Layup - blocked,"[1629642, 202355]",1610612757.0,POR,driving,,,Little,N. Little,,,,,,,4.02,Missed,,,,,,,,,,,,,,,Whiteside,202355.0,
396,PT05M06.00S,2021-11-30T03:35:51.1Z,3,REGULAR,block,,[],202355,,,1610612757,78,61,2021-11-30T03:35:53Z,3910000,,,0,,H. Whiteside BLOCK (2 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M04.00S,2021-11-30T03:35:53.1Z,3,REGULAR,rebound,defensive,[],202355,,,1610612762,78,61,2021-11-30T03:35:55Z,3920000,,,0,,H. Whiteside REBOUND (Off:1 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,395.0,3.0,2.0,1.0,,,,,,,,,,,,,
398,PT04M57.00S,2021-11-30T03:36:00.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,8.754927726675426,50.73529411764706,1610612762,80,61,2021-11-30T03:36:07Z,3930000,-4.0,30.0,1,left,D. Mitchell driving Layup (21 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,3.0,Made,,,,,,,,,,,21.0,,,,,,
399,PT04M39.00S,2021-11-30T03:36:18.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629642,91.5407358738502,50.245098039215684,1610612757,80,61,2021-11-30T03:36:23Z,3940000,1.0,27.0,1,right,MISS N. Little driving DUNK,[1629642],1610612757.0,POR,driving,,,Little,N. Little,,,,,,,2.7,Missed,,,,,,,,,,,,,,,,,
400,PT04M37.00S,2021-11-30T03:36:20.0Z,3,REGULAR,rebound,defensive,[],200752,,,1610612762,80,61,2021-11-30T03:36:23Z,3950000,,,0,,R. Gay REBOUND (Off:0 Def:4),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,399.0,4.0,4.0,0.0,,,,,,,,,,,,,
401,PT04M33.00S,2021-11-30T03:36:23.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],200752,29.77989487516426,26.225490196078432,1610612762,83,61,2021-11-30T03:36:47Z,3960000,119.0,227.0,1,left,R. Gay 25' 3PT pullup (12 PTS),[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,,,25.66,Made,,,,,,,,,,,12.0,,,,,,
402,PT04M13.00S,2021-11-30T03:36:44.3Z,3,REGULAR,3pt,Jump Shot,[],203503,94.69448094612353,96.56862745098039,1610612757,83,64,2021-11-30T03:36:52Z,3970000,233.0,-3.0,1,right,T. Snell 3PT  (3 PTS) (C. Zeller 1 AST),"[203503, 203469]",1610612757.0,POR,,,,Snell,T. Snell,,,,,,,23.28,Made,,,,,,,,,,,3.0,C. Zeller,203469.0,1.0,,,
404,PT04M03.00S,2021-11-30T03:36:54.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,12.171484888304862,48.529411764705884,1610612762,85,64,2021-11-30T03:37:00Z,3990000,7.0,62.0,1,left,D. Mitchell 6' driving floating Jump Shot (23 PTS),[1628378],1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,,,6.23,Made,,,,,,,,,,,23.0,,,,,,
405,PT03M49.00S,2021-11-30T03:37:07.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,90.09526938239159,34.55882352941176,1610612757,85,66,2021-11-30T03:37:11Z,4000000,-77.0,41.0,1,right,A. Simons 8' floating Jump Shot (13 PTS),[1629014],1610612757.0,POR,floating,,,Simons,A. Simons,,,,,,,8.72,Made,,,,,,,,,,,13.0,,,,,,
406,PT03M30.00S,2021-11-30T03:37:26.9Z,3,REGULAR,3pt,Jump Shot,[],1628378,33.590670170827856,18.627450980392158,1610612762,85,66,2021-11-30T03:37:32Z,4010000,157.0,263.0,1,left,MISS D. Mitchell 30' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,30.65,Missed,,,,,,,,,,,,,,,,,
407,PT03M27.00S,2021-11-30T03:37:29.9Z,3,REGULAR,rebound,defensive,[],203469,,,1610612757,85,66,2021-11-30T03:37:32Z,4020000,,,0,,C. Zeller REBOUND (Off:0 Def:3),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,406.0,3.0,3.0,0.0,,,,,,,,,,,,,
408,PT03M21.00S,2021-11-30T03:37:35.8Z,3,REGULAR,3pt,Jump Shot,[],203468,66.96780551905388,53.92156862745098,1610612757,85,69,2021-11-30T03:37:40Z,4030000,20.0,258.0,1,right,C. McCollum 25' 3PT pullup (16 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,25.87,Made,,,,,,,,,,,16.0,,,,,,
409,PT02M59.00S,2021-11-30T03:37:58.3Z,3,REGULAR,3pt,Jump Shot,[],200752,28.465834428383708,18.627450980392158,1610612762,85,69,2021-11-30T03:38:02Z,4040000,157.0,215.0,1,left,MISS R. Gay 26' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,26.62,Missed,,,,,,,,,,,,,,,,,
410,PT02M57.00S,2021-11-30T03:38:00.3Z,3,REGULAR,rebound,defensive,[],203503,,,1610612757,85,69,2021-11-30T03:38:02Z,4050000,,,0,,T. Snell REBOUND (Off:0 Def:2),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,409.0,2.0,2.0,0.0,,,,,,,,,,,,,
411,PT02M42.00S,2021-11-30T03:38:15.4Z,3,REGULAR,turnover,lost ball,[],203468,,,1610612757,85,69,2021-11-30T03:38:21Z,4060000,,,0,,C. McCollum lost ball TURNOVER (1 TO),"[203468, 1628378]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,1.0,,,,,,,Mitchell,1628378.0,,,,,,,,,,,
412,PT02M42.00S,2021-11-30T03:38:15.4Z,3,REGULAR,steal,,[],1628378,,,1610612762,85,69,2021-11-30T03:38:18Z,4070000,,,0,,D. Mitchell STEAL (4 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT02M26.00S,2021-11-30T03:38:31.4Z,3,REGULAR,turnover,lost ball,[],202711,,,1610612762,85,69,2021-11-30T03:38:47Z,4080000,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[202711, 203503]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,1.0,,,,,,,Snell,203503.0,,,,,,,,,,,
414,PT02M26.00S,2021-11-30T03:38:31.4Z,3,REGULAR,steal,,[],203503,,,1610612757,85,69,2021-11-30T03:38:34Z,4090000,,,0,,T. Snell STEAL (1 STL),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT02M21.00S,2021-11-30T03:38:36.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203503,91.80354796320631,48.77450980392157,1610612757,85,71,2021-11-30T04:00:00Z,4100000,-6.0,25.0,1,right,T. Snell Layup (5 PTS) (C. McCollum 3 AST),"[203503, 203468]",1610612757.0,POR,,,,Snell,T. Snell,,,,,,,2.52,Made,,,,,,,,,,,5.0,C. McCollum,203468.0,3.0,,,
416,PT02M21.00S,2021-11-30T03:38:52.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612762,85,71,2021-11-30T03:38:52Z,4110000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT02M21.00S,2021-11-30T03:39:46.9Z,3,REGULAR,substitution,out,[],202355,,,1610612762,85,71,2021-11-30T03:40:10Z,4120000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M21.00S,2021-11-30T03:39:46.9Z,3,REGULAR,substitution,out,[],202711,,,1610612762,85,71,2021-11-30T03:40:10Z,4130000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M21.00S,2021-11-30T03:39:46.9Z,3,REGULAR,substitution,out,[],1628378,,,1610612762,85,71,2021-11-30T03:40:10Z,4140000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M21.00S,2021-11-30T03:39:46.9Z,3,REGULAR,substitution,in,[],203497,,,1610612762,85,71,2021-11-30T03:40:10Z,4150000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M21.00S,2021-11-30T03:39:46.9Z,3,REGULAR,substitution,in,[],201144,,,1610612762,85,71,2021-11-30T03:40:10Z,4160000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M21.00S,2021-11-30T03:39:46.9Z,3,REGULAR,substitution,in,[],204060,,,1610612762,85,71,2021-11-30T03:40:10Z,4170000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M05.00S,2021-11-30T03:40:33.1Z,3,REGULAR,3pt,Jump Shot,[],200752,7.440867279894875,4.166666666666666,1610612762,85,71,2021-11-30T03:40:37Z,4180000,229.0,17.0,1,left,MISS R. Gay 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,22.99,Missed,,,,,,,,,,,,,,,,,
425,PT02M03.00S,2021-11-30T03:40:35.1Z,3,REGULAR,rebound,defensive,[],1629014,,,1610612757,85,71,2021-11-30T03:40:37Z,4190000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,424.0,1.0,1.0,0.0,,,,,,,,,,,,,
426,PT01M54.00S,2021-11-30T03:40:44.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,92.85479632063075,47.794117647058826,1610612757,85,73,2021-11-30T03:40:50Z,4200000,-11.0,15.0,1,right,C. Zeller driving DUNK (6 PTS),[203469],1610612757.0,POR,driving,,,Zeller,C. Zeller,,,,,,,1.84,Made,,,,,,,,,,,6.0,,,,,,
427,PT01M37.00S,2021-11-30T03:41:00.0Z,3,REGULAR,3pt,Jump Shot,[],203903,7.440867279894875,96.81372549019608,1610612762,88,73,2021-11-30T03:41:05Z,4210000,-234.0,17.0,1,left,J. Clarkson 3PT  (13 PTS) (J. Ingles 4 AST),"[203903, 204060]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,23.47,Made,,,,,,,,,,,13.0,J. Ingles,204060.0,4.0,,,
429,PT01M25.00S,2021-11-30T03:41:13.3Z,3,REGULAR,3pt,Jump Shot,[],1629014,71.04139290407359,21.323529411764707,1610612757,88,76,2021-11-30T03:41:18Z,4230000,-143.0,220.0,1,right,A. Simons 26' 3PT pullup (16 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,26.24,Made,,,,,,,,,,,16.0,,,,,,
430,PT01M15.00S,2021-11-30T03:41:22.6Z,3,REGULAR,3pt,Jump Shot,[],203903,10.988830486202366,95.09803921568627,1610612762,88,76,2021-11-30T03:41:28Z,4240000,-225.0,51.0,1,left,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,23.12,Missed,,,,,,,,,,,,,,,,,
431,PT01M12.00S,2021-11-30T03:41:25.6Z,3,REGULAR,rebound,offensive,[],203903,,,1610612762,88,76,2021-11-30T03:41:25Z,4250000,,,0,,J. Clarkson REBOUND (Off:2 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,430.0,4.0,2.0,2.0,,,,,,,,,,,,,
432,PT01M08.00S,2021-11-30T03:41:30.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],204060,21.369908015768726,8.57843137254902,1610612762,91,76,2021-11-30T03:41:35Z,4260000,207.0,148.0,1,left,J. Ingles 25' 3PT  (14 PTS) (J. Clarkson 3 AST),"[204060, 203903]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,25.48,Made,,,,,,,,,,,14.0,J. Clarkson,203903.0,3.0,,,
434,PT00M53.70S,2021-11-30T03:41:45.7Z,3,REGULAR,3pt,Jump Shot,[],1629014,69.99014454664915,77.69607843137256,1610612757,91,79,2021-11-30T03:41:50Z,4280000,138.0,230.0,1,right,A. Simons 26' 3PT  (19 PTS) (C. McCollum 4 AST),"[1629014, 203468]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,26.81,Made,,,,,,,,,,,19.0,C. McCollum,203468.0,4.0,,,
436,PT00M40.30S,2021-11-30T03:42:07.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201144,7.966491458607096,56.61764705882353,1610612762,91,79,2021-11-30T03:42:15Z,4300000,-33.0,22.0,1,left,MISS M. Conley driving finger roll Layup,[201144],1610612762.0,UTA,driving finger roll,,,Conley,M. Conley,,,,,,,4.0,Missed,,,,,,,,,,,,,,,,,
437,PT00M38.40S,2021-11-30T03:42:08.9Z,3,REGULAR,rebound,defensive,[],203468,,,1610612757,91,79,2021-11-30T03:42:15Z,4310000,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,436.0,3.0,2.0,1.0,,,,,,,,,,,,,
439,PT00M28.30S,2021-11-30T03:42:19.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,91.14651773981603,45.34313725490196,1610612757,91,79,2021-11-30T03:42:32Z,4330000,-23.0,31.0,1,right,MISS C. McCollum driving bank Shot,[203468],1610612757.0,POR,driving bank,,,McCollum,C. McCollum,,,,,,,3.85,Missed,,,,,,,,,,,,,,,,,
440,PT00M27.60S,2021-11-30T03:42:24.8Z,3,REGULAR,rebound,offensive,[],203469,,,1610612757,91,79,2021-11-30T03:42:24Z,4340000,,,0,,C. Zeller REBOUND (Off:1 Def:3),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,439.0,4.0,3.0,1.0,,,,,,,,,,,,,
441,PT00M27.60S,2021-11-30T03:42:24.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203469,94.40999984741211,50.0,1610612757,91,81,2021-11-30T03:42:24Z,4350000,0.0,0.0,1,right,C. Zeller tip Layup (8 PTS),[203469],1610612757.0,POR,tip,,,Zeller,C. Zeller,,,,,,,0.0,Made,,,,,,,,,,,8.0,,,,,,
442,PT00M10.00S,2021-11-30T03:42:43.0Z,3,REGULAR,3pt,Jump Shot,[],203903,5.995400788436268,3.1862745098039214,1610612762,94,81,2021-11-30T03:42:47Z,4360000,234.0,4.0,1,left,J. Clarkson 3PT  (16 PTS) (J. Ingles 5 AST),"[203903, 204060]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,23.41,Made,,,,,,,,,,,16.0,J. Ingles,204060.0,5.0,,,
444,PT00M00.00S,2021-11-30T03:42:58.3Z,3,REGULAR,3pt,Jump Shot,[],203503,93.38042049934296,96.81372549019608,1610612757,94,84,2021-11-30T03:43:02Z,4380000,234.0,10.0,1,right,T. Snell 3PT  (8 PTS) (C. McCollum 5 AST),"[203503, 203468]",1610612757.0,POR,,,,Snell,T. Snell,,,,,,,23.43,Made,,,,,,,,,,,8.0,C. McCollum,203468.0,5.0,,,
446,PT00M00.00S,2021-11-30T03:43:02.7Z,3,REGULAR,period,end,[],0,,,1610612762,94,84,2021-11-30T03:43:02Z,4400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2021-11-30T03:45:03.8Z,4,REGULAR,substitution,out,['startperiod'],1629642,,,1610612762,94,84,2021-11-30T03:45:36Z,4410000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT12M00.00S,2021-11-30T03:45:03.8Z,4,REGULAR,substitution,in,['startperiod'],1626204,,,1610612762,94,84,2021-11-30T03:45:36Z,4420000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT12M00.00S,2021-11-30T03:45:40.1Z,4,REGULAR,period,start,[],0,,,1610612757,94,84,2021-11-30T03:45:40Z,4430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT11M43.00S,2021-11-30T03:45:56.6Z,4,REGULAR,2pt,Jump Shot,[],1629014,77.34888304862024,79.41176470588235,1610612757,94,84,2021-11-30T03:46:01Z,4440000,147.0,160.0,1,right,MISS A. Simons 21' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,21.76,Missed,,,,,,,,,,,,,,,,,
451,PT11M41.00S,2021-11-30T03:45:58.6Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,94,84,2021-11-30T03:46:01Z,4450000,,,0,,R. Gobert REBOUND (Off:2 Def:10),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,450.0,12.0,10.0,2.0,,,,,,,,,,,,,
452,PT11M25.00S,2021-11-30T03:46:14.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.521024967148489,52.69607843137255,1610612762,96,84,2021-11-30T03:46:23Z,4460000,-13.0,9.0,1,left,R. Gobert DUNK (16 PTS) (J. Ingles 6 AST),"[203497, 204060]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,1.61,Made,,,,,,,,,,,16.0,J. Ingles,204060.0,6.0,,,
454,PT11M02.00S,2021-11-30T03:46:36.7Z,4,REGULAR,2pt,Jump Shot,[],1629014,75.90341655716163,37.99019607843137,1610612757,96,86,2021-11-30T03:46:40Z,4480000,-60.0,174.0,1,right,A. Simons 18' pullup Jump Shot (21 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,18.41,Made,,,,,,,,,,,21.0,,,,,,
456,PT10M50.00S,2021-11-30T03:46:49.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,8.623521681997373,47.549019607843135,1610612762,98,86,2021-11-30T03:49:23Z,4500000,12.0,29.0,1,left,R. Gobert alley-oop DUNK (18 PTS) (M. Conley 5 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,,,3.11,Made,,,,,,,,,,,18.0,M. Conley,201144.0,5.0,,,
458,PT10M39.00S,2021-11-30T03:47:00.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.59198423127464,54.65686274509803,1610612757,98,88,2021-11-30T03:47:07Z,4520000,23.0,17.0,1,right,C. McCollum driving Layup (18 PTS),[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,,,2.89,Made,,,,,,,,,,,18.0,,,,,,
459,PT10M39.00S,2021-11-30T03:47:03.6Z,4,REGULAR,foul,personal,['1freethrow'],203903,,,1610612757,98,88,2021-11-30T03:47:11Z,4530000,,,0,,J. Clarkson shooting personal FOUL (2 PF) (McCollum 1 FT),"[203903, 203468]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,1628951.0,,,,,,,,,,2.0,0.0,McCollum,203468.0,,,,,,,
461,PT10M39.00S,2021-11-30T03:47:31.6Z,4,REGULAR,freethrow,1 of 1,[],203468,,,1610612757,98,89,2021-11-30T03:47:31Z,4550000,,,0,,C. McCollum Free Throw 1 of 1 (19 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,,,,,19.0,,,,,,
462,PT10M16.00S,2021-11-30T03:47:57.6Z,4,REGULAR,3pt,Jump Shot,[],201144,33.459264126149804,23.03921568627451,1610612762,98,89,2021-11-30T03:51:21Z,4560000,135.0,262.0,1,left,MISS M. Conley 29' step back 3PT,[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,,,29.46,Missed,,,,,,,,,,,,,,,,,
463,PT10M16.00S,2021-11-30T03:47:57.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,98,89,2021-11-30T03:48:01Z,4570000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,462.0,,,,,,,,,,,,,,,,
464,PT10M16.00S,2021-11-30T03:48:01.2Z,4,REGULAR,foul,personal,[],203503,,,1610612762,98,89,2021-11-30T03:48:28Z,4580000,,,0,,T. Snell loose ball personal FOUL (1 PF),"[203503, 203497]",1610612757.0,POR,loose ball,,,Snell,T. Snell,,,,,1628951.0,,,,,,,,,,1.0,0.0,Gobert,203497.0,,,,,,,
466,PT10M07.00S,2021-11-30T03:48:34.4Z,4,REGULAR,foul,personal,['2freethrow'],203469,,,1610612762,98,89,2021-11-30T03:48:41Z,4600000,,,0,,C. Zeller shooting personal FOUL (3 PF) (Gay 2 FT),"[203469, 200752]",1610612757.0,POR,shooting,,,Zeller,C. Zeller,,,,,201639.0,,,,,,,,,,3.0,0.0,Gay,200752.0,,,,,,,
468,PT10M07.00S,2021-11-30T03:49:19.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],200752,,,1610612762,99,89,2021-11-30T03:49:19Z,4620000,,,0,,R. Gay Free Throw 1 of 2 (13 PTS),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,Made,,,,,,,,,,,13.0,,,,,,
