actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT11M14.00S,2021-11-10T02:12:03.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,1,0,2021-11-10T02:12:06Z,150000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,
17,PT11M07.00S,2021-11-10T02:12:10.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,68.01905387647832,65.68627450980392,1610612762,1,0,2021-11-10T02:12:15Z,160000,78.0,248.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,Missed,,,,,,26.02,,,,,,,,
18,PT11M05.00S,2021-11-10T02:12:12.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,1,0,2021-11-10T02:12:15Z,170000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,
19,PT10M59.00S,2021-11-10T02:12:19.0Z,1,REGULAR,turnover,lost ball,[],1629027,,,1610612737,1,0,2021-11-10T02:12:24Z,180000,,,0,,T. Young lost ball TURNOVER (1 TO),"[1629027, 201144]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,1.0,Conley,201144.0,,,,,
20,PT10M59.00S,2021-11-10T02:12:19.0Z,1,REGULAR,steal,,[],201144,,,1610612762,1,0,2021-11-10T02:12:30Z,190000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M52.00S,2021-11-10T02:12:25.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202711,72.48685939553219,78.18627450980392,1610612762,1,0,2021-11-10T02:12:30Z,200000,141.0,206.0,1,right,MISS B. Bogdanovic 24' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,Missed,,,,,,24.97,,,,,,,,
22,PT10M49.00S,2021-11-10T02:12:28.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,1,0,2021-11-10T02:12:28Z,210000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,
23,PT10M45.00S,2021-11-10T02:12:32.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,27.283180026281208,85.04901960784314,1610612737,1,3,2021-11-10T02:12:39Z,220000,-175.0,204.0,1,left,K. Huerter 26' 3PT  (3 PTS),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,Made,3.0,,,,,26.89,,,,,,,,
25,PT10M21.00S,2021-11-10T02:12:56.6Z,1,REGULAR,2pt,Jump Shot,[],1628378,89.30683311432325,66.17647058823529,1610612762,3,3,2021-11-10T02:13:02Z,230000,81.0,48.0,1,right,D. Mitchell 9' driving floating bank Jump Shot (2 PTS),[1628378],1610612762.0,UTA,driving floating bank,,,Mitchell,D. Mitchell,,,,,,,,,,Made,2.0,,,,,9.41,,,,,,,,
26,PT10M02.00S,2021-11-10T02:13:17.0Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612737,3,3,2021-11-10T02:13:24Z,240000,,,0,,R. Gobert shooting personal FOUL (1 PF) (Capela 2 FT),"[203497, 203991]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,200832.0,1.0,0.0,Capela,203991.0,,,,,,,,,,,,,,,
28,PT10M02.00S,2021-11-10T02:13:43.2Z,1,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,3,4,2021-11-10T02:13:43Z,260000,,,0,,C. Capela Free Throw 1 of 2 (1 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
29,PT10M02.00S,2021-11-10T02:13:56.5Z,1,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,3,5,2021-11-10T02:13:56Z,270000,,,0,,C. Capela Free Throw 2 of 2 (2 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
30,PT09M44.00S,2021-11-10T02:14:16.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,86.41590013140605,42.64705882352941,1610612762,5,5,2021-11-10T02:14:20Z,280000,-37.0,75.0,1,right,B. Bogdanovic 8' floating Jump Shot (2 PTS) (M. Conley 1 AST),"[202711, 201144]",1610612762.0,UTA,floating,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,Made,2.0,,,,,8.37,,,,M. Conley,201144.0,1.0,,
32,PT09M32.00S,2021-11-10T02:14:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,18.084756898817346,64.2156862745098,1610612737,5,5,2021-11-10T02:14:32Z,300000,-71.0,117.0,1,left,MISS K. Huerter 13' pullup Shot,[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,,,,,,Missed,,,,,,13.73,,,,,,,,
33,PT09M30.00S,2021-11-10T02:14:30.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,5,5,2021-11-10T02:14:32Z,310000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,
34,PT09M22.00S,2021-11-10T02:14:38.0Z,1,REGULAR,2pt,Jump Shot,[],1628378,76.82325886990802,45.83333333333333,1610612762,7,5,2021-11-10T02:14:43Z,320000,-21.0,165.0,1,right,D. Mitchell 16' pullup Jump Shot (4 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,,,Made,4.0,,,,,16.67,,,,,,,,
36,PT09M09.00S,2021-11-10T02:14:50.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,7.440867279894875,34.80392156862745,1610612737,7,7,2021-11-10T02:14:57Z,340000,76.0,17.0,1,left,T. Young 7' floating Jump Shot (2 PTS),[1629027],1610612737.0,ATL,floating,,,Young,T. Young,,,,,,,,,,Made,2.0,,,,,7.8,,,,,,,,
37,PT08M54.00S,2021-11-10T02:15:05.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.36202365308804,59.31372549019608,1610612762,10,7,2021-11-10T02:15:10Z,350000,47.0,254.0,1,right,D. Mitchell 25' 3PT  (7 PTS) (M. Conley 2 AST),"[1628378, 201144]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,Made,7.0,,,,,25.85,,,,M. Conley,201144.0,2.0,,
39,PT08M42.00S,2021-11-10T02:15:18.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,14.273981603153747,2.941176470588235,1610612737,10,7,2021-11-10T02:15:24Z,370000,235.0,82.0,1,left,MISS K. Huerter 24' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,Missed,,,,,,24.91,,,,,,,,
40,PT08M37.00S,2021-11-10T02:15:23.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,10,7,2021-11-10T02:15:24Z,380000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,39.0,3.0,3.0,0.0,,,,,,,,,
41,PT08M28.00S,2021-11-10T02:15:32.0Z,1,REGULAR,2pt,Jump Shot,[],1628378,77.61169513797634,30.88235294117647,1610612762,10,7,2021-11-10T02:15:36Z,390000,-96.0,158.0,1,right,MISS D. Mitchell 18' pullup Shot,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,,,Missed,,,,,,18.47,,,,,,,,
42,PT08M25.00S,2021-11-10T02:15:35.0Z,1,REGULAR,rebound,defensive,[],203524,,,1610612737,10,7,2021-11-10T02:15:36Z,400000,,,0,,S. Hill REBOUND (Off:1 Def:1),[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,41.0,2.0,1.0,1.0,,,,,,,,,
43,PT08M10.00S,2021-11-10T02:15:52.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,10,7,2021-11-10T02:15:53Z,410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M08.00S,2021-11-10T02:16:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,7.30946123521682,45.83333333333333,1610612737,10,9,2021-11-10T02:16:18Z,420000,21.0,16.0,1,left,K. Huerter cutting Layup (5 PTS) (T. Young 1 AST),"[1628989, 1629027]",1610612737.0,ATL,cutting,,,Huerter,K. Huerter,,,,,,,,,,Made,5.0,,,,,2.64,,,,T. Young,1629027.0,1.0,,
46,PT07M53.00S,2021-11-10T02:16:27.8Z,1,REGULAR,3pt,Jump Shot,[],1626220,68.80749014454665,76.22549019607843,1610612762,10,9,2021-11-10T02:16:33Z,440000,131.0,241.0,1,right,MISS R. O'Neale 27' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,Missed,,,,,,27.41,,,,,,,,
47,PT07M50.00S,2021-11-10T02:16:30.8Z,1,REGULAR,rebound,defensive,[],203524,,,1610612737,10,9,2021-11-10T02:16:33Z,450000,,,0,,S. Hill REBOUND (Off:1 Def:2),[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,46.0,3.0,2.0,1.0,,,,,,,,,
48,PT07M46.00S,2021-11-10T02:16:36.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203991,7.30946123521682,50.245098039215684,1610612737,10,11,2021-11-10T02:16:49Z,460000,-1.0,16.0,1,left,C. Capela Layup (4 PTS) (T. Young 2 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Made,4.0,,,,,1.62,,,,T. Young,1629027.0,2.0,,
50,PT07M46.00S,2021-11-10T02:16:39.0Z,1,REGULAR,foul,personal,['1freethrow'],1626220,,,1610612737,10,11,2021-11-10T02:16:47Z,480000,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Capela 1 FT),"[1626220, 203991]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,203591.0,1.0,0.0,Capela,203991.0,,,,,,,,,,,,,,,
52,PT07M46.00S,2021-11-10T02:17:05.0Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203991,,,1610612737,10,11,2021-11-10T02:17:07Z,500000,,,0,,MISS C. Capela Free Throw 1 of 1,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,Missed,,,,,,,,,,,,,,
53,PT07M44.00S,2021-11-10T02:17:07.0Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,10,11,2021-11-10T02:17:07Z,510000,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,
54,PT07M24.00S,2021-11-10T02:17:26.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,92.9862023653088,39.950980392156865,1610612762,12,11,2021-11-10T02:17:31Z,520000,-50.0,13.0,1,right,B. Bogdanovic turnaround bank Jump Shot (4 PTS),[202711],1610612762.0,UTA,turnaround bank,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,Made,4.0,,,,,5.2,,,,,,,,
55,PT07M13.00S,2021-11-10T02:17:39.9Z,1,REGULAR,turnover,traveling,[],1628989,,,1610612737,12,11,2021-11-10T02:17:45Z,530000,,,0,,K. Huerter traveling TURNOVER (1 TO),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,200832.0,,,,,,,,,,,,1.0,,,,,,,
56,PT06M54.00S,2021-11-10T02:18:09.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202711,84.83902759526939,47.549019607843135,1610612762,14,11,2021-11-10T02:18:20Z,540000,-12.0,90.0,1,right,B. Bogdanovic 9' driving floating Jump Shot (6 PTS),[202711],1610612762.0,UTA,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,Made,6.0,,,,,9.08,,,,,,,,
58,PT06M36.00S,2021-11-10T02:18:26.7Z,1,REGULAR,3pt,Jump Shot,[],203524,4.155716162943495,95.09803921568627,1610612737,14,11,2021-11-10T02:18:31Z,560000,-225.0,-13.0,1,left,MISS S. Hill 3PT,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,Missed,,,,,,22.59,,,,,,,,
59,PT06M33.00S,2021-11-10T02:18:29.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,14,11,2021-11-10T02:18:31Z,570000,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,58.0,4.0,4.0,0.0,,,,,,,,,
60,PT06M29.00S,2021-11-10T02:18:34.9Z,1,REGULAR,2pt,Jump Shot,[],202711,89.70105124835742,67.8921568627451,1610612762,14,11,2021-11-10T02:18:38Z,580000,89.0,44.0,1,right,MISS B. Bogdanovic 9' pullup Shot - blocked,"[202711, 203524]",1610612762.0,UTA,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,Missed,,,,,,9.99,,,,,,,Hill,203524.0
61,PT06M29.00S,2021-11-10T02:18:34.9Z,1,REGULAR,block,,[],203524,,,1610612762,14,11,2021-11-10T02:18:36Z,590000,,,0,,S. Hill BLOCK (1 BLK),[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M29.00S,2021-11-10T02:18:34.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,14,11,2021-11-10T02:18:38Z,600000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,
63,PT06M29.00S,2021-11-10T02:18:39.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,14,11,2021-11-10T02:18:39Z,610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M29.00S,2021-11-10T02:18:42.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,14,11,2021-11-10T02:18:42Z,620000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M29.00S,2021-11-10T02:21:16.2Z,1,REGULAR,substitution,out,[],201144,,,1610612762,14,11,2021-11-10T02:21:22Z,630000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M29.00S,2021-11-10T02:21:16.2Z,1,REGULAR,substitution,out,[],203497,,,1610612762,14,11,2021-11-10T02:21:22Z,640000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M29.00S,2021-11-10T02:21:16.2Z,1,REGULAR,substitution,in,[],204060,,,1610612762,14,11,2021-11-10T02:21:22Z,650000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M29.00S,2021-11-10T02:21:16.2Z,1,REGULAR,substitution,in,[],202355,,,1610612762,14,11,2021-11-10T02:21:22Z,660000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M25.00S,2021-11-10T02:21:41.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,84.70762155059133,2.696078431372549,1610612762,17,11,2021-11-10T02:21:46Z,670000,-237.0,91.0,1,right,D. Mitchell 25' 3PT  (10 PTS) (H. Whiteside 1 AST),"[1628378, 202355]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,Made,10.0,,,,,25.35,,,,H. Whiteside,202355.0,1.0,,
71,PT06M09.00S,2021-11-10T02:21:58.1Z,1,REGULAR,3pt,Jump Shot,[],1629027,30.699737187910642,32.84313725490196,1610612737,17,14,2021-11-10T02:22:03Z,690000,86.0,236.0,1,left,T. Young 25' 3PT pullup (5 PTS) (K. Huerter 1 AST),"[1629027, 1628989]",1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,,,Made,5.0,,,,,25.12,,,,K. Huerter,1628989.0,1.0,,
73,PT05M54.00S,2021-11-10T02:22:15.3Z,1,REGULAR,turnover,discontinued dribble,[],202711,,,1610612762,17,14,2021-11-10T02:22:36Z,710000,,,0,,B. Bogdanovic discontinued dribble TURNOVER (1 TO),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,1204.0,,,,,,,,,,,,1.0,,,,,,,
74,PT05M43.00S,2021-11-10T02:22:35.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628989,4.812746386333772,44.6078431372549,1610612737,17,16,2021-11-10T02:22:39Z,720000,27.0,-7.0,1,left,K. Huerter Layup (7 PTS) (S. Hill 1 AST),"[1628989, 203524]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,Made,7.0,,,,,2.8,,,,S. Hill,203524.0,1.0,,
76,PT05M31.00S,2021-11-10T02:22:46.6Z,1,REGULAR,3pt,Jump Shot,[],202711,82.86793692509855,2.941176470588235,1610612762,20,16,2021-11-10T02:22:51Z,740000,-235.0,109.0,1,right,B. Bogdanovic 25' 3PT  (9 PTS) (D. Mitchell 1 AST),"[202711, 1628378]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,Made,9.0,,,,,25.91,,,,D. Mitchell,1628378.0,1.0,,
78,PT05M15.00S,2021-11-10T02:23:06.6Z,1,REGULAR,violation,kicked ball,[],1626220,,,1610612737,20,16,2021-11-10T02:23:14Z,760000,,,0,,R. O'Neale kicked ball VIOLATION,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,1204.0,,,,,,,,,,,,,,,,,,,
79,PT05M10.00S,2021-11-10T02:23:23.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.783837056504599,46.81372549019608,1610612737,20,18,2021-11-10T02:23:29Z,770000,16.0,11.0,1,left,C. Capela alley-oop DUNK (6 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,,,,,,Made,6.0,,,,,1.95,,,,T. Young,1629027.0,3.0,,
81,PT04M42.00S,2021-11-10T02:23:51.1Z,1,REGULAR,3pt,Jump Shot,[],1626220,70.25295663600527,79.16666666666666,1610612762,23,18,2021-11-10T02:23:56Z,790000,146.0,227.0,1,right,R. O'Neale 26' 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[1626220, 202711]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,Made,3.0,,,,,26.99,,,,B. Bogdanovic,202711.0,1.0,,
83,PT04M30.00S,2021-11-10T02:24:03.2Z,1,REGULAR,3pt,Jump Shot,[],1629027,38.97831800262812,64.95098039215686,1610612737,23,21,2021-11-10T02:24:26Z,810000,-75.0,314.0,1,left,T. Young 32' 3PT pullup (8 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,,,Made,8.0,,,,,32.27,,,,,,,,
84,PT04M10.00S,2021-11-10T02:24:25.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,23,21,2021-11-10T02:24:25Z,820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M10.00S,2021-11-10T02:24:27.9Z,1,REGULAR,substitution,out,[],202711,,,1610612762,23,21,2021-11-10T02:24:35Z,830000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M10.00S,2021-11-10T02:24:27.9Z,1,REGULAR,substitution,out,[],1628378,,,1610612762,23,21,2021-11-10T02:24:35Z,840000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M10.00S,2021-11-10T02:24:27.9Z,1,REGULAR,substitution,in,[],203903,,,1610612762,23,21,2021-11-10T02:24:35Z,850000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M10.00S,2021-11-10T02:24:27.9Z,1,REGULAR,substitution,in,[],201144,,,1610612762,23,21,2021-11-10T02:24:35Z,860000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M10.00S,2021-11-10T02:24:27.9Z,1,REGULAR,substitution,out,[],203524,,,1610612762,23,21,2021-11-10T02:24:47Z,870000,,,0,,SUB out: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M10.00S,2021-11-10T02:24:27.9Z,1,REGULAR,substitution,in,[],1629629,,,1610612762,23,21,2021-11-10T02:24:47Z,880000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M01.00S,2021-11-10T02:25:02.4Z,1,REGULAR,3pt,Jump Shot,[],203903,70.90998685939553,8.57843137254902,1610612762,23,21,2021-11-10T02:25:07Z,890000,-207.0,221.0,1,right,MISS J. Clarkson 30' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,Missed,,,,,,30.28,,,,,,,,
92,PT03M58.00S,2021-11-10T02:25:05.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,23,21,2021-11-10T02:25:05Z,900000,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,91.0,3.0,3.0,0.0,,,,,,,,,
93,PT03M48.00S,2021-11-10T02:25:15.7Z,1,REGULAR,2pt,Jump Shot,[],1629027,10.726018396846255,33.33333333333333,1610612737,23,23,2021-11-10T02:25:20Z,910000,83.0,48.0,1,left,T. Young 9' driving floating bank Jump Shot (10 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,,,,,,Made,10.0,,,,,9.63,,,,,,,,
