actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M29.00S,2022-01-02T02:12:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,5.732588699080158,53.431372549019606,1610612744,0,4,2022-01-02T02:13:41Z,170000,-17.0,1.0,1,left,MISS G. Payton II driving Layup,[1627780],1610612744.0,GSW,driving,,,Payton II,G. Payton II,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,
18,PT10M26.00S,2022-01-02T02:12:21.7Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,0,4,2022-01-02T02:12:22Z,180000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M21.00S,2022-01-02T02:12:25.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202711,91.80354796320631,95.58823529411765,1610612762,3,4,2022-01-02T02:12:35Z,190000,228.0,25.0,1,right,B. Bogdanovic 3PT  (3 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,22.92,Made,,,,,3.0,,,,,,,,,,,,,
21,PT10M08.00S,2022-01-02T02:12:38.3Z,1,REGULAR,2pt,Jump Shot,[],201939,27.94021024967148,52.20588235294118,1610612744,3,4,2022-01-02T02:12:45Z,210000,-11.0,210.0,1,left,MISS S. Curry 21' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,21.04,Missed,,,,,,,,,,,,,,,,,,
22,PT10M07.00S,2022-01-02T02:12:39.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,3,4,2022-01-02T02:12:45Z,220000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT09M57.00S,2022-01-02T02:12:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,90.3580814717477,44.11764705882353,1610612762,5,4,2022-01-02T02:15:14Z,230000,-29.0,38.0,1,right,B. Bogdanovic driving finger roll Layup (5 PTS),[202711],1610612762.0,UTA,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,4.81,Made,,,,,5.0,,,,,,,,,,,,,
24,PT09M41.00S,2022-01-02T02:13:05.4Z,1,REGULAR,2pt,Jump Shot,[],203490,12.697109067017081,71.32352941176471,1610612744,5,6,2022-01-02T02:13:11Z,240000,-107.0,67.0,1,left,O. Porter Jr. 12' pullup Jump Shot (4 PTS),[203490],1610612744.0,GSW,pullup,,,Porter Jr.,O. Porter Jr.,,,,,12.59,Made,,,,,4.0,,,,,,,,,,,,,
26,PT09M27.00S,2022-01-02T02:13:20.1Z,1,REGULAR,turnover,lost ball,[],202711,,,1610612762,5,6,2022-01-02T02:13:24Z,260000,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[202711, 1626172]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,1.0,Looney,1626172.0,,,,,,,
27,PT09M27.00S,2022-01-02T02:13:20.1Z,1,REGULAR,steal,,[],1626172,,,1610612744,5,6,2022-01-02T02:13:21Z,270000,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M22.00S,2022-01-02T02:13:25.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203952,16.113666228646515,2.696078431372549,1610612744,5,9,2022-01-02T02:26:40Z,280000,237.0,99.0,1,left,A. Wiggins 25' 3PT running (3 PTS) (O. Porter Jr. 1 AST),"[203952, 203490]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,25.64,Made,,,,,3.0,O. Porter Jr.,203490.0,1.0,,,,,,,,,,
30,PT09M04.00S,2022-01-02T02:13:44.9Z,1,REGULAR,foul,personal,['3freethrow'],203952,,,1610612762,5,9,2022-01-02T02:13:55Z,300000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Mitchell 3 FT),"[203952, 1628378]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,1629175.0,1.0,0.0,Mitchell,1628378.0,,
32,PT09M04.00S,2022-01-02T02:14:21.0Z,1,REGULAR,freethrow,1 of 3,[],1628378,,,1610612762,6,9,2022-01-02T02:14:21Z,320000,,,0,,D. Mitchell Free Throw 1 of 3 (1 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
33,PT09M04.00S,2022-01-02T02:14:43.0Z,1,REGULAR,freethrow,2 of 3,[],1628378,,,1610612762,7,9,2022-01-02T02:14:43Z,330000,,,0,,D. Mitchell Free Throw 2 of 3 (2 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
34,PT09M04.00S,2022-01-02T02:15:00.6Z,1,REGULAR,freethrow,3 of 3,[],1628378,,,1610612762,8,9,2022-01-02T02:15:00Z,340000,,,0,,D. Mitchell Free Throw 3 of 3 (3 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
35,PT08M47.00S,2022-01-02T02:15:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627780,18.478975032851512,62.254901960784316,1610612744,8,9,2022-01-02T02:26:49Z,350000,-61.0,121.0,1,left,MISS G. Payton II 13' fadeaway Shot,[1627780],1610612744.0,GSW,fadeaway,,,Payton II,G. Payton II,,,,,13.58,Missed,,,,,,,,,,,,,,,,,,
36,PT08M45.00S,2022-01-02T02:15:21.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,8,9,2022-01-02T02:15:25Z,360000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT08M37.00S,2022-01-02T02:15:29.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,75.50919842312747,7.8431372549019605,1610612762,8,9,2022-01-02T02:17:09Z,370000,-211.0,178.0,1,right,MISS D. Mitchell 27' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,27.57,Missed,,,,,,,,,,,,,,,,,,
38,PT08M32.00S,2022-01-02T02:15:34.5Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,8,9,2022-01-02T02:15:35Z,380000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT08M25.00S,2022-01-02T02:15:41.7Z,1,REGULAR,turnover,bad pass,[],203952,,,1610612744,8,9,2022-01-02T02:15:45Z,390000,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 201144]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,1.0,Conley,201144.0,,,,,,,
40,PT08M25.00S,2022-01-02T02:15:41.7Z,1,REGULAR,steal,,[],201144,,,1610612762,8,9,2022-01-02T02:15:43Z,400000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M20.00S,2022-01-02T02:15:45.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,69.20170827858082,74.01960784313727,1610612762,8,9,2022-01-02T02:19:09Z,410000,120.0,237.0,1,right,MISS R. O'Neale 26' running 3PT,[1626220],1610612762.0,UTA,running,,,O'Neale,R. O'Neale,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,
42,PT08M17.00S,2022-01-02T02:15:48.9Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,8,9,2022-01-02T02:15:48Z,420000,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,41.0,3.0,2.0,1.0,,,,,,,,,,,,,,
43,PT08M16.00S,2022-01-02T02:15:50.5Z,1,REGULAR,turnover,bad pass,[],203497,,,1610612762,8,9,2022-01-02T02:15:58Z,430000,,,0,,R. Gobert bad pass TURNOVER (1 TO),"[203497, 1627780]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,1.0,Payton II,1627780.0,,,,,,,
44,PT08M16.00S,2022-01-02T02:15:50.5Z,1,REGULAR,steal,,[],1627780,,,1610612744,8,9,2022-01-02T02:15:52Z,440000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M55.00S,2022-01-02T02:16:11.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203952,5.338370565045992,19.11764705882353,1610612744,8,9,2022-01-02T02:16:34Z,450000,154.0,-2.0,1,left,MISS A. Wiggins 15' turnaround Shot,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,15.44,Missed,,,,,,,,,,,,,,,,,,
46,PT07M52.00S,2022-01-02T02:16:14.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,8,9,2022-01-02T02:16:19Z,460000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,
47,PT07M52.00S,2022-01-02T02:16:20.5Z,1,REGULAR,foul,personal,[],203497,,,1610612744,8,9,2022-01-02T02:16:28Z,470000,,,0,,R. Gobert loose ball personal FOUL (1 PF),"[203497, 203490]",1610612762.0,UTA,loose ball,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Porter Jr.,203490.0,,
49,PT07M45.00S,2022-01-02T02:16:42.3Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201939,5.601182654402102,82.59803921568627,1610612744,8,9,2022-01-02T02:20:32Z,490000,-163.0,0.0,1,left,MISS S. Curry 16' Jump Shot,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,16.3,Missed,,,,,,,,,,,,,,,,,,
50,PT07M43.00S,2022-01-02T02:16:44.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,8,9,2022-01-02T02:16:47Z,500000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,
51,PT07M43.00S,2022-01-02T02:16:47.0Z,1,REGULAR,foul,personal,[],1626172,,,1610612762,8,9,2022-01-02T02:16:53Z,510000,,,0,,K. Looney loose ball personal FOUL (1 PF),"[1626172, 203497]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Gobert,203497.0,,
53,PT07M27.00S,2022-01-02T02:17:13.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,85.23324572930355,50.73529411764706,1610612762,8,9,2022-01-02T02:21:00Z,530000,4.0,86.0,1,right,MISS M. Conley 8' driving floating Shot,[201144],1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,8.64,Missed,,,,,,,,,,,,,,,,,,
54,PT07M27.00S,2022-01-02T02:17:13.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,8,9,2022-01-02T02:17:17Z,540000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,
55,PT07M27.00S,2022-01-02T02:17:18.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,8,9,2022-01-02T02:17:18Z,550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M15.00S,2022-01-02T02:17:34.4Z,1,REGULAR,3pt,Jump Shot,[],203952,26.231931668856767,84.31372549019608,1610612744,8,9,2022-01-02T02:21:16Z,560000,-172.0,194.0,1,left,MISS A. Wiggins 25' pullup 3PT,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,
57,PT07M13.00S,2022-01-02T02:17:36.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,8,9,2022-01-02T02:17:39Z,570000,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,56.0,4.0,3.0,1.0,,,,,,,,,,,,,,
58,PT07M03.00S,2022-01-02T02:17:48.6Z,1,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612762,8,9,2022-01-02T02:17:52Z,580000,,,0,,G. Payton II shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1627780, 1628378]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Mitchell,1628378.0,,
60,PT07M03.00S,2022-01-02T02:18:19.0Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,9,9,2022-01-02T02:18:19Z,600000,,,0,,D. Mitchell Free Throw 1 of 2 (4 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
61,PT07M03.00S,2022-01-02T02:18:20.6Z,1,REGULAR,substitution,out,[],201144,,,1610612762,9,9,2022-01-02T02:18:22Z,610000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M03.00S,2022-01-02T02:18:20.6Z,1,REGULAR,substitution,in,[],204060,,,1610612762,9,9,2022-01-02T02:18:22Z,620000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M03.00S,2022-01-02T02:18:41.8Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,10,9,2022-01-02T02:18:41Z,630000,,,0,,D. Mitchell Free Throw 2 of 2 (5 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
64,PT06M51.00S,2022-01-02T02:18:55.3Z,1,REGULAR,3pt,Jump Shot,[],201939,34.247700394218136,50.73529411764706,1610612744,10,9,2022-01-02T02:19:00Z,640000,-4.0,269.0,1,left,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,
65,PT06M48.00S,2022-01-02T02:18:58.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,10,9,2022-01-02T02:19:00Z,650000,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,64.0,5.0,4.0,1.0,,,,,,,,,,,,,,
66,PT06M42.00S,2022-01-02T02:19:07.2Z,1,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612762,10,9,2022-01-02T02:19:14Z,660000,,,0,,D. Mitchell lost ball out-of-bounds TURNOVER (1 TO),[1628378],1610612762.0,UTA,lost ball,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,1.0,,,1629175.0,,,,,,
67,PT06M42.00S,2022-01-02T02:19:11.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,10,9,2022-01-02T02:19:11Z,670000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M42.00S,2022-01-02T02:21:02.1Z,1,REGULAR,substitution,out,[],203497,,,1610612744,10,9,2022-01-02T02:22:03Z,680000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M42.00S,2022-01-02T02:21:02.1Z,1,REGULAR,substitution,in,[],200752,,,1610612744,10,9,2022-01-02T02:22:03Z,690000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M27.00S,2022-01-02T02:22:28.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203490,16.63929040735874,4.6568627450980395,1610612744,10,9,2022-01-02T02:22:33Z,700000,227.0,104.0,1,left,MISS O. Porter Jr. 24' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,
71,PT06M24.00S,2022-01-02T02:22:31.7Z,1,REGULAR,rebound,offensive,[],203490,,,1610612744,10,9,2022-01-02T02:22:33Z,710000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,70.0,3.0,2.0,1.0,,,,,,,,,,,,,,
72,PT06M23.00S,2022-01-02T02:22:32.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201939,32.53942181340342,68.13725490196079,1610612744,10,12,2022-01-02T02:22:37Z,720000,-91.0,253.0,1,left,S. Curry 26' 3PT  (3 PTS) (O. Porter Jr. 2 AST),"[201939, 203490]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.91,Made,,,,,3.0,O. Porter Jr.,203490.0,2.0,,,,,,,,,,
74,PT06M10.00S,2022-01-02T02:22:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,93.11760840998686,63.23529411764706,1610612762,12,12,2022-01-02T02:22:51Z,740000,66.0,12.0,1,right,B. Bogdanovic 6' floating Jump Shot (7 PTS),[202711],1610612762.0,UTA,floating,,,Bogdanovic,B. Bogdanovic,,,,,6.73,Made,,,,,7.0,,,,,,,,,,,,,
76,PT05M55.00S,2022-01-02T02:22:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,11.251642575558476,57.107843137254896,1610612744,12,12,2022-01-02T02:23:04Z,760000,-36.0,53.0,1,left,MISS A. Wiggins 6' driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,6.4,Missed,,,,,,,,,,,,,,,,,,
77,PT05M53.00S,2022-01-02T02:23:01.8Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,12,12,2022-01-02T02:23:04Z,770000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT05M45.00S,2022-01-02T02:23:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,91.40932982917214,55.14705882352941,1610612762,14,12,2022-01-02T02:24:27Z,780000,26.0,28.0,1,right,R. O'Neale cutting Layup (2 PTS) (D. Mitchell 1 AST),"[1626220, 1628378]",1610612762.0,UTA,cutting,,,O'Neale,R. O'Neale,,,,,3.82,Made,,,,,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,
80,PT05M27.00S,2022-01-02T02:23:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,5.338370565045992,54.41176470588235,1610612744,14,14,2022-01-02T02:26:58Z,800000,-22.0,-2.0,1,left,A. Wiggins cutting Layup (5 PTS) (O. Porter Jr. 3 AST),"[203952, 203490]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,2.22,Made,,,,,5.0,O. Porter Jr.,203490.0,3.0,,,,,,,,,,
82,PT05M21.00S,2022-01-02T02:23:34.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,69.72733245729303,14.705882352941178,1610612762,14,14,2022-01-02T02:25:20Z,820000,-176.0,232.0,1,right,MISS D. Mitchell 29' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,29.16,Missed,,,,,,,,,,,,,,,,,,
83,PT05M17.00S,2022-01-02T02:23:38.8Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,14,14,2022-01-02T02:23:40Z,830000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,,
85,PT05M15.00S,2022-01-02T02:23:40.2Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,14,14,2022-01-02T02:23:45Z,850000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1628378]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,1.0,Mitchell,1628378.0,,,,,,,
86,PT05M15.00S,2022-01-02T02:23:40.2Z,1,REGULAR,steal,,[],1628378,,,1610612762,14,14,2022-01-02T02:23:42Z,860000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M11.00S,2022-01-02T02:23:44.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204060,70.38436268068331,73.77450980392157,1610612762,14,14,2022-01-02T02:25:39Z,870000,119.0,226.0,1,right,MISS J. Ingles 25' running 3PT,[204060],1610612762.0,UTA,running,,,Ingles,J. Ingles,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,
88,PT05M08.00S,2022-01-02T02:23:47.2Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,14,14,2022-01-02T02:23:48Z,880000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,87.0,4.0,3.0,1.0,,,,,,,,,,,,,,
89,PT04M57.00S,2022-01-02T02:23:58.5Z,1,REGULAR,2pt,Jump Shot,[],1626172,3.630091984231275,18.627450980392158,1610612744,14,16,2022-01-02T02:25:59Z,890000,157.0,-18.0,1,left,K. Looney 15' Jump Shot (2 PTS) (O. Porter Jr. 4 AST),"[1626172, 203490]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,15.8,Made,,,,,2.0,O. Porter Jr.,203490.0,4.0,,,,,,,,,,
91,PT04M31.00S,2022-01-02T02:24:23.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,73.53810775295663,5.392156862745098,1610612762,17,16,2022-01-02T02:24:29Z,910000,-223.0,196.0,1,right,D. Mitchell 29' 3PT step back (8 PTS),[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,29.7,Made,,,,,8.0,,,,,,,,,,,,,
