actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
44,PT08M10.00S,2022-03-13T02:16:28.9Z,1,REGULAR,3pt,Jump Shot,[],1626220,83.65637319316689,3.1862745098039214,1610612762,6,12,2022-03-13T02:16:35Z,440000,-234.0,101.0,1,right,MISS R. O'Neale 25' step back 3PT,[1626220],1610612762.0,UTA,step back,,,O'Neale,R. O'Neale,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,
45,PT08M10.00S,2022-03-13T02:16:31.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,6,12,2022-03-13T02:16:31Z,450000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,
46,PT08M10.00S,2022-03-13T02:16:32.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612762,6,12,2022-03-13T02:16:42Z,460000,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,
47,PT07M50.00S,2022-03-13T02:17:03.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,15.325229960578188,42.40196078431372,1610612758,6,12,2022-03-13T02:17:08Z,470000,38.0,92.0,1,left,MISS D. Fox 9' step back Shot,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,9.92,Missed,,,,,,,,,,,,,,,,,,
48,PT07M46.00S,2022-03-13T02:17:07.3Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,6,12,2022-03-13T02:33:14Z,480000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,,,
49,PT07M29.00S,2022-03-13T02:17:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,92.85479632063075,53.67647058823529,1610612762,8,12,2022-03-13T02:17:28Z,490000,18.0,15.0,1,right,R. O'Neale cutting Layup (2 PTS) (B. Bogdanovic 1 AST),"[1626220, 202711]",1610612762.0,UTA,cutting,,,O'Neale,R. O'Neale,,,,,2.36,Made,,,,,,,,2.0,,,,,,B. Bogdanovic,202711.0,1.0,,
51,PT07M10.00S,2022-03-13T02:17:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,7.046649145860711,44.36274509803921,1610612758,8,14,2022-03-13T02:17:47Z,510000,28.0,14.0,1,left,T. Lyles driving Layup (2 PTS),[1626168],1610612758.0,SAC,driving,,,Lyles,T. Lyles,,,,,3.14,Made,,,,,,,,2.0,,,,,,,,,,
52,PT06M58.00S,2022-03-13T02:17:54.4Z,1,REGULAR,3pt,Jump Shot,[],1626220,87.07293035479631,3.431372549019608,1610612762,11,14,2022-03-13T02:17:59Z,520000,-233.0,69.0,1,right,R. O'Neale 24' 3PT  (5 PTS) (D. Mitchell 1 AST),"[1626220, 1628378]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,24.28,Made,,,,,,,,5.0,,,,,,D. Mitchell,1628378.0,1.0,,
54,PT06M48.00S,2022-03-13T02:18:04.4Z,1,REGULAR,3pt,Jump Shot,[],1628368,29.25427069645204,68.87254901960785,1610612758,11,17,2022-03-13T02:18:09Z,540000,-94.0,222.0,1,left,D. Fox 24' 3PT  (8 PTS) (D. Jones 1 AST),"[1628368, 1627745]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,24.17,Made,,,,,,,,8.0,,,,,,D. Jones,1627745.0,1.0,,
56,PT06M47.00S,2022-03-13T02:18:12.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,11,17,2022-03-13T02:18:12Z,560000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M47.00S,2022-03-13T02:20:35.8Z,1,REGULAR,substitution,out,[],202355,,,1610612762,11,17,2022-03-13T02:21:03Z,570000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M47.00S,2022-03-13T02:20:35.8Z,1,REGULAR,substitution,out,[],1627863,,,1610612762,11,17,2022-03-13T02:21:03Z,580000,,,0,,SUB out: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M47.00S,2022-03-13T02:20:35.8Z,1,REGULAR,substitution,in,[],1629672,,,1610612762,11,17,2022-03-13T02:21:03Z,590000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M47.00S,2022-03-13T02:20:35.8Z,1,REGULAR,substitution,in,[],203903,,,1610612762,11,17,2022-03-13T02:21:03Z,600000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M37.00S,2022-03-13T02:21:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.85479632063075,54.166666666666664,1610612762,13,17,2022-03-13T02:21:28Z,610000,21.0,15.0,1,right,D. Mitchell driving Layup (6 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,2.55,Made,,,,,,,,6.0,,,,,,,,,,
63,PT06M30.00S,2022-03-13T02:21:35.2Z,1,REGULAR,foul,personal,[],1626220,,,1610612758,13,17,2022-03-13T02:21:40Z,620000,,,0,,R. O'Neale personal FOUL (1 PF),"[1626220, 203084]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,1148.0,1.0,0.0,Barnes,203084.0,,,,,
65,PT06M30.00S,2022-03-13T02:21:38.6Z,1,REGULAR,substitution,out,[],1627745,,,1610612758,13,17,2022-03-13T02:21:43Z,640000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M30.00S,2022-03-13T02:21:38.6Z,1,REGULAR,substitution,in,[],1626158,,,1610612758,13,17,2022-03-13T02:21:43Z,650000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M21.00S,2022-03-13T02:21:58.2Z,1,REGULAR,turnover,bad pass,[],1628368,,,1610612758,13,17,2022-03-13T02:27:42Z,660000,,,0,,D. Fox bad pass TURNOVER (1 TO),"[1628368, 1628378]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,1.0,Mitchell,1628378.0,,,,,,,,,,,
68,PT06M21.00S,2022-03-13T02:21:58.2Z,1,REGULAR,steal,,[],1628378,,,1610612762,13,17,2022-03-13T02:21:59Z,670000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M15.00S,2022-03-13T02:22:04.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203903,67.88764783180025,58.82352941176471,1610612762,16,17,2022-03-13T02:22:18Z,680000,44.0,249.0,1,right,J. Clarkson 25' 3PT step back (3 PTS),[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,25.33,Made,,,,,,,,3.0,,,,,,,,,,
70,PT05M57.00S,2022-03-13T02:22:21.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,15.900131406044679,41.64368872549019,1610612758,16,19,2022-03-13T02:28:49Z,690000,42.0,97.0,1,left,D. Fox 10' pullup Jump Shot (10 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,10.56,Made,,,,,,,,10.0,,,,,,,,,,
71,PT05M45.00S,2022-03-13T02:22:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,91.80354796320631,56.61764705882353,1610612762,18,19,2022-03-13T02:22:40Z,700000,33.0,25.0,1,right,D. Mitchell driving Layup (8 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,4.12,Made,,,,,,,,8.0,,,,,,,,,,
72,PT05M26.00S,2022-03-13T02:22:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,7.046649145860711,59.31372549019608,1610612758,18,19,2022-03-13T02:23:01Z,710000,-47.0,14.0,1,left,MISS D. Fox driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,4.86,Missed,,,,,,,,,,,,,,,,,,
73,PT05M24.00S,2022-03-13T02:22:55.8Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,18,19,2022-03-13T02:23:01Z,720000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT05M18.00S,2022-03-13T02:23:01.3Z,1,REGULAR,3pt,Jump Shot,[],202711,67.49342969776609,48.77450980392157,1610612762,21,19,2022-03-13T02:30:55Z,730000,-6.0,253.0,1,right,B. Bogdanovic 25' 3PT step back (5 PTS),[202711],1610612762.0,UTA,step back,,,Bogdanovic,B. Bogdanovic,,,,,25.32,Made,,,,,,,,5.0,,,,,,,,,,
75,PT04M59.00S,2022-03-13T02:23:23.7Z,1,REGULAR,violation,kicked ball,[],1626220,,,1610612758,21,19,2022-03-13T02:23:35Z,740000,,,0,,R. O'Neale kicked ball VIOLATION,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,200833.0,,,,,,,,,
76,PT04M59.00S,2022-03-13T02:23:26.6Z,1,REGULAR,substitution,out,[],203200,,,1610612758,21,19,2022-03-13T02:23:28Z,750000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M59.00S,2022-03-13T02:23:26.6Z,1,REGULAR,substitution,in,[],1628978,,,1610612758,21,19,2022-03-13T02:23:28Z,760000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M53.00S,2022-03-13T02:23:50.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,29.517082785808146,71.32352941176471,1610612758,21,22,2022-03-13T02:23:55Z,770000,-107.0,225.0,1,left,D. Fox 24' 3PT step back (13 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,24.9,Made,,,,,,,,13.0,,,,,,,,,,
79,PT04M40.00S,2022-03-13T02:24:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.72339027595268,43.872549019607845,1610612762,21,22,2022-03-13T02:24:07Z,780000,-31.0,16.0,1,right,MISS D. Mitchell driving reverse Layup,[1628378],1610612762.0,UTA,driving reverse,,,Mitchell,D. Mitchell,,,,,3.45,Missed,,,,,,,,,,,,,,,,,,
80,PT04M39.00S,2022-03-13T02:24:04.1Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,21,22,2022-03-13T02:24:04Z,790000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,,
81,PT04M31.00S,2022-03-13T02:24:11.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,14.011169513797633,48.28431372549019,1610612758,21,24,2022-03-13T02:24:17Z,800000,9.0,79.0,1,left,R. Holmes 7' floating Jump Shot (2 PTS) (D. DiVincenzo 1 AST),"[1626158, 1628978]",1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,7.97,Made,,,,,,,,2.0,,,,,,D. DiVincenzo,1628978.0,1.0,,
83,PT04M18.00S,2022-03-13T02:24:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,91.5407358738502,54.166666666666664,1610612762,23,24,2022-03-13T02:24:55Z,820000,21.0,27.0,1,right,J. Clarkson driving floating bank Jump Shot (5 PTS),[203903],1610612762.0,UTA,driving floating bank,,,Clarkson,J. Clarkson,,,,,3.41,Made,,,,,,,,5.0,,,,,,,,,,
84,PT04M07.00S,2022-03-13T02:24:35.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626168,5.732588699080158,52.69607843137255,1610612758,23,26,2022-03-13T02:24:40Z,830000,-13.0,1.0,1,left,T. Lyles DUNK (4 PTS) (D. Fox 3 AST),"[1626168, 1628368]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,1.36,Made,,,,,,,,4.0,,,,,,D. Fox,1628368.0,3.0,,
86,PT03M42.00S,2022-03-13T02:25:03.5Z,1,REGULAR,foul,personal,['2freethrow'],203084,,,1610612762,23,26,2022-03-13T02:25:16Z,850000,,,0,,H. Barnes shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[203084, 202711]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,,,,,,,,,,,200833.0,1.0,0.0,Bogdanovic,202711.0,,,,,
88,PT03M42.00S,2022-03-13T02:25:26.4Z,1,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,24,26,2022-03-13T02:25:26Z,870000,,,0,,B. Bogdanovic Free Throw 1 of 2 (6 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
89,PT03M42.00S,2022-03-13T02:25:28.1Z,1,REGULAR,substitution,out,[],1626168,,,1610612762,24,26,2022-03-13T02:25:30Z,880000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
