actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
186,PT12M00.00S,2021-12-24T02:39:09.3Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612750,35,27,2021-12-24T02:39:50Z,1860000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2021-12-24T02:39:09.3Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612750,35,27,2021-12-24T02:39:50Z,1870000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2021-12-24T02:39:59.2Z,2,REGULAR,period,start,[],0,,,1610612750,35,27,2021-12-24T02:39:59Z,1880000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT12M00.00S,2021-12-24T02:40:05.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612750,35,27,2021-12-24T02:45:37Z,1885000,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M47.00S,2021-12-24T02:40:11.3Z,2,REGULAR,3pt,Jump Shot,[],1626156,30.436925098554536,25.735294117647058,1610612750,35,27,2021-12-24T02:40:17Z,1890000,121.0,234.0,1,left,MISS D. Russell 26' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,,
190,PT11M45.00S,2021-12-24T02:40:13.3Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,35,27,2021-12-24T02:40:17Z,1900000,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,189.0,3.0,3.0,0.0,,,,,,,,,,,,,
191,PT11M35.00S,2021-12-24T02:40:25.5Z,2,REGULAR,turnover,out-of-bounds,[],203497,,,1610612762,35,27,2021-12-24T02:40:34Z,1910000,,,0,,R. Gobert bad pass out-of-bounds TURNOVER (1 TO),[203497],1610612762.0,UTA,bad pass,,,Gobert,R. Gobert,,,,,,,,,,,,,1.0,,,,,,,1204.0,,,,,
192,PT11M21.00S,2021-12-24T02:40:47.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630233,30.305519053876477,66.66666666666666,1610612750,35,27,2021-12-24T02:40:52Z,1920000,-83.0,232.0,1,left,MISS N. Knight 24' 3PT,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,,
193,PT11M17.00S,2021-12-24T02:40:51.7Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,35,27,2021-12-24T02:40:52Z,1930000,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,192.0,4.0,4.0,0.0,,,,,,,,,,,,,
194,PT11M09.00S,2021-12-24T02:40:59.6Z,2,REGULAR,3pt,Jump Shot,[],204060,74.98357424441524,82.59803921568627,1610612762,35,27,2021-12-24T02:41:04Z,1940000,163.0,183.0,1,right,MISS J. Ingles 24' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,24.48,Missed,,,,,,,,,,,,,,,,,,,
195,PT11M07.00S,2021-12-24T02:41:01.6Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,35,27,2021-12-24T02:41:04Z,1950000,,,0,,D. Russell REBOUND (Off:0 Def:3),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,194.0,3.0,3.0,0.0,,,,,,,,,,,,,
196,PT11M02.00S,2021-12-24T02:41:07.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,26.49474375821288,17.647058823529413,1610612750,35,27,2021-12-24T02:41:14Z,1960000,162.0,197.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
197,PT10M58.00S,2021-12-24T02:41:11.4Z,2,REGULAR,rebound,defensive,[],200752,,,1610612762,35,27,2021-12-24T02:41:14Z,1970000,,,0,,R. Gay REBOUND (Off:1 Def:2),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,196.0,3.0,2.0,1.0,,,,,,,,,,,,,
198,PT10M53.00S,2021-12-24T02:41:17.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,35,27,2021-12-24T02:41:17Z,1980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M46.00S,2021-12-24T02:41:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,87.86136662286465,50.0,1610612762,35,27,2021-12-24T02:41:51Z,1990000,0.0,62.0,1,right,MISS J. Clarkson 6' driving finger roll Layup,[203903],1610612762.0,UTA,driving finger roll,,,Clarkson,J. Clarkson,,,,,6.16,Missed,,,,,,,,,,,,,,,,,,,
200,PT10M43.00S,2021-12-24T02:41:43.1Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,35,27,2021-12-24T02:41:51Z,2000000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,,,,
201,PT10M37.00S,2021-12-24T02:41:48.4Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1627736,19.136005256241788,26.225490196078432,1610612750,35,29,2021-12-24T02:41:57Z,2010000,119.0,127.0,1,left,M. Beasley 17' pullup Jump Shot (8 PTS),[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,17.43,Made,,,,,,,,,,8.0,,,,,,,,,
202,PT10M18.00S,2021-12-24T02:42:08.0Z,2,REGULAR,3pt,Jump Shot,[],203903,67.36202365308804,42.8921568627451,1610612762,35,29,2021-12-24T02:42:13Z,2020000,-36.0,254.0,1,right,MISS J. Clarkson 25' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
203,PT10M16.00S,2021-12-24T02:42:10.0Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,35,29,2021-12-24T02:42:13Z,2030000,,,0,,D. Russell REBOUND (Off:0 Def:4),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,202.0,4.0,4.0,0.0,,,,,,,,,,,,,
204,PT10M08.00S,2021-12-24T02:42:18.0Z,2,REGULAR,2pt,Jump Shot,[],1626156,21.632720105124836,74.01960784313727,1610612750,35,31,2021-12-24T02:42:22Z,2040000,-120.0,151.0,1,left,D. Russell 19' step back Jump Shot (2 PTS),[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,19.28,Made,,,,,,,,,,2.0,,,,,,,,,
205,PT09M47.00S,2021-12-24T02:42:41.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204060,89.70105124835742,38.72549019607843,1610612762,37,31,2021-12-24T02:43:37Z,2050000,-56.0,44.0,1,right,J. Ingles 7' driving Layup (5 PTS),[204060],1610612762.0,UTA,driving,,,Ingles,J. Ingles,,,,,7.17,Made,,,,,,,,,,5.0,,,,,,,,,
206,PT09M47.00S,2021-12-24T02:42:44.3Z,2,REGULAR,foul,personal,['1freethrow'],1629162,,,1610612762,37,31,2021-12-24T02:42:49Z,2060000,,,0,,J. McLaughlin shooting personal FOUL (1 PF) (Ingles 1 FT),"[1629162, 204060]",1610612750.0,MIN,shooting,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Ingles,204060.0,
208,PT09M47.00S,2021-12-24T02:42:50.8Z,2,REGULAR,substitution,out,[],201144,,,1610612762,37,31,2021-12-24T02:43:37Z,2080000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M47.00S,2021-12-24T02:42:50.8Z,2,REGULAR,substitution,in,[],1630235,,,1610612762,37,31,2021-12-24T02:43:37Z,2090000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M47.00S,2021-12-24T02:43:14.5Z,2,REGULAR,freethrow,1 of 1,[],204060,,,1610612762,38,31,2021-12-24T02:43:14Z,2100000,,,0,,J. Ingles Free Throw 1 of 1 (6 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
211,PT09M35.00S,2021-12-24T02:43:27.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,9.017739816031538,37.99019607843137,1610612750,38,33,2021-12-24T02:43:34Z,2110000,60.0,32.0,1,left,D. Russell 6' driving Layup (4 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,6.81,Made,,,,,,,,,,4.0,,,,,,,,,
212,PT09M22.00S,2021-12-24T02:43:46.3Z,2,REGULAR,turnover,out-of-bounds,[],204060,,,1610612762,38,33,2021-12-24T02:43:54Z,2120000,,,0,,J. Ingles bad pass out-of-bounds TURNOVER (2 TO),[204060],1610612762.0,UTA,bad pass,,,Ingles,J. Ingles,,,,,,,,,,,,,2.0,,,,,,,202053.0,,,,,
213,PT09M22.00S,2021-12-24T02:43:52.5Z,2,REGULAR,substitution,out,[],1630233,,,1610612750,38,33,2021-12-24T02:43:57Z,2130000,,,0,,SUB out: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M22.00S,2021-12-24T02:43:52.5Z,2,REGULAR,substitution,in,[],1627774,,,1610612750,38,33,2021-12-24T02:43:57Z,2140000,,,0,,SUB in: J. Layman,[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M05.00S,2021-12-24T02:44:18.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629675,12.697109067017081,57.107843137254896,1610612750,38,33,2021-12-24T02:44:24Z,2150000,-36.0,67.0,1,left,MISS N. Reid 7' turnaround Shot,[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,7.57,Missed,,,,,,,,,,,,,,,,,,,
216,PT09M02.00S,2021-12-24T02:44:21.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,38,33,2021-12-24T02:44:24Z,2160000,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,215.0,5.0,5.0,0.0,,,,,,,,,,,,,
217,PT08M50.00S,2021-12-24T02:44:33.7Z,2,REGULAR,2pt,Jump Shot,[],200752,85.23324572930355,32.84313725490196,1610612762,38,33,2021-12-24T02:44:39Z,2170000,-86.0,86.0,1,right,MISS R. Gay 12' pullup Shot,[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,12.17,Missed,,,,,,,,,,,,,,,,,,,
218,PT08M47.00S,2021-12-24T02:44:36.7Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,38,33,2021-12-24T02:44:39Z,2180000,,,0,,N. Reid REBOUND (Off:1 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,217.0,4.0,3.0,1.0,,,,,,,,,,,,,
219,PT08M30.00S,2021-12-24T02:44:53.7Z,2,REGULAR,3pt,Jump Shot,[],1627736,22.946780551905388,8.57843137254902,1610612750,38,36,2021-12-24T02:44:58Z,2190000,207.0,163.0,1,left,M. Beasley 26' 3PT  (11 PTS) (D. Russell 5 AST),"[1627736, 1626156]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,26.37,Made,,,,,,,,,,11.0,D. Russell,1626156.0,5.0,,,,,,
221,PT08M15.00S,2021-12-24T02:45:07.9Z,2,REGULAR,3pt,Jump Shot,[],203903,66.5735873850197,33.57843137254902,1610612762,38,36,2021-12-24T02:45:14Z,2210000,-82.0,262.0,1,right,MISS J. Clarkson 27' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,27.43,Missed,,,,,,,,,,,,,,,,,,,
222,PT08M12.00S,2021-12-24T02:45:10.9Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,38,36,2021-12-24T02:46:34Z,2220000,,,0,,R. Gobert REBOUND (Off:1 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,221.0,6.0,5.0,1.0,,,,,,,,,,,,,
223,PT08M06.00S,2021-12-24T02:45:19.5Z,2,REGULAR,foul,personal,['2freethrow'],1629162,,,1610612762,38,36,2021-12-24T02:45:24Z,2230000,,,0,,J. McLaughlin shooting personal FOUL (2 PF) (Gobert 2 FT),"[1629162, 203497]",1610612750.0,MIN,shooting,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,202053.0,2.0,0.0,Gobert,203497.0,
226,PT08M06.00S,2021-12-24T02:45:48.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612762,39,36,2021-12-24T02:45:48Z,2250000,,,0,,R. Gobert Free Throw 1 of 2 (1 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
227,PT08M06.00S,2021-12-24T02:45:52.6Z,2,REGULAR,substitution,out,[],1630235,,,1610612762,39,36,2021-12-24T02:46:14Z,2260000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M06.00S,2021-12-24T02:45:52.6Z,2,REGULAR,substitution,out,[],1629162,,,1610612762,39,36,2021-12-24T02:46:14Z,2270000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M06.00S,2021-12-24T02:45:52.6Z,2,REGULAR,substitution,in,[],1628378,,,1610612762,39,36,2021-12-24T02:46:14Z,2280000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M06.00S,2021-12-24T02:45:52.6Z,2,REGULAR,substitution,in,[],1630183,,,1610612762,39,36,2021-12-24T02:46:14Z,2290000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M06.00S,2021-12-24T02:46:30.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612762,40,36,2021-12-24T02:46:30Z,2300000,,,0,,R. Gobert Free Throw 2 of 2 (2 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
232,PT07M55.00S,2021-12-24T02:46:42.4Z,2,REGULAR,turnover,bad pass,[],1630183,,,1610612750,40,36,2021-12-24T02:46:54Z,2310000,,,0,,J. McDaniels bad pass TURNOVER (3 TO),"[1630183, 204060]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,3.0,Ingles,204060.0,,,,,,,,,,
233,PT07M55.00S,2021-12-24T02:46:42.4Z,2,REGULAR,steal,,[],204060,,,1610612762,40,36,2021-12-24T02:46:45Z,2320000,,,0,,J. Ingles STEAL (3 STL),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M49.00S,2021-12-24T02:46:48.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203497,92.59198423127464,55.14705882352941,1610612762,42,36,2021-12-24T02:46:55Z,2330000,26.0,17.0,1,right,R. Gobert alley-oop DUNK (4 PTS) (J. Ingles 4 AST),"[203497, 204060]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,3.09,Made,,,,,,,,,,4.0,J. Ingles,204060.0,4.0,,,,,,
236,PT07M38.00S,2021-12-24T02:48:01.0Z,2,REGULAR,foul,offensive,[],1627774,,,1610612750,42,36,2021-12-24T02:48:51Z,2350000,,,0,,J. Layman offensive FOUL (2 PF),"[1627774, 204060]",1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Ingles,204060.0,
238,PT07M38.00S,2021-12-24T02:48:01.0Z,2,REGULAR,turnover,offensive foul,[],1627774,,,1610612750,42,36,2021-12-24T02:48:51Z,2370000,,,0,,J. Layman offensive foul TURNOVER (1 TO),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,1.0,,,,,,,202053.0,,,,,
239,PT07M38.00S,2021-12-24T02:48:20.2Z,2,REGULAR,foul,technical,['1freethrow'],204060,,,1610612762,42,36,2021-12-24T02:48:54Z,2380000,,,0,,J. Ingles technical FOUL (1 Tech),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,1179.0,0.0,1.0,,,
240,PT07M38.00S,2021-12-24T02:48:29.3Z,2,REGULAR,freethrow,1 of 1,[],1626156,,,1610612762,42,37,2021-12-24T02:49:54Z,2390000,,,0,,D. Russell technical Free Throw 1 of 1 (5 PTS),[1626156],1610612750.0,MIN,technical,,,Russell,D. Russell,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
241,PT07M38.00S,2021-12-24T02:48:33.3Z,2,REGULAR,substitution,out,[],203497,,,1610612762,42,37,2021-12-24T02:48:35Z,2400000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M38.00S,2021-12-24T02:48:33.3Z,2,REGULAR,substitution,in,[],202355,,,1610612762,42,37,2021-12-24T02:48:35Z,2410000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M25.00S,2021-12-24T02:49:48.4Z,2,REGULAR,turnover,3-second-violation,[],202355,,,1610612762,42,37,2021-12-24T02:49:56Z,2420000,,,0,,H. Whiteside 3-second-violation TURNOVER (1 TO),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,1.0,,,,,,,1179.0,,,,,
244,PT07M16.00S,2021-12-24T02:50:10.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627736,9.806176084099869,45.588235294117645,1610612750,42,37,2021-12-24T02:50:16Z,2430000,22.0,40.0,1,left,MISS M. Beasley driving Layup - blocked,"[1627736, 203903]",1610612750.0,MIN,driving,,,Beasley,M. Beasley,,,,,4.54,Missed,Clarkson,203903.0,,,,,,,,,,,,,,,,,
245,PT07M16.00S,2021-12-24T02:50:10.1Z,2,REGULAR,block,,[],203903,,,1610612750,42,37,2021-12-24T02:50:11Z,2440000,,,0,,J. Clarkson BLOCK (1 BLK),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M13.00S,2021-12-24T02:50:13.1Z,2,REGULAR,rebound,offensive,[],1627736,,,1610612750,42,37,2021-12-24T02:50:16Z,2450000,,,0,,M. Beasley REBOUND (Off:1 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,244.0,2.0,1.0,1.0,,,,,,,,,,,,,
247,PT07M11.00S,2021-12-24T02:50:13.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627736,7.178055190538765,49.50980392156863,1610612750,42,39,2021-12-24T02:50:20Z,2460000,2.0,15.0,1,left,M. Beasley putback Layup (13 PTS),[1627736],1610612750.0,MIN,putback,,,Beasley,M. Beasley,,,,,1.52,Made,,,,,,,,,,13.0,,,,,,,,,
248,PT07M07.00S,2021-12-24T02:50:17.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],204060,80.1084099868594,91.17647058823529,1610612762,45,39,2021-12-24T02:50:24Z,2470000,206.0,134.0,1,right,J. Ingles 24' 3PT  (9 PTS) (D. Mitchell 2 AST),"[204060, 1628378]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,24.59,Made,,,,,,,,,,9.0,D. Mitchell,1628378.0,2.0,,,,,,
250,PT06M55.00S,2021-12-24T02:50:29.9Z,2,REGULAR,3pt,Jump Shot,[],1630183,10.988830486202366,3.431372549019608,1610612750,45,42,2021-12-24T02:50:37Z,2490000,233.0,51.0,1,left,J. McDaniels 3PT  (9 PTS) (D. Russell 6 AST),"[1630183, 1626156]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,23.83,Made,,,,,,,,,,9.0,D. Russell,1626156.0,6.0,,,,,,
252,PT06M44.00S,2021-12-24T02:50:41.6Z,2,REGULAR,turnover,lost ball,[],1628378,,,1610612762,45,42,2021-12-24T02:50:46Z,2510000,,,0,,D. Mitchell lost ball TURNOVER (2 TO),"[1628378, 1630183]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,2.0,McDaniels,1630183.0,,,,,,,,,,
253,PT06M44.00S,2021-12-24T02:50:41.6Z,2,REGULAR,steal,,[],1630183,,,1610612750,45,42,2021-12-24T02:50:43Z,2520000,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M43.00S,2021-12-24T02:50:50.2Z,2,REGULAR,foul,personal,[],200752,,,1610612750,45,42,2021-12-24T02:50:59Z,2530000,,,0,,R. Gay take personal FOUL (2 PF),"[200752, 1626156]",1610612762.0,UTA,take,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Russell,1626156.0,
256,PT06M43.00S,2021-12-24T02:50:59.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,45,42,2021-12-24T02:50:59Z,2550000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M43.00S,2021-12-24T02:52:26.4Z,2,REGULAR,substitution,out,[],204060,,,1610612750,45,42,2021-12-24T02:53:37Z,2560000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M43.00S,2021-12-24T02:52:26.4Z,2,REGULAR,substitution,out,[],200752,,,1610612750,45,42,2021-12-24T02:53:37Z,2570000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M43.00S,2021-12-24T02:52:26.4Z,2,REGULAR,substitution,in,[],1626220,,,1610612750,45,42,2021-12-24T02:53:37Z,2580000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M43.00S,2021-12-24T02:52:26.4Z,2,REGULAR,substitution,in,[],202711,,,1610612750,45,42,2021-12-24T02:53:37Z,2590000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M31.00S,2021-12-24T02:53:59.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,8.754927726675426,3.9215686274509802,1610612750,45,42,2021-12-24T02:54:05Z,2600000,230.0,30.0,1,left,MISS M. Beasley pullup 3PT,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,,
262,PT06M28.00S,2021-12-24T02:54:02.4Z,2,REGULAR,rebound,offensive,[],1627774,,,1610612750,45,42,2021-12-24T02:54:05Z,2610000,,,0,,J. Layman REBOUND (Off:2 Def:2),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,261.0,4.0,2.0,2.0,,,,,,,,,,,,,
263,PT06M26.00S,2021-12-24T02:54:04.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627774,5.206964520367937,55.392156862745104,1610612750,45,44,2021-12-24T02:54:10Z,2620000,-27.0,-4.0,1,left,J. Layman putback Layup (6 PTS),[1627774],1610612750.0,MIN,putback,,,Layman,J. Layman,,,,,2.72,Made,,,,,,,,,,6.0,,,,,,,,,
264,PT06M04.00S,2021-12-24T02:54:26.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202355,89.43823915900131,48.529411764705884,1610612762,47,44,2021-12-24T02:54:32Z,2630000,-7.0,47.0,1,right,H. Whiteside turnaround Hook (6 PTS),[202355],1610612762.0,UTA,turnaround,,,Whiteside,H. Whiteside,,,,,4.74,Made,,,,,,,,,,6.0,,,,,,,,,
265,PT05M50.00S,2021-12-24T02:54:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,6.258212877792378,54.65686274509803,1610612750,47,44,2021-12-24T02:55:21Z,2640000,-23.0,6.0,1,left,MISS J. McDaniels driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,,
266,PT05M50.00S,2021-12-24T02:54:40.1Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,47,44,2021-12-24T02:55:21Z,2650000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,265.0,2.0,1.0,1.0,,,,,,,,,,,,,
267,PT05M50.00S,2021-12-24T02:54:44.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,5.590000152587891,50.0,1610612750,47,46,2021-12-24T02:54:44Z,2660000,0.0,0.0,1,left,J. McDaniels tip Layup (11 PTS),[1630183],1610612750.0,MIN,tip,,,McDaniels,J. McDaniels,,,,,0.0,Made,,,,,,,,,,11.0,,,,,,,,,
268,PT05M50.00S,2021-12-24T02:54:45.4Z,2,REGULAR,foul,personal,['1freethrow'],202355,,,1610612750,47,46,2021-12-24T02:54:58Z,2670000,,,0,,H. Whiteside shooting personal FOUL (2 PF) (McDaniels 1 FT),"[202355, 1630183]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,McDaniels,1630183.0,
270,PT05M50.00S,2021-12-24T02:55:10.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630183,,,1610612750,47,47,2021-12-24T02:55:10Z,2690000,,,0,,J. McDaniels Free Throw 1 of 1 (12 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
