actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
23,PT10M29.00S,2021-12-24T02:12:15.8Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612750,2,2,2021-12-24T02:12:19Z,230000,,,0,,D. Russell bad pass TURNOVER (2 TO),"[1626156, 203497]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,2.0,Gobert,203497.0,,,,,,,,,,
24,PT10M29.00S,2021-12-24T02:12:15.8Z,1,REGULAR,steal,,[],203497,,,1610612762,2,2,2021-12-24T02:12:17Z,240000,,,0,,R. Gobert STEAL (1 STL),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M19.00S,2021-12-24T02:12:25.9Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612762,2,2,2021-12-24T02:12:29Z,250000,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1627736]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,1.0,Beasley,1627736.0,,,,,,,,,,
26,PT10M19.00S,2021-12-24T02:12:25.9Z,1,REGULAR,steal,,[],1627736,,,1610612750,2,2,2021-12-24T02:12:27Z,260000,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M13.00S,2021-12-24T02:12:31.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630183,26.231931668856767,17.401960784313726,1610612750,2,2,2021-12-24T02:12:39Z,270000,163.0,194.0,1,left,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
28,PT10M10.00S,2021-12-24T02:12:34.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,2,2,2021-12-24T02:12:39Z,280000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,
30,PT10M01.00S,2021-12-24T02:12:46.8Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612762,2,2,2021-12-24T02:12:59Z,300000,,,0,,N. Reid shooting personal FOUL (1 PF) (Gobert 2 FT),"[1629675, 203497]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Gobert,203497.0,
32,PT10M01.00S,2021-12-24T02:13:14.9Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,2,2,2021-12-24T02:13:14Z,320000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,,
33,PT10M01.00S,2021-12-24T02:13:14.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,2,2,2021-12-24T02:13:14Z,330000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,
34,PT10M01.00S,2021-12-24T02:13:14.9Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,2,2,2021-12-24T02:13:34Z,340000,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M59.00S,2021-12-24T02:13:16.9Z,1,REGULAR,rebound,defensive,[],1627774,,,1610612750,2,2,2021-12-24T02:13:34Z,350000,,,0,,J. Layman REBOUND (Off:0 Def:2),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,
36,PT09M41.00S,2021-12-24T02:13:51.8Z,1,REGULAR,2pt,Jump Shot,[],1627774,10.988830486202366,80.3921568627451,1610612750,2,4,2021-12-24T02:13:57Z,360000,-152.0,51.0,1,left,J. Layman 16' pullup Jump Shot (2 PTS) (J. McDaniels 1 AST),"[1627774, 1630183]",1610612750.0,MIN,pullup,,,Layman,J. Layman,,,,,16.03,Made,,,,,,,,,,2.0,J. McDaniels,1630183.0,1.0,,,,,,
38,PT09M16.00S,2021-12-24T02:14:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,82.9993429697766,62.5,1610612762,4,4,2021-12-24T02:14:19Z,380000,62.0,107.0,1,right,M. Conley 12' floating Jump Shot (4 PTS),[201144],1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,12.42,Made,,,,,,,,,,4.0,,,,,,,,,
39,PT09M07.00S,2021-12-24T02:14:25.8Z,1,REGULAR,3pt,Jump Shot,[],1629675,10.726018396846255,2.696078431372549,1610612750,4,4,2021-12-24T02:14:31Z,390000,237.0,48.0,1,left,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,24.14,Missed,,,,,,,,,,,,,,,,,,,
40,PT09M04.00S,2021-12-24T02:14:28.8Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,4,4,2021-12-24T02:17:08Z,400000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,
41,PT08M56.00S,2021-12-24T02:14:37.0Z,1,REGULAR,3pt,Jump Shot,[],1628378,91.01511169513797,2.696078431372549,1610612762,4,4,2021-12-24T02:14:41Z,410000,-237.0,32.0,1,right,MISS D. Mitchell 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,23.87,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M53.00S,2021-12-24T02:14:40.0Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,4,4,2021-12-24T02:14:41Z,420000,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,
43,PT08M45.00S,2021-12-24T02:14:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,6.1268068331143235,53.431372549019606,1610612750,4,6,2021-12-24T02:14:56Z,430000,-17.0,5.0,1,left,N. Reid cutting Layup (2 PTS) (D. Russell 2 AST),"[1629675, 1626156]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,1.79,Made,,,,,,,,,,2.0,D. Russell,1626156.0,2.0,,,,,,
45,PT08M35.00S,2021-12-24T02:14:59.7Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612762,4,6,2021-12-24T02:15:03Z,450000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1630183, 1628378]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Mitchell,1628378.0,
47,PT08M35.00S,2021-12-24T02:15:32.8Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,5,6,2021-12-24T02:15:32Z,470000,,,0,,D. Mitchell Free Throw 1 of 2 (1 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
48,PT08M35.00S,2021-12-24T02:15:53.6Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,6,6,2021-12-24T02:15:53Z,480000,,,0,,D. Mitchell Free Throw 2 of 2 (2 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
49,PT08M24.00S,2021-12-24T02:16:07.4Z,1,REGULAR,2pt,Jump Shot,[],1626156,13.61695137976347,70.58823529411765,1610612750,6,6,2021-12-24T02:16:12Z,490000,-103.0,75.0,1,left,MISS D. Russell 12' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,12.76,Missed,,,,,,,,,,,,,,,,,,,
50,PT08M22.00S,2021-12-24T02:16:09.4Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,6,6,2021-12-24T02:16:12Z,500000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,
51,PT08M17.00S,2021-12-24T02:16:17.2Z,1,REGULAR,foul,personal,['2freethrow'],1627774,,,1610612762,6,6,2021-12-24T02:16:26Z,510000,,,0,,J. Layman shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1627774, 1628378]",1610612750.0,MIN,shooting,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Mitchell,1628378.0,
53,PT08M17.00S,2021-12-24T02:16:42.2Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,7,6,2021-12-24T02:16:42Z,530000,,,0,,D. Mitchell Free Throw 1 of 2 (3 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
54,PT08M17.00S,2021-12-24T02:17:00.9Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,8,6,2021-12-24T02:17:00Z,540000,,,0,,D. Mitchell Free Throw 2 of 2 (4 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
55,PT08M07.00S,2021-12-24T02:17:13.1Z,1,REGULAR,3pt,Jump Shot,[],1630183,5.732588699080158,96.07843137254902,1610612750,8,6,2021-12-24T02:17:17Z,550000,-230.0,1.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
56,PT08M03.00S,2021-12-24T02:17:16.3Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,8,6,2021-12-24T02:17:16Z,560000,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,55.0,1.0,0.0,1.0,,,,,,,,,,,,,
57,PT08M01.00S,2021-12-24T02:17:18.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,26.10052562417871,81.12745098039215,1610612750,8,9,2021-12-24T02:17:23Z,570000,-156.0,193.0,1,left,M. Beasley 24' 3PT  (3 PTS) (J. McDaniels 2 AST),"[1627736, 1630183]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,24.78,Made,,,,,,,,,,3.0,J. McDaniels,1630183.0,2.0,,,,,,
59,PT07M50.00S,2021-12-24T02:17:29.6Z,1,REGULAR,3pt,Jump Shot,[],1628378,68.67608409986859,37.5,1610612762,11,9,2021-12-24T02:18:04Z,590000,-62.0,242.0,1,right,D. Mitchell 24' 3PT pullup (7 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,24.98,Made,,,,,,,,,,7.0,,,,,,,,,
60,PT07M41.00S,2021-12-24T02:17:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,8.492115637319317,43.872549019607845,1610612750,11,9,2021-12-24T02:17:54Z,600000,31.0,27.0,1,left,MISS J. McDaniels Layup,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,4.1,Missed,,,,,,,,,,,,,,,,,,,
61,PT07M41.00S,2021-12-24T02:17:38.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,11,9,2021-12-24T02:17:54Z,610000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,
62,PT07M41.00S,2021-12-24T02:17:49.3Z,1,REGULAR,turnover,traveling,[],1630183,,,1610612750,11,9,2021-12-24T02:18:00Z,620000,,,0,,J. McDaniels traveling TURNOVER (1 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,1.0,,,,,,,1204.0,,,,,
63,PT07M30.00S,2021-12-24T02:18:06.1Z,1,REGULAR,foul,personal,[],1629675,,,1610612762,11,9,2021-12-24T02:18:47Z,630000,,,0,,N. Reid personal FOUL (2 PF),"[1629675, 203497]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Gobert,203497.0,
65,PT07M30.00S,2021-12-24T02:18:21.6Z,1,REGULAR,substitution,out,[],201144,,,1610612762,11,9,2021-12-24T02:18:28Z,650000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M30.00S,2021-12-24T02:18:21.6Z,1,REGULAR,substitution,in,[],204060,,,1610612762,11,9,2021-12-24T02:18:28Z,660000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M25.00S,2021-12-24T02:18:46.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202711,93.24901445466492,44.36274509803921,1610612762,13,9,2021-12-24T02:18:51Z,670000,-28.0,11.0,1,right,B. Bogdanovic Layup (2 PTS) (R. O'Neale 1 AST),"[202711, 1626220]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,3.03,Made,,,,,,,,,,2.0,R. O'Neale,1626220.0,1.0,,,,,,
69,PT07M15.00S,2021-12-24T02:18:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,9.149145860709593,40.68627450980392,1610612750,13,9,2021-12-24T02:19:07Z,690000,47.0,34.0,1,left,MISS N. Reid Layup - blocked,"[1629675, 203497]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,5.74,Missed,Gobert,203497.0,,,,,,,,,,,,,,,,,
70,PT07M15.00S,2021-12-24T02:18:57.5Z,1,REGULAR,block,,[],203497,,,1610612750,13,9,2021-12-24T02:19:02Z,700000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M12.00S,2021-12-24T02:19:00.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,13,9,2021-12-24T02:19:07Z,710000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,
72,PT07M11.00S,2021-12-24T02:19:05.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,13,9,2021-12-24T02:19:05Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M09.00S,2021-12-24T02:19:11.2Z,1,REGULAR,foul,offensive,[],1628378,,,1610612762,13,9,2021-12-24T02:19:25Z,730000,,,0,,D. Mitchell offensive FOUL (1 PF),"[1628378, 1630183]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,McDaniels,1630183.0,
75,PT07M09.00S,2021-12-24T02:19:11.2Z,1,REGULAR,turnover,offensive foul,[],1628378,,,1610612762,13,9,2021-12-24T02:19:11Z,750000,,,0,,D. Mitchell offensive foul TURNOVER (1 TO),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,1.0,,,,,,,202053.0,,,,,
76,PT06M47.00S,2021-12-24T02:19:41.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630183,6.258212877792378,46.568627450980394,1610612750,13,11,2021-12-24T02:19:47Z,760000,17.0,6.0,1,left,J. McDaniels cutting DUNK (4 PTS) (D. Russell 3 AST),"[1630183, 1626156]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,1.83,Made,,,,,,,,,,4.0,D. Russell,1626156.0,3.0,,,,,,
78,PT06M29.00S,2021-12-24T02:19:59.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,69.59592641261499,24.264705882352942,1610612762,13,11,2021-12-24T02:20:05Z,780000,-129.0,233.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,,
79,PT06M26.00S,2021-12-24T02:20:02.1Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,13,11,2021-12-24T02:20:05Z,790000,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,78.0,2.0,1.0,1.0,,,,,,,,,,,,,
80,PT06M22.00S,2021-12-24T02:20:06.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627774,13.485545335085414,2.696078431372549,1610612750,13,11,2021-12-24T02:20:13Z,800000,237.0,74.0,1,left,MISS J. Layman 24' 3PT,[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
81,PT06M20.00S,2021-12-24T02:20:08.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,13,11,2021-12-24T02:20:13Z,810000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,
82,PT05M59.00S,2021-12-24T02:20:29.7Z,1,REGULAR,3pt,Jump Shot,[],204060,92.46057818659659,95.58823529411765,1610612762,13,11,2021-12-24T02:20:36Z,820000,228.0,18.0,1,right,MISS J. Ingles 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,22.86,Missed,,,,,,,,,,,,,,,,,,,
83,PT05M55.00S,2021-12-24T02:20:33.7Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,13,11,2021-12-24T02:20:36Z,830000,,,0,,N. Reid REBOUND (Off:1 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,82.0,3.0,2.0,1.0,,,,,,,,,,,,,
84,PT05M48.00S,2021-12-24T02:20:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,8.623521681997373,43.38235294117647,1610612750,13,11,2021-12-24T02:20:46Z,840000,33.0,29.0,1,left,MISS D. Russell driving Layup,[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,4.37,Missed,,,,,,,,,,,,,,,,,,,
85,PT05M44.00S,2021-12-24T02:20:44.0Z,1,REGULAR,rebound,offensive,[],1627774,,,1610612750,13,11,2021-12-24T02:20:44Z,850000,,,0,,J. Layman REBOUND (Off:1 Def:2),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,84.0,3.0,2.0,1.0,,,,,,,,,,,,,
86,PT05M44.00S,2021-12-24T02:20:44.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627774,5.590000152587891,50.0,1610612750,13,13,2021-12-24T02:20:44Z,860000,0.0,0.0,1,left,J. Layman tip Layup (4 PTS),[1627774],1610612750.0,MIN,tip,,,Layman,J. Layman,,,,,0.0,Made,,,,,,,,,,4.0,,,,,,,,,
87,PT05M28.00S,2021-12-24T02:21:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,88.43626806833115,42.16452205882353,1610612762,15,13,2021-12-24T02:21:12Z,870000,-39.0,56.0,1,right,D. Mitchell 6' driving Layup (9 PTS) (J. Ingles 1 AST),"[1628378, 204060]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,6.85,Made,,,,,,,,,,9.0,J. Ingles,204060.0,1.0,,,,,,
89,PT05M14.00S,2021-12-24T02:21:15.3Z,1,REGULAR,turnover,bad pass,[],1627736,,,1610612750,15,13,2021-12-24T02:21:19Z,890000,,,0,,M. Beasley bad pass TURNOVER (1 TO),"[1627736, 204060]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,1.0,Ingles,204060.0,,,,,,,,,,
90,PT05M14.00S,2021-12-24T02:21:15.3Z,1,REGULAR,steal,,[],204060,,,1610612762,15,13,2021-12-24T02:21:17Z,900000,,,0,,J. Ingles STEAL (1 STL),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M10.00S,2021-12-24T02:21:19.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626220,93.24901445466492,49.754901960784316,1610612762,17,13,2021-12-24T02:21:28Z,910000,-1.0,11.0,1,right,R. O'Neale running DUNK (2 PTS),[1626220],1610612762.0,UTA,running,,,O'Neale,R. O'Neale,,,,,1.11,Made,,,,,,,,,,2.0,,,,,,,,,
