actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
636,PT05M53.00S,2022-01-01T04:15:57.6Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,111,92,2022-01-01T04:15:59Z,6240000,,,0,,B. Bogdanovic REBOUND (Off:3 Def:8),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,634.0,11.0,8.0,3.0,,,,,
637,PT05M51.00S,2022-01-01T04:16:01.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,6.389618922470433,54.166666666666664,1610612762,113,92,2022-01-01T04:22:44Z,6250000,-21.0,8.0,1,left,D. Mitchell running Layup (37 PTS) (B. Bogdanovic 2 AST),"[1628378, 202711]",1610612762.0,UTA,running,,,Mitchell,D. Mitchell,,,,,,,,2.21,Made,37.0,,,,,,,,,,,,B. Bogdanovic,202711.0,2.0
639,PT05M36.00S,2022-01-01T04:16:20.2Z,4,REGULAR,foul,technical,['1freethrow'],203497,,,1610612750,113,92,2022-01-01T04:16:34Z,6270000,,,0,,R. Gobert defensive-3-second technical FOUL (1 Tech),[203497],1610612762.0,UTA,defensive-3-second,,,Gobert,R. Gobert,,,,,,,,,,,1628484.0,2.0,1.0,,,,,,,,,,,
640,PT05M36.00S,2022-01-01T04:16:40.1Z,4,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,113,93,2022-01-01T04:16:40Z,6280000,,,0,,A. Edwards technical Free Throw 1 of 1 (26 PTS),[1630162],1610612750.0,MIN,technical,,,Edwards,A. Edwards,,,,,,,,,Made,26.0,,,,,,,,,,,,,,
641,PT05M36.00S,2022-01-01T04:16:44.9Z,4,REGULAR,substitution,out,[],201976,,,1610612750,113,93,2022-01-01T04:16:47Z,6290000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
642,PT05M36.00S,2022-01-01T04:16:44.9Z,4,REGULAR,substitution,in,[],1629162,,,1610612750,113,93,2022-01-01T04:16:47Z,6300000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,
643,PT05M26.00S,2022-01-01T04:17:05.4Z,4,REGULAR,2pt,Jump Shot,[],1630162,72.09264126149803,53.67647058823529,1610612750,113,93,2022-01-01T04:17:13Z,6310000,18.0,210.0,1,right,MISS A. Edwards 21' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,,21.06,Missed,,,,,,,,,,,,,,,
644,PT05M20.00S,2022-01-01T04:17:11.4Z,4,REGULAR,rebound,defensive,[],1628378,,,1610612762,113,93,2022-01-01T04:17:13Z,6320000,,,0,,D. Mitchell REBOUND (Off:1 Def:5),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,643.0,6.0,5.0,1.0,,,,,
645,PT05M04.00S,2022-01-01T04:17:26.3Z,4,REGULAR,2pt,Jump Shot,[],203903,7.046649145860711,65.93137254901961,1610612762,113,93,2022-01-01T04:17:31Z,6330000,-80.0,14.0,1,left,MISS J. Clarkson 8' fadeaway Shot,[203903],1610612762.0,UTA,fadeaway,,,Clarkson,J. Clarkson,,,,,,,,8.09,Missed,,,,,,,,,,,,,,,
646,PT05M02.00S,2022-01-01T04:17:28.3Z,4,REGULAR,rebound,defensive,[],1630183,,,1610612750,113,93,2022-01-01T04:17:31Z,6340000,,,0,,J. McDaniels REBOUND (Off:1 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,645.0,4.0,3.0,1.0,,,,,
647,PT04M57.00S,2022-01-01T04:17:33.8Z,4,REGULAR,turnover,lost ball,[],1627736,,,1610612750,113,93,2022-01-01T04:17:38Z,6350000,,,0,,M. Beasley lost ball TURNOVER (1 TO),"[1627736, 1628378]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,1.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,
648,PT04M57.00S,2022-01-01T04:17:33.8Z,4,REGULAR,steal,,[],1628378,,,1610612762,113,93,2022-01-01T04:17:35Z,6360000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
649,PT04M42.00S,2022-01-01T04:17:49.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],200752,4.5499342969776615,96.56862745098039,1610612762,113,93,2022-01-01T04:17:54Z,6370000,-233.0,-10.0,1,left,MISS R. Gay 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,23.3,Missed,,,,,,,,,,,,,,,
650,PT04M38.00S,2022-01-01T04:17:53.5Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,113,93,2022-01-01T04:17:54Z,6380000,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,649.0,3.0,3.0,0.0,,,,,
713,PT04M35.00S,2022-01-01T04:17:54.9Z,4,REGULAR,turnover,lost ball,[],1630162,,,1610612750,113,93,2022-01-01T04:26:50Z,6385000,,,0,,A. Edwards lost ball TURNOVER (2 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,2.0,,,,,,,,,,,,,,,,,,,
651,PT04M35.00S,2022-01-01T04:18:00.3Z,4,REGULAR,foul,personal,"['2freethrow', 'inpenalty']",1630162,,,1610612762,113,93,2022-01-01T04:26:50Z,6390000,,,0,,A. Edwards loose ball personal FOUL (6 PF) (Clarkson 2 FT),"[1630162, 203903]",1610612750.0,MIN,loose ball,,,Edwards,A. Edwards,,,,,,,,,,,204059.0,6.0,0.0,Clarkson,203903.0,,,,,,,,,
662,PT04M35.00S,2022-01-01T04:18:07.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203903,,,1610612762,114,93,2022-01-01T04:31:33Z,6410000,,,0,,J. Clarkson Free Throw 1 of 2 (20 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
663,PT04M35.00S,2022-01-01T04:18:07.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203903,,,1610612762,114,93,2022-01-01T04:31:33Z,6415000,,,0,,MISS J. Clarkson Free Throw 2 of 2,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,Missed,,,,,,,,,,,,,,,
664,PT04M35.00S,2022-01-01T04:18:07.4Z,4,REGULAR,rebound,defensive,[],1630183,,,1610612750,114,93,2022-01-01T04:31:55Z,6417500,,,0,,J. McDaniels REBOUND (Off:1 Def:4),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,663.0,5.0,4.0,1.0,,,,,
654,PT04M35.00S,2022-01-01T04:18:08.7Z,4,REGULAR,substitution,out,[],1630162,,,1610612750,114,93,2022-01-01T04:30:27Z,6420000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
655,PT04M35.00S,2022-01-01T04:18:08.7Z,4,REGULAR,substitution,in,[],1627774,,,1610612750,114,93,2022-01-01T04:30:27Z,6430000,,,0,,SUB in: J. Layman,[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,
656,PT04M35.00S,2022-01-01T04:18:50.1Z,4,REGULAR,substitution,out,[],200752,,,1610612750,114,93,2022-01-01T04:30:27Z,6440000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
657,PT04M35.00S,2022-01-01T04:18:50.1Z,4,REGULAR,substitution,out,[],1627736,,,1610612750,114,93,2022-01-01T04:30:27Z,6450000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
658,PT04M35.00S,2022-01-01T04:18:50.1Z,4,REGULAR,substitution,in,[],1626220,,,1610612750,114,93,2022-01-01T04:30:27Z,6460000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
659,PT04M35.00S,2022-01-01T04:18:50.1Z,4,REGULAR,substitution,in,[],1630195,,,1610612750,114,93,2022-01-01T04:30:27Z,6470000,,,0,,SUB in: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,
660,PT04M22.00S,2022-01-01T04:19:11.0Z,4,REGULAR,2pt,Layup,[],1630183,86.41590013140605,31.372549019607842,1610612750,114,95,2022-01-01T04:32:46Z,6480000,-93.0,75.0,1,right,J. McDaniels 11' driving Layup (7 PTS) (L. Bolmaro 1 AST),"[1630183, 1630195]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,,,,11.97,Made,7.0,,,,,,,,,,,,L. Bolmaro,1630195.0,1.0
661,PT04M14.00S,2022-01-01T04:19:21.9Z,4,REGULAR,turnover,backcourt,[],202711,,,1610612762,114,95,2022-01-01T04:19:52Z,6490000,,,0,,B. Bogdanovic backcourt TURNOVER (4 TO),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,4.0,,,,,,1627964.0,,,,,,,,,,,,,
665,PT04M01.00S,2022-01-01T04:19:51.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630183,87.20433639947439,44.11764705882353,1610612750,114,97,2022-01-01T04:19:56Z,6530000,-29.0,68.0,1,right,J. McDaniels 7' pullup Jump Shot (9 PTS) (N. Knight 2 AST),"[1630183, 1630233]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,,,,7.39,Made,9.0,,,,,,,,,,,,N. Knight,1630233.0,2.0
667,PT03M45.00S,2022-01-01T04:20:06.5Z,4,REGULAR,2pt,Jump Shot,[],1628378,22.421156373193167,49.01960784313725,1610612762,116,97,2022-01-01T04:20:12Z,6550000,5.0,158.0,1,left,D. Mitchell 15' pullup Jump Shot (39 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,15.84,Made,39.0,,,,,,,,,,,,,,
669,PT03M31.00S,2022-01-01T04:20:22.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629162,86.81011826544021,48.77450980392157,1610612750,116,97,2022-01-01T04:20:26Z,6560000,-6.0,71.0,1,right,MISS J. McLaughlin 7' floating Shot,[1629162],1610612750.0,MIN,floating,,,McLaughlin,J. McLaughlin,,,,,,,,7.18,Missed,,,,,,,,,,,,,,,
670,PT03M29.00S,2022-01-01T04:20:24.1Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,116,97,2022-01-01T04:20:26Z,6570000,,,0,,R. Gobert REBOUND (Off:2 Def:14),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,669.0,16.0,14.0,2.0,,,,,
671,PT03M13.00S,2022-01-01T04:20:42.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612762,116,97,2022-01-01T04:34:04Z,6580000,,,0,,J. McDaniels shooting personal FOUL (3 PF) (Gobert 2 FT),"[1630183, 203497]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,204059.0,3.0,0.0,Gobert,203497.0,,,,,,,,,
673,PT03M13.00S,2022-01-01T04:21:10.3Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,117,97,2022-01-01T04:21:10Z,6600000,,,0,,R. Gobert Free Throw 1 of 2 (13 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
674,PT03M13.00S,2022-01-01T04:21:25.1Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,118,97,2022-01-01T04:21:25Z,6610000,,,0,,R. Gobert Free Throw 2 of 2 (14 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
675,PT02M55.00S,2022-01-01T04:21:44.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630233,89.96386333771353,46.568627450980394,1610612750,118,97,2022-01-01T04:21:48Z,6620000,-17.0,42.0,1,right,MISS N. Knight DUNK - blocked,"[1630233, 203497]",1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,4.52,Missed,,,,,,,,,,,Gobert,203497.0,,,
680,PT02M55.00S,2022-01-01T04:21:44.3Z,4,REGULAR,block,,[],203497,,,1610612750,118,97,2022-01-01T04:22:19Z,6625000,,,0,,R. Gobert BLOCK (4 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
676,PT02M53.00S,2022-01-01T04:21:46.3Z,4,REGULAR,rebound,defensive,[],202711,,,1610612762,118,97,2022-01-01T04:21:48Z,6630000,,,0,,B. Bogdanovic REBOUND (Off:3 Def:9),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,675.0,12.0,9.0,3.0,,,,,
677,PT02M51.00S,2022-01-01T04:21:52.4Z,4,REGULAR,turnover,out-of-bounds,[],202711,,,1610612762,118,97,2022-01-01T04:21:59Z,6640000,,,0,,B. Bogdanovic lost ball out-of-bounds TURNOVER (5 TO),[202711],1610612762.0,UTA,lost ball,,,Bogdanovic,B. Bogdanovic,,,,,5.0,,,,,,1627964.0,,,,,,,,,,,,,
678,PT02M37.00S,2022-01-01T04:22:13.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627774,69.85873850197109,70.34313725490196,1610612750,118,97,2022-01-01T04:22:18Z,6650000,102.0,231.0,1,right,MISS J. Layman 25' 3PT,[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,25.22,Missed,,,,,,,,,,,,,,,
679,PT02M34.00S,2022-01-01T04:22:16.7Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,118,97,2022-01-01T04:22:18Z,6660000,,,0,,J. Clarkson REBOUND (Off:1 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,678.0,3.0,2.0,1.0,,,,,
681,PT02M28.00S,2022-01-01T04:22:28.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,118,97,2022-01-01T04:22:28Z,6670000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT02M28.00S,2022-01-01T04:23:36.5Z,4,REGULAR,substitution,out,[],203903,,,1610612762,118,97,2022-01-01T04:23:48Z,6680000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
683,PT02M28.00S,2022-01-01T04:23:36.5Z,4,REGULAR,substitution,out,[],203497,,,1610612762,118,97,2022-01-01T04:23:48Z,6690000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
684,PT02M28.00S,2022-01-01T04:23:36.5Z,4,REGULAR,substitution,out,[],202711,,,1610612762,118,97,2022-01-01T04:23:48Z,6700000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
685,PT02M28.00S,2022-01-01T04:23:36.5Z,4,REGULAR,substitution,out,[],1628378,,,1610612762,118,97,2022-01-01T04:23:48Z,6710000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
686,PT02M28.00S,2022-01-01T04:23:36.5Z,4,REGULAR,substitution,out,[],1626220,,,1610612762,118,97,2022-01-01T04:23:48Z,6720000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
687,PT02M28.00S,2022-01-01T04:23:36.5Z,4,REGULAR,substitution,in,[],1630215,,,1610612762,118,97,2022-01-01T04:23:48Z,6730000,,,0,,SUB in: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
688,PT02M28.00S,2022-01-01T04:23:36.5Z,4,REGULAR,substitution,in,[],1630235,,,1610612762,118,97,2022-01-01T04:23:48Z,6740000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
689,PT02M28.00S,2022-01-01T04:23:36.5Z,4,REGULAR,substitution,in,[],1630238,,,1610612762,118,97,2022-01-01T04:23:48Z,6750000,,,0,,SUB in: M. Fitts,[1630238],1610612762.0,UTA,,,,Fitts,M. Fitts,,,,,,,,,,,,,,,,,,,,,,,,
690,PT02M28.00S,2022-01-01T04:23:36.5Z,4,REGULAR,substitution,in,[],1630190,,,1610612762,118,97,2022-01-01T04:23:48Z,6760000,,,0,,SUB in: E. Hughes,[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,,,,,,,,,,,,,,,,,
691,PT02M28.00S,2022-01-01T04:23:36.5Z,4,REGULAR,substitution,in,[],1629671,,,1610612762,118,97,2022-01-01T04:23:48Z,6770000,,,0,,SUB in: M. Oni,[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,,,,,,,,,,,,,,,,,,
692,PT02M11.00S,2022-01-01T04:24:13.8Z,4,REGULAR,3pt,Jump Shot,[],1629671,33.85348226018397,47.549019607843135,1610612762,118,97,2022-01-01T04:35:27Z,6780000,12.0,266.0,1,left,MISS M. Oni 26' step back 3PT,[1629671],1610612762.0,UTA,step back,,,Oni,M. Oni,,,,,,,,26.6,Missed,,,,,,,,,,,,,,,
693,PT02M10.00S,2022-01-01T04:24:14.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,118,97,2022-01-01T04:24:20Z,6790000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,692.0,,,,,,,,
694,PT02M10.00S,2022-01-01T04:24:17.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612762,118,97,2022-01-01T04:24:26Z,6800000,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,,,,,,,1628484.0,,,,,,,,,,,,,
695,PT02M00.00S,2022-01-01T04:24:39.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630183,93.24901445466492,46.07843137254902,1610612750,118,99,2022-01-01T04:24:45Z,6810000,-20.0,11.0,1,right,J. McDaniels driving Layup (11 PTS) (J. McLaughlin 1 AST),"[1630183, 1629162]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,,,,2.25,Made,11.0,,,,,,,,,,,,J. McLaughlin,1629162.0,1.0
696,PT02M00.00S,2022-01-01T04:24:43.2Z,4,REGULAR,foul,personal,['1freethrow'],1630238,,,1610612750,118,99,2022-01-01T04:24:52Z,6820000,,,0,,M. Fitts shooting personal FOUL (1 PF) (McDaniels 1 FT),"[1630238, 1630183]",1610612762.0,UTA,shooting,,,Fitts,M. Fitts,,,,,,,,,,,1628484.0,1.0,0.0,McDaniels,1630183.0,,,,,,,,,
699,PT02M00.00S,2022-01-01T04:24:59.8Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1630183,,,1610612750,118,100,2022-01-01T04:24:59Z,6840000,,,0,,J. McDaniels Free Throw 1 of 1 (12 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
700,PT01M45.00S,2022-01-01T04:25:18.7Z,4,REGULAR,3pt,Jump Shot,[],1630190,25.969119579500656,14.215686274509803,1610612762,118,100,2022-01-01T04:25:23Z,6850000,179.0,192.0,1,left,MISS E. Hughes 26' 3PT,[1630190],1610612762.0,UTA,,,,Hughes,E. Hughes,,,,,,,,26.21,Missed,,,,,,,,,,,,,,,
701,PT01M42.00S,2022-01-01T04:25:21.7Z,4,REGULAR,rebound,offensive,[],1629671,,,1610612762,118,100,2022-01-01T04:37:24Z,6860000,,,0,,M. Oni REBOUND (Off:1 Def:0),[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,,,,,,,,,,700.0,1.0,0.0,1.0,,,,,
702,PT01M39.00S,2022-01-01T04:25:25.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630190,7.835085413929041,46.07843137254902,1610612762,120,100,2022-01-01T04:37:42Z,6870000,20.0,21.0,1,left,E. Hughes cutting Layup (2 PTS) (T. Forrest 3 AST),"[1630190, 1630235]",1610612762.0,UTA,cutting,,,Hughes,E. Hughes,,,,,,,,2.88,Made,2.0,,,,,,,,,,,,T. Forrest,1630235.0,3.0
704,PT01M28.00S,2022-01-01T04:25:40.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627774,81.15965834428384,60.049019607843135,1610612750,120,102,2022-01-01T04:26:05Z,6890000,50.0,125.0,1,right,J. Layman 13' driving floating Jump Shot (2 PTS) (L. Bolmaro 2 AST),"[1627774, 1630195]",1610612750.0,MIN,driving floating,,,Layman,J. Layman,,,,,,,,13.43,Made,2.0,,,,,,,,,,,,L. Bolmaro,1630195.0,2.0
705,PT01M28.00S,2022-01-01T04:25:42.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629671,,,1610612750,120,102,2022-01-01T04:25:49Z,6900000,,,0,,M. Oni shooting personal FOUL (1 PF) (Layman 1 FT),"[1629671, 1627774]",1610612762.0,UTA,shooting,,,Oni,M. Oni,,,,,,,,,,,204059.0,1.0,0.0,Layman,1627774.0,,,,,,,,,
707,PT01M28.00S,2022-01-01T04:25:59.1Z,4,REGULAR,freethrow,1 of 1,[],1627774,,,1610612750,120,103,2022-01-01T04:25:59Z,6920000,,,0,,J. Layman Free Throw 1 of 1 (3 PTS),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
708,PT01M14.00S,2022-01-01T04:26:17.0Z,4,REGULAR,turnover,out-of-bounds,[],1630190,,,1610612762,120,103,2022-01-01T04:26:25Z,6930000,,,0,,E. Hughes bad pass out-of-bounds TURNOVER (1 TO),[1630190],1610612762.0,UTA,bad pass,,,Hughes,E. Hughes,,,,,1.0,,,,,,204059.0,,,,,,,,,,,,,
709,PT01M03.00S,2022-01-01T04:26:36.4Z,4,REGULAR,turnover,bad pass,[],1630183,,,1610612750,120,103,2022-01-01T04:26:41Z,6940000,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1630215]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,1.0,Butler,1630215.0,,,,,,,,,,,,,,,,,
710,PT01M03.00S,2022-01-01T04:26:36.4Z,4,REGULAR,steal,,[],1630215,,,1610612762,120,103,2022-01-01T04:26:38Z,6950000,,,0,,J. Butler STEAL (1 STL),[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
711,PT00M58.30S,2022-01-01T04:26:41.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630215,8.623521681997373,57.35294117647059,1610612762,120,103,2022-01-01T04:38:47Z,6960000,-37.0,29.0,1,left,MISS J. Butler running Layup,[1630215],1610612762.0,UTA,running,,,Butler,J. Butler,,,,,,,,4.66,Missed,,,,,,,,,,,,,,,
712,PT00M56.70S,2022-01-01T04:26:43.5Z,4,REGULAR,rebound,defensive,[],1627774,,,1610612750,120,103,2022-01-01T04:26:48Z,6970000,,,0,,J. Layman REBOUND (Off:0 Def:1),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,,,,711.0,1.0,1.0,0.0,,,,,
714,PT00M41.70S,2022-01-01T04:26:58.5Z,4,REGULAR,3pt,Jump Shot,[],1630195,70.25295663600527,69.11764705882352,1610612750,120,106,2022-01-01T04:27:05Z,6980000,96.0,227.0,1,right,L. Bolmaro 24' 3PT pullup (3 PTS),[1630195],1610612750.0,MIN,pullup,,,Bolmaro,L. Bolmaro,,,,,,,,24.64,Made,3.0,,,,,,,,,,,,,,
715,PT00M19.80S,2022-01-01T04:27:24.5Z,4,REGULAR,3pt,Jump Shot,[],1629671,8.360709592641262,3.6764705882352944,1610612762,120,106,2022-01-01T04:27:31Z,6990000,232.0,26.0,1,left,MISS M. Oni 3PT,[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,,23.31,Missed,,,,,,,,,,,,,,,
716,PT00M16.60S,2022-01-01T04:27:27.7Z,4,REGULAR,rebound,defensive,[],1630183,,,1610612750,120,106,2022-01-01T04:27:31Z,7000000,,,0,,J. McDaniels REBOUND (Off:1 Def:5),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,715.0,6.0,5.0,1.0,,,,,
717,PT00M08.30S,2022-01-01T04:27:37.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629671,,,1610612750,120,106,2022-01-01T04:27:44Z,7010000,,,0,,M. Oni shooting personal FOUL (2 PF) (Knight 2 FT),"[1629671, 1630233]",1610612762.0,UTA,shooting,,,Oni,M. Oni,,,,,,,,,,,1628484.0,2.0,0.0,Knight,1630233.0,,,,,,,,,
719,PT00M08.30S,2022-01-01T04:28:03.6Z,4,REGULAR,freethrow,1 of 2,[],1630233,,,1610612750,120,107,2022-01-01T04:28:03Z,7030000,,,0,,N. Knight Free Throw 1 of 2 (4 PTS),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
720,PT00M08.30S,2022-01-01T04:28:15.7Z,4,REGULAR,freethrow,2 of 2,[],1630233,,,1610612750,120,108,2022-01-01T04:28:15Z,7040000,,,0,,N. Knight Free Throw 2 of 2 (5 PTS),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
721,PT00M00.00S,2022-01-01T04:29:04.8Z,4,REGULAR,period,end,[],0,,,1610612762,120,108,2022-01-01T04:29:04Z,7050000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,PT00M00.00S,2022-01-01T04:37:44.3Z,4,REGULAR,game,end,[],0,,,0,120,108,2022-01-01T04:37:44Z,7070000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
