actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
28,PT09M36.00S,2022-02-12T02:12:26.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202711,24.78646517739816,16.42156862745098,1610612762,2,2,2022-02-12T02:12:38Z,280000,168.0,180.0,1,left,MISS B. Bogdanovic 24' pullup 3PT,[202711],1610612762.0,UTA,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,24.65,Missed,,,,,,,,,,,,,,,
29,PT09M31.00S,2022-02-12T02:12:31.9Z,1,REGULAR,rebound,offensive,[],1628378,,,1610612762,2,2,2022-02-12T02:17:36Z,290000,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,,
32,PT09M24.00S,2022-02-12T02:12:39.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201144,26.49474375821288,78.43137254901961,1610612762,2,2,2022-02-12T02:18:20Z,320000,-142.0,197.0,1,left,MISS M. Conley 24' pullup 3PT,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,,,,24.26,Missed,,,,,,,,,,,,,,,
33,PT09M21.00S,2022-02-12T02:12:42.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,2,2022-02-12T02:12:42Z,330000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,
34,PT09M12.00S,2022-02-12T02:12:51.2Z,1,REGULAR,3pt,Jump Shot,[],1630591,74.98357424441524,6.862745098039216,1610612753,2,2,2022-02-12T02:12:56Z,340000,-216.0,183.0,1,right,MISS J. Suggs 28' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,28.27,Missed,,,,,,,,,,,,,,,
35,PT09M09.00S,2022-02-12T02:12:54.2Z,1,REGULAR,rebound,defensive,[],1628962,,,1610612762,2,2,2022-02-12T02:12:56Z,350000,,,0,,U. Azubuike REBOUND (Off:0 Def:2),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,
36,PT08M50.00S,2022-02-12T02:13:16.4Z,1,REGULAR,violation,kicked ball,[],1630532,,,1610612762,2,2,2022-02-12T02:13:28Z,360000,,,0,,F. Wagner kicked ball VIOLATION,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,1627534.0,,,,
37,PT08M46.00S,2022-02-12T02:13:40.7Z,1,REGULAR,3pt,Jump Shot,[],201144,30.831143232588698,39.21568627450981,1610612762,5,2,2022-02-12T02:19:33Z,370000,54.0,237.0,1,left,M. Conley 24' 3PT pullup (3 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,,,,24.33,Made,,,,,,,3.0,,,,,,,,
38,PT08M35.00S,2022-02-12T02:13:50.7Z,1,REGULAR,3pt,Jump Shot,[],1628976,70.25295663600527,72.05882352941177,1610612753,5,2,2022-02-12T02:13:54Z,380000,110.0,227.0,1,right,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,25.25,Missed,,,,,,,,,,,,,,,
39,PT08M34.00S,2022-02-12T02:13:51.7Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,5,2,2022-02-12T02:13:54Z,390000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,38.0,4.0,4.0,0.0,,,,,,,,,,,
40,PT08M24.00S,2022-02-12T02:14:02.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,11.12023653088042,2.696078431372549,1610612762,5,2,2022-02-12T02:14:06Z,400000,237.0,52.0,1,left,MISS D. Mitchell 24' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,24.21,Missed,,,,,,,,,,,,,,,
41,PT08M22.00S,2022-02-12T02:14:04.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,5,2,2022-02-12T02:14:06Z,410000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,
42,PT08M22.00S,2022-02-12T02:14:06.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,5,2,2022-02-12T02:14:06Z,420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M03.00S,2022-02-12T02:14:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,90.48948751642575,60.29411764705882,1610612753,5,4,2022-02-12T02:14:45Z,430000,51.0,37.0,1,right,C. Anthony 6' Layup (2 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,6.34,Made,,,,,,,2.0,,,,,,,,
44,PT07M46.00S,2022-02-12T02:14:51.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628962,6.915243101182654,49.01960784313725,1610612762,7,4,2022-02-12T02:14:56Z,440000,5.0,13.0,1,left,U. Azubuike cutting DUNK (4 PTS) (R. O'Neale 1 AST),"[1628962, 1626220]",1610612762.0,UTA,cutting,,,Azubuike,U. Azubuike,,,,,,,,1.34,Made,,,,,,,4.0,R. O'Neale,1626220.0,1.0,,,,,
46,PT07M37.00S,2022-02-12T02:14:59.6Z,1,REGULAR,3pt,Jump Shot,[],1628976,69.99014454664915,23.52941176470588,1610612753,7,4,2022-02-12T02:15:05Z,460000,-132.0,230.0,1,right,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,26.5,Missed,,,,,,,,,,,,,,,
47,PT07M33.00S,2022-02-12T02:15:03.6Z,1,REGULAR,rebound,defensive,[],201144,,,1610612762,7,4,2022-02-12T02:15:05Z,470000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,
48,PT07M25.00S,2022-02-12T02:15:11.1Z,1,REGULAR,3pt,Jump Shot,[],1626220,33.459264126149804,65.19607843137256,1610612762,7,4,2022-02-12T02:15:16Z,480000,-76.0,262.0,1,left,MISS R. O'Neale 27' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,27.28,Missed,,,,,,,,,,,,,,,
49,PT07M22.00S,2022-02-12T02:15:14.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,7,4,2022-02-12T02:15:16Z,490000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,
50,PT07M12.00S,2022-02-12T02:15:24.4Z,1,REGULAR,3pt,Jump Shot,[],1630175,70.51576872536137,76.9607843137255,1610612753,7,7,2022-02-12T02:15:28Z,500000,135.0,225.0,1,right,C. Anthony 26' 3PT  (5 PTS) (W. Carter Jr. 1 AST),"[1630175, 1628976]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,26.2,Made,,,,,,,5.0,W. Carter Jr.,1628976.0,1.0,,,,,
52,PT07M11.00S,2022-02-12T02:15:28.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,7,7,2022-02-12T02:15:28Z,520000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M11.00S,2022-02-12T02:18:14.0Z,1,REGULAR,substitution,out,[],1628962,,,1610612762,7,7,2022-02-12T02:18:24Z,530000,,,0,,SUB out: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M11.00S,2022-02-12T02:18:14.0Z,1,REGULAR,substitution,out,[],201144,,,1610612762,7,7,2022-02-12T02:18:24Z,540000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M11.00S,2022-02-12T02:18:14.0Z,1,REGULAR,substitution,in,[],202355,,,1610612762,7,7,2022-02-12T02:18:24Z,550000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M11.00S,2022-02-12T02:18:14.0Z,1,REGULAR,substitution,in,[],1630235,,,1610612762,7,7,2022-02-12T02:18:24Z,560000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M56.00S,2022-02-12T02:18:44.7Z,1,REGULAR,3pt,Jump Shot,[],1628378,31.61957950065703,27.450980392156865,1610612762,10,7,2022-02-12T02:18:50Z,570000,113.0,245.0,1,left,D. Mitchell 26' 3PT pullup (3 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,26.94,Made,,,,,,,3.0,,,,,,,,
58,PT06M37.00S,2022-02-12T02:19:02.7Z,1,REGULAR,turnover,bad pass,[],1630175,,,1610612753,10,7,2022-02-12T02:19:06Z,580000,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1626220]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,1.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,
59,PT06M37.00S,2022-02-12T02:19:02.7Z,1,REGULAR,steal,,[],1626220,,,1610612762,10,7,2022-02-12T02:19:04Z,590000,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M32.00S,2022-02-12T02:19:07.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202711,6.783837056504599,96.81372549019608,1610612762,10,7,2022-02-12T02:19:14Z,600000,-234.0,11.0,1,left,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,23.44,Missed,,,,,,,,,,,,,,,
61,PT06M29.00S,2022-02-12T02:19:10.5Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,10,7,2022-02-12T02:19:14Z,610000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,60.0,3.0,3.0,0.0,,,,,,,,,,,
62,PT06M15.00S,2022-02-12T02:19:25.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,83.919185282523,36.029411764705884,1610612753,10,7,2022-02-12T02:19:33Z,620000,-70.0,99.0,1,right,MISS W. Carter Jr. 12' floating Shot,[1628976],1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,,,,12.09,Missed,,,,,,,,,,,,,,,
63,PT06M13.00S,2022-02-12T02:19:27.1Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,10,7,2022-02-12T02:19:33Z,630000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,,
64,PT06M03.00S,2022-02-12T02:19:37.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202355,16.63929040735874,43.872549019607845,1610612762,10,7,2022-02-12T02:19:42Z,640000,31.0,104.0,1,left,MISS H. Whiteside 10' floating Shot - blocked,"[202355, 1628964]",1610612762.0,UTA,floating,,,Whiteside,H. Whiteside,,,,,,,,10.83,Missed,,,,,Bamba,1628964.0,,,,,,,,,
65,PT06M03.00S,2022-02-12T02:19:37.2Z,1,REGULAR,block,,[],1628964,,,1610612762,10,7,2022-02-12T02:19:39Z,650000,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M00.00S,2022-02-12T02:19:40.2Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,10,7,2022-02-12T02:19:42Z,660000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,64.0,2.0,1.0,1.0,,,,,,,,,,,
67,PT05M56.00S,2022-02-12T02:19:46.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628378,12.565703022339028,34.55882352941176,1610612762,12,7,2022-02-12T02:19:55Z,670000,77.0,66.0,1,left,D. Mitchell 10' driving floating bank Jump Shot (5 PTS),[1628378],1610612762.0,UTA,driving floating bank,,,Mitchell,D. Mitchell,,,,,,,,10.13,Made,,,,,,,5.0,,,,,,,,
68,PT05M56.00S,2022-02-12T02:19:49.2Z,1,REGULAR,foul,personal,['1freethrow'],1630532,,,1610612762,12,7,2022-02-12T02:19:55Z,680000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Mitchell 1 FT),"[1630532, 1628378]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Mitchell,1628378.0
70,PT05M56.00S,2022-02-12T02:19:56.1Z,1,REGULAR,substitution,out,[],1630591,,,1610612762,12,7,2022-02-12T02:20:40Z,700000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M56.00S,2022-02-12T02:19:56.1Z,1,REGULAR,substitution,out,[],1628976,,,1610612762,12,7,2022-02-12T02:20:40Z,710000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M56.00S,2022-02-12T02:19:56.1Z,1,REGULAR,substitution,in,[],1629643,,,1610612762,12,7,2022-02-12T02:20:40Z,720000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M56.00S,2022-02-12T02:19:56.1Z,1,REGULAR,substitution,in,[],203914,,,1610612762,12,7,2022-02-12T02:20:40Z,730000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M56.00S,2022-02-12T02:20:22.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628378,,,1610612762,13,7,2022-02-12T02:20:22Z,740000,,,0,,D. Mitchell Free Throw 1 of 1 (6 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,,,,,,,6.0,,,,,,,,
75,PT05M42.00S,2022-02-12T02:20:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,90.88370565045992,55.88235294117647,1610612753,13,7,2022-02-12T02:20:43Z,750000,29.0,33.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,,,,4.43,Missed,,,,,,,,,,,,,,,
76,PT05M40.00S,2022-02-12T02:20:40.0Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,13,7,2022-02-12T02:20:43Z,760000,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,75.0,2.0,1.0,1.0,,,,,,,,,,,
77,PT05M30.00S,2022-02-12T02:20:52.3Z,1,REGULAR,foul,personal,['3freethrow'],1630175,,,1610612762,13,7,2022-02-12T02:21:02Z,770000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Mitchell 3 FT),"[1630175, 1628378]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Mitchell,1628378.0
79,PT05M30.00S,2022-02-12T02:21:41.8Z,1,REGULAR,freethrow,1 of 3,[],1628378,,,1610612762,14,7,2022-02-12T02:21:41Z,790000,,,0,,D. Mitchell Free Throw 1 of 3 (7 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,,,,,,,7.0,,,,,,,,
80,PT05M30.00S,2022-02-12T02:22:01.8Z,1,REGULAR,freethrow,2 of 3,[],1628378,,,1610612762,15,7,2022-02-12T02:22:01Z,800000,,,0,,D. Mitchell Free Throw 2 of 3 (8 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,,,,,,,8.0,,,,,,,,
81,PT05M30.00S,2022-02-12T02:22:20.6Z,1,REGULAR,freethrow,3 of 3,[],1628378,,,1610612762,16,7,2022-02-12T02:22:20Z,810000,,,0,,D. Mitchell Free Throw 3 of 3 (9 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,Made,,,,,,,9.0,,,,,,,,
82,PT05M17.00S,2022-02-12T02:22:35.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630175,86.5473061760841,51.71568627450981,1610612753,16,7,2022-02-12T02:22:39Z,820000,9.0,74.0,1,right,MISS C. Anthony 7' driving DUNK - blocked,"[1630175, 202355]",1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,,,,7.45,Missed,,,,,Whiteside,202355.0,,,,,,,,,
83,PT05M17.00S,2022-02-12T02:22:35.9Z,1,REGULAR,block,,[],202355,,,1610612753,16,7,2022-02-12T02:22:37Z,830000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M13.00S,2022-02-12T02:22:39.9Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,16,7,2022-02-12T02:22:39Z,840000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:5),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,82.0,5.0,5.0,0.0,,,,,,,,,,,
85,PT05M05.00S,2022-02-12T02:22:47.2Z,1,REGULAR,turnover,bad pass,[],1626220,,,1610612762,16,7,2022-02-12T02:22:52Z,850000,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 1629643]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,1.0,Okeke,1629643.0,,,,,,,,,,,,,,,,,
