actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
362,PT08M38.00S,2021-11-28T03:23:53.1Z,3,REGULAR,rebound,defensive,[],202711,,,1610612762,71,48,2021-11-28T03:23:56Z,3610000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,361.0,,,,,,,1.0,1.0,0.0,,,,
363,PT08M32.00S,2021-11-28T03:23:58.8Z,3,REGULAR,3pt,Jump Shot,[],201144,93.9060446780552,95.83333333333334,1610612762,74,48,2021-11-28T03:24:03Z,3620000,229.0,5.0,1,right,M. Conley 3PT  (12 PTS) (B. Bogdanovic 2 AST),"[201144, 202711]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,22.93,Made,12.0,B. Bogdanovic,202711.0,2.0,,,,,,,,,,,,,,
365,PT08M30.00S,2021-11-28T03:24:09.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,74,48,2021-11-28T03:24:09Z,3640000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT08M16.00S,2021-11-28T03:27:13.2Z,3,REGULAR,2pt,Jump Shot,[],1627742,7.046649145860711,26.715686274509803,1610612740,74,50,2021-11-28T03:27:49Z,3650000,116.0,14.0,1,left,B. Ingram 11' fadeaway Jump Shot (11 PTS),[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,11.72,Made,11.0,,,,,,,,,,,,,,,,,
368,PT07M58.00S,2021-11-28T03:27:32.1Z,3,REGULAR,3pt,Jump Shot,[],1628378,68.80749014454665,73.77450980392157,1610612762,74,50,2021-11-28T03:27:36Z,3660000,119.0,241.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,
369,PT07M55.00S,2021-11-28T03:27:35.1Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,74,50,2021-11-28T03:27:36Z,3670000,,,0,,B. Ingram REBOUND (Off:1 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,368.0,,,,,,,4.0,3.0,1.0,,,,
370,PT07M45.00S,2021-11-28T03:27:44.0Z,3,REGULAR,3pt,Jump Shot,[],1628984,18.2161629434954,7.107843137254902,1610612740,74,50,2021-11-28T03:27:48Z,3680000,214.0,119.0,1,left,MISS D. Graham 24' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,
371,PT07M43.00S,2021-11-28T03:27:46.0Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,74,50,2021-11-28T03:27:48Z,3690000,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,370.0,,,,,,,5.0,5.0,0.0,,,,
372,PT07M37.00S,2021-11-28T03:27:54.1Z,3,REGULAR,foul,personal,[],1628404,,,1610612762,74,50,2021-11-28T03:28:00Z,3700000,,,0,,J. Hart personal FOUL (4 PF),"[1628404, 203497]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,202049.0,4.0,0.0,Gobert,203497.0,,,,,,,,
374,PT07M29.00S,2021-11-28T03:28:24.2Z,3,REGULAR,3pt,Jump Shot,[],201144,64.99671484888306,53.431372549019606,1610612762,77,50,2021-11-28T03:28:29Z,3720000,17.0,277.0,1,right,M. Conley 27' 3PT  (15 PTS) (B. Bogdanovic 3 AST),"[201144, 202711]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,27.7,Made,15.0,B. Bogdanovic,202711.0,3.0,,,,,,,,,,,,,,
377,PT07M08.00S,2021-11-28T03:28:44.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,14.536793692509855,47.794117647058826,1610612740,77,52,2021-11-28T03:28:51Z,3750000,11.0,84.0,1,left,H. Jones 8' floating Jump Shot (3 PTS),[1630529],1610612740.0,NOP,floating,,,Jones,H. Jones,,,,,8.48,Made,3.0,,,,,,,,,,,,,,,,,
379,PT06M48.00S,2021-11-28T03:29:04.5Z,3,REGULAR,2pt,Jump Shot,[],202711,92.06636005256242,10.049019607843137,1610612762,79,52,2021-11-28T03:29:09Z,3770000,-200.0,22.0,1,right,B. Bogdanovic 20' Jump Shot (11 PTS) (J. Ingles 1 AST),"[202711, 204060]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,20.1,Made,11.0,J. Ingles,204060.0,1.0,,,,,,,,,,,,,,
381,PT06M32.00S,2021-11-28T03:29:20.6Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612740,79,52,2021-11-28T03:29:32Z,3790000,,,0,,B. Ingram lost ball TURNOVER (4 TO),"[1627742, 1628378]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,4.0,,,,Mitchell,1628378.0,,
382,PT06M32.00S,2021-11-28T03:29:20.6Z,3,REGULAR,steal,,[],1628378,,,1610612762,79,52,2021-11-28T03:29:23Z,3800000,,,0,,D. Mitchell STEAL (2 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
495,PT06M31.00S,2021-11-28T03:29:22.8Z,3,REGULAR,turnover,out-of-bounds,[],202711,,,1610612762,79,52,2021-11-28T03:49:16Z,3805000,,,0,,B. Bogdanovic lost ball out-of-bounds TURNOVER (2 TO),[202711],1610612762.0,UTA,lost ball,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,2714.0,,,,,2.0,,,,,,,
383,PT06M31.00S,2021-11-28T03:29:25.1Z,3,REGULAR,foul,personal,[],202711,,,1610612740,79,52,2021-11-28T03:49:16Z,3810000,,,0,,B. Bogdanovic loose ball personal FOUL (2 PF),"[202711, 1630529]",1610612762.0,UTA,loose ball,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,1627964.0,2.0,1.0,Jones,1630529.0,,,,,,,,
386,PT06M31.00S,2021-11-28T03:29:36.1Z,3,REGULAR,substitution,out,[],204060,,,1610612740,79,52,2021-11-28T03:29:44Z,3840000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M31.00S,2021-11-28T03:29:36.1Z,3,REGULAR,substitution,out,[],201144,,,1610612740,79,52,2021-11-28T03:29:44Z,3850000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M31.00S,2021-11-28T03:29:36.1Z,3,REGULAR,substitution,out,[],203497,,,1610612740,79,52,2021-11-28T03:29:44Z,3860000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M31.00S,2021-11-28T03:29:36.1Z,3,REGULAR,substitution,in,[],202355,,,1610612740,79,52,2021-11-28T03:29:44Z,3870000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M31.00S,2021-11-28T03:29:36.1Z,3,REGULAR,substitution,in,[],200752,,,1610612740,79,52,2021-11-28T03:29:44Z,3880000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M31.00S,2021-11-28T03:29:36.1Z,3,REGULAR,substitution,in,[],203903,,,1610612740,79,52,2021-11-28T03:29:44Z,3890000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M21.00S,2021-11-28T03:29:55.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,28.86005256241787,23.284313725490197,1610612740,79,52,2021-11-28T03:30:01Z,3900000,134.0,219.0,1,left,MISS B. Ingram 25' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
393,PT06M19.00S,2021-11-28T03:29:57.2Z,3,REGULAR,rebound,defensive,[],1628378,,,1610612762,79,52,2021-11-28T03:30:01Z,3910000,,,0,,D. Mitchell REBOUND (Off:1 Def:6),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,392.0,,,,,,,7.0,6.0,1.0,,,,
394,PT06M04.00S,2021-11-28T03:30:12.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,89.04402102496715,59.31372549019608,1610612762,81,52,2021-11-28T03:30:16Z,3920000,47.0,50.0,1,right,D. Mitchell 6' Layup (19 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,6.87,Made,19.0,,,,,,,,,,,,,,,,,
395,PT05M51.00S,2021-11-28T03:30:24.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,13.748357424441524,60.5392156862745,1610612740,81,52,2021-11-28T03:30:30Z,3930000,-53.0,77.0,1,left,MISS D. Graham 9' driving floating Shot,[1628984],1610612740.0,NOP,driving floating,,,Graham,D. Graham,,,,,9.31,Missed,,,,,,,,,,,,,,,,,,
396,PT05M47.00S,2021-11-28T03:30:28.9Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,81,52,2021-11-28T03:30:30Z,3940000,,,0,,J. Valanciunas REBOUND (Off:2 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,395.0,,,,,,,12.0,10.0,2.0,,,,
397,PT05M47.00S,2021-11-28T03:30:28.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612740,81,52,2021-11-28T03:30:28Z,3950000,0.0,0.0,1,left,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
398,PT05M47.00S,2021-11-28T03:30:29.0Z,3,REGULAR,rebound,defensive,[],200752,,,1610612762,81,52,2021-11-28T03:30:29Z,3960000,,,0,,R. Gay REBOUND (Off:1 Def:3),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,397.0,,,,,,,4.0,3.0,1.0,,,,
399,PT05M41.00S,2021-11-28T03:30:34.8Z,3,REGULAR,turnover,bad pass,[],200752,,,1610612762,81,52,2021-11-28T03:30:39Z,3970000,,,0,,R. Gay bad pass TURNOVER (1 TO),"[200752, 1630529]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,1.0,,,,Jones,1630529.0,,
400,PT05M41.00S,2021-11-28T03:30:34.8Z,3,REGULAR,steal,,[],1630529,,,1610612740,81,52,2021-11-28T03:30:37Z,3980000,,,0,,H. Jones STEAL (4 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M41.00S,2021-11-28T03:30:40.0Z,3,REGULAR,foul,personal,[],1628378,,,1610612740,81,52,2021-11-28T03:30:47Z,3990000,,,0,,D. Mitchell take personal FOUL (2 PF),"[1628378, 1630529]",1610612762.0,UTA,take,,,Mitchell,D. Mitchell,,,,,,,,,,,,2714.0,2.0,0.0,Jones,1630529.0,,,,,,,,
403,PT05M41.00S,2021-11-28T03:30:49.6Z,3,REGULAR,substitution,out,[],202685,,,1610612740,81,52,2021-11-28T03:30:53Z,4010000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M41.00S,2021-11-28T03:30:49.6Z,3,REGULAR,substitution,in,[],1626195,,,1610612740,81,52,2021-11-28T03:30:53Z,4020000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M32.00S,2021-11-28T03:31:08.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,10.85742444152431,22.058823529411764,1610612740,81,52,2021-11-28T03:31:38Z,4030000,140.0,50.0,1,left,MISS B. Ingram 14' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,14.82,Missed,,,,,,,,,,,,,,,,,,
406,PT05M31.00S,2021-11-28T03:31:09.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,81,52,2021-11-28T03:31:15Z,4040000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,405.0,,,,,,,,,,,,,
407,PT05M31.00S,2021-11-28T03:31:15.2Z,3,REGULAR,foul,personal,[],202711,,,1610612740,81,52,2021-11-28T03:31:26Z,4050000,,,0,,B. Bogdanovic loose ball personal FOUL (3 PF),"[202711, 1626195]",1610612762.0,UTA,loose ball,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,202049.0,3.0,1.0,Hernangomez,1626195.0,,,,,,,,
409,PT05M16.00S,2021-11-28T03:31:57.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630529,10.463206307490145,56.61764705882353,1610612740,81,52,2021-11-28T03:32:54Z,4070000,-33.0,46.0,1,left,MISS H. Jones driving Layup - blocked,"[1630529, 202355]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,5.66,Missed,,,,,,,,,,,,,,,,,Whiteside,202355.0
410,PT05M16.00S,2021-11-28T03:31:57.0Z,3,REGULAR,block,,[],202355,,,1610612740,81,52,2021-11-28T03:31:59Z,4080000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M16.00S,2021-11-28T03:31:57.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,81,52,2021-11-28T03:32:02Z,4090000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,409.0,,,,,,,,,,,,,
412,PT05M16.00S,2021-11-28T03:32:01.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612740,81,52,2021-11-28T03:33:25Z,4100000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,,,
413,PT05M05.00S,2021-11-28T03:32:22.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203903,87.59855453350855,49.26470588235294,1610612762,83,52,2021-11-28T03:32:28Z,4110000,-4.0,64.0,1,right,J. Clarkson 6' driving Layup (12 PTS) (R. Gay 3 AST),"[203903, 200752]",1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,6.42,Made,12.0,R. Gay,200752.0,3.0,,,,,,,,,,,,,,
415,PT04M45.00S,2021-11-28T03:32:41.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,7.966491458607096,58.57843137254902,1610612740,83,52,2021-11-28T03:32:48Z,4130000,-43.0,22.0,1,left,MISS B. Ingram Layup,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,4.84,Missed,,,,,,,,,,,,,,,,,,
416,PT04M42.00S,2021-11-28T03:32:44.9Z,3,REGULAR,rebound,offensive,[],1626195,,,1610612740,83,52,2021-11-28T03:32:48Z,4140000,,,0,,W. Hernangomez REBOUND (Off:2 Def:0),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,415.0,,,,,,,2.0,0.0,2.0,,,,
417,PT04M42.00S,2021-11-28T03:32:45.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,5.590000152587891,50.0,1610612740,83,54,2021-11-28T03:32:45Z,4150000,0.0,0.0,1,left,W. Hernangomez tip Layup (8 PTS),[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
418,PT04M37.00S,2021-11-28T03:32:50.4Z,3,REGULAR,3pt,Jump Shot,[],203903,90.75229960578186,5.392156862745098,1610612762,83,54,2021-11-28T03:32:59Z,4160000,-223.0,34.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,22.56,Missed,,,,,,,,,,,,,,,,,,
419,PT04M33.00S,2021-11-28T03:32:54.4Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,83,54,2021-11-28T03:32:59Z,4170000,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,418.0,,,,,,,5.0,4.0,1.0,,,,
420,PT04M19.00S,2021-11-28T03:33:07.4Z,3,REGULAR,turnover,bad pass,[],1626195,,,1610612740,83,54,2021-11-28T03:33:12Z,4180000,,,0,,W. Hernangomez bad pass TURNOVER (2 TO),"[1626195, 203903]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,2.0,,,,Clarkson,203903.0,,
421,PT04M19.00S,2021-11-28T03:33:07.4Z,3,REGULAR,steal,,[],203903,,,1610612762,83,54,2021-11-28T03:33:09Z,4190000,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M16.00S,2021-11-28T03:33:11.9Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628378,90.48948751642575,47.05882352941176,1610612762,85,54,2021-11-28T03:34:43Z,4200000,-15.0,37.0,1,right,D. Mitchell alley-oop DUNK (21 PTS) (B. Bogdanovic 4 AST),"[1628378, 202711]",1610612762.0,UTA,alley-oop,,,Mitchell,D. Mitchell,,,,,3.97,Made,21.0,B. Bogdanovic,202711.0,4.0,,,,,,,,,,,,,,
424,PT04M16.00S,2021-11-28T03:33:32.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,85,54,2021-11-28T03:33:32Z,4220000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M16.00S,2021-11-28T03:35:44.7Z,3,REGULAR,substitution,out,[],1628404,,,1610612740,85,54,2021-11-28T03:36:04Z,4230000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M16.00S,2021-11-28T03:35:44.7Z,3,REGULAR,substitution,out,[],1628984,,,1610612740,85,54,2021-11-28T03:36:04Z,4240000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M16.00S,2021-11-28T03:35:44.7Z,3,REGULAR,substitution,out,[],1630529,,,1610612740,85,54,2021-11-28T03:36:04Z,4250000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M16.00S,2021-11-28T03:35:44.7Z,3,REGULAR,substitution,out,[],1627742,,,1610612740,85,54,2021-11-28T03:36:04Z,4260000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M16.00S,2021-11-28T03:35:44.7Z,3,REGULAR,substitution,in,[],1630530,,,1610612740,85,54,2021-11-28T03:36:04Z,4270000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M16.00S,2021-11-28T03:35:44.7Z,3,REGULAR,substitution,in,[],202066,,,1610612740,85,54,2021-11-28T03:36:04Z,4280000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M16.00S,2021-11-28T03:35:44.7Z,3,REGULAR,substitution,in,[],1629638,,,1610612740,85,54,2021-11-28T03:36:04Z,4290000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M16.00S,2021-11-28T03:35:44.7Z,3,REGULAR,substitution,in,[],1630184,,,1610612740,85,54,2021-11-28T03:36:04Z,4300000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M06.00S,2021-11-28T03:36:27.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202355,,,1610612740,85,54,2021-11-28T03:36:33Z,4310000,,,0,,H. Whiteside shooting personal FOUL (3 PF) (Alexander-Walker 2 FT),"[202355, 1629638]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,202049.0,3.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
435,PT04M06.00S,2021-11-28T03:36:52.4Z,3,REGULAR,freethrow,1 of 2,[],1629638,,,1610612740,85,55,2021-11-28T03:36:52Z,4330000,,,0,,N. Alexander-Walker Free Throw 1 of 2 (3 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
436,PT04M06.00S,2021-11-28T03:37:04.7Z,3,REGULAR,freethrow,2 of 2,[],1629638,,,1610612740,85,56,2021-11-28T03:37:04Z,4340000,,,0,,N. Alexander-Walker Free Throw 2 of 2 (4 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
437,PT03M50.00S,2021-11-28T03:37:24.3Z,3,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612762,85,56,2021-11-28T03:37:30Z,4350000,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Gay 2 FT),"[1630530, 200752]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,,,,,,,,2714.0,1.0,0.0,Gay,200752.0,,,,,,,,
439,PT03M50.00S,2021-11-28T03:37:52.0Z,3,REGULAR,freethrow,1 of 2,[],200752,,,1610612762,86,56,2021-11-28T03:38:12Z,4370000,,,0,,R. Gay Free Throw 1 of 2 (10 PTS),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
440,PT03M50.00S,2021-11-28T03:37:52.0Z,3,REGULAR,freethrow,2 of 2,[],200752,,,1610612762,86,56,2021-11-28T03:38:12Z,4380000,,,0,,MISS R. Gay Free Throw 2 of 2,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,Missed,,,,,,,,,,,,,,,,,,
441,PT03M48.00S,2021-11-28T03:37:54.0Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,86,56,2021-11-28T03:38:12Z,4390000,,,0,,W. Hernangomez REBOUND (Off:2 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,440.0,,,,,,,3.0,1.0,2.0,,,,
442,PT03M35.00S,2021-11-28T03:38:24.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,7.703679369250986,51.225490196078425,1610612740,86,58,2021-11-28T03:38:29Z,4400000,-6.0,20.0,1,left,W. Hernangomez Layup (10 PTS) (N. Alexander-Walker 2 AST),"[1626195, 1629638]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,2.08,Made,10.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,,,,,
444,PT03M20.00S,2021-11-28T03:38:39.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,82.21090670170827,40.44117647058824,1610612762,86,58,2021-11-28T03:38:49Z,4420000,-48.0,115.0,1,right,MISS J. Clarkson 12' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,12.43,Missed,,,,,,,,,,,,,,,,,,
445,PT03M16.00S,2021-11-28T03:38:43.7Z,3,REGULAR,rebound,offensive,[],202355,,,1610612762,86,58,2021-11-28T03:38:49Z,4430000,,,0,,H. Whiteside REBOUND (Off:1 Def:3),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,444.0,,,,,,,4.0,3.0,1.0,,,,
446,PT03M15.00S,2021-11-28T03:38:43.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202355,93.51182654402102,50.49019607843137,1610612762,88,58,2021-11-28T03:38:52Z,4440000,2.0,8.0,1,right,H. Whiteside DUNK (6 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,0.89,Made,6.0,,,,,,,,,,,,,,,,,
447,PT03M09.00S,2021-11-28T03:38:51.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630184,7.5722733245729295,58.08823529411765,1610612740,88,60,2021-11-28T03:39:12Z,4450000,-40.0,19.0,1,left,K. Lewis Jr. driving Layup (4 PTS),[1630184],1610612740.0,NOP,driving,,,Lewis Jr.,K. Lewis Jr.,,,,,4.45,Made,4.0,,,,,,,,,,,,,,,,,
448,PT03M09.00S,2021-11-28T03:39:00.5Z,3,REGULAR,violation,defensive goaltending,[],202355,,,1610612740,88,60,2021-11-28T03:39:12Z,4460000,,,0,,H. Whiteside defensive goaltending VIOLATION,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,202049.0,,,,,,,,,,,,
449,PT02M53.00S,2021-11-28T03:39:22.1Z,3,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612762,88,60,2021-11-28T03:39:54Z,4470000,,,0,,D. Mitchell lost ball out-of-bounds TURNOVER (4 TO),[1628378],1610612762.0,UTA,lost ball,,,Mitchell,D. Mitchell,,,,,,,,,,,,2714.0,,,,,4.0,,,,,,,
450,PT02M43.00S,2021-11-28T03:39:41.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,30.436925098554536,30.88235294117647,1610612740,88,63,2021-11-28T03:40:53Z,4480000,96.0,234.0,1,left,N. Alexander-Walker 25' 3PT pullup (7 PTS) (W. Hernangomez 1 AST),"[1629638, 1626195]",1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,25.24,Made,7.0,W. Hernangomez,1626195.0,1.0,,,,,,,,,,,,,,
451,PT02M31.00S,2021-11-28T03:39:56.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612762,88,63,2021-11-28T03:40:06Z,4490000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
