actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
360,PT08M56.00S,2021-10-27T03:27:23.8Z,3,REGULAR,turnover,lost ball,[],203210,,,1610612743,68,69,2021-10-27T03:27:29Z,3540000,,,0,,J. Green lost ball TURNOVER (1 TO),"[203210, 202711]",1610612743.0,DEN,,,,Green,J. Green,,,,,1.0,Bogdanovic,202711.0,,,,,,,,,,,,,,,,,,
361,PT08M56.00S,2021-10-27T03:27:23.8Z,3,REGULAR,steal,,[],202711,,,1610612762,68,69,2021-10-27T03:27:25Z,3550000,,,0,,B. Bogdanovic STEAL (1 STL),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT08M50.00S,2021-10-27T03:27:29.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202711,7.703679369250986,47.05882352941176,1610612762,70,69,2021-10-27T03:27:42Z,3560000,15.0,20.0,1,left,B. Bogdanovic running DUNK (9 PTS),[202711],1610612762.0,UTA,running,,,Bogdanovic,B. Bogdanovic,,,,,,,,2.47,Made,9.0,,,,,,,,,,,,,,,
363,PT08M26.00S,2021-10-27T03:27:54.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,84.57621550591328,49.754901960784316,1610612743,70,71,2021-10-27T03:27:58Z,3570000,-1.0,92.0,1,right,A. Gordon 9' step back Jump Shot (19 PTS),[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,,,,9.25,Made,19.0,,,,,,,,,,,,,,,
364,PT07M59.00S,2021-10-27T03:28:20.7Z,3,REGULAR,3pt,Jump Shot,[],1628378,24.917871222076215,89.70588235294117,1610612762,73,71,2021-10-27T03:28:35Z,3580000,-199.0,182.0,1,left,D. Mitchell 26' 3PT pullup (17 PTS),[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,,,,26.91,Made,17.0,,,,,,,,,,,,,,,
365,PT07M33.00S,2021-10-27T03:28:46.8Z,3,REGULAR,3pt,Jump Shot,[],203115,70.90998685939553,75.49019607843137,1610612743,73,74,2021-10-27T03:28:51Z,3590000,127.0,221.0,1,right,W. Barton 25' 3PT step back (4 PTS) (M. Porter Jr. 2 AST),"[203115, 1629008]",1610612743.0,DEN,step back,,,Barton,W. Barton,,,,,,,,25.51,Made,4.0,,,,,,,,,,M. Porter Jr.,1629008.0,2.0,,,
367,PT07M22.00S,2021-10-27T03:28:58.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201144,7.703679369250986,57.84313725490197,1610612762,75,74,2021-10-27T03:29:04Z,3610000,-39.0,20.0,1,left,M. Conley driving Layup (10 PTS),[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,,,,4.4,Made,10.0,,,,,,,,,,,,,,,
368,PT07M05.00S,2021-10-27T03:29:15.1Z,3,REGULAR,3pt,Jump Shot,[],203210,93.38042049934296,1.9607843137254901,1610612743,75,74,2021-10-27T03:29:21Z,3620000,-240.0,10.0,1,right,MISS J. Green 24' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,24.04,Missed,,,,,,,,,,,,,,,,
369,PT07M02.00S,2021-10-27T03:29:18.1Z,3,REGULAR,rebound,defensive,[],202711,,,1610612762,75,74,2021-10-27T03:29:21Z,3630000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,368.0,2.0,1.0,1.0,,,,,,
370,PT06M55.00S,2021-10-27T03:29:25.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,12.828515111695138,49.26470588235294,1610612762,77,74,2021-10-27T03:29:31Z,3640000,4.0,68.0,1,left,B. Bogdanovic 6' turnaround fadeaway Jump Shot (11 PTS),[202711],1610612762.0,UTA,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,,,,6.82,Made,11.0,,,,,,,,,,,,,,,
371,PT06M37.00S,2021-10-27T03:29:42.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,90.09526938239159,38.970588235294116,1610612743,77,76,2021-10-27T03:29:57Z,3650000,-55.0,41.0,1,right,W. Barton 6' driving floating bank Jump Shot (6 PTS),[203115],1610612743.0,DEN,driving floating bank,,,Barton,W. Barton,,,,,,,,6.84,Made,6.0,,,,,,,,,,,,,,,
372,PT06M37.00S,2021-10-27T03:29:48.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,77,76,2021-10-27T03:29:48Z,3660000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M37.00S,2021-10-27T03:32:47.4Z,3,REGULAR,substitution,out,[],201144,,,1610612762,77,76,2021-10-27T03:33:12Z,3670000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M37.00S,2021-10-27T03:32:47.4Z,3,REGULAR,substitution,out,[],203497,,,1610612762,77,76,2021-10-27T03:33:12Z,3680000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M37.00S,2021-10-27T03:32:47.4Z,3,REGULAR,substitution,in,[],204060,,,1610612762,77,76,2021-10-27T03:33:12Z,3690000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M37.00S,2021-10-27T03:32:47.4Z,3,REGULAR,substitution,in,[],202355,,,1610612762,77,76,2021-10-27T03:33:12Z,3700000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M15.00S,2021-10-27T03:33:46.4Z,3,REGULAR,turnover,lost ball,[],1628378,,,1610612762,77,76,2021-10-27T03:33:50Z,3710000,,,0,,D. Mitchell lost ball TURNOVER (2 TO),"[1628378, 203210]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,2.0,Green,203210.0,,,,,,,,,,,,,,,,,,
378,PT06M15.00S,2021-10-27T03:33:46.4Z,3,REGULAR,steal,,[],203210,,,1610612743,77,76,2021-10-27T03:33:48Z,3720000,,,0,,J. Green STEAL (2 STL),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M11.00S,2021-10-27T03:33:51.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628420,73.53810775295663,81.37254901960785,1610612743,77,79,2021-10-27T03:33:58Z,3730000,157.0,196.0,1,right,M. Morris 25' 3PT  (16 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,25.12,Made,16.0,,,,,,,,,,,,,,,
381,PT05M55.00S,2021-10-27T03:34:08.6Z,3,REGULAR,foul,personal,['2freethrow'],203210,,,1610612762,77,79,2021-10-27T03:34:12Z,3750000,,,0,,J. Green shooting personal FOUL (2 PF) (Bogdanovic 2 FT),"[203210, 202711]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,2002.0,2.0,0.0,Bogdanovic,202711.0,,,,,,,,,,
383,PT05M55.00S,2021-10-27T03:34:41.0Z,3,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,78,79,2021-10-27T03:34:41Z,3770000,,,0,,B. Bogdanovic Free Throw 1 of 2 (12 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
384,PT05M55.00S,2021-10-27T03:34:57.5Z,3,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,79,79,2021-10-27T03:34:57Z,3780000,,,0,,B. Bogdanovic Free Throw 2 of 2 (13 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
385,PT05M43.00S,2021-10-27T03:35:13.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203115,90.48948751642575,43.627450980392155,1610612743,79,81,2021-10-27T03:35:20Z,3790000,-32.0,37.0,1,right,W. Barton driving Layup (8 PTS),[203115],1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,,,,4.88,Made,8.0,,,,,,,,,,,,,,,
386,PT05M37.00S,2021-10-27T03:35:19.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202711,8.886333771353483,40.44117647058824,1610612762,79,81,2021-10-27T03:35:25Z,3800000,48.0,31.0,1,left,MISS B. Bogdanovic driving Layup,[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,,,,5.7,Missed,,,,,,,,,,,,,,,,
387,PT05M35.00S,2021-10-27T03:35:21.8Z,3,REGULAR,rebound,offensive,[],202355,,,1610612762,79,81,2021-10-27T03:35:21Z,3810000,,,0,,H. Whiteside REBOUND (Off:1 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,386.0,3.0,2.0,1.0,,,,,,
388,PT05M33.00S,2021-10-27T03:35:23.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202355,10.988830486202366,48.77450980392157,1610612762,79,81,2021-10-27T03:35:28Z,3820000,6.0,51.0,1,left,MISS H. Whiteside floating Shot,[202355],1610612762.0,UTA,floating,,,Whiteside,H. Whiteside,,,,,,,,5.12,Missed,,,,,,,,,,,,,,,,
389,PT05M31.00S,2021-10-27T03:35:25.0Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,79,81,2021-10-27T03:35:28Z,3830000,,,0,,A. Gordon REBOUND (Off:1 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,388.0,5.0,4.0,1.0,,,,,,
390,PT05M26.00S,2021-10-27T03:35:34.7Z,3,REGULAR,foul,offensive,[],203932,,,1610612743,79,81,2021-10-27T03:39:27Z,3840000,,,0,,A. Gordon charge offensive FOUL (2 PF),"[203932, 1628378]",1610612743.0,DEN,charge,,,Gordon,A. Gordon,,,,,,,,,,,2002.0,2.0,0.0,Mitchell,1628378.0,,,,,,,,,,
398,PT05M26.00S,2021-10-27T03:35:34.7Z,3,REGULAR,turnover,offensive foul,[],203932,,,1610612743,79,81,2021-10-27T03:35:34Z,3855000,,,0,,A. Gordon offensive foul TURNOVER (2 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,2.0,,,,,,2002.0,,,,,,,,,,,,,,
392,PT05M26.00S,2021-10-27T03:35:57.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,79,81,2021-10-27T03:48:05Z,3860000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M26.00S,2021-10-27T03:36:17.2Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612762,79,81,2021-10-27T03:35:34Z,3870000,,,0,,,[],1610612762.0,UTA,overturned,,,,,,,,,,,,,,,2714.0,,,,,,,,,,,,,,Corrected to Offensive Foul on A. Gordon
400,PT05M26.00S,2021-10-27T03:39:29.4Z,3,REGULAR,substitution,in,[],1628408,,,1610612762,79,81,2021-10-27T03:39:48Z,3930000,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M26.00S,2021-10-27T03:39:29.4Z,3,REGULAR,substitution,out,[],1629008,,,1610612762,79,81,2021-10-27T03:41:09Z,3935000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M14.00S,2021-10-27T03:40:21.0Z,3,REGULAR,turnover,lost ball,[],1628378,,,1610612762,79,81,2021-10-27T03:40:27Z,3940000,,,0,,D. Mitchell lost ball TURNOVER (3 TO),"[1628378, 203210]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,3.0,Green,203210.0,,,,,,,,,,,,,,,,,,
402,PT05M14.00S,2021-10-27T03:40:21.0Z,3,REGULAR,steal,,[],203210,,,1610612743,79,81,2021-10-27T03:40:24Z,3950000,,,0,,J. Green STEAL (3 STL),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M53.00S,2021-10-27T03:40:41.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203932,92.59198423127464,2.696078431372549,1610612743,79,81,2021-10-27T03:40:51Z,3960000,-237.0,17.0,1,right,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,23.71,Missed,,,,,,,,,,,,,,,,
404,PT04M51.00S,2021-10-27T03:40:43.1Z,3,REGULAR,rebound,defensive,[],204060,,,1610612762,79,81,2021-10-27T03:40:51Z,3970000,,,0,,J. Ingles REBOUND (Off:0 Def:2),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,403.0,2.0,2.0,0.0,,,,,,
405,PT04M41.00S,2021-10-27T03:40:54.7Z,3,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612762,79,81,2021-10-27T03:41:02Z,3980000,,,0,,D. Mitchell step out-of-bounds TURNOVER (4 TO),[1628378],1610612762.0,UTA,step,,,Mitchell,D. Mitchell,,,,,4.0,,,,,,1627961.0,,,,,,,,,,,,,,
407,PT04M31.00S,2021-10-27T03:41:17.4Z,3,REGULAR,foul,offensive,[],203932,,,1610612743,79,81,2021-10-27T03:41:28Z,3990000,,,0,,A. Gordon offensive FOUL (3 PF),"[203932, 1626220]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,2002.0,3.0,0.0,O'Neale,1626220.0,,,,,,,,,,
409,PT04M31.00S,2021-10-27T03:41:17.4Z,3,REGULAR,turnover,offensive foul,[],203932,,,1610612743,79,81,2021-10-27T03:41:28Z,4010000,,,0,,A. Gordon offensive foul TURNOVER (3 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,3.0,,,,,,2002.0,,,,,,,,,,,,,,
410,PT04M20.00S,2021-10-27T03:41:43.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,7.178055190538765,42.64705882352941,1610612762,81,81,2021-10-27T03:41:48Z,4020000,37.0,15.0,1,left,D. Mitchell driving Layup (19 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,3.97,Made,19.0,,,,,,,,,,,,,,,
411,PT03M57.00S,2021-10-27T03:42:06.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,92.72339027595268,55.392156862745104,1610612743,81,83,2021-10-27T03:42:10Z,4030000,27.0,16.0,1,right,W. Barton driving bank Jump Shot (10 PTS),[203115],1610612743.0,DEN,driving bank,,,Barton,W. Barton,,,,,,,,3.13,Made,10.0,,,,,,,,,,,,,,,
412,PT03M49.00S,2021-10-27T03:42:17.4Z,3,REGULAR,foul,personal,['2freethrow'],203932,,,1610612762,81,83,2021-10-27T03:42:22Z,4040000,,,0,,A. Gordon shooting personal FOUL (4 PF) (Bogdanovic 2 FT),"[203932, 202711]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,,,,,,,2002.0,4.0,0.0,Bogdanovic,202711.0,,,,,,,,,,
414,PT03M49.00S,2021-10-27T03:42:42.5Z,3,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,82,83,2021-10-27T03:42:42Z,4060000,,,0,,B. Bogdanovic Free Throw 1 of 2 (14 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
415,PT03M49.00S,2021-10-27T03:42:43.1Z,3,REGULAR,substitution,out,[],1626220,,,1610612762,82,83,2021-10-27T03:42:51Z,4070000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT03M49.00S,2021-10-27T03:42:43.1Z,3,REGULAR,substitution,out,[],1628420,,,1610612762,82,83,2021-10-27T03:42:51Z,4080000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M49.00S,2021-10-27T03:42:43.1Z,3,REGULAR,substitution,out,[],203932,,,1610612762,82,83,2021-10-27T03:42:51Z,4090000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M49.00S,2021-10-27T03:42:43.1Z,3,REGULAR,substitution,in,[],203903,,,1610612762,82,83,2021-10-27T03:42:51Z,4100000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M49.00S,2021-10-27T03:42:43.1Z,3,REGULAR,substitution,in,[],1630267,,,1610612762,82,83,2021-10-27T03:42:51Z,4110000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M49.00S,2021-10-27T03:42:43.1Z,3,REGULAR,substitution,in,[],201145,,,1610612762,82,83,2021-10-27T03:42:51Z,4120000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M49.00S,2021-10-27T03:43:02.7Z,3,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,83,83,2021-10-27T03:43:02Z,4130000,,,0,,B. Bogdanovic Free Throw 2 of 2 (15 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
422,PT03M38.00S,2021-10-27T03:43:15.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203115,91.14651773981603,54.166666666666664,1610612743,83,83,2021-10-27T03:43:20Z,4140000,21.0,31.0,1,right,MISS W. Barton Layup - blocked,"[203115, 202355]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,3.71,Missed,,,,,,,,,,,,,,Whiteside,202355.0,
423,PT03M38.00S,2021-10-27T03:43:15.6Z,3,REGULAR,block,,[],202355,,,1610612743,83,83,2021-10-27T03:43:17Z,4150000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M36.00S,2021-10-27T03:43:17.6Z,3,REGULAR,rebound,defensive,[],204060,,,1610612762,83,83,2021-10-27T03:43:20Z,4160000,,,0,,J. Ingles REBOUND (Off:0 Def:3),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,422.0,3.0,3.0,0.0,,,,,,
425,PT03M31.00S,2021-10-27T03:43:24.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,10.463206307490145,49.50980392156863,1610612762,83,83,2021-10-27T03:44:15Z,4170000,2.0,46.0,1,left,MISS B. Bogdanovic Jump Shot - blocked,"[202711, 203115]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,4.6,Missed,,,,,,,,,,,,,,Barton,203115.0,
426,PT03M31.00S,2021-10-27T03:43:24.9Z,3,REGULAR,block,,[],203115,,,1610612762,83,83,2021-10-27T03:43:27Z,4180000,,,0,,W. Barton BLOCK (1 BLK),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M31.00S,2021-10-27T03:43:24.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,83,83,2021-10-27T03:49:09Z,4185000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,425.0,,,,,,,,,
427,PT03M31.00S,2021-10-27T03:43:35.1Z,3,REGULAR,substitution,out,[],203210,,,1610612743,83,83,2021-10-27T03:44:14Z,4190000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M31.00S,2021-10-27T03:43:35.1Z,3,REGULAR,substitution,in,[],1629008,,,1610612743,83,83,2021-10-27T03:44:14Z,4200000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M31.00S,2021-10-27T03:43:35.1Z,3,REGULAR,substitution,out,[],1628378,,,1610612743,83,83,2021-10-27T03:44:14Z,4210000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M31.00S,2021-10-27T03:43:35.1Z,3,REGULAR,substitution,in,[],201144,,,1610612743,83,83,2021-10-27T03:44:14Z,4220000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M31.00S,2021-10-27T03:44:14.7Z,3,REGULAR,jumpball,recovered,[],201145,,,1610612743,83,83,2021-10-27T03:49:01Z,4230000,,,0,,Jump Ball W. Barton vs. B. Bogdanovic: Tip to J. Green,"[201145, 203115, 202711]",1610612743.0,DEN,heldball,J. Green,201145.0,Green,J. Green,Barton,203115.0,Bogdanovic,202711.0,,,,,,,,,,,,,,,,,,,,,
435,PT03M18.00S,2021-10-27T03:44:23.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,90.48948751642575,49.26470588235294,1610612743,83,85,2021-10-27T03:44:28Z,4260000,-4.0,37.0,1,right,W. Barton floating Jump Shot (12 PTS),[203115],1610612743.0,DEN,floating,,,Barton,W. Barton,,,,,,,,3.71,Made,12.0,,,,,,,,,,,,,,,
436,PT03M05.00S,2021-10-27T03:44:36.6Z,3,REGULAR,turnover,lost ball,[],202355,,,1610612762,83,85,2021-10-27T03:44:42Z,4270000,,,0,,H. Whiteside lost ball TURNOVER (1 TO),"[202355, 1630267]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,1.0,Campazzo,1630267.0,,,,,,,,,,,,,,,,,,
437,PT03M05.00S,2021-10-27T03:44:36.6Z,3,REGULAR,steal,,[],1630267,,,1610612743,83,85,2021-10-27T03:45:26Z,4280000,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M00.00S,2021-10-27T03:44:41.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203115,67.88764783180025,58.57843137254902,1610612743,83,85,2021-10-27T03:44:48Z,4290000,43.0,249.0,1,right,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,25.31,Missed,,,,,,,,,,,,,,,,
439,PT02M56.00S,2021-10-27T03:44:45.6Z,3,REGULAR,rebound,defensive,[],204060,,,1610612762,83,85,2021-10-27T03:44:48Z,4300000,,,0,,J. Ingles REBOUND (Off:0 Def:4),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,438.0,4.0,4.0,0.0,,,,,,
440,PT02M52.00S,2021-10-27T03:44:56.4Z,3,REGULAR,foul,personal,[],1630267,,,1610612762,83,85,2021-10-27T03:45:06Z,4310000,,,0,,F. Campazzo personal FOUL (1 PF),"[1630267, 202711]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,2714.0,1.0,0.0,Bogdanovic,202711.0,,,,,,,,,,
442,PT02M52.00S,2021-10-27T03:45:00.1Z,3,REGULAR,substitution,out,[],202355,,,1610612762,83,85,2021-10-27T03:45:06Z,4330000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M52.00S,2021-10-27T03:45:00.1Z,3,REGULAR,substitution,out,[],202711,,,1610612762,83,85,2021-10-27T03:45:06Z,4340000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M52.00S,2021-10-27T03:45:00.1Z,3,REGULAR,substitution,in,[],203497,,,1610612762,83,85,2021-10-27T03:45:06Z,4350000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M52.00S,2021-10-27T03:45:00.1Z,3,REGULAR,substitution,in,[],1629672,,,1610612762,83,85,2021-10-27T03:45:06Z,4360000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M41.00S,2021-10-27T03:45:29.3Z,3,REGULAR,foul,personal,[],1628408,,,1610612762,83,85,2021-10-27T03:45:38Z,4370000,,,0,,P. Dozier personal FOUL (2 PF),"[1628408, 201144]",1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,2714.0,2.0,0.0,Conley,201144.0,,,,,,,,,,
448,PT02M29.00S,2021-10-27T03:45:57.1Z,3,REGULAR,3pt,Jump Shot,[],203903,7.835085413929041,3.6764705882352944,1610612762,83,85,2021-10-27T03:46:02Z,4390000,232.0,21.0,1,left,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,23.26,Missed,,,,,,,,,,,,,,,,
449,PT02M27.00S,2021-10-27T03:45:59.1Z,3,REGULAR,rebound,defensive,[],1630267,,,1610612743,83,85,2021-10-27T03:46:02Z,4400000,,,0,,F. Campazzo REBOUND (Off:0 Def:2),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,448.0,2.0,2.0,0.0,,,,,,
450,PT02M22.00S,2021-10-27T03:46:04.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203115,92.46057818659659,53.18627450980392,1610612743,83,87,2021-10-27T03:46:12Z,4410000,16.0,18.0,1,right,W. Barton driving Layup (14 PTS) (F. Campazzo 1 AST),"[203115, 1630267]",1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,,,,2.43,Made,14.0,,,,,,,,,,F. Campazzo,1630267.0,1.0,,,
452,PT02M21.00S,2021-10-27T03:46:09.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612762,83,87,2021-10-27T03:46:45Z,4430000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
