actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
29,PT09M00.00S,2021-10-21T01:17:33.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,9,4,2021-10-21T01:17:35Z,290000,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,
30,PT08M46.00S,2021-10-21T01:17:46.5Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,9,4,2021-10-21T01:17:50Z,300000,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1628378]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,1.0,,,,,,,,,,,,,,,Mitchell,1628378.0,,
31,PT08M46.00S,2021-10-21T01:17:46.5Z,1,REGULAR,steal,,[],1628378,,,1610612762,9,4,2021-10-21T01:17:48Z,310000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
32,PT08M41.00S,2021-10-21T01:17:51.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626220,94.1688567674113,2.941176470588235,1610612762,9,4,2021-10-21T01:17:59Z,320000,-235.0,2.0,1,right,MISS R. O'Neale 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,23.53,Missed,,,,,,,,,,,,,,,,
33,PT08M38.00S,2021-10-21T01:17:54.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,9,4,2021-10-21T01:17:59Z,330000,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,
34,PT08M35.00S,2021-10-21T01:17:59.9Z,1,REGULAR,violation,kicked ball,[],1628378,,,1610612760,9,4,2021-10-21T01:18:06Z,340000,,,0,,D. Mitchell kicked ball VIOLATION,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,200834.0,,,,,,,,,,,,,,,,,,,
35,PT08M27.00S,2021-10-21T01:18:25.9Z,1,REGULAR,2pt,Jump Shot,[],202324,22.28975032851511,64.4607843137255,1610612760,9,4,2021-10-21T01:18:30Z,350000,-72.0,157.0,1,left,MISS D. Favors 17' Jump Shot,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,17.28,Missed,,,,,,,,,,,,,,,,
36,PT08M24.00S,2021-10-21T01:18:28.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,9,4,2021-10-21T01:18:30Z,360000,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,35.0,4.0,3.0,1.0,,,,,,,,
37,PT08M14.00S,2021-10-21T01:18:40.5Z,1,REGULAR,foul,personal,['2freethrow'],202324,,,1610612762,9,4,2021-10-21T01:18:45Z,370000,,,0,,D. Favors shooting personal FOUL (1 PF) (Gobert 2 FT),"[202324, 203497]",1610612760.0,OKC,shooting,,,Favors,D. Favors,,,,,200834.0,,,,,,,,,,,,1.0,0.0,Gobert,203497.0,,,,
39,PT08M14.00S,2021-10-21T01:19:11.0Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,10,4,2021-10-21T01:19:11Z,390000,,,0,,R. Gobert Free Throw 1 of 2 (5 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
40,PT08M14.00S,2021-10-21T01:19:36.5Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,11,4,2021-10-21T01:19:36Z,400000,,,0,,R. Gobert Free Throw 2 of 2 (6 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
41,PT08M03.00S,2021-10-21T01:19:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,6.389618922470433,47.549019607843135,1610612760,11,6,2021-10-21T01:19:59Z,410000,12.0,8.0,1,left,D. Bazley driving reverse Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1629647, 1628983]",1610612760.0,OKC,driving reverse,,,Bazley,D. Bazley,,,,,,,1.45,Made,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,
42,PT07M54.00S,2021-10-21T01:20:01.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,11,6,2021-10-21T01:20:01Z,420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M47.00S,2021-10-21T01:20:21.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,11,6,2021-10-21T01:20:21Z,430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M37.00S,2021-10-21T01:20:44.5Z,1,REGULAR,3pt,Jump Shot,[],201144,69.72733245729303,69.11764705882352,1610612762,11,6,2021-10-21T01:21:06Z,440000,96.0,232.0,1,right,MISS M. Conley 25' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,25.1,Missed,,,,,,,,,,,,,,,,
45,PT07M33.00S,2021-10-21T01:20:47.8Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,11,6,2021-10-21T01:20:47Z,450000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,
46,PT07M22.00S,2021-10-21T01:20:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,5.732588699080158,54.166666666666664,1610612760,11,8,2021-10-21T01:21:09Z,460000,-21.0,1.0,1,left,J. Giddey Layup (2 PTS) (D. Bazley 1 AST),"[1630581, 1629647]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,2.08,Made,2.0,D. Bazley,1629647.0,1.0,,,,,,,,,,,,
48,PT07M06.00S,2021-10-21T01:21:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,81.8166885676741,58.82352941176471,1610612762,13,8,2021-10-21T01:21:28Z,480000,44.0,118.0,1,right,M. Conley 12' Jump Shot (5 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,12.63,Made,5.0,,,,,,,,,,,,,,,
49,PT06M52.00S,2021-10-21T01:21:29.3Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,13,8,2021-10-21T01:21:31Z,490000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 201144]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,1.0,,,,,,,,,,,,,,,Conley,201144.0,,
50,PT06M52.00S,2021-10-21T01:21:29.3Z,1,REGULAR,steal,,[],201144,,,1610612762,13,8,2021-10-21T01:21:32Z,500000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M47.00S,2021-10-21T01:21:37.3Z,1,REGULAR,foul,personal,[],1629652,,,1610612762,13,8,2021-10-21T01:21:54Z,510000,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1628378]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,200834.0,,,,,,,,,,,,1.0,0.0,Mitchell,1628378.0,,,,
209,PT06M47.00S,2021-10-21T01:22:48.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,13,8,2021-10-21T01:53:20Z,525000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M47.00S,2021-10-21T01:23:59.7Z,1,REGULAR,substitution,out,[],201144,,,1610612762,13,8,2021-10-21T01:24:39Z,530000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M47.00S,2021-10-21T01:23:59.7Z,1,REGULAR,substitution,out,[],203497,,,1610612762,13,8,2021-10-21T01:24:39Z,540000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M47.00S,2021-10-21T01:23:59.7Z,1,REGULAR,substitution,in,[],204060,,,1610612762,13,8,2021-10-21T01:24:39Z,550000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M47.00S,2021-10-21T01:23:59.7Z,1,REGULAR,substitution,in,[],202355,,,1610612762,13,8,2021-10-21T01:24:39Z,560000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M37.00S,2021-10-21T01:24:59.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204060,68.67608409986859,66.91176470588235,1610612762,13,8,2021-10-21T01:25:04Z,570000,85.0,242.0,1,right,MISS J. Ingles 25' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,25.63,Missed,,,,,,,,,,,,,,,,
58,PT06M32.00S,2021-10-21T01:25:04.5Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,13,8,2021-10-21T01:25:04Z,580000,,,0,,D. Favors REBOUND (Off:0 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,
59,PT06M25.00S,2021-10-21T01:25:10.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629647,11.251642575558476,64.4607843137255,1610612760,13,8,2021-10-21T01:25:13Z,590000,-72.0,53.0,1,left,MISS D. Bazley 8' Jump Shot - blocked,"[1629647, 202355]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,8.98,Missed,,,,,,,,,,,,,,,Whiteside,202355.0
60,PT06M25.00S,2021-10-21T01:25:10.8Z,1,REGULAR,block,,[],202355,,,1610612760,13,8,2021-10-21T01:25:15Z,600000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M20.00S,2021-10-21T01:25:16.0Z,1,REGULAR,rebound,offensive,[],1629647,,,1610612760,13,8,2021-10-21T01:25:16Z,610000,,,0,,D. Bazley REBOUND (Off:1 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,59.0,2.0,1.0,1.0,,,,,,,,
62,PT06M14.00S,2021-10-21T01:25:22.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202324,5.075558475689881,54.166666666666664,1610612760,13,8,2021-10-21T01:25:24Z,620000,-21.0,-5.0,1,left,MISS D. Favors DUNK - blocked,"[202324, 202355]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,2.13,Missed,,,,,,,,,,,,,,,Whiteside,202355.0
63,PT06M14.00S,2021-10-21T01:25:22.5Z,1,REGULAR,block,,[],202355,,,1610612760,13,8,2021-10-21T01:25:26Z,630000,,,0,,H. Whiteside BLOCK (2 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M06.00S,2021-10-21T01:25:30.0Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,13,8,2021-10-21T01:25:30Z,640000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,
65,PT05M58.00S,2021-10-21T01:25:37.8Z,1,REGULAR,2pt,Jump Shot,[],202711,92.59198423127464,69.85294117647058,1610612762,13,8,2021-10-21T01:25:42Z,650000,99.0,17.0,1,right,MISS B. Bogdanovic 10' Jump Shot,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,10.08,Missed,,,,,,,,,,,,,,,,
66,PT05M52.00S,2021-10-21T01:25:43.8Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,13,8,2021-10-21T01:25:43Z,660000,,,0,,D. Favors REBOUND (Off:0 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,
68,PT05M47.00S,2021-10-21T01:25:52.5Z,1,REGULAR,foul,personal,[],202355,,,1610612760,13,8,2021-10-21T01:26:01Z,680000,,,0,,H. Whiteside personal FOUL (1 PF),"[202355, 1628983]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,2534.0,,,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,
70,PT05M42.00S,2021-10-21T01:26:19.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,13,8,2021-10-21T01:26:19Z,700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M42.00S,2021-10-21T01:26:21.9Z,1,REGULAR,substitution,out,[],202324,,,1610612760,13,8,2021-10-21T01:26:27Z,710000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M42.00S,2021-10-21T01:26:21.9Z,1,REGULAR,substitution,in,[],1629676,,,1610612760,13,8,2021-10-21T01:26:27Z,720000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M40.00S,2021-10-21T01:26:42.0Z,1,REGULAR,3pt,Jump Shot,[],1628983,11.12023653088042,3.6764705882352944,1610612760,13,8,2021-10-21T01:26:45Z,730000,232.0,52.0,1,left,MISS S. Gilgeous-Alexander 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,23.74,Missed,,,,,,,,,,,,,,,,
74,PT05M35.00S,2021-10-21T01:26:47.0Z,1,REGULAR,rebound,offensive,[],1629676,,,1610612760,13,8,2021-10-21T01:58:04Z,740000,,,0,,I. Roby REBOUND (Off:1 Def:0),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,73.0,1.0,0.0,1.0,,,,,,,,
159,PT05M35.00S,2021-10-21T01:26:56.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,35.134691195795014,51.470588235294116,1610612760,13,11,2021-10-21T01:41:32Z,750000,-7.0,278.0,1,left,L. Dort 27' 3PT  (5 PTS) (I. Roby 1 AST),"[1629652, 1629676]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,27.79,Made,5.0,I. Roby,1629676.0,1.0,,,,,,,,,,,,
76,PT05M14.00S,2021-10-21T01:27:11.4Z,1,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612762,13,11,2021-10-21T01:27:26Z,760000,,,0,,I. Roby shooting personal FOUL (1 PF) (Whiteside 2 FT),"[1629676, 202355]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,1626300.0,,,,,,,,,,,,1.0,0.0,Whiteside,202355.0,,,,
78,PT05M14.00S,2021-10-21T01:27:33.6Z,1,REGULAR,freethrow,1 of 2,[],202355,,,1610612762,14,11,2021-10-21T01:27:33Z,780000,,,0,,H. Whiteside Free Throw 1 of 2 (1 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
79,PT05M14.00S,2021-10-21T01:27:35.9Z,1,REGULAR,substitution,out,[],1630581,,,1610612762,14,11,2021-10-21T01:27:42Z,790000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M14.00S,2021-10-21T01:27:35.9Z,1,REGULAR,substitution,in,[],1630544,,,1610612762,14,11,2021-10-21T01:27:42Z,800000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M14.00S,2021-10-21T01:27:54.1Z,1,REGULAR,freethrow,2 of 2,[],202355,,,1610612762,15,11,2021-10-21T01:27:54Z,810000,,,0,,H. Whiteside Free Throw 2 of 2 (2 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
82,PT04M58.00S,2021-10-21T01:28:12.8Z,1,REGULAR,3pt,Jump Shot,[],1629647,29.122864651773984,73.0392156862745,1610612760,15,11,2021-10-21T01:28:16Z,820000,-115.0,221.0,1,left,MISS D. Bazley 24' step back 3PT,[1629647],1610612760.0,OKC,step back,,,Bazley,D. Bazley,,,,,,,24.95,Missed,,,,,,,,,,,,,,,,
83,PT04M53.00S,2021-10-21T01:28:17.9Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,15,11,2021-10-21T01:28:17Z,830000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,
84,PT04M47.00S,2021-10-21T01:28:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,91.14651773981603,53.18627450980392,1610612762,15,11,2021-10-21T01:28:30Z,840000,16.0,31.0,1,right,MISS D. Mitchell Layup - blocked,"[1628378, 1630544]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,3.46,Missed,,,,,,,,,,,,,,,Mann,1630544.0
85,PT04M47.00S,2021-10-21T01:28:24.8Z,1,REGULAR,block,,[],1630544,,,1610612762,15,11,2021-10-21T01:28:31Z,850000,,,0,,T. Mann BLOCK (1 BLK),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M45.00S,2021-10-21T01:28:50.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,15,11,2021-10-21T01:28:50Z,860000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,
