actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
177,PT10M52.00S,2021-10-21T01:45:57.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,8.886333771353483,42.40196078431372,1610612760,33,20,2021-10-21T01:46:04Z,1760000,38.0,31.0,1,left,K. Williams driving reverse Layup (2 PTS),[1629026],1610612760.0,OKC,driving reverse,,,Williams,K. Williams,,,,,,,4.9,Made,2.0,,,,,,,,,,,,,,,
178,PT10M45.00S,2021-10-21T01:46:04.5Z,2,REGULAR,3pt,Jump Shot,[],204060,84.97043363994744,3.1862745098039214,1610612762,33,20,2021-10-21T01:46:09Z,1770000,-234.0,89.0,1,right,MISS J. Ingles 25' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,25.04,Missed,,,,,,,,,,,,,,,,
179,PT10M42.00S,2021-10-21T01:46:07.5Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,33,20,2021-10-21T01:46:09Z,1780000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:1),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,
180,PT10M30.00S,2021-10-21T01:46:21.8Z,2,REGULAR,foul,personal,[],1629672,,,1610612760,33,20,2021-10-21T01:46:30Z,1790000,,,0,,E. Paschall personal FOUL (1 PF),"[1629672, 1629026]",1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,2534.0,,,,,,,,,,,,1.0,0.0,Williams,1629026.0,,,,
182,PT10M30.00S,2021-10-21T01:46:27.0Z,2,REGULAR,substitution,out,[],1630544,,,1610612760,33,20,2021-10-21T01:46:29Z,1810000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M30.00S,2021-10-21T01:46:27.0Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,33,20,2021-10-21T01:46:29Z,1820000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M18.00S,2021-10-21T01:46:57.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,5.995400788436268,44.85294117647059,1610612760,33,22,2021-10-21T01:50:58Z,1830000,26.0,4.0,1,left,T. Maledon Layup (2 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,2.6,Made,2.0,,,,,,,,,,,,,,,
185,PT09M54.00S,2021-10-21T01:47:21.5Z,2,REGULAR,3pt,Jump Shot,[],203903,88.91261498028909,4.166666666666666,1610612762,36,22,2021-10-21T01:47:27Z,1840000,-229.0,52.0,1,right,J. Clarkson 3PT  (8 PTS) (M. Conley 4 AST),"[203903, 201144]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,23.5,Made,8.0,M. Conley,201144.0,4.0,,,,,,,,,,,,
187,PT09M39.00S,2021-10-21T01:47:37.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,5.601182654402102,54.41176470588235,1610612760,36,24,2021-10-21T01:47:42Z,1860000,-22.0,0.0,1,left,J. Robinson-Earl cutting Layup (2 PTS) (K. Williams 1 AST),"[1630526, 1629026]",1610612760.0,OKC,cutting,,,Robinson-Earl,J. Robinson-Earl,,,,,,,2.21,Made,2.0,K. Williams,1629026.0,1.0,,,,,,,,,,,,
189,PT09M23.00S,2021-10-21T01:47:51.6Z,2,REGULAR,3pt,Jump Shot,[],1629672,93.9060446780552,2.450980392156863,1610612762,36,24,2021-10-21T01:47:58Z,1880000,-238.0,5.0,1,right,MISS E. Paschall 3PT,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,23.77,Missed,,,,,,,,,,,,,,,,
190,PT09M20.00S,2021-10-21T01:47:54.6Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,36,24,2021-10-21T01:47:58Z,1890000,,,0,,R. Gobert REBOUND (Off:2 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,189.0,8.0,6.0,2.0,,,,,,,,
191,PT09M19.00S,2021-10-21T01:47:56.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,93.64323258869908,46.81372549019608,1610612762,38,24,2021-10-21T01:48:04Z,1900000,-16.0,7.0,1,right,R. Gobert putback DUNK (13 PTS),[203497],1610612762.0,UTA,putback,,,Gobert,R. Gobert,,,,,,,1.75,Made,13.0,,,,,,,,,,,,,,,
192,PT09M07.00S,2021-10-21T01:48:10.6Z,2,REGULAR,turnover,out-of-bounds,[],1630177,,,1610612760,38,24,2021-10-21T01:48:33Z,1910000,,,0,,T. Maledon lost ball out-of-bounds TURNOVER (1 TO),[1630177],1610612760.0,OKC,lost ball,,,Maledon,T. Maledon,,,,,,1.0,,,,,,,,,,,,,,,,,,
193,PT09M07.00S,2021-10-21T01:48:15.4Z,2,REGULAR,substitution,out,[],201144,,,1610612762,38,24,2021-10-21T01:48:18Z,1920000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M07.00S,2021-10-21T01:48:15.4Z,2,REGULAR,substitution,in,[],1630215,,,1610612762,38,24,2021-10-21T01:48:18Z,1930000,,,0,,SUB in: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M58.00S,2021-10-21T01:48:38.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,38,24,2021-10-21T01:48:38Z,1940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M52.00S,2021-10-21T01:48:58.7Z,2,REGULAR,foul,personal,['3freethrow'],1629026,,,1610612762,38,24,2021-10-21T01:49:06Z,1950000,,,0,,K. Williams shooting personal FOUL (1 PF) (Clarkson 3 FT),"[1629026, 203903]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,200834.0,,,,,,,,,,,,1.0,0.0,Clarkson,203903.0,,,,
198,PT08M52.00S,2021-10-21T01:49:26.1Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],203903,,,1610612762,39,24,2021-10-21T01:49:26Z,1970000,,,0,,J. Clarkson Free Throw 1 of 3 (9 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
199,PT08M52.00S,2021-10-21T01:49:39.0Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],203903,,,1610612762,40,24,2021-10-21T01:49:39Z,1980000,,,0,,J. Clarkson Free Throw 2 of 3 (10 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
200,PT08M52.00S,2021-10-21T01:49:54.5Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],203903,,,1610612762,41,24,2021-10-21T01:49:54Z,1990000,,,0,,J. Clarkson Free Throw 3 of 3 (11 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
201,PT08M44.00S,2021-10-21T01:50:04.1Z,2,REGULAR,2pt,Jump Shot,[],1629026,21.50131406044678,20.588235294117645,1610612760,41,24,2021-10-21T01:50:09Z,2000000,147.0,150.0,1,left,MISS K. Williams 20' Jump Shot,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,20.98,Missed,,,,,,,,,,,,,,,,
202,PT08M42.00S,2021-10-21T01:50:06.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,41,24,2021-10-21T01:50:09Z,2010000,,,0,,R. Gobert REBOUND (Off:2 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,201.0,9.0,7.0,2.0,,,,,,,,
203,PT08M31.00S,2021-10-21T01:50:17.6Z,2,REGULAR,3pt,Jump Shot,[],1630215,92.19776609724047,95.83333333333334,1610612762,41,24,2021-10-21T01:50:22Z,2020000,229.0,21.0,1,right,MISS J. Butler 3PT,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,23.01,Missed,,,,,,,,,,,,,,,,
204,PT08M27.00S,2021-10-21T01:50:21.6Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,41,24,2021-10-21T01:50:22Z,2030000,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,203.0,3.0,3.0,0.0,,,,,,,,
205,PT08M13.00S,2021-10-21T01:50:34.8Z,2,REGULAR,3pt,Jump Shot,[],1630177,5.601182654402102,3.6764705882352944,1610612760,41,24,2021-10-21T01:50:41Z,2040000,232.0,0.0,1,left,MISS T. Maledon 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,23.16,Missed,,,,,,,,,,,,,,,,
206,PT08M09.00S,2021-10-21T01:50:38.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,41,24,2021-10-21T01:50:41Z,2050000,,,0,,R. Gobert REBOUND (Off:2 Def:8),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,205.0,10.0,8.0,2.0,,,,,,,,
207,PT08M00.00S,2021-10-21T01:50:47.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,87.46714848883047,49.50980392156863,1610612762,43,24,2021-10-21T01:50:52Z,2060000,-2.0,65.0,1,right,J. Clarkson 6' floating Jump Shot (13 PTS),[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,,,6.53,Made,13.0,,,,,,,,,,,,,,,
208,PT08M00.00S,2021-10-21T01:50:52.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,43,24,2021-10-21T01:50:52Z,2070000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M00.00S,2021-10-21T01:53:28.1Z,2,REGULAR,substitution,out,[],1629672,,,1610612760,43,24,2021-10-21T01:53:50Z,2080000,,,0,,SUB out: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M00.00S,2021-10-21T01:53:28.1Z,2,REGULAR,substitution,out,[],203497,,,1610612760,43,24,2021-10-21T01:53:50Z,2090000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M00.00S,2021-10-21T01:53:28.1Z,2,REGULAR,substitution,in,[],202711,,,1610612760,43,24,2021-10-21T01:53:50Z,2100000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M00.00S,2021-10-21T01:53:28.1Z,2,REGULAR,substitution,in,[],202355,,,1610612760,43,24,2021-10-21T01:53:50Z,2110000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M50.00S,2021-10-21T01:53:57.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,15.982260183968464,54.65686274509803,1610612760,43,26,2021-10-21T01:54:08Z,2120000,-23.0,98.0,1,left,J. Giddey 10' driving floating Jump Shot (4 PTS),[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,,,10.04,Made,4.0,,,,,,,,,,,,,,,
215,PT07M29.00S,2021-10-21T01:54:18.2Z,2,REGULAR,turnover,bad pass,[],203903,,,1610612762,43,26,2021-10-21T01:54:22Z,2130000,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 1630197]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,1.0,,,,,,,,,,,,,,,Pokusevski,1630197.0,,
216,PT07M29.00S,2021-10-21T01:54:18.2Z,2,REGULAR,steal,,[],1630197,,,1610612760,43,26,2021-10-21T01:54:20Z,2140000,,,0,,A. Pokusevski STEAL (1 STL),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M20.00S,2021-10-21T01:54:26.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630177,4.944152431011826,96.32352941176471,1610612760,43,26,2021-10-21T01:54:32Z,2150000,-232.0,-6.0,1,left,MISS T. Maledon 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,23.17,Missed,,,,,,,,,,,,,,,,
218,PT07M17.00S,2021-10-21T01:54:29.9Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,43,26,2021-10-21T01:54:32Z,2160000,,,0,,H. Whiteside REBOUND (Off:1 Def:3),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,217.0,4.0,3.0,1.0,,,,,,,,
219,PT07M13.00S,2021-10-21T01:54:38.5Z,2,REGULAR,turnover,out-of-bounds,[],202711,,,1610612762,43,26,2021-10-21T01:54:57Z,2170000,,,0,,B. Bogdanovic lost ball out-of-bounds TURNOVER (1 TO),[202711],1610612762.0,UTA,lost ball,,,Bogdanovic,B. Bogdanovic,,,,,1626300.0,1.0,,,,,,,,,,,,,,,,,,
220,PT07M13.00S,2021-10-21T01:54:44.8Z,2,REGULAR,substitution,out,[],1630197,,,1610612760,43,26,2021-10-21T01:54:50Z,2180000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M13.00S,2021-10-21T01:54:44.8Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,43,26,2021-10-21T01:54:50Z,2190000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M02.00S,2021-10-21T01:55:09.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,43,26,2021-10-21T01:55:09Z,2200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M02.00S,2021-10-21T01:55:10.5Z,2,REGULAR,substitution,out,[],204060,,,1610612760,43,26,2021-10-21T01:55:17Z,2210000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M02.00S,2021-10-21T01:55:10.5Z,2,REGULAR,substitution,out,[],1630215,,,1610612760,43,26,2021-10-21T01:55:17Z,2220000,,,0,,SUB out: J. Butler,[1630215],1610612762.0,UTA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M02.00S,2021-10-21T01:55:10.5Z,2,REGULAR,substitution,in,[],1628378,,,1610612760,43,26,2021-10-21T01:55:17Z,2230000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M02.00S,2021-10-21T01:55:10.5Z,2,REGULAR,substitution,in,[],1626220,,,1610612760,43,26,2021-10-21T01:55:17Z,2240000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M58.00S,2021-10-21T01:55:30.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629026,12.697109067017081,44.36274509803921,1610612760,43,28,2021-10-21T01:55:35Z,2250000,28.0,67.0,1,left,K. Williams 7' floating Jump Shot (4 PTS),[1629026],1610612760.0,OKC,floating,,,Williams,K. Williams,,,,,,,7.26,Made,4.0,,,,,,,,,,,,,,,
229,PT06M49.00S,2021-10-21T01:55:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,92.72339027595268,53.67647058823529,1610612762,45,28,2021-10-21T01:55:47Z,2270000,18.0,16.0,1,right,B. Bogdanovic driving Layup (6 PTS) (D. Mitchell 1 AST),"[202711, 1628378]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,,,2.43,Made,6.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,
231,PT06M32.00S,2021-10-21T01:55:56.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,5.601182654402102,46.568627450980394,1610612760,45,30,2021-10-21T01:56:01Z,2290000,17.0,0.0,1,left,J. Robinson-Earl cutting Layup (4 PTS) (J. Giddey 1 AST),"[1630526, 1630581]",1610612760.0,OKC,cutting,,,Robinson-Earl,J. Robinson-Earl,,,,,,,1.72,Made,4.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,
233,PT06M21.00S,2021-10-21T01:56:06.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,87.72996057818659,49.26470588235294,1610612762,47,30,2021-10-21T01:56:13Z,2310000,-4.0,63.0,1,right,J. Clarkson 6' driving floating Jump Shot (15 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,,,6.29,Made,15.0,,,,,,,,,,,,,,,
234,PT06M00.00S,2021-10-21T01:56:29.8Z,2,REGULAR,foul,personal,['2freethrow'],203903,,,1610612760,47,30,2021-10-21T01:56:36Z,2320000,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Maledon 2 FT),"[203903, 1630177]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,2534.0,,,,,,,,,,,,1.0,0.0,Maledon,1630177.0,,,,
237,PT06M00.00S,2021-10-21T01:56:56.4Z,2,REGULAR,freethrow,1 of 2,[],1630177,,,1610612760,47,31,2021-10-21T01:56:56Z,2340000,,,0,,T. Maledon Free Throw 1 of 2 (3 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
238,PT06M00.00S,2021-10-21T01:56:57.4Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,47,31,2021-10-21T01:57:00Z,2350000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M00.00S,2021-10-21T01:56:57.4Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,47,31,2021-10-21T01:57:00Z,2360000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M00.00S,2021-10-21T01:57:13.9Z,2,REGULAR,freethrow,2 of 2,[],1630177,,,1610612760,47,32,2021-10-21T01:57:13Z,2370000,,,0,,T. Maledon Free Throw 2 of 2 (4 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
241,PT05M48.00S,2021-10-21T01:57:26.9Z,2,REGULAR,3pt,Jump Shot,[],1626220,66.04796320630749,39.950980392156865,1610612762,47,32,2021-10-21T01:57:34Z,2380000,-50.0,267.0,1,right,MISS R. O'Neale 27' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,27.13,Missed,,,,,,,,,,,,,,,,
242,PT05M44.00S,2021-10-21T01:57:30.9Z,2,REGULAR,rebound,offensive,[],1628378,,,1610612762,47,32,2021-10-21T01:57:34Z,2390000,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,241.0,1.0,0.0,1.0,,,,,,,,
243,PT05M42.00S,2021-10-21T01:57:31.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628378,91.27792378449409,45.09803921568628,1610612762,49,32,2021-10-21T01:57:38Z,2400000,-25.0,29.0,1,right,D. Mitchell putback Layup (2 PTS),[1628378],1610612762.0,UTA,putback,,,Mitchell,D. Mitchell,,,,,,,3.83,Made,2.0,,,,,,,,,,,,,,,
244,PT05M29.00S,2021-10-21T01:57:47.2Z,2,REGULAR,foul,personal,['2freethrow'],202711,,,1610612760,49,32,2021-10-21T01:57:56Z,2410000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Dort 2 FT),"[202711, 1629652]",1610612762.0,UTA,shooting,,,Bogdanovic,B. Bogdanovic,,,,,200834.0,,,,,,,,,,,,1.0,0.0,Dort,1629652.0,,,,
247,PT05M29.00S,2021-10-21T01:58:17.9Z,2,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,49,33,2021-10-21T01:58:42Z,2430000,,,0,,L. Dort Free Throw 1 of 2 (6 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
248,PT05M29.00S,2021-10-21T01:58:18.6Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,49,33,2021-10-21T01:58:24Z,2440000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M29.00S,2021-10-21T01:58:18.6Z,2,REGULAR,substitution,out,[],1630526,,,1610612760,49,33,2021-10-21T01:58:24Z,2450000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M29.00S,2021-10-21T01:58:18.6Z,2,REGULAR,substitution,in,[],1629647,,,1610612760,49,33,2021-10-21T01:58:24Z,2460000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M29.00S,2021-10-21T01:58:18.6Z,2,REGULAR,substitution,in,[],202324,,,1610612760,49,33,2021-10-21T01:58:24Z,2470000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M29.00S,2021-10-21T01:58:17.9Z,2,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,49,33,2021-10-21T01:58:42Z,2480000,,,0,,MISS L. Dort Free Throw 2 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Missed,,,,,,,,,,,,,,,,
253,PT05M27.00S,2021-10-21T01:58:19.9Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,49,33,2021-10-21T01:58:42Z,2490000,,,0,,H. Whiteside REBOUND (Off:1 Def:4),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,252.0,5.0,4.0,1.0,,,,,,,,
254,PT05M17.00S,2021-10-21T01:58:50.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,84.44480946123521,59.068627450980394,1610612762,49,33,2021-10-21T01:58:57Z,2500000,45.0,94.0,1,right,MISS D. Mitchell 10' driving floating Shot,[1628378],1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,,,10.41,Missed,,,,,,,,,,,,,,,,
255,PT05M14.00S,2021-10-21T01:58:53.8Z,2,REGULAR,rebound,defensive,[],202324,,,1610612760,49,33,2021-10-21T01:58:57Z,2510000,,,0,,D. Favors REBOUND (Off:0 Def:3),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,254.0,3.0,3.0,0.0,,,,,,,,
256,PT04M56.00S,2021-10-21T01:59:12.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202324,15.062417871222076,54.41176470588235,1610612760,49,35,2021-10-21T01:59:16Z,2520000,-22.0,89.0,1,left,D. Favors 9' floating Jump Shot (2 PTS) (S. Gilgeous-Alexander 2 AST),"[202324, 1628983]",1610612760.0,OKC,floating,,,Favors,D. Favors,,,,,,,9.18,Made,2.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,
258,PT04M35.00S,2021-10-21T01:59:32.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202355,85.23324572930355,37.745098039215684,1610612762,49,35,2021-10-21T01:59:39Z,2540000,-61.0,86.0,1,right,MISS H. Whiteside 10' floating Shot,[202355],1610612762.0,UTA,floating,,,Whiteside,H. Whiteside,,,,,,,10.59,Missed,,,,,,,,,,,,,,,,
259,PT04M35.00S,2021-10-21T01:59:32.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,49,35,2021-10-21T01:59:39Z,2550000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,258.0,,,,,,,,,,,
260,PT04M35.00S,2021-10-21T01:59:36.7Z,2,REGULAR,foul,personal,[],202355,,,1610612760,49,35,2021-10-21T01:59:43Z,2560000,,,0,,H. Whiteside loose ball personal FOUL (2 PF),"[202355, 202324]",1610612762.0,UTA,loose ball,,,Whiteside,H. Whiteside,,,,,200834.0,,,,,,,,,,,,2.0,0.0,Favors,202324.0,,,,
262,PT04M17.00S,2021-10-21T02:00:06.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.931011826544022,52.20588235294118,1610612760,49,37,2021-10-21T02:00:11Z,2580000,-11.0,88.0,1,left,S. Gilgeous-Alexander 8' step back Jump Shot (7 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,8.86,Made,7.0,,,,,,,,,,,,,,,
263,PT04M13.00S,2021-10-21T02:00:12.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,49,37,2021-10-21T02:00:12Z,2590000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M13.00S,2021-10-21T02:02:53.3Z,2,REGULAR,substitution,out,[],203903,,,1610612762,49,37,2021-10-21T02:02:59Z,2600000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M13.00S,2021-10-21T02:02:53.3Z,2,REGULAR,substitution,out,[],202355,,,1610612762,49,37,2021-10-21T02:02:59Z,2610000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M13.00S,2021-10-21T02:02:53.3Z,2,REGULAR,substitution,in,[],203497,,,1610612762,49,37,2021-10-21T02:02:59Z,2620000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M13.00S,2021-10-21T02:02:53.3Z,2,REGULAR,substitution,in,[],201144,,,1610612762,49,37,2021-10-21T02:02:59Z,2630000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
