actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
181,PT12M00.00S,2022-01-27T03:42:54.1Z,2,REGULAR,substitution,in,['startperiod'],1629661,,,1610612762,18,39,2022-01-27T03:43:07Z,1780000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-01-27T03:43:11.3Z,2,REGULAR,period,start,[],0,,,1610612756,18,39,2022-01-27T03:43:11Z,1790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M38.00S,2022-01-27T03:43:33.0Z,2,REGULAR,2pt,Jump Shot,[],101108,75.24638633377135,36.51960784313725,1610612756,18,39,2022-01-27T03:43:38Z,1800000,-67.0,180.0,1,right,MISS C. Paul 19' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,19.24,Missed,,,,,,,,,,,,,,,,,,,
184,PT11M35.00S,2022-01-27T03:43:36.0Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,18,39,2022-01-27T03:43:38Z,1810000,,,0,,H. Whiteside REBOUND (Off:1 Def:4),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,183.0,5.0,4.0,1.0,,,,,,,,,,,
185,PT11M27.00S,2022-01-27T03:43:43.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202355,7.440867279894875,49.754901960784316,1610612762,20,39,2022-01-27T03:43:48Z,1820000,1.0,17.0,1,left,H. Whiteside alley-oop DUNK (6 PTS) (J. Clarkson 2 AST),"[202355, 203903]",1610612762.0,UTA,alley-oop,,,Whiteside,H. Whiteside,,,,,1.74,Made,6.0,J. Clarkson,203903.0,2.0,,,,,,,,,,,,,,,
187,PT10M57.00S,2022-01-27T03:44:12.4Z,2,REGULAR,2pt,Jump Shot,[],1629661,72.48685939553219,63.970588235294116,1610612756,20,39,2022-01-27T03:44:17Z,1840000,70.0,206.0,1,right,MISS C. Johnson 21' step back Shot,[1629661],1610612756.0,PHX,step back,,,Johnson,C. Johnson,,,,,21.76,Missed,,,,,,,,,,,,,,,,,,,
188,PT10M55.00S,2022-01-27T03:44:14.4Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,20,39,2022-01-27T03:44:17Z,1850000,,,0,,H. Whiteside REBOUND (Off:1 Def:5),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,187.0,6.0,5.0,1.0,,,,,,,,,,,
189,PT10M38.00S,2022-01-27T03:44:32.8Z,2,REGULAR,turnover,lost ball,[],200752,,,1610612762,20,39,2022-01-27T03:44:37Z,1860000,,,0,,R. Gay lost ball TURNOVER (2 TO),"[200752, 1629661]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,2.0,,,,,,,Johnson,1629661.0,
190,PT10M38.00S,2022-01-27T03:44:32.8Z,2,REGULAR,steal,,[],1629661,,,1610612756,20,39,2022-01-27T03:44:34Z,1870000,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M33.00S,2022-01-27T03:44:37.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629661,89.96386333771353,51.470588235294116,1610612756,20,41,2022-01-27T03:44:44Z,1880000,7.0,42.0,1,right,C. Johnson running Layup (5 PTS),[1629661],1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,4.24,Made,5.0,,,,,,,,,,,,,,,,,,
192,PT10M15.00S,2022-01-27T03:44:55.3Z,2,REGULAR,2pt,Jump Shot,[],201144,11.645860709592641,30.637254901960787,1610612762,20,41,2022-01-27T03:44:59Z,1890000,97.0,57.0,1,left,MISS M. Conley 11' floating Shot,[201144],1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,11.23,Missed,,,,,,,,,,,,,,,,,,,
193,PT10M13.00S,2022-01-27T03:44:57.3Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,20,41,2022-01-27T03:44:59Z,1900000,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,192.0,3.0,3.0,0.0,,,,,,,,,,,
194,PT10M06.00S,2022-01-27T03:45:04.5Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612756,20,41,2022-01-27T03:45:08Z,1910000,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 202355]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,1.0,,,,,,,Whiteside,202355.0,
195,PT10M06.00S,2022-01-27T03:45:04.5Z,2,REGULAR,steal,,[],202355,,,1610612762,20,41,2022-01-27T03:45:06Z,1920000,,,0,,H. Whiteside STEAL (1 STL),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M59.00S,2022-01-27T03:45:11.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203903,5.995400788436268,54.90196078431373,1610612762,22,41,2022-01-27T03:45:18Z,1930000,-25.0,4.0,1,left,J. Clarkson driving Layup (2 PTS),[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,2.48,Made,2.0,,,,,,,,,,,,,,,,,,
197,PT09M43.00S,2022-01-27T03:45:26.5Z,2,REGULAR,3pt,Jump Shot,[],1629013,67.09921156373193,57.35294117647059,1610612756,22,41,2022-01-27T03:45:33Z,1940000,37.0,257.0,1,right,MISS L. Shamet 25' pullup 3PT,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
198,PT09M40.00S,2022-01-27T03:45:29.5Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,22,41,2022-01-27T03:45:33Z,1950000,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,197.0,2.0,1.0,1.0,,,,,,,,,,,
199,PT09M27.00S,2022-01-27T03:45:43.4Z,2,REGULAR,3pt,Jump Shot,[],1627863,32.933639947437584,56.127450980392155,1610612762,25,41,2022-01-27T03:45:48Z,1960000,-31.0,257.0,1,left,D. House Jr. 25' 3PT  (3 PTS) (R. Gay 1 AST),"[1627863, 200752]",1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,25.89,Made,3.0,R. Gay,200752.0,1.0,,,,,,,,,,,,,,,
201,PT09M10.00S,2022-01-27T03:46:00.0Z,2,REGULAR,2pt,Jump Shot,[],101108,78.9257555847569,53.92156862745098,1610612756,25,43,2022-01-27T03:46:05Z,1980000,20.0,146.0,1,right,C. Paul 14' pullup Jump Shot (4 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,14.69,Made,4.0,,,,,,,,,,,,,,,,,,
202,PT08M54.00S,2022-01-27T03:46:16.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,7.966491458607096,59.55882352941176,1610612762,27,43,2022-01-27T03:46:25Z,1990000,-48.0,22.0,1,left,M. Conley driving Layup (2 PTS),[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,5.28,Made,2.0,,,,,,,,,,,,,,,,,,
203,PT08M43.00S,2022-01-27T03:46:26.7Z,2,REGULAR,2pt,Jump Shot,[],101108,80.89684625492772,67.40196078431373,1610612756,27,43,2022-01-27T03:46:31Z,2000000,87.0,127.0,1,right,MISS C. Paul 15' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,15.4,Missed,,,,,,,,,,,,,,,,,,,
204,PT08M41.00S,2022-01-27T03:46:28.7Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,27,43,2022-01-27T03:46:31Z,2010000,,,0,,H. Whiteside REBOUND (Off:1 Def:6),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,203.0,7.0,6.0,1.0,,,,,,,,,,,
205,PT08M26.00S,2022-01-27T03:46:44.0Z,2,REGULAR,3pt,Jump Shot,[],201144,26.888961892247043,77.94117647058823,1610612762,30,43,2022-01-27T03:46:49Z,2020000,-140.0,200.0,1,left,M. Conley 24' 3PT pullup (5 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,24.42,Made,5.0,,,,,,,,,,,,,,,,,,
206,PT08M25.00S,2022-01-27T03:46:48.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,30,43,2022-01-27T03:46:48Z,2030000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M25.00S,2022-01-27T03:49:58.4Z,2,REGULAR,substitution,out,[],200752,,,1610612756,30,43,2022-01-27T03:50:13Z,2040000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M25.00S,2022-01-27T03:49:58.4Z,2,REGULAR,substitution,out,[],201144,,,1610612756,30,43,2022-01-27T03:50:13Z,2050000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M25.00S,2022-01-27T03:49:58.4Z,2,REGULAR,substitution,out,[],1627863,,,1610612756,30,43,2022-01-27T03:50:13Z,2060000,,,0,,SUB out: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M25.00S,2022-01-27T03:49:58.4Z,2,REGULAR,substitution,in,[],202711,,,1610612756,30,43,2022-01-27T03:50:13Z,2070000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M25.00S,2022-01-27T03:49:58.4Z,2,REGULAR,substitution,in,[],204060,,,1610612756,30,43,2022-01-27T03:50:13Z,2080000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M25.00S,2022-01-27T03:49:58.4Z,2,REGULAR,substitution,in,[],1630235,,,1610612756,30,43,2022-01-27T03:50:13Z,2090000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M04.00S,2022-01-27T03:50:35.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,92.85479632063075,44.85294117647059,1610612756,30,43,2022-01-27T03:50:43Z,2100000,-26.0,15.0,1,right,MISS M. Bridges Layup - blocked,"[1628969, 202355]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,2.96,Missed,,,,,,,,,,,,,,,Whiteside,202355.0,,,
214,PT08M04.00S,2022-01-27T03:50:35.6Z,2,REGULAR,block,,[],202355,,,1610612756,30,43,2022-01-27T03:50:37Z,2110000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M01.00S,2022-01-27T03:50:38.6Z,2,REGULAR,rebound,offensive,[],202687,,,1610612756,30,43,2022-01-27T03:50:43Z,2120000,,,0,,B. Biyombo REBOUND (Off:1 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,213.0,3.0,2.0,1.0,,,,,,,,,,,
285,PT07M59.00S,2022-01-27T03:50:38.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612756,30,43,2022-01-27T04:00:42Z,2125000,,,0,,PHX shot clock Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,,,,,
284,PT07M59.00S,2022-01-27T03:50:50.0Z,2,REGULAR,instantreplay,request,[],0,,,1610612762,30,43,2022-01-27T04:00:38Z,2137500,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,2715.0,,,,,,,,,,SC - Violation - No FGA
217,PT07M39.00S,2022-01-27T03:50:59.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203903,30.56833114323259,33.82352941176471,1610612762,33,43,2022-01-27T04:00:48Z,2140000,81.0,235.0,1,left,J. Clarkson 24' 3PT pullup (5 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,24.83,Made,5.0,,,,,,,,,,,,,,,,,,
218,PT07M25.00S,2022-01-27T03:51:13.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202687,85.23324572930355,50.245098039215684,1610612756,33,45,2022-01-27T03:51:17Z,2150000,1.0,86.0,1,right,B. Biyombo 8' floating Jump Shot (4 PTS) (C. Paul 4 AST),"[202687, 101108]",1610612756.0,PHX,floating,,,Biyombo,B. Biyombo,,,,,8.63,Made,4.0,C. Paul,101108.0,4.0,,,,,,,,,,,,,,,
220,PT07M04.00S,2022-01-27T03:51:37.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,9.149145860709593,37.745098039215684,1610612762,33,45,2022-01-27T03:51:45Z,2170000,61.0,34.0,1,left,MISS B. Bogdanovic 6' driving Layup - blocked,"[202711, 1629661]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,6.99,Missed,,,,,,,,,,,,,,,Johnson,1629661.0,,,
221,PT07M04.00S,2022-01-27T03:51:37.1Z,2,REGULAR,block,,[],1629661,,,1610612762,33,45,2022-01-27T03:51:39Z,2180000,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M04.00S,2022-01-27T03:51:37.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,33,45,2022-01-27T03:51:45Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,
223,PT07M04.00S,2022-01-27T03:51:41.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,33,45,2022-01-27T03:51:41Z,2200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M04.00S,2022-01-27T03:51:42.3Z,2,REGULAR,substitution,out,[],1629013,,,1610612762,33,45,2022-01-27T03:51:46Z,2210000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M04.00S,2022-01-27T03:51:42.3Z,2,REGULAR,substitution,in,[],1626164,,,1610612762,33,45,2022-01-27T03:51:46Z,2220000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M02.00S,2022-01-27T03:52:08.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202355,11.908672798948752,19.362745098039216,1610612762,33,45,2022-01-27T03:52:13Z,2230000,153.0,59.0,1,left,MISS H. Whiteside 16' Jump Shot,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,16.43,Missed,,,,,,,,,,,,,,,,,,,
227,PT06M58.00S,2022-01-27T03:52:12.2Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,33,45,2022-01-27T03:52:13Z,2240000,,,0,,C. Johnson REBOUND (Off:0 Def:4),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,226.0,4.0,4.0,0.0,,,,,,,,,,,
228,PT06M54.00S,2022-01-27T03:52:15.5Z,2,REGULAR,foul,personal,['2freethrow'],202355,,,1610612756,33,45,2022-01-27T03:52:23Z,2250000,,,0,,H. Whiteside shooting personal FOUL (1 PF) (Booker 2 FT),"[202355, 1626164]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,2715.0,,1.0,0.0,Booker,1626164.0,,,,,
230,PT06M54.00S,2022-01-27T03:52:49.0Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,33,45,2022-01-27T03:52:49Z,2270000,,,0,,MISS D. Booker Free Throw 1 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
231,PT06M54.00S,2022-01-27T03:52:49.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,33,45,2022-01-27T03:52:49Z,2280000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,
232,PT06M54.00S,2022-01-27T03:53:02.5Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,33,46,2022-01-27T03:53:02Z,2290000,,,0,,D. Booker Free Throw 2 of 2 (22 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
234,PT06M28.00S,2022-01-27T03:53:32.4Z,2,REGULAR,2pt,Jump Shot,[],203903,6.258212877792378,29.166666666666668,1610612762,35,46,2022-01-27T03:53:37Z,2300000,104.0,6.0,1,left,J. Clarkson 10' pullup Jump Shot (7 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,10.44,Made,7.0,,,,,,,,,,,,,,,,,,
235,PT06M05.00S,2022-01-27T03:53:55.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,83.26215505913272,41.911764705882355,1610612756,35,48,2022-01-27T03:54:00Z,2310000,-40.0,105.0,1,right,D. Booker 11' floating Jump Shot (24 PTS),[1626164],1610612756.0,PHX,floating,,,Booker,D. Booker,,,,,11.23,Made,24.0,,,,,,,,,,,,,,,,,,
237,PT05M39.00S,2022-01-27T03:54:22.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,6.915243101182654,42.64705882352941,1610612762,37,48,2022-01-27T03:54:27Z,2330000,37.0,13.0,1,left,B. Bogdanovic driving Layup (2 PTS),[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,3.89,Made,2.0,,,,,,,,,,,,,,,,,,
238,PT05M23.00S,2022-01-27T03:54:37.9Z,2,REGULAR,2pt,Jump Shot,[],101108,91.93495400788436,23.284313725490197,1610612756,37,48,2022-01-27T03:54:43Z,2340000,-134.0,23.0,1,right,MISS C. Paul 13' turnaround Shot,[101108],1610612756.0,PHX,turnaround,,,Paul,C. Paul,,,,,13.56,Missed,,,,,,,,,,,,,,,,,,,
239,PT05M20.00S,2022-01-27T03:54:40.9Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,37,48,2022-01-27T03:54:43Z,2350000,,,0,,J. Clarkson REBOUND (Off:1 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,238.0,3.0,2.0,1.0,,,,,,,,,,,
240,PT05M17.00S,2022-01-27T03:54:43.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203903,30.042706964520367,70.09803921568627,1610612762,40,48,2022-01-27T03:54:49Z,2360000,-100.0,230.0,1,left,J. Clarkson 25' 3PT pullup (10 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,25.09,Made,10.0,,,,,,,,,,,,,,,,,,
241,PT04M50.00S,2022-01-27T03:55:10.7Z,2,REGULAR,2pt,Jump Shot,[],101108,92.72339027595268,20.588235294117645,1610612756,40,48,2022-01-27T03:55:17Z,2370000,-147.0,16.0,1,right,MISS C. Paul 14' floating Shot,[101108],1610612756.0,PHX,floating,,,Paul,C. Paul,,,,,14.8,Missed,,,,,,,,,,,,,,,,,,,
242,PT04M48.00S,2022-01-27T03:55:12.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,40,48,2022-01-27T03:55:17Z,2380000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,
243,PT04M48.00S,2022-01-27T03:55:18.4Z,2,REGULAR,foul,personal,[],202687,,,1610612762,40,48,2022-01-27T03:55:35Z,2390000,,,0,,B. Biyombo loose ball personal FOUL (2 PF),"[202687, 202355]",1610612756.0,PHX,loose ball,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,1626301.0,,2.0,0.0,Whiteside,202355.0,,,,,
245,PT04M48.00S,2022-01-27T03:55:23.4Z,2,REGULAR,substitution,out,[],1630235,,,1610612762,40,48,2022-01-27T03:55:27Z,2410000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M48.00S,2022-01-27T03:55:23.4Z,2,REGULAR,substitution,out,[],101108,,,1610612762,40,48,2022-01-27T03:55:27Z,2420000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M48.00S,2022-01-27T03:55:23.4Z,2,REGULAR,substitution,in,[],1626220,,,1610612762,40,48,2022-01-27T03:55:27Z,2430000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M48.00S,2022-01-27T03:55:23.4Z,2,REGULAR,substitution,in,[],203901,,,1610612762,40,48,2022-01-27T03:55:27Z,2440000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M36.00S,2022-01-27T03:55:53.4Z,2,REGULAR,foul,personal,[],203901,,,1610612762,40,48,2022-01-27T03:56:00Z,2450000,,,0,,E. Payton personal FOUL (1 PF),"[203901, 203903]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,2715.0,,1.0,0.0,Clarkson,203903.0,,,,,
251,PT04M36.00S,2022-01-27T03:56:04.0Z,2,REGULAR,substitution,out,[],202355,,,1610612762,40,48,2022-01-27T03:56:12Z,2470000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M36.00S,2022-01-27T03:56:04.0Z,2,REGULAR,substitution,out,[],202687,,,1610612762,40,48,2022-01-27T03:56:12Z,2480000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M36.00S,2022-01-27T03:56:04.0Z,2,REGULAR,substitution,in,[],1629672,,,1610612762,40,48,2022-01-27T03:56:12Z,2490000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M36.00S,2022-01-27T03:56:04.0Z,2,REGULAR,substitution,in,[],1630188,,,1610612762,40,48,2022-01-27T03:56:12Z,2500000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M23.00S,2022-01-27T03:56:37.3Z,2,REGULAR,3pt,Jump Shot,[],203903,32.933639947437584,7.107843137254902,1610612762,40,48,2022-01-27T03:59:22Z,2510000,214.0,257.0,1,left,MISS J. Clarkson 33' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,33.48,Missed,,,,,,,,,,,,,,,,,,,
256,PT04M19.00S,2022-01-27T03:56:41.3Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,40,48,2022-01-27T03:56:42Z,2520000,,,0,,D. Booker REBOUND (Off:1 Def:6),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,255.0,7.0,6.0,1.0,,,,,,,,,,,
257,PT04M17.00S,2022-01-27T03:56:43.1Z,2,REGULAR,turnover,lost ball,[],1626164,,,1610612756,40,48,2022-01-27T03:56:50Z,2530000,,,0,,D. Booker lost ball TURNOVER (1 TO),"[1626164, 1629672]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,1.0,,,,,,,Paschall,1629672.0,
258,PT04M17.00S,2022-01-27T03:56:43.1Z,2,REGULAR,steal,,[],1629672,,,1610612762,40,48,2022-01-27T03:56:46Z,2540000,,,0,,E. Paschall STEAL (1 STL),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M13.00S,2022-01-27T03:56:47.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626220,6.521024967148489,53.92156862745098,1610612762,40,48,2022-01-27T03:56:56Z,2550000,-20.0,9.0,1,left,MISS R. O'Neale driving Layup,[1626220],1610612762.0,UTA,driving,,,O'Neale,R. O'Neale,,,,,2.15,Missed,,,,,,,,,,,,,,,,,,,
260,PT04M13.00S,2022-01-27T03:56:47.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,40,48,2022-01-27T03:56:56Z,2560000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,259.0,,,,,,,,,,,,,,
261,PT04M13.00S,2022-01-27T03:56:51.8Z,2,REGULAR,foul,personal,[],204060,,,1610612756,40,48,2022-01-27T03:57:09Z,2570000,,,0,,J. Ingles loose ball personal FOUL (1 PF),"[204060, 1630188]",1610612762.0,UTA,loose ball,,,Ingles,J. Ingles,,,,,,,,,,,,,,,1626301.0,,1.0,0.0,Smith,1630188.0,,,,,
263,PT04M13.00S,2022-01-27T03:57:01.1Z,2,REGULAR,substitution,out,[],1629661,,,1610612756,40,48,2022-01-27T03:57:04Z,2590000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M13.00S,2022-01-27T03:57:01.1Z,2,REGULAR,substitution,in,[],1630688,,,1610612756,40,48,2022-01-27T03:57:04Z,2600000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M00.00S,2022-01-27T03:57:24.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203901,91.80354796320631,49.754901960784316,1610612756,40,48,2022-01-27T03:57:30Z,2610000,-1.0,25.0,1,right,MISS E. Payton driving Layup - blocked,"[203901, 1626220]",1610612756.0,PHX,driving,,,Payton,E. Payton,,,,,2.45,Missed,,,,,,,,,,,,,,,O'Neale,1626220.0,,,
266,PT04M00.00S,2022-01-27T03:57:24.4Z,2,REGULAR,block,,[],1626220,,,1610612756,40,48,2022-01-27T03:57:44Z,2620000,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
