actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT11M09.00S,2021-11-19T02:10:46.1Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,0,0,2021-11-19T02:34:39Z,150000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M58.00S,2021-11-19T02:10:58.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.72339027595268,44.36274509803921,1610612762,2,0,2021-11-19T02:11:01Z,160000,-28.0,16.0,1,right,R. Gobert driving Layup (2 PTS) (M. Conley 1 AST),"[203497, 201144]",1610612762.0,UTA,driving,,,Gobert,R. Gobert,,,,,3.24,Made,,,,,,,2.0,M. Conley,201144.0,1.0,,,,,,,,
18,PT10M36.00S,2021-11-19T02:11:19.0Z,1,REGULAR,2pt,Jump Shot,[],1627832,21.895532194480946,51.9607843137255,1610612761,2,0,2021-11-19T02:11:23Z,180000,-10.0,153.0,1,left,MISS F. VanVleet 15' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,15.36,Missed,,,,,,,,,,,,,,,,,,
19,PT10M31.00S,2021-11-19T02:11:24.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,2,0,2021-11-19T02:11:24Z,190000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M26.00S,2021-11-19T02:11:29.4Z,1,REGULAR,turnover,lost ball,[],1628378,,,1610612762,2,0,2021-11-19T02:11:31Z,200000,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1628378, 203920]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,1.0,Birch,203920.0,,,,,
21,PT10M26.00S,2021-11-19T02:11:29.4Z,1,REGULAR,steal,,[],203920,,,1610612761,2,0,2021-11-19T02:11:32Z,210000,,,0,,K. Birch STEAL (1 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
22,PT10M23.00S,2021-11-19T02:11:34.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203920,4.944152431011826,45.83333333333333,1610612761,2,2,2021-11-19T02:11:39Z,220000,21.0,-6.0,1,left,K. Birch running Layup (2 PTS) (G. Trent Jr. 1 AST),"[203920, 1629018]",1610612761.0,TOR,running,,,Birch,K. Birch,,,,,2.16,Made,,,,,,,2.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,
23,PT10M23.00S,2021-11-19T02:11:41.7Z,1,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612761,2,2,2021-11-19T02:12:09Z,230000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Birch 1 FT),"[1628378, 203920]",1610612762.0,UTA,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Birch,203920.0
26,PT10M23.00S,2021-11-19T02:12:05.0Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203920,,,1610612761,2,2,2021-11-19T02:12:05Z,250000,,,0,,MISS K. Birch Free Throw 1 of 1,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,Missed,,,,,,,,,,,,,,,,,,
27,PT10M22.00S,2021-11-19T02:12:05.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,2,2,2021-11-19T02:12:05Z,260000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT10M14.00S,2021-11-19T02:12:13.6Z,1,REGULAR,3pt,Jump Shot,[],1628378,87.72996057818659,3.1862745098039214,1610612762,2,2,2021-11-19T02:12:16Z,270000,-234.0,63.0,1,right,MISS D. Mitchell 24' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,
29,PT10M11.00S,2021-11-19T02:12:16.8Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,2,2,2021-11-19T02:12:16Z,280000,,,0,,S. Barnes REBOUND (Off:2 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,28.0,3.0,1.0,2.0,,,,,,,,,,,,,,
30,PT10M04.00S,2021-11-19T02:12:23.1Z,1,REGULAR,2pt,Jump Shot,[],1629018,15.193823915900131,73.0392156862745,1610612761,2,4,2021-11-19T02:12:30Z,290000,-115.0,90.0,1,left,G. Trent Jr. 14' pullup Jump Shot (2 PTS) (S. Barnes 1 AST),"[1629018, 1630567]",1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,14.64,Made,,,,,,,2.0,S. Barnes,1630567.0,1.0,,,,,,,,
32,PT09M47.00S,2021-11-19T02:12:41.8Z,1,REGULAR,turnover,traveling,[],1626220,,,1610612762,2,4,2021-11-19T02:12:43Z,310000,,,0,,R. O'Neale traveling TURNOVER (1 TO),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,1.0,,,203592.0,,,,
33,PT09M33.00S,2021-11-19T02:13:05.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627832,21.632720105124836,74.01960784313727,1610612761,2,4,2021-11-19T02:34:51Z,320000,-120.0,151.0,1,left,MISS F. VanVleet 19' pullup Shot - blocked,"[1627832, 201144]",1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,19.28,Missed,,,,,Conley,201144.0,,,,,,,,,,,,
34,PT09M33.00S,2021-11-19T02:13:05.4Z,1,REGULAR,block,,[],201144,,,1610612761,2,4,2021-11-19T02:13:08Z,330000,,,0,,M. Conley BLOCK (1 BLK),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M32.00S,2021-11-19T02:13:06.4Z,1,REGULAR,rebound,offensive,[],1627832,,,1610612761,2,4,2021-11-19T02:13:37Z,340000,,,0,,F. VanVleet REBOUND (Off:1 Def:0),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,,,
36,PT09M32.00S,2021-11-19T02:13:14.0Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627832,7.966491458607096,68.87254901960785,1610612761,2,6,2021-11-19T02:14:15Z,350000,-94.0,22.0,1,left,F. VanVleet 9' pullup Jump Shot (2 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,9.7,Made,,,,,,,2.0,,,,,,,,,,,
37,PT09M32.00S,2021-11-19T02:13:19.2Z,1,REGULAR,foul,personal,['1freethrow'],201144,,,1610612761,2,6,2021-11-19T02:13:24Z,360000,,,0,,M. Conley shooting personal FOUL (1 PF) (VanVleet 1 FT),"[201144, 1627832]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,VanVleet,1627832.0
39,PT09M32.00S,2021-11-19T02:13:32.2Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1627832,,,1610612761,2,7,2021-11-19T02:13:37Z,380000,,,0,,F. VanVleet Free Throw 1 of 1 (3 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
40,PT09M13.00S,2021-11-19T02:13:54.2Z,1,REGULAR,foul,personal,[],203920,,,1610612762,2,7,2021-11-19T02:14:02Z,390000,,,0,,K. Birch personal FOUL (1 PF),"[203920, 203497]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Gobert,203497.0
42,PT09M10.00S,2021-11-19T02:14:12.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,92.85479632063075,53.92156862745098,1610612762,2,7,2021-11-19T02:14:14Z,410000,20.0,15.0,1,right,MISS B. Bogdanovic Layup,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,
43,PT09M07.00S,2021-11-19T02:14:15.8Z,1,REGULAR,rebound,offensive,[],202711,,,1610612762,2,7,2021-11-19T02:14:15Z,420000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,42.0,2.0,1.0,1.0,,,,,,,,,,,,,,
44,PT09M05.00S,2021-11-19T02:14:17.6Z,1,REGULAR,turnover,bad pass,[],202711,,,1610612762,2,7,2021-11-19T02:14:19Z,430000,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[202711, 1629018]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,1.0,Trent Jr.,1629018.0,,,,,
45,PT09M05.00S,2021-11-19T02:14:17.6Z,1,REGULAR,steal,,[],1629018,,,1610612761,2,7,2021-11-19T02:54:35Z,440000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
46,PT09M01.00S,2021-11-19T02:14:21.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,6.258212877792378,47.794117647058826,1610612761,2,9,2021-11-19T02:35:00Z,450000,11.0,6.0,1,left,S. Barnes running DUNK (2 PTS) (G. Trent Jr. 2 AST),"[1630567, 1629018]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,1.27,Made,,,,,,,2.0,G. Trent Jr.,1629018.0,2.0,,,,,,,,
48,PT08M48.00S,2021-11-19T02:14:34.1Z,1,REGULAR,3pt,Jump Shot,[],1626220,78.53153745072274,7.352941176470589,1610612762,5,9,2021-11-19T02:14:37Z,470000,-213.0,149.0,1,right,R. O'Neale 26' 3PT  (3 PTS) (M. Conley 2 AST),"[1626220, 201144]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,26.03,Made,,,,,,,3.0,M. Conley,201144.0,2.0,,,,,,,,
50,PT08M37.00S,2021-11-19T02:14:45.9Z,1,REGULAR,3pt,Jump Shot,[],1627832,33.327858081471746,37.5,1610612761,5,9,2021-11-19T02:14:48Z,490000,62.0,261.0,1,left,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,
51,PT08M33.00S,2021-11-19T02:14:49.5Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,5,9,2021-11-19T02:14:49Z,500000,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT08M22.00S,2021-11-19T02:15:00.2Z,1,REGULAR,3pt,Jump Shot,[],201144,93.64323258869908,95.09803921568627,1610612762,8,9,2021-11-19T02:15:02Z,510000,225.0,7.0,1,right,M. Conley 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[201144, 202711]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,22.56,Made,,,,,,,3.0,B. Bogdanovic,202711.0,1.0,,,,,,,,
54,PT08M05.00S,2021-11-19T02:15:17.2Z,1,REGULAR,3pt,Jump Shot,[],1629018,23.47240473061761,11.029411764705882,1610612761,8,12,2021-11-19T02:15:21Z,530000,195.0,168.0,1,left,G. Trent Jr. 25' 3PT pullup (5 PTS) (S. Barnes 2 AST),"[1629018, 1630567]",1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,25.74,Made,,,,,,,5.0,S. Barnes,1630567.0,2.0,,,,,,,,
56,PT07M50.00S,2021-11-19T02:15:32.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.06636005256242,45.83333333333333,1610612762,10,12,2021-11-19T02:15:33Z,550000,-21.0,22.0,1,right,R. Gobert DUNK (4 PTS) (B. Bogdanovic 2 AST),"[203497, 202711]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,3.03,Made,,,,,,,4.0,B. Bogdanovic,202711.0,2.0,,,,,,,,
58,PT07M35.00S,2021-11-19T02:15:47.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,14.011169513797633,46.07843137254902,1610612761,10,14,2021-11-19T02:15:52Z,570000,20.0,79.0,1,left,K. Birch 8' floating Jump Shot (4 PTS) (P. Siakam 1 AST),"[203920, 1627783]",1610612761.0,TOR,floating,,,Birch,K. Birch,,,,,8.16,Made,,,,,,,4.0,P. Siakam,1627783.0,1.0,,,,,,,,
60,PT07M17.00S,2021-11-19T02:16:04.9Z,1,REGULAR,3pt,Jump Shot,[],1626220,85.23324572930355,4.166666666666666,1610612762,13,14,2021-11-19T02:16:07Z,590000,-229.0,86.0,1,right,R. O'Neale 24' 3PT  (6 PTS) (B. Bogdanovic 3 AST),"[1626220, 202711]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,24.49,Made,,,,,,,6.0,B. Bogdanovic,202711.0,3.0,,,,,,,,
62,PT06M59.00S,2021-11-19T02:16:22.4Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612761,13,14,2021-11-19T02:16:24Z,610000,,,0,,P. Siakam bad pass TURNOVER (1 TO),"[1627783, 1628378]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,1.0,Mitchell,1628378.0,,,,,
63,PT06M59.00S,2021-11-19T02:16:22.4Z,1,REGULAR,steal,,[],1628378,,,1610612762,13,14,2021-11-19T02:16:24Z,620000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M57.00S,2021-11-19T02:16:26.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628378,92.32917214191852,52.69607843137255,1610612762,15,14,2021-11-19T02:35:10Z,630000,13.0,20.0,1,right,D. Mitchell alley-oop DUNK (2 PTS) (R. O'Neale 1 AST),"[1628378, 1626220]",1610612762.0,UTA,alley-oop,,,Mitchell,D. Mitchell,,,,,2.38,Made,,,,,,,2.0,R. O'Neale,1626220.0,1.0,,,,,,,,
66,PT06M43.00S,2021-11-19T02:16:38.9Z,1,REGULAR,turnover,lost ball,[],1630567,,,1610612761,15,14,2021-11-19T02:16:40Z,650000,,,0,,S. Barnes lost ball TURNOVER (1 TO),"[1630567, 201144]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,1.0,Conley,201144.0,,,,,
67,PT06M43.00S,2021-11-19T02:16:38.9Z,1,REGULAR,steal,,[],201144,,,1610612762,15,14,2021-11-19T02:16:40Z,660000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M36.00S,2021-11-19T02:16:45.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202711,70.38436268068331,75.0,1610612762,15,14,2021-11-19T02:16:49Z,670000,125.0,226.0,1,right,MISS B. Bogdanovic 25' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
69,PT06M35.00S,2021-11-19T02:16:51.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,15,14,2021-11-19T02:16:51Z,680000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,
70,PT06M35.00S,2021-11-19T02:16:52.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,15,14,2021-11-19T02:16:52Z,690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M35.00S,2021-11-19T02:16:55.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,15,14,2021-11-19T02:16:55Z,700000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M35.00S,2021-11-19T02:19:20.5Z,1,REGULAR,substitution,out,[],201144,,,1610612761,15,14,2021-11-19T02:19:42Z,710000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M35.00S,2021-11-19T02:19:20.5Z,1,REGULAR,substitution,out,[],203497,,,1610612761,15,14,2021-11-19T02:19:42Z,720000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M35.00S,2021-11-19T02:19:20.5Z,1,REGULAR,substitution,in,[],204060,,,1610612761,15,14,2021-11-19T02:19:42Z,730000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M35.00S,2021-11-19T02:19:20.5Z,1,REGULAR,substitution,in,[],202355,,,1610612761,15,14,2021-11-19T02:19:42Z,740000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M19.00S,2021-11-19T02:20:07.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,15.719448094612352,38.970588235294116,1610612761,15,14,2021-11-19T02:20:15Z,750000,55.0,95.0,1,left,MISS K. Birch 11' floating Shot,[203920],1610612761.0,TOR,floating,,,Birch,K. Birch,,,,,11.01,Missed,,,,,,,,,,,,,,,,,,
77,PT06M14.00S,2021-11-19T02:20:12.0Z,1,REGULAR,rebound,offensive,[],203920,,,1610612761,15,14,2021-11-19T02:20:12Z,760000,,,0,,K. Birch REBOUND (Off:1 Def:0),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,76.0,1.0,0.0,1.0,,,,,,,,,,,,,,
78,PT06M07.00S,2021-11-19T02:20:18.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,11.777266754270697,77.94117647058823,1610612761,15,14,2021-11-19T02:20:33Z,770000,-140.0,58.0,1,left,MISS P. Siakam 15' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,15.13,Missed,,,,,,,,,,,,,,,,,,
79,PT06M03.00S,2021-11-19T02:20:22.5Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,15,14,2021-11-19T02:20:22Z,780000,,,0,,S. Barnes REBOUND (Off:3 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,78.0,4.0,1.0,3.0,,,,,,,,,,,,,,
80,PT06M02.00S,2021-11-19T02:20:23.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203920,13.61695137976347,48.77450980392157,1610612761,15,16,2021-11-19T02:20:30Z,790000,6.0,75.0,1,left,K. Birch 7' floating Jump Shot (6 PTS) (S. Barnes 3 AST),"[203920, 1630567]",1610612761.0,TOR,floating,,,Birch,K. Birch,,,,,7.57,Made,,,,,,,6.0,S. Barnes,1630567.0,3.0,,,,,,,,
82,PT05M42.00S,2021-11-19T02:20:43.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202355,93.51182654402102,53.431372549019606,1610612762,17,16,2021-11-19T02:20:45Z,810000,17.0,8.0,1,right,H. Whiteside Layup (2 PTS) (B. Bogdanovic 4 AST),"[202355, 202711]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,1.92,Made,,,,,,,2.0,B. Bogdanovic,202711.0,4.0,,,,,,,,
84,PT05M28.00S,2021-11-19T02:20:58.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,15.456636005256241,50.49019607843137,1610612761,17,18,2021-11-19T02:21:04Z,830000,-2.0,93.0,1,left,K. Birch 9' floating Jump Shot (8 PTS) (F. VanVleet 1 AST),"[203920, 1627832]",1610612761.0,TOR,floating,,,Birch,K. Birch,,,,,9.28,Made,,,,,,,8.0,F. VanVleet,1627832.0,1.0,,,,,,,,
86,PT05M06.00S,2021-11-19T02:21:19.7Z,1,REGULAR,turnover,lost ball,[],1628378,,,1610612762,17,18,2021-11-19T02:23:29Z,850000,,,0,,D. Mitchell lost ball TURNOVER (2 TO),"[1628378, 203920]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,2.0,Birch,203920.0,,,,,
87,PT05M06.00S,2021-11-19T02:21:19.7Z,1,REGULAR,steal,,[],203920,,,1610612761,17,18,2021-11-19T02:21:22Z,860000,,,0,,K. Birch STEAL (2 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M02.00S,2021-11-19T02:21:25.8Z,1,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612761,17,18,2021-11-19T02:21:37Z,870000,,,0,,R. O'Neale shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1626220, 1627832]",1610612762.0,UTA,shooting,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,VanVleet,1627832.0
90,PT05M02.00S,2021-11-19T02:21:52.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627832,,,1610612761,17,19,2021-11-19T02:21:52Z,890000,,,0,,F. VanVleet Free Throw 1 of 2 (4 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
91,PT05M02.00S,2021-11-19T02:21:53.0Z,1,REGULAR,substitution,out,[],203920,,,1610612761,17,19,2021-11-19T02:22:00Z,900000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M02.00S,2021-11-19T02:21:53.0Z,1,REGULAR,substitution,out,[],1627783,,,1610612761,17,19,2021-11-19T02:22:00Z,910000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M02.00S,2021-11-19T02:21:53.0Z,1,REGULAR,substitution,in,[],1630625,,,1610612761,17,19,2021-11-19T02:22:00Z,920000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,
