actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M42.00S,2025-12-06T02:45:00.2Z,1,REGULAR,3pt,Jump Shot,[],1641717,4.28712220762155,96.07843137254902,1610612760,2,5,2025-12-06T02:45:05Z,180000,False,-230.0,-12.0,1,left,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,Left Corner 3,24+ Left,23.07,Missed,,,,,,,,,,,,,,,,,
19,PT10M41.00S,2025-12-06T02:45:01.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,2,5,2025-12-06T02:45:05Z,190000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,18.0,,,,,,,,,,,,
21,PT10M21.00S,2025-12-06T02:45:26.3Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612742,2,5,2025-12-06T02:52:02Z,210000,False,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 1631119]",1610612742.0,DAL,,,,Davis,A. Davis,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Williams,1631119.0,,,,,,
22,PT10M21.00S,2025-12-06T02:45:26.3Z,1,REGULAR,steal,,[],1631119,,,1610612760,2,5,2025-12-06T02:45:28Z,220000,False,,,0,,J. Williams STEAL (1 STL),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
23,PT10M12.00S,2025-12-06T02:45:37.0Z,1,REGULAR,foul,personal,['2freethrow'],1631108,,,1610612760,2,5,2025-12-06T02:45:48Z,230000,False,,,0,,M. Christie shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1631108, 1631096]",1610612742.0,DAL,shooting,,,Christie,M. Christie,,,,,201245.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Holmgren,1631096.0,,
25,PT10M12.00S,2025-12-06T02:46:05.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631096,,,1610612760,3,5,2025-12-06T02:46:05Z,250000,False,,,0,,C. Holmgren Free Throw 1 of 2 (1 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
26,PT10M12.00S,2025-12-06T02:46:22.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631096,,,1610612760,4,5,2025-12-06T02:46:22Z,260000,False,,,0,,C. Holmgren Free Throw 2 of 2 (2 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
27,PT09M59.00S,2025-12-06T02:46:36.3Z,1,REGULAR,2pt,Jump Shot,[],203076,86.02168199737189,28.676470588235293,1610612742,4,5,2025-12-06T02:46:44Z,270000,False,-107.0,79.0,1,right,MISS A. Davis 13' turnaround fadeaway Shot,[203076],1610612742.0,DAL,turnaround fadeaway,,,Davis,A. Davis,,,,,,Mid-Range,8-16 Left,13.26,Missed,,,,,,,,,,,,,,,,,
28,PT09M56.00S,2025-12-06T02:46:39.3Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,4,5,2025-12-06T02:46:44Z,280000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,Mid-Range,8-16 Left,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,
30,PT09M47.00S,2025-12-06T02:46:49.3Z,1,REGULAR,violation,kicked ball,[],1642843,,,1610612760,4,5,2025-12-06T02:47:00Z,300000,False,,,0,,C. Flagg kicked ball VIOLATION,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,201245.0,,,,,,,,,,,,,,,,,,,,,
31,PT09M41.00S,2025-12-06T02:47:06.9Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,4,5,2025-12-06T02:47:11Z,310000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1631108]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Christie,1631108.0,,,,,,
32,PT09M41.00S,2025-12-06T02:47:06.9Z,1,REGULAR,steal,,[],1631108,,,1610612742,4,5,2025-12-06T02:47:08Z,320000,False,,,0,,M. Christie STEAL (1 STL),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
33,PT09M38.00S,2025-12-06T02:47:10.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631108,91.80354796320631,49.754901960784316,1610612742,4,7,2025-12-06T02:47:15Z,330000,False,-1.0,25.0,1,right,M. Christie running DUNK (2 PTS),[1631108],1610612742.0,DAL,running,,,Christie,M. Christie,,,,,,Restricted Area,0-8 Center,2.45,Made,2.0,,,,,,,,,,,,,,,,
34,PT09M27.00S,2025-12-06T02:47:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,19.398817345597898,64.4607843137255,1610612760,6,7,2025-12-06T02:47:28Z,340000,False,-72.0,130.0,1,left,S. Gilgeous-Alexander 14' step back Jump Shot (4 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,In The Paint (Non-RA),8-16 Center,14.86,Made,4.0,,,,,,,,,,,,,,,,
35,PT09M10.00S,2025-12-06T02:47:37.7Z,1,REGULAR,2pt,Jump Shot,[],1630230,94.56307490144546,69.11764705882352,1610612742,6,9,2025-12-06T02:47:43Z,350000,False,96.0,-1.0,1,right,N. Marshall 9' pullup Jump Shot (4 PTS) (A. Davis 1 AST),"[1630230, 203076]",1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,,Mid-Range,8-16 Right,9.56,Made,4.0,A. Davis,203076.0,1.0,,,,,,,,,,,,,
37,PT08M47.00S,2025-12-06T02:48:00.4Z,1,REGULAR,3pt,Jump Shot,[],1631119,32.14520367936925,61.76470588235294,1610612760,9,9,2025-12-06T02:48:04Z,370000,False,-59.0,250.0,1,left,J. Williams 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,,Above the Break 3,24+ Center,25.65,Made,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,
39,PT08M37.00S,2025-12-06T02:48:10.9Z,1,REGULAR,3pt,Jump Shot,[],1642843,72.61826544021025,13.480392156862745,1610612742,9,9,2025-12-06T02:48:15Z,390000,False,-183.0,205.0,1,right,MISS C. Flagg 27' 3PT,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,Above the Break 3,24+ Left Center,27.45,Missed,,,,,,,,,,,,,,,,,
40,PT08M34.00S,2025-12-06T02:48:13.9Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,9,9,2025-12-06T02:48:15Z,400000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,Above the Break 3,24+ Left Center,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,
41,PT08M23.00S,2025-12-06T02:48:25.9Z,1,REGULAR,3pt,Jump Shot,[],1631096,31.61957950065703,65.68627450980392,1610612760,9,9,2025-12-06T02:48:29Z,410000,False,-78.0,245.0,1,left,MISS C. Holmgren 25' pullup 3PT,[1631096],1610612760.0,OKC,pullup,,,Holmgren,C. Holmgren,,,,,,Above the Break 3,24+ Center,25.7,Missed,,,,,,,,,,,,,,,,,
42,PT08M20.00S,2025-12-06T02:48:28.9Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,9,9,2025-12-06T02:48:29Z,420000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,Above the Break 3,24+ Center,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,
43,PT08M03.00S,2025-12-06T02:48:45.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642948,90.48948751642575,34.31372549019608,1610612742,9,11,2025-12-06T02:48:51Z,430000,False,-78.0,37.0,1,right,R. Nembhard 8' pullup Jump Shot (5 PTS) (N. Marshall 1 AST),"[1642948, 1630230]",1610612742.0,DAL,pullup,,,Nembhard,R. Nembhard,,,,,,In The Paint (Non-RA),8-16 Left,8.66,Made,5.0,N. Marshall,1630230.0,1.0,,,,,,,,,,,,,
45,PT07M37.00S,2025-12-06T02:49:11.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,11.777266754270697,63.23529411764706,1610612760,11,11,2025-12-06T02:49:15Z,450000,False,-66.0,58.0,1,left,C. Holmgren 8' pullup Jump Shot (4 PTS) (J. Williams 2 AST),"[1631096, 1631119]",1610612760.0,OKC,pullup,,,Holmgren,C. Holmgren,,,,,,In The Paint (Non-RA),8-16 Left,8.81,Made,4.0,J. Williams,1631119.0,2.0,,,,,,,,,,,,,
47,PT07M18.00S,2025-12-06T02:49:29.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,83.919185282523,37.5,1610612742,11,11,2025-12-06T02:49:33Z,470000,False,-62.0,99.0,1,right,MISS C. Flagg 11' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,,In The Paint (Non-RA),8-16 Left,11.68,Missed,,,,,,,,,,,,,,,,,
48,PT07M16.00S,2025-12-06T02:49:31.5Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,11,11,2025-12-06T02:49:33Z,480000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,
49,PT07M04.00S,2025-12-06T02:49:44.1Z,1,REGULAR,3pt,Jump Shot,[],1631119,28.465834428383708,21.813725490196077,1610612760,11,11,2025-12-06T02:49:48Z,490000,False,141.0,215.0,1,left,MISS J. Williams 25' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,
50,PT07M01.00S,2025-12-06T02:49:47.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,11,11,2025-12-06T02:49:48Z,500000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,Above the Break 3,24+ Right Center,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,
51,PT06M57.00S,2025-12-06T02:49:56.7Z,1,REGULAR,foul,personal,[],1631114,,,1610612742,11,11,2025-12-06T02:50:08Z,510000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 203076]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,1627961.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,0.0,Davis,203076.0,,
53,PT06M57.00S,2025-12-06T02:50:06.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,11,11,2025-12-06T02:50:06Z,530000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M57.00S,2025-12-06T02:52:45.4Z,1,REGULAR,substitution,out,[],1630230,,,1610612742,11,11,2025-12-06T02:53:11Z,540000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M57.00S,2025-12-06T02:52:45.4Z,1,REGULAR,substitution,in,[],202691,,,1610612742,11,11,2025-12-06T02:53:11Z,550000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M46.00S,2025-12-06T02:53:43.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642843,92.32917214191852,50.0,1610612742,11,13,2025-12-06T02:53:48Z,560000,False,0.0,20.0,1,right,C. Flagg alley-oop DUNK (2 PTS) (R. Nembhard 1 AST),"[1642843, 1642948]",1610612742.0,DAL,alley-oop,,,Flagg,C. Flagg,,,,,,Restricted Area,0-8 Center,1.96,Made,2.0,R. Nembhard,1642948.0,1.0,,,,,,,,,,,,,
58,PT06M27.00S,2025-12-06T02:54:01.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,19.398817345597898,44.85294117647059,1610612760,13,13,2025-12-06T02:54:08Z,580000,False,26.0,130.0,1,left,J. Williams 13' turnaround fadeaway Jump Shot (2 PTS) (S. Gilgeous-Alexander 2 AST),"[1631114, 1628983]",1610612760.0,OKC,turnaround fadeaway,,,Williams,J. Williams,,,,,,In The Paint (Non-RA),8-16 Center,13.23,Made,2.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,
59,PT06M15.00S,2025-12-06T02:54:13.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,80.1084099868594,45.588235294117645,1610612742,13,15,2025-12-06T02:54:20Z,590000,False,-22.0,134.0,1,right,M. Christie 13' pullup Jump Shot (4 PTS) (R. Nembhard 2 AST),"[1631108, 1642948]",1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,,In The Paint (Non-RA),8-16 Center,13.63,Made,4.0,R. Nembhard,1642948.0,2.0,,,,,,,,,,,,,
61,PT05M59.00S,2025-12-06T02:54:29.6Z,1,REGULAR,3pt,Jump Shot,[],1631096,2.9730617608409986,95.09803921568627,1610612760,13,15,2025-12-06T02:55:43Z,610000,False,-225.0,-25.0,1,left,MISS C. Holmgren pullup 3PT,[1631096],1610612760.0,OKC,pullup,,,Holmgren,C. Holmgren,,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,
62,PT05M56.00S,2025-12-06T02:54:32.6Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,13,15,2025-12-06T02:54:36Z,620000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,Left Corner 3,24+ Left,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,
64,PT05M45.00S,2025-12-06T02:54:45.9Z,1,REGULAR,substitution,out,[],203076,,,1610612742,13,15,2025-12-06T02:54:57Z,640000,False,,,0,,SUB out: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M45.00S,2025-12-06T02:54:45.9Z,1,REGULAR,substitution,in,[],1630314,,,1610612742,13,15,2025-12-06T02:54:57Z,650000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M45.00S,2025-12-06T02:54:45.9Z,1,REGULAR,substitution,out,[],1631119,,,1610612742,13,15,2025-12-06T02:55:17Z,660000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M45.00S,2025-12-06T02:54:45.9Z,1,REGULAR,substitution,out,[],1642948,,,1610612742,13,15,2025-12-06T02:55:17Z,670000,False,,,0,,SUB out: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M45.00S,2025-12-06T02:54:45.9Z,1,REGULAR,substitution,in,[],1630598,,,1610612742,13,15,2025-12-06T02:55:17Z,680000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M45.00S,2025-12-06T02:54:45.9Z,1,REGULAR,substitution,in,[],203939,,,1610612742,13,15,2025-12-06T02:55:17Z,690000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M37.00S,2025-12-06T02:55:22.7Z,1,REGULAR,3pt,Jump Shot,[],202691,82.86793692509855,2.450980392156863,1610612742,13,15,2025-12-06T02:55:27Z,700000,False,-238.0,109.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,
72,PT05M34.00S,2025-12-06T02:55:25.7Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,13,15,2025-12-06T02:55:27Z,710000,False,,,0,,C. Wallace REBOUND (Off:0 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,Above the Break 3,24+ Left Center,,,,,,,71.0,2.0,2.0,0.0,,,,,,,,,
73,PT05M29.00S,2025-12-06T02:55:34.7Z,1,REGULAR,foul,personal,['2freethrow'],202691,,,1610612760,13,15,2025-12-06T02:55:40Z,720000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Williams 2 FT),"[202691, 1631114]",1610612742.0,DAL,shooting,,,Thompson,K. Thompson,,,,,1627961.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Williams,1631114.0,,
75,PT05M29.00S,2025-12-06T02:56:01.3Z,1,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,14,15,2025-12-06T02:56:01Z,740000,False,,,0,,J. Williams Free Throw 1 of 2 (3 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
76,PT05M29.00S,2025-12-06T02:56:02.7Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,14,15,2025-12-06T02:56:09Z,750000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M29.00S,2025-12-06T02:56:02.7Z,1,REGULAR,substitution,in,[],1642382,,,1610612760,14,15,2025-12-06T02:56:09Z,760000,False,,,0,,SUB in: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M29.00S,2025-12-06T02:56:21.4Z,1,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,15,15,2025-12-06T02:56:21Z,770000,False,,,0,,J. Williams Free Throw 2 of 2 (4 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
79,PT05M19.00S,2025-12-06T02:56:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,93.24901445466492,52.20588235294118,1610612742,15,17,2025-12-06T02:56:39Z,780000,False,11.0,11.0,1,right,B. Williams driving Layup (2 PTS),[1630314],1610612742.0,DAL,driving,,,Williams,B. Williams,,,,,,Restricted Area,0-8 Center,1.56,Made,2.0,,,,,,,,,,,,,,,,
80,PT05M03.00S,2025-12-06T02:56:51.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,10.33180026281209,34.55882352941176,1610612760,15,17,2025-12-06T02:57:02Z,790000,False,77.0,45.0,1,left,MISS A. Wiggins 8' pullup Shot,[1630598],1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,,In The Paint (Non-RA),8-16 Right,8.92,Missed,,,,,,,,,,,,,,,,,
81,PT04M59.00S,2025-12-06T02:56:55.1Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,15,17,2025-12-06T02:57:02Z,800000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,
82,PT04M50.00S,2025-12-06T02:57:04.6Z,1,REGULAR,3pt,Jump Shot,[],1642843,78.66294349540078,11.519607843137255,1610612742,15,17,2025-12-06T02:57:09Z,810000,False,-192.0,148.0,1,right,MISS C. Flagg 24' pullup 3PT,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,,Above the Break 3,24+ Left Center,24.28,Missed,,,,,,,,,,,,,,,,,
83,PT04M47.00S,2025-12-06T02:57:07.6Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,15,17,2025-12-06T02:57:09Z,820000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,Above the Break 3,24+ Left Center,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,
89,PT04M42.00S,2025-12-06T02:57:18.5Z,1,REGULAR,turnover,offensive-kicked-ball,[],1628983,,,1610612760,15,17,2025-12-06T03:04:09Z,830000,False,,,0,,S. Gilgeous-Alexander offensive-kicked-ball TURNOVER (2 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,2.0,,,,,,,,
85,PT04M42.00S,2025-12-06T02:57:23.4Z,1,REGULAR,substitution,out,[],1631114,,,1610612742,15,17,2025-12-06T03:02:40Z,840000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M42.00S,2025-12-06T02:57:23.4Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,15,17,2025-12-06T03:02:40Z,850000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M42.00S,2025-12-06T02:57:23.4Z,1,REGULAR,substitution,in,[],1642349,,,1610612742,15,17,2025-12-06T03:02:40Z,860000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
