actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
57,PT07M02.00S,2026-04-13T00:49:19.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631123,76.82325886990802,68.13725490196079,1610612756,5,16,2026-04-13T00:50:11Z,550000,False,91.0,165.0,1,right,MISS J. Bouyea 18' fadeaway Shot,[1631123],1610612756.0,PHX,fadeaway,,,,,,Mid-Range,16-24 Right Center,18.86,Missed,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,
58,PT06M59.00S,2026-04-13T00:49:22.8Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,5,16,2026-04-13T00:52:09Z,560000,False,,,0,,R. Dunn REBOUND (Off:1 Def:4),[1642346],1610612756.0,PHX,,,,,,,Mid-Range,16-24 Right Center,,,Dunn,R. Dunn,57.0,5.0,4.0,1.0,,,,,,,,,,,,,,
60,PT06M59.00S,2026-04-13T00:49:27.0Z,1,REGULAR,substitution,out,[],1642260,,,1610612756,5,16,2026-04-13T00:49:33Z,580000,False,,,0,,SUB out: N. Topić,[1642260],1610612760.0,OKC,,,,,,,,,,,Topić,N. Topić,,,,,,,,,,,,,,,,,,
61,PT06M59.00S,2026-04-13T00:49:27.0Z,1,REGULAR,substitution,in,[],1629026,,,1610612756,5,16,2026-04-13T00:49:33Z,590000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
62,PT06M52.00S,2026-04-13T00:49:48.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642345,93.38042049934296,37.745098039215684,1610612756,5,18,2026-04-13T00:49:52Z,600000,False,-61.0,10.0,1,right,O. Ighodaro 6' driving bank Jump Shot (2 PTS),[1642345],1610612756.0,PHX,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,6.21,Made,Ighodaro,O. Ighodaro,,,,,2.0,,,,,,,,,,,,,
63,PT06M38.00S,2026-04-13T00:50:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642382,8.492115637319317,55.392156862745104,1610612760,5,18,2026-04-13T00:51:22Z,610000,False,-27.0,27.0,1,left,MISS B. Carlson driving Layup - blocked,"[1642382, 1642345]",1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,3.84,Missed,Carlson,B. Carlson,,,,,,,,,Ighodaro,1642345.0,,,,,,,,
64,PT06M38.00S,2026-04-13T00:50:03.2Z,1,REGULAR,block,,[],1642345,,,1610612760,5,18,2026-04-13T00:50:05Z,620000,False,,,0,,O. Ighodaro BLOCK (2 BLK),[1642345],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,
65,PT06M36.00S,2026-04-13T00:50:05.2Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612756,5,18,2026-04-13T00:51:22Z,630000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,Coffey,A. Coffey,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
66,PT06M33.00S,2026-04-13T00:50:07.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629599,92.72339027595268,46.81372549019608,1610612756,5,20,2026-04-13T00:50:14Z,640000,False,-16.0,16.0,1,right,A. Coffey running Layup (5 PTS),[1629599],1610612756.0,PHX,running,,,,,,Restricted Area,0-8 Center,2.25,Made,Coffey,A. Coffey,,,,,5.0,,,,,,,,,,,,,
67,PT06M16.00S,2026-04-13T00:50:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,15.193823915900131,35.049019607843135,1610612760,5,20,2026-04-13T00:51:48Z,650000,False,75.0,90.0,1,left,MISS L. Dort 11' step back Shot,[1629652],1610612760.0,OKC,step back,,,,,,In The Paint (Non-RA),8-16 Right,11.73,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
68,PT06M15.00S,2026-04-13T00:50:26.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,5,20,2026-04-13T00:51:48Z,660000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,67.0,,,,,,,,,,,,,,,,,
70,PT06M15.00S,2026-04-13T00:50:30.3Z,1,REGULAR,substitution,out,[],1642382,,,1610612760,5,20,2026-04-13T00:50:37Z,680000,False,,,0,,SUB out: B. Carlson,[1642382],1610612760.0,OKC,,,,,,,,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,
71,PT06M15.00S,2026-04-13T00:50:30.3Z,1,REGULAR,substitution,in,[],1642964,,,1610612760,5,20,2026-04-13T00:50:37Z,690000,False,,,0,,SUB in: B. Barnhizer,[1642964],1610612760.0,OKC,,,,,,,,,,,Barnhizer,B. Barnhizer,,,,,,,,,,,,,,,,,,
72,PT06M10.00S,2026-04-13T00:50:52.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,33.459264126149804,62.99019607843137,1610612760,5,20,2026-04-13T00:50:57Z,700000,False,-65.0,262.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,26.99,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
73,PT06M06.00S,2026-04-13T00:50:56.9Z,1,REGULAR,rebound,defensive,[],1642853,,,1610612756,5,20,2026-04-13T00:50:57Z,710000,False,,,0,,R. Fleming REBOUND (Off:0 Def:1),[1642853],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Center,,,Fleming,R. Fleming,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT05M57.00S,2026-04-13T00:51:05.7Z,1,REGULAR,3pt,Jump Shot,[],1631123,76.69185282522996,9.313725490196079,1610612756,5,20,2026-04-13T00:51:10Z,720000,False,-203.0,167.0,1,right,MISS J. Bouyea 26' 3PT,[1631123],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,26.29,Missed,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,
75,PT05M53.00S,2026-04-13T00:51:09.7Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,5,20,2026-04-13T00:51:10Z,730000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Williams,K. Williams,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT05M38.00S,2026-04-13T00:51:24.0Z,1,REGULAR,3pt,Jump Shot,[],1629026,7.178055190538765,4.411764705882353,1610612760,5,20,2026-04-13T00:52:32Z,740000,False,228.0,15.0,1,left,MISS K. Williams pullup 3PT,[1629026],1610612760.0,OKC,pullup,,,,,,Right Corner 3,24+ Right,22.84,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,,
77,PT05M35.00S,2026-04-13T00:51:27.0Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,5,20,2026-04-13T00:51:28Z,750000,False,,,0,,R. Dunn REBOUND (Off:1 Def:5),[1642346],1610612756.0,PHX,,,,,,,Right Corner 3,24+ Right,,,Dunn,R. Dunn,76.0,6.0,5.0,1.0,,,,,,,,,,,,,,
78,PT05M28.00S,2026-04-13T00:51:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,92.9862023653088,44.6078431372549,1610612756,5,22,2026-04-13T00:51:38Z,760000,False,-27.0,13.0,1,right,R. Dunn driving Layup (8 PTS),[1642346],1610612756.0,PHX,driving,,,,,,Restricted Area,0-8 Center,3.01,Made,Dunn,R. Dunn,,,,,8.0,,,,,,,,,,,,,
79,PT05M17.00S,2026-04-13T00:51:47.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,7.046649145860711,35.53921568627451,1610612760,5,22,2026-04-13T01:24:02Z,770000,False,72.0,14.0,1,left,MISS A. Wiggins 7' driving floating bank Shot,[1630598],1610612760.0,OKC,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,7.36,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
80,PT05M15.00S,2026-04-13T00:51:49.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,5,22,2026-04-13T00:53:57Z,780000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,79.0,,,,,,,,,,,,,,,,,
82,PT05M15.00S,2026-04-13T00:51:52.2Z,1,REGULAR,substitution,out,[],1630598,,,1610612756,5,22,2026-04-13T00:52:18Z,800000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
