actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
623,PT04M51.00S,2025-12-28T22:45:10.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641717,86.67871222076215,3.6764705882352944,1610612760,118,93,2025-12-28T22:46:53Z,6160000,False,-232.0,73.0,1,right,MISS C. Wallace 24' pullup 3PT,[1641717],1610612760.0,OKC,pullup,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,,,,24.27,Missed,,,,,,,,,,,,,,,
624,PT04M47.00S,2025-12-28T22:45:14.6Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,118,93,2025-12-28T22:45:16Z,6170000,False,,,0,,J. McCain REBOUND (Off:0 Def:3),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Left Corner 3,24+ Left,,,,,,,623.0,3.0,3.0,0.0,,,,,,,,,,
625,PT04M43.00S,2025-12-28T22:45:18.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,27.414586070959263,77.45098039215686,1610612755,118,93,2025-12-28T22:47:32Z,6180000,False,-137.0,205.0,1,left,MISS T. Maxey 24' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,24.69,Missed,,,,,,,,,,,,,,,
626,PT04M41.00S,2025-12-28T22:45:21.7Z,4,REGULAR,rebound,offensive,[],1641737,,,1610612755,118,93,2025-12-28T22:45:21Z,6190000,False,,,0,,A. Bona REBOUND (Off:4 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,,,,,625.0,6.0,2.0,4.0,,,,,,,,,,
627,PT04M41.00S,2025-12-28T22:45:23.2Z,4,REGULAR,foul,personal,[],1631114,,,1610612755,118,93,2025-12-28T22:45:28Z,6200000,False,,,0,,J. Williams personal FOUL (2 PF),"[1631114, 1641737]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,,2.0,1.0,Bona,1641737.0,,
629,PT04M41.00S,2025-12-28T22:45:31.2Z,4,REGULAR,substitution,out,[],1631114,,,1610612755,118,93,2025-12-28T22:45:35Z,6220000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT04M41.00S,2025-12-28T22:45:31.2Z,4,REGULAR,substitution,in,[],1642959,,,1610612755,118,93,2025-12-28T22:45:35Z,6230000,False,,,0,,SUB in: C. Youngblood,[1642959],1610612760.0,OKC,,,,Youngblood,C. Youngblood,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT04M30.00S,2025-12-28T22:45:59.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631230,2.8416557161629434,95.58823529411765,1610612755,118,93,2025-12-28T22:46:15Z,6240000,False,-228.0,-26.0,1,left,MISS D. Barlow 3PT,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,,,,22.94,Missed,,,,,,,,,,,,,,,
632,PT04M28.00S,2025-12-28T22:46:02.5Z,4,REGULAR,rebound,offensive,[],1641737,,,1610612755,118,93,2025-12-28T22:46:02Z,6250000,False,,,0,,A. Bona REBOUND (Off:5 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Left Corner 3,24+ Left,,,,,,,631.0,7.0,2.0,5.0,,,,,,,,,,
633,PT04M26.00S,2025-12-28T22:46:04.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642272,34.37910643889619,41.911764705882355,1610612755,118,93,2025-12-28T22:46:17Z,6260000,False,40.0,271.0,1,left,MISS J. McCain 27' 3PT,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Center,,,,27.37,Missed,,,,,,,,,,,,,,,
634,PT04M22.00S,2025-12-28T22:46:08.4Z,4,REGULAR,rebound,defensive,[],1642382,,,1610612760,118,93,2025-12-28T22:46:17Z,6270000,False,,,0,,B. Carlson REBOUND (Off:0 Def:1),[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Above the Break 3,24+ Center,,,,,,,633.0,1.0,1.0,0.0,,,,,,,,,,
635,PT04M10.00S,2025-12-28T22:46:20.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,91.93495400788436,49.50980392156863,1610612760,120,93,2025-12-28T22:46:23Z,6280000,False,-2.0,23.0,1,right,A. Wiggins driving finger roll Layup (15 PTS) (K. Williams 2 AST),"[1630598, 1629026]",1610612760.0,OKC,driving finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,2.34,Made,15.0,,,,,,K. Williams,1629026.0,2.0,,,,,,
637,PT03M55.00S,2025-12-28T22:46:35.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.178055190538765,58.08823529411765,1610612755,120,95,2025-12-28T22:48:35Z,6300000,False,-40.0,15.0,1,left,T. Maxey driving Layup (28 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,4.31,Made,28.0,,,,,,,,,,,,,,
638,PT03M38.00S,2025-12-28T22:46:51.9Z,4,REGULAR,3pt,Jump Shot,[],1642959,95.87713534822602,95.34313725490196,1610612760,120,95,2025-12-28T22:46:58Z,6310000,False,227.0,-14.0,1,right,MISS C. Youngblood 3PT,[1642959],1610612760.0,OKC,,,,Youngblood,C. Youngblood,,,,,Right Corner 3,24+ Right,,,,22.71,Missed,,,,,,,,,,,,,,,
639,PT03M35.00S,2025-12-28T22:46:54.5Z,4,REGULAR,rebound,offensive,[],1629026,,,1610612760,120,95,2025-12-28T22:46:54Z,6320000,False,,,0,,K. Williams REBOUND (Off:1 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Right Corner 3,24+ Right,,,,,,,638.0,2.0,1.0,1.0,,,,,,,,,,
640,PT03M35.00S,2025-12-28T22:46:55.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,91.80354796320631,50.0,1610612760,120,95,2025-12-28T22:47:00Z,6330000,False,0.0,25.0,1,right,MISS K. Williams putback Layup,[1629026],1610612760.0,OKC,putback,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,2.45,Missed,,,,,,,,,,,,,,,
641,PT03M33.00S,2025-12-28T22:46:57.6Z,4,REGULAR,rebound,defensive,[],1642272,,,1610612755,120,95,2025-12-28T22:47:00Z,6340000,False,,,0,,J. McCain REBOUND (Off:0 Def:4),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,,,,,,,640.0,4.0,4.0,0.0,,,,,,,,,,
642,PT03M30.00S,2025-12-28T22:47:09.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,120,95,2025-12-28T22:47:09Z,6350000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT03M30.00S,2025-12-28T22:47:16.9Z,4,REGULAR,substitution,out,[],1630178,,,1610612755,120,95,2025-12-28T22:49:44Z,6360000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT03M30.00S,2025-12-28T22:47:16.9Z,4,REGULAR,substitution,out,[],1631230,,,1610612755,120,95,2025-12-28T22:49:44Z,6370000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT03M30.00S,2025-12-28T22:47:16.9Z,4,REGULAR,substitution,out,[],1642845,,,1610612755,120,95,2025-12-28T22:49:44Z,6380000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT03M30.00S,2025-12-28T22:47:16.9Z,4,REGULAR,substitution,in,[],1629656,,,1610612755,120,95,2025-12-28T22:49:44Z,6390000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT03M30.00S,2025-12-28T22:47:16.9Z,4,REGULAR,substitution,in,[],1642348,,,1610612755,120,95,2025-12-28T22:49:44Z,6400000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT03M30.00S,2025-12-28T22:47:16.9Z,4,REGULAR,substitution,in,[],1631133,,,1610612755,120,95,2025-12-28T22:49:44Z,6410000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT03M21.00S,2025-12-28T22:50:08.7Z,4,REGULAR,turnover,lost ball,[],1642272,,,1610612755,120,95,2025-12-28T22:50:13Z,6420000,False,,,0,,J. McCain lost ball TURNOVER (3 TO),"[1642272, 1641717]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,In The Paint (Non-RA),0-8 Center,3.0,Wallace,1641717.0,,,,,,,,,,,,,,,,,
650,PT03M21.00S,2025-12-28T22:50:08.7Z,4,REGULAR,steal,,[],1641717,,,1610612760,120,95,2025-12-28T22:50:11Z,6430000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
651,PT03M16.00S,2025-12-28T22:50:12.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630598,74.45795006570303,14.705882352941178,1610612760,120,95,2025-12-28T22:51:18Z,6440000,False,-176.0,188.0,1,right,MISS A. Wiggins 25' running pullup 3PT,[1630598],1610612760.0,OKC,running pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,25.76,Missed,,,,,,,,,,,,,,,
652,PT03M13.00S,2025-12-28T22:50:15.8Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612755,120,95,2025-12-28T22:50:25Z,6450000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,651.0,1.0,1.0,0.0,,,,,,,,,,
653,PT03M00.00S,2025-12-28T22:50:29.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631133,6.1268068331143235,48.03921568627451,1610612755,120,97,2025-12-28T22:51:51Z,6460000,False,10.0,5.0,1,left,J. Walker cutting DUNK (2 PTS) (Q. Grimes 2 AST),"[1631133, 1629656]",1610612755.0,PHI,cutting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,1.1,Made,2.0,,,,,,Q. Grimes,1629656.0,2.0,,,,,,
655,PT02M44.00S,2025-12-28T22:50:45.1Z,4,REGULAR,3pt,Jump Shot,[],1642959,77.34888304862024,9.068627450980392,1610612760,120,97,2025-12-28T22:50:48Z,6480000,False,-205.0,160.0,1,right,MISS C. Youngblood 26' 3PT,[1642959],1610612760.0,OKC,,,,Youngblood,C. Youngblood,,,,,Above the Break 3,24+ Left Center,,,,26.01,Missed,,,,,,,,,,,,,,,
656,PT02M42.00S,2025-12-28T22:50:47.1Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612755,120,97,2025-12-28T22:50:48Z,6490000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,655.0,2.0,2.0,0.0,,,,,,,,,,
657,PT02M33.00S,2025-12-28T22:50:56.7Z,4,REGULAR,3pt,Jump Shot,[],1629656,31.225361366622867,70.83333333333334,1610612755,120,97,2025-12-28T22:51:01Z,6500000,False,-104.0,241.0,1,left,MISS Q. Grimes 26' 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,26.26,Missed,,,,,,,,,,,,,,,
658,PT02M29.00S,2025-12-28T22:51:00.3Z,4,REGULAR,rebound,offensive,[],1641737,,,1610612755,120,97,2025-12-28T22:51:00Z,6510000,False,,,0,,A. Bona REBOUND (Off:6 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,,,,,657.0,8.0,2.0,6.0,,,,,,,,,,
659,PT02M23.00S,2025-12-28T22:51:08.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641717,,,1610612755,120,97,2025-12-28T22:51:19Z,6520000,False,,,0,,C. Wallace personal FOUL (1 PF) (Grimes 2 FT),"[1641717, 1629656]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627964.0,,,,1.0,0.0,Grimes,1629656.0,,
661,PT02M23.00S,2025-12-28T22:51:30.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629656,,,1610612755,120,98,2025-12-28T22:51:30Z,6540000,False,,,0,,Q. Grimes Free Throw 1 of 2 (10 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
662,PT02M23.00S,2025-12-28T22:51:43.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629656,,,1610612755,120,99,2025-12-28T22:51:43Z,6550000,False,,,0,,Q. Grimes Free Throw 2 of 2 (11 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
663,PT02M08.00S,2025-12-28T22:52:00.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642382,80.76544021024968,54.166666666666664,1610612760,120,99,2025-12-28T22:52:06Z,6560000,False,21.0,128.0,1,right,MISS B. Carlson 13' floating Shot,[1642382],1610612760.0,OKC,floating,,,Carlson,B. Carlson,,,,,In The Paint (Non-RA),8-16 Center,,,,13.0,Missed,,,,,,,,,,,,,,,
664,PT02M04.00S,2025-12-28T22:52:04.6Z,4,REGULAR,rebound,offensive,[],1642382,,,1610612760,120,99,2025-12-28T22:52:06Z,6570000,False,,,0,,B. Carlson REBOUND (Off:1 Def:1),[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,663.0,2.0,1.0,1.0,,,,,,,,,,
665,PT02M04.00S,2025-12-28T22:52:04.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642382,94.40999984741211,50.0,1610612760,122,99,2025-12-28T22:52:04Z,6580000,False,0.0,0.0,1,right,B. Carlson tip Layup (2 PTS),[1642382],1610612760.0,OKC,tip,,,Carlson,B. Carlson,,,,,Mid-Range,8-16 Left,,,,0.0,Made,2.0,,,,,,,,,,,,,,
666,PT01M52.00S,2025-12-28T22:52:16.9Z,4,REGULAR,turnover,bad pass,[],1629656,,,1610612755,122,99,2025-12-28T22:52:20Z,6590000,False,,,0,,Q. Grimes bad pass TURNOVER (1 TO),"[1629656, 1641717]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,1.0,Wallace,1641717.0,,,,,,,,,,,,,,,,,
667,PT01M52.00S,2025-12-28T22:52:16.9Z,4,REGULAR,steal,,[],1641717,,,1610612760,122,99,2025-12-28T22:52:18Z,6600000,False,,,0,,C. Wallace STEAL (2 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
668,PT01M51.00S,2025-12-28T22:52:19.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641717,93.11760840998686,50.73529411764706,1610612760,124,99,2025-12-28T22:52:25Z,6610000,False,4.0,12.0,1,right,C. Wallace running DUNK (9 PTS),[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,1.27,Made,9.0,,,,,,,,,,,,,,
669,PT01M35.00S,2025-12-28T22:52:37.0Z,4,REGULAR,3pt,Jump Shot,[],1642348,32.013797634691194,64.95098039215686,1610612755,124,102,2025-12-28T22:52:41Z,6620000,False,-75.0,248.0,1,left,J. Edwards 25' 3PT  (12 PTS) (Q. Grimes 3 AST),"[1642348, 1629656]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,,,,25.94,Made,12.0,,,,,,Q. Grimes,1629656.0,3.0,,,,,,
671,PT01M23.00S,2025-12-28T22:52:53.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642382,93.24901445466492,48.529411764705884,1610612760,126,102,2025-12-28T22:52:59Z,6640000,False,-7.0,11.0,1,right,B. Carlson alley-oop DUNK (4 PTS) (A. Wiggins 3 AST),"[1642382, 1630598]",1610612760.0,OKC,alley-oop,,,Carlson,B. Carlson,,,,,Restricted Area,0-8 Center,,,,1.33,Made,4.0,,,,,,A. Wiggins,1630598.0,3.0,,,,,,
673,PT01M09.00S,2025-12-28T22:53:11.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642382,,,1610612755,126,102,2025-12-28T22:53:26Z,6660000,False,,,0,,B. Carlson shooting personal FOUL (1 PF) (Grimes 2 FT),"[1642382, 1629656]",1610612760.0,OKC,shooting,,,Carlson,B. Carlson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,1.0,0.0,Grimes,1629656.0,,
675,PT01M09.00S,2025-12-28T22:53:35.5Z,4,REGULAR,freethrow,1 of 2,[],1629656,,,1610612755,126,103,2025-12-28T22:53:35Z,6680000,False,,,0,,Q. Grimes Free Throw 1 of 2 (12 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
676,PT01M09.00S,2025-12-28T22:53:49.0Z,4,REGULAR,freethrow,2 of 2,[],1629656,,,1610612755,126,104,2025-12-28T22:53:49Z,6690000,False,,,0,,Q. Grimes Free Throw 2 of 2 (13 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
677,PT00M55.80S,2025-12-28T22:54:04.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,92.9862023653088,44.11764705882353,1610612760,126,104,2025-12-28T22:54:08Z,6700000,False,-29.0,13.0,1,right,MISS C. Wallace driving Layup - blocked,"[1641717, 1641737]",1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,3.23,Missed,,,,,,,,,,,,,,Bona,1641737.0
678,PT00M55.80S,2025-12-28T22:54:04.1Z,4,REGULAR,block,,[],1641737,,,1610612760,126,104,2025-12-28T22:54:07Z,6710000,False,,,0,,A. Bona BLOCK (4 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
679,PT00M55.80S,2025-12-28T22:54:04.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,126,104,2025-12-28T22:54:08Z,6720000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,677.0,,,,,,,,,,,,,
681,PT00M52.60S,2025-12-28T22:54:20.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1641717,67.23061760840999,68.87254901960785,1610612760,126,104,2025-12-28T22:54:25Z,6740000,False,94.0,256.0,1,right,MISS C. Wallace 27' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,27.24,Missed,,,,,,,,,,,,,,,
682,PT00M49.60S,2025-12-28T22:54:23.5Z,4,REGULAR,rebound,offensive,[],1629026,,,1610612760,126,104,2025-12-28T22:54:25Z,6750000,False,,,0,,K. Williams REBOUND (Off:2 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,681.0,3.0,1.0,2.0,,,,,,,,,,
683,PT00M48.00S,2025-12-28T22:54:25.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629026,82.9993429697766,4.411764705882353,1610612760,129,104,2025-12-28T22:54:29Z,6760000,False,-228.0,107.0,1,right,K. Williams 25' 3PT pullup (3 PTS),[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,,25.19,Made,3.0,,,,,,,,,,,,,,
684,PT00M40.70S,2025-12-28T22:54:34.9Z,4,REGULAR,3pt,Jump Shot,[],1642348,25.04927726675427,85.04901960784314,1610612755,129,104,2025-12-28T22:54:40Z,6770000,False,-175.0,183.0,1,left,MISS J. Edwards 25' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,,,,25.33,Missed,,,,,,,,,,,,,,,
685,PT00M38.20S,2025-12-28T22:54:37.6Z,4,REGULAR,rebound,offensive,[],1631133,,,1610612755,129,104,2025-12-28T22:54:37Z,6780000,False,,,0,,J. Walker REBOUND (Off:1 Def:2),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,684.0,3.0,2.0,1.0,,,,,,,,,,
686,PT00M34.10S,2025-12-28T22:54:41.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,31.35676741130092,30.392156862745097,1610612755,129,104,2025-12-28T22:54:46Z,6790000,False,98.0,242.0,1,left,MISS Q. Grimes 26' 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,26.14,Missed,,,,,,,,,,,,,,,
687,PT00M30.90S,2025-12-28T22:54:44.8Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,129,104,2025-12-28T22:54:46Z,6800000,False,,,0,,K. Williams REBOUND (Off:2 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,686.0,4.0,2.0,2.0,,,,,,,,,,
688,PT00M07.80S,2025-12-28T22:55:08.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612760,129,104,2025-12-28T22:55:15Z,6810000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1155.0,,,,,,,,,
689,PT00M00.00S,2025-12-28T22:55:36.6Z,4,REGULAR,period,end,[],0,,,1610612755,129,104,2025-12-28T22:55:36Z,6820000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M00.00S,2025-12-28T22:55:48.9Z,4,REGULAR,game,end,[],0,,,0,129,104,2025-12-28T22:55:48Z,6830000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
