actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M52.00S,2026-01-24T01:12:03.5Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,2,2,2026-01-24T01:12:06Z,170000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Left Center,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,
19,PT10M43.00S,2026-01-24T01:12:13.2Z,1,REGULAR,3pt,Jump Shot,[],1629614,33.196452036793694,61.029411764705884,1610612754,2,5,2026-01-24T01:12:18Z,180000,False,-55.0,260.0,1,left,A. Nembhard 26' 3PT  (3 PTS) (A. Nesmith 1 AST),"[1629614, 1630174]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,26.53,Made,3.0,A. Nesmith,1630174.0,1.0,,,,,,,,,,,,,,
21,PT10M23.00S,2026-01-24T01:12:32.5Z,1,REGULAR,turnover,lost ball,[],1628983,,,1610612760,2,5,2026-01-24T01:12:36Z,200000,False,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (1 TO),"[1628983, 1641716]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Walker,1641716.0,,,,,,
22,PT10M23.00S,2026-01-24T01:12:32.5Z,1,REGULAR,steal,,[],1641716,,,1610612754,2,5,2026-01-24T01:12:34Z,210000,False,,,0,,J. Walker STEAL (1 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M19.00S,2026-01-24T01:12:36.1Z,1,REGULAR,turnover,lost ball,[],1641716,,,1610612754,2,5,2026-01-24T01:12:40Z,220000,False,,,0,,J. Walker lost ball TURNOVER (1 TO),"[1641716, 1628983]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,
24,PT10M19.00S,2026-01-24T01:12:36.1Z,1,REGULAR,steal,,[],1628983,,,1610612760,2,5,2026-01-24T01:12:37Z,230000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
25,PT10M03.00S,2026-01-24T01:12:52.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,81.02825229960578,67.40196078431373,1610612760,4,5,2026-01-24T01:12:55Z,240000,False,87.0,126.0,1,right,S. Gilgeous-Alexander 15' Jump Shot (2 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,15.3,Made,2.0,,,,,,,,,,,,,,,,,
27,PT09M45.00S,2026-01-24T01:13:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,10.5946123521682,58.57843137254902,1610612754,4,7,2026-01-24T01:13:14Z,260000,False,-43.0,47.0,1,left,P. Siakam 6' fadeaway Jump Shot (2 PTS),[1627783],1610612754.0,IND,fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.37,Made,2.0,,,,,,,,,,,,,,,,,
28,PT09M32.00S,2026-01-24T01:13:23.5Z,1,REGULAR,3pt,Jump Shot,[],1629652,68.9388961892247,75.73529411764706,1610612760,4,7,2026-01-24T01:13:30Z,270000,False,129.0,239.0,1,right,MISS L. Dort 27' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,27.19,Missed,,,,,,,,,,,,,,,,,,
29,PT09M29.00S,2026-01-24T01:13:26.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,4,7,2026-01-24T01:13:30Z,280000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,
30,PT09M18.00S,2026-01-24T01:13:38.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,8.09789750328515,44.36274509803921,1610612754,4,9,2026-01-24T01:15:12Z,290000,False,28.0,24.0,1,left,A. Nembhard driving floating bank Jump Shot (5 PTS) (A. Nesmith 2 AST),"[1629614, 1630174]",1610612754.0,IND,driving floating bank,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,3.68,Made,5.0,A. Nesmith,1630174.0,2.0,,,,,,,,,,,,,,
32,PT09M04.00S,2026-01-24T01:13:51.4Z,1,REGULAR,2pt,Jump Shot,[],1628983,93.51182654402102,33.57843137254902,1610612760,6,9,2026-01-24T01:13:56Z,310000,False,-82.0,8.0,1,right,S. Gilgeous-Alexander 8' step back bank Jump Shot (4 PTS),[1628983],1610612760.0,OKC,step back bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,8.25,Made,4.0,,,,,,,,,,,,,,,,,
33,PT08M42.00S,2026-01-24T01:14:13.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,16.507884362680684,65.44117647058823,1610612754,6,11,2026-01-24T01:14:17Z,320000,False,-77.0,103.0,1,left,A. Nembhard 12' pullup Jump Shot (7 PTS) (P. Siakam 1 AST),"[1629614, 1627783]",1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Left,12.85,Made,7.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
35,PT08M22.00S,2026-01-24T01:14:33.6Z,1,REGULAR,3pt,Jump Shot,[],1641717,71.96123521681997,17.15686274509804,1610612760,9,11,2026-01-24T01:14:38Z,340000,False,-164.0,211.0,1,right,C. Wallace 26' 3PT  (3 PTS) (I. Joe 1 AST),"[1641717, 1630198]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,26.74,Made,3.0,I. Joe,1630198.0,1.0,,,,,,,,,,,,,,
37,PT08M09.00S,2026-01-24T01:14:48.7Z,1,REGULAR,foul,personal,[],1641717,,,1610612754,9,11,2026-01-24T01:15:05Z,360000,False,,,0,,C. Wallace personal FOUL (1 PF),"[1641717, 1630174]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201638.0,,,,,,,,1.0,0.0,Nesmith,1630174.0,,
44,PT08M01.00S,2026-01-24T01:15:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,8.886333771353483,45.34313725490196,1610612754,9,11,2026-01-24T01:16:27Z,375000,False,23.0,31.0,1,left,MISS A. Nesmith Layup - blocked,"[1630174, 1628983]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,3.88,Missed,,,,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0
45,PT08M01.00S,2026-01-24T01:15:05.5Z,1,REGULAR,block,,[],1628983,,,1610612754,9,11,2026-01-24T01:16:12Z,377500,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT07M59.00S,2026-01-24T01:15:07.5Z,1,REGULAR,rebound,offensive,[],1642277,,,1610612754,9,11,2026-01-24T01:16:27Z,378750,False,,,0,,J. Furphy REBOUND (Off:1 Def:0),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Restricted Area,0-8 Center,,,,,,,,44.0,1.0,0.0,1.0,,,,,,,,,
39,PT07M59.00S,2026-01-24T01:15:22.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642277,5.338370565045992,52.450980392156865,1610612754,9,13,2026-01-24T01:16:20Z,380000,False,-12.0,-2.0,1,left,J. Furphy putback DUNK (2 PTS),[1642277],1610612754.0,IND,putback,,,Furphy,J. Furphy,,,,,Restricted Area,0-8 Center,1.25,Made,2.0,,,,,,,,,,,,,,,,,
41,PT07M44.00S,2026-01-24T01:15:37.9Z,1,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612760,9,13,2026-01-24T01:15:47Z,400000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1641716, 1631096]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202026.0,,,,,,,,1.0,0.0,Holmgren,1631096.0,,
43,PT07M44.00S,2026-01-24T01:16:04.3Z,1,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,10,13,2026-01-24T01:16:04Z,420000,False,,,0,,C. Holmgren Free Throw 1 of 2 (3 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
47,PT07M44.00S,2026-01-24T01:16:24.4Z,1,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,11,13,2026-01-24T01:16:24Z,430000,False,,,0,,C. Holmgren Free Throw 2 of 2 (4 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
48,PT07M41.00S,2026-01-24T01:16:28.6Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,11,13,2026-01-24T01:16:34Z,440000,False,,,0,,A. Nembhard bad pass TURNOVER (1 TO),"[1629614, 1641717]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,Wallace,1641717.0,,,,,,
49,PT07M41.00S,2026-01-24T01:16:28.6Z,1,REGULAR,steal,,[],1641717,,,1610612760,11,13,2026-01-24T01:16:30Z,450000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
50,PT07M37.00S,2026-01-24T01:16:32.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,82.7365308804205,39.705882352941174,1610612760,11,13,2026-01-24T01:17:31Z,460000,False,-51.0,110.0,1,right,MISS S. Gilgeous-Alexander 12' running pullup Shot,[1628983],1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.13,Missed,,,,,,,,,,,,,,,,,,
51,PT07M37.00S,2026-01-24T01:16:32.9Z,1,REGULAR,rebound,offensive,[],1628983,,,1610612760,11,13,2026-01-24T01:17:31Z,470000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,50.0,2.0,1.0,1.0,,,,,,,,,
52,PT07M31.00S,2026-01-24T01:16:39.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628983,94.43166885676742,54.65686274509803,1610612760,13,13,2026-01-24T01:16:53Z,480000,False,23.0,0.0,1,right,S. Gilgeous-Alexander finger roll Layup (6 PTS),[1628983],1610612760.0,OKC,finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.33,Made,6.0,,,,,,,,,,,,,,,,,
53,PT07M17.00S,2026-01-24T01:16:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642277,5.995400788436268,49.01960784313725,1610612754,13,15,2026-01-24T01:17:00Z,490000,False,5.0,4.0,1,left,J. Furphy finger roll Layup (4 PTS) (A. Nembhard 2 AST),"[1642277, 1629614]",1610612754.0,IND,finger roll,,,Furphy,J. Furphy,,,,,Restricted Area,0-8 Center,0.63,Made,4.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,,,,,
55,PT07M02.00S,2026-01-24T01:17:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,85.62746386333771,40.44117647058824,1610612760,13,15,2026-01-24T01:18:23Z,510000,False,-48.0,83.0,1,right,MISS L. Dort 9' pullup Shot,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,9.54,Missed,,,,,,,,,,,,,,,,,,
56,PT07M00.00S,2026-01-24T01:17:09.4Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,13,15,2026-01-24T01:17:12Z,520000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,
57,PT06M57.00S,2026-01-24T01:17:14.6Z,1,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612754,13,15,2026-01-24T01:17:24Z,530000,False,,,0,,I. Joe shooting personal FOUL (1 PF) (Nembhard 2 FT),"[1630198, 1629614]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,,,,,,,,1.0,0.0,Nembhard,1629614.0,,
59,PT06M57.00S,2026-01-24T01:17:26.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,13,15,2026-01-24T01:17:26Z,550000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M57.00S,2026-01-24T01:19:59.9Z,1,REGULAR,substitution,out,[],1641716,,,1610612754,13,15,2026-01-24T01:20:13Z,570000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M57.00S,2026-01-24T01:19:59.9Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,13,15,2026-01-24T01:20:13Z,580000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M57.00S,2026-01-24T01:19:59.9Z,1,REGULAR,substitution,in,[],1631119,,,1610612754,13,15,2026-01-24T01:20:13Z,590000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M57.00S,2026-01-24T01:19:59.9Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,13,15,2026-01-24T01:20:13Z,600000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M57.00S,2026-01-24T01:19:59.9Z,1,REGULAR,substitution,in,[],1630695,,,1610612754,13,15,2026-01-24T01:20:13Z,610000,False,,,0,,SUB in: M. Potter,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M57.00S,2026-01-24T01:19:59.9Z,1,REGULAR,substitution,out,[],1628983,,,1610612754,13,15,2026-01-24T01:21:54Z,615000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M57.00S,2026-01-24T01:20:40.2Z,1,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,13,16,2026-01-24T01:20:58Z,620000,False,,,0,,A. Nembhard Free Throw 1 of 2 (8 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
67,PT06M57.00S,2026-01-24T01:20:40.2Z,1,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,13,16,2026-01-24T01:20:58Z,630000,False,,,0,,MISS A. Nembhard Free Throw 2 of 2,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
68,PT06M55.00S,2026-01-24T01:20:42.2Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,13,16,2026-01-24T01:20:58Z,640000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,
69,PT06M44.00S,2026-01-24T01:21:10.3Z,1,REGULAR,foul,personal,['2freethrow'],1641767,,,1610612760,13,16,2026-01-24T01:21:17Z,650000,False,,,0,,B. Sheppard shooting personal FOUL (1 PF) (Joe 2 FT),"[1641767, 1630198]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,,,,,,,,1.0,0.0,Joe,1630198.0,,
71,PT06M44.00S,2026-01-24T01:21:36.5Z,1,REGULAR,freethrow,1 of 2,[],1630198,,,1610612760,14,16,2026-01-24T01:21:36Z,670000,False,,,0,,I. Joe Free Throw 1 of 2 (1 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
72,PT06M44.00S,2026-01-24T01:21:51.5Z,1,REGULAR,freethrow,2 of 2,[],1630198,,,1610612760,15,16,2026-01-24T01:21:51Z,680000,False,,,0,,I. Joe Free Throw 2 of 2 (2 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
74,PT06M35.00S,2026-01-24T01:22:01.7Z,1,REGULAR,3pt,Jump Shot,[],1629614,4.944152431011826,94.11764705882352,1610612754,15,16,2026-01-24T01:22:07Z,690000,False,-221.0,-6.0,1,left,MISS A. Nembhard 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,22.07,Missed,,,,,,,,,,,,,,,,,,
75,PT06M32.00S,2026-01-24T01:22:04.7Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,15,16,2026-01-24T01:22:07Z,700000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,
76,PT06M24.00S,2026-01-24T01:22:12.7Z,1,REGULAR,2pt,Jump Shot,[],1641717,91.01511169513797,18.38235294117647,1610612760,15,16,2026-01-24T01:22:17Z,710000,False,-158.0,32.0,1,right,MISS C. Wallace 16' Jump Shot,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Left,16.13,Missed,,,,,,,,,,,,,,,,,,
77,PT06M21.00S,2026-01-24T01:22:15.7Z,1,REGULAR,rebound,defensive,[],1630695,,,1610612754,15,16,2026-01-24T01:22:17Z,720000,False,,,0,,M. Potter REBOUND (Off:0 Def:1),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Mid-Range,16-24 Left,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,
78,PT06M08.00S,2026-01-24T01:22:28.1Z,1,REGULAR,3pt,Jump Shot,[],1641767,4.418528252299605,4.411764705882353,1610612754,15,19,2026-01-24T01:22:33Z,730000,False,228.0,-11.0,1,left,B. Sheppard 3PT  (3 PTS) (A. Nesmith 3 AST),"[1641767, 1630174]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,22.82,Made,3.0,A. Nesmith,1630174.0,3.0,,,,,,,,,,,,,,
80,PT05M49.00S,2026-01-24T01:22:47.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631119,90.88370565045992,44.6078431372549,1610612760,15,19,2026-01-24T01:22:51Z,750000,False,-27.0,33.0,1,right,MISS J. Williams Hook,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,,,,,,,,,,,,,,
81,PT05M47.00S,2026-01-24T01:22:49.5Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,15,19,2026-01-24T01:22:51Z,760000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,80.0,2.0,2.0,0.0,,,,,,,,,
82,PT05M31.00S,2026-01-24T01:23:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641767,5.206964520367937,58.82352941176471,1610612754,15,19,2026-01-24T01:23:09Z,770000,False,-44.0,-4.0,1,left,MISS B. Sheppard driving Layup,[1641767],1610612754.0,IND,driving,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
83,PT05M29.00S,2026-01-24T01:23:07.7Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,15,19,2026-01-24T01:23:09Z,780000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,
84,PT05M22.00S,2026-01-24T01:23:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,92.9862023653088,45.83333333333333,1610612760,17,19,2026-01-24T01:23:18Z,790000,False,-21.0,13.0,1,right,C. Holmgren finger roll Layup (6 PTS),[1631096],1610612760.0,OKC,finger roll,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.47,Made,6.0,,,,,,,,,,,,,,,,,
85,PT05M05.00S,2026-01-24T01:23:32.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,10.5946123521682,41.42156862745098,1610612754,17,19,2026-01-24T01:24:57Z,800000,False,43.0,47.0,1,left,MISS A. Nesmith 6' driving floating Shot,[1630174],1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,6.37,Missed,,,,,,,,,,,,,,,,,,
