actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
160,PT10M44.00S,2025-10-29T00:35:51.3Z,2,REGULAR,foul,personal,[],1631165,,,1610612760,26,34,2025-10-29T00:35:55Z,1600000,False,,,0,,K. Ellis personal FOUL (2 PF),"[1631165, 1628983]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1627539.0,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,
162,PT10M41.00S,2025-10-29T00:36:12.3Z,2,REGULAR,foul,offensive,[],1628983,,,1610612760,26,34,2025-10-29T00:36:19Z,1620000,False,,,0,,S. Gilgeous-Alexander offensive FOUL (1 PF),"[1628983, 1628370]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1148.0,,,,1.0,0.0,Monk,1628370.0,,
164,PT10M41.00S,2025-10-29T00:36:12.3Z,2,REGULAR,turnover,offensive foul,[],1628983,,,1610612760,26,34,2025-10-29T00:36:12Z,1640000,False,,,0,,S. Gilgeous-Alexander offensive foul TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,1148.0,,,,,,,,,
165,PT10M41.00S,2025-10-29T00:36:21.5Z,2,REGULAR,substitution,out,[],1631165,,,1610612758,26,34,2025-10-29T00:36:26Z,1650000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M41.00S,2025-10-29T00:36:21.5Z,2,REGULAR,substitution,in,[],201566,,,1610612758,26,34,2025-10-29T00:36:26Z,1660000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M31.00S,2025-10-29T00:36:40.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,77.21747700394218,75.49019607843137,1610612758,26,34,2025-10-29T00:36:46Z,1670000,False,127.0,162.0,1,right,MISS D. DeRozan 20' Jump Shot,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,20.59,Missed,,,,,,,,,,,,,,,,,,
168,PT10M28.00S,2025-10-29T00:36:42.7Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612758,26,34,2025-10-29T00:36:42Z,1680000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Right Center,,,167.0,2.0,1.0,1.0,,,,,,,,,,,,,,
169,PT10M23.00S,2025-10-29T00:36:47.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201942,67.62483574244416,66.17647058823529,1610612758,26,34,2025-10-29T00:36:54Z,1690000,False,81.0,252.0,1,right,MISS D. DeRozan 26' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,26.45,Missed,,,,,,,,,,,,,,,,,,
170,PT10M19.00S,2025-10-29T00:36:51.8Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,26,34,2025-10-29T00:36:54Z,1700000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,,,
171,PT10M16.00S,2025-10-29T00:36:57.5Z,2,REGULAR,foul,personal,[],201566,,,1610612760,26,34,2025-10-29T00:37:03Z,1710000,False,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1628983]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1628951.0,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,
173,PT10M08.00S,2025-10-29T00:37:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,5.469776609724048,59.55882352941176,1610612760,26,34,2025-10-29T00:37:34Z,1730000,False,-48.0,-1.0,1,left,MISS C. Wallace driving Layup,[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,,,,,,,,,,,,,,,,,,
174,PT10M07.00S,2025-10-29T00:37:28.9Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612760,26,34,2025-10-29T00:37:28Z,1740000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:5),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,173.0,6.0,5.0,1.0,,,,,,,,,,,,,,
175,PT10M05.00S,2025-10-29T00:37:30.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642964,10.5946123521682,48.77450980392157,1610612760,28,34,2025-10-29T00:37:36Z,1750000,False,6.0,47.0,1,left,B. Barnhizer floating Jump Shot (2 PTS) (I. Hartenstein 1 AST),"[1642964, 1628392]",1610612760.0,OKC,floating,,,Barnhizer,B. Barnhizer,,,,,In The Paint (Non-RA),0-8 Center,4.75,Made,,,,,2.0,,,,,I. Hartenstein,1628392.0,1.0,,,,,,
177,PT09M50.00S,2025-10-29T00:37:45.4Z,2,REGULAR,foul,personal,['2freethrow'],1642959,,,1610612758,28,34,2025-10-29T00:37:59Z,1770000,False,,,0,,C. Youngblood shooting personal FOUL (1 PF) (Monk 2 FT),"[1642959, 1628370]",1610612760.0,OKC,shooting,,,Youngblood,C. Youngblood,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628951.0,,,,1.0,0.0,Monk,1628370.0,,
179,PT09M50.00S,2025-10-29T00:38:08.6Z,2,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,28,35,2025-10-29T00:38:08Z,1790000,False,,,0,,M. Monk Free Throw 1 of 2 (3 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
180,PT09M50.00S,2025-10-29T00:38:23.7Z,2,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,28,36,2025-10-29T00:38:23Z,1800000,False,,,0,,M. Monk Free Throw 2 of 2 (4 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
181,PT09M33.00S,2025-10-29T00:38:41.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,19.267411300919843,49.50980392156863,1610612760,30,36,2025-10-29T00:38:46Z,1810000,False,2.0,129.0,1,left,S. Gilgeous-Alexander 12' Jump Shot (8 PTS) (C. Youngblood 1 AST),"[1628983, 1642959]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.86,Made,,,,,8.0,,,,,C. Youngblood,1642959.0,1.0,,,,,,
183,PT09M26.00S,2025-10-29T00:38:54.1Z,2,REGULAR,foul,personal,[],1642959,,,1610612758,30,36,2025-10-29T00:38:59Z,1830000,False,,,0,,C. Youngblood personal FOUL (2 PF),"[1642959, 1628370]",1610612760.0,OKC,,,,Youngblood,C. Youngblood,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1627539.0,,,,2.0,0.0,Monk,1628370.0,,
185,PT09M26.00S,2025-10-29T00:39:01.0Z,2,REGULAR,substitution,out,[],1642959,,,1610612758,30,36,2025-10-29T00:39:07Z,1850000,False,,,0,,SUB out: C. Youngblood,[1642959],1610612760.0,OKC,,,,Youngblood,C. Youngblood,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M26.00S,2025-10-29T00:39:01.0Z,2,REGULAR,substitution,in,[],1627936,,,1610612758,30,36,2025-10-29T00:39:07Z,1860000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M22.00S,2025-10-29T00:39:20.7Z,2,REGULAR,turnover,lost ball,[],1629234,,,1610612758,30,36,2025-10-29T00:39:25Z,1870000,False,,,0,,D. Eubanks lost ball TURNOVER (1 TO),"[1629234, 1641717]",1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Wallace,1641717.0,,,,,,,,,,
188,PT09M22.00S,2025-10-29T00:39:20.7Z,2,REGULAR,steal,,[],1641717,,,1610612760,30,36,2025-10-29T00:39:22Z,1880000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
189,PT09M18.00S,2025-10-29T00:39:24.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,6.652431011826544,50.245098039215684,1610612760,32,36,2025-10-29T00:39:58Z,1890000,False,-1.0,10.0,1,left,S. Gilgeous-Alexander running DUNK (10 PTS) (C. Wallace 1 AST),"[1628983, 1641717]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,10.0,,,,,C. Wallace,1641717.0,1.0,,,,,,
191,PT09M03.00S,2025-10-29T00:39:39.0Z,2,REGULAR,2pt,Jump Shot,[],201566,72.48685939553219,49.754901960784316,1610612758,32,36,2025-10-29T00:39:42Z,1910000,False,-1.0,206.0,1,right,MISS R. Westbrook 20' pullup Shot,[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Center,20.61,Missed,,,,,,,,,,,,,,,,,,
192,PT09M00.00S,2025-10-29T00:39:42.0Z,2,REGULAR,rebound,offensive,[],1642269,,,1610612758,32,36,2025-10-29T00:39:42Z,1920000,False,,,0,,D. Carter REBOUND (Off:1 Def:0),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Mid-Range,16-24 Center,,,191.0,1.0,0.0,1.0,,,,,,,,,,,,,,
193,PT09M00.00S,2025-10-29T00:39:43.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642269,92.9862023653088,48.03921568627451,1610612758,32,38,2025-10-29T00:39:47Z,1930000,False,-10.0,13.0,1,right,D. Carter putback DUNK (2 PTS),[1642269],1610612758.0,SAC,putback,,,Carter,D. Carter,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,2.0,,,,,,,,,,,,,
194,PT08M45.00S,2025-10-29T00:39:57.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642964,6.1268068331143235,49.01960784313725,1610612760,32,38,2025-10-29T00:40:01Z,1940000,False,5.0,5.0,1,left,MISS B. Barnhizer cutting DUNK - blocked,"[1642964, 1629234]",1610612760.0,OKC,cutting,,,Barnhizer,B. Barnhizer,,,,,Restricted Area,0-8 Center,0.71,Missed,,,,,,,,,,,,,,,,,Eubanks,1629234.0
195,PT08M45.00S,2025-10-29T00:39:57.4Z,2,REGULAR,block,,[],1629234,,,1610612760,32,38,2025-10-29T00:39:59Z,1950000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
196,PT08M43.00S,2025-10-29T00:39:59.4Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612758,32,38,2025-10-29T00:40:01Z,1960000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:2),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,194.0,3.0,2.0,1.0,,,,,,,,,,,,,,
197,PT08M28.00S,2025-10-29T00:40:14.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.9862023653088,47.794117647058826,1610612758,32,40,2025-10-29T00:40:17Z,1970000,False,-11.0,13.0,1,right,R. Westbrook Layup (11 PTS) (M. Monk 3 AST),"[201566, 1628370]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,11.0,,,,,M. Monk,1628370.0,3.0,,,,,,
199,PT08M09.00S,2025-10-29T00:40:33.5Z,2,REGULAR,3pt,Jump Shot,[],1641717,29.6484888304862,68.62745098039215,1610612760,32,40,2025-10-29T00:40:38Z,1990000,False,-93.0,226.0,1,left,MISS C. Wallace 24' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,,
200,PT08M06.00S,2025-10-29T00:40:36.5Z,2,REGULAR,rebound,defensive,[],201942,,,1610612758,32,40,2025-10-29T00:40:38Z,2000000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,199.0,1.0,1.0,0.0,,,,,,,,,,,,,,
201,PT07M44.00S,2025-10-29T00:40:59.3Z,2,REGULAR,foul,personal,['2freethrow'],1642964,,,1610612758,32,40,2025-10-29T00:41:10Z,2010000,False,,,0,,B. Barnhizer shooting personal FOUL (1 PF) (Carter 2 FT),"[1642964, 1642269]",1610612760.0,OKC,shooting,,,Barnhizer,B. Barnhizer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1148.0,,,,1.0,0.0,Carter,1642269.0,,
203,PT07M44.00S,2025-10-29T00:41:33.9Z,2,REGULAR,freethrow,1 of 2,[],1642269,,,1610612758,32,41,2025-10-29T00:41:33Z,2030000,False,,,0,,D. Carter Free Throw 1 of 2 (3 PTS),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
204,PT07M44.00S,2025-10-29T00:41:37.3Z,2,REGULAR,substitution,out,[],1628983,,,1610612758,32,41,2025-10-29T00:41:58Z,2040000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M44.00S,2025-10-29T00:41:37.3Z,2,REGULAR,substitution,out,[],1641717,,,1610612758,32,41,2025-10-29T00:41:58Z,2050000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M44.00S,2025-10-29T00:41:37.3Z,2,REGULAR,substitution,out,[],1628392,,,1610612758,32,41,2025-10-29T00:41:58Z,2060000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M44.00S,2025-10-29T00:41:37.3Z,2,REGULAR,substitution,out,[],201942,,,1610612758,32,41,2025-10-29T00:41:58Z,2070000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M44.00S,2025-10-29T00:41:37.3Z,2,REGULAR,substitution,out,[],1629234,,,1610612758,32,41,2025-10-29T00:41:58Z,2080000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M44.00S,2025-10-29T00:41:37.3Z,2,REGULAR,substitution,in,[],1631119,,,1610612758,32,41,2025-10-29T00:41:58Z,2090000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M44.00S,2025-10-29T00:41:37.3Z,2,REGULAR,substitution,in,[],1629652,,,1610612758,32,41,2025-10-29T00:41:58Z,2100000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M44.00S,2025-10-29T00:41:37.3Z,2,REGULAR,substitution,in,[],1642349,,,1610612758,32,41,2025-10-29T00:41:58Z,2110000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M44.00S,2025-10-29T00:41:37.3Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,32,41,2025-10-29T00:41:58Z,2120000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M44.00S,2025-10-29T00:41:37.3Z,2,REGULAR,substitution,in,[],203897,,,1610612758,32,41,2025-10-29T00:41:58Z,2130000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M44.00S,2025-10-29T00:42:09.0Z,2,REGULAR,freethrow,2 of 2,[],1642269,,,1610612758,32,42,2025-10-29T00:42:09Z,2140000,False,,,0,,D. Carter Free Throw 2 of 2 (4 PTS),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
215,PT07M21.00S,2025-10-29T00:42:33.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642964,6.783837056504599,43.38235294117647,1610612760,32,42,2025-10-29T00:43:08Z,2150000,False,33.0,11.0,1,left,MISS B. Barnhizer driving Layup,[1642964],1610612760.0,OKC,driving,,,Barnhizer,B. Barnhizer,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,,,,,,,,,,
216,PT07M19.00S,2025-10-29T00:42:35.7Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,32,42,2025-10-29T00:43:08Z,2160000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,215.0,3.0,2.0,1.0,,,,,,,,,,,,,,
217,PT07M03.00S,2025-10-29T00:42:51.1Z,2,REGULAR,3pt,Jump Shot,[],201566,74.98357424441524,13.480392156862745,1610612758,32,42,2025-10-29T00:42:55Z,2170000,False,-183.0,183.0,1,right,MISS R. Westbrook 25' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
218,PT07M00.00S,2025-10-29T00:42:54.1Z,2,REGULAR,rebound,defensive,[],1642964,,,1610612760,32,42,2025-10-29T00:42:55Z,2180000,False,,,0,,B. Barnhizer REBOUND (Off:0 Def:1),[1642964],1610612760.0,OKC,,,,Barnhizer,B. Barnhizer,,,,,Above the Break 3,24+ Left Center,,,217.0,1.0,1.0,0.0,,,,,,,,,,,,,,
219,PT06M53.00S,2025-10-29T00:43:01.7Z,2,REGULAR,3pt,Jump Shot,[],1642349,32.013797634691194,51.470588235294116,1610612760,35,42,2025-10-29T00:43:05Z,2190000,False,-7.0,248.0,1,left,A. Mitchell 24' 3PT  (8 PTS) (J. Williams 1 AST),"[1642349, 1631119]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Center,24.85,Made,,,,,8.0,,,,,J. Williams,1631119.0,1.0,,,,,,
221,PT06M37.00S,2025-10-29T00:43:20.6Z,2,REGULAR,foul,offensive,[],1627734,,,1610612758,35,42,2025-10-29T00:43:28Z,2210000,False,,,0,,D. Sabonis offensive FOUL (1 PF),"[1627734, 1627936]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1628951.0,,,,1.0,0.0,Caruso,1627936.0,,
223,PT06M37.00S,2025-10-29T00:43:20.6Z,2,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,35,42,2025-10-29T00:43:20Z,2230000,False,,,0,,D. Sabonis offensive foul TURNOVER (1 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,1628951.0,,,,,,,,,
224,PT06M37.00S,2025-10-29T00:43:29.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,35,42,2025-10-29T00:43:29Z,2240000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M37.00S,2025-10-29T00:43:31.4Z,2,REGULAR,substitution,out,[],1642964,,,1610612760,35,42,2025-10-29T00:46:22Z,2250000,False,,,0,,SUB out: B. Barnhizer,[1642964],1610612760.0,OKC,,,,Barnhizer,B. Barnhizer,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M37.00S,2025-10-29T00:43:31.4Z,2,REGULAR,substitution,out,[],1642269,,,1610612760,35,42,2025-10-29T00:46:22Z,2260000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M37.00S,2025-10-29T00:43:31.4Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,35,42,2025-10-29T00:46:22Z,2270000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M37.00S,2025-10-29T00:43:31.4Z,2,REGULAR,substitution,in,[],203471,,,1610612760,35,42,2025-10-29T00:46:22Z,2280000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M26.00S,2025-10-29T00:46:35.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642349,6.783837056504599,58.82352941176471,1610612760,35,42,2025-10-29T00:46:39Z,2290000,False,-44.0,11.0,1,left,MISS A. Mitchell Layup,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,,,,,,,,,,,,,
230,PT06M24.00S,2025-10-29T00:46:37.7Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,35,42,2025-10-29T00:46:39Z,2300000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,229.0,4.0,3.0,1.0,,,,,,,,,,,,,,
231,PT06M22.00S,2025-10-29T00:46:42.7Z,2,REGULAR,foul,offensive,[],201566,,,1610612758,35,42,2025-10-29T00:46:48Z,2310000,False,,,0,,R. Westbrook charge offensive FOUL (2 PF),"[201566, 1627936]",1610612758.0,SAC,charge,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627539.0,,,,2.0,0.0,Caruso,1627936.0,,
233,PT06M22.00S,2025-10-29T00:46:42.7Z,2,REGULAR,turnover,offensive foul,[],201566,,,1610612758,35,42,2025-10-29T00:46:42Z,2330000,False,,,0,,R. Westbrook offensive foul TURNOVER (1 TO),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,1627539.0,,,,,,,,,
234,PT06M00.00S,2025-10-29T00:47:16.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629652,17.95335085413929,49.754901960784316,1610612760,37,42,2025-10-29T00:47:20Z,2340000,False,1.0,116.0,1,left,L. Dort 11' pullup Jump Shot (8 PTS) (A. Wiggins 3 AST),"[1629652, 1630598]",1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,11.63,Made,,,,,8.0,,,,,A. Wiggins,1630598.0,3.0,,,,,,
236,PT05M39.00S,2025-10-29T00:47:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,91.67214191852825,48.28431372549019,1610612758,37,42,2025-10-29T00:47:44Z,2360000,False,-9.0,26.0,1,right,MISS D. Sabonis cutting Layup,[1627734],1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
238,PT05M36.00S,2025-10-29T00:47:41.7Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,37,42,2025-10-29T00:47:44Z,2380000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,236.0,5.0,3.0,2.0,,,,,,,,,,,,,,
239,PT05M35.00S,2025-10-29T00:47:42.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,92.72339027595268,50.245098039215684,1610612758,37,44,2025-10-29T00:47:47Z,2390000,False,1.0,16.0,1,right,D. Sabonis tip Layup (6 PTS),[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,6.0,,,,,,,,,,,,,
240,PT05M27.00S,2025-10-29T00:47:49.9Z,2,REGULAR,3pt,Jump Shot,[],1627936,4.28712220762155,4.166666666666666,1610612760,37,44,2025-10-29T00:47:54Z,2400000,False,229.0,-12.0,1,left,MISS A. Caruso 3PT,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
241,PT05M26.00S,2025-10-29T00:47:50.9Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,37,44,2025-10-29T00:47:54Z,2410000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Right Corner 3,24+ Right,,,240.0,6.0,4.0,2.0,,,,,,,,,,,,,,
242,PT05M21.00S,2025-10-29T00:47:57.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628370,93.11760840998686,51.470588235294116,1610612758,37,46,2025-10-29T00:48:03Z,2420000,False,7.0,12.0,1,right,M. Monk driving Layup (6 PTS) (D. Sabonis 3 AST),"[1628370, 1627734]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,6.0,,,,,D. Sabonis,1627734.0,3.0,,,,,,
244,PT05M08.00S,2025-10-29T00:48:09.4Z,2,REGULAR,3pt,Jump Shot,[],1630598,1.921813403416557,95.83333333333334,1610612760,40,46,2025-10-29T00:48:13Z,2440000,False,-229.0,-34.0,1,left,A. Wiggins 3PT  (10 PTS) (A. Caruso 3 AST),"[1630598, 1627936]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.18,Made,,,,,10.0,,,,,A. Caruso,1627936.0,3.0,,,,,,
