actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
333,PT10M41.00S,2025-10-29T01:18:45.5Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,61,67,2025-10-29T01:19:31Z,3310000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,331.0,4.0,4.0,0.0,,,,,,,,,,,,,,
334,PT10M41.00S,2025-10-29T01:18:52.7Z,3,REGULAR,foul,personal,[],203471,,,1610612760,61,67,2025-10-29T01:19:00Z,3320000,False,,,0,,D. Schröder personal FOUL (2 PF),"[203471, 1628983]",1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627539.0,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,
338,PT10M33.00S,2025-10-29T01:19:42.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,61,67,2025-10-29T01:19:43Z,3360000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT10M33.00S,2025-10-29T01:21:15.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,92.06636005256242,60.78431372549019,1610612760,61,67,2025-10-29T01:27:09Z,3375000,False,54.0,22.0,1,right,MISS S. Gilgeous-Alexander fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
372,PT10M33.00S,2025-10-29T01:21:15.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612758,61,67,2025-10-29T01:26:12Z,3377500,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,371.0,,,,,,,,,,,,,,,,,
340,PT10M30.00S,2025-10-29T01:22:46.2Z,3,REGULAR,jumpball,recovered,[],203471,,,1610612758,61,67,2025-10-29T01:22:46Z,3380000,False,,,0,,Jump Ball D. Sabonis vs. I. Hartenstein: Tip to D. Schröder,"[203471, 1627734, 1628392]",1610612758.0,SAC,challenge,D. Schröder,203471.0,Schröder,D. Schröder,Sabonis,1627734.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
343,PT10M22.00S,2025-10-29T01:22:54.6Z,3,REGULAR,turnover,lost ball,[],1627734,,,1610612758,61,67,2025-10-29T01:22:57Z,3410000,False,,,0,,D. Sabonis lost ball TURNOVER (2 TO),"[1627734, 1628983]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,,,,,,2.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
344,PT10M22.00S,2025-10-29T01:22:54.6Z,3,REGULAR,steal,,[],1628983,,,1610612760,61,67,2025-10-29T01:22:56Z,3420000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
345,PT10M18.00S,2025-10-29T01:22:59.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,93.24901445466492,50.73529411764706,1610612760,63,67,2025-10-29T01:23:05Z,3430000,False,4.0,11.0,1,right,S. Gilgeous-Alexander running reverse Layup (18 PTS),[1628983],1610612760.0,OKC,running reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,18.0,,,,,,,,,,,,,
346,PT10M04.00S,2025-10-29T01:23:13.4Z,3,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612758,63,67,2025-10-29T01:23:23Z,3440000,False,,,0,,C. Wallace shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1641717, 201942]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628951.0,,,,2.0,0.0,DeRozan,201942.0,,
348,PT10M04.00S,2025-10-29T01:23:44.1Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,63,67,2025-10-29T01:23:44Z,3460000,False,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
349,PT10M04.00S,2025-10-29T01:23:44.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,63,67,2025-10-29T01:23:44Z,3470000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,348.0,,,,,,,,,,,,,,,,,
350,PT10M04.00S,2025-10-29T01:23:58.3Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,63,68,2025-10-29T01:23:58Z,3480000,False,,,0,,D. DeRozan Free Throw 2 of 2 (12 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
351,PT09M51.00S,2025-10-29T01:24:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.72339027595268,51.9607843137255,1610612760,63,68,2025-10-29T01:24:17Z,3490000,False,10.0,16.0,1,right,MISS S. Gilgeous-Alexander driving Layup - blocked,"[1628983, 1627734]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,Sabonis,1627734.0
352,PT09M51.00S,2025-10-29T01:24:13.0Z,3,REGULAR,block,,[],1627734,,,1610612760,63,68,2025-10-29T01:24:15Z,3500000,False,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
353,PT09M48.00S,2025-10-29T01:24:16.0Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,63,68,2025-10-29T01:24:17Z,3510000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,351.0,9.0,6.0,3.0,,,,,,,,,,,,,,
354,PT09M44.00S,2025-10-29T01:24:20.3Z,3,REGULAR,2pt,Jump Shot,[],201942,20.45006570302234,47.05882352941176,1610612758,63,70,2025-10-29T01:24:25Z,3520000,False,15.0,140.0,1,left,D. DeRozan 14' pullup Jump Shot (14 PTS) (D. Schröder 2 AST),"[201942, 203471]",1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,14.05,Made,,,,,14.0,,,,,D. Schröder,203471.0,2.0,,,,,,
356,PT09M28.00S,2025-10-29T01:24:35.7Z,3,REGULAR,3pt,Jump Shot,[],1629652,78.79434954007884,6.61764705882353,1610612760,63,70,2025-10-29T01:24:41Z,3540000,False,-217.0,147.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,,,,,,,,,,,,,,,,,
357,PT09M23.00S,2025-10-29T01:24:40.7Z,3,REGULAR,rebound,defensive,[],201566,,,1610612758,63,70,2025-10-29T01:24:41Z,3550000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,356.0,3.0,3.0,0.0,,,,,,,,,,,,,,
358,PT09M15.00S,2025-10-29T01:24:48.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.1268068331143235,48.529411764705884,1610612758,63,70,2025-10-29T01:24:53Z,3560000,False,7.0,5.0,1,left,MISS R. Westbrook driving finger roll Layup,[201566],1610612758.0,SAC,driving finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.9,Missed,,,,,,,,,,,,,,,,,,
359,PT09M12.00S,2025-10-29T01:24:51.9Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,63,70,2025-10-29T01:27:45Z,3570000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:5),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,358.0,5.0,5.0,0.0,,,,,,,,,,,,,,
360,PT09M05.00S,2025-10-29T01:24:59.0Z,3,REGULAR,3pt,Jump Shot,[],1630598,90.62089356110381,2.941176470588235,1610612760,66,70,2025-10-29T01:25:03Z,3580000,False,-235.0,36.0,1,right,A. Wiggins 3PT  (18 PTS) (C. Wallace 2 AST),"[1630598, 1641717]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.8,Made,,,,,18.0,,,,,C. Wallace,1641717.0,2.0,,,,,,
362,PT08M55.00S,2025-10-29T01:25:15.1Z,3,REGULAR,foul,offensive,[],203471,,,1610612758,66,70,2025-10-29T01:25:22Z,3600000,False,,,0,,D. Schröder charge offensive FOUL (3 PF),"[203471, 1629652]",1610612758.0,SAC,charge,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1628951.0,,,,3.0,0.0,Dort,1629652.0,,
364,PT08M55.00S,2025-10-29T01:25:15.1Z,3,REGULAR,turnover,offensive foul,[],203471,,,1610612758,66,70,2025-10-29T01:25:15Z,3620000,False,,,0,,D. Schröder offensive foul TURNOVER (2 TO),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Left Center,,,,,,,,2.0,,,1628951.0,,,,,,,,,
365,PT08M41.00S,2025-10-29T01:25:42.7Z,3,REGULAR,turnover,out-of-bounds,[],1629652,,,1610612760,66,70,2025-10-29T01:25:51Z,3630000,False,,,0,,L. Dort bad pass out-of-bounds TURNOVER (1 TO),[1629652],1610612760.0,OKC,bad pass,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,1148.0,,,,,,,,,
366,PT08M27.00S,2025-10-29T01:26:03.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203897,24.392247043363994,81.12745098039215,1610612758,66,70,2025-10-29T01:26:16Z,3640000,False,-156.0,177.0,1,left,MISS Z. LaVine 23' Jump Shot,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left Center,23.55,Missed,,,,,,,,,,,,,,,,,,
367,PT08M22.00S,2025-10-29T01:26:07.6Z,3,REGULAR,rebound,offensive,[],201566,,,1610612758,66,70,2025-10-29T01:26:07Z,3650000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:3),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,366.0,4.0,3.0,1.0,,,,,,,,,,,,,,
368,PT08M22.00S,2025-10-29T01:26:08.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201566,3.7614980289093296,48.03921568627451,1610612758,66,70,2025-10-29T01:26:18Z,3660000,False,10.0,-17.0,1,left,MISS R. Westbrook putback Layup - blocked,"[201566, 1630598]",1610612758.0,SAC,putback,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,Wiggins,1630598.0
369,PT08M22.00S,2025-10-29T01:26:08.2Z,3,REGULAR,block,,[],1630598,,,1610612758,66,70,2025-10-29T01:26:10Z,3670000,False,,,0,,A. Wiggins BLOCK (2 BLK),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
370,PT08M19.00S,2025-10-29T01:26:11.2Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,66,70,2025-10-29T01:26:18Z,3680000,False,,,0,,D. Sabonis REBOUND (Off:4 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,368.0,10.0,6.0,4.0,,,,,,,,,,,,,,
373,PT08M14.00S,2025-10-29T01:26:16.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203471,4.5499342969776615,55.392156862745104,1610612758,66,70,2025-10-29T01:29:10Z,3690000,False,-27.0,-10.0,1,left,MISS D. Schröder driving floating Shot,[203471],1610612758.0,SAC,driving floating,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,,
374,PT08M11.00S,2025-10-29T01:26:19.4Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,66,70,2025-10-29T01:29:10Z,3700000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:6),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,373.0,6.0,6.0,0.0,,,,,,,,,,,,,,
375,PT08M07.00S,2025-10-29T01:26:23.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641717,74.85216819973719,13.480392156862745,1610612760,69,70,2025-10-29T01:29:35Z,3710000,False,-183.0,184.0,1,right,C. Wallace 25' 3PT running (8 PTS) (S. Gilgeous-Alexander 3 AST),"[1641717, 1628983]",1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,25.92,Made,,,,,8.0,,,,,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,
377,PT08M06.00S,2025-10-29T01:26:27.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,69,70,2025-10-29T01:26:27Z,3730000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT08M06.00S,2025-10-29T01:27:17.0Z,3,REGULAR,substitution,out,[],201566,,,1610612758,69,70,2025-10-29T01:29:04Z,3740000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT08M06.00S,2025-10-29T01:27:17.0Z,3,REGULAR,substitution,in,[],1631165,,,1610612758,69,70,2025-10-29T01:29:04Z,3750000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M46.00S,2025-10-29T01:29:40.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.046649145860711,53.431372549019606,1610612758,69,70,2025-10-29T01:29:44Z,3760000,False,-17.0,14.0,1,left,MISS D. Sabonis Layup - blocked,"[1627734, 1630598]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,Wiggins,1630598.0
381,PT07M46.00S,2025-10-29T01:29:40.0Z,3,REGULAR,block,,[],1630598,,,1610612758,69,70,2025-10-29T01:29:42Z,3770000,False,,,0,,A. Wiggins BLOCK (3 BLK),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
382,PT07M43.00S,2025-10-29T01:29:43.0Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,69,70,2025-10-29T01:29:44Z,3780000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,380.0,3.0,1.0,2.0,,,,,,,,,,,,,,
383,PT07M34.00S,2025-10-29T01:29:51.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,86.15308804204993,40.19607843137255,1610612760,69,70,2025-10-29T01:29:57Z,3790000,False,-49.0,78.0,1,right,MISS S. Gilgeous-Alexander 9' Layup - blocked,"[1628983, 1631165]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,9.19,Missed,,,,,,,,,,,,,,,,,Ellis,1631165.0
384,PT07M34.00S,2025-10-29T01:29:51.4Z,3,REGULAR,block,,[],1631165,,,1610612760,69,70,2025-10-29T01:29:53Z,3800000,False,,,0,,K. Ellis BLOCK (1 BLK),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
385,PT07M32.00S,2025-10-29T01:29:53.4Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,69,70,2025-10-29T01:29:57Z,3810000,False,,,0,,D. Sabonis REBOUND (Off:4 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Left,,,383.0,11.0,7.0,4.0,,,,,,,,,,,,,,
386,PT07M29.00S,2025-10-29T01:29:56.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631165,5.469776609724048,47.30392156862745,1610612758,69,70,2025-10-29T01:30:02Z,3820000,False,13.0,-1.0,1,left,MISS K. Ellis Layup,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
387,PT07M27.00S,2025-10-29T01:29:58.7Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,69,70,2025-10-29T01:30:02Z,3830000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,386.0,4.0,2.0,2.0,,,,,,,,,,,,,,
388,PT07M25.00S,2025-10-29T01:30:02.4Z,3,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612760,69,70,2025-10-29T01:30:06Z,3840000,False,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Dort 2 FT),"[1627734, 1629652]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627539.0,,,,2.0,0.0,Dort,1629652.0,,
390,PT07M25.00S,2025-10-29T01:30:43.9Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,70,70,2025-10-29T01:30:43Z,3860000,False,,,0,,L. Dort Free Throw 1 of 2 (9 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
391,PT07M25.00S,2025-10-29T01:30:58.1Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,71,70,2025-10-29T01:30:58Z,3870000,False,,,0,,L. Dort Free Throw 2 of 2 (10 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
392,PT07M14.00S,2025-10-29T01:31:13.9Z,3,REGULAR,foul,personal,[],1629652,,,1610612758,71,70,2025-10-29T01:31:18Z,3880000,False,,,0,,L. Dort personal FOUL (2 PF),"[1629652, 201942]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1627539.0,,,,2.0,0.0,DeRozan,201942.0,,
394,PT07M02.00S,2025-10-29T01:31:45.5Z,3,REGULAR,3pt,Jump Shot,[],1631165,32.276609724047304,37.5,1610612758,71,73,2025-10-29T01:31:50Z,3900000,False,62.0,251.0,1,left,K. Ellis 25' 3PT  (12 PTS) (D. Schröder 3 AST),"[1631165, 203471]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Center,25.86,Made,,,,,12.0,,,,,D. Schröder,203471.0,3.0,,,,,,
396,PT06M47.00S,2025-10-29T01:32:00.4Z,3,REGULAR,turnover,lost ball,[],1630598,,,1610612760,71,73,2025-10-29T01:32:03Z,3920000,False,,,0,,A. Wiggins lost ball TURNOVER (2 TO),"[1630598, 1631165]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,Ellis,1631165.0,,,,,,,,,,
397,PT06M47.00S,2025-10-29T01:32:00.4Z,3,REGULAR,steal,,[],1631165,,,1610612758,71,73,2025-10-29T01:32:01Z,3930000,False,,,0,,K. Ellis STEAL (2 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
398,PT06M35.00S,2025-10-29T01:32:12.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203897,4.418528252299605,58.333333333333336,1610612758,71,73,2025-10-29T02:20:50Z,3940000,False,-42.0,-11.0,1,left,MISS Z. LaVine driving Hook,[203897],1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,,
400,PT06M32.00S,2025-10-29T01:32:15.5Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,71,73,2025-10-29T01:32:18Z,3960000,False,,,0,,D. Sabonis REBOUND (Off:5 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,398.0,12.0,7.0,5.0,,,,,,,,,,,,,,
401,PT06M31.00S,2025-10-29T01:32:15.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627734,5.075558475689881,49.754901960784316,1610612758,71,75,2025-10-29T01:32:22Z,3970000,False,1.0,-5.0,1,left,D. Sabonis putback Layup (8 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,8.0,,,,,,,,,,,,,
402,PT06M20.00S,2025-10-29T01:32:27.4Z,3,REGULAR,2pt,Jump Shot,[],1628983,87.59855453350855,66.91176470588235,1610612760,71,75,2025-10-29T01:32:32Z,3980000,False,85.0,64.0,1,right,MISS S. Gilgeous-Alexander 10' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,10.61,Missed,,,,,,,,,,,,,,,,,,
403,PT06M17.00S,2025-10-29T01:32:30.4Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,71,75,2025-10-29T01:32:32Z,3990000,False,,,0,,D. Sabonis REBOUND (Off:5 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,402.0,13.0,8.0,5.0,,,,,,,,,,,,,,
404,PT06M08.00S,2025-10-29T01:32:40.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,6.258212877792378,47.30392156862745,1610612758,71,75,2025-10-29T01:32:45Z,4000000,False,13.0,6.0,1,left,MISS Z. LaVine cutting Layup,[203897],1610612758.0,SAC,cutting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
405,PT06M06.00S,2025-10-29T01:32:42.0Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,71,75,2025-10-29T01:32:45Z,4010000,False,,,0,,L. Dort REBOUND (Off:1 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,404.0,2.0,1.0,1.0,,,,,,,,,,,,,,
406,PT05M54.00S,2025-10-29T01:32:53.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641717,92.19776609724047,49.26470588235294,1610612760,71,75,2025-10-29T01:32:57Z,4020000,False,-4.0,21.0,1,right,MISS C. Wallace driving DUNK,[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
407,PT05M51.00S,2025-10-29T01:32:56.6Z,3,REGULAR,rebound,defensive,[],1631165,,,1610612758,71,75,2025-10-29T01:32:57Z,4030000,False,,,0,,K. Ellis REBOUND (Off:0 Def:2),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,406.0,2.0,2.0,0.0,,,,,,,,,,,,,,
408,PT05M51.00S,2025-10-29T01:33:01.1Z,3,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612758,71,75,2025-10-29T01:33:05Z,4040000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (LaVine 2 FT),"[1628983, 203897]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628951.0,,,,2.0,0.0,LaVine,203897.0,,
410,PT05M51.00S,2025-10-29T01:33:35.4Z,3,REGULAR,freethrow,1 of 2,[],203897,,,1610612758,71,76,2025-10-29T01:33:35Z,4060000,False,,,0,,Z. LaVine Free Throw 1 of 2 (15 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
411,PT05M51.00S,2025-10-29T01:33:37.6Z,3,REGULAR,substitution,out,[],1629652,,,1610612758,71,76,2025-10-29T01:33:43Z,4070000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M51.00S,2025-10-29T01:33:37.6Z,3,REGULAR,substitution,out,[],201942,,,1610612758,71,76,2025-10-29T01:33:43Z,4080000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M51.00S,2025-10-29T01:33:37.6Z,3,REGULAR,substitution,in,[],1642349,,,1610612758,71,76,2025-10-29T01:33:43Z,4090000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M51.00S,2025-10-29T01:33:37.6Z,3,REGULAR,substitution,in,[],1628370,,,1610612758,71,76,2025-10-29T01:33:43Z,4100000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M51.00S,2025-10-29T01:34:02.5Z,3,REGULAR,freethrow,2 of 2,[],203897,,,1610612758,71,77,2025-10-29T01:34:02Z,4110000,False,,,0,,Z. LaVine Free Throw 2 of 2 (16 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
