actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
17,PT11M07.00S,2026-02-08T03:16:14.1Z,1,REGULAR,rebound,defensive,[],1631321,,,1610612757,0,0,2026-02-08T03:16:15Z,170000,False,,,0,,S. Cissoko REBOUND (Off:0 Def:1),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M56.00S,2026-02-08T03:16:24.9Z,1,REGULAR,3pt,Jump Shot,[],1641739,77.08607095926413,9.313725490196079,1610612757,0,0,2026-02-08T03:16:29Z,180000,False,-203.0,163.0,1,right,MISS T. Camara 26' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,26.06,Missed,,,,,,,,,,,,,,,,,,
19,PT10M52.00S,2026-02-08T03:16:28.9Z,1,REGULAR,rebound,defensive,[],203484,,,1610612763,0,0,2026-02-08T03:16:29Z,190000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M38.00S,2026-02-08T03:16:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,10.33180026281209,48.28431372549019,1610612763,0,0,2026-02-08T03:16:48Z,200000,False,9.0,45.0,1,left,MISS G. Jackson driving Layup,[1641713],1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,,
21,PT10M36.00S,2026-02-08T03:16:44.9Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,0,0,2026-02-08T03:16:48Z,210000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M27.00S,2026-02-08T03:16:54.0Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612757,0,0,2026-02-08T03:16:58Z,220000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1642942]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,Mashack,1642942.0,,,,,,,,,
23,PT10M27.00S,2026-02-08T03:16:54.0Z,1,REGULAR,steal,,[],1642942,,,1610612763,0,0,2026-02-08T03:16:56Z,230000,False,,,0,,J. Mashack STEAL (1 STL),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
24,PT10M13.00S,2026-02-08T03:17:07.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203484,26.757555847568987,54.41176470588235,1610612763,0,0,2026-02-08T03:17:11Z,240000,False,-22.0,199.0,1,left,MISS K. Caldwell-Pope 20' pullup Shot,[203484],1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,20.02,Missed,,,,,,,,,,,,,,,,,,
25,PT10M10.00S,2026-02-08T03:17:10.5Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,0,0,2026-02-08T03:17:11Z,250000,False,,,0,,D. Clingan REBOUND (Off:0 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Center,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT10M02.00S,2026-02-08T03:17:19.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201950,91.40932982917214,58.333333333333336,1610612757,2,0,2026-02-08T03:17:23Z,260000,False,42.0,28.0,1,right,J. Holiday driving bank Hook (2 PTS),[201950],1610612757.0,POR,driving bank,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.04,Made,,,,,,,,,,2.0,,,,,,,,
27,PT09M47.00S,2026-02-08T03:17:33.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,15.325229960578188,46.568627450980394,1610612763,2,0,2026-02-08T03:17:37Z,270000,False,17.0,92.0,1,left,MISS K. Anderson 9' driving Hook,[203937],1610612763.0,MEM,driving,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,9.32,Missed,,,,,,,,,,,,,,,,,,
28,PT09M45.00S,2026-02-08T03:17:35.7Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,2,0,2026-02-08T03:17:37Z,280000,False,,,0,,D. Clingan REBOUND (Off:0 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,27.0,3.0,3.0,0.0,,,,,,,,,,,,,,
29,PT09M37.00S,2026-02-08T03:17:44.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,92.19776609724047,46.07843137254902,1610612757,4,0,2026-02-08T03:18:03Z,290000,False,-20.0,21.0,1,right,J. Grant driving reverse Layup (2 PTS),[203924],1610612757.0,POR,driving reverse,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,,,,2.0,,,,,,,,
30,PT09M25.00S,2026-02-08T03:18:00.4Z,1,REGULAR,turnover,8-second-violation,['team'],0,,,1610612763,4,0,2026-02-08T03:18:09Z,300000,False,,,0,,MEM 8-second-violation Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,203592.0,,,,,,,
31,PT09M16.00S,2026-02-08T03:18:27.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203924,80.6340341655716,92.40196078431373,1610612757,4,0,2026-02-08T03:18:32Z,310000,False,212.0,130.0,1,right,MISS J. Grant 24' pullup 3PT,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,24.84,Missed,,,,,,,,,,,,,,,,,,
32,PT09M14.00S,2026-02-08T03:18:29.4Z,1,REGULAR,rebound,defensive,[],203484,,,1610612763,4,0,2026-02-08T03:18:32Z,320000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT09M11.00S,2026-02-08T03:18:32.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203484,7.30946123521682,53.18627450980392,1610612763,4,2,2026-02-08T03:18:39Z,330000,False,-16.0,16.0,1,left,K. Caldwell-Pope running Layup (2 PTS),[203484],1610612763.0,MEM,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,,,,2.0,,,,,,,,
34,PT09M00.00S,2026-02-08T03:18:47.0Z,1,REGULAR,foul,personal,['2freethrow'],203484,,,1610612757,4,2,2026-02-08T03:19:01Z,340000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Grant 2 FT),"[203484, 203924]",1610612763.0,MEM,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,1.0,0.0,Grant,203924.0,,,
36,PT09M00.00S,2026-02-08T03:19:13.3Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,5,2,2026-02-08T03:19:13Z,360000,False,,,0,,J. Grant Free Throw 1 of 2 (3 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
37,PT09M00.00S,2026-02-08T03:19:32.7Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,6,2,2026-02-08T03:19:32Z,370000,False,,,0,,J. Grant Free Throw 2 of 2 (4 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
38,PT08M45.00S,2026-02-08T03:19:53.1Z,1,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612763,6,2,2026-02-08T03:20:19Z,380000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Jerome 2 FT),"[1642270, 1629660]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,1.0,0.0,Jerome,1629660.0,,,
40,PT08M45.00S,2026-02-08T03:20:23.0Z,1,REGULAR,freethrow,1 of 2,[],1629660,,,1610612763,6,3,2026-02-08T03:20:23Z,400000,False,,,0,,T. Jerome Free Throw 1 of 2 (1 PTS),[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
41,PT08M45.00S,2026-02-08T03:20:35.4Z,1,REGULAR,freethrow,2 of 2,[],1629660,,,1610612763,6,4,2026-02-08T03:20:35Z,410000,False,,,0,,T. Jerome Free Throw 2 of 2 (2 PTS),[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
42,PT08M33.00S,2026-02-08T03:20:49.2Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612757,6,4,2026-02-08T03:22:17Z,420000,False,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 1642942]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Mashack,1642942.0,,,,,,,,,
43,PT08M33.00S,2026-02-08T03:20:49.2Z,1,REGULAR,steal,,[],1642942,,,1610612763,6,4,2026-02-08T03:20:52Z,430000,False,,,0,,J. Mashack STEAL (2 STL),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M30.00S,2026-02-08T03:20:55.9Z,1,REGULAR,foul,personal,[],201950,,,1610612763,6,4,2026-02-08T03:21:07Z,440000,False,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 1641713]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,203592.0,1.0,0.0,Jackson,1641713.0,,,
46,PT08M24.00S,2026-02-08T03:21:23.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203484,20.97568988173456,34.31372549019608,1610612763,6,6,2026-02-08T03:21:28Z,460000,False,78.0,145.0,1,left,K. Caldwell-Pope 16' pullup Jump Shot (4 PTS) (K. Anderson 1 AST),"[203484, 203937]",1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,16.46,Made,,,,,,,,,,4.0,,,,,,K. Anderson,203937.0,1.0
48,PT08M08.00S,2026-02-08T03:21:40.1Z,1,REGULAR,turnover,lost ball,[],1631321,,,1610612757,6,6,2026-02-08T03:21:44Z,480000,False,,,0,,S. Cissoko lost ball TURNOVER (1 TO),"[1631321, 203937]",1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,Anderson,203937.0,,,,,,,,,
49,PT08M08.00S,2026-02-08T03:21:40.1Z,1,REGULAR,steal,,[],203937,,,1610612763,6,6,2026-02-08T03:21:42Z,490000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
50,PT08M05.00S,2026-02-08T03:21:45.6Z,1,REGULAR,turnover,out-of-bounds,[],203484,,,1610612763,6,6,2026-02-08T03:21:54Z,500000,False,,,0,,K. Caldwell-Pope lost ball out-of-bounds TURNOVER (1 TO),[203484],1610612763.0,MEM,lost ball,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,201639.0,,,,,,,
51,PT07M52.00S,2026-02-08T03:22:13.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201950,92.9862023653088,49.754901960784316,1610612757,8,6,2026-02-08T03:24:11Z,510000,False,-1.0,13.0,1,right,J. Holiday driving reverse Layup (4 PTS),[201950],1610612757.0,POR,driving reverse,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,,,4.0,,,,,,,,
52,PT07M35.00S,2026-02-08T03:22:30.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,16.376478318002626,38.23529411764706,1610612763,8,8,2026-02-08T03:22:33Z,520000,False,59.0,101.0,1,left,T. Jerome 11' driving floating bank Jump Shot (4 PTS),[1629660],1610612763.0,MEM,driving floating bank,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,11.72,Made,,,,,,,,,,4.0,,,,,,,,
53,PT07M24.00S,2026-02-08T03:22:41.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641739,85.75886990801577,56.61764705882353,1610612757,8,8,2026-02-08T03:22:53Z,530000,False,33.0,81.0,1,right,MISS T. Camara 8' driving Hook,[1641739],1610612757.0,POR,driving,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,8.79,Missed,,,,,,,,,,,,,,,,,,
54,PT07M21.00S,2026-02-08T03:22:44.4Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,8,8,2026-02-08T03:22:44Z,540000,False,,,0,,T. Camara REBOUND (Off:2 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,53.0,2.0,0.0,2.0,,,,,,,,,,,,,,
55,PT07M16.00S,2026-02-08T03:22:48.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631321,91.40932982917214,51.71568627450981,1610612757,8,8,2026-02-08T03:23:00Z,550000,False,9.0,28.0,1,right,MISS S. Cissoko driving DUNK - blocked,"[1631321, 203937]",1610612757.0,POR,driving,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,Anderson,203937.0,,,,,,,,,,,,
56,PT07M16.00S,2026-02-08T03:22:48.6Z,1,REGULAR,block,,[],203937,,,1610612757,8,8,2026-02-08T03:22:51Z,560000,False,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M16.00S,2026-02-08T03:22:48.6Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,8,8,2026-02-08T03:23:00Z,570000,False,,,0,,D. Clingan REBOUND (Off:1 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,55.0,4.0,3.0,1.0,,,,,,,,,,,,,,
58,PT07M10.00S,2026-02-08T03:22:54.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,94.40999984741211,50.0,1610612757,10,8,2026-02-08T03:22:54Z,580000,False,0.0,0.0,1,right,D. Clingan putback Layup (2 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,2.0,,,,,,,,
59,PT07M01.00S,2026-02-08T03:23:04.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642942,16.245072273324574,59.80392156862745,1610612763,10,8,2026-02-08T03:25:29Z,590000,False,-49.0,100.0,1,left,MISS J. Mashack 11' pullup Shot,[1642942],1610612763.0,MEM,pullup,,,Mashack,J. Mashack,,,,,In The Paint (Non-RA),8-16 Center,11.15,Missed,,,,,,,,,,,,,,,,,,
60,PT06M58.00S,2026-02-08T03:23:07.0Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,10,8,2026-02-08T03:23:07Z,600000,False,,,0,,D. Clingan REBOUND (Off:1 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,59.0,5.0,4.0,1.0,,,,,,,,,,,,,,
61,PT06M50.00S,2026-02-08T03:23:14.8Z,1,REGULAR,3pt,Jump Shot,[],203924,74.19513797634691,12.5,1610612757,13,8,2026-02-08T03:23:20Z,610000,False,-188.0,190.0,1,right,J. Grant 26' 3PT  (7 PTS) (J. Holiday 1 AST),"[203924, 201950]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,26.7,Made,,,,,,,,,,7.0,,,,,,J. Holiday,201950.0,1.0
63,PT06M48.00S,2026-02-08T03:23:25.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,13,8,2026-02-08T03:23:25Z,630000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M48.00S,2026-02-08T03:25:57.8Z,1,REGULAR,substitution,out,[],1641739,,,1610612763,13,8,2026-02-08T03:26:28Z,640000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M48.00S,2026-02-08T03:25:57.8Z,1,REGULAR,substitution,out,[],203937,,,1610612763,13,8,2026-02-08T03:26:28Z,650000,False,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M48.00S,2026-02-08T03:25:57.8Z,1,REGULAR,substitution,out,[],203484,,,1610612763,13,8,2026-02-08T03:26:28Z,660000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M48.00S,2026-02-08T03:25:57.8Z,1,REGULAR,substitution,out,[],1641713,,,1610612763,13,8,2026-02-08T03:26:28Z,670000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M48.00S,2026-02-08T03:25:57.8Z,1,REGULAR,substitution,out,[],1629660,,,1610612763,13,8,2026-02-08T03:26:28Z,680000,False,,,0,,SUB out: T. Jerome,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M48.00S,2026-02-08T03:25:57.8Z,1,REGULAR,substitution,in,[],1631126,,,1610612763,13,8,2026-02-08T03:26:28Z,690000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M48.00S,2026-02-08T03:25:57.8Z,1,REGULAR,substitution,in,[],1642383,,,1610612763,13,8,2026-02-08T03:26:28Z,700000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M48.00S,2026-02-08T03:25:57.8Z,1,REGULAR,substitution,in,[],1641707,,,1610612763,13,8,2026-02-08T03:26:28Z,710000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M48.00S,2026-02-08T03:25:57.8Z,1,REGULAR,substitution,in,[],1641765,,,1610612763,13,8,2026-02-08T03:26:28Z,720000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M48.00S,2026-02-08T03:25:57.8Z,1,REGULAR,substitution,in,[],1642914,,,1610612763,13,8,2026-02-08T03:26:28Z,730000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M35.00S,2026-02-08T03:26:44.1Z,1,REGULAR,2pt,Jump Shot,[],1641765,22.026938239159,36.029411764705884,1610612763,13,8,2026-02-08T03:26:49Z,740000,False,70.0,155.0,1,left,MISS O. Prosper 16' pullup Shot,[1641765],1610612763.0,MEM,pullup,,,Prosper,O. Prosper,,,,,Mid-Range,16-24 Right Center,16.97,Missed,,,,,,,,,,,,,,,,,,
75,PT06M31.00S,2026-02-08T03:26:48.1Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,13,8,2026-02-08T03:26:49Z,750000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT06M21.00S,2026-02-08T03:26:57.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,94.43166885676742,41.66666666666667,1610612757,13,8,2026-02-08T03:27:04Z,760000,False,-42.0,0.0,1,right,MISS J. Holiday driving floating Shot,[201950],1610612757.0,POR,driving floating,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,4.17,Missed,,,,,,,,,,,,,,,,,,
77,PT06M19.00S,2026-02-08T03:26:59.9Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612763,13,8,2026-02-08T03:27:04Z,770000,False,,,0,,O. Prosper REBOUND (Off:0 Def:1),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT06M11.00S,2026-02-08T03:27:08.5Z,1,REGULAR,3pt,Jump Shot,[],1642383,33.98488830486202,53.92156862745098,1610612763,13,8,2026-02-08T03:27:13Z,780000,False,-20.0,267.0,1,left,MISS W. Clayton Jr. 26' pullup 3PT,[1642383],1610612763.0,MEM,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,26.77,Missed,,,,,,,,,,,,,,,,,,
79,PT06M07.00S,2026-02-08T03:27:12.5Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,13,8,2026-02-08T03:27:13Z,790000,False,,,0,,D. Clingan REBOUND (Off:1 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,78.0,6.0,5.0,1.0,,,,,,,,,,,,,,
