actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
268,PT07M10.00S,2025-12-28T23:54:33.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642864,5.995400788436268,48.28431372549019,1610612738,41,39,2025-12-29T01:04:46Z,2600000,False,9.0,4.0,1,left,H. González driving DUNK (6 PTS),[1642864],1610612738.0,BOS,driving,,,González,H. González,,,,,Restricted Area,0-8 Center,,,0.94,Made,6.0,,,,,,,,,,,,,,,
269,PT07M09.00S,2025-12-28T23:54:40.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,41,39,2025-12-28T23:54:40Z,2610000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M55.00S,2025-12-28T23:57:47.5Z,2,REGULAR,2pt,Jump Shot,[],1631101,89.56964520367937,21.323529411764707,1610612757,41,39,2025-12-28T23:57:52Z,2620000,False,-143.0,46.0,1,right,MISS S. Sharpe 15' turnaround fadeaway Shot,[1631101],1610612757.0,POR,turnaround fadeaway,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,,,15.04,Missed,,,,,,,,,,,,,,,,
271,PT06M54.00S,2025-12-28T23:57:49.3Z,2,REGULAR,rebound,defensive,[],1629674,,,1610612738,41,39,2025-12-28T23:57:49Z,2630000,False,,,0,,N. Queta REBOUND (Off:0 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,8-16 Left,,,,,,,,,,,270.0,3.0,3.0,0.0,,,,,,
272,PT06M50.00S,2025-12-28T23:57:52.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,27.020367936925098,80.63725490196079,1610612738,41,39,2025-12-28T23:58:07Z,2640000,False,-153.0,201.0,1,left,MISS J. Brown 25' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,25.31,Missed,,,,,,,,,,,,,,,,
273,PT06M50.00S,2025-12-28T23:57:52.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,41,39,2025-12-28T23:58:07Z,2650000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,272.0,,,,,,,,,
274,PT06M50.00S,2025-12-28T23:58:06.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641739,,,1610612738,41,39,2025-12-28T23:58:16Z,2660000,False,,,0,,T. Camara loose ball personal FOUL (1 PF) (González 2 FT),"[1641739, 1642864]",1610612757.0,POR,loose ball,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,,,,,,,,,,,,,,1.0,0.0,González,1642864.0,,
276,PT06M50.00S,2025-12-28T23:58:31.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1642864,,,1610612738,41,40,2025-12-28T23:58:31Z,2680000,False,,,0,,H. González Free Throw 1 of 2 (7 PTS),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
277,PT06M50.00S,2025-12-28T23:58:32.2Z,2,REGULAR,substitution,out,[],1631101,,,1610612738,41,40,2025-12-28T23:58:37Z,2690000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M50.00S,2025-12-28T23:58:32.2Z,2,REGULAR,substitution,in,[],1630166,,,1610612738,41,40,2025-12-28T23:58:37Z,2700000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M50.00S,2025-12-28T23:58:52.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1642864,,,1610612738,41,41,2025-12-28T23:58:52Z,2710000,False,,,0,,H. González Free Throw 2 of 2 (8 PTS),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
280,PT06M34.00S,2025-12-28T23:59:12.0Z,2,REGULAR,3pt,Jump Shot,[],1641739,89.83245729303549,3.1862745098039214,1610612757,41,41,2025-12-28T23:59:15Z,2720000,False,-234.0,43.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,23.8,Missed,,,,,,,,,,,,,,,,
281,PT06M31.00S,2025-12-28T23:59:15.0Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,41,41,2025-12-28T23:59:15Z,2730000,False,,,0,,D. Clingan REBOUND (Off:4 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Left Corner 3,24+ Left,,,,,,,,,,,280.0,9.0,5.0,4.0,,,,,,
282,PT06M24.00S,2025-12-28T23:59:21.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,93.77463863337714,50.0,1610612757,43,41,2025-12-28T23:59:24Z,2740000,False,0.0,6.0,1,right,D. Avdija driving Layup (10 PTS),[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,0.6,Made,10.0,,,,,,,,,,,,,,,
283,PT06M05.00S,2025-12-28T23:59:39.2Z,2,REGULAR,3pt,Jump Shot,[],1628401,37.27003942181341,21.813725490196077,1610612738,43,44,2025-12-28T23:59:44Z,2750000,False,141.0,298.0,1,left,D. White 32' 3PT  (5 PTS) (P. Pritchard 3 AST),"[1628401, 1630202]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,32.95,Made,5.0,,,P. Pritchard,1630202.0,3.0,,,,,,,,,,
285,PT05M53.00S,2025-12-28T23:59:51.4Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612757,43,44,2025-12-28T23:59:55Z,2770000,False,,,0,,D. Avdija bad pass TURNOVER (3 TO),"[1630166, 1628401]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,3.0,,,,White,1628401.0,,,,,,,,,,,,,
286,PT05M53.00S,2025-12-28T23:59:51.4Z,2,REGULAR,steal,,[],1628401,,,1610612738,43,44,2025-12-28T23:59:52Z,2780000,False,,,0,,D. White STEAL (2 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
287,PT05M47.00S,2025-12-28T23:59:58.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642864,11.645860709592641,94.85294117647058,1610612738,43,44,2025-12-29T00:00:06Z,2790000,False,-224.0,57.0,1,left,MISS H. González running 3PT,[1642864],1610612738.0,BOS,running,,,González,H. González,,,,,Left Corner 3,24+ Left,,,23.14,Missed,,,,,,,,,,,,,,,,
288,PT05M44.00S,2025-12-29T00:00:00.8Z,2,REGULAR,rebound,offensive,[],1629674,,,1610612738,43,44,2025-12-29T00:00:00Z,2800000,False,,,0,,N. Queta REBOUND (Off:1 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Left Corner 3,24+ Left,,,,,,,,,,,287.0,4.0,3.0,1.0,,,,,,
289,PT05M42.00S,2025-12-29T00:00:03.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629674,6.652431011826544,47.05882352941176,1610612738,43,44,2025-12-29T00:00:29Z,2810000,False,15.0,10.0,1,left,MISS N. Queta reverse Layup,[1629674],1610612738.0,BOS,reverse,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,1.78,Missed,,,,,,,,,,,,,,,,
291,PT05M41.00S,2025-12-29T00:00:04.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,43,44,2025-12-29T00:00:09Z,2830000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,289.0,,,,,,,,,
293,PT05M34.00S,2025-12-29T00:00:31.4Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627759,24.78646517739816,63.48039215686274,1610612738,43,46,2025-12-29T00:00:35Z,2850000,False,-67.0,180.0,1,left,J. Brown 19' pullup Jump Shot (15 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,19.27,Made,15.0,,,,,,,,,,,,,,,
294,PT05M15.00S,2025-12-29T00:00:50.1Z,2,REGULAR,3pt,Jump Shot,[],1631321,93.64323258869908,3.1862745098039214,1610612757,43,46,2025-12-29T00:00:55Z,2860000,False,-234.0,7.0,1,right,MISS S. Cissoko 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Left Corner 3,24+ Left,,,23.42,Missed,,,,,,,,,,,,,,,,
295,PT05M13.00S,2025-12-29T00:00:52.1Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,43,46,2025-12-29T00:00:55Z,2870000,False,,,0,,D. Clingan REBOUND (Off:5 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Left Corner 3,24+ Left,,,,,,,,,,,294.0,10.0,5.0,5.0,,,,,,
296,PT05M08.00S,2025-12-29T00:00:56.6Z,2,REGULAR,turnover,bad pass,[],1631126,,,1610612757,43,46,2025-12-29T00:01:01Z,2880000,False,,,0,,C. Love bad pass TURNOVER (5 TO),"[1631126, 1628401]",1610612757.0,POR,,,,Love,C. Love,,,,,Mid-Range,16-24 Left Center,,5.0,,,,White,1628401.0,,,,,,,,,,,,,
297,PT05M08.00S,2025-12-29T00:00:56.6Z,2,REGULAR,steal,,[],1628401,,,1610612738,43,46,2025-12-29T00:02:33Z,2890000,False,,,0,,D. White STEAL (3 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
298,PT05M04.00S,2025-12-29T00:01:01.6Z,2,REGULAR,turnover,bad pass,[],1642864,,,1610612738,43,46,2025-12-29T00:01:05Z,2900000,False,,,0,,H. González bad pass TURNOVER (1 TO),"[1642864, 1631321]",1610612738.0,BOS,,,,González,H. González,,,,,Mid-Range,16-24 Center,,1.0,,,,Cissoko,1631321.0,,,,,,,,,,,,,
299,PT05M04.00S,2025-12-29T00:01:01.6Z,2,REGULAR,steal,,[],1631321,,,1610612757,43,46,2025-12-29T00:01:03Z,2910000,False,,,0,,S. Cissoko STEAL (1 STL),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
300,PT04M57.00S,2025-12-29T00:01:08.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630166,94.56307490144546,45.83333333333333,1610612757,45,46,2025-12-29T00:01:16Z,2920000,False,-21.0,-1.0,1,right,D. Avdija driving reverse Layup (12 PTS) (C. Love 2 AST),"[1630166, 1631126]",1610612757.0,POR,driving reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,2.08,Made,12.0,,,C. Love,1631126.0,2.0,,,,,,,,,,
302,PT04M42.00S,2025-12-29T00:01:22.4Z,2,REGULAR,2pt,Jump Shot,[],1627759,22.026938239159,34.068627450980394,1610612738,45,48,2025-12-29T00:01:25Z,2940000,False,80.0,155.0,1,left,J. Brown 17' turnaround fadeaway Jump Shot (17 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,17.39,Made,17.0,,,,,,,,,,,,,,,
303,PT04M31.00S,2025-12-29T00:01:41.1Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612757,45,48,2025-12-29T00:01:53Z,2950000,False,,,0,,D. Avdija bad pass TURNOVER (4 TO),"[1630166, 1629674]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,4.0,,,,Queta,1629674.0,,,,,,,,,,,,,
304,PT04M31.00S,2025-12-29T00:01:41.1Z,2,REGULAR,steal,,[],1629674,,,1610612738,45,48,2025-12-29T00:01:44Z,2960000,False,,,0,,N. Queta STEAL (1 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
306,PT04M31.00S,2025-12-29T00:01:48.1Z,2,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,45,48,2025-12-29T00:01:58Z,2980000,False,,,0,,D. White step out-of-bounds TURNOVER (1 TO),[1628401],1610612738.0,BOS,step,,,White,D. White,,,,,Mid-Range,16-24 Left,,1.0,,,,,,,,,,,,,,,,,,
307,PT04M31.00S,2025-12-29T00:01:51.0Z,2,REGULAR,substitution,out,[],1631126,,,1610612757,45,48,2025-12-29T00:01:56Z,2990000,False,,,0,,SUB out: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M31.00S,2025-12-29T00:01:51.0Z,2,REGULAR,substitution,in,[],1631200,,,1610612757,45,48,2025-12-29T00:01:56Z,3000000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT04M27.00S,2025-12-29T00:01:58.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631200,93.77463863337714,52.94117647058824,1610612757,45,48,2025-12-29T00:02:04Z,3010000,False,15.0,6.0,1,right,MISS K. Murray Layup - blocked,"[1631200, 1629674]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,1.59,Missed,,,,,,,,,,,,,,,Queta,1629674.0
310,PT04M27.00S,2025-12-29T00:01:58.2Z,2,REGULAR,block,,[],1629674,,,1610612757,45,48,2025-12-29T00:02:00Z,3020000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
311,PT04M25.00S,2025-12-29T00:02:00.2Z,2,REGULAR,rebound,offensive,[],1641739,,,1610612757,45,48,2025-12-29T00:02:04Z,3030000,False,,,0,,T. Camara REBOUND (Off:1 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,,,,,,309.0,2.0,1.0,1.0,,,,,,
312,PT04M24.00S,2025-12-29T00:02:01.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641739,89.56964520367937,38.23529411764706,1610612757,45,48,2025-12-29T00:02:07Z,3040000,False,-59.0,46.0,1,right,MISS T. Camara 7' putback Layup,[1641739],1610612757.0,POR,putback,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,7.43,Missed,,,,,,,,,,,,,,,,
313,PT04M22.00S,2025-12-29T00:02:03.6Z,2,REGULAR,rebound,defensive,[],1629674,,,1610612738,45,48,2025-12-29T00:02:07Z,3050000,False,,,0,,N. Queta REBOUND (Off:1 Def:4),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,312.0,5.0,4.0,1.0,,,,,,
314,PT04M12.00S,2025-12-29T00:02:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.521024967148489,46.568627450980394,1610612738,45,48,2025-12-29T00:02:18Z,3060000,False,17.0,9.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,1.93,Missed,,,,,,,,,,,,,,,,
315,PT04M10.00S,2025-12-29T00:02:15.9Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,45,48,2025-12-29T00:02:15Z,3070000,False,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,314.0,2.0,1.0,1.0,,,,,,
316,PT04M08.00S,2025-12-29T00:02:17.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,27.808804204993432,15.686274509803921,1610612738,45,51,2025-12-29T00:02:26Z,3080000,False,172.0,209.0,1,left,P. Pritchard 27' 3PT  (9 PTS) (J. Brown 1 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,27.03,Made,9.0,,,J. Brown,1627759.0,1.0,,,,,,,,,,
318,PT03M55.00S,2025-12-29T00:02:30.1Z,2,REGULAR,3pt,Jump Shot,[],1631200,90.09526938239159,2.941176470588235,1610612757,45,51,2025-12-29T00:02:35Z,3100000,False,-235.0,41.0,1,right,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,23.88,Missed,,,,,,,,,,,,,,,,
319,PT03M51.00S,2025-12-29T00:02:34.1Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,45,51,2025-12-29T00:02:35Z,3110000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,,,,,,,,,,,318.0,3.0,3.0,0.0,,,,,,
320,PT03M49.00S,2025-12-29T00:02:40.2Z,2,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,45,51,2025-12-29T00:02:47Z,3120000,False,,,0,,P. Pritchard bad pass out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,bad pass,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,1162.0,1.0,,,,,,,,,,,,,,,,,,
321,PT03M34.00S,2025-12-29T00:03:42.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,91.93495400788436,98.0392156862745,1610612757,45,51,2025-12-29T00:03:48Z,3130000,False,240.0,23.0,1,right,MISS T. Camara 24' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,24.13,Missed,,,,,,,,,,,,,,,,
322,PT03M32.00S,2025-12-29T00:03:44.7Z,2,REGULAR,rebound,offensive,[],1631321,,,1610612757,45,51,2025-12-29T00:03:44Z,3140000,False,,,0,,S. Cissoko REBOUND (Off:1 Def:1),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Right Corner 3,24+ Right,,,,,,,,,,,321.0,2.0,1.0,1.0,,,,,,
323,PT03M29.00S,2025-12-29T00:03:48.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631200,90.62089356110381,44.6078431372549,1610612757,47,51,2025-12-29T00:04:00Z,3150000,False,-27.0,36.0,1,right,K. Murray Layup (2 PTS) (S. Cissoko 2 AST),"[1631200, 1631321]",1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,4.48,Made,2.0,,,S. Cissoko,1631321.0,2.0,,,,,,,,,,
326,PT03M18.00S,2025-12-29T00:04:02.9Z,2,REGULAR,turnover,traveling,[],1642864,,,1610612738,47,51,2025-12-29T00:04:11Z,3170000,False,,,0,,H. González traveling TURNOVER (2 TO),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Left Corner 3,24+ Left,1162.0,2.0,,,,,,,,,,,,,,,,,,
327,PT03M18.00S,2025-12-29T00:04:08.3Z,2,REGULAR,substitution,out,[],1631321,,,1610612757,47,51,2025-12-29T00:04:13Z,3180000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT03M18.00S,2025-12-29T00:04:08.3Z,2,REGULAR,substitution,in,[],1631101,,,1610612757,47,51,2025-12-29T00:04:13Z,3190000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT03M04.00S,2025-12-29T00:04:40.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,92.46057818659659,94.85294117647058,1610612757,47,51,2025-12-29T00:05:02Z,3200000,False,224.0,18.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,22.51,Missed,,,,,,,,,,,,,,,,
330,PT03M02.00S,2025-12-29T00:04:42.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,47,51,2025-12-29T00:05:02Z,3210000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,329.0,,,,,,,,,
332,PT02M48.00S,2025-12-29T00:05:18.7Z,2,REGULAR,3pt,Jump Shot,[],1628401,29.122864651773984,76.47058823529412,1610612738,47,51,2025-12-29T00:05:26Z,3230000,False,-132.0,221.0,1,left,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,25.79,Missed,,,,,,,,,,,,,,,,
333,PT02M45.00S,2025-12-29T00:05:21.7Z,2,REGULAR,rebound,defensive,[],1642270,,,1610612757,47,51,2025-12-29T00:05:26Z,3240000,False,,,0,,D. Clingan REBOUND (Off:5 Def:6),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,332.0,11.0,6.0,5.0,,,,,,
334,PT02M45.00S,2025-12-29T00:05:28.9Z,2,REGULAR,foul,personal,[],1642864,,,1610612757,47,51,2025-12-29T00:05:34Z,3250000,False,,,0,,H. González personal FOUL (1 PF),"[1642864, 1642270]",1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Center,1627541.0,,,,,,,,,,,,,,1.0,0.0,Clingan,1642270.0,,
336,PT02M31.00S,2025-12-29T00:06:02.7Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612757,47,51,2025-12-29T00:06:35Z,3270000,False,,,0,,D. White shooting personal FOUL (1 PF) (Murray 2 FT),"[1628401, 1631200]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,1627541.0,,,,,,,,,,,,,,1.0,0.0,Murray,1631200.0,,
338,PT02M31.00S,2025-12-29T00:06:47.2Z,2,REGULAR,freethrow,1 of 2,[],1631200,,,1610612757,47,51,2025-12-29T00:06:47Z,3290000,False,,,0,,MISS K. Murray Free Throw 1 of 2,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
339,PT02M31.00S,2025-12-29T00:06:47.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,47,51,2025-12-29T00:06:47Z,3300000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,338.0,,,,,,,,,
340,PT02M31.00S,2025-12-29T00:07:00.9Z,2,REGULAR,freethrow,2 of 2,[],1631200,,,1610612757,48,51,2025-12-29T00:07:00Z,3310000,False,,,0,,K. Murray Free Throw 2 of 2 (3 PTS),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
341,PT02M21.00S,2025-12-29T00:07:16.0Z,2,REGULAR,3pt,Jump Shot,[],1642864,6.389618922470433,97.30392156862744,1610612738,48,51,2025-12-29T00:07:19Z,3320000,False,-237.0,8.0,1,left,MISS H. González 3PT,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Left Corner 3,24+ Left,,,23.66,Missed,,,,,,,,,,,,,,,,
342,PT02M19.00S,2025-12-29T00:07:18.0Z,2,REGULAR,rebound,defensive,[],1631200,,,1610612757,48,51,2025-12-29T00:07:19Z,3330000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,,,,341.0,2.0,2.0,0.0,,,,,,
343,PT02M12.00S,2025-12-29T00:07:25.5Z,2,REGULAR,turnover,lost ball,[],1630166,,,1610612757,48,51,2025-12-29T00:07:56Z,3340000,False,,,0,,D. Avdija lost ball TURNOVER (5 TO),"[1630166, 1630202]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,5.0,,,,Pritchard,1630202.0,,,,,,,,,,,,,
344,PT02M12.00S,2025-12-29T00:07:25.5Z,2,REGULAR,steal,,[],1630202,,,1610612738,48,51,2025-12-29T00:59:52Z,3350000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
345,PT02M09.00S,2025-12-29T00:07:32.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641739,,,1610612738,48,51,2025-12-29T00:07:45Z,3360000,False,,,0,,T. Camara shooting personal FOUL (2 PF) (Brown 2 FT),"[1641739, 1627759]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,1627541.0,,,,,,,,,,,,,,2.0,0.0,Brown,1627759.0,,
347,PT02M09.00S,2025-12-29T00:08:14.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,48,52,2025-12-29T00:08:43Z,3380000,False,,,0,,J. Brown Free Throw 1 of 2 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
348,PT02M09.00S,2025-12-29T00:08:14.8Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,48,53,2025-12-29T00:08:43Z,3390000,False,,,0,,J. Brown Free Throw 2 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,,
349,PT02M03.00S,2025-12-29T00:08:43.7Z,2,REGULAR,3pt,Jump Shot,[],1631101,80.3712220762155,7.352941176470589,1610612757,51,53,2025-12-29T00:09:15Z,3400000,False,-213.0,132.0,1,right,S. Sharpe 25' 3PT  (13 PTS) (T. Camara 1 AST),"[1631101, 1641739]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,25.08,Made,13.0,,,T. Camara,1641739.0,1.0,,,,,,,,,,
351,PT01M44.00S,2025-12-29T00:09:06.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,20.18725361366623,61.76470588235294,1610612738,51,55,2025-12-29T00:09:11Z,3420000,False,-59.0,137.0,1,left,J. Brown 14' pullup Jump Shot (21 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,14.94,Made,21.0,,,,,,,,,,,,,,,
