actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
35,PT09M53.00S,2026-01-23T03:15:31.7Z,1,REGULAR,steal,,[],1631101,,,1610612757,6,5,2026-01-23T03:15:36Z,350000,False,,,0,,S. Sharpe STEAL (2 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
36,PT09M52.00S,2026-01-23T03:15:37.7Z,1,REGULAR,turnover,backcourt,[],1631101,,,1610612757,6,5,2026-01-23T03:15:45Z,360000,False,,,0,,S. Sharpe backcourt TURNOVER (1 TO),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,1629178.0,,,,,1.0,,,,,,,,
37,PT09M46.00S,2026-01-23T03:15:59.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628389,21.632720105124836,50.49019607843137,1610612748,6,7,2026-01-23T03:21:12Z,370000,False,-2.0,151.0,1,left,B. Adebayo 15' pullup Jump Shot (4 PTS) (K. Jakučionis 2 AST),"[1628389, 1642857]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,15.08,Made,,,,,,,,,,,,,4.0,K. Jakučionis,1642857.0,2.0,,
40,PT09M33.00S,2026-01-23T03:16:12.6Z,1,REGULAR,turnover,bad pass,[],1631101,,,1610612757,6,7,2026-01-23T03:16:19Z,400000,False,,,0,,S. Sharpe bad pass TURNOVER (2 TO),"[1631101, 1628389]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2.0,Adebayo,1628389.0,,,,,,
41,PT09M33.00S,2026-01-23T03:16:12.6Z,1,REGULAR,steal,,[],1628389,,,1610612748,6,7,2026-01-23T03:23:48Z,410000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT09M26.00S,2026-01-23T03:16:19.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203952,6.783837056504599,48.529411764705884,1610612748,6,9,2026-01-23T03:22:05Z,420000,False,7.0,11.0,1,left,A. Wiggins running finger roll Layup (5 PTS),[203952],1610612748.0,MIA,running finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,,,,,,5.0,,,,,
44,PT09M14.00S,2026-01-23T03:16:56.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,6,9,2026-01-23T03:20:13Z,440000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT09M08.00S,2026-01-23T03:20:35.1Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612757,6,9,2026-01-23T03:20:45Z,460000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Avdija 2 FT),"[203952, 1630166]",1610612748.0,MIA,shooting,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Center,,,,,,,1629178.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,
49,PT09M08.00S,2026-01-23T03:21:00.4Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,7,9,2026-01-23T03:21:00Z,480000,False,,,0,,D. Avdija Free Throw 1 of 2 (3 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
50,PT09M08.00S,2026-01-23T03:21:15.0Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,8,9,2026-01-23T03:21:15Z,490000,False,,,0,,D. Avdija Free Throw 2 of 2 (4 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
51,PT08M57.00S,2026-01-23T03:21:26.7Z,1,REGULAR,3pt,Jump Shot,[],1628389,30.042706964520367,70.58823529411765,1610612748,8,12,2026-01-23T03:21:31Z,500000,False,-103.0,230.0,1,left,B. Adebayo 25' 3PT  (7 PTS) (P. Larsson 1 AST),"[1628389, 1641796]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,25.19,Made,,,,,,,,,,,,,7.0,P. Larsson,1641796.0,1.0,,
53,PT08M43.00S,2026-01-23T03:21:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,91.93495400788436,51.470588235294116,1610612757,10,12,2026-01-23T03:21:45Z,520000,False,7.0,23.0,1,right,D. Avdija driving finger roll Layup (6 PTS) (D. Clingan 1 AST),"[1630166, 1642270]",1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,,,,,,,,,6.0,D. Clingan,1642270.0,1.0,,
55,PT08M31.00S,2026-01-23T03:21:53.2Z,1,REGULAR,3pt,Jump Shot,[],1628389,32.40801576872536,56.372549019607845,1610612748,10,12,2026-01-23T03:21:58Z,540000,False,-32.0,252.0,1,left,MISS B. Adebayo 25' step back 3PT,[1628389],1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
56,PT08M26.00S,2026-01-23T03:21:58.2Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,10,12,2026-01-23T03:21:58Z,550000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT08M19.00S,2026-01-23T03:22:04.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,82.21090670170827,48.77450980392157,1610612757,10,12,2026-01-23T03:22:10Z,560000,False,-6.0,115.0,1,right,MISS S. Sharpe 11' turnaround fadeaway Shot,[1631101],1610612757.0,POR,turnaround fadeaway,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,11.49,Missed,,,,,,,,,,,,,,,,,,
58,PT08M15.00S,2026-01-23T03:22:08.7Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,10,12,2026-01-23T03:22:08Z,570000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,57.0,1.0,0.0,1.0,,,,,,,,,,,,,,
59,PT08M14.00S,2026-01-23T03:22:09.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641739,92.06636005256242,50.73529411764706,1610612757,12,12,2026-01-23T03:22:13Z,580000,False,4.0,22.0,1,right,T. Camara putback Layup (2 PTS),[1641739],1610612757.0,POR,putback,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,,,,,,,,,2.0,,,,,
60,PT08M01.00S,2026-01-23T03:22:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,6.258212877792378,47.05882352941176,1610612748,12,14,2026-01-23T03:22:27Z,590000,False,15.0,6.0,1,left,A. Wiggins driving finger roll Layup (7 PTS) (P. Larsson 2 AST),"[203952, 1641796]",1610612748.0,MIA,driving finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,,,,,,,7.0,P. Larsson,1641796.0,2.0,,
62,PT07M56.00S,2026-01-23T03:22:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,94.03745072273325,51.225490196078425,1610612757,14,14,2026-01-23T03:22:40Z,610000,False,6.0,4.0,1,right,J. Holiday driving Layup (4 PTS) (D. Avdija 1 AST),"[201950, 1630166]",1610612757.0,POR,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,,,,,4.0,D. Avdija,1630166.0,1.0,,
64,PT07M39.00S,2026-01-23T03:22:44.0Z,1,REGULAR,3pt,Jump Shot,[],1642857,32.53942181340342,56.86274509803921,1610612748,14,17,2026-01-23T03:22:48Z,630000,False,-34.0,253.0,1,left,K. Jakučionis 25' 3PT  (3 PTS) (P. Larsson 3 AST),"[1642857, 1641796]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Center,25.57,Made,,,,,,,,,,,,,3.0,P. Larsson,1641796.0,3.0,,
66,PT07M24.00S,2026-01-23T03:22:59.2Z,1,REGULAR,turnover,bad pass,[],1630166,,,1610612757,14,17,2026-01-23T03:23:03Z,650000,False,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 1628389]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,Adebayo,1628389.0,,,,,,
67,PT07M24.00S,2026-01-23T03:22:59.2Z,1,REGULAR,steal,,[],1628389,,,1610612748,14,17,2026-01-23T03:23:01Z,660000,False,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
68,PT07M21.00S,2026-01-23T03:23:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,7.440867279894875,53.18627450980392,1610612748,14,19,2026-01-23T03:23:08Z,670000,False,-16.0,17.0,1,left,B. Adebayo running Layup (9 PTS),[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,,,,,,,9.0,,,,,
69,PT07M05.00S,2026-01-23T03:23:18.8Z,1,REGULAR,3pt,Jump Shot,[],201950,69.59592641261499,72.54901960784314,1610612757,17,19,2026-01-23T03:26:39Z,680000,False,113.0,233.0,1,right,J. Holiday 25' 3PT step back (7 PTS) (T. Camara 1 AST),"[201950, 1641739]",1610612757.0,POR,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.91,Made,,,,,,,,,,,,,7.0,T. Camara,1641739.0,1.0,,
70,PT06M56.00S,2026-01-23T03:23:29.1Z,1,REGULAR,foul,personal,[],201950,,,1610612748,17,19,2026-01-23T03:23:38Z,690000,False,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 1642857]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628480.0,1.0,0.0,Jakučionis,1642857.0,,,,,,,,,
72,PT06M56.00S,2026-01-23T03:23:38.5Z,1,REGULAR,substitution,out,[],201950,,,1610612748,17,19,2026-01-23T03:23:56Z,710000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M56.00S,2026-01-23T03:23:38.5Z,1,REGULAR,substitution,out,[],1641796,,,1610612748,17,19,2026-01-23T03:23:56Z,720000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M56.00S,2026-01-23T03:23:38.5Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,17,19,2026-01-23T03:23:56Z,730000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M56.00S,2026-01-23T03:23:38.5Z,1,REGULAR,substitution,in,[],1631126,,,1610612748,17,19,2026-01-23T03:23:56Z,740000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M56.00S,2026-01-23T03:23:38.5Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,17,19,2026-01-23T03:23:56Z,750000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M56.00S,2026-01-23T03:23:38.5Z,1,REGULAR,substitution,in,[],1631107,,,1610612748,17,19,2026-01-23T03:23:56Z,760000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M45.00S,2026-01-23T03:24:07.5Z,1,REGULAR,3pt,Jump Shot,[],1642857,24.129434954007884,12.009803921568627,1610612748,17,19,2026-01-23T03:24:12Z,770000,False,190.0,174.0,1,left,MISS K. Jakučionis 25' 3PT,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
79,PT06M42.00S,2026-01-23T03:24:10.5Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,17,19,2026-01-23T03:35:35Z,780000,False,,,0,,D. Clingan REBOUND (Off:0 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
80,PT06M34.00S,2026-01-23T03:24:17.9Z,1,REGULAR,3pt,Jump Shot,[],1641739,69.59592641261499,73.77450980392157,1610612757,20,19,2026-01-23T03:24:23Z,790000,False,119.0,233.0,1,right,T. Camara 26' 3PT pullup (5 PTS),[1641739],1610612757.0,POR,pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,26.19,Made,,,,,,,,,,,,,5.0,,,,,
81,PT06M24.00S,2026-01-23T03:24:27.9Z,1,REGULAR,3pt,Jump Shot,[],1631107,27.677398160315374,79.65686274509804,1610612748,20,19,2026-01-23T03:24:32Z,800000,False,-148.0,208.0,1,left,MISS N. Jović 25' 3PT,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
82,PT06M22.00S,2026-01-23T03:24:29.9Z,1,REGULAR,rebound,defensive,[],1631126,,,1610612757,20,19,2026-01-23T03:24:32Z,810000,False,,,0,,C. Love REBOUND (Off:0 Def:1),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Left Center,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
83,PT06M10.00S,2026-01-23T03:24:42.7Z,1,REGULAR,3pt,Jump Shot,[],1631101,87.46714848883047,4.166666666666666,1610612757,23,19,2026-01-23T03:24:47Z,820000,False,-229.0,65.0,1,right,S. Sharpe 3PT  (3 PTS) (D. Avdija 2 AST),"[1631101, 1630166]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,23.83,Made,,,,,,,,,,,,,3.0,D. Avdija,1630166.0,2.0,,
87,PT05M52.00S,2026-01-23T03:25:34.9Z,1,REGULAR,3pt,Jump Shot,[],1631107,31.750985545335087,37.745098039215684,1610612748,23,19,2026-01-23T03:25:37Z,860000,False,61.0,246.0,1,left,MISS N. Jović 25' 3PT,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
88,PT05M51.00S,2026-01-23T03:25:35.9Z,1,REGULAR,rebound,offensive,[],1631170,,,1610612748,23,19,2026-01-23T03:25:37Z,870000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:0),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,,87.0,1.0,0.0,1.0,,,,,,,,,,,,,,
89,PT05M48.00S,2026-01-23T03:25:39.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,32.40801576872536,71.81372549019608,1610612748,23,19,2026-01-23T03:25:42Z,880000,False,-109.0,252.0,1,left,MISS A. Wiggins 27' 3PT,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,27.47,Missed,,,,,,,,,,,,,,,,,,
90,PT05M46.00S,2026-01-23T03:25:41.5Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,23,19,2026-01-23T03:25:42Z,890000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,89.0,2.0,2.0,0.0,,,,,,,,,,,,,,
