actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
518,PT00M42.90S,2026-01-10T04:50:07.5Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,77,88,2026-01-10T04:50:12Z,5150000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,517.0,,,,,,5.0,5.0,0.0
519,PT00M35.20S,2026-01-10T04:50:15.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642263,8.886333771353483,49.26470588235294,1610612745,77,88,2026-01-10T04:50:24Z,5160000,False,4.0,31.0,1,left,MISS R. Sheppard running finger roll Layup,[1642263],1610612745.0,HOU,running finger roll,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,3.12,Missed,,,,,,,,,,,,,,,
520,PT00M34.40S,2026-01-10T04:50:16.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,77,88,2026-01-10T04:50:24Z,5170000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,519.0,,,,,,,,
522,PT00M28.40S,2026-01-10T04:51:04.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1631095,15.193823915900131,73.77450980392157,1610612745,77,88,2026-01-10T04:51:08Z,5190000,False,-119.0,90.0,1,left,MISS J. Smith Jr. 14' step back Shot,[1631095],1610612745.0,HOU,step back,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,14.93,Missed,,,,,,,,,,,,,,,
523,PT00M26.60S,2026-01-10T04:51:06.3Z,3,REGULAR,rebound,defensive,[],1631101,,,1610612757,77,88,2026-01-10T04:51:08Z,5200000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:3),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,522.0,,,,,,4.0,3.0,1.0
524,PT00M05.00S,2026-01-10T04:51:28.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,91.14651773981603,56.61764705882353,1610612757,77,88,2026-01-10T04:51:36Z,5210000,False,33.0,31.0,1,right,MISS S. Sharpe driving reverse Layup,[1631101],1610612757.0,POR,driving reverse,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,4.51,Missed,,,,,,,,,,,,,,,
525,PT00M03.30S,2026-01-10T04:51:29.7Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,77,88,2026-01-10T04:51:36Z,5220000,False,,,0,,A. Thompson REBOUND (Off:2 Def:6),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,524.0,,,,,,8.0,6.0,2.0
526,PT00M01.00S,2026-01-10T04:51:33.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642263,8.754927726675426,45.588235294117645,1610612745,77,90,2026-01-10T04:51:50Z,5230000,False,22.0,30.0,1,left,R. Sheppard running finger roll Layup (18 PTS),[1642263],1610612745.0,HOU,running finger roll,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,3.71,Made,18.0,,,,,,,,,,,,,,
528,PT00M00.00S,2026-01-10T04:51:58.5Z,3,REGULAR,period,end,[],0,,,1610612757,77,90,2026-01-10T04:51:58Z,5250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2026-01-10T04:53:02.7Z,4,REGULAR,substitution,out,['startperiod'],1641739,,,1610612757,77,90,2026-01-10T04:54:16Z,5260000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2026-01-10T04:53:02.7Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612757,77,90,2026-01-10T04:54:16Z,5270000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2026-01-10T04:53:02.7Z,4,REGULAR,substitution,out,['startperiod'],203991,,,1610612757,77,90,2026-01-10T04:54:16Z,5280000,False,,,0,,SUB out: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2026-01-10T04:53:02.7Z,4,REGULAR,substitution,in,['startperiod'],1631321,,,1610612757,77,90,2026-01-10T04:54:16Z,5290000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2026-01-10T04:53:02.7Z,4,REGULAR,substitution,in,['startperiod'],1627827,,,1610612757,77,90,2026-01-10T04:54:16Z,5300000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2026-01-10T04:53:02.7Z,4,REGULAR,substitution,in,['startperiod'],203500,,,1610612757,77,90,2026-01-10T04:54:16Z,5310000,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2026-01-10T04:54:27.3Z,4,REGULAR,period,start,[],0,,,1610612745,77,90,2026-01-10T04:54:27Z,5320000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2026-01-10T04:54:32.5Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612745,77,90,2026-01-10T04:54:53Z,5330000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,200834.0,,,,,,,
538,PT11M45.00S,2026-01-10T04:54:42.1Z,4,REGULAR,3pt,Jump Shot,[],1627827,11.383048620236531,3.1862745098039214,1610612745,77,90,2026-01-10T04:54:56Z,5340000,False,234.0,55.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,24.04,Missed,,,,,,,,,,,,,,,
539,PT11M41.00S,2026-01-10T04:54:44.8Z,4,REGULAR,rebound,defensive,[],1641871,,,1610612757,77,90,2026-01-10T04:54:44Z,5350000,False,,,0,,D. Reath REBOUND (Off:1 Def:1),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,538.0,,,,,,2.0,1.0,1.0
540,PT11M27.00S,2026-01-10T04:54:58.5Z,4,REGULAR,3pt,Jump Shot,[],1642905,73.80091984231275,81.86274509803921,1610612757,77,90,2026-01-10T04:55:03Z,5360000,False,159.0,194.0,1,right,MISS Yang 25' 3PT,[1642905],1610612757.0,POR,,,,Hansen,Yang,,,,,Above the Break 3,24+ Right Center,,,,25.09,Missed,,,,,,,,,,,,,,,
541,PT11M24.00S,2026-01-10T04:55:01.5Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,77,90,2026-01-10T04:55:03Z,5370000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:6),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,540.0,,,,,,6.0,6.0,0.0
542,PT11M14.00S,2026-01-10T04:55:12.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,8.492115637319317,45.588235294117645,1610612745,77,90,2026-01-10T04:55:20Z,5380000,False,22.0,27.0,1,left,MISS A. Thompson driving Layup,[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,3.51,Missed,,,,,,,,,,,,,,,
543,PT11M09.00S,2026-01-10T04:55:17.4Z,4,REGULAR,rebound,defensive,[],1641871,,,1610612757,77,90,2026-01-10T04:55:20Z,5390000,False,,,0,,D. Reath REBOUND (Off:1 Def:2),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,542.0,,,,,,3.0,2.0,1.0
544,PT11M08.00S,2026-01-10T04:55:19.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631321,92.46057818659659,50.49019607843137,1610612757,79,90,2026-01-10T04:55:24Z,5400000,False,2.0,18.0,1,right,S. Cissoko running Layup (8 PTS) (C. Love 1 AST),"[1631321, 1631126]",1610612757.0,POR,running,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,,,,1.86,Made,8.0,C. Love,1631126.0,1.0,,,,,,,,,,,
545,PT10M53.00S,2026-01-10T04:55:32.6Z,4,REGULAR,3pt,Jump Shot,[],1631095,8.623521681997373,2.696078431372549,1610612745,79,90,2026-01-10T04:55:36Z,5410000,False,237.0,29.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,23.82,Missed,,,,,,,,,,,,,,,
546,PT10M51.00S,2026-01-10T04:55:34.6Z,4,REGULAR,rebound,defensive,[],1631101,,,1610612757,79,90,2026-01-10T04:55:36Z,5420000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:4),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,545.0,,,,,,5.0,4.0,1.0
547,PT10M38.00S,2026-01-10T04:55:48.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,92.19776609724047,47.30392156862745,1610612757,81,90,2026-01-10T04:55:54Z,5430000,False,-13.0,21.0,1,right,S. Sharpe driving Layup (18 PTS),[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,2.48,Made,18.0,,,,,,,,,,,,,,
548,PT10M38.00S,2026-01-10T04:55:53.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,81,90,2026-01-10T04:55:53Z,5440000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT10M29.00S,2026-01-10T04:59:15.3Z,4,REGULAR,3pt,Jump Shot,[],1631095,7.30946123521682,4.901960784313726,1610612745,81,90,2026-01-10T04:59:19Z,5450000,False,225.0,16.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,22.61,Missed,,,,,,,,,,,,,,,
551,PT10M26.00S,2026-01-10T04:59:17.8Z,4,REGULAR,rebound,offensive,[],203500,,,1610612745,81,90,2026-01-10T04:59:17Z,5460000,False,,,0,,S. Adams REBOUND (Off:5 Def:2),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,550.0,,,,,,7.0,2.0,5.0
552,PT10M18.00S,2026-01-10T04:59:26.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641708,18.610381077529567,47.549019607843135,1610612745,81,90,2026-01-10T04:59:30Z,5470000,False,12.0,122.0,1,left,MISS A. Thompson 12' turnaround Shot,[1641708],1610612745.0,HOU,turnaround,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,12.3,Missed,,,,,,,,,,,,,,,
553,PT10M15.00S,2026-01-10T04:59:29.0Z,4,REGULAR,rebound,defensive,[],1631101,,,1610612757,81,90,2026-01-10T04:59:30Z,5480000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:5),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,552.0,,,,,,6.0,5.0,1.0
554,PT10M05.00S,2026-01-10T04:59:38.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,86.67871222076215,46.07843137254902,1610612757,83,90,2026-01-10T04:59:51Z,5490000,False,-20.0,73.0,1,right,S. Sharpe 7' turnaround Jump Shot (20 PTS),[1631101],1610612757.0,POR,turnaround,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,7.53,Made,20.0,,,,,,,,,,,,,,
555,PT09M50.00S,2026-01-10T04:59:54.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,9.149145860709593,63.23529411764706,1610612745,83,90,2026-01-10T05:00:53Z,5500000,False,-66.0,34.0,1,left,MISS J. Smith Jr. 7' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,7.42,Missed,,,,,,,,,,,,,,,
556,PT09M48.00S,2026-01-10T04:59:56.0Z,4,REGULAR,rebound,defensive,[],1631101,,,1610612757,83,90,2026-01-10T04:59:57Z,5510000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:6),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,555.0,,,,,,7.0,6.0,1.0
557,PT09M44.00S,2026-01-10T05:00:00.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631126,77.7431011826544,7.8431372549019605,1610612757,86,90,2026-01-10T05:00:06Z,5520000,False,-211.0,157.0,1,right,C. Love 26' 3PT running (18 PTS) (S. Sharpe 3 AST),"[1631126, 1631101]",1610612757.0,POR,running,,,Love,C. Love,,,,,Above the Break 3,24+ Left Center,,,,26.27,Made,18.0,S. Sharpe,1631101.0,3.0,,,,,,,,,,,
559,PT09M22.00S,2026-01-10T05:00:20.9Z,4,REGULAR,3pt,Jump Shot,[],1641708,8.360709592641262,95.09803921568627,1610612745,86,90,2026-01-10T05:00:26Z,5540000,False,-225.0,26.0,1,left,MISS A. Thompson 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,22.7,Missed,,,,,,,,,,,,,,,
560,PT09M19.00S,2026-01-10T05:00:23.9Z,4,REGULAR,rebound,offensive,[],203500,,,1610612745,86,90,2026-01-10T05:00:26Z,5550000,False,,,0,,S. Adams REBOUND (Off:6 Def:2),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,559.0,,,,,,8.0,2.0,6.0
561,PT09M17.00S,2026-01-10T05:00:26.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,8.754927726675426,5.147058823529411,1610612745,86,90,2026-01-10T05:00:30Z,5560000,False,224.0,30.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,22.63,Missed,,,,,,,,,,,,,,,
562,PT09M14.00S,2026-01-10T05:00:29.4Z,4,REGULAR,rebound,defensive,[],1631101,,,1610612757,86,90,2026-01-10T05:00:30Z,5570000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:7),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,561.0,,,,,,8.0,7.0,1.0
563,PT09M00.00S,2026-01-10T05:00:43.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642905,87.20433639947439,48.77450980392157,1610612757,88,90,2026-01-10T05:00:47Z,5580000,False,-6.0,68.0,1,right,Yang 6' cutting Layup (2 PTS) (S. Sharpe 4 AST),"[1642905, 1631101]",1610612757.0,POR,cutting,,,Hansen,Yang,,,,,In The Paint (Non-RA),0-8 Center,,,,6.81,Made,2.0,S. Sharpe,1631101.0,4.0,,,,,,,,,,,
565,PT08M42.00S,2026-01-10T05:01:01.1Z,4,REGULAR,3pt,Jump Shot,[],1627827,9.674770039421814,5.392156862745098,1610612745,88,90,2026-01-10T05:01:10Z,5600000,False,223.0,38.0,1,left,MISS D. Finney-Smith 3PT - blocked,"[1627827, 1641871]",1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,22.63,Missed,,,,,Reath,1641871.0,,,,,,,,,
566,PT08M42.00S,2026-01-10T05:01:01.1Z,4,REGULAR,block,,[],1641871,,,1610612745,88,90,2026-01-10T05:01:04Z,5610000,False,,,0,,D. Reath BLOCK (2 BLK),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
567,PT08M42.00S,2026-01-10T05:01:01.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,88,90,2026-01-10T05:01:10Z,5620000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,565.0,,,,,,,,
569,PT08M42.00S,2026-01-10T05:01:07.5Z,4,REGULAR,substitution,out,[],1631321,,,1610612745,88,90,2026-01-10T05:01:23Z,5640000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT08M42.00S,2026-01-10T05:01:07.5Z,4,REGULAR,substitution,out,[],1641708,,,1610612745,88,90,2026-01-10T05:01:23Z,5650000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT08M42.00S,2026-01-10T05:01:07.5Z,4,REGULAR,substitution,out,[],1631095,,,1610612745,88,90,2026-01-10T05:01:23Z,5660000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M42.00S,2026-01-10T05:01:07.5Z,4,REGULAR,substitution,in,[],1641739,,,1610612745,88,90,2026-01-10T05:01:23Z,5670000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M42.00S,2026-01-10T05:01:07.5Z,4,REGULAR,substitution,in,[],201142,,,1610612745,88,90,2026-01-10T05:01:23Z,5680000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT08M42.00S,2026-01-10T05:01:07.5Z,4,REGULAR,substitution,in,[],1629006,,,1610612745,88,90,2026-01-10T05:01:23Z,5690000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT08M40.00S,2026-01-10T05:01:37.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,9.543363994743759,4.6568627450980395,1610612745,88,90,2026-01-10T05:01:41Z,5700000,False,227.0,37.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,22.97,Missed,,,,,,,,,,,,,,,
576,PT08M35.00S,2026-01-10T05:01:42.0Z,4,REGULAR,rebound,defensive,[],1631126,,,1610612757,88,90,2026-01-10T05:01:41Z,5710000,False,,,0,,C. Love REBOUND (Off:0 Def:3),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,575.0,,,,,,3.0,3.0,0.0
577,PT08M23.00S,2026-01-10T05:01:53.3Z,4,REGULAR,2pt,Jump Shot,[],1631101,78.0059132720105,33.57843137254902,1610612757,88,90,2026-01-10T05:01:56Z,5720000,False,-82.0,154.0,1,right,MISS S. Sharpe 17' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,17.47,Missed,,,,,,,,,,,,,,,
578,PT08M20.00S,2026-01-10T05:01:56.3Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612745,88,90,2026-01-10T05:01:56Z,5730000,False,,,0,,J. Okogie REBOUND (Off:2 Def:3),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,577.0,,,,,,5.0,3.0,2.0
579,PT08M07.00S,2026-01-10T05:02:11.1Z,4,REGULAR,foul,personal,['2freethrow'],1641871,,,1610612745,88,90,2026-01-10T05:02:23Z,5740000,False,,,0,,D. Reath shooting personal FOUL (1 PF) (Adams 2 FT),"[1641871, 203500]",1610612757.0,POR,shooting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627961.0,1.0,0.0,Adams,203500.0,,,
581,PT08M07.00S,2026-01-10T05:02:40.0Z,4,REGULAR,freethrow,1 of 2,[],203500,,,1610612745,88,90,2026-01-10T05:03:04Z,5760000,False,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
582,PT08M07.00S,2026-01-10T05:02:40.0Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,88,90,2026-01-10T05:03:04Z,5770000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,581.0,,,,,,,,
583,PT08M07.00S,2026-01-10T05:02:40.0Z,4,REGULAR,freethrow,2 of 2,[],203500,,,1610612745,88,90,2026-01-10T05:03:04Z,5780000,False,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
584,PT08M05.00S,2026-01-10T05:02:42.0Z,4,REGULAR,rebound,defensive,[],1641739,,,1610612757,88,90,2026-01-10T05:03:04Z,5790000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,583.0,,,,,,1.0,1.0,0.0
585,PT07M49.00S,2026-01-10T05:03:17.0Z,4,REGULAR,2pt,Jump Shot,[],1631126,87.59855453350855,68.38235294117648,1610612757,88,90,2026-01-10T05:03:21Z,5800000,False,92.0,64.0,1,right,MISS C. Love 11' driving floating bank Shot,[1631126],1610612757.0,POR,driving floating bank,,,Love,C. Love,,,,,Mid-Range,8-16 Right,,,,11.2,Missed,,,,,,,,,,,,,,,
586,PT07M46.00S,2026-01-10T05:03:20.0Z,4,REGULAR,rebound,defensive,[],201142,,,1610612745,88,90,2026-01-10T05:03:21Z,5810000,False,,,0,,K. Durant REBOUND (Off:1 Def:10),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,585.0,,,,,,11.0,10.0,1.0
587,PT07M31.00S,2026-01-10T05:03:34.4Z,4,REGULAR,2pt,Jump Shot,[],201142,20.318659658344284,33.088235294117645,1610612745,88,90,2026-01-10T05:03:49Z,5820000,False,85.0,138.0,1,left,MISS K. Durant 16' fadeaway Shot,[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,16.23,Missed,,,,,,,,,,,,,,,
588,PT07M31.00S,2026-01-10T05:03:34.4Z,4,REGULAR,rebound,offensive,[],1627827,,,1610612745,88,90,2026-01-10T05:11:18Z,5830000,False,,,0,,D. Finney-Smith REBOUND (Off:2 Def:1),[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,587.0,,,,,,3.0,1.0,2.0
589,PT07M24.00S,2026-01-10T05:03:42.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,19.004599211563733,37.5,1610612745,88,92,2026-01-10T05:03:46Z,5840000,False,62.0,126.0,1,left,K. Durant 14' pullup Jump Shot (25 PTS) (D. Finney-Smith 1 AST),"[201142, 1627827]",1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,14.07,Made,25.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,
591,PT07M03.00S,2026-01-10T05:04:02.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,79.71419185282524,36.27450980392157,1610612757,88,92,2026-01-10T05:04:09Z,5860000,False,-69.0,138.0,1,right,MISS S. Sharpe 15' fadeaway Shot,[1631101],1610612757.0,POR,fadeaway,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,15.43,Missed,,,,,,,,,,,,,,,
592,PT07M00.00S,2026-01-10T05:04:05.9Z,4,REGULAR,rebound,defensive,[],1642263,,,1610612745,88,92,2026-01-10T05:04:09Z,5870000,False,,,0,,R. Sheppard REBOUND (Off:1 Def:2),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,591.0,,,,,,3.0,2.0,1.0
593,PT06M52.00S,2026-01-10T05:04:13.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642263,19.92444152431012,60.29411764705882,1610612745,88,92,2026-01-10T05:04:19Z,5880000,False,-51.0,135.0,1,left,MISS R. Sheppard 14' pullup Shot,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,14.43,Missed,,,,,,,,,,,,,,,
594,PT06M52.00S,2026-01-10T05:04:13.3Z,4,REGULAR,rebound,defensive,[],1631126,,,1610612757,88,92,2026-01-10T05:04:19Z,5890000,False,,,0,,C. Love REBOUND (Off:0 Def:4),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,593.0,,,,,,4.0,4.0,0.0
595,PT06M37.00S,2026-01-10T05:04:28.9Z,4,REGULAR,turnover,lost ball,[],1642905,,,1610612757,88,92,2026-01-10T05:04:35Z,5900000,False,,,0,,Yang lost ball TURNOVER (1 TO),"[1642905, 1642263]",1610612757.0,POR,,,,Hansen,Yang,,,,,Above the Break 3,24+ Center,1.0,Sheppard,1642263.0,,,,,,,,,,,,,,,,,
596,PT06M37.00S,2026-01-10T05:04:28.9Z,4,REGULAR,steal,,[],1642263,,,1610612745,88,92,2026-01-10T05:04:31Z,5910000,False,,,0,,R. Sheppard STEAL (1 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
