actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M54.00S,2026-03-29T22:13:42.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,94.43166885676742,51.9607843137255,1610612757,4,0,2026-03-29T22:15:15Z,160000,False,10.0,0.0,1,right,D. Clingan reverse Layup (2 PTS),[1642270],1610612757.0,POR,reverse,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M45.00S,2026-03-29T22:13:54.6Z,1,REGULAR,foul,personal,[],1641739,,,1610612764,4,0,2026-03-29T22:14:12Z,170000,False,,,0,,T. Camara personal FOUL (1 PF),"[1641739, 1642882]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,200832.0,1.0,0.0,Reese,1642882.0,,,,,,
19,PT10M37.00S,2026-03-29T22:14:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642882,19.530223390275953,48.28431372549019,1610612764,4,0,2026-03-29T22:16:39Z,190000,False,9.0,131.0,1,left,MISS J. Reese 13' floating Shot - blocked,"[1642882, 1642270]",1610612764.0,WAS,floating,,,Reese,J. Reese,,,,,In The Paint (Non-RA),8-16 Center,13.14,Missed,,,,,,Clingan,1642270.0,,,,,,,,,,,
20,PT10M37.00S,2026-03-29T22:14:23.3Z,1,REGULAR,block,,[],1642270,,,1610612764,4,0,2026-03-29T22:14:25Z,200000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M34.00S,2026-03-29T22:14:26.3Z,1,REGULAR,rebound,offensive,[],1641778,,,1610612764,4,0,2026-03-29T22:14:27Z,210000,False,,,0,,L. Black REBOUND (Off:1 Def:0),[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,In The Paint (Non-RA),8-16 Center,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M32.00S,2026-03-29T22:14:27.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641731,32.40801576872536,25.49019607843137,1610612764,4,0,2026-03-29T22:14:32Z,220000,False,123.0,252.0,1,left,MISS B. Coulibaly 28' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,28.03,Missed,,,,,,,,,,,,,,,,,,
23,PT10M31.00S,2026-03-29T22:14:28.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,4,0,2026-03-29T22:14:32Z,230000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,22.0,,,,,,,,,,,,,,,,,
25,PT10M21.00S,2026-03-29T22:14:44.9Z,1,REGULAR,3pt,Jump Shot,[],1641739,67.7562417871222,27.205882352941174,1610612757,4,0,2026-03-29T22:14:50Z,250000,False,-114.0,251.0,1,right,MISS T. Camara 27' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,27.53,Missed,,,,,,,,,,,,,,,,,,
26,PT10M16.00S,2026-03-29T22:14:49.9Z,1,REGULAR,rebound,defensive,[],1641778,,,1610612764,4,0,2026-03-29T22:14:50Z,260000,False,,,0,,L. Black REBOUND (Off:1 Def:1),[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,Above the Break 3,24+ Left Center,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT10M11.00S,2026-03-29T22:14:54.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642267,21.76412614980289,10.294117647058822,1610612764,4,0,2026-03-29T22:17:57Z,270000,False,199.0,152.0,1,left,MISS B. Carrington 25' running 3PT,[1642267],1610612764.0,WAS,running,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
28,PT10M09.00S,2026-03-29T22:14:56.2Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,4,0,2026-03-29T22:15:02Z,280000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M56.00S,2026-03-29T22:15:27.4Z,1,REGULAR,3pt,Jump Shot,[],1630166,73.27529566360053,81.12745098039215,1610612757,4,0,2026-03-29T22:15:35Z,310000,False,156.0,199.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
32,PT09M53.00S,2026-03-29T22:15:30.3Z,1,REGULAR,rebound,defensive,[],1641774,,,1610612764,4,0,2026-03-29T22:15:30Z,320000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Right Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M36.00S,2026-03-29T22:15:47.7Z,1,REGULAR,3pt,Jump Shot,[],1641774,25.04927726675427,86.02941176470588,1610612764,4,0,2026-03-29T22:15:51Z,330000,False,-180.0,183.0,1,left,MISS T. Vukcevic 25' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
34,PT09M33.00S,2026-03-29T22:15:50.7Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,4,0,2026-03-29T22:15:53Z,340000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,33.0,2.0,1.0,1.0,,,,,,,,,,,,,,
35,PT09M24.00S,2026-03-29T22:15:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,94.1688567674113,44.85294117647059,1610612757,4,0,2026-03-29T22:16:05Z,350000,False,-26.0,2.0,1,right,MISS D. Avdija driving Layup,[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
36,PT09M24.00S,2026-03-29T22:15:59.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,4,0,2026-03-29T22:16:05Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,35.0,,,,,,,,,,,,,,,,,
37,PT09M24.00S,2026-03-29T22:16:04.2Z,1,REGULAR,foul,personal,[],1642270,,,1610612764,4,0,2026-03-29T22:16:13Z,370000,False,,,0,,D. Clingan loose ball personal FOUL (1 PF),"[1642270, 1642882]",1610612757.0,POR,loose ball,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,200832.0,1.0,0.0,Reese,1642882.0,,,,,,
39,PT09M11.00S,2026-03-29T22:16:30.1Z,1,REGULAR,2pt,Jump Shot,[],1642267,23.078186596583443,30.88235294117647,1610612764,4,0,2026-03-29T22:16:35Z,390000,False,96.0,164.0,1,left,MISS B. Carrington 19' fadeaway Shot,[1642267],1610612764.0,WAS,fadeaway,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,19.02,Missed,,,,,,,,,,,,,,,,,,
40,PT09M06.00S,2026-03-29T22:16:35.1Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,4,0,2026-03-29T22:16:35Z,400000,False,,,0,,T. Camara REBOUND (Off:1 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Right Center,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,,,
41,PT09M00.00S,2026-03-29T22:16:40.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,95.22010512483574,49.754901960784316,1610612757,6,0,2026-03-29T22:16:45Z,410000,False,-1.0,-8.0,1,right,D. Clingan alley-oop DUNK (4 PTS) (D. Avdija 1 AST),"[1642270, 1630166]",1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,4.0,,,,,,,,D. Avdija,1630166.0,1.0,,,
43,PT08M49.00S,2026-03-29T22:16:53.9Z,1,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612764,6,0,2026-03-29T22:17:03Z,430000,False,,,0,,D. Clingan shooting personal FOUL (2 PF) (Reese 2 FT),"[1642270, 1642882]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,1193.0,2.0,0.0,Reese,1642882.0,,,,,,
45,PT08M49.00S,2026-03-29T22:17:25.3Z,1,REGULAR,freethrow,1 of 2,[],1642882,,,1610612764,6,0,2026-03-29T22:17:47Z,450000,False,,,0,,MISS J. Reese Free Throw 1 of 2,[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
46,PT08M49.00S,2026-03-29T22:17:25.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,6,0,2026-03-29T22:17:47Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,
47,PT08M49.00S,2026-03-29T22:17:26.8Z,1,REGULAR,substitution,out,[],1642270,,,1610612764,6,0,2026-03-29T22:17:29Z,470000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M49.00S,2026-03-29T22:17:26.8Z,1,REGULAR,substitution,in,[],1629057,,,1610612764,6,0,2026-03-29T22:17:29Z,480000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M49.00S,2026-03-29T22:17:25.3Z,1,REGULAR,freethrow,2 of 2,[],1642882,,,1610612764,6,0,2026-03-29T22:17:47Z,490000,False,,,0,,MISS J. Reese Free Throw 2 of 2,[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT08M47.00S,2026-03-29T22:17:27.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,6,0,2026-03-29T22:17:47Z,500000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT08M39.00S,2026-03-29T22:17:53.7Z,1,REGULAR,2pt,Jump Shot,[],1630166,73.40670170827858,42.64705882352941,1610612757,6,0,2026-03-29T22:17:58Z,510000,False,-37.0,197.0,1,right,MISS D. Avdija 20' step back Shot,[1630166],1610612757.0,POR,step back,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Center,20.09,Missed,,,,,,,,,,,,,,,,,,
52,PT08M35.00S,2026-03-29T22:17:57.7Z,1,REGULAR,rebound,defensive,[],1641774,,,1610612764,6,0,2026-03-29T22:18:00Z,520000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:2),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT08M22.00S,2026-03-29T22:18:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642882,7.178055190538765,52.450980392156865,1610612764,6,0,2026-03-29T22:18:16Z,530000,False,-12.0,15.0,1,left,MISS J. Reese cutting Layup - blocked,"[1642882, 1629057]",1610612764.0,WAS,cutting,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,Williams III,1629057.0,,,,,,,,,,,
54,PT08M22.00S,2026-03-29T22:18:09.9Z,1,REGULAR,block,,[],1629057,,,1610612764,6,0,2026-03-29T22:18:11Z,540000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT08M18.00S,2026-03-29T22:18:13.9Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,6,0,2026-03-29T22:18:16Z,550000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT08M10.00S,2026-03-29T22:18:22.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.64323258869908,51.225490196078425,1610612757,8,0,2026-03-29T22:18:26Z,560000,False,6.0,7.0,1,right,D. Avdija driving finger roll Layup (2 PTS) (T. Camara 1 AST),"[1630166, 1641739]",1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,2.0,,,,,,,,T. Camara,1641739.0,1.0,,,
58,PT07M56.00S,2026-03-29T22:18:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642882,6.389618922470433,51.9607843137255,1610612764,8,2,2026-03-29T22:18:40Z,580000,False,-10.0,8.0,1,left,J. Reese cutting Layup (2 PTS) (B. Coulibaly 1 AST),"[1642882, 1641731]",1610612764.0,WAS,cutting,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,1.24,Made,,,,,2.0,,,,,,,,B. Coulibaly,1641731.0,1.0,,,
60,PT07M43.00S,2026-03-29T22:18:49.0Z,1,REGULAR,2pt,Jump Shot,[],1630703,76.82325886990802,70.09803921568627,1610612757,10,2,2026-03-29T22:18:53Z,600000,False,100.0,165.0,1,right,S. Henderson 19' pullup Jump Shot (4 PTS),[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,19.35,Made,,,,,4.0,,,,,,,,,,,,,
62,PT07M21.00S,2026-03-29T22:19:10.2Z,1,REGULAR,2pt,Jump Shot,[],1641731,22.683968462549277,33.33333333333333,1610612764,10,2,2026-03-29T22:24:00Z,620000,False,83.0,161.0,1,left,MISS B. Coulibaly 18' driving floating Shot,[1641731],1610612764.0,WAS,driving floating,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Right Center,18.1,Missed,,,,,,,,,,,,,,,,,,
63,PT07M20.00S,2026-03-29T22:19:11.2Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612757,10,2,2026-03-29T22:19:16Z,630000,False,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Right Center,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,,,
64,PT07M11.00S,2026-03-29T22:19:22.8Z,1,REGULAR,turnover,out-of-bounds,[],201950,,,1610612757,10,2,2026-03-29T22:19:28Z,640000,False,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (1 TO),[201950],1610612757.0,POR,bad pass,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1193.0,,,,,,,,1.0,,
65,PT07M11.00S,2026-03-29T22:19:25.2Z,1,REGULAR,substitution,out,[],1641778,,,1610612764,10,2,2026-03-29T22:19:36Z,650000,False,,,0,,SUB out: L. Black,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M11.00S,2026-03-29T22:19:25.2Z,1,REGULAR,substitution,in,[],1630264,,,1610612764,10,2,2026-03-29T22:19:36Z,660000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M55.00S,2026-03-29T22:19:54.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642267,18.873193166885677,79.90196078431373,1610612764,10,4,2026-03-29T22:19:58Z,670000,False,-150.0,125.0,1,left,B. Carrington 19' pullup Jump Shot (2 PTS) (J. Reese 1 AST),"[1642267, 1642882]",1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left Center,19.48,Made,,,,,2.0,,,,,,,,J. Reese,1642882.0,1.0,,,
69,PT06M44.00S,2026-03-29T22:20:05.2Z,1,REGULAR,3pt,Jump Shot,[],1630703,92.59198423127464,95.58823529411765,1610612757,10,4,2026-03-29T22:20:08Z,690000,False,228.0,17.0,1,right,MISS S. Henderson 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Right Corner 3,24+ Right,22.85,Missed,,,,,,,,,,,,,,,,,,
70,PT06M42.00S,2026-03-29T22:20:07.2Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,10,4,2026-03-29T22:20:08Z,700000,False,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Right Corner 3,24+ Right,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT06M32.00S,2026-03-29T22:20:17.6Z,1,REGULAR,2pt,Jump Shot,[],1642267,23.73521681997372,72.05882352941177,1610612764,10,6,2026-03-29T22:20:22Z,710000,False,-110.0,171.0,1,left,B. Carrington 20' fadeaway Jump Shot (4 PTS),[1642267],1610612764.0,WAS,fadeaway,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left Center,20.32,Made,,,,,4.0,,,,,,,,,,,,,
72,PT06M20.00S,2026-03-29T22:20:36.7Z,1,REGULAR,foul,personal,['1freethrow'],1641774,,,1610612757,10,6,2026-03-29T22:23:32Z,720000,False,,,0,,T. Vukcevic shooting personal FOUL (1 PF) (Avdija 1 FT),"[1641774, 1630166]",1610612764.0,WAS,shooting,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,1193.0,1.0,0.0,Avdija,1630166.0,,,,,,
75,PT06M20.00S,2026-03-29T22:20:47.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,10,6,2026-03-29T22:22:57Z,750000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M20.00S,2026-03-29T22:21:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.06636005256242,54.90196078431373,1610612757,12,6,2026-03-29T22:29:21Z,765000,False,25.0,22.0,1,right,D. Avdija driving Layup (4 PTS) (S. Henderson 1 AST),"[1630166, 1630703]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,4.0,,,,,,,,S. Henderson,1630703.0,1.0,,,
79,PT06M20.00S,2026-03-29T22:22:45.3Z,1,REGULAR,substitution,out,[],201950,,,1610612764,12,6,2026-03-29T22:29:02Z,770000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M20.00S,2026-03-29T22:22:45.3Z,1,REGULAR,substitution,out,[],1641774,,,1610612764,12,6,2026-03-29T22:29:02Z,780000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M20.00S,2026-03-29T22:22:45.3Z,1,REGULAR,substitution,in,[],1631200,,,1610612764,12,6,2026-03-29T22:29:02Z,790000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M20.00S,2026-03-29T22:22:45.3Z,1,REGULAR,substitution,in,[],1630536,,,1610612764,12,6,2026-03-29T22:29:02Z,800000,False,,,0,,SUB in: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M20.00S,2026-03-29T22:22:45.3Z,1,REGULAR,substitution,out,[],1630703,,,1610612764,12,6,2026-03-29T22:29:02Z,810000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M20.00S,2026-03-29T22:22:45.3Z,1,REGULAR,substitution,in,[],1629680,,,1610612764,12,6,2026-03-29T22:29:02Z,820000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M20.00S,2026-03-29T22:23:38.0Z,1,REGULAR,freethrow,1 of 1,[],1630166,,,1610612757,13,6,2026-03-29T22:23:38Z,830000,False,,,0,,D. Avdija Free Throw 1 of 1 (5 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
86,PT06M06.00S,2026-03-29T22:23:52.7Z,1,REGULAR,3pt,Jump Shot,[],1641731,31.882391590013142,27.450980392156865,1610612764,13,6,2026-03-29T22:24:04Z,840000,False,113.0,247.0,1,left,MISS B. Coulibaly 27' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,27.17,Missed,,,,,,,,,,,,,,,,,,
87,PT06M05.00S,2026-03-29T22:23:53.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,13,6,2026-03-29T22:24:04Z,850000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,86.0,,,,,,,,,,,,,,,,,
89,PT05M53.00S,2026-03-29T22:24:15.7Z,1,REGULAR,3pt,Jump Shot,[],1641739,69.72733245729303,70.58823529411765,1610612757,13,6,2026-03-29T22:24:19Z,870000,False,103.0,232.0,1,right,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
