actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
49,PT07M51.00S,2025-11-04T03:19:09.2Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,6,12,2025-11-04T03:19:22Z,480000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M51.00S,2025-11-04T03:19:09.2Z,1,REGULAR,substitution,in,[],1629057,,,1610612757,6,12,2025-11-04T03:19:22Z,490000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M51.00S,2025-11-04T03:19:09.2Z,1,REGULAR,substitution,in,[],203924,,,1610612757,6,12,2025-11-04T03:19:22Z,500000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M39.00S,2025-11-04T03:19:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.9060446780552,51.9607843137255,1610612757,6,12,2025-11-04T03:19:54Z,510000,False,10.0,5.0,1,right,MISS D. Avdija driving Layup - blocked,"[1630166, 1629028]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.09,Missed,,,,,,,,,,,,,Ayton,1629028.0,,,,
53,PT07M39.00S,2025-11-04T03:19:51.0Z,1,REGULAR,block,,[],1629028,,,1610612757,6,12,2025-11-04T03:19:52Z,520000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M37.00S,2025-11-04T03:19:53.0Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612757,6,12,2025-11-04T03:19:54Z,530000,False,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,52.0,1.0,0.0,1.0,,,,,,
55,PT07M34.00S,2025-11-04T03:19:55.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,94.03745072273325,3.9215686274509802,1610612757,9,12,2025-11-04T03:20:01Z,540000,False,-230.0,4.0,1,right,T. Camara 3PT  (3 PTS) (R. Williams III 1 AST),"[1641739, 1629057]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,23.04,Made,3.0,,,,R. Williams III,1629057.0,1.0,,,,,,,,,,,
57,PT07M14.00S,2025-11-04T03:20:16.9Z,1,REGULAR,turnover,lost ball,[],203935,,,1610612747,9,12,2025-11-04T03:20:30Z,560000,False,,,0,,M. Smart lost ball TURNOVER (1 TO),"[203935, 201950]",1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,1.0,Holiday,201950.0,,,,,,,,,,,,,,
58,PT07M14.00S,2025-11-04T03:20:16.9Z,1,REGULAR,steal,,[],201950,,,1610612757,9,12,2025-11-04T03:20:19Z,570000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
59,PT07M09.00S,2025-11-04T03:20:20.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630166,94.1688567674113,50.245098039215684,1610612757,11,12,2025-11-04T03:20:34Z,580000,False,1.0,2.0,1,right,D. Avdija running DUNK (4 PTS),[1630166],1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,0.26,Made,4.0,,,,,,,,,,,,,,,,,
60,PT06M55.00S,2025-11-04T03:20:35.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,7.5722733245729295,48.77450980392157,1610612747,11,14,2025-11-04T03:20:42Z,590000,False,6.0,19.0,1,left,D. Ayton driving Hook (6 PTS) (M. Smart 3 AST),"[1629028, 203935]",1610612747.0,LAL,driving,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.97,Made,6.0,,,,M. Smart,203935.0,3.0,,,,,,,,,,,
62,PT06M47.00S,2025-11-04T03:20:43.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.85479632063075,49.754901960784316,1610612757,13,14,2025-11-04T03:20:46Z,610000,False,-1.0,15.0,1,right,R. Williams III cutting DUNK (2 PTS) (J. Grant 1 AST),"[1629057, 203924]",1610612757.0,POR,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,,,,J. Grant,203924.0,1.0,,,,,,,,,,,
64,PT06M22.00S,2025-11-04T03:21:07.9Z,1,REGULAR,2pt,Jump Shot,[],203935,22.158344283837057,41.17647058823529,1610612747,13,14,2025-11-04T03:21:11Z,630000,False,44.0,156.0,1,left,MISS M. Smart 16' turnaround fadeaway Shot,[203935],1610612747.0,LAL,turnaround fadeaway,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,16.19,Missed,,,,,,,,,,,,,,,,,,
65,PT06M20.00S,2025-11-04T03:21:09.9Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,13,14,2025-11-04T03:21:11Z,640000,False,,,0,,T. Camara REBOUND (Off:1 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Center,,,,,,,,,,,64.0,2.0,1.0,1.0,,,,,,
66,PT06M11.00S,2025-11-04T03:21:20.4Z,1,REGULAR,foul,personal,['2freethrow'],1642261,,,1610612757,13,14,2025-11-04T03:21:27Z,650000,False,,,0,,D. Knecht shooting personal FOUL (1 PF) (Grant 2 FT),"[1642261, 203924]",1610612747.0,LAL,shooting,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,,,,,,,,,,201639.0,,,,,,,1.0,0.0,Grant,203924.0
68,PT06M11.00S,2025-11-04T03:21:50.2Z,1,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,14,14,2025-11-04T03:22:14Z,670000,False,,,0,,J. Grant Free Throw 1 of 2 (1 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
69,PT06M11.00S,2025-11-04T03:21:50.7Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,14,14,2025-11-04T03:21:58Z,680000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M11.00S,2025-11-04T03:21:50.7Z,1,REGULAR,substitution,out,[],1642261,,,1610612757,14,14,2025-11-04T03:21:58Z,690000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M11.00S,2025-11-04T03:21:50.7Z,1,REGULAR,substitution,out,[],203935,,,1610612757,14,14,2025-11-04T03:21:58Z,700000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M11.00S,2025-11-04T03:21:50.7Z,1,REGULAR,substitution,in,[],1631200,,,1610612757,14,14,2025-11-04T03:21:58Z,710000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M11.00S,2025-11-04T03:21:50.7Z,1,REGULAR,substitution,in,[],1641733,,,1610612757,14,14,2025-11-04T03:21:58Z,720000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M11.00S,2025-11-04T03:21:50.7Z,1,REGULAR,substitution,in,[],1642355,,,1610612757,14,14,2025-11-04T03:21:58Z,730000,False,,,0,,SUB in: B. James,[1642355],1610612747.0,LAL,,,,James,B. James,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M11.00S,2025-11-04T03:21:50.2Z,1,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,14,14,2025-11-04T03:22:14Z,740000,False,,,0,,MISS J. Grant Free Throw 2 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
76,PT06M09.00S,2025-11-04T03:21:52.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,14,14,2025-11-04T03:22:14Z,750000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,
77,PT05M56.00S,2025-11-04T03:22:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,13.354139290407357,50.0,1610612747,14,14,2025-11-04T04:09:38Z,760000,False,0.0,73.0,1,left,MISS N. Smith Jr. 7' fadeaway Shot - blocked,"[1641733, 1631200]",1610612747.0,LAL,fadeaway,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,Murray,1631200.0,,,,
78,PT05M56.00S,2025-11-04T03:22:25.9Z,1,REGULAR,block,,[],1631200,,,1610612747,14,14,2025-11-04T03:22:28Z,770000,False,,,0,,K. Murray BLOCK (1 BLK),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT05M54.00S,2025-11-04T03:22:27.9Z,1,REGULAR,rebound,defensive,[],201950,,,1610612757,14,14,2025-11-04T03:22:31Z,780000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,
80,PT05M49.00S,2025-11-04T03:22:33.5Z,1,REGULAR,turnover,lost ball,[],1641739,,,1610612757,14,14,2025-11-04T03:22:38Z,790000,False,,,0,,T. Camara lost ball TURNOVER (1 TO),"[1641739, 1641733]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,Smith Jr.,1641733.0,,,,,,,,,,,,,,
81,PT05M49.00S,2025-11-04T03:22:33.5Z,1,REGULAR,steal,,[],1641733,,,1610612747,14,14,2025-11-04T04:10:11Z,800000,False,,,0,,N. Smith Jr. STEAL (1 STL),[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
