actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
41,PT09M07.00S,2026-01-18T03:18:43.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631321,91.14651773981603,3.431372549019608,1610612757,5,8,2026-01-18T03:18:47Z,410000,False,-233.0,31.0,1,right,MISS S. Cissoko 3PT,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,23.48,,,,,,,,,
42,PT09M03.00S,2026-01-18T03:18:47.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,5,8,2026-01-18T03:18:47Z,420000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,41.0,1.0,1.0,0.0,,,,,
43,PT08M56.00S,2026-01-18T03:18:54.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,14.799605781865965,35.78431372549019,1610612747,5,8,2026-01-18T03:18:58Z,430000,False,71.0,87.0,1,left,MISS M. Smart 11' driving floating Shot,[203935],1610612747.0,LAL,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,11.2,,,,,,,,,
44,PT08M54.00S,2026-01-18T03:18:56.5Z,1,REGULAR,rebound,defensive,[],1631321,,,1610612757,5,8,2026-01-18T03:18:56Z,440000,False,,,0,,S. Cissoko REBOUND (Off:0 Def:1),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,
45,PT08M50.00S,2026-01-18T03:19:00.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,65.39093298291722,47.794117647058826,1610612757,5,8,2026-01-18T03:22:50Z,450000,False,-11.0,273.0,1,right,MISS J. Holiday 27' running pullup 3PT,[201950],1610612757.0,POR,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,27.3,,,,,,,,,
46,PT08M49.00S,2026-01-18T03:19:01.0Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,5,8,2026-01-18T03:19:44Z,460000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,45.0,2.0,1.0,1.0,,,,,
47,PT08M49.00S,2026-01-18T03:19:03.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,93.24901445466492,47.05882352941176,1610612757,7,8,2026-01-18T03:19:12Z,470000,False,-15.0,11.0,1,right,D. Clingan putback Layup (2 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,1.84,,,,,,,,,
48,PT08M49.00S,2026-01-18T03:19:05.3Z,1,REGULAR,foul,personal,['1freethrow'],1629216,,,1610612757,7,8,2026-01-18T03:19:16Z,480000,False,,,0,,G. Vincent shooting personal FOUL (1 PF) (Clingan 1 FT),"[1629216, 1642270]",1610612747.0,LAL,shooting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Clingan,1642270.0,,,,,,,,,,,,,,,
50,PT08M49.00S,2026-01-18T03:19:28.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1642270,,,1610612757,8,8,2026-01-18T03:19:28Z,500000,False,,,0,,D. Clingan Free Throw 1 of 1 (3 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
51,PT08M24.00S,2026-01-18T03:19:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,6.389618922470433,48.529411764705884,1610612747,8,10,2026-01-18T03:20:00Z,510000,False,7.0,8.0,1,left,M. Kleber driving finger roll Layup (7 PTS) (L. James 1 AST),"[1628467, 2544]",1610612747.0,LAL,driving finger roll,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,1.06,,,,,L. James,2544.0,1.0,,
53,PT08M14.00S,2026-01-18T03:20:07.1Z,1,REGULAR,turnover,out-of-bounds,[],1631101,,,1610612757,8,10,2026-01-18T03:20:16Z,530000,False,,,0,,S. Sharpe bad pass out-of-bounds TURNOVER (1 TO),[1631101],1610612757.0,POR,bad pass,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,1628954.0,,,,,,,1.0,,,,,,,,,,,,
54,PT08M02.00S,2026-01-18T03:20:30.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,6.389618922470433,51.225490196078425,1610612747,8,12,2026-01-18T03:20:35Z,540000,False,-6.0,8.0,1,left,M. Smart cutting Layup (5 PTS) (L. James 2 AST),"[203935, 2544]",1610612747.0,LAL,cutting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,0.97,,,,,L. James,2544.0,2.0,,
56,PT07M53.00S,2026-01-18T03:20:41.6Z,1,REGULAR,foul,personal,[],203935,,,1610612757,8,12,2026-01-18T03:20:52Z,560000,False,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1631101]",1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,1628954.0,1.0,0.0,Sharpe,1631101.0,,,,,,,,,,,,,,,
58,PT07M44.00S,2026-01-18T03:21:11.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,95.3515111695138,47.05882352941176,1610612757,10,12,2026-01-18T03:21:15Z,580000,False,-15.0,-9.0,1,right,D. Clingan cutting DUNK (5 PTS) (J. Holiday 1 AST),"[1642270, 201950]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,1.71,,,,,J. Holiday,201950.0,1.0,,
60,PT07M26.00S,2026-01-18T03:21:28.6Z,1,REGULAR,3pt,Jump Shot,[],1628467,28.991458607095925,74.75490196078431,1610612747,10,12,2026-01-18T03:21:31Z,600000,False,-124.0,220.0,1,left,MISS M. Kleber 25' 3PT,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,25.24,,,,,,,,,
61,PT07M24.00S,2026-01-18T03:21:30.6Z,1,REGULAR,rebound,defensive,[],201950,,,1610612757,10,12,2026-01-18T03:21:31Z,610000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,
62,PT07M17.00S,2026-01-18T03:21:38.4Z,1,REGULAR,3pt,Jump Shot,[],1642270,91.27792378449409,95.09803921568627,1610612757,10,12,2026-01-18T03:21:51Z,620000,False,225.0,29.0,1,right,MISS D. Clingan 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,22.74,,,,,,,,,
63,PT07M14.00S,2026-01-18T03:21:47.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,10,12,2026-01-18T03:21:47Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,62.0,,,,,,,,
66,PT07M12.00S,2026-01-18T03:22:16.0Z,1,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612757,10,12,2026-01-18T03:22:23Z,660000,False,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Camara 2 FT),"[1631222, 1641739]",1610612747.0,LAL,shooting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,203593.0,1.0,0.0,Camara,1641739.0,,,,,,,,,,,,,,,
68,PT07M12.00S,2026-01-18T03:22:39.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641739,,,1610612757,10,12,2026-01-18T03:22:39Z,680000,False,,,0,,MISS T. Camara Free Throw 1 of 2,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
69,PT07M12.00S,2026-01-18T03:22:39.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,10,12,2026-01-18T03:22:39Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,
70,PT07M12.00S,2026-01-18T03:22:55.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641739,,,1610612757,11,12,2026-01-18T03:22:55Z,700000,False,,,0,,T. Camara Free Throw 2 of 2 (1 PTS),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
71,PT07M04.00S,2026-01-18T03:23:06.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628467,6.1268068331143235,50.245098039215684,1610612747,11,14,2026-01-18T03:23:11Z,710000,False,-1.0,5.0,1,left,M. Kleber cutting DUNK (9 PTS) (J. LaRavia 2 AST),"[1628467, 1631222]",1610612747.0,LAL,cutting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,0.52,,,,,J. LaRavia,1631222.0,2.0,,
73,PT06M55.00S,2026-01-18T03:23:16.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612757,11,14,2026-01-18T03:23:29Z,730000,False,,,0,,M. Kleber shooting personal FOUL (2 PF) (Clingan 2 FT),"[1628467, 1642270]",1610612747.0,LAL,shooting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,2003.0,2.0,0.0,Clingan,1642270.0,,,,,,,,,,,,,,,
75,PT06M55.00S,2026-01-18T03:23:31.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,11,14,2026-01-18T03:23:31Z,750000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M55.00S,2026-01-18T03:24:25.6Z,1,REGULAR,substitution,out,[],201950,,,1610612757,11,14,2026-01-18T03:26:15Z,760000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M55.00S,2026-01-18T03:24:25.6Z,1,REGULAR,substitution,out,[],1629216,,,1610612757,11,14,2026-01-18T03:26:15Z,770000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M55.00S,2026-01-18T03:24:25.6Z,1,REGULAR,substitution,in,[],1631126,,,1610612757,11,14,2026-01-18T03:26:15Z,780000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M55.00S,2026-01-18T03:24:25.6Z,1,REGULAR,substitution,in,[],1629060,,,1610612757,11,14,2026-01-18T03:26:15Z,790000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M55.00S,2026-01-18T03:26:34.6Z,1,REGULAR,freethrow,1 of 2,[],1642270,,,1610612757,11,14,2026-01-18T03:26:34Z,800000,False,,,0,,MISS D. Clingan Free Throw 1 of 2,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
81,PT06M55.00S,2026-01-18T03:26:34.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,11,14,2026-01-18T03:26:34Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,
82,PT06M55.00S,2026-01-18T03:26:53.7Z,1,REGULAR,freethrow,2 of 2,[],1642270,,,1610612757,12,14,2026-01-18T03:26:53Z,820000,False,,,0,,D. Clingan Free Throw 2 of 2 (6 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
83,PT06M39.00S,2026-01-18T03:27:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,7.178055190538765,62.745098039215684,1610612747,12,14,2026-01-18T03:27:15Z,830000,False,-64.0,15.0,1,left,MISS M. Smart 6' turnaround fadeaway Shot,[203935],1610612747.0,LAL,turnaround fadeaway,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,6.54,,,,,,,,,
84,PT06M37.00S,2026-01-18T03:27:12.9Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,12,14,2026-01-18T03:27:15Z,840000,False,,,0,,D. Clingan REBOUND (Off:1 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,83.0,3.0,2.0,1.0,,,,,
85,PT06M27.00S,2026-01-18T03:27:22.6Z,1,REGULAR,3pt,Jump Shot,[],1631101,66.44218134034165,38.23529411764706,1610612757,15,14,2026-01-18T03:27:29Z,850000,False,-59.0,263.0,1,right,S. Sharpe 26' 3PT pullup (4 PTS) (T. Camara 1 AST),"[1631101, 1641739]",1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,Made,4.0,,,,26.94,,,,,T. Camara,1641739.0,1.0,,
87,PT06M15.00S,2026-01-18T03:27:34.7Z,1,REGULAR,2pt,Jump Shot,[],2544,9.017739816031538,73.0392156862745,1610612747,15,14,2026-01-18T03:27:39Z,870000,False,-115.0,32.0,1,left,MISS L. James 11' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,11.96,,,,,,,,,
88,PT06M12.00S,2026-01-18T03:27:37.3Z,1,REGULAR,rebound,defensive,[],1631321,,,1610612757,15,14,2026-01-18T03:27:37Z,880000,False,,,0,,S. Cissoko REBOUND (Off:0 Def:2),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,87.0,2.0,2.0,0.0,,,,,
89,PT06M10.00S,2026-01-18T03:27:42.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631222,,,1610612757,15,14,2026-01-18T03:27:49Z,890000,False,,,0,,J. LaRavia personal FOUL (2 PF) (Cissoko 2 FT),"[1631222, 1631321]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Center,203593.0,2.0,0.0,Cissoko,1631321.0,,,,,,,,,,,,,,,
91,PT06M10.00S,2026-01-18T03:28:10.0Z,1,REGULAR,freethrow,1 of 2,[],1631321,,,1610612757,15,14,2026-01-18T03:28:10Z,910000,False,,,0,,MISS S. Cissoko Free Throw 1 of 2,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
