actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
20,PT10M31.00S,2025-12-24T03:13:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641739,91.40932982917214,41.17647058823529,1610612757,0,6,2025-12-24T03:16:03Z,200000,False,-44.0,28.0,1,right,MISS T. Camara driving floating bank Shot,[1641739],1610612757.0,POR,driving floating bank,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,5.24,Missed,,,,,,,,,,,,,,,,,,
21,PT10M29.00S,2025-12-24T03:13:27.9Z,1,REGULAR,rebound,offensive,[],1631200,,,1610612757,0,6,2025-12-24T03:13:27Z,210000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,20.0,2.0,1.0,1.0,,,,,,,,,,,,,
22,PT10M28.00S,2025-12-24T03:13:33.4Z,1,REGULAR,foul,personal,[],1631094,,,1610612757,0,6,2025-12-24T03:13:43Z,220000,False,,,0,,P. Banchero personal FOUL (1 PF),"[1631094, 1631200]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1148.0,1.0,0.0,Murray,1631200.0,,,
24,PT10M24.00S,2025-12-24T03:13:51.0Z,1,REGULAR,turnover,bad pass,[],1630166,,,1610612757,0,6,2025-12-24T03:13:55Z,240000,False,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 1630217]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Bane,1630217.0
25,PT10M24.00S,2025-12-24T03:13:51.0Z,1,REGULAR,steal,,[],1630217,,,1610612753,0,6,2025-12-24T03:13:53Z,250000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
26,PT10M19.00S,2025-12-24T03:13:56.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641710,7.703679369250986,54.166666666666664,1610612753,0,8,2025-12-24T03:17:42Z,260000,False,-21.0,20.0,1,left,A. Black driving floating bank Jump Shot (8 PTS) (D. Bane 1 AST),"[1641710, 1630217]",1610612753.0,ORL,driving floating bank,,,Black,A. Black,,,,,Restricted Area,0-8 Center,2.88,Made,8.0,,,,,,,D. Bane,1630217.0,1.0,,,,,,,,
28,PT10M17.00S,2025-12-24T03:14:04.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,0,8,2025-12-24T03:14:04Z,280000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT10M02.00S,2025-12-24T03:17:07.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,91.27792378449409,57.84313725490197,1610612757,2,8,2025-12-24T03:17:14Z,290000,False,39.0,29.0,1,right,D. Avdija driving finger roll Layup (2 PTS),[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,4.91,Made,2.0,,,,,,,,,,,,,,,,,
30,PT09M33.00S,2025-12-24T03:17:38.4Z,1,REGULAR,2pt,Jump Shot,[],1641710,20.844283837056505,51.71568627450981,1610612753,2,8,2025-12-24T03:18:43Z,300000,False,-9.0,143.0,1,left,MISS A. Black 14' driving floating Shot,[1641710],1610612753.0,ORL,driving floating,,,Black,A. Black,,,,,Mid-Range,8-16 Center,14.37,Missed,,,,,,,,,,,,,,,,,,
31,PT09M31.00S,2025-12-24T03:17:40.4Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,2,8,2025-12-24T03:18:15Z,310000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Center,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,
32,PT09M22.00S,2025-12-24T03:17:48.2Z,1,REGULAR,3pt,Jump Shot,[],1631200,89.56964520367937,95.58823529411765,1610612757,2,8,2025-12-24T03:17:54Z,320000,False,228.0,46.0,1,right,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,23.24,Missed,,,,,,,,,,,,,,,,,,
33,PT09M21.00S,2025-12-24T03:17:49.2Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,8,2025-12-24T04:20:39Z,330000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,
34,PT09M14.00S,2025-12-24T03:17:57.2Z,1,REGULAR,turnover,lost ball,[],1641710,,,1610612753,2,8,2025-12-24T03:18:03Z,340000,False,,,0,,A. Black lost ball TURNOVER (1 TO),"[1641710, 1631101]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Sharpe,1631101.0
35,PT09M14.00S,2025-12-24T03:17:57.2Z,1,REGULAR,steal,,[],1631101,,,1610612757,2,8,2025-12-24T03:17:59Z,350000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
36,PT09M10.00S,2025-12-24T03:18:00.1Z,1,REGULAR,turnover,bad pass,[],1631101,,,1610612757,2,8,2025-12-24T03:18:05Z,360000,False,,,0,,S. Sharpe bad pass TURNOVER (1 TO),"[1631101, 1630217]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Bane,1630217.0
37,PT09M10.00S,2025-12-24T03:18:00.1Z,1,REGULAR,steal,,[],1630217,,,1610612753,2,8,2025-12-24T03:18:02Z,370000,False,,,0,,D. Bane STEAL (2 STL),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
38,PT09M07.00S,2025-12-24T03:18:03.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628976,9.411957950065702,49.754901960784316,1610612753,2,10,2025-12-24T03:21:22Z,380000,False,1.0,36.0,1,left,W. Carter Jr. running DUNK (2 PTS) (T. Jones 2 AST),"[1628976, 1626145]",1610612753.0,ORL,running,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,3.6,Made,2.0,,,,,,,T. Jones,1626145.0,2.0,,,,,,,,
40,PT08M52.00S,2025-12-24T03:18:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,83.39356110381078,40.931372549019606,1610612757,2,10,2025-12-24T03:21:53Z,400000,False,-45.0,104.0,1,right,MISS S. Sharpe 11' fadeaway Shot,[1631101],1610612757.0,POR,fadeaway,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,11.31,Missed,,,,,,,,,,,,,,,,,,
41,PT08M50.00S,2025-12-24T03:18:19.7Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,2,10,2025-12-24T03:18:24Z,410000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,
42,PT08M41.00S,2025-12-24T03:18:31.5Z,1,REGULAR,2pt,Jump Shot,[],1641710,21.632720105124836,50.0,1610612753,2,10,2025-12-24T03:22:42Z,420000,False,0.0,151.0,1,left,MISS A. Black 15' driving floating Shot,[1641710],1610612753.0,ORL,driving floating,,,Black,A. Black,,,,,Mid-Range,8-16 Center,15.08,Missed,,,,,,,,,,,,,,,,,,
43,PT08M40.00S,2025-12-24T03:18:32.5Z,1,REGULAR,rebound,offensive,[],1641710,,,1610612753,2,10,2025-12-24T03:22:42Z,430000,False,,,0,,A. Black REBOUND (Off:1 Def:0),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,8-16 Center,,,,42.0,1.0,0.0,1.0,,,,,,,,,,,,,
44,PT08M40.00S,2025-12-24T03:18:35.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641710,5.590000152587891,50.0,1610612753,2,10,2025-12-24T03:23:05Z,440000,False,0.0,0.0,1,left,MISS A. Black tip Layup,[1641710],1610612753.0,ORL,tip,,,Black,A. Black,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
45,PT08M39.00S,2025-12-24T03:18:36.2Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,2,10,2025-12-24T03:23:05Z,450000,False,,,0,,D. Clingan REBOUND (Off:0 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,
46,PT08M33.00S,2025-12-24T03:18:37.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631101,92.06636005256242,47.794117647058826,1610612757,4,10,2025-12-24T03:18:48Z,460000,False,-11.0,22.0,1,right,S. Sharpe running alley-oop DUNK (2 PTS) (D. Avdija 1 AST),"[1631101, 1630166]",1610612757.0,POR,running alley-oop,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,2.47,Made,2.0,,,,,,,D. Avdija,1630166.0,1.0,,,,,,,,
48,PT08M07.00S,2025-12-24T03:19:03.6Z,1,REGULAR,foul,personal,['2freethrow'],1631200,,,1610612753,4,10,2025-12-24T03:19:18Z,480000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Banchero 2 FT),"[1631200, 1631094]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1630888.0,1.0,0.0,Banchero,1631094.0,,,
50,PT08M07.00S,2025-12-24T03:19:35.2Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,4,11,2025-12-24T03:19:35Z,500000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
51,PT08M07.00S,2025-12-24T03:19:52.2Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,4,12,2025-12-24T03:19:52Z,510000,False,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
52,PT08M00.00S,2025-12-24T03:20:03.0Z,1,REGULAR,foul,personal,[],1641710,,,1610612757,4,12,2025-12-24T03:20:12Z,520000,False,,,0,,A. Black personal FOUL (1 PF),"[1641710, 1630166]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202053.0,1.0,0.0,Avdija,1630166.0,,,
54,PT08M00.00S,2025-12-24T03:20:10.6Z,1,REGULAR,substitution,out,[],1628976,,,1610612757,4,12,2025-12-24T03:20:20Z,540000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M00.00S,2025-12-24T03:20:10.6Z,1,REGULAR,substitution,out,[],1630217,,,1610612757,4,12,2025-12-24T03:20:20Z,550000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M00.00S,2025-12-24T03:20:10.6Z,1,REGULAR,substitution,in,[],1642869,,,1610612757,4,12,2025-12-24T03:20:20Z,560000,False,,,0,,SUB in: N. Penda,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT08M00.00S,2025-12-24T03:20:10.6Z,1,REGULAR,substitution,in,[],1628371,,,1610612757,4,12,2025-12-24T03:20:20Z,570000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M56.00S,2025-12-24T03:20:35.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,71.43561103810775,12.745098039215685,1610612757,4,12,2025-12-24T03:20:45Z,580000,False,-186.0,216.0,1,right,MISS D. Avdija 28' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,28.52,Missed,,,,,,,,,,,,,,,,,,
59,PT07M52.00S,2025-12-24T03:20:39.7Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,4,12,2025-12-24T03:20:45Z,590000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,58.0,1.0,0.0,1.0,,,,,,,,,,,,,
60,PT07M50.00S,2025-12-24T03:20:40.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631101,67.09921156373193,56.127450980392155,1610612757,4,12,2025-12-24T03:20:48Z,600000,False,31.0,257.0,1,right,MISS S. Sharpe 25' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
61,PT07M50.00S,2025-12-24T03:20:40.5Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,4,12,2025-12-24T03:20:48Z,610000,False,,,0,,D. Clingan REBOUND (Off:1 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,60.0,3.0,2.0,1.0,,,,,,,,,,,,,
62,PT07M42.00S,2025-12-24T03:20:48.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631200,89.43823915900131,45.34313725490196,1610612757,6,12,2025-12-24T03:25:00Z,620000,False,-23.0,47.0,1,right,K. Murray driving Layup (2 PTS),[1631200],1610612757.0,POR,driving,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,2.0,,,,,,,,,,,,,,,,,
63,PT07M31.00S,2025-12-24T03:20:59.8Z,1,REGULAR,3pt,Jump Shot,[],1641710,11.12023653088042,95.58823529411765,1610612753,6,15,2025-12-24T03:21:04Z,630000,False,-228.0,52.0,1,left,A. Black 3PT  (11 PTS) (N. Penda 1 AST),"[1641710, 1642869]",1610612753.0,ORL,,,,Black,A. Black,,,,,Left Corner 3,24+ Left,23.38,Made,11.0,,,,,,,N. Penda,1642869.0,1.0,,,,,,,,
65,PT07M23.00S,2025-12-24T03:21:07.3Z,1,REGULAR,3pt,Jump Shot,[],1641739,73.66951379763469,14.215686274509803,1610612757,6,15,2025-12-24T03:21:13Z,650000,False,-179.0,195.0,1,right,MISS T. Camara 26' step back 3PT,[1641739],1610612757.0,POR,step back,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
66,PT07M20.00S,2025-12-24T03:21:10.3Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,6,15,2025-12-24T03:21:13Z,660000,False,,,0,,A. Black REBOUND (Off:1 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,,,,65.0,2.0,1.0,1.0,,,,,,,,,,,,,
67,PT07M16.00S,2025-12-24T03:21:14.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642869,6.521024967148489,94.6078431372549,1610612753,6,15,2025-12-24T03:25:48Z,670000,False,-223.0,9.0,1,left,MISS N. Penda running 3PT,[1642869],1610612753.0,ORL,running,,,Penda,N. Penda,,,,,Left Corner 3,24+ Left,22.32,Missed,,,,,,,,,,,,,,,,,,
68,PT07M13.00S,2025-12-24T03:21:17.8Z,1,REGULAR,rebound,offensive,[],1642869,,,1610612753,6,15,2025-12-24T03:21:17Z,680000,False,,,0,,N. Penda REBOUND (Off:1 Def:0),[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Left Corner 3,24+ Left,,,,67.0,1.0,0.0,1.0,,,,,,,,,,,,,
69,PT07M11.00S,2025-12-24T03:21:19.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626145,31.750985545335087,73.2843137254902,1610612753,6,18,2025-12-24T03:21:23Z,690000,False,-116.0,246.0,1,left,T. Jones 27' 3PT  (3 PTS) (N. Penda 2 AST),"[1626145, 1642869]",1610612753.0,ORL,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,27.21,Made,3.0,,,,,,,N. Penda,1642869.0,2.0,,,,,,,,
71,PT06M48.00S,2025-12-24T03:21:42.2Z,1,REGULAR,3pt,Jump Shot,[],1631101,65.52233902759527,56.372549019607845,1610612757,9,18,2025-12-24T03:21:47Z,710000,False,32.0,272.0,1,right,S. Sharpe 27' 3PT  (5 PTS) (T. Camara 1 AST),"[1631101, 1641739]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,27.35,Made,5.0,,,,,,,T. Camara,1641739.0,1.0,,,,,,,,
73,PT06M23.00S,2025-12-24T03:22:08.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642869,8.492115637319317,57.107843137254896,1610612753,9,18,2025-12-24T03:22:14Z,730000,False,-36.0,27.0,1,left,MISS N. Penda driving Layup,[1642869],1610612753.0,ORL,driving,,,Penda,N. Penda,,,,,In The Paint (Non-RA),0-8 Center,4.48,Missed,,,,,,,,,,,,,,,,,,
74,PT06M21.00S,2025-12-24T03:22:10.0Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,9,18,2025-12-24T03:22:14Z,740000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,
75,PT06M13.00S,2025-12-24T03:22:17.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631200,92.32917214191852,52.20588235294118,1610612757,11,18,2025-12-24T03:22:22Z,750000,False,11.0,20.0,1,right,K. Murray cutting DUNK (4 PTS) (D. Clingan 1 AST),"[1631200, 1642270]",1610612757.0,POR,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,2.25,Made,4.0,,,,,,,D. Clingan,1642270.0,1.0,,,,,,,,
77,PT05M59.00S,2025-12-24T03:22:31.2Z,1,REGULAR,3pt,Jump Shot,[],1642869,31.750985545335087,70.09803921568627,1610612753,11,18,2025-12-24T03:22:38Z,770000,False,-100.0,246.0,1,left,MISS N. Penda 26' 3PT,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
78,PT05M56.00S,2025-12-24T03:22:34.9Z,1,REGULAR,rebound,offensive,[],1641710,,,1610612753,11,18,2025-12-24T03:22:34Z,780000,False,,,0,,A. Black REBOUND (Off:2 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,,,,77.0,3.0,1.0,2.0,,,,,,,,,,,,,
79,PT05M54.00S,2025-12-24T03:22:36.3Z,1,REGULAR,turnover,bad pass,[],1641710,,,1610612753,11,18,2025-12-24T03:22:40Z,790000,False,,,0,,A. Black bad pass TURNOVER (2 TO),"[1641710, 1642270]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,2.0,Clingan,1642270.0
80,PT05M54.00S,2025-12-24T03:22:36.3Z,1,REGULAR,steal,,[],1642270,,,1610612757,11,18,2025-12-24T03:22:38Z,800000,False,,,0,,D. Clingan STEAL (1 STL),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
81,PT05M51.00S,2025-12-24T03:22:40.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642270,92.46057818659659,52.94117647058824,1610612757,13,18,2025-12-24T03:22:45Z,810000,False,15.0,18.0,1,right,D. Clingan running alley-oop DUNK (2 PTS) (D. Avdija 2 AST),"[1642270, 1630166]",1610612757.0,POR,running alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,2.36,Made,2.0,,,,,,,D. Avdija,1630166.0,2.0,,,,,,,,
83,PT05M27.00S,2025-12-24T03:23:03.0Z,1,REGULAR,3pt,Jump Shot,[],1642869,4.5499342969776615,96.81372549019608,1610612753,13,18,2025-12-24T03:23:08Z,830000,False,-234.0,-10.0,1,left,MISS N. Penda 3PT,[1642869],1610612753.0,ORL,,,,Penda,N. Penda,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
