actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
528,PT04M58.00S,2026-03-24T03:55:00.9Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,84,62,2026-03-24T03:55:03Z,5220000,False,,,0,,N. Claxton REBOUND (Off:2 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,527.0,3.0,1.0,2.0,,,,,,,,,
529,PT04M50.00S,2026-03-24T03:55:10.8Z,3,REGULAR,foul,personal,['2freethrow'],1631104,,,1610612751,84,62,2026-03-24T03:55:18Z,5230000,False,,,0,,B. Wesley shooting personal FOUL (2 PF) (Williams 2 FT),"[1631104, 1630533]",1610612757.0,POR,shooting,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,,,,,,,,2.0,0.0,Williams,1630533.0,,,,,
531,PT04M50.00S,2026-03-24T03:55:36.8Z,3,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,84,63,2026-03-24T03:55:36Z,5250000,False,,,0,,Z. Williams Free Throw 1 of 2 (11 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
532,PT04M50.00S,2026-03-24T03:55:56.0Z,3,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,84,64,2026-03-24T03:55:56Z,5260000,False,,,0,,Z. Williams Free Throw 2 of 2 (12 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
533,PT04M38.00S,2026-03-24T03:56:11.0Z,3,REGULAR,turnover,out-of-bounds,[],1629680,,,1610612757,84,64,2026-03-24T03:56:20Z,5270000,False,,,0,,M. Thybulle lost ball out-of-bounds TURNOVER (3 TO),[1629680],1610612757.0,POR,lost ball,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,3.0,,,,,,,,,,,,,,,
534,PT04M20.00S,2026-03-24T03:56:43.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630533,91.93495400788436,61.51960784313726,1610612751,84,64,2026-03-24T03:56:48Z,5280000,False,58.0,23.0,1,right,MISS Z. Williams 6' fadeaway bank Shot,[1630533],1610612751.0,BKN,fadeaway bank,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.21,Missed,,,,,,,,,,,,,,,,,,
535,PT04M18.00S,2026-03-24T03:56:45.2Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,84,64,2026-03-24T03:56:48Z,5290000,False,,,0,,D. Clingan REBOUND (Off:3 Def:12),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,534.0,15.0,12.0,3.0,,,,,,,,,
536,PT04M11.00S,2026-03-24T03:56:52.0Z,3,REGULAR,3pt,Jump Shot,[],1630703,25.18068331143233,84.31372549019608,1610612757,87,64,2026-03-24T03:56:55Z,5300000,False,-172.0,184.0,1,left,S. Henderson 25' 3PT  (7 PTS) (K. Murray 3 AST),"[1630703, 1631200]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,25.17,Made,7.0,,,,,,,,,,,,,,,K. Murray,1631200.0,3.0
538,PT03M49.00S,2026-03-24T03:57:13.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,83.39356110381078,53.18627450980392,1610612751,87,64,2026-03-24T03:57:17Z,5320000,False,16.0,104.0,1,right,MISS N. Claxton 10' driving floating Shot,[1629651],1610612751.0,BKN,driving floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,10.48,Missed,,,,,,,,,,,,,,,,,,
539,PT03M48.00S,2026-03-24T03:57:14.0Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,87,64,2026-03-24T03:57:17Z,5330000,False,,,0,,N. Claxton REBOUND (Off:3 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,538.0,4.0,1.0,3.0,,,,,,,,,
540,PT03M46.00S,2026-03-24T03:57:16.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631169,91.14651773981603,4.411764705882353,1610612751,87,67,2026-03-24T03:57:20Z,5340000,False,-228.0,31.0,1,right,J. Minott 3PT  (10 PTS) (N. Claxton 2 AST),"[1631169, 1629651]",1610612751.0,BKN,,,,Minott,J. Minott,,,,,Left Corner 3,24+ Left,23.0,Made,10.0,,,,,,,,,,,,,,,N. Claxton,1629651.0,2.0
542,PT03M25.00S,2026-03-24T03:57:37.2Z,3,REGULAR,3pt,Jump Shot,[],1631200,16.770696452036795,93.62745098039215,1610612757,87,67,2026-03-24T03:57:42Z,5360000,False,-218.0,105.0,1,left,MISS K. Murray 24' 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,24.21,Missed,,,,,,,,,,,,,,,,,,
543,PT03M23.00S,2026-03-24T03:57:39.2Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612751,87,67,2026-03-24T03:57:42Z,5370000,False,,,0,,Z. Williams REBOUND (Off:0 Def:4),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,542.0,4.0,4.0,0.0,,,,,,,,,
544,PT03M14.00S,2026-03-24T03:57:50.7Z,3,REGULAR,foul,personal,['2freethrow'],1629680,,,1610612751,87,67,2026-03-24T03:57:57Z,5380000,False,,,0,,M. Thybulle shooting personal FOUL (2 PF) (Williams 2 FT),"[1629680, 1630533]",1610612757.0,POR,shooting,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,1627963.0,,,,,,,,2.0,0.0,Williams,1630533.0,,,,,
546,PT03M14.00S,2026-03-24T03:58:23.7Z,3,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,87,68,2026-03-24T03:58:23Z,5400000,False,,,0,,Z. Williams Free Throw 1 of 2 (13 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
547,PT03M14.00S,2026-03-24T03:58:24.3Z,3,REGULAR,substitution,out,[],1630592,,,1610612751,87,68,2026-03-24T03:58:29Z,5410000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT03M14.00S,2026-03-24T03:58:24.3Z,3,REGULAR,substitution,in,[],1630534,,,1610612751,87,68,2026-03-24T03:58:29Z,5420000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT03M14.00S,2026-03-24T03:58:45.4Z,3,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,87,69,2026-03-24T03:58:45Z,5430000,False,,,0,,Z. Williams Free Throw 2 of 2 (14 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
550,PT03M10.00S,2026-03-24T03:59:03.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612757,87,69,2026-03-24T03:59:15Z,5440000,False,,,0,,N. Claxton personal FOUL (4 PF) (Clingan 2 FT),"[1629651, 1642270]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,2002.0,,,,,,,,4.0,1.0,Clingan,1642270.0,,,,,
552,PT03M10.00S,2026-03-24T03:59:25.6Z,3,REGULAR,freethrow,1 of 2,[],1642270,,,1610612757,87,69,2026-03-24T03:59:25Z,5460000,False,,,0,,MISS D. Clingan Free Throw 1 of 2,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
553,PT03M10.00S,2026-03-24T03:59:25.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,87,69,2026-03-24T03:59:25Z,5470000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,552.0,,,,,,,,,,,,
554,PT03M10.00S,2026-03-24T03:59:26.5Z,3,REGULAR,substitution,out,[],1629651,,,1610612757,87,69,2026-03-24T03:59:32Z,5480000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT03M10.00S,2026-03-24T03:59:26.5Z,3,REGULAR,substitution,in,[],1643052,,,1610612757,87,69,2026-03-24T03:59:32Z,5490000,False,,,0,,SUB in: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT03M10.00S,2026-03-24T03:59:45.5Z,3,REGULAR,freethrow,2 of 2,[],1642270,,,1610612757,88,69,2026-03-24T03:59:45Z,5500000,False,,,0,,D. Clingan Free Throw 2 of 2 (7 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
557,PT02M56.00S,2026-03-24T04:00:05.7Z,3,REGULAR,foul,offensive,['inpenalty'],1643052,,,1610612751,88,69,2026-03-24T04:00:27Z,5510000,False,,,0,,C. Johnson offensive FOUL (4 PF),"[1643052, 1642270]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,,,,,,,,4.0,0.0,Clingan,1642270.0,,,,,
559,PT02M56.00S,2026-03-24T04:00:05.7Z,3,REGULAR,turnover,offensive foul,[],1643052,,,1610612751,88,69,2026-03-24T04:00:05Z,5530000,False,,,0,,C. Johnson offensive foul TURNOVER (3 TO),[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,3.0,,,,,,,,,,,,,,,
560,PT02M56.00S,2026-03-24T04:00:26.3Z,3,REGULAR,substitution,out,[],1631104,,,1610612757,88,69,2026-03-24T04:00:44Z,5540000,False,,,0,,SUB out: B. Wesley,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT02M56.00S,2026-03-24T04:00:26.3Z,3,REGULAR,substitution,out,[],1629680,,,1610612757,88,69,2026-03-24T04:00:44Z,5550000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT02M56.00S,2026-03-24T04:00:26.3Z,3,REGULAR,substitution,out,[],1642270,,,1610612757,88,69,2026-03-24T04:00:44Z,5560000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT02M56.00S,2026-03-24T04:00:26.3Z,3,REGULAR,substitution,in,[],1641739,,,1610612757,88,69,2026-03-24T04:00:44Z,5570000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT02M56.00S,2026-03-24T04:00:26.3Z,3,REGULAR,substitution,in,[],201950,,,1610612757,88,69,2026-03-24T04:00:44Z,5580000,False,,,0,,SUB in: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT02M56.00S,2026-03-24T04:00:26.3Z,3,REGULAR,substitution,in,[],1631321,,,1610612757,88,69,2026-03-24T04:00:44Z,5590000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT02M47.00S,2026-03-24T04:00:45.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630703,5.206964520367937,47.549019607843135,1610612757,90,69,2026-03-24T04:12:05Z,5600000,False,12.0,-4.0,1,left,S. Henderson driving Layup (9 PTS),[1630703],1610612757.0,POR,driving,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.28,Made,9.0,,,,,,,,,,,,,,,,,
567,PT02M36.00S,2026-03-24T04:00:50.4Z,3,REGULAR,3pt,Jump Shot,[],1631169,71.30420499342969,78.18627450980392,1610612751,90,69,2026-03-24T04:02:47Z,5610000,False,141.0,217.0,1,right,MISS J. Minott 25' 3PT,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
568,PT02M36.00S,2026-03-24T04:00:50.4Z,3,REGULAR,rebound,defensive,[],1641739,,,1610612757,90,69,2026-03-24T04:05:18Z,5620000,False,,,0,,T. Camara REBOUND (Off:1 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,,567.0,3.0,2.0,1.0,,,,,,,,,
569,PT02M31.00S,2026-03-24T04:00:56.3Z,3,REGULAR,turnover,bad pass,[],1641739,,,1610612757,90,69,2026-03-24T04:12:39Z,5630000,False,,,0,,T. Camara bad pass TURNOVER (2 TO),"[1641739, 1631169]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Left,,,,,2.0,,,,,,,,,,,Minott,1631169.0,,,
570,PT02M31.00S,2026-03-24T04:00:56.3Z,3,REGULAR,steal,,[],1631169,,,1610612751,90,69,2026-03-24T04:00:57Z,5640000,False,,,0,,J. Minott STEAL (1 STL),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
571,PT02M15.00S,2026-03-24T04:01:03.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630533,93.9060446780552,56.372549019607845,1610612751,90,71,2026-03-24T04:05:38Z,5650000,False,32.0,5.0,1,right,Z. Williams driving finger roll Layup (16 PTS),[1630533],1610612751.0,BKN,driving finger roll,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,3.23,Made,16.0,,,,,,,,,,,,,,,,,
572,PT01M57.00S,2026-03-24T04:01:21.4Z,3,REGULAR,3pt,Jump Shot,[],1641739,13.091327201051248,95.83333333333334,1610612757,93,71,2026-03-24T04:01:30Z,5660000,False,-229.0,71.0,1,left,T. Camara 3PT  (29 PTS) (S. Henderson 4 AST),"[1641739, 1630703]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,23.98,Made,29.0,,,,,,,,,,,,,,,S. Henderson,1630703.0,4.0
574,PT01M38.00S,2026-03-24T04:01:40.5Z,3,REGULAR,3pt,Jump Shot,[],1630534,82.07950065703022,4.6568627450980395,1610612751,93,71,2026-03-24T04:01:47Z,5680000,False,-227.0,116.0,1,right,MISS O. Agbaji 25' 3PT,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
575,PT01M37.00S,2026-03-24T04:01:41.5Z,3,REGULAR,rebound,defensive,[],1630703,,,1610612757,93,71,2026-03-24T04:02:07Z,5690000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,574.0,1.0,1.0,0.0,,,,,,,,,
576,PT01M37.00S,2026-03-24T04:01:46.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631169,,,1610612757,93,71,2026-03-24T04:01:58Z,5700000,False,,,0,,J. Minott personal FOUL (3 PF) (Henderson 2 FT),"[1631169, 1630703]",1610612751.0,BKN,,,,Minott,J. Minott,,,,,In The Paint (Non-RA),8-16 Center,,,,2002.0,,,,,,,,3.0,0.0,Henderson,1630703.0,,,,,
638,PT01M37.00S,2026-03-24T04:02:02.8Z,3,REGULAR,substitution,out,[],1631169,,,1610612757,93,71,2026-03-24T04:12:32Z,5715000,False,,,0,,SUB out: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M37.00S,2026-03-24T04:02:02.8Z,3,REGULAR,substitution,out,[],1630533,,,1610612757,93,71,2026-03-24T04:12:32Z,5717500,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT01M37.00S,2026-03-24T04:02:02.8Z,3,REGULAR,substitution,in,[],1630623,,,1610612757,93,71,2026-03-24T04:12:32Z,5718750,False,,,0,,SUB in: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT01M37.00S,2026-03-24T04:02:02.8Z,3,REGULAR,substitution,in,[],1641869,,,1610612757,93,71,2026-03-24T04:12:32Z,5719375,False,,,0,,SUB in: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT01M37.00S,2026-03-24T04:02:19.1Z,3,REGULAR,freethrow,1 of 2,[],1630703,,,1610612757,93,71,2026-03-24T04:02:19Z,5720000,False,,,0,,MISS S. Henderson Free Throw 1 of 2,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
579,PT01M37.00S,2026-03-24T04:02:19.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,93,71,2026-03-24T04:02:19Z,5730000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,578.0,,,,,,,,,,,,
580,PT01M37.00S,2026-03-24T04:02:19.1Z,3,REGULAR,freethrow,2 of 2,[],1630703,,,1610612757,94,71,2026-03-24T04:07:13Z,5740000,False,,,0,,S. Henderson Free Throw 2 of 2 (10 PTS),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
581,PT01M26.00S,2026-03-24T04:02:43.4Z,3,REGULAR,turnover,lost ball,[],1642879,,,1610612751,94,71,2026-03-24T04:03:00Z,5750000,False,,,0,,B. Saraf lost ball TURNOVER (3 TO),"[1642879, 1630703]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Center,,,,,3.0,,,,,,,,,,,Henderson,1630703.0,,,
582,PT01M26.00S,2026-03-24T04:02:43.4Z,3,REGULAR,steal,,[],1630703,,,1610612757,94,71,2026-03-24T04:02:45Z,5760000,False,,,0,,S. Henderson STEAL (3 STL),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
583,PT01M19.00S,2026-03-24T04:02:50.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630703,19.398817345597898,94.36274509803921,1610612757,97,71,2026-03-24T04:03:03Z,5770000,False,-222.0,130.0,1,left,S. Henderson 25' 3PT  (13 PTS) (T. Camara 2 AST),"[1630703, 1641739]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,25.7,Made,13.0,,,,,,,,,,,,,,,T. Camara,1641739.0,2.0
585,PT00M57.40S,2026-03-24T04:03:13.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641869,92.59198423127464,45.588235294117645,1610612751,97,73,2026-03-24T04:03:23Z,5790000,False,-22.0,17.0,1,right,M. Smith driving Layup (2 PTS),[1641869],1610612751.0,BKN,driving,,,Smith,M. Smith,,,,,Restricted Area,0-8 Center,2.79,Made,2.0,,,,,,,,,,,,,,,,,
588,PT00M33.50S,2026-03-24T04:03:42.3Z,3,REGULAR,3pt,Jump Shot,[],1630703,32.769382391590014,46.81372549019608,1610612757,97,73,2026-03-24T04:16:42Z,5805000,False,16.0,256.0,1,left,MISS S. Henderson 25' step back 3PT,[1630703],1610612757.0,POR,step back,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,25.6,Missed,,,,,,,,,,,,,,,,,,
589,PT00M33.40S,2026-03-24T04:03:42.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,97,73,2026-03-24T04:14:55Z,5812500,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,588.0,,,,,,,,,,,,
590,PT00M33.40S,2026-03-24T04:03:45.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612757,97,73,2026-03-24T04:03:55Z,5820000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Mid-Range,8-16 Right,,,,203591.0,,,,,,,,,,,,,,,,
591,PT00M33.40S,2026-03-24T04:03:47.4Z,3,REGULAR,substitution,out,[],1642879,,,1610612751,97,73,2026-03-24T04:03:49Z,5830000,False,,,0,,SUB out: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT00M33.40S,2026-03-24T04:03:47.4Z,3,REGULAR,substitution,in,[],1630604,,,1610612751,97,73,2026-03-24T04:03:49Z,5840000,False,,,0,,SUB in: E. Liddell,[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT00M21.20S,2026-03-24T04:04:12.3Z,3,REGULAR,foul,offensive,['inpenalty'],1630623,,,1610612751,97,73,2026-03-24T04:14:55Z,5850000,False,,,0,,T. Etienne offensive FOUL (3 PF),"[1630623, 1630703]",1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Left Center,,,,1627963.0,,,,,,,,3.0,0.0,Henderson,1630703.0,,,,,
595,PT00M21.20S,2026-03-24T04:04:12.3Z,3,REGULAR,turnover,offensive foul,[],1630623,,,1610612751,97,73,2026-03-24T04:04:12Z,5870000,False,,,0,,T. Etienne offensive foul TURNOVER (2 TO),[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Left Center,,,,1627963.0,2.0,,,,,,,,,,,,,,,
601,PT00M00.00S,2026-03-24T04:04:46.0Z,3,REGULAR,turnover,bad pass,[],1630703,,,1610612757,97,73,2026-03-24T04:17:24Z,5880000,False,,,0,,S. Henderson bad pass TURNOVER (2 TO),"[1630703, 1630623]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,,,,,2.0,,,,,,,,,,,Etienne,1630623.0,,,
602,PT00M00.00S,2026-03-24T04:04:46.0Z,3,REGULAR,steal,,[],1630623,,,1610612751,97,73,2026-03-24T04:04:49Z,5890000,False,,,0,,T. Etienne STEAL (1 STL),[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
603,PT00M00.00S,2026-03-24T04:04:56.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630623,73.14388961892247,84.06862745098039,1610612751,97,73,2026-03-24T04:16:33Z,5900000,False,170.0,200.0,1,right,MISS T. Etienne 26' pullup 3PT,[1630623],1610612751.0,BKN,pullup,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Right Center,26.26,Missed,,,,,,,,,,,,,,,,,,
604,PT00M00.00S,2026-03-24T04:04:56.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,97,73,2026-03-24T04:16:33Z,5910000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,603.0,,,,,,,,,,,,
605,PT00M00.00S,2026-03-24T04:05:55.0Z,3,REGULAR,period,end,[],0,,,1610612751,97,73,2026-03-24T04:05:55Z,5920000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT12M00.00S,2026-03-24T04:07:35.2Z,4,REGULAR,period,start,[],0,,,1610612751,97,73,2026-03-24T04:07:35Z,5930000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT11M59.00S,2026-03-24T04:07:43.1Z,4,REGULAR,turnover,traveling,[],1630534,,,1610612751,97,73,2026-03-24T04:07:48Z,5950000,False,,,0,,O. Agbaji traveling TURNOVER (1 TO),[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Left,,,,2002.0,1.0,,,,,,,,,,,,,,,
609,PT11M47.00S,2026-03-24T04:08:06.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201950,26.62614980289093,16.176470588235293,1610612757,100,73,2026-03-24T04:19:45Z,5960000,False,169.0,198.0,1,left,J. Holiday 26' 3PT pullup (11 PTS) (T. Camara 3 AST),"[201950, 1641739]",1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,26.02,Made,11.0,,,,,,,,,,,,,,,T. Camara,1641739.0,3.0
610,PT11M22.00S,2026-03-24T04:08:30.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1643052,94.1688567674113,45.83333333333333,1610612751,100,73,2026-03-24T04:08:33Z,5970000,False,-21.0,2.0,1,right,MISS C. Johnson driving Layup,[1643052],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
611,PT11M21.00S,2026-03-24T04:08:32.0Z,4,REGULAR,rebound,defensive,[],201950,,,1610612757,100,73,2026-03-24T04:08:32Z,5980000,False,,,0,,J. Holiday REBOUND (Off:1 Def:5),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,610.0,6.0,5.0,1.0,,,,,,,,,
612,PT11M07.00S,2026-03-24T04:08:45.1Z,4,REGULAR,3pt,Jump Shot,[],1641739,7.703679369250986,96.07843137254902,1610612757,103,73,2026-03-24T04:08:48Z,5990000,False,-230.0,20.0,1,left,T. Camara 3PT  (32 PTS) (K. Murray 4 AST),"[1641739, 1631200]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,23.13,Made,32.0,,,,,,,,,,,,,,,K. Murray,1631200.0,4.0
614,PT11M04.00S,2026-03-24T04:09:11.9Z,4,REGULAR,foul,technical,['1freethrow'],1629057,,,1610612751,103,73,2026-03-24T04:09:25Z,6010000,False,,,0,,R. Williams III technical FOUL (1 Tech),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,1627963.0,,,,,,,,0.0,1.0,,,,,,,
615,PT11M04.00S,2026-03-24T04:09:26.6Z,4,REGULAR,freethrow,1 of 1,[],1630534,,,1610612751,103,73,2026-03-24T04:09:26Z,6020000,False,,,0,,MISS O. Agbaji technical Free Throw 1 of 1,[1630534],1610612751.0,BKN,technical,,,Agbaji,O. Agbaji,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
