actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
30,PT09M58.00S,2025-11-01T02:15:14.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,2,2025-11-01T02:15:20Z,300000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M54.00S,2025-11-01T02:15:18.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,6.1268068331143235,48.28431372549019,1610612743,3,4,2025-11-01T02:15:28Z,310000,False,9.0,5.0,1,left,C. Braun running Layup (2 PTS) (N. Jokić 1 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,,,,,,,,,2.0,N. Jokić,203999.0,1.0,,
33,PT09M48.00S,2025-11-01T02:15:26.4Z,1,REGULAR,turnover,lost ball,[],1630166,,,1610612757,3,4,2025-11-01T02:15:33Z,330000,False,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 1627750]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,,,,,Murray,1627750.0
34,PT09M48.00S,2025-11-01T02:15:26.4Z,1,REGULAR,steal,,[],1627750,,,1610612743,3,4,2025-11-01T02:16:19Z,340000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
35,PT09M48.00S,2025-11-01T02:15:36.4Z,1,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612743,3,4,2025-11-01T02:15:49Z,350000,False,,,0,,D. Avdija transition take personal FOUL (1 PF) (Murray 1 FT),"[1630166, 1627750]",1610612757.0,POR,transition take,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Right,,,,,,,,,2534.0,1.0,0.0,Murray,1627750.0,,,,,,,
37,PT09M48.00S,2025-11-01T02:15:59.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1627750,,,1610612743,3,5,2025-11-01T02:15:59Z,370000,False,,,0,,J. Murray transition take Free Throw 1 of 1 (3 PTS),[1627750],1610612743.0,DEN,transition take,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
38,PT09M36.00S,2025-11-01T02:16:29.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,29.517082785808146,74.26470588235294,1610612743,3,5,2025-11-01T02:16:34Z,380000,False,-121.0,225.0,1,left,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
39,PT09M32.00S,2025-11-01T02:16:33.2Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,3,5,2025-11-01T02:16:34Z,390000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,38.0,2.0,1.0,1.0,,,,,,,,,,,,,,
40,PT09M25.00S,2025-11-01T02:16:39.2Z,1,REGULAR,3pt,Jump Shot,[],1642270,74.32654402102497,83.57843137254902,1610612757,3,5,2025-11-01T02:16:42Z,400000,False,168.0,189.0,1,right,MISS D. Clingan 25' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
41,PT09M23.00S,2025-11-01T02:16:41.2Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,3,5,2025-11-01T02:16:42Z,410000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT09M18.00S,2025-11-01T02:16:47.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627750,12.171484888304862,18.872549019607842,1610612743,3,7,2025-11-01T02:19:53Z,420000,False,156.0,62.0,1,left,J. Murray 16' running pullup Jump Shot (5 PTS),[1627750],1610612743.0,DEN,running pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right,16.75,Made,,,,,,,,,,,,,5.0,,,,,
43,PT09M03.00S,2025-11-01T02:17:01.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631101,94.43166885676742,50.245098039215684,1610612757,5,7,2025-11-01T02:17:07Z,430000,False,1.0,0.0,1,right,S. Sharpe driving DUNK (2 PTS) (J. Holiday 1 AST),"[1631101, 201950]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.12,Made,,,,,,,,,,,,,2.0,J. Holiday,201950.0,1.0,,
45,PT08M38.00S,2025-11-01T02:17:27.2Z,1,REGULAR,3pt,Jump Shot,[],203932,31.882391590013142,66.17647058823529,1610612743,5,7,2025-11-01T02:17:31Z,450000,False,-81.0,247.0,1,left,MISS A. Gordon 26' step back 3PT,[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
46,PT08M34.00S,2025-11-01T02:17:30.1Z,1,REGULAR,rebound,defensive,[],201950,,,1610612757,5,7,2025-11-01T02:17:30Z,460000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT08M22.00S,2025-11-01T02:17:43.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641739,92.72339027595268,48.77450980392157,1610612757,7,7,2025-11-01T02:17:49Z,470000,False,-6.0,16.0,1,right,T. Camara driving floating Jump Shot (2 PTS),[1641739],1610612757.0,POR,driving floating,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,,,,,,,,,2.0,,,,,
48,PT07M59.00S,2025-11-01T02:18:04.8Z,1,REGULAR,2pt,Jump Shot,[],1629661,21.76412614980289,33.57843137254902,1610612743,7,9,2025-11-01T03:39:57Z,480000,False,82.0,152.0,1,left,C. Johnson 17' pullup Jump Shot (2 PTS),[1629661],1610612743.0,DEN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,17.28,Made,,,,,,,,,,,,,2.0,,,,,
49,PT07M43.00S,2025-11-01T02:18:21.7Z,1,REGULAR,3pt,Jump Shot,[],1642270,89.17542706964521,94.6078431372549,1610612757,7,9,2025-11-01T02:18:25Z,490000,False,223.0,49.0,1,right,MISS D. Clingan 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Right Corner 3,24+ Right,22.84,Missed,,,,,,,,,,,,,,,,,,
50,PT07M40.00S,2025-11-01T02:18:24.7Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,7,9,2025-11-01T02:18:25Z,500000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT07M34.00S,2025-11-01T02:18:32.4Z,1,REGULAR,turnover,bad pass,[],1631128,,,1610612743,7,9,2025-11-01T02:19:00Z,510000,False,,,0,,C. Braun bad pass TURNOVER (1 TO),"[1631128, 1641739]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,,,,,Camara,1641739.0
52,PT07M34.00S,2025-11-01T02:18:32.4Z,1,REGULAR,steal,,[],1641739,,,1610612757,7,9,2025-11-01T02:18:34Z,520000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
54,PT07M34.00S,2025-11-01T02:18:35.8Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,7,9,2025-11-01T02:18:45Z,540000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M34.00S,2025-11-01T02:18:35.8Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,7,9,2025-11-01T02:18:45Z,550000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M34.00S,2025-11-01T02:18:35.8Z,1,REGULAR,substitution,out,[],201950,,,1610612757,7,9,2025-11-01T02:18:45Z,560000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M34.00S,2025-11-01T02:18:35.8Z,1,REGULAR,substitution,in,[],1631104,,,1610612757,7,9,2025-11-01T02:18:45Z,570000,False,,,0,,SUB in: B. Wesley,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M34.00S,2025-11-01T02:18:35.8Z,1,REGULAR,substitution,in,[],203924,,,1610612757,7,9,2025-11-01T02:18:45Z,580000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M34.00S,2025-11-01T02:18:35.8Z,1,REGULAR,substitution,in,[],1629057,,,1610612757,7,9,2025-11-01T02:18:45Z,590000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M17.00S,2025-11-01T02:19:12.4Z,1,REGULAR,foul,personal,['2freethrow'],1631128,,,1610612757,7,9,2025-11-01T02:19:18Z,600000,False,,,0,,C. Braun shooting personal FOUL (1 PF) (Avdija 2 FT),"[1631128, 1630166]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1628159.0,1.0,0.0,Avdija,1630166.0,,,,,,,
62,PT07M17.00S,2025-11-01T02:19:39.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630166,,,1610612757,8,9,2025-11-01T02:19:39Z,620000,False,,,0,,D. Avdija Free Throw 1 of 2 (4 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
63,PT07M17.00S,2025-11-01T02:19:58.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630166,,,1610612757,9,9,2025-11-01T02:19:58Z,630000,False,,,0,,D. Avdija Free Throw 2 of 2 (5 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
64,PT06M55.00S,2025-11-01T02:20:20.5Z,1,REGULAR,2pt,Jump Shot,[],1627750,22.946780551905388,30.88235294117647,1610612743,9,9,2025-11-01T02:20:28Z,640000,False,96.0,163.0,1,left,MISS J. Murray 18' turnaround fadeaway Shot,[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,18.91,Missed,,,,,,,,,,,,,,,,,,
65,PT06M53.00S,2025-11-01T02:20:22.5Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,9,9,2025-11-01T02:20:28Z,650000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Right Center,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,,,
66,PT06M39.00S,2025-11-01T02:20:35.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203999,11.777266754270697,38.48039215686275,1610612743,9,11,2025-11-01T02:20:39Z,660000,False,58.0,58.0,1,left,N. Jokić 8' turnaround Hook (2 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Right,8.19,Made,,,,,,,,,,,,,2.0,,,,,
67,PT06M25.00S,2025-11-01T02:20:49.8Z,1,REGULAR,2pt,Jump Shot,[],1641739,78.26872536136662,44.85294117647059,1610612757,9,11,2025-11-01T02:24:25Z,670000,False,-26.0,152.0,1,right,MISS T. Camara 15' Jump Shot,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Center,15.4,Missed,,,,,,,,,,,,,,,,,,
68,PT06M23.00S,2025-11-01T02:20:51.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,9,11,2025-11-01T02:20:56Z,680000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Center,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,
69,PT06M17.00S,2025-11-01T02:21:01.6Z,1,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612743,9,11,2025-11-01T02:21:10Z,690000,False,,,0,,D. Avdija shooting personal FOUL (2 PF) (Gordon 2 FT),"[1630166, 203932]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,,,,,,1628159.0,2.0,0.0,Gordon,203932.0,,,,,,,
71,PT06M17.00S,2025-11-01T02:21:12.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,9,11,2025-11-01T02:21:12Z,710000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M17.00S,2025-11-01T02:22:22.8Z,1,REGULAR,substitution,out,[],1630166,,,1610612743,9,11,2025-11-01T02:24:03Z,720000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M17.00S,2025-11-01T02:22:22.8Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,9,11,2025-11-01T02:24:03Z,730000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M17.00S,2025-11-01T02:22:22.8Z,1,REGULAR,substitution,in,[],1631200,,,1610612743,9,11,2025-11-01T02:24:03Z,740000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M17.00S,2025-11-01T02:22:22.8Z,1,REGULAR,substitution,in,[],203501,,,1610612743,9,11,2025-11-01T02:24:03Z,750000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M17.00S,2025-11-01T02:24:17.2Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,9,12,2025-11-01T02:24:17Z,760000,False,,,0,,A. Gordon Free Throw 1 of 2 (1 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
77,PT06M17.00S,2025-11-01T02:24:34.0Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,9,13,2025-11-01T02:24:34Z,770000,False,,,0,,A. Gordon Free Throw 2 of 2 (2 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
78,PT05M55.00S,2025-11-01T02:24:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,93.51182654402102,50.73529411764706,1610612757,11,13,2025-11-01T02:25:02Z,780000,False,4.0,8.0,1,right,R. Williams III cutting Layup (2 PTS) (B. Wesley 1 AST),"[1629057, 1631104]",1610612757.0,POR,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,,,,,,,,2.0,B. Wesley,1631104.0,1.0,,
80,PT05M36.00S,2025-11-01T02:25:15.2Z,1,REGULAR,3pt,Jump Shot,[],203501,8.623521681997373,4.901960784313726,1610612743,11,16,2025-11-01T02:25:18Z,800000,False,225.0,29.0,1,left,T. Hardaway Jr. 3PT  (3 PTS) (N. Jokić 2 AST),"[203501, 203999]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,22.73,Made,,,,,,,,,,,,,3.0,N. Jokić,203999.0,2.0,,
82,PT05M21.00S,2025-11-01T02:25:30.5Z,1,REGULAR,3pt,Jump Shot,[],1631104,80.1084099868594,89.70588235294117,1610612757,11,16,2025-11-01T02:25:33Z,820000,False,199.0,134.0,1,right,MISS B. Wesley 3PT,[1631104],1610612757.0,POR,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Right Center,23.98,Missed,,,,,,,,,,,,,,,,,,
83,PT05M19.00S,2025-11-01T02:25:32.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,11,16,2025-11-01T02:25:33Z,830000,False,,,0,,N. Jokić REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,82.0,3.0,3.0,0.0,,,,,,,,,,,,,,
84,PT05M16.00S,2025-11-01T02:25:36.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631128,6.521024967148489,51.225490196078425,1610612743,11,18,2025-11-01T02:25:46Z,840000,False,-6.0,9.0,1,left,C. Braun running DUNK (4 PTS) (N. Jokić 3 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,,,,,,,,,4.0,N. Jokić,203999.0,3.0,,
86,PT05M03.00S,2025-11-01T02:25:49.0Z,1,REGULAR,3pt,Jump Shot,[],1641739,93.77463863337714,94.36274509803921,1610612757,11,18,2025-11-01T02:25:52Z,860000,False,222.0,6.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,22.19,Missed,,,,,,,,,,,,,,,,,,
