actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
20,PT10M59.00S,2026-03-09T01:13:30.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630166,,,1610612757,6,5,2026-03-09T01:13:30Z,200000,False,,,0,,D. Avdija Free Throw 1 of 1 (3 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
21,PT10M40.00S,2026-03-09T01:13:52.7Z,1,REGULAR,2pt,Jump Shot,[],1629614,75.90341655716163,31.127450980392158,1610612754,6,5,2026-03-09T01:13:57Z,210000,False,-94.0,174.0,1,right,MISS A. Nembhard 19' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left Center,19.8,Missed,,,,,,,,,,,,,,,,,,
22,PT10M38.00S,2026-03-09T01:13:54.7Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,6,5,2026-03-09T01:13:57Z,220000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Left Center,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,
23,PT10M30.00S,2026-03-09T01:14:03.7Z,1,REGULAR,3pt,Jump Shot,[],203924,28.465834428383708,15.686274509803921,1610612757,9,5,2026-03-09T01:14:07Z,230000,False,172.0,215.0,1,left,J. Grant 27' 3PT  (6 PTS) (D. Clingan 1 AST),"[203924, 1642270]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,27.52,Made,6.0,D. Clingan,1642270.0,1.0,,,,,,,,,,,,,,
25,PT10M30.00S,2026-03-09T01:14:06.1Z,1,REGULAR,foul,personal,['1freethrow'],1630174,,,1610612757,9,5,2026-03-09T01:14:14Z,250000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Grant 1 FT),"[1630174, 203924]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1627962.0,1.0,0.0,Grant,203924.0,,,
27,PT10M30.00S,2026-03-09T01:14:26.4Z,1,REGULAR,freethrow,1 of 1,[],203924,,,1610612757,10,5,2026-03-09T01:14:26Z,270000,False,,,0,,J. Grant Free Throw 1 of 1 (7 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
28,PT10M20.00S,2026-03-09T01:14:39.5Z,1,REGULAR,3pt,Jump Shot,[],1630643,65.78515111695138,47.549019607843135,1610612754,10,5,2026-03-09T01:14:43Z,280000,False,-12.0,269.0,1,right,MISS J. Huff 26' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,26.94,Missed,,,,,,,,,,,,,,,,,,
29,PT10M16.00S,2026-03-09T01:14:43.5Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,10,5,2026-03-09T01:14:43Z,290000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,
30,PT10M08.00S,2026-03-09T01:14:51.0Z,1,REGULAR,3pt,Jump Shot,[],201950,7.703679369250986,4.166666666666666,1610612757,10,5,2026-03-09T01:15:00Z,300000,False,229.0,20.0,1,left,MISS J. Holiday 3PT,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.01,Missed,,,,,,,,,,,,,,,,,,
31,PT10M06.00S,2026-03-09T01:14:53.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,10,5,2026-03-09T01:15:00Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,30.0,,,,,,,,,,,
33,PT10M04.00S,2026-03-09T01:15:15.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641739,6.783837056504599,48.03921568627451,1610612757,12,5,2026-03-09T01:15:19Z,330000,False,10.0,11.0,1,left,T. Camara cutting DUNK (2 PTS) (J. Holiday 1 AST),"[1641739, 201950]",1610612757.0,POR,cutting,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,1.5,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
35,PT10M03.00S,2026-03-09T01:15:22.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,12,5,2026-03-09T01:15:22Z,350000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M50.00S,2026-03-09T01:18:30.4Z,1,REGULAR,foul,personal,[],201950,,,1610612754,12,5,2026-03-09T01:18:37Z,360000,False,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 1627783]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628159.0,1.0,0.0,Siakam,1627783.0,,,
38,PT09M39.00S,2026-03-09T01:19:01.6Z,1,REGULAR,2pt,Jump Shot,[],1641716,75.90341655716163,47.05882352941176,1610612754,12,7,2026-03-09T01:19:05Z,380000,False,-15.0,174.0,1,right,J. Walker 17' pullup Jump Shot (2 PTS) (A. Nesmith 1 AST),"[1641716, 1630174]",1610612754.0,IND,pullup,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,17.46,Made,2.0,A. Nesmith,1630174.0,1.0,,,,,,,,,,,,,,
40,PT09M30.00S,2026-03-09T01:19:10.8Z,1,REGULAR,3pt,Jump Shot,[],1641739,24.26084099868594,12.254901960784313,1610612757,12,7,2026-03-09T01:22:35Z,400000,False,189.0,176.0,1,left,MISS T. Camara 25' step back 3PT,[1641739],1610612757.0,POR,step back,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
41,PT09M29.00S,2026-03-09T01:19:11.8Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,12,7,2026-03-09T01:22:35Z,410000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,
42,PT09M14.00S,2026-03-09T01:19:26.8Z,1,REGULAR,3pt,Jump Shot,[],1630643,66.70499342969777,51.470588235294116,1610612754,12,7,2026-03-09T01:19:30Z,420000,False,7.0,260.0,1,right,MISS J. Huff 26' pullup 3PT,[1630643],1610612754.0,IND,pullup,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,26.06,Missed,,,,,,,,,,,,,,,,,,
43,PT09M11.00S,2026-03-09T01:19:29.8Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,12,7,2026-03-09T01:19:30Z,430000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,
44,PT09M01.00S,2026-03-09T01:19:39.2Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612757,12,7,2026-03-09T01:19:43Z,440000,False,,,0,,J. Holiday lost ball TURNOVER (1 TO),"[201950, 1641716]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Walker,1641716.0
45,PT09M01.00S,2026-03-09T01:19:39.2Z,1,REGULAR,steal,,[],1641716,,,1610612754,12,7,2026-03-09T01:19:40Z,450000,False,,,0,,J. Walker STEAL (1 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
46,PT08M58.00S,2026-03-09T01:19:42.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641716,94.30026281208936,49.50980392156863,1610612754,12,9,2026-03-09T01:19:47Z,460000,False,-2.0,1.0,1,right,J. Walker running DUNK (4 PTS),[1641716],1610612754.0,IND,running,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,0.27,Made,4.0,,,,,,,,,,,,,,,,,
47,PT08M42.00S,2026-03-09T01:19:57.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630166,9.017739816031538,42.40196078431372,1610612757,14,9,2026-03-09T01:20:10Z,470000,False,38.0,32.0,1,left,D. Avdija driving Hook (5 PTS),[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,4.99,Made,5.0,,,,,,,,,,,,,,,,,
48,PT08M24.00S,2026-03-09T01:20:16.1Z,1,REGULAR,2pt,Jump Shot,[],1627783,90.48948751642575,27.450980392156865,1610612754,14,11,2026-03-09T01:24:35Z,480000,False,-113.0,37.0,1,right,P. Siakam 11' fadeaway Jump Shot (2 PTS),[1627783],1610612754.0,IND,fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,11.86,Made,2.0,,,,,,,,,,,,,,,,,
49,PT08M15.00S,2026-03-09T01:20:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641739,6.389618922470433,56.61764705882353,1610612757,14,11,2026-03-09T01:20:30Z,490000,False,-33.0,8.0,1,left,MISS T. Camara driving floating bank Shot,[1641739],1610612757.0,POR,driving floating bank,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,,
50,PT08M13.00S,2026-03-09T01:20:27.9Z,1,REGULAR,rebound,defensive,[],1630643,,,1610612754,14,11,2026-03-09T01:20:30Z,500000,False,,,0,,J. Huff REBOUND (Off:0 Def:1),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,
51,PT08M08.00S,2026-03-09T01:20:32.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629614,93.77463863337714,45.588235294117645,1610612754,14,11,2026-03-09T01:20:36Z,510000,False,-22.0,6.0,1,right,MISS A. Nembhard running Layup,[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,,,,,,
52,PT08M07.00S,2026-03-09T01:20:33.5Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,14,11,2026-03-09T01:20:36Z,520000,False,,,0,,D. Clingan REBOUND (Off:0 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,
53,PT08M00.00S,2026-03-09T01:20:40.3Z,1,REGULAR,3pt,Jump Shot,[],1630166,19.793035479632064,91.66666666666666,1610612757,14,11,2026-03-09T01:20:43Z,530000,False,-208.0,134.0,1,left,MISS D. Avdija 24' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,,
54,PT07M58.00S,2026-03-09T01:20:42.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,14,11,2026-03-09T01:20:43Z,540000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,
55,PT07M53.00S,2026-03-09T01:20:47.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629614,94.1688567674113,47.549019607843135,1610612754,14,13,2026-03-09T01:20:53Z,550000,False,-12.0,2.0,1,right,A. Nembhard running Layup (2 PTS),[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,1.25,Made,2.0,,,,,,,,,,,,,,,,,
56,PT07M53.00S,2026-03-09T01:20:52.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,14,13,2026-03-09T01:20:52Z,560000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M40.00S,2026-03-09T01:23:54.3Z,1,REGULAR,3pt,Jump Shot,[],203924,16.245072273324574,95.58823529411765,1610612757,14,13,2026-03-09T01:23:59Z,570000,False,-228.0,100.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
58,PT07M38.00S,2026-03-09T01:23:56.3Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,14,13,2026-03-09T01:23:59Z,580000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,
59,PT07M29.00S,2026-03-09T01:24:09.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,82.9993429697766,50.98039215686274,1610612754,14,15,2026-03-09T01:24:15Z,590000,False,5.0,107.0,1,right,P. Siakam 10' driving floating bank Jump Shot (4 PTS) (A. Nembhard 3 AST),"[1627783, 1629614]",1610612754.0,IND,driving floating bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,10.74,Made,4.0,A. Nembhard,1629614.0,3.0,,,,,,,,,,,,,,
61,PT07M29.00S,2026-03-09T01:24:13.4Z,1,REGULAR,foul,personal,['1freethrow'],1641739,,,1610612754,14,15,2026-03-09T01:24:24Z,610000,False,,,0,,T. Camara shooting personal FOUL (1 PF) (Siakam 1 FT),"[1641739, 1627783]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628159.0,1.0,0.0,Siakam,1627783.0,,,
63,PT07M29.00S,2026-03-09T01:24:39.8Z,1,REGULAR,freethrow,1 of 1,[],1627783,,,1610612754,14,16,2026-03-09T01:24:39Z,630000,False,,,0,,P. Siakam Free Throw 1 of 1 (5 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
64,PT07M15.00S,2026-03-09T01:24:56.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,8.492115637319317,41.17647058823529,1610612757,14,16,2026-03-09T01:28:21Z,640000,False,44.0,27.0,1,left,MISS D. Avdija driving floating bank Shot,[1630166],1610612757.0,POR,driving floating bank,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,5.19,Missed,,,,,,,,,,,,,,,,,,
65,PT07M14.00S,2026-03-09T01:24:57.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,14,16,2026-03-09T01:28:21Z,650000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,64.0,,,,,,,,,,,
66,PT07M14.00S,2026-03-09T01:24:59.7Z,1,REGULAR,foul,personal,[],1642270,,,1610612754,14,16,2026-03-09T01:25:05Z,660000,False,,,0,,D. Clingan loose ball personal FOUL (1 PF),"[1642270, 1630643]",1610612757.0,POR,loose ball,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628159.0,1.0,0.0,Huff,1630643.0,,,
68,PT07M05.00S,2026-03-09T01:25:20.0Z,1,REGULAR,3pt,Jump Shot,[],1630643,69.59592641261499,71.81372549019608,1610612754,14,16,2026-03-09T01:25:23Z,680000,False,109.0,233.0,1,right,MISS J. Huff 25' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
69,PT07M03.00S,2026-03-09T01:25:22.0Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,14,16,2026-03-09T01:25:23Z,690000,False,,,0,,T. Camara REBOUND (Off:0 Def:3),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,,,68.0,3.0,3.0,0.0,,,,,,,,
70,PT06M52.00S,2026-03-09T01:25:32.8Z,1,REGULAR,3pt,Jump Shot,[],1642270,6.389618922470433,96.07843137254902,1610612757,14,16,2026-03-09T01:25:36Z,700000,False,-230.0,8.0,1,left,MISS D. Clingan pullup 3PT,[1642270],1610612757.0,POR,pullup,,,Clingan,D. Clingan,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
71,PT06M49.00S,2026-03-09T01:25:35.8Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,14,16,2026-03-09T01:25:36Z,710000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,,,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,
72,PT06M39.00S,2026-03-09T01:25:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,94.1688567674113,50.98039215686274,1610612754,14,18,2026-03-09T01:25:54Z,720000,False,5.0,2.0,1,right,P. Siakam driving Layup (7 PTS),[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.54,Made,7.0,,,,,,,,,,,,,,,,,
73,PT06M22.00S,2026-03-09T01:26:03.1Z,1,REGULAR,3pt,Jump Shot,[],201950,6.389618922470433,96.07843137254902,1610612757,17,18,2026-03-09T01:26:07Z,730000,False,-230.0,8.0,1,left,J. Holiday 3PT step back (3 PTS) (T. Camara 1 AST),"[201950, 1641739]",1610612757.0,POR,step back,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,23.05,Made,3.0,T. Camara,1641739.0,1.0,,,,,,,,,,,,,,
74,PT06M10.00S,2026-03-09T01:26:15.8Z,1,REGULAR,3pt,Jump Shot,[],1630643,67.7562417871222,67.64705882352942,1610612754,17,18,2026-03-09T01:26:21Z,740000,False,88.0,251.0,1,right,MISS J. Huff 26' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Right Center,26.57,Missed,,,,,,,,,,,,,,,,,,
75,PT06M07.00S,2026-03-09T01:26:18.8Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,17,18,2026-03-09T01:26:21Z,750000,False,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,,,74.0,2.0,1.0,1.0,,,,,,,,
76,PT05M53.00S,2026-03-09T01:26:31.8Z,1,REGULAR,turnover,lost ball,[],203924,,,1610612757,17,18,2026-03-09T01:26:37Z,760000,False,,,0,,J. Grant lost ball TURNOVER (1 TO),"[203924, 1629614]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Nembhard,1629614.0
77,PT05M53.00S,2026-03-09T01:26:31.8Z,1,REGULAR,steal,,[],1629614,,,1610612754,17,18,2026-03-09T01:26:33Z,770000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT05M50.00S,2026-03-09T01:26:36.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,92.9862023653088,44.85294117647059,1610612754,17,18,2026-03-09T01:26:41Z,780000,False,-26.0,13.0,1,right,MISS P. Siakam running Layup - blocked,"[1627783, 1630166]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,Avdija,1630166.0,,,,,,,,,,,,
79,PT05M50.00S,2026-03-09T01:26:36.6Z,1,REGULAR,block,,[],1630166,,,1610612754,17,18,2026-03-09T01:26:38Z,790000,False,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT05M50.00S,2026-03-09T01:26:36.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,17,18,2026-03-09T01:26:41Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,78.0,,,,,,,,,,,
82,PT05M50.00S,2026-03-09T01:26:41.2Z,1,REGULAR,substitution,out,[],1642270,,,1610612754,17,18,2026-03-09T01:26:48Z,820000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M50.00S,2026-03-09T01:26:41.2Z,1,REGULAR,substitution,out,[],1630166,,,1610612754,17,18,2026-03-09T01:26:48Z,830000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M50.00S,2026-03-09T01:26:41.2Z,1,REGULAR,substitution,out,[],1630643,,,1610612754,17,18,2026-03-09T01:26:48Z,840000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M50.00S,2026-03-09T01:26:41.2Z,1,REGULAR,substitution,in,[],1629057,,,1610612754,17,18,2026-03-09T01:26:48Z,850000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M50.00S,2026-03-09T01:26:41.2Z,1,REGULAR,substitution,in,[],1630703,,,1610612754,17,18,2026-03-09T01:26:48Z,860000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
