actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
43,PT08M03.00S,2025-04-02T23:20:30.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,5.338370565045992,48.03921568627451,1610612752,4,12,2025-04-02T23:20:48Z,430000,False,10.0,-2.0,1,left,J. Hart cutting Layup (7 PTS) (O. Anunoby 2 AST),"[1628404, 1628384]",1610612752.0,NYK,cutting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,,,7.0,,O. Anunoby,1628384.0,2.0,,,,
45,PT07M53.00S,2025-04-02T23:20:40.0Z,1,REGULAR,3pt,Jump Shot,[],1629622,95.74572930354796,3.431372549019608,1610612739,7,12,2025-04-02T23:20:50Z,450000,False,-233.0,-13.0,1,right,M. Strus 3PT  (3 PTS) (D. Garland 1 AST),"[1629622, 1629636]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,23.31,Made,,,,,,,,,,3.0,,D. Garland,1629636.0,1.0,,,,
47,PT07M37.00S,2025-04-02T23:20:56.0Z,1,REGULAR,3pt,Jump Shot,[],1626157,31.225361366622867,69.85294117647058,1610612752,7,15,2025-04-02T23:21:00Z,470000,False,-99.0,241.0,1,left,K. Towns 26' 3PT  (5 PTS) (D. Wright 2 AST),"[1626157, 1626153]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,26.07,Made,,,,,,,,,,5.0,,D. Wright,1626153.0,2.0,,,,
49,PT07M19.00S,2025-04-02T23:21:13.4Z,1,REGULAR,3pt,Jump Shot,[],1628378,62.63140604467805,30.88235294117647,1610612739,10,15,2025-04-02T23:21:17Z,490000,False,-96.0,299.0,1,right,D. Mitchell 31' 3PT pullup (5 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,31.37,Made,,,,,,,,,,5.0,,,,,,,,
50,PT07M06.00S,2025-04-02T23:21:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,6.258212877792378,50.0,1610612752,10,15,2025-04-02T23:22:13Z,500000,False,0.0,6.0,1,left,MISS J. Hart cutting Layup - blocked,"[1628404, 1630596]",1610612752.0,NYK,cutting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,,,,Mobley,1630596.0,,
51,PT07M06.00S,2025-04-02T23:21:26.6Z,1,REGULAR,block,,[],1630596,,,1610612752,10,15,2025-04-02T23:22:48Z,510000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M03.00S,2025-04-02T23:21:29.6Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,10,15,2025-04-02T23:21:31Z,520000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M02.00S,2025-04-02T23:21:34.0Z,1,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,10,15,2025-04-02T23:21:40Z,530000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1628378],1610612739.0,CLE,bad pass,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,101284.0,,,,,,1.0,,,,,,,
54,PT06M43.00S,2025-04-02T23:22:08.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,4.812746386333772,97.05882352941177,1610612752,10,18,2025-04-02T23:22:12Z,540000,False,-235.0,-7.0,1,left,O. Anunoby 3PT  (6 PTS) (D. Wright 3 AST),"[1628384, 1626153]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.54,Made,,,,,,,,,,6.0,,D. Wright,1626153.0,3.0,,,,
56,PT06M42.00S,2025-04-02T23:22:18.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,10,18,2025-04-02T23:22:18Z,560000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M42.00S,2025-04-02T23:22:20.9Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,10,18,2025-04-02T23:25:45Z,570000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M42.00S,2025-04-02T23:22:20.9Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,10,18,2025-04-02T23:25:45Z,580000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M42.00S,2025-04-02T23:22:20.9Z,1,REGULAR,substitution,in,[],1629631,,,1610612739,10,18,2025-04-02T23:25:45Z,590000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M42.00S,2025-04-02T23:22:20.9Z,1,REGULAR,substitution,in,[],1630241,,,1610612739,10,18,2025-04-02T23:25:45Z,600000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2025-04-02T23:26:01.1Z,1,REGULAR,turnover,bad pass,[],1629622,,,1610612739,10,18,2025-04-02T23:26:04Z,610000,False,,,0,,M. Strus bad pass TURNOVER (2 TO),"[1629622, 1626153]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2.0,,,,,,Wright,1626153.0
62,PT06M31.00S,2025-04-02T23:26:01.1Z,1,REGULAR,steal,,[],1626153,,,1610612752,10,18,2025-04-02T23:26:02Z,620000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612752.0,NYK,,,,Wright,D. Wright,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
63,PT06M26.00S,2025-04-02T23:26:06.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626153,7.178055190538765,48.529411764705884,1610612752,10,20,2025-04-02T23:26:14Z,630000,False,7.0,15.0,1,left,D. Wright running Layup (2 PTS) (J. Hart 1 AST),"[1626153, 1628404]",1610612752.0,NYK,running,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,,,,,,2.0,,J. Hart,1628404.0,1.0,,,,
65,PT06M16.00S,2025-04-02T23:26:15.6Z,1,REGULAR,2pt,Jump Shot,[],1629636,80.23981603153744,30.637254901960787,1610612739,12,20,2025-04-02T23:26:19Z,650000,False,-97.0,133.0,1,right,D. Garland 16' driving floating Jump Shot (2 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,16.47,Made,,,,,,,,,,2.0,,,,,,,,
66,PT05M56.00S,2025-04-02T23:26:35.2Z,1,REGULAR,3pt,Jump Shot,[],1626153,14.011169513797633,3.9215686274509802,1610612752,12,23,2025-04-02T23:26:38Z,660000,False,230.0,79.0,1,left,D. Wright 24' 3PT  (5 PTS) (O. Anunoby 3 AST),"[1626153, 1628384]",1610612752.0,NYK,,,,Wright,D. Wright,,,,,Right Corner 3,24+ Right,24.36,Made,,,,,,,,,,5.0,,O. Anunoby,1628384.0,3.0,,,,
68,PT05M38.00S,2025-04-02T23:26:53.1Z,1,REGULAR,3pt,Jump Shot,[],1629636,67.36202365308804,17.647058823529413,1610612739,15,23,2025-04-02T23:26:56Z,680000,False,-162.0,254.0,1,right,D. Garland 30' 3PT pullup (5 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,30.14,Made,,,,,,,,,,5.0,,,,,,,,
69,PT05M15.00S,2025-04-02T23:27:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,18.084756898817346,34.55882352941176,1610612752,15,25,2025-04-02T23:27:22Z,690000,False,77.0,117.0,1,left,K. Towns 14' turnaround fadeaway Jump Shot (7 PTS),[1626157],1610612752.0,NYK,turnaround fadeaway,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Right,14.06,Made,,,,,,,,,,7.0,,,,,,,,
70,PT05M01.00S,2025-04-02T23:27:30.6Z,1,REGULAR,3pt,Jump Shot,[],1629622,68.54467805519053,67.40196078431373,1610612739,15,25,2025-04-02T23:27:33Z,700000,False,87.0,243.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,25.83,Missed,,,,,,,,,,,,,,,,,,
71,PT04M58.00S,2025-04-02T23:27:33.6Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,15,25,2025-04-02T23:27:33Z,710000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,,
72,PT04M58.00S,2025-04-02T23:27:38.2Z,1,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612752,15,25,2025-04-02T23:27:45Z,720000,False,,,0,,K. Towns bad pass out-of-bounds TURNOVER (1 TO),[1626157],1610612752.0,NYK,bad pass,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,101284.0,,,,,,1.0,,,,,,,
73,PT04M58.00S,2025-04-02T23:27:42.1Z,1,REGULAR,substitution,out,[],1629622,,,1610612739,15,25,2025-04-02T23:27:58Z,730000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M58.00S,2025-04-02T23:27:42.1Z,1,REGULAR,substitution,out,[],1628384,,,1610612739,15,25,2025-04-02T23:27:58Z,740000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M58.00S,2025-04-02T23:27:42.1Z,1,REGULAR,substitution,out,[],1626157,,,1610612739,15,25,2025-04-02T23:27:58Z,750000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M58.00S,2025-04-02T23:27:42.1Z,1,REGULAR,substitution,in,[],1630171,,,1610612739,15,25,2025-04-02T23:27:58Z,760000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M58.00S,2025-04-02T23:27:42.1Z,1,REGULAR,substitution,in,[],1629013,,,1610612739,15,25,2025-04-02T23:27:58Z,770000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M58.00S,2025-04-02T23:27:42.1Z,1,REGULAR,substitution,in,[],1630173,,,1610612739,15,25,2025-04-02T23:27:58Z,780000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M43.00S,2025-04-02T23:28:12.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630171,94.30026281208936,95.58823529411765,1610612739,15,25,2025-04-02T23:28:16Z,790000,False,228.0,1.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
80,PT04M40.00S,2025-04-02T23:28:15.3Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,15,25,2025-04-02T23:28:16Z,800000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT04M26.00S,2025-04-02T23:28:29.8Z,1,REGULAR,2pt,Jump Shot,[],1628404,8.886333771353483,65.93137254901961,1610612752,15,25,2025-04-02T23:28:33Z,810000,False,-80.0,31.0,1,left,MISS J. Hart 8' fadeaway Shot,[1628404],1610612752.0,NYK,fadeaway,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,8.55,Missed,,,,,,,,,,,,,,,,,,
82,PT04M23.00S,2025-04-02T23:28:32.8Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,15,25,2025-04-02T23:28:33Z,820000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Left,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
83,PT04M07.00S,2025-04-02T23:28:48.5Z,1,REGULAR,3pt,Jump Shot,[],1629631,93.64323258869908,3.9215686274509802,1610612739,18,25,2025-04-02T23:28:52Z,830000,False,-230.0,7.0,1,right,D. Hunter 3PT  (3 PTS) (S. Merrill 1 AST),"[1629631, 1630241]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,23.05,Made,,,,,,,,,,3.0,,S. Merrill,1630241.0,1.0,,,,
85,PT03M46.00S,2025-04-02T23:29:09.7Z,1,REGULAR,2pt,Jump Shot,[],1628969,11.251642575558476,25.98039215686275,1610612752,18,27,2025-04-02T23:29:13Z,850000,False,120.0,53.0,1,left,M. Bridges 13' pullup Jump Shot (2 PTS),[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,13.14,Made,,,,,,,,,,2.0,,,,,,,,
86,PT03M21.00S,2025-04-02T23:29:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,93.11760840998686,48.03921568627451,1610612739,18,27,2025-04-02T23:29:39Z,860000,False,-10.0,12.0,1,right,MISS D. Hunter driving Layup,[1629631],1610612739.0,CLE,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
