actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M32.00S,2025-02-22T00:15:37.8Z,1,REGULAR,steal,,[],1628384,,,1610612752,0,5,2025-02-22T00:15:39Z,160000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
17,PT10M27.00S,2025-02-22T00:15:42.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,6.389618922470433,49.50980392156863,1610612752,0,5,2025-02-22T00:15:56Z,170000,False,2.0,8.0,1,left,MISS O. Anunoby running Layup - blocked,"[1628384, 1628378]",1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.8,Missed,,,,,,,,,,,,,Mitchell,1628378.0,,,,
18,PT10M27.00S,2025-02-22T00:15:42.1Z,1,REGULAR,block,,[],1628378,,,1610612752,0,5,2025-02-22T00:15:45Z,180000,False,,,0,,D. Mitchell BLOCK (1 BLK),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M23.00S,2025-02-22T00:15:46.1Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,0,5,2025-02-22T00:15:56Z,190000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
20,PT10M18.00S,2025-02-22T00:15:50.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,93.11760840998686,52.20588235294118,1610612739,2,5,2025-02-22T00:16:06Z,200000,False,11.0,12.0,1,right,E. Mobley cutting DUNK (2 PTS) (M. Strus 1 AST),"[1630596, 1629622]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.64,Made,2.0,,,,,,,,,M. Strus,1629622.0,1.0,,,,,,
22,PT09M55.00S,2025-02-22T00:16:14.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,6.389618922470433,63.725490196078425,1610612752,2,5,2025-02-22T00:17:24Z,220000,False,-69.0,8.0,1,left,MISS M. Bridges 6' driving floating Shot,[1628969],1610612752.0,NYK,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,,,,,,,,,,,,,,,,,,
23,PT09M54.00S,2025-02-22T00:16:15.7Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,2,5,2025-02-22T00:17:05Z,230000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,
24,PT09M53.00S,2025-02-22T00:16:21.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630173,5.590000152587891,50.0,1610612752,2,5,2025-02-22T00:17:15Z,240000,False,0.0,0.0,1,left,MISS P. Achiuwa putback Layup,[1630173],1610612752.0,NYK,putback,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
28,PT09M52.00S,2025-02-22T00:16:22.8Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,2,5,2025-02-22T00:17:15Z,245000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
25,PT09M41.00S,2025-02-22T00:16:27.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,94.82588699080158,50.49019607843137,1610612739,4,5,2025-02-22T00:16:33Z,250000,False,2.0,-4.0,1,right,J. Allen cutting DUNK (2 PTS) (M. Strus 2 AST),"[1628386, 1629622]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.46,Made,2.0,,,,,,,,,M. Strus,1629622.0,2.0,,,,,,
27,PT09M30.00S,2025-02-22T00:16:39.7Z,1,REGULAR,2pt,Jump Shot,[],1628973,6.783837056504599,27.941176470588236,1610612752,4,7,2025-02-22T00:16:50Z,270000,False,110.0,11.0,1,left,J. Brunson 11' pullup Jump Shot (7 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,11.09,Made,7.0,,,,,,,,,,,,,,,,,
29,PT09M17.00S,2025-02-22T00:16:51.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,93.38042049934296,49.26470588235294,1610612739,6,7,2025-02-22T00:16:57Z,280000,False,-4.0,10.0,1,right,E. Mobley cutting DUNK (4 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.04,Made,4.0,,,,,,,,,D. Garland,1629636.0,1.0,,,,,,
31,PT08M59.00S,2025-02-22T00:17:10.4Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612752,6,7,2025-02-22T00:17:19Z,300000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1629636]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Garland,1629636.0,,,,,,,,,
32,PT08M59.00S,2025-02-22T00:17:10.4Z,1,REGULAR,steal,,[],1629636,,,1610612739,6,7,2025-02-22T00:17:13Z,310000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M52.00S,2025-02-22T00:17:16.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629636,67.88764783180025,27.696078431372552,1610612739,6,7,2025-02-22T00:18:22Z,320000,False,-112.0,249.0,1,right,MISS D. Garland 27' running pullup 3PT,[1629636],1610612739.0,CLE,running pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,27.32,Missed,,,,,,,,,,,,,,,,,,
34,PT08M50.00S,2025-02-22T00:17:18.6Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,6,7,2025-02-22T00:17:18Z,330000,False,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,,
35,PT08M48.00S,2025-02-22T00:17:22.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630596,94.82588699080158,49.754901960784316,1610612739,8,7,2025-02-22T00:17:35Z,340000,False,-1.0,-4.0,1,right,E. Mobley driving DUNK (6 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.41,Made,6.0,,,,,,,,,,,,,,,,,
36,PT08M27.00S,2025-02-22T00:17:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.30946123521682,51.9607843137255,1610612752,8,7,2025-02-22T00:17:47Z,350000,False,-10.0,16.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,,,
37,PT08M25.00S,2025-02-22T00:17:43.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,8,7,2025-02-22T00:17:47Z,360000,False,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,
38,PT08M21.00S,2025-02-22T00:17:47.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628378,73.32457293035479,73.30729166666666,1610612739,10,7,2025-02-22T00:18:04Z,370000,False,117.0,198.0,1,right,D. Mitchell 22' running pullup Jump Shot (2 PTS),[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,22.99,Made,2.0,,,,,,,,,,,,,,,,,
39,PT08M13.00S,2025-02-22T00:18:05.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,10,7,2025-02-22T00:18:05Z,380000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT07M58.00S,2025-02-22T00:21:39.7Z,1,REGULAR,2pt,Jump Shot,[],1628973,23.209592641261498,45.588235294117645,1610612752,10,9,2025-02-22T00:21:46Z,390000,False,22.0,166.0,1,left,J. Brunson 16' pullup Jump Shot (9 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,16.72,Made,9.0,,,,,,,,,,,,,,,,,
41,PT07M46.00S,2025-02-22T00:21:51.4Z,1,REGULAR,2pt,Jump Shot,[],1628378,82.86793692509855,89.4607843137255,1610612739,10,9,2025-02-22T00:21:56Z,400000,False,197.0,109.0,1,right,MISS D. Mitchell 22' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right,22.52,Missed,,,,,,,,,,,,,,,,,,
42,PT07M43.00S,2025-02-22T00:21:54.4Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,10,9,2025-02-22T00:21:56Z,410000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Right,,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,,
43,PT07M36.00S,2025-02-22T00:22:01.7Z,1,REGULAR,3pt,Jump Shot,[],1628973,28.465834428383708,20.098039215686274,1610612752,10,9,2025-02-22T00:22:29Z,420000,False,150.0,215.0,1,left,MISS J. Brunson 26' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
44,PT07M33.00S,2025-02-22T00:22:04.9Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,10,9,2025-02-22T00:22:04Z,430000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,43.0,3.0,1.0,2.0,,,,,,,,,,,,,
45,PT07M30.00S,2025-02-22T00:22:07.9Z,1,REGULAR,turnover,bad pass,[],1630173,,,1610612752,10,9,2025-02-22T00:22:14Z,440000,False,,,0,,P. Achiuwa bad pass TURNOVER (1 TO),"[1630173, 1630596]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,Mobley,1630596.0,,,,,,,,,
46,PT07M30.00S,2025-02-22T00:22:07.9Z,1,REGULAR,steal,,[],1630596,,,1610612739,10,9,2025-02-22T00:22:09Z,450000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
47,PT07M25.00S,2025-02-22T00:22:12.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628386,93.24901445466492,49.26470588235294,1610612739,12,9,2025-02-22T00:22:22Z,460000,False,-4.0,11.0,1,right,J. Allen running alley-oop Layup (4 PTS) (E. Mobley 1 AST),"[1628386, 1630596]",1610612739.0,CLE,running alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.16,Made,4.0,,,,,,,,,E. Mobley,1630596.0,1.0,,,,,,
49,PT07M13.00S,2025-02-22T00:22:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.915243101182654,50.98039215686274,1610612752,12,11,2025-02-22T00:22:29Z,480000,False,-5.0,13.0,1,left,K. Towns driving finger roll Layup (2 PTS) (M. Bridges 1 AST),"[1626157, 1628969]",1610612752.0,NYK,driving finger roll,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.34,Made,2.0,,,,,,,,,M. Bridges,1628969.0,1.0,,,,,,
51,PT07M02.00S,2025-02-22T00:22:35.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,84.23127463863338,47.87837009803921,1610612739,14,11,2025-02-22T00:22:42Z,500000,False,-11.0,96.0,1,right,D. Mitchell 9' driving floating Jump Shot (4 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,9.63,Made,4.0,,,,,,,,,,,,,,,,,
52,PT06M45.00S,2025-02-22T00:22:51.7Z,1,REGULAR,3pt,Jump Shot,[],1626157,33.85348226018397,18.627450980392158,1610612752,14,11,2025-02-22T00:22:55Z,510000,False,157.0,266.0,1,left,MISS K. Towns 30' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,30.86,Missed,,,,,,,,,,,,,,,,,,
53,PT06M43.00S,2025-02-22T00:22:53.7Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,14,11,2025-02-22T00:22:55Z,520000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,
54,PT06M37.00S,2025-02-22T00:23:00.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,71.48488830486203,19.140625,1610612739,17,11,2025-02-22T00:23:11Z,530000,False,-154.0,216.0,1,right,D. Mitchell 26' 3PT pullup (7 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.5,Made,7.0,,,,,,,,,,,,,,,,,
55,PT06M21.00S,2025-02-22T00:23:16.9Z,1,REGULAR,turnover,bad pass,[],1628969,,,1610612752,17,11,2025-02-22T00:23:24Z,540000,False,,,0,,M. Bridges bad pass TURNOVER (1 TO),"[1628969, 1630596]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,Mobley,1630596.0,,,,,,,,,
56,PT06M21.00S,2025-02-22T00:23:16.9Z,1,REGULAR,steal,,[],1630596,,,1610612739,17,11,2025-02-22T00:23:24Z,550000,False,,,0,,E. Mobley STEAL (2 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
57,PT06M16.00S,2025-02-22T00:23:21.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629636,72.7496714848883,17.647058823529413,1610612739,20,11,2025-02-22T00:23:53Z,560000,False,-162.0,204.0,1,right,D. Garland 26' 3PT running (3 PTS) (E. Mobley 2 AST),"[1629636, 1630596]",1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,26.01,Made,3.0,,,,,,,,,E. Mobley,1630596.0,2.0,,,,,,
59,PT06M04.00S,2025-02-22T00:23:37.8Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612752,20,11,2025-02-22T00:24:04Z,580000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Towns 2 FT),"[1628378, 1626157]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,1628481.0,,,,,,,,,1.0,0.0,Towns,1626157.0
61,PT06M04.00S,2025-02-22T00:24:11.7Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,20,11,2025-02-22T00:24:11Z,600000,False,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
62,PT06M04.00S,2025-02-22T00:24:11.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,20,11,2025-02-22T00:24:11Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,
63,PT06M04.00S,2025-02-22T00:24:13.6Z,1,REGULAR,substitution,out,[],1630596,,,1610612752,20,11,2025-02-22T00:24:28Z,620000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M04.00S,2025-02-22T00:24:13.6Z,1,REGULAR,substitution,out,[],1628378,,,1610612752,20,11,2025-02-22T00:24:28Z,630000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M04.00S,2025-02-22T00:24:13.6Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,20,11,2025-02-22T00:24:28Z,640000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M04.00S,2025-02-22T00:24:13.6Z,1,REGULAR,substitution,in,[],1629660,,,1610612752,20,11,2025-02-22T00:24:28Z,650000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M04.00S,2025-02-22T00:24:13.6Z,1,REGULAR,substitution,in,[],1629631,,,1610612752,20,11,2025-02-22T00:24:28Z,660000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M04.00S,2025-02-22T00:24:13.6Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,20,11,2025-02-22T00:24:28Z,670000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M04.00S,2025-02-22T00:24:44.4Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,20,12,2025-02-22T00:24:44Z,680000,False,,,0,,K. Towns Free Throw 2 of 2 (3 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
70,PT05M56.00S,2025-02-22T00:24:55.1Z,1,REGULAR,3pt,Jump Shot,[],1629636,61.18593955321945,52.69607843137255,1610612739,20,12,2025-02-22T00:24:59Z,690000,False,13.0,312.0,1,right,MISS D. Garland 31' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,31.27,Missed,,,,,,,,,,,,,,,,,,
71,PT05M53.00S,2025-02-22T00:24:58.1Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,20,12,2025-02-22T00:24:59Z,700000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,
72,PT05M50.00S,2025-02-22T00:25:02.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626157,29.77989487516426,72.79411764705883,1610612752,20,12,2025-02-22T00:25:11Z,710000,False,-114.0,227.0,1,left,MISS K. Towns 25' running pullup 3PT,[1626157],1610612752.0,NYK,running pullup,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
73,PT05M44.00S,2025-02-22T00:25:08.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,20,12,2025-02-22T00:25:11Z,720000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,
74,PT05M39.00S,2025-02-22T00:25:16.4Z,1,REGULAR,foul,personal,[],1628973,,,1610612739,20,12,2025-02-22T00:25:25Z,730000,False,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1628386]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,,,,,,,,,1.0,0.0,Allen,1628386.0
76,PT05M39.00S,2025-02-22T00:25:24.9Z,1,REGULAR,substitution,out,[],1626157,,,1610612739,20,12,2025-02-22T00:25:28Z,750000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M39.00S,2025-02-22T00:25:24.9Z,1,REGULAR,substitution,in,[],1630574,,,1610612739,20,12,2025-02-22T00:25:28Z,760000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M31.00S,2025-02-22T00:25:44.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,94.82588699080158,49.50980392156863,1610612739,22,12,2025-02-22T00:25:50Z,770000,False,-2.0,-4.0,1,right,J. Allen alley-oop DUNK (6 PTS) (M. Strus 3 AST),"[1628386, 1629622]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.46,Made,6.0,,,,,,,,,M. Strus,1629622.0,3.0,,,,,,
80,PT05M05.00S,2025-02-22T00:26:10.7Z,1,REGULAR,3pt,Jump Shot,[],1630540,17.427726675427067,94.85294117647058,1610612752,22,12,2025-02-22T00:32:13Z,790000,False,-224.0,111.0,1,left,MISS M. McBride 25' pullup 3PT,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,,
