actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M31.00S,2024-11-16T00:42:16.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,4,3,2024-11-16T00:42:30Z,170000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,15.0,,,,,,,,,,,,,,,,
19,PT10M29.00S,2024-11-16T00:42:36.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202696,80.6340341655716,13.725490196078432,1610612741,4,5,2024-11-16T00:42:41Z,190000,False,-181.0,130.0,1,right,N. Vučević 22' Jump Shot (2 PTS) (J. Giddey 1 AST),"[202696, 1630581]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Left,22.29,Made,2.0,,,,,J. Giddey,1630581.0,1.0,,,,,,,,,,
21,PT10M12.00S,2024-11-16T00:42:52.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,6.258212877792378,50.49019607843137,1610612739,6,5,2024-11-16T00:43:16Z,210000,False,-2.0,6.0,1,left,J. Allen finger roll Layup (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,finger roll,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.68,Made,2.0,,,,,D. Garland,1629636.0,1.0,,,,,,,,,,
23,PT09M50.00S,2024-11-16T00:43:15.4Z,1,REGULAR,turnover,bad pass,[],202696,,,1610612741,6,5,2024-11-16T00:43:19Z,230000,False,,,0,,N. Vučević bad pass TURNOVER (1 TO),"[202696, 1628386]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Allen,1628386.0,,,,,
24,PT09M50.00S,2024-11-16T00:43:15.4Z,1,REGULAR,steal,,[],1628386,,,1610612739,6,5,2024-11-16T00:43:18Z,240000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
25,PT09M44.00S,2024-11-16T00:43:23.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628378,33.196452036793694,51.225490196078425,1610612739,9,5,2024-11-16T00:44:02Z,250000,False,-6.0,260.0,1,left,D. Mitchell 25' 3PT running pullup (5 PTS),[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.96,Made,5.0,,,,,,,,,,,,,,,,,
26,PT09M27.00S,2024-11-16T00:43:38.6Z,1,REGULAR,3pt,Jump Shot,[],1630581,92.59198423127464,96.56862745098039,1610612741,9,5,2024-11-16T00:43:42Z,260000,False,233.0,17.0,1,right,MISS J. Giddey 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
27,PT09M26.00S,2024-11-16T00:43:39.6Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,9,5,2024-11-16T00:44:18Z,270000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M21.00S,2024-11-16T00:43:45.5Z,1,REGULAR,turnover,out-of-bounds,[],1628386,,,1610612739,9,5,2024-11-16T00:43:52Z,280000,False,,,0,,J. Allen bad pass out-of-bounds TURNOVER (1 TO),[1628386],1610612739.0,CLE,bad pass,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,,,1628172.0,,,,
29,PT09M09.00S,2024-11-16T00:44:09.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202696,93.11760840998686,50.49019607843137,1610612741,9,7,2024-11-16T00:44:39Z,290000,False,2.0,12.0,1,right,N. Vučević driving finger roll Layup (4 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,driving finger roll,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,1.25,Made,4.0,,,,,Z. LaVine,203897.0,1.0,,,,,,,,,,
31,PT09M03.00S,2024-11-16T00:44:20.9Z,1,REGULAR,foul,personal,[],1629632,,,1610612739,9,7,2024-11-16T00:44:32Z,310000,False,,,0,,C. White personal FOUL (1 PF),"[1629632, 1629636]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Garland,1629636.0
33,PT08M55.00S,2024-11-16T00:44:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,6.258212877792378,51.71568627450981,1610612739,11,7,2024-11-16T00:44:47Z,330000,False,-9.0,6.0,1,left,D. Mitchell driving Layup (7 PTS) (I. Okoro 1 AST),"[1628378, 1630171]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.07,Made,7.0,,,,,I. Okoro,1630171.0,1.0,,,,,,,,,,
35,PT08M45.00S,2024-11-16T00:44:52.5Z,1,REGULAR,3pt,Jump Shot,[],1630581,79.71419185282524,93.87254901960785,1610612741,11,7,2024-11-16T00:44:56Z,350000,False,219.0,138.0,1,right,MISS J. Giddey 25' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
36,PT08M43.00S,2024-11-16T00:44:54.5Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,11,7,2024-11-16T00:45:36Z,360000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,
37,PT08M32.00S,2024-11-16T00:45:05.7Z,1,REGULAR,3pt,Jump Shot,[],1628378,28.597240473061763,75.24509803921569,1610612739,14,7,2024-11-16T00:45:49Z,370000,False,-126.0,216.0,1,left,D. Mitchell 25' 3PT pullup (10 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.04,Made,10.0,,,,,,,,,,,,,,,,,
38,PT08M32.00S,2024-11-16T00:45:10.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,14,7,2024-11-16T00:45:10Z,380000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M32.00S,2024-11-16T00:45:40.1Z,1,REGULAR,substitution,out,[],1630581,,,1610612741,14,7,2024-11-16T00:47:39Z,390000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M32.00S,2024-11-16T00:45:40.1Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,14,7,2024-11-16T00:47:39Z,400000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M20.00S,2024-11-16T00:48:11.9Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,14,7,2024-11-16T00:48:15Z,410000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1628386]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Allen,1628386.0,,,,,
42,PT08M20.00S,2024-11-16T00:48:11.9Z,1,REGULAR,steal,,[],1628386,,,1610612739,14,7,2024-11-16T00:48:14Z,420000,False,,,0,,J. Allen STEAL (2 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
43,PT08M08.00S,2024-11-16T00:48:26.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,22.552562417871222,88.23529411764706,1610612739,14,7,2024-11-16T00:48:49Z,430000,False,-191.0,159.0,1,left,MISS D. Mitchell 24' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
44,PT08M06.00S,2024-11-16T00:48:28.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,14,7,2024-11-16T00:49:51Z,440000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,
45,PT07M57.00S,2024-11-16T00:48:34.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,69.85873850197109,79.65686274509804,1610612741,14,7,2024-11-16T00:48:45Z,450000,False,148.0,231.0,1,right,MISS C. White 27' running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Right Center,27.43,Missed,,,,,,,,,,,,,,,,,,
46,PT07M54.00S,2024-11-16T00:48:37.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,14,7,2024-11-16T00:48:39Z,460000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,
47,PT07M49.00S,2024-11-16T00:48:47.0Z,1,REGULAR,3pt,Jump Shot,[],1627777,9.543363994743759,94.85294117647058,1610612739,14,7,2024-11-16T00:50:35Z,470000,False,-224.0,37.0,1,left,MISS G. Niang 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,22.74,Missed,,,,,,,,,,,,,,,,,,
48,PT07M47.00S,2024-11-16T00:48:49.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,14,7,2024-11-16T00:50:35Z,480000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Left Corner 3,24+ Left,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,
49,PT07M31.00S,2024-11-16T00:49:03.5Z,1,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612741,14,7,2024-11-16T00:49:08Z,490000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Williams 2 FT),"[1627777, 1630172]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Williams,1630172.0
51,PT07M31.00S,2024-11-16T00:49:27.8Z,1,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,14,7,2024-11-16T00:49:27Z,510000,False,,,0,,MISS P. Williams Free Throw 1 of 2,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
52,PT07M31.00S,2024-11-16T00:49:27.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,14,7,2024-11-16T00:49:27Z,520000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,
53,PT07M31.00S,2024-11-16T00:49:28.8Z,1,REGULAR,substitution,out,[],1627777,,,1610612741,14,7,2024-11-16T00:49:34Z,530000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M31.00S,2024-11-16T00:49:28.8Z,1,REGULAR,substitution,in,[],1629731,,,1610612741,14,7,2024-11-16T00:49:34Z,540000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M31.00S,2024-11-16T00:49:45.8Z,1,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,14,8,2024-11-16T00:49:45Z,550000,False,,,0,,P. Williams Free Throw 2 of 2 (1 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
56,PT07M18.00S,2024-11-16T00:50:00.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,7.440867279894875,38.72549019607843,1610612739,16,8,2024-11-16T00:52:03Z,560000,False,56.0,17.0,1,left,J. Allen driving Hook (4 PTS) (D. Garland 2 AST),"[1628386, 1629636]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,5.9,Made,4.0,,,,,D. Garland,1629636.0,2.0,,,,,,,,,,
58,PT07M16.00S,2024-11-16T00:50:06.0Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,16,8,2024-11-16T00:51:49Z,580000,False,,,0,,C. White bad pass TURNOVER (2 TO),"[1629632, 1630171]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2.0,Okoro,1630171.0,,,,,
59,PT07M16.00S,2024-11-16T00:50:06.0Z,1,REGULAR,steal,,[],1630171,,,1610612739,16,8,2024-11-16T00:50:11Z,590000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
60,PT07M05.00S,2024-11-16T00:50:12.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630171,6.389618922470433,50.98039215686274,1610612739,18,8,2024-11-16T00:52:27Z,600000,False,-5.0,8.0,1,left,I. Okoro driving DUNK (2 PTS),[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,0.9,Made,2.0,,,,,,,,,,,,,,,,,
61,PT07M01.00S,2024-11-16T00:50:18.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,71.56701708278581,20.34313725490196,1610612741,18,11,2024-11-16T00:50:25Z,610000,False,-148.0,215.0,1,right,C. White 26' 3PT  (6 PTS) (P. Williams 2 AST),"[1629632, 1630172]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,26.1,Made,6.0,,,,,P. Williams,1630172.0,2.0,,,,,,,,,,
63,PT06M52.00S,2024-11-16T00:50:26.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,5.206964520367937,51.9607843137255,1610612739,20,11,2024-11-16T00:50:32Z,630000,False,-10.0,-4.0,1,left,J. Allen cutting DUNK (6 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.04,Made,6.0,,,,,D. Garland,1629636.0,3.0,,,,,,,,,,
65,PT06M26.00S,2024-11-16T00:50:52.4Z,1,REGULAR,3pt,Jump Shot,[],1630245,93.51182654402102,97.54901960784314,1610612741,20,14,2024-11-16T00:50:56Z,650000,False,238.0,8.0,1,right,A. Dosunmu 3PT  (3 PTS) (C. White 1 AST),"[1630245, 1629632]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,23.79,Made,3.0,,,,,C. White,1629632.0,1.0,,,,,,,,,,
67,PT06M13.00S,2024-11-16T00:51:05.1Z,1,REGULAR,2pt,Jump Shot,[],1629636,16.113666228646515,12.745098039215685,1610612739,22,14,2024-11-16T00:51:09Z,670000,False,186.0,99.0,1,left,D. Garland 21' pullup Jump Shot (4 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,16-24 Right,21.1,Made,4.0,,,,,,,,,,,,,,,,,
68,PT06M06.00S,2024-11-16T00:51:13.2Z,1,REGULAR,3pt,Jump Shot,[],202696,71.96123521681997,79.65686274509804,1610612741,22,17,2024-11-16T00:51:18Z,680000,False,148.0,211.0,1,right,N. Vučević 25' 3PT  (7 PTS) (P. Williams 3 AST),"[202696, 1630172]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,25.8,Made,7.0,,,,,P. Williams,1630172.0,3.0,,,,,,,,,,
70,PT06M04.00S,2024-11-16T00:51:20.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,22,17,2024-11-16T00:51:20Z,700000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M04.00S,2024-11-16T00:51:22.9Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,22,17,2024-11-16T00:54:11Z,710000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M04.00S,2024-11-16T00:51:22.9Z,1,REGULAR,substitution,out,[],1629632,,,1610612739,22,17,2024-11-16T00:54:11Z,720000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M04.00S,2024-11-16T00:51:22.9Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,22,17,2024-11-16T00:54:11Z,730000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M04.00S,2024-11-16T00:51:22.9Z,1,REGULAR,substitution,in,[],1630581,,,1610612739,22,17,2024-11-16T00:54:11Z,740000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M47.00S,2024-11-16T00:54:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,6.652431011826544,49.754901960784316,1610612739,24,17,2024-11-16T00:55:04Z,750000,False,1.0,10.0,1,left,J. Allen driving Layup (8 PTS) (D. Garland 4 AST),"[1628386, 1629636]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.01,Made,8.0,,,,,D. Garland,1629636.0,4.0,,,,,,,,,,
77,PT05M47.00S,2024-11-16T00:54:38.1Z,1,REGULAR,foul,personal,['1freethrow'],1630581,,,1610612739,24,17,2024-11-16T00:54:44Z,770000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Allen 1 FT),"[1630581, 1628386]",1610612741.0,CHI,shooting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Allen,1628386.0
79,PT05M47.00S,2024-11-16T00:54:57.6Z,1,REGULAR,freethrow,1 of 1,[],1628386,,,1610612739,25,17,2024-11-16T00:54:57Z,790000,False,,,0,,J. Allen Free Throw 1 of 1 (9 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
80,PT05M36.00S,2024-11-16T00:55:09.3Z,1,REGULAR,2pt,Jump Shot,[],203897,77.34888304862024,15.931372549019606,1610612741,25,17,2024-11-16T00:55:14Z,800000,False,-170.0,160.0,1,right,MISS Z. LaVine 23' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left Center,23.39,Missed,,,,,,,,,,,,,,,,,,
81,PT05M34.00S,2024-11-16T00:55:11.3Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,25,17,2024-11-16T00:55:26Z,810000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,
82,PT05M27.00S,2024-11-16T00:55:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,7.30946123521682,51.470588235294116,1610612739,27,17,2024-11-16T00:55:29Z,820000,False,-7.0,16.0,1,left,I. Okoro cutting Layup (4 PTS) (D. Garland 5 AST),"[1630171, 1629636]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.78,Made,4.0,,,,,D. Garland,1629636.0,5.0,,,,,,,,,,
84,PT05M16.00S,2024-11-16T00:55:29.0Z,1,REGULAR,3pt,Jump Shot,[],202696,66.17936925098554,47.549019607843135,1610612741,27,17,2024-11-16T00:55:33Z,840000,False,-12.0,265.0,1,right,MISS N. Vučević 26' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,26.57,Missed,,,,,,,,,,,,,,,,,,
85,PT05M15.00S,2024-11-16T00:55:30.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,27,17,2024-11-16T00:55:52Z,850000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,84.0,3.0,3.0,0.0,,,,,,,,,,,,,
86,PT05M07.00S,2024-11-16T00:55:39.6Z,1,REGULAR,3pt,Jump Shot,[],1629636,31.882391590013142,47.794117647058826,1610612739,30,17,2024-11-16T00:56:16Z,860000,False,11.0,247.0,1,left,D. Garland 24' 3PT pullup (7 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,24.74,Made,7.0,,,,,,,,,,,,,,,,,
87,PT04M56.00S,2024-11-16T00:55:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.46057818659659,51.9607843137255,1610612741,30,19,2024-11-16T00:56:29Z,870000,False,10.0,18.0,1,right,N. Vučević cutting finger roll Layup (9 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,cutting finger roll,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,2.08,Made,9.0,,,,,A. Dosunmu,1630245.0,1.0,,,,,,,,,,
