actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
15,PT10M37.00S,2024-11-05T00:02:09.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,7.835085413929041,35.78431372549019,1610612749,2,2,2024-11-05T00:02:14Z,150000,False,71.0,21.0,1,left,B. Portis 7' turnaround bank Hook (2 PTS),[1626171],1610612749.0,MIL,turnaround bank,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,7.42,Made,,,,,2.0,,,,,,,,,,,,,
16,PT10M26.00S,2024-11-05T00:02:18.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,69.46452036793693,26.47058823529412,1610612739,5,2,2024-11-05T00:02:23Z,160000,False,-118.0,235.0,1,right,D. Garland 26' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1629636, 1628378]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,26.23,Made,,,,,3.0,,,D. Mitchell,1628378.0,1.0,,,,,,,,
18,PT10M16.00S,2024-11-05T00:02:33.3Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612749,5,2,2024-11-05T00:02:48Z,180000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Lillard 2 FT),"[1630171, 203081]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,1830.0,,,,,1.0,0.0,Lillard,203081.0,,,,
20,PT10M16.00S,2024-11-05T00:02:57.8Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,5,3,2024-11-05T00:02:57Z,200000,False,,,0,,D. Lillard Free Throw 1 of 2 (1 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
21,PT10M16.00S,2024-11-05T00:03:14.5Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,5,4,2024-11-05T00:03:14Z,210000,False,,,0,,D. Lillard Free Throw 2 of 2 (2 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
22,PT10M08.00S,2024-11-05T00:03:24.1Z,1,REGULAR,3pt,Jump Shot,[],1629636,69.72733245729303,23.284313725490197,1610612739,5,4,2024-11-05T00:03:34Z,220000,False,-134.0,232.0,1,right,MISS D. Garland 26' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,,
23,PT10M04.00S,2024-11-05T00:03:33.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,5,4,2024-11-05T00:03:33Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,22.0,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2024-11-05T00:03:35.5Z,1,REGULAR,foul,personal,[],1627752,,,1610612739,5,4,2024-11-05T00:03:47Z,240000,False,,,0,,T. Prince loose ball personal FOUL (1 PF),"[1627752, 1628378]",1610612749.0,MIL,loose ball,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,,1626301.0,,,,,1.0,0.0,Mitchell,1628378.0,,,,
26,PT09M57.00S,2024-11-05T00:03:56.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,65.25952693823915,54.166666666666664,1610612739,8,4,2024-11-05T00:04:00Z,260000,False,21.0,274.0,1,right,D. Mitchell 27' 3PT  (5 PTS) (D. Garland 1 AST),"[1628378, 1629636]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,27.49,Made,,,,,5.0,,,D. Garland,1629636.0,1.0,,,,,,,,
28,PT09M45.00S,2024-11-05T00:04:08.3Z,1,REGULAR,2pt,Jump Shot,[],203081,14.14257555847569,30.88235294117647,1610612749,8,4,2024-11-05T00:04:36Z,280000,False,96.0,80.0,1,left,MISS D. Lillard 12' driving floating Shot,[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Right,12.49,Missed,,,,,,,,,,,,,,,,,,
29,PT09M42.00S,2024-11-05T00:04:11.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,8,4,2024-11-05T00:04:13Z,290000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT09M36.00S,2024-11-05T00:04:24.7Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,8,4,2024-11-05T00:06:24Z,325000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 201572]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,,,,,Lopez,201572.0,,
38,PT09M36.00S,2024-11-05T00:04:24.7Z,1,REGULAR,steal,,[],201572,,,1610612749,8,4,2024-11-05T00:05:14Z,327500,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M27.00S,2024-11-05T00:04:29.2Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612749,8,4,2024-11-05T00:04:44Z,330000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Portis 2 FT),"[1630596, 1626171]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,202007.0,,,,,1.0,0.0,Portis,1626171.0,,,,
35,PT09M27.00S,2024-11-05T00:04:59.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626171,,,1610612749,8,4,2024-11-05T00:05:14Z,350000,False,,,0,,MISS B. Portis Free Throw 1 of 2,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
36,PT09M27.00S,2024-11-05T00:04:59.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,8,4,2024-11-05T00:04:59Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,
39,PT09M27.00S,2024-11-05T00:05:16.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626171,,,1610612749,8,5,2024-11-05T00:05:16Z,370000,False,,,0,,B. Portis Free Throw 2 of 2 (3 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
40,PT09M11.00S,2024-11-05T00:05:36.7Z,1,REGULAR,3pt,Jump Shot,[],1628378,93.11760840998686,97.30392156862744,1610612739,11,5,2024-11-05T00:07:02Z,380000,False,237.0,12.0,1,right,D. Mitchell 3PT  (8 PTS) (D. Garland 2 AST),"[1628378, 1629636]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,23.68,Made,,,,,8.0,,,D. Garland,1629636.0,2.0,,,,,,,,
42,PT09M02.00S,2024-11-05T00:05:44.8Z,1,REGULAR,3pt,Jump Shot,[],203081,24.129434954007884,12.254901960784313,1610612749,11,8,2024-11-05T00:07:15Z,400000,False,189.0,174.0,1,left,D. Lillard 25' 3PT pullup (5 PTS),[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.69,Made,,,,,5.0,,,,,,,,,,,,,
43,PT08M50.00S,2024-11-05T00:05:54.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,74.06373193166885,81.86274509803921,1610612739,11,8,2024-11-05T00:05:58Z,410000,False,159.0,191.0,1,right,MISS D. Mitchell 24' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,,
44,PT08M48.00S,2024-11-05T00:05:56.8Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,11,8,2024-11-05T00:05:58Z,420000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT08M37.00S,2024-11-05T00:06:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,19.267411300919843,50.98039215686274,1610612749,11,8,2024-11-05T00:07:39Z,430000,False,-5.0,129.0,1,left,MISS D. Lillard 12' pullup Shot,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,12.87,Missed,,,,,,,,,,,,,,,,,,
46,PT08M35.00S,2024-11-05T00:06:11.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,11,8,2024-11-05T00:07:39Z,440000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT08M24.00S,2024-11-05T00:06:21.0Z,1,REGULAR,3pt,Jump Shot,[],1629636,94.69448094612353,3.1862745098039214,1610612739,14,8,2024-11-05T00:06:27Z,450000,False,-234.0,-3.0,1,right,D. Garland 3PT  (6 PTS) (I. Okoro 1 AST),"[1629636, 1630171]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Left Corner 3,24+ Left,23.41,Made,,,,,6.0,,,I. Okoro,1630171.0,1.0,,,,,,,,
49,PT08M02.00S,2024-11-05T00:06:43.8Z,1,REGULAR,turnover,bad pass,[],1629018,,,1610612749,14,8,2024-11-05T00:06:49Z,470000,False,,,0,,G. Trent Jr. bad pass TURNOVER (1 TO),"[1629018, 1628378]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,,,,,,,,Mitchell,1628378.0,,
50,PT08M02.00S,2024-11-05T00:06:43.8Z,1,REGULAR,steal,,[],1628378,,,1610612739,14,8,2024-11-05T00:06:45Z,480000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
51,PT07M59.00S,2024-11-05T00:06:48.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630596,92.19776609724047,50.0,1610612739,16,8,2024-11-05T00:07:02Z,490000,False,0.0,21.0,1,right,E. Mobley running finger roll Layup (2 PTS) (D. Mitchell 2 AST),"[1630596, 1628378]",1610612739.0,CLE,running finger roll,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,2.0,,,D. Mitchell,1628378.0,2.0,,,,,,,,
53,PT07M59.00S,2024-11-05T00:06:51.4Z,1,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612739,16,8,2024-11-05T00:26:13Z,510000,False,,,0,,T. Prince shooting personal FOUL (2 PF) (Mobley 1 FT),"[1627752, 1630596]",1610612749.0,MIL,shooting,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,1626301.0,,,,,2.0,0.0,Mobley,1630596.0,,,,
55,PT07M59.00S,2024-11-05T00:07:05.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,16,8,2024-11-05T00:07:05Z,530000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M59.00S,2024-11-05T00:07:11.2Z,1,REGULAR,substitution,out,[],1627752,,,1610612739,16,8,2024-11-05T00:09:28Z,540000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M59.00S,2024-11-05T00:07:11.2Z,1,REGULAR,substitution,in,[],1631260,,,1610612739,16,8,2024-11-05T00:09:28Z,550000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M59.00S,2024-11-05T00:09:51.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630596,,,1610612739,16,8,2024-11-05T00:25:51Z,560000,False,,,0,,MISS E. Mobley Free Throw 1 of 1,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT07M56.00S,2024-11-05T00:09:54.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,16,8,2024-11-05T00:09:54Z,570000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT07M41.00S,2024-11-05T00:10:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,7.178055190538765,50.0,1610612749,16,10,2024-11-05T00:10:17Z,580000,False,0.0,15.0,1,left,B. Lopez driving Layup (2 PTS),[201572],1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,2.0,,,,,,,,,,,,,
61,PT07M25.00S,2024-11-05T00:10:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,93.51182654402102,50.49019607843137,1610612739,16,10,2024-11-05T00:10:33Z,590000,False,2.0,8.0,1,right,MISS E. Mobley cutting Layup,[1630596],1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.89,Missed,,,,,,,,,,,,,,,,,,
62,PT07M24.00S,2024-11-05T00:10:25.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,16,10,2024-11-05T00:26:35Z,600000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT07M12.00S,2024-11-05T00:10:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,7.835085413929041,49.26470588235294,1610612749,16,10,2024-11-05T00:12:20Z,630000,False,4.0,21.0,1,left,MISS D. Lillard driving Layup,[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
66,PT07M10.00S,2024-11-05T00:10:40.6Z,1,REGULAR,rebound,offensive,[],203081,,,1610612749,16,10,2024-11-05T00:12:20Z,640000,False,,,0,,D. Lillard REBOUND (Off:1 Def:0),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,65.0,1.0,0.0,1.0,,,,,,,,,,,,,,
67,PT07M07.00S,2024-11-05T00:10:43.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,30.17411300919842,69.85294117647058,1610612749,16,10,2024-11-05T00:10:47Z,650000,False,-99.0,231.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
68,PT07M04.00S,2024-11-05T00:10:45.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,16,10,2024-11-05T00:10:45Z,660000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,67.0,3.0,3.0,0.0,,,,,,,,,,,,,,
69,PT06M55.00S,2024-11-05T00:10:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,89.70105124835742,64.2156862745098,1610612739,16,10,2024-11-05T00:11:00Z,670000,False,71.0,44.0,1,right,MISS D. Mitchell 8' driving floating bank Shot,[1628378],1610612739.0,CLE,driving floating bank,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,8.38,Missed,,,,,,,,,,,,,,,,,,
70,PT06M51.00S,2024-11-05T00:10:58.4Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,16,10,2024-11-05T00:10:58Z,680000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Right,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,
72,PT06M49.00S,2024-11-05T00:11:03.6Z,1,REGULAR,turnover,lost ball,[],201572,,,1610612749,16,10,2024-11-05T00:14:39Z,700000,False,,,0,,B. Lopez lost ball TURNOVER (1 TO),"[201572, 1628386]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1.0,,,,,,,,Allen,1628386.0,,
73,PT06M49.00S,2024-11-05T00:11:03.6Z,1,REGULAR,steal,,[],1628386,,,1610612739,16,10,2024-11-05T00:11:06Z,710000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
74,PT06M45.00S,2024-11-05T00:11:07.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630596,92.72339027595268,52.94117647058824,1610612739,16,10,2024-11-05T01:02:54Z,720000,False,15.0,16.0,1,right,MISS E. Mobley driving floating bank Shot,[1630596],1610612739.0,CLE,driving floating bank,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
75,PT06M39.00S,2024-11-05T00:11:13.2Z,1,REGULAR,rebound,offensive,[],1629636,,,1610612739,16,10,2024-11-05T01:02:54Z,730000,False,,,0,,D. Garland REBOUND (Off:1 Def:0),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,74.0,1.0,0.0,1.0,,,,,,,,,,,,,,
76,PT06M24.00S,2024-11-05T00:11:25.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628386,90.67017082785807,49.95787377450981,1610612739,18,10,2024-11-05T00:16:37Z,740000,False,0.0,35.0,1,right,J. Allen driving Hook (2 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.52,Made,,,,,2.0,,,D. Garland,1629636.0,3.0,,,,,,,,
78,PT06M03.00S,2024-11-05T00:11:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,15.456636005256241,44.36274509803921,1610612749,18,10,2024-11-05T00:11:55Z,760000,False,28.0,93.0,1,left,MISS G. Trent Jr. 9' driving floating Shot,[1629018],1610612749.0,MIL,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.7,Missed,,,,,,,,,,,,,,,,,,
79,PT06M01.00S,2024-11-05T00:11:49.5Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,18,10,2024-11-05T00:11:55Z,770000,False,,,0,,J. Allen REBOUND (Off:0 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,78.0,4.0,4.0,0.0,,,,,,,,,,,,,,
80,PT05M57.00S,2024-11-05T00:11:55.8Z,1,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612739,18,10,2024-11-05T00:12:07Z,780000,False,,,0,,B. Portis shooting personal FOUL (1 PF) (Mobley 2 FT),"[1626171, 1630596]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1830.0,,,,,1.0,0.0,Mobley,1630596.0,,,,
82,PT05M57.00S,2024-11-05T00:12:21.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630596,,,1610612739,19,10,2024-11-05T00:18:08Z,800000,False,,,0,,E. Mobley Free Throw 1 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
83,PT05M57.00S,2024-11-05T00:12:22.2Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,19,10,2024-11-05T00:12:38Z,810000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M57.00S,2024-11-05T00:12:22.2Z,1,REGULAR,substitution,out,[],1626171,,,1610612739,19,10,2024-11-05T00:12:38Z,820000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M57.00S,2024-11-05T00:12:22.2Z,1,REGULAR,substitution,in,[],1630241,,,1610612739,19,10,2024-11-05T00:12:38Z,830000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M57.00S,2024-11-05T00:12:22.2Z,1,REGULAR,substitution,in,[],1641748,,,1610612739,19,10,2024-11-05T00:12:38Z,840000,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M57.00S,2024-11-05T00:12:21.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630596,,,1610612739,20,10,2024-11-05T00:18:08Z,850000,False,,,0,,E. Mobley Free Throw 2 of 2 (4 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
88,PT05M40.00S,2024-11-05T00:12:57.6Z,1,REGULAR,2pt,Jump Shot,[],201572,5.601182654402102,67.8921568627451,1610612749,20,10,2024-11-05T00:18:31Z,860000,False,-89.0,0.0,1,left,MISS B. Lopez 8' fadeaway Shot,[201572],1610612749.0,MIL,fadeaway,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,8.95,Missed,,,,,,,,,,,,,,,,,,
