actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
31,PT09M46.00S,2024-11-21T00:43:44.9Z,1,REGULAR,rebound,defensive,[],1630527,,,1610612740,4,0,2024-11-21T00:46:47Z,300000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:1),[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,Right Corner 3,24+ Right,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M43.00S,2024-11-21T00:43:49.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630526,92.72339027595268,49.01960784313725,1610612740,4,2,2024-11-21T00:47:10Z,310000,False,-5.0,16.0,1,right,J. Robinson-Earl running finger roll Layup (2 PTS) (B. Boston Jr. 1 AST),"[1630526, 1630527]",1610612740.0,NOP,running finger roll,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,2.0,,,,,B. Boston Jr.,1630527.0,1.0,,,,,,
34,PT09M26.00S,2024-11-21T00:44:05.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,31.225361366622867,53.67647058823529,1610612739,7,2,2024-11-21T00:44:20Z,330000,False,-18.0,241.0,1,left,D. Mitchell 24' 3PT  (3 PTS) (E. Mobley 1 AST),"[1628378, 1630596]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,24.17,Made,,,,,3.0,,,,,E. Mobley,1630596.0,1.0,,,,,,
36,PT09M14.00S,2024-11-21T00:44:20.6Z,1,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612740,7,2,2024-11-21T00:44:26Z,350000,False,,,0,,J. Allen shooting personal FOUL (1 PF) (Missi 2 FT),"[1628386, 1642274]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,203593.0,,,,,,,1.0,0.0,Missi,1642274.0,,
38,PT09M14.00S,2024-11-21T00:44:49.3Z,1,REGULAR,freethrow,1 of 2,[],1642274,,,1610612740,7,3,2024-11-21T00:44:49Z,370000,False,,,0,,Y. Missi Free Throw 1 of 2 (1 PTS),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
39,PT09M14.00S,2024-11-21T00:45:04.2Z,1,REGULAR,freethrow,2 of 2,[],1642274,,,1610612740,7,4,2024-11-21T00:45:04Z,380000,False,,,0,,Y. Missi Free Throw 2 of 2 (2 PTS),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
40,PT08M50.00S,2024-11-21T00:45:33.4Z,1,REGULAR,2pt,Jump Shot,[],1628378,21.369908015768726,46.81372549019608,1610612739,7,4,2024-11-21T00:47:47Z,390000,False,16.0,148.0,1,left,MISS D. Mitchell 14' turnaround fadeaway Shot,[1628378],1610612739.0,CLE,turnaround fadeaway,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Center,14.92,Missed,,,,,,,,,,,,,,,,,,
41,PT08M48.00S,2024-11-21T00:45:35.4Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,7,4,2024-11-21T00:47:47Z,400000,False,,,0,,Y. Missi REBOUND (Off:0 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Mid-Range,8-16 Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT08M37.00S,2024-11-21T00:45:45.1Z,1,REGULAR,turnover,bad pass,[],203901,,,1610612740,7,4,2024-11-21T00:48:07Z,410000,False,,,0,,E. Payton bad pass TURNOVER (2 TO),"[203901, 1628378]",1610612740.0,NOP,,,,Payton,E. Payton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,2.0,Mitchell,1628378.0,,,,,,,,,
43,PT08M37.00S,2024-11-21T00:45:45.1Z,1,REGULAR,steal,,[],1628378,,,1610612739,7,4,2024-11-21T00:45:47Z,420000,False,,,0,,D. Mitchell STEAL (2 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
44,PT08M30.00S,2024-11-21T00:45:50.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630596,6.915243101182654,51.470588235294116,1610612739,7,4,2024-11-21T00:46:06Z,430000,False,-7.0,13.0,1,left,MISS E. Mobley running finger roll Layup - blocked,"[1630596, 1629750]",1610612739.0,CLE,running finger roll,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,,,,,,,,,Green,1629750.0
45,PT08M30.00S,2024-11-21T00:45:50.9Z,1,REGULAR,block,,[],1629750,,,1610612739,7,4,2024-11-21T00:45:55Z,440000,False,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M30.00S,2024-11-21T00:45:50.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,7,4,2024-11-21T00:46:06Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,44.0,,,,,,,,,,,,,,,,,
48,PT08M23.00S,2024-11-21T00:46:13.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628386,6.521024967148489,50.0,1610612739,9,4,2024-11-21T00:48:28Z,470000,False,0.0,9.0,1,left,J. Allen driving DUNK (2 PTS) (D. Mitchell 1 AST),"[1628386, 1628378]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,2.0,,,,,D. Mitchell,1628378.0,1.0,,,,,,
51,PT08M01.00S,2024-11-21T00:46:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,94.69448094612353,51.470588235294116,1610612740,9,6,2024-11-21T00:46:58Z,500000,False,7.0,-3.0,1,right,J. Robinson-Earl driving reverse Layup (4 PTS) (E. Payton 1 AST),"[1630526, 203901]",1610612740.0,NOP,driving reverse,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,4.0,,,,,E. Payton,203901.0,1.0,,,,,,
53,PT07M50.00S,2024-11-21T00:47:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,10.068988173455978,38.72549019607843,1610612739,11,6,2024-11-21T00:51:21Z,520000,False,56.0,42.0,1,left,D. Mitchell 7' driving floating Jump Shot (5 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.04,Made,,,,,5.0,,,,,,,,,,,,,
54,PT07M24.00S,2024-11-21T00:47:26.4Z,1,REGULAR,3pt,Jump Shot,[],1630527,71.56701708278581,21.568627450980394,1610612740,11,6,2024-11-21T00:47:31Z,530000,False,-142.0,215.0,1,right,MISS B. Boston Jr. 25' step back 3PT,[1630527],1610612740.0,NOP,step back,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,,,,,,,,,,,,,,,,,
55,PT07M21.00S,2024-11-21T00:47:29.4Z,1,REGULAR,rebound,offensive,[],203901,,,1610612740,11,6,2024-11-21T00:47:31Z,540000,False,,,0,,E. Payton REBOUND (Off:1 Def:0),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Above the Break 3,24+ Left Center,,,54.0,1.0,0.0,1.0,,,,,,,,,,,,,,
56,PT07M20.00S,2024-11-21T00:47:35.7Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612740,11,6,2024-11-21T00:47:50Z,550000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Missi 2 FT),"[1628378, 1642274]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628480.0,,,,,,,1.0,0.0,Missi,1642274.0,,
58,PT07M20.00S,2024-11-21T00:48:01.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642274,,,1610612740,11,7,2024-11-21T00:48:01Z,570000,False,,,0,,Y. Missi Free Throw 1 of 2 (3 PTS),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
59,PT07M20.00S,2024-11-21T00:48:03.7Z,1,REGULAR,substitution,out,[],203901,,,1610612740,11,7,2024-11-21T00:48:07Z,580000,False,,,0,,SUB out: E. Payton,[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M20.00S,2024-11-21T00:48:03.7Z,1,REGULAR,substitution,in,[],1641810,,,1610612740,11,7,2024-11-21T00:48:07Z,590000,False,,,0,,SUB in: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M20.00S,2024-11-21T00:48:28.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642274,,,1610612740,11,8,2024-11-21T00:48:28Z,600000,False,,,0,,Y. Missi Free Throw 2 of 2 (4 PTS),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
62,PT07M07.00S,2024-11-21T00:48:43.0Z,1,REGULAR,3pt,Jump Shot,[],1642281,6.1268068331143235,3.6764705882352944,1610612739,14,8,2024-11-21T00:48:47Z,610000,False,232.0,5.0,1,left,J. Tyson 3PT  (5 PTS) (D. Mitchell 2 AST),"[1642281, 1628378]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Right Corner 3,24+ Right,23.17,Made,,,,,5.0,,,,,D. Mitchell,1628378.0,2.0,,,,,,
64,PT06M57.00S,2024-11-21T00:48:56.4Z,1,REGULAR,foul,personal,['2freethrow'],1642281,,,1610612740,14,8,2024-11-21T00:49:29Z,630000,False,,,0,,J. Tyson shooting personal FOUL (1 PF) (Green 2 FT),"[1642281, 1629750]",1610612739.0,CLE,shooting,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1662.0,,,,,,,1.0,0.0,Green,1629750.0,,
66,PT06M57.00S,2024-11-21T00:49:38.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,14,8,2024-11-21T00:49:38Z,650000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M57.00S,2024-11-21T00:51:44.3Z,1,REGULAR,substitution,out,[],1630596,,,1610612740,14,8,2024-11-21T00:52:01Z,660000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M57.00S,2024-11-21T00:51:44.3Z,1,REGULAR,substitution,out,[],1628378,,,1610612740,14,8,2024-11-21T00:52:01Z,670000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M57.00S,2024-11-21T00:51:44.3Z,1,REGULAR,substitution,in,[],1641854,,,1610612740,14,8,2024-11-21T00:52:01Z,680000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M57.00S,2024-11-21T00:51:44.3Z,1,REGULAR,substitution,in,[],1627777,,,1610612740,14,8,2024-11-21T00:52:01Z,690000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M57.00S,2024-11-21T00:52:21.6Z,1,REGULAR,freethrow,1 of 2,[],1629750,,,1610612740,14,9,2024-11-21T00:52:21Z,700000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
72,PT06M57.00S,2024-11-21T00:52:40.9Z,1,REGULAR,freethrow,2 of 2,[],1629750,,,1610612740,14,10,2024-11-21T00:52:40Z,710000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
73,PT06M41.00S,2024-11-21T00:52:59.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,11.383048620236531,52.20588235294118,1610612739,14,10,2024-11-21T00:53:24Z,720000,False,-11.0,55.0,1,left,MISS G. Niang turnaround Hook,[1627777],1610612739.0,CLE,turnaround,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
74,PT06M39.00S,2024-11-21T00:53:01.6Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,14,10,2024-11-21T00:53:24Z,730000,False,,,0,,Y. Missi REBOUND (Off:0 Def:2),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,73.0,2.0,2.0,0.0,,,,,,,,,,,,,,
75,PT06M24.00S,2024-11-21T00:53:14.3Z,1,REGULAR,3pt,Jump Shot,[],1641810,71.17279894875165,76.9607843137255,1610612740,14,10,2024-11-21T00:53:20Z,740000,False,135.0,218.0,1,right,MISS A. Reeves 25' 3PT,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Above the Break 3,24+ Right Center,25.67,Missed,,,,,,,,,,,,,,,,,,
76,PT06M22.00S,2024-11-21T00:53:16.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,14,10,2024-11-21T00:53:57Z,750000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT06M13.00S,2024-11-21T00:53:27.9Z,1,REGULAR,3pt,Jump Shot,[],1627777,11.383048620236531,3.431372549019608,1610612739,14,10,2024-11-21T00:54:09Z,760000,False,233.0,55.0,1,left,MISS G. Niang 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,23.91,Missed,,,,,,,,,,,,,,,,,,
78,PT06M10.00S,2024-11-21T00:53:30.9Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,14,10,2024-11-21T00:54:09Z,770000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,77.0,2.0,1.0,1.0,,,,,,,,,,,,,,
79,PT06M08.00S,2024-11-21T00:53:32.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,6.915243101182654,5.147058823529411,1610612739,14,10,2024-11-21T00:54:27Z,780000,False,224.0,13.0,1,left,MISS G. Niang 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,22.46,Missed,,,,,,,,,,,,,,,,,,
80,PT06M06.00S,2024-11-21T00:53:34.2Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,14,10,2024-11-21T00:54:27Z,790000,False,,,0,,Y. Missi REBOUND (Off:0 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Right Corner 3,24+ Right,,,79.0,3.0,3.0,0.0,,,,,,,,,,,,,,
81,PT05M45.00S,2024-11-21T00:53:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,93.38042049934296,54.41176470588235,1610612740,14,12,2024-11-21T00:54:57Z,800000,False,22.0,10.0,1,right,Y. Missi driving finger roll Layup (6 PTS) (B. Boston Jr. 2 AST),"[1642274, 1630527]",1610612740.0,NOP,driving finger roll,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.41,Made,,,,,6.0,,,,,B. Boston Jr.,1630527.0,2.0,,,,,,
83,PT05M38.00S,2024-11-21T00:54:03.4Z,1,REGULAR,foul,personal,['2freethrow'],1641810,,,1610612739,14,12,2024-11-21T00:54:11Z,820000,False,,,0,,A. Reeves shooting personal FOUL (1 PF) (Jerome 2 FT),"[1641810, 1629660]",1610612740.0,NOP,shooting,,,Reeves,A. Reeves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203593.0,,,,,,,1.0,0.0,Jerome,1629660.0,,
