actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
23,PT10M06.00S,2025-11-09T01:16:26.0Z,1,REGULAR,3pt,Jump Shot,[],1630200,73.66951379763469,14.950980392156863,1610612741,7,0,2025-11-09T01:16:36Z,230000,False,-175.0,195.0,1,right,MISS T. Jones 26' pullup 3PT,[1630200],1610612741.0,CHI,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
24,PT10M06.00S,2025-11-09T01:16:26.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,7,0,2025-11-09T01:16:36Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,23.0,,,,,,,,,
26,PT09M57.00S,2025-11-09T01:16:42.0Z,1,REGULAR,foul,personal,[],1630200,,,1610612739,7,0,2025-11-09T01:16:51Z,260000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1628378]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Center,,,,,,,1628159.0,,,,,,,,1.0,0.0,Mitchell,1628378.0,,
28,PT09M57.00S,2025-11-09T01:16:50.6Z,1,REGULAR,substitution,out,[],1641824,,,1610612739,7,0,2025-11-09T01:16:56Z,280000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M57.00S,2025-11-09T01:16:50.6Z,1,REGULAR,substitution,in,[],1630172,,,1610612739,7,0,2025-11-09T01:16:56Z,290000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M49.00S,2025-11-09T01:17:18.1Z,1,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612739,7,0,2025-11-09T01:17:29Z,300000,False,,,0,,T. Jones shooting personal FOUL (2 PF) (Allen 2 FT),"[1630200, 1628386]",1610612741.0,CHI,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,1662.0,,,,,,,,2.0,0.0,Allen,1628386.0,,
32,PT09M49.00S,2025-11-09T01:17:40.9Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,7,0,2025-11-09T01:17:40Z,320000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
33,PT09M49.00S,2025-11-09T01:17:40.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,7,0,2025-11-09T01:17:40Z,330000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,
34,PT09M49.00S,2025-11-09T01:17:41.8Z,1,REGULAR,substitution,out,[],1630200,,,1610612739,7,0,2025-11-09T01:17:48Z,340000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M49.00S,2025-11-09T01:17:41.8Z,1,REGULAR,substitution,in,[],1628989,,,1610612739,7,0,2025-11-09T01:17:48Z,350000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M49.00S,2025-11-09T01:17:57.5Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,8,0,2025-11-09T01:17:57Z,360000,False,,,0,,J. Allen Free Throw 2 of 2 (1 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
37,PT09M34.00S,2025-11-09T01:18:12.4Z,1,REGULAR,2pt,Jump Shot,[],202696,90.3580814717477,6.862745098039216,1610612741,8,0,2025-11-09T01:18:23Z,370000,False,-216.0,38.0,1,right,MISS N. Vučević 21' step back Shot,[202696],1610612741.0,CHI,step back,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Left,21.9,Missed,,,,,,,,,,,,,,,,,,
38,PT09M32.00S,2025-11-09T01:18:14.4Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,8,0,2025-11-09T01:18:23Z,380000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,
39,PT09M27.00S,2025-11-09T01:18:20.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,19.004599211563733,94.85294117647058,1610612739,8,0,2025-11-09T01:18:26Z,390000,False,-224.0,126.0,1,left,MISS D. Hunter 25' running pullup 3PT,[1629631],1610612739.0,CLE,running pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,25.73,Missed,,,,,,,,,,,,,,,,,,
40,PT09M25.00S,2025-11-09T01:18:23.0Z,1,REGULAR,rebound,offensive,[],1642281,,,1610612739,8,0,2025-11-09T01:18:23Z,400000,False,,,0,,J. Tyson REBOUND (Off:1 Def:0),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,39.0,1.0,0.0,1.0,,,,,,
41,PT09M15.00S,2025-11-09T01:18:32.4Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,8,0,2025-11-09T01:18:39Z,410000,False,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 1628989]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Huerter,1628989.0,,,,,,,,,,
42,PT09M15.00S,2025-11-09T01:18:32.4Z,1,REGULAR,steal,,[],1628989,,,1610612741,8,0,2025-11-09T01:18:35Z,420000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
43,PT09M10.00S,2025-11-09T01:18:37.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630581,94.1688567674113,48.28431372549019,1610612741,8,2,2025-11-09T01:18:43Z,430000,False,-9.0,2.0,1,right,J. Giddey running Layup (2 PTS),[1630581],1610612741.0,CHI,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,0.89,Made,2.0,,,,,,,,,,,,,,,,,
44,PT08M58.00S,2025-11-09T01:18:49.0Z,1,REGULAR,3pt,Jump Shot,[],1628378,33.327858081471746,67.15686274509804,1610612739,8,2,2025-11-09T01:18:58Z,440000,False,-86.0,261.0,1,left,MISS D. Mitchell 27' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,27.46,Missed,,,,,,,,,,,,,,,,,,
45,PT08M55.00S,2025-11-09T01:18:52.0Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612741,8,2,2025-11-09T01:18:58Z,450000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,
46,PT08M52.00S,2025-11-09T01:18:54.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,92.72339027595268,51.470588235294116,1610612741,8,2,2025-11-09T01:19:06Z,460000,False,7.0,16.0,1,right,MISS I. Okoro running Layup - blocked,"[1630171, 1629631]",1610612741.0,CHI,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,,,,,Hunter,1629631.0
47,PT08M52.00S,2025-11-09T01:18:54.2Z,1,REGULAR,block,,[],1629631,,,1610612741,8,2,2025-11-09T01:18:57Z,470000,False,,,0,,D. Hunter BLOCK (1 BLK),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M51.00S,2025-11-09T01:18:55.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,8,2,2025-11-09T01:19:06Z,480000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,
49,PT08M48.00S,2025-11-09T01:19:00.5Z,1,REGULAR,turnover,out-of-bounds,[],1628386,,,1610612739,8,2,2025-11-09T01:19:11Z,490000,False,,,0,,J. Allen lost ball out-of-bounds TURNOVER (1 TO),[1628386],1610612739.0,CLE,lost ball,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,202056.0,1.0,,,,,,,,,,,,
50,PT08M36.00S,2025-11-09T01:19:23.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630172,86.15308804204993,95.83333333333334,1610612741,8,5,2025-11-09T01:19:28Z,500000,False,229.0,78.0,1,right,P. Williams 24' 3PT  (3 PTS) (J. Giddey 1 AST),"[1630172, 1630581]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,24.2,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
154,PT08M16.00S,2025-11-09T01:19:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,8.327858081471746,46.568627450980394,1610612739,8,5,2025-11-09T01:38:03Z,525000,False,17.0,26.0,1,left,MISS J. Allen Layup - blocked,"[1628386, 1628989]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,Huerter,1628989.0
155,PT08M16.00S,2025-11-09T01:19:38.4Z,1,REGULAR,block,,[],1628989,,,1610612739,8,5,2025-11-09T01:37:24Z,532500,False,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
156,PT08M14.00S,2025-11-09T01:19:40.4Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,8,5,2025-11-09T01:38:03Z,536250,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,
55,PT08M02.00S,2025-11-09T01:20:12.3Z,1,REGULAR,2pt,Jump Shot,[],1630581,76.69185282522996,62.745098039215684,1610612741,8,5,2025-11-09T01:36:38Z,550000,False,64.0,167.0,1,right,MISS J. Giddey 17' pullup Shot,[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right Center,17.84,Missed,,,,,,,,,,,,,,,,,,
56,PT08M00.00S,2025-11-09T01:20:14.3Z,1,REGULAR,rebound,defensive,[],1642281,,,1610612739,8,5,2025-11-09T01:20:23Z,560000,False,,,0,,J. Tyson REBOUND (Off:1 Def:1),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,55.0,2.0,1.0,1.0,,,,,,
58,PT07M46.00S,2025-11-09T01:20:51.1Z,1,REGULAR,2pt,Jump Shot,[],1642281,7.835085413929041,32.84313725490196,1610612739,10,5,2025-11-09T01:20:57Z,580000,False,86.0,21.0,1,left,J. Tyson 8' driving floating bank Jump Shot (2 PTS) (D. Mitchell 2 AST),"[1642281, 1628378]",1610612739.0,CLE,driving floating bank,,,Tyson,J. Tyson,,,,,Mid-Range,8-16 Right,8.84,Made,2.0,D. Mitchell,1628378.0,2.0,,,,,,,,,,,,,,
60,PT07M38.00S,2025-11-09T01:20:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,94.30026281208936,50.49019607843137,1610612741,10,7,2025-11-09T01:21:04Z,600000,False,2.0,1.0,1,right,J. Giddey driving Layup (4 PTS),[1630581],1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,0.27,Made,4.0,,,,,,,,,,,,,,,,,
61,PT07M20.00S,2025-11-09T01:21:20.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,16.376478318002626,63.23529411764706,1610612739,12,7,2025-11-09T01:21:27Z,610000,False,-66.0,101.0,1,left,D. Hunter 12' driving floating Jump Shot (7 PTS) (D. Mitchell 3 AST),"[1629631, 1628378]",1610612739.0,CLE,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Left,12.11,Made,7.0,D. Mitchell,1628378.0,3.0,,,,,,,,,,,,,,
63,PT07M20.00S,2025-11-09T01:21:22.9Z,1,REGULAR,foul,personal,['1freethrow'],1630171,,,1610612739,12,7,2025-11-09T01:21:31Z,630000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Hunter 1 FT),"[1630171, 1629631]",1610612741.0,CHI,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,1662.0,,,,,,,,1.0,0.0,Hunter,1629631.0,,
65,PT07M20.00S,2025-11-09T01:21:32.8Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,12,7,2025-11-09T01:21:49Z,650000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M20.00S,2025-11-09T01:21:32.8Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,12,7,2025-11-09T01:21:49Z,660000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M20.00S,2025-11-09T01:21:32.8Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,12,7,2025-11-09T01:21:49Z,670000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M20.00S,2025-11-09T01:21:32.8Z,1,REGULAR,substitution,in,[],1628366,,,1610612739,12,7,2025-11-09T01:21:49Z,680000,False,,,0,,SUB in: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M20.00S,2025-11-09T01:21:51.9Z,1,REGULAR,freethrow,1 of 1,[],1629631,,,1610612739,13,7,2025-11-09T01:21:51Z,690000,False,,,0,,D. Hunter Free Throw 1 of 1 (8 PTS),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
70,PT07M08.00S,2025-11-09T01:22:07.7Z,1,REGULAR,foul,personal,[],1642281,,,1610612741,13,7,2025-11-09T01:22:25Z,700000,False,,,0,,J. Tyson personal FOUL (1 PF),"[1642281, 1630171]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Mid-Range,16-24 Left Center,,,,,,,1628159.0,,,,,,,,1.0,0.0,Okoro,1630171.0,,
72,PT06M55.00S,2025-11-09T01:22:35.1Z,1,REGULAR,turnover,bad pass,[],202696,,,1610612741,13,7,2025-11-09T01:22:43Z,720000,False,,,0,,N. Vučević bad pass TURNOVER (1 TO),"[202696, 1629731]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Wade,1629731.0,,,,,,,,,,
73,PT06M55.00S,2025-11-09T01:22:35.1Z,1,REGULAR,steal,,[],1629731,,,1610612739,13,7,2025-11-09T01:22:40Z,730000,False,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M48.00S,2025-11-09T01:22:44.8Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612739,13,7,2025-11-09T01:22:52Z,740000,False,,,0,,N. Vučević shooting personal FOUL (1 PF) (Mobley 2 FT),"[202696, 1630596]",1610612741.0,CHI,shooting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,,,,,,,,1.0,0.0,Mobley,1630596.0,,
76,PT06M48.00S,2025-11-09T01:23:00.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612739,13,7,2025-11-09T01:23:08Z,760000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,202056.0,,,,,,,,,,,,,
77,PT06M48.00S,2025-11-09T01:23:19.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630596,,,1610612739,14,7,2025-11-09T01:23:19Z,770000,False,,,0,,E. Mobley Free Throw 1 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
78,PT06M48.00S,2025-11-09T01:23:19.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630596,,,1610612739,15,7,2025-11-09T01:24:06Z,780000,False,,,0,,E. Mobley Free Throw 2 of 2 (4 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
80,PT06M27.00S,2025-11-09T01:24:25.4Z,1,REGULAR,3pt,Jump Shot,[],1630171,85.10183968462549,97.05882352941177,1610612741,15,10,2025-11-09T01:24:31Z,800000,False,235.0,88.0,1,right,I. Okoro 25' 3PT  (3 PTS) (P. Williams 1 AST),"[1630171, 1630172]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,25.1,Made,3.0,P. Williams,1630172.0,1.0,,,,,,,,,,,,,,
82,PT06M16.00S,2025-11-09T01:24:36.0Z,1,REGULAR,3pt,Jump Shot,[],1628366,31.61957950065703,16.176470588235293,1610612739,15,10,2025-11-09T01:25:07Z,820000,False,169.0,245.0,1,left,MISS L. Ball 29' step back 3PT,[1628366],1610612739.0,CLE,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,29.74,Missed,,,,,,,,,,,,,,,,,,
83,PT06M12.00S,2025-11-09T01:24:40.0Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612741,15,10,2025-11-09T01:24:41Z,830000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,
84,PT06M04.00S,2025-11-09T01:24:47.7Z,1,REGULAR,3pt,Jump Shot,[],1630172,69.99014454664915,17.647058823529413,1610612741,15,13,2025-11-09T01:24:52Z,840000,False,-162.0,230.0,1,right,P. Williams 28' 3PT  (6 PTS) (K. Huerter 1 AST),"[1630172, 1628989]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,28.09,Made,6.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
86,PT05M51.00S,2025-11-09T01:25:01.1Z,1,REGULAR,3pt,Jump Shot,[],1630596,27.020367936925098,20.588235294117645,1610612739,15,13,2025-11-09T01:25:06Z,860000,False,147.0,201.0,1,left,MISS E. Mobley 24' pullup 3PT,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,24.95,Missed,,,,,,,,,,,,,,,,,,
87,PT05M48.00S,2025-11-09T01:25:03.4Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,15,13,2025-11-09T01:25:03Z,870000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,
88,PT05M44.00S,2025-11-09T01:25:08.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202696,93.38042049934296,50.245098039215684,1610612741,15,15,2025-11-09T01:25:16Z,880000,False,1.0,10.0,1,right,N. Vučević running reverse Layup (2 PTS) (J. Giddey 2 AST),"[202696, 1630581]",1610612741.0,CHI,running reverse,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,0.98,Made,2.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
90,PT05M44.00S,2025-11-09T01:25:13.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,15,15,2025-11-09T01:25:13Z,900000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
