actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
20,PT10M34.00S,2026-03-09T23:14:30.4Z,1,REGULAR,3pt,Jump Shot,[],1628378,87.20433639947439,2.941176470588235,1610612739,0,4,2026-03-09T23:14:34Z,180000,False,-235.0,68.0,1,right,MISS D. Mitchell 24' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,24.49,Missed,,,,,,,,,,,,,,,,,,
21,PT10M31.00S,2026-03-09T23:14:33.4Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612755,0,4,2026-03-09T23:14:34Z,190000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Left Corner 3,24+ Left,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M27.00S,2026-03-09T23:14:39.8Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612755,0,4,2026-03-09T23:14:51Z,200000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Barlow 2 FT),"[1628378, 1631230]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,1151.0,1.0,0.0,Barlow,1631230.0,,,,,,,,
24,PT10M27.00S,2026-03-09T23:15:05.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631230,,,1610612755,0,4,2026-03-09T23:15:24Z,220000,False,,,0,,MISS D. Barlow Free Throw 1 of 2,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
25,PT10M27.00S,2026-03-09T23:15:05.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,0,4,2026-03-09T23:15:24Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,
26,PT10M27.00S,2026-03-09T23:15:05.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631230,,,1610612755,0,4,2026-03-09T23:15:24Z,240000,False,,,0,,MISS D. Barlow Free Throw 2 of 2,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
27,PT10M25.00S,2026-03-09T23:15:07.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,4,2026-03-09T23:15:24Z,250000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT10M14.00S,2026-03-09T23:15:33.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,92.19776609724047,51.71568627450981,1610612739,2,4,2026-03-09T23:18:53Z,260000,False,9.0,21.0,1,right,E. Mobley DUNK (2 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,2.0,,,,,,,,,,,,,
32,PT10M00.00S,2026-03-09T23:15:52.4Z,1,REGULAR,foul,personal,[],201935,,,1610612755,2,4,2026-03-09T23:16:03Z,290000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 1629656]",1610612739.0,CLE,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left,,,,,,,,200832.0,1.0,0.0,Grimes,1629656.0,,,,,,,,
34,PT09M51.00S,2026-03-09T23:16:13.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641737,8.492115637319317,51.9607843137255,1610612755,2,4,2026-03-09T23:21:23Z,310000,False,-10.0,27.0,1,left,MISS A. Bona driving Hook,[1641737],1610612755.0,PHI,driving,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,,
36,PT09M47.00S,2026-03-09T23:16:17.4Z,1,REGULAR,rebound,offensive,[],1641737,,,1610612755,2,4,2026-03-09T23:16:18Z,330000,False,,,0,,A. Bona REBOUND (Off:1 Def:0),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,,
37,PT09M46.00S,2026-03-09T23:16:17.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641737,11.383048620236531,62.00980392156863,1610612755,2,4,2026-03-09T23:20:58Z,340000,False,-60.0,55.0,1,left,MISS A. Bona 8' driving bank Hook - blocked,"[1641737, 1630596]",1610612755.0,PHI,driving bank,,,Bona,A. Bona,,,,,In The Paint (Non-RA),8-16 Left,8.11,Missed,,,,,,,,,,,Mobley,1630596.0,,,,,,
89,PT09M46.00S,2026-03-09T23:16:17.9Z,1,REGULAR,block,,[],1630596,,,1610612755,2,4,2026-03-09T23:26:38Z,345000,False,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
38,PT09M44.00S,2026-03-09T23:16:19.9Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,2,4,2026-03-09T23:16:21Z,350000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Left,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT09M34.00S,2026-03-09T23:16:29.7Z,1,REGULAR,3pt,Jump Shot,[],201935,82.60512483574244,95.09803921568627,1610612739,2,4,2026-03-09T23:16:34Z,360000,False,225.0,111.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612739.0,CLE,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
40,PT09M32.00S,2026-03-09T23:16:32.0Z,1,REGULAR,rebound,offensive,[],1629731,,,1610612739,2,4,2026-03-09T23:16:32Z,370000,False,,,0,,D. Wade REBOUND (Off:2 Def:0),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,39.0,2.0,0.0,2.0,,,,,,,,,,,,,,
41,PT09M20.00S,2026-03-09T23:16:45.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628378,86.94152431011827,57.59803921568627,1610612739,4,4,2026-03-09T23:16:49Z,380000,False,38.0,70.0,1,right,D. Mitchell 7' fadeaway Jump Shot (2 PTS),[1628378],1610612739.0,CLE,fadeaway,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.98,Made,,,,,2.0,,,,,,,,,,,,,
42,PT09M05.00S,2026-03-09T23:17:01.9Z,1,REGULAR,turnover,out-of-bounds,[],1629656,,,1610612755,4,4,2026-03-09T23:17:15Z,390000,False,,,0,,Q. Grimes bad pass out-of-bounds TURNOVER (1 TO),[1629656],1610612755.0,PHI,bad pass,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,1.0,,,,,
43,PT08M55.00S,2026-03-09T23:17:22.1Z,1,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,4,4,2026-03-09T23:17:29Z,400000,False,,,0,,E. Mobley lost ball out-of-bounds TURNOVER (1 TO),[1630596],1610612739.0,CLE,lost ball,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1151.0,,,,,,,1.0,,,,,
44,PT08M39.00S,2026-03-09T23:17:45.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,31.225361366622867,65.93137254901961,1610612755,4,7,2026-03-09T23:17:48Z,410000,False,-80.0,241.0,1,left,Q. Grimes 25' 3PT  (3 PTS) (K. Oubre Jr. 1 AST),"[1629656, 1626162]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,25.38,Made,,,,,3.0,,,,,,,,,K. Oubre Jr.,1626162.0,1.0,,
46,PT08M25.00S,2026-03-09T23:18:02.0Z,1,REGULAR,foul,personal,[],1626162,,,1610612739,4,7,2026-03-09T23:18:07Z,430000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1629731]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,1627519.0,1.0,0.0,Wade,1629731.0,,,,,,,,
48,PT08M10.00S,2026-03-09T23:18:33.4Z,1,REGULAR,3pt,Jump Shot,[],1629731,81.02825229960578,94.36274509803921,1610612739,4,7,2026-03-09T23:18:37Z,450000,False,222.0,126.0,1,right,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
49,PT08M07.00S,2026-03-09T23:18:36.4Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,4,7,2026-03-09T23:18:37Z,460000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT07M54.00S,2026-03-09T23:18:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,12.434296977660972,61.274509803921575,1610612755,4,9,2026-03-09T23:25:22Z,470000,False,-56.0,64.0,1,left,K. Oubre Jr. 8' turnaround fadeaway Jump Shot (4 PTS),[1626162],1610612755.0,PHI,turnaround fadeaway,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Left,8.56,Made,,,,,4.0,,,,,,,,,,,,,
51,PT07M42.00S,2026-03-09T23:19:01.3Z,1,REGULAR,3pt,Jump Shot,[],1630241,92.85479632063075,1.9607843137254901,1610612739,4,9,2026-03-09T23:19:10Z,480000,False,-240.0,15.0,1,right,MISS S. Merrill 24' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Left Corner 3,24+ Left,24.06,Missed,,,,,,,,,,,,,,,,,,
52,PT07M42.00S,2026-03-09T23:19:01.3Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,4,9,2026-03-09T23:19:10Z,490000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M35.00S,2026-03-09T23:19:09.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,29.77989487516426,71.56862745098039,1610612755,4,9,2026-03-09T23:25:58Z,500000,False,-108.0,227.0,1,left,MISS K. Oubre Jr. 25' running pullup 3PT,[1626162],1610612755.0,PHI,running pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,25.17,Missed,,,,,,,,,,,,,,,,,,
54,PT07M30.00S,2026-03-09T23:19:14.2Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,4,9,2026-03-09T23:19:13Z,510000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT07M18.00S,2026-03-09T23:19:26.1Z,1,REGULAR,3pt,Jump Shot,[],1630241,78.79434954007884,9.068627450980392,1610612739,4,9,2026-03-09T23:19:30Z,520000,False,-205.0,147.0,1,right,MISS S. Merrill 25' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
56,PT07M14.00S,2026-03-09T23:19:29.2Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612755,4,9,2026-03-09T23:19:29Z,530000,False,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,
57,PT07M01.00S,2026-03-09T23:19:42.3Z,1,REGULAR,3pt,Jump Shot,[],1626162,24.655059132720105,15.931372549019606,1610612755,4,9,2026-03-09T23:19:46Z,540000,False,170.0,179.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,24.73,Missed,,,,,,,,,,,,,,,,,,
58,PT06M58.00S,2026-03-09T23:19:45.3Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,4,9,2026-03-09T23:19:46Z,550000,False,,,0,,S. Merrill REBOUND (Off:0 Def:2),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,
59,PT06M46.00S,2026-03-09T23:20:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,93.9060446780552,50.98039215686274,1610612739,6,9,2026-03-09T23:20:05Z,560000,False,5.0,5.0,1,right,E. Mobley cutting Layup (4 PTS) (S. Merrill 1 AST),"[1630596, 1630241]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.69,Made,,,,,4.0,,,,,,,,,S. Merrill,1630241.0,1.0,,
61,PT06M46.00S,2026-03-09T23:20:03.3Z,1,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612739,6,9,2026-03-09T23:20:18Z,580000,False,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Mobley 1 FT),"[1626162, 1630596]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1151.0,2.0,0.0,Mobley,1630596.0,,,,,,,,
63,PT06M46.00S,2026-03-09T23:20:23.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,6,9,2026-03-09T23:20:23Z,600000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M46.00S,2026-03-09T23:20:24.8Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,6,9,2026-03-09T23:22:54Z,610000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M46.00S,2026-03-09T23:20:24.8Z,1,REGULAR,substitution,out,[],1626162,,,1610612739,6,9,2026-03-09T23:22:54Z,620000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M46.00S,2026-03-09T23:20:24.8Z,1,REGULAR,substitution,in,[],203471,,,1610612739,6,9,2026-03-09T23:22:54Z,630000,False,,,0,,SUB in: D. Schröder,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M46.00S,2026-03-09T23:20:24.8Z,1,REGULAR,substitution,in,[],1630570,,,1610612739,6,9,2026-03-09T23:22:54Z,640000,False,,,0,,SUB in: T. Watford,[1630570],1610612755.0,PHI,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M46.00S,2026-03-09T23:23:22.9Z,1,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,7,9,2026-03-09T23:23:22Z,650000,False,,,0,,E. Mobley Free Throw 1 of 1 (5 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
69,PT06M31.00S,2026-03-09T23:23:40.3Z,1,REGULAR,3pt,Jump Shot,[],1629656,28.203022339027594,16.176470588235293,1610612755,7,12,2026-03-09T23:23:45Z,660000,False,169.0,213.0,1,left,Q. Grimes 27' 3PT  (6 PTS) (C. Payne 1 AST),"[1629656, 1626166]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,27.16,Made,,,,,6.0,,,,,,,,,C. Payne,1626166.0,1.0,,
72,PT06M07.00S,2026-03-09T23:24:10.4Z,1,REGULAR,substitution,out,[],1630241,,,1610612739,7,12,2026-03-09T23:24:26Z,690000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M07.00S,2026-03-09T23:24:10.4Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,7,12,2026-03-09T23:24:26Z,700000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M07.00S,2026-03-09T23:24:10.4Z,1,REGULAR,substitution,in,[],1642281,,,1610612739,7,12,2026-03-09T23:24:26Z,710000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M07.00S,2026-03-09T23:24:10.4Z,1,REGULAR,substitution,in,[],1631165,,,1610612739,7,12,2026-03-09T23:24:26Z,720000,False,,,0,,SUB in: K. Ellis,[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M02.00S,2026-03-09T23:24:44.1Z,1,REGULAR,3pt,Jump Shot,[],1631165,69.07030223390277,7.352941176470589,1610612739,7,12,2026-03-09T23:27:42Z,730000,False,-213.0,238.0,1,right,MISS K. Ellis 31' step back 3PT,[1631165],1610612739.0,CLE,step back,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,31.97,Missed,,,,,,,,,,,,,,,,,,
77,PT06M02.00S,2026-03-09T23:24:44.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,7,12,2026-03-09T23:24:53Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,76.0,,,,,,,,,,,,,,,,,
78,PT06M02.00S,2026-03-09T23:24:51.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612739,7,12,2026-03-09T23:25:11Z,750000,False,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1151.0,,,,,,,,,,,,
79,PT05M53.00S,2026-03-09T23:25:12.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641737,7.178055190538765,49.26470588235294,1610612755,7,12,2026-03-09T23:25:27Z,760000,False,4.0,15.0,1,left,MISS A. Bona cutting Layup - blocked,"[1641737, 1642281]",1610612755.0,PHI,cutting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,1.54,Missed,,,,,,,,,,,Tyson,1642281.0,,,,,,
80,PT05M53.00S,2026-03-09T23:25:12.5Z,1,REGULAR,block,,[],1642281,,,1610612755,7,12,2026-03-09T23:25:15Z,770000,False,,,0,,J. Tyson BLOCK (1 BLK),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M53.00S,2026-03-09T23:25:12.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,7,12,2026-03-09T23:25:17Z,780000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,79.0,,,,,,,,,,,,,,,,,
83,PT05M51.00S,2026-03-09T23:25:27.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629656,6.783837056504599,4.6568627450980395,1610612755,7,12,2026-03-09T23:25:33Z,800000,False,227.0,11.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,22.7,Missed,,,,,,,,,,,,,,,,,,
84,PT05M48.00S,2026-03-09T23:25:30.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612739,7,12,2026-03-09T23:25:33Z,810000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT05M30.00S,2026-03-09T23:25:51.1Z,1,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612739,7,12,2026-03-09T23:25:56Z,820000,False,,,0,,C. Payne shooting personal FOUL (1 PF) (Harden 2 FT),"[1626166, 201935]",1610612755.0,PHI,shooting,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1151.0,1.0,0.0,Harden,201935.0,,,,,,,,
87,PT05M30.00S,2026-03-09T23:26:15.7Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612739,8,12,2026-03-09T23:26:15Z,840000,False,,,0,,J. Harden Free Throw 1 of 2 (1 PTS),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
