actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
261,PT03M57.00S,2026-01-03T01:25:45.1Z,2,REGULAR,substitution,in,[],1629618,,,1610612743,49,43,2026-01-03T01:25:57Z,2590000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M43.00S,2026-01-03T01:26:30.8Z,2,REGULAR,foul,technical,['1freethrow'],1642281,,,1610612743,49,43,2026-01-03T01:29:39Z,2610000,False,,,0,,J. Tyson defensive-3-second technical FOUL (1 Tech),[1642281],1610612739.0,CLE,defensive-3-second,,,Tyson,J. Tyson,,,,,,,,,,,,,,1155.0,1.0,1.0,,,,,,,,,,
264,PT03M43.00S,2026-01-03T01:26:47.8Z,2,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,49,44,2026-01-03T01:26:47Z,2620000,False,,,0,,J. Murray technical Free Throw 1 of 1 (20 PTS),[1627750],1610612743.0,DEN,technical,,,Murray,J. Murray,,,,,,,,Made,,20.0,,,,,,,,,,,,,,,,
265,PT03M36.00S,2026-01-03T01:27:02.3Z,2,REGULAR,3pt,Jump Shot,[],1627750,66.17936925098554,52.20588235294118,1610612743,49,47,2026-01-03T01:27:07Z,2630000,False,11.0,265.0,1,right,J. Murray 26' 3PT step back (23 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.56,Made,,23.0,,,,,,,,,,,,,,,,
266,PT03M18.00S,2026-01-03T01:27:21.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.652431011826544,51.225490196078425,1610612739,49,47,2026-01-03T01:37:54Z,2640000,False,-6.0,10.0,1,left,MISS E. Mobley driving Layup - blocked,"[1630596, 1627750]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,Murray,1627750.0,,,,,,
313,PT03M18.00S,2026-01-03T01:27:21.1Z,2,REGULAR,block,,[],1627750,,,1610612739,49,47,2026-01-03T01:39:29Z,2645000,False,,,0,,J. Murray BLOCK (1 BLK),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
267,PT03M17.00S,2026-01-03T01:27:22.1Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,49,47,2026-01-03T01:27:25Z,2650000,False,,,0,,E. Mobley REBOUND (Off:3 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,266.0,,,,,,,,,,,,5.0,2.0,3.0,,,
268,PT03M17.00S,2026-01-03T01:27:24.8Z,2,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612739,49,47,2026-01-03T01:27:30Z,2660000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Mobley 2 FT),"[1631212, 1630596]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,1.0,0.0,Mobley,1630596.0,,,,,,,,
270,PT03M17.00S,2026-01-03T01:27:47.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630596,,,1610612739,49,47,2026-01-03T01:28:13Z,2680000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
271,PT03M17.00S,2026-01-03T01:27:47.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,49,47,2026-01-03T01:28:13Z,2690000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,
272,PT03M17.00S,2026-01-03T01:27:50.2Z,2,REGULAR,substitution,out,[],1642878,,,1610612739,49,47,2026-01-03T01:27:57Z,2700000,False,,,0,,SUB out: T. Proctor,[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M17.00S,2026-01-03T01:27:50.2Z,2,REGULAR,substitution,in,[],1628378,,,1610612739,49,47,2026-01-03T01:27:57Z,2710000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M17.00S,2026-01-03T01:27:47.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630596,,,1610612739,49,47,2026-01-03T01:28:13Z,2720000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
275,PT03M15.00S,2026-01-03T01:27:49.6Z,2,REGULAR,rebound,defensive,[],1642461,,,1610612743,49,47,2026-01-03T01:28:13Z,2730000,False,,,0,,S. Jones REBOUND (Off:1 Def:2),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,274.0,,,,,,,,,,,,3.0,2.0,1.0,,,
276,PT03M00.00S,2026-01-03T01:28:28.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642461,93.64323258869908,48.77450980392157,1610612743,49,49,2026-01-03T01:28:32Z,2740000,False,-6.0,7.0,1,right,S. Jones cutting DUNK (7 PTS) (D. Holmes II 4 AST),"[1642461, 1641747]",1610612743.0,DEN,cutting,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,0.95,Made,,7.0,D. Holmes II,1641747.0,4.0,,,,,,,,,,,,,
278,PT02M35.00S,2026-01-03T01:28:53.6Z,2,REGULAR,3pt,Jump Shot,[],1629631,6.258212877792378,95.34313725490196,1610612739,52,49,2026-01-03T01:28:56Z,2760000,False,-227.0,6.0,1,left,D. Hunter 3PT  (9 PTS) (D. Garland 3 AST),"[1629631, 1629636]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,22.68,Made,,9.0,D. Garland,1629636.0,3.0,,,,,,,,,,,,,
280,PT02M19.00S,2026-01-03T01:29:07.8Z,2,REGULAR,3pt,Jump Shot,[],1629618,94.03745072273325,95.83333333333334,1610612743,52,49,2026-01-03T04:16:54Z,2780000,False,229.0,4.0,1,right,MISS J. Pickett pullup 3PT,[1629618],1610612743.0,DEN,pullup,,,Pickett,J. Pickett,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
281,PT02M16.00S,2026-01-03T01:29:10.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,52,49,2026-01-03T04:37:00Z,2790000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Right Corner 3,24+ Right,,,280.0,,,,,,,,,,,,,,,,,
282,PT02M16.00S,2026-01-03T01:29:30.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,52,49,2026-01-03T04:37:00Z,2800000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M16.00S,2026-01-03T01:32:47.3Z,2,REGULAR,jumpball,recovered,[],1629636,,,1610612739,52,49,2026-01-03T04:37:00Z,2810000,False,,,0,,Jump Ball D. Hunter vs. D. Holmes II: Tip to D. Garland,"[1629636, 1629631, 1641747]",1610612739.0,CLE,heldball,D. Garland,1629636.0,Garland,D. Garland,Hunter,1629631.0,Holmes II,1641747.0,,,,,,,,,,,,,,,,,,,,,,
286,PT02M12.00S,2026-01-03T01:32:47.3Z,2,REGULAR,turnover,lost ball,[],1629618,,,1610612743,52,49,2026-01-03T01:32:47Z,2840000,False,,,0,,J. Pickett lost ball TURNOVER (2 TO),"[1629618, 1629631]",1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,2.0,Hunter,1629631.0
287,PT02M12.00S,2026-01-03T01:32:47.3Z,2,REGULAR,steal,,[],1629631,,,1610612739,52,49,2026-01-03T01:32:47Z,2850000,False,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M10.00S,2026-01-03T01:32:50.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628378,6.1268068331143235,51.470588235294116,1610612739,54,49,2026-01-03T01:32:57Z,2860000,False,-7.0,5.0,1,left,D. Mitchell running Layup (11 PTS) (D. Garland 4 AST),"[1628378, 1629636]",1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.9,Made,,11.0,D. Garland,1629636.0,4.0,,,,,,,,,,,,,
290,PT01M47.00S,2026-01-03T01:33:12.4Z,2,REGULAR,3pt,Jump Shot,[],1642461,91.67214191852825,95.34313725490196,1610612743,54,52,2026-01-03T01:33:17Z,2880000,False,227.0,26.0,1,right,S. Jones 3PT  (10 PTS) (J. Murray 3 AST),"[1642461, 1627750]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Right Corner 3,24+ Right,22.82,Made,,10.0,J. Murray,1627750.0,3.0,,,,,,,,,,,,,
292,PT01M37.00S,2026-01-03T01:33:24.3Z,2,REGULAR,foul,offensive,[],1642281,,,1610612739,54,52,2026-01-03T01:33:48Z,2900000,False,,,0,,J. Tyson offensive FOUL (2 PF),"[1642281, 1627750]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Center,,,,,,,,204059.0,2.0,1.0,Murray,1627750.0,,,,,,,,
294,PT01M37.00S,2026-01-03T01:33:24.3Z,2,REGULAR,turnover,offensive foul,[],1642281,,,1610612739,54,52,2026-01-03T01:33:24Z,2920000,False,,,0,,J. Tyson offensive foul TURNOVER (1 TO),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Center,,,,,,,,204059.0,,,,,,,,,,1.0,,
295,PT01M17.00S,2026-01-03T01:33:57.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642461,75.1149802890933,8.088235294117647,1610612743,54,52,2026-01-03T01:34:03Z,2930000,False,-210.0,181.0,1,right,MISS S. Jones 27' 3PT,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Left Center,27.72,Missed,,,,,,,,,,,,,,,,,,
296,PT01M12.00S,2026-01-03T01:34:02.5Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,54,52,2026-01-03T01:34:03Z,2940000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,295.0,,,,,,,,,,,,1.0,1.0,0.0,,,
297,PT01M07.00S,2026-01-03T01:34:06.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,32.802233902759525,23.284313725490197,1610612739,57,52,2026-01-03T01:34:13Z,2950000,False,134.0,256.0,1,left,D. Mitchell 28' 3PT running pullup (14 PTS),[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,28.86,Made,,14.0,,,,,,,,,,,,,,,,
298,PT00M52.50S,2026-01-03T01:34:25.0Z,2,REGULAR,foul,personal,['3freethrow'],1629636,,,1610612743,57,52,2026-01-03T01:34:38Z,2960000,False,,,0,,D. Garland shooting personal FOUL (1 PF) (Murray 3 FT),"[1629636, 1627750]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,,,1155.0,1.0,0.0,Murray,1627750.0,,,,,,,,
300,PT00M52.50S,2026-01-03T01:35:00.5Z,2,REGULAR,freethrow,1 of 3,[],1627750,,,1610612743,57,53,2026-01-03T01:35:00Z,2980000,False,,,0,,J. Murray Free Throw 1 of 3 (24 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,24.0,,,,,,,,,,,,,,,,
301,PT00M52.50S,2026-01-03T01:35:17.7Z,2,REGULAR,freethrow,2 of 3,[],1627750,,,1610612743,57,54,2026-01-03T01:35:17Z,2990000,False,,,0,,J. Murray Free Throw 2 of 3 (25 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,25.0,,,,,,,,,,,,,,,,
302,PT00M52.50S,2026-01-03T01:35:19.0Z,2,REGULAR,substitution,out,[],1641747,,,1610612743,57,54,2026-01-03T01:35:25Z,3000000,False,,,0,,SUB out: D. Holmes II,[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M52.50S,2026-01-03T01:35:19.0Z,2,REGULAR,substitution,in,[],1630192,,,1610612743,57,54,2026-01-03T01:35:25Z,3010000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M52.50S,2026-01-03T01:35:43.4Z,2,REGULAR,freethrow,3 of 3,[],1627750,,,1610612743,57,55,2026-01-03T01:35:43Z,3020000,False,,,0,,J. Murray Free Throw 3 of 3 (26 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,26.0,,,,,,,,,,,,,,,,
305,PT00M39.60S,2026-01-03T01:35:58.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,10.726018396846255,40.44117647058824,1610612739,59,55,2026-01-03T01:36:03Z,3030000,False,48.0,48.0,1,left,E. Mobley 6' driving Hook (8 PTS) (D. Garland 5 AST),"[1630596, 1629636]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.8,Made,,8.0,D. Garland,1629636.0,5.0,,,,,,,,,,,,,
307,PT00M32.30S,2026-01-03T01:36:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,93.64323258869908,49.01960784313725,1610612743,59,57,2026-01-03T01:36:18Z,3050000,False,-5.0,7.0,1,right,J. Murray driving Layup (28 PTS),[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,0.88,Made,,28.0,,,,,,,,,,,,,,,,
308,PT00M11.40S,2026-01-03T01:36:40.1Z,2,REGULAR,3pt,Jump Shot,[],1629631,4.5499342969776615,96.56862745098039,1610612739,62,57,2026-01-03T01:36:43Z,3060000,False,-233.0,-10.0,1,left,D. Hunter 3PT  (12 PTS) (E. Mobley 3 AST),"[1629631, 1630596]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,23.3,Made,,12.0,E. Mobley,1630596.0,3.0,,,,,,,,,,,,,
310,PT00M00.00S,2026-01-03T01:36:53.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629618,92.9862023653088,51.225490196078425,1610612743,62,59,2026-01-03T01:36:58Z,3080000,False,6.0,13.0,1,right,J. Pickett driving Layup (2 PTS) (J. Murray 4 AST),"[1629618, 1627750]",1610612743.0,DEN,driving,,,Pickett,J. Pickett,,,,,Restricted Area,0-8 Center,1.47,Made,,2.0,J. Murray,1627750.0,4.0,,,,,,,,,,,,,
312,PT00M00.00S,2026-01-03T01:36:59.0Z,2,REGULAR,period,end,[],0,,,1610612739,62,59,2026-01-03T01:36:59Z,3100000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2026-01-03T01:37:08.6Z,3,REGULAR,substitution,out,['startperiod'],1629631,,,1610612739,62,59,2026-01-03T01:52:16Z,3110000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2026-01-03T01:37:08.6Z,3,REGULAR,substitution,out,['startperiod'],1630192,,,1610612739,62,59,2026-01-03T01:52:16Z,3120000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2026-01-03T01:37:08.6Z,3,REGULAR,substitution,in,['startperiod'],1628386,,,1610612739,62,59,2026-01-03T01:52:16Z,3130000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2026-01-03T01:37:08.6Z,3,REGULAR,substitution,in,['startperiod'],1641747,,,1610612739,62,59,2026-01-03T01:52:16Z,3140000,False,,,0,,SUB in: D. Holmes II,[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2026-01-03T01:52:32.4Z,3,REGULAR,period,start,[],0,,,1610612743,62,59,2026-01-03T01:52:32Z,3150000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M32.00S,2026-01-03T01:52:58.6Z,3,REGULAR,3pt,Jump Shot,[],1627750,29.6484888304862,76.47058823529412,1610612743,62,62,2026-01-03T01:53:02Z,3160000,False,-132.0,226.0,1,left,J. Murray 26' 3PT  (31 PTS) (D. Holmes II 5 AST),"[1627750, 1641747]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.21,Made,,31.0,D. Holmes II,1641747.0,5.0,,,,,,,,,,,,,
321,PT11M26.00S,2026-01-03T01:53:06.2Z,3,REGULAR,2pt,Jump Shot,[],1628378,96.27135348226018,66.66666666666666,1610612739,62,62,2026-01-03T01:53:10Z,3180000,False,83.0,-17.0,1,right,MISS D. Mitchell 8' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,8.51,Missed,,,,,,,,,,,,,,,,,,
322,PT11M23.00S,2026-01-03T01:53:09.2Z,3,REGULAR,rebound,defensive,[],1641747,,,1610612743,62,62,2026-01-03T01:53:10Z,3190000,False,,,0,,D. Holmes II REBOUND (Off:0 Def:2),[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,Mid-Range,8-16 Right,,,321.0,,,,,,,,,,,,2.0,2.0,0.0,,,
323,PT11M18.00S,2026-01-03T01:53:14.1Z,3,REGULAR,3pt,Jump Shot,[],1642461,5.206964520367937,3.431372549019608,1610612743,62,62,2026-01-03T01:53:18Z,3200000,False,233.0,-4.0,1,left,MISS S. Jones 3PT,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
324,PT11M13.00S,2026-01-03T01:53:19.1Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,62,62,2026-01-03T01:53:18Z,3210000,False,,,0,,E. Mobley REBOUND (Off:3 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,323.0,,,,,,,,,,,,6.0,3.0,3.0,,,
325,PT11M07.00S,2026-01-03T01:53:24.4Z,3,REGULAR,3pt,Jump Shot,[],1630596,67.09921156373193,47.549019607843135,1610612739,62,62,2026-01-03T01:53:28Z,3220000,False,-12.0,257.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
326,PT11M04.00S,2026-01-03T01:53:27.4Z,3,REGULAR,rebound,defensive,[],1641747,,,1610612743,62,62,2026-01-03T01:53:28Z,3230000,False,,,0,,D. Holmes II REBOUND (Off:0 Def:3),[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,Above the Break 3,24+ Center,,,325.0,,,,,,,,,,,,3.0,3.0,0.0,,,
327,PT10M51.00S,2026-01-03T01:53:40.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629618,14.931011826544022,42.64705882352941,1610612743,62,64,2026-01-03T01:54:53Z,3240000,False,37.0,88.0,1,left,J. Pickett 9' pullup Jump Shot (4 PTS),[1629618],1610612743.0,DEN,pullup,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),8-16 Center,9.53,Made,,4.0,,,,,,,,,,,,,,,,
328,PT10M42.00S,2026-01-03T01:53:49.3Z,3,REGULAR,turnover,lost ball,[],1629636,,,1610612739,62,64,2026-01-03T01:53:54Z,3250000,False,,,0,,D. Garland lost ball TURNOVER (2 TO),"[1629636, 1629618]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Pickett,1629618.0
329,PT10M42.00S,2026-01-03T01:53:49.3Z,3,REGULAR,steal,,[],1629618,,,1610612743,62,64,2026-01-03T01:58:01Z,3260000,False,,,0,,J. Pickett STEAL (1 STL),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
330,PT10M33.00S,2026-01-03T01:53:58.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631212,8.09789750328515,49.26470588235294,1610612743,62,66,2026-01-03T01:54:06Z,3270000,False,4.0,24.0,1,left,P. Watson running DUNK (11 PTS) (J. Pickett 1 AST),"[1631212, 1629618]",1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,2.39,Made,,11.0,J. Pickett,1629618.0,1.0,,,,,,,,,,,,,
331,PT10M24.00S,2026-01-03T01:54:06.8Z,3,REGULAR,3pt,Jump Shot,[],1628378,92.59198423127464,3.9215686274509802,1610612739,65,66,2026-01-03T01:54:11Z,3280000,False,-230.0,17.0,1,right,D. Mitchell 3PT  (17 PTS) (E. Mobley 4 AST),"[1628378, 1630596]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,23.1,Made,,17.0,E. Mobley,1630596.0,4.0,,,,,,,,,,,,,
333,PT10M06.00S,2026-01-03T01:54:25.4Z,3,REGULAR,2pt,Jump Shot,[],1627750,7.835085413929041,72.30392156862744,1610612743,65,66,2026-01-03T01:54:32Z,3300000,False,-112.0,21.0,1,left,MISS J. Murray 11' turnaround fadeaway Shot,[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,11.35,Missed,,,,,,,,,,,,,,,,,,
334,PT10M05.00S,2026-01-03T01:54:26.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,65,66,2026-01-03T01:54:32Z,3310000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Left,,,333.0,,,,,,,,,,,,,,,,,
335,PT10M05.00S,2026-01-03T01:54:32.4Z,3,REGULAR,foul,personal,[],1630596,,,1610612743,65,66,2026-01-03T01:54:40Z,3320000,False,,,0,,E. Mobley loose ball personal FOUL (1 PF),"[1630596, 1641747]",1610612739.0,CLE,loose ball,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,1.0,0.0,Holmes II,1641747.0,,,,,,,,
337,PT10M02.00S,2026-01-03T01:54:51.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641747,29.122864651773984,69.85294117647058,1610612743,65,69,2026-01-03T01:54:55Z,3340000,False,-99.0,221.0,1,left,D. Holmes II 24' 3PT  (3 PTS) (J. Pickett 2 AST),"[1641747, 1629618]",1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,Above the Break 3,24+ Left Center,24.26,Made,,3.0,J. Pickett,1629618.0,2.0,,,,,,,,,,,,,
339,PT09M47.00S,2026-01-03T01:55:06.5Z,3,REGULAR,3pt,Jump Shot,[],1628378,68.28186596583443,63.970588235294116,1610612739,65,69,2026-01-03T01:55:11Z,3360000,False,70.0,246.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.54,Missed,,,,,,,,,,,,,,,,,,
340,PT09M43.00S,2026-01-03T01:55:10.5Z,3,REGULAR,rebound,defensive,[],1629618,,,1610612743,65,69,2026-01-03T01:55:11Z,3370000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Center,,,339.0,,,,,,,,,,,,1.0,1.0,0.0,,,
341,PT09M24.00S,2026-01-03T01:55:29.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631212,8.360709592641262,41.66666666666667,1610612743,65,69,2026-01-03T01:55:32Z,3380000,False,42.0,26.0,1,left,MISS P. Watson Hook,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,4.92,Missed,,,,,,,,,,,,,,,,,,
342,PT09M21.00S,2026-01-03T01:55:31.6Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,65,69,2026-01-03T01:55:31Z,3390000,False,,,0,,J. Allen REBOUND (Off:0 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,341.0,,,,,,,,,,,,7.0,7.0,0.0,,,
343,PT09M16.00S,2026-01-03T01:55:37.2Z,3,REGULAR,turnover,bad pass,[],1629636,,,1610612739,65,69,2026-01-03T01:55:40Z,3400000,False,,,0,,D. Garland bad pass TURNOVER (3 TO),"[1629636, 1631212]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,3.0,Watson,1631212.0
344,PT09M16.00S,2026-01-03T01:55:37.2Z,3,REGULAR,steal,,[],1631212,,,1610612743,65,69,2026-01-03T01:56:18Z,3410000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
345,PT09M11.00S,2026-01-03T01:55:43.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631212,6.1268068331143235,48.77450980392157,1610612743,65,71,2026-01-03T01:55:49Z,3420000,False,6.0,5.0,1,left,P. Watson running finger roll Layup (13 PTS) (J. Pickett 3 AST),"[1631212, 1629618]",1610612743.0,DEN,running finger roll,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,0.8,Made,,13.0,J. Pickett,1629618.0,3.0,,,,,,,,,,,,,
347,PT09M11.00S,2026-01-03T01:55:49.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,65,71,2026-01-03T01:55:49Z,3440000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
