actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
417,PT07M19.00S,2025-12-20T02:03:16.2Z,3,REGULAR,3pt,Jump Shot,[],202696,29.77989487516426,26.96078431372549,1610612741,67,78,2025-12-20T02:03:20Z,4150000,False,115.0,227.0,1,left,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.49,Missed,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
418,PT07M17.00S,2025-12-20T02:03:18.2Z,3,REGULAR,rebound,defensive,[],1642878,,,1610612739,67,78,2025-12-20T02:03:20Z,4160000,False,,,0,,T. Proctor REBOUND (Off:1 Def:4),[1642878],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Proctor,T. Proctor,417.0,5.0,4.0,1.0,,,,,,,,,,,,,,
419,PT07M13.00S,2025-12-20T02:03:22.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628386,94.82588699080158,50.98039215686274,1610612739,69,78,2025-12-20T02:03:27Z,4170000,False,5.0,-4.0,1,right,J. Allen running Layup (6 PTS) (T. Proctor 3 AST),"[1628386, 1642878]",1610612739.0,CLE,running,,,,,,Restricted Area,0-8 Center,0.63,Made,Allen,J. Allen,,,,,6.0,,,,,T. Proctor,1642878.0,3.0,,,,,,
421,PT07M13.00S,2025-12-20T02:03:33.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,69,78,2025-12-20T02:03:33Z,4190000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M13.00S,2025-12-20T02:03:35.8Z,3,REGULAR,substitution,out,[],1629731,,,1610612741,69,78,2025-12-20T02:06:12Z,4200000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,
423,PT07M13.00S,2025-12-20T02:03:35.8Z,3,REGULAR,substitution,out,[],1642878,,,1610612741,69,78,2025-12-20T02:06:12Z,4210000,False,,,0,,SUB out: T. Proctor,[1642878],1610612739.0,CLE,,,,,,,,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
424,PT07M13.00S,2025-12-20T02:03:35.8Z,3,REGULAR,substitution,out,[],1629632,,,1610612741,69,78,2025-12-20T02:06:12Z,4220000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
425,PT07M13.00S,2025-12-20T02:03:35.8Z,3,REGULAR,substitution,out,[],202696,,,1610612741,69,78,2025-12-20T02:06:12Z,4230000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,,,,,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
426,PT07M13.00S,2025-12-20T02:03:35.8Z,3,REGULAR,substitution,in,[],1629631,,,1610612741,69,78,2025-12-20T02:06:12Z,4240000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
427,PT07M13.00S,2025-12-20T02:03:35.8Z,3,REGULAR,substitution,in,[],1628366,,,1610612741,69,78,2025-12-20T02:06:12Z,4250000,False,,,0,,SUB in: L. Ball,[1628366],1610612739.0,CLE,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
428,PT07M13.00S,2025-12-20T02:03:35.8Z,3,REGULAR,substitution,in,[],1628989,,,1610612741,69,78,2025-12-20T02:06:12Z,4260000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
429,PT07M13.00S,2025-12-20T02:03:35.8Z,3,REGULAR,substitution,in,[],1628380,,,1610612741,69,78,2025-12-20T02:06:12Z,4270000,False,,,0,,SUB in: Z. Collins,[1628380],1610612741.0,CHI,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
430,PT07M01.00S,2025-12-20T02:06:35.3Z,3,REGULAR,foul,personal,[],1629631,,,1610612741,69,78,2025-12-20T02:06:42Z,4280000,False,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 1641824]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,Hunter,D. Hunter,,,,,,,,,1626300.0,,,,1.0,0.0,Buzelis,1641824.0,,
432,PT06M49.00S,2025-12-20T02:07:16.0Z,3,REGULAR,3pt,Jump Shot,[],1628380,5.338370565045992,5.147058823529411,1610612741,69,81,2025-12-20T02:07:28Z,4300000,False,224.0,-2.0,1,left,Z. Collins 3PT  (11 PTS) (J. Giddey 5 AST),"[1628380, 1630581]",1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,22.43,Made,Collins,Z. Collins,,,,,11.0,,,,,J. Giddey,1630581.0,5.0,,,,,,
436,PT06M30.00S,2025-12-20T02:07:34.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.64323258869908,50.0,1610612739,71,81,2025-12-20T02:07:39Z,4320000,False,0.0,7.0,1,right,J. Allen DUNK (8 PTS) (L. Ball 3 AST),"[1628386, 1628366]",1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,0.73,Made,Allen,J. Allen,,,,,8.0,,,,,L. Ball,1628366.0,3.0,,,,,,
438,PT06M24.00S,2025-12-20T02:07:40.0Z,3,REGULAR,3pt,Jump Shot,[],1641824,19.530223390275953,91.91176470588235,1610612741,71,81,2025-12-20T02:07:44Z,4340000,False,-210.0,131.0,1,left,MISS M. Buzelis 24' 3PT,[1641824],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,24.72,Missed,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
439,PT06M21.00S,2025-12-20T02:07:43.0Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,71,81,2025-12-20T02:07:44Z,4350000,False,,,0,,J. Allen REBOUND (Off:3 Def:7),[1628386],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Allen,J. Allen,438.0,10.0,7.0,3.0,,,,,,,,,,,,,,
440,PT06M13.00S,2025-12-20T02:07:51.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.9060446780552,49.754901960784316,1610612739,73,81,2025-12-20T02:07:55Z,4360000,False,-1.0,5.0,1,right,J. Allen cutting DUNK (10 PTS) (D. Garland 7 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,0.49,Made,Allen,J. Allen,,,,,10.0,,,,,D. Garland,1629636.0,7.0,,,,,,
442,PT06M01.00S,2025-12-20T02:08:04.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641824,8.360709592641262,51.71568627450981,1610612741,73,83,2025-12-20T02:08:13Z,4380000,False,-9.0,26.0,1,left,M. Buzelis cutting DUNK (18 PTS) (Z. Collins 2 AST),"[1641824, 1628380]",1610612741.0,CHI,cutting,,,,,,Restricted Area,0-8 Center,2.75,Made,Buzelis,M. Buzelis,,,,,18.0,,,,,Z. Collins,1628380.0,2.0,,,,,,
444,PT05M45.00S,2025-12-20T02:08:18.7Z,3,REGULAR,3pt,Jump Shot,[],1629631,79.45137976346912,4.411764705882353,1610612739,76,83,2025-12-20T02:08:22Z,4400000,False,-228.0,141.0,1,right,D. Hunter 26' 3PT  (7 PTS) (L. Ball 4 AST),"[1629631, 1628366]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,26.78,Made,Hunter,D. Hunter,,,,,7.0,,,,,L. Ball,1628366.0,4.0,,,,,,
446,PT05M35.00S,2025-12-20T02:08:30.0Z,3,REGULAR,3pt,Jump Shot,[],1630581,24.129434954007884,89.70588235294117,1610612741,76,83,2025-12-20T02:17:41Z,4420000,False,-199.0,174.0,1,left,MISS J. Giddey 26' pullup 3PT,[1630581],1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Left Center,26.42,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
447,PT05M33.00S,2025-12-20T02:08:32.0Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612739,76,83,2025-12-20T02:08:32Z,4430000,False,,,0,,L. Ball REBOUND (Off:2 Def:1),[1628366],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Ball,L. Ball,446.0,3.0,1.0,2.0,,,,,,,,,,,,,,
448,PT05M28.00S,2025-12-20T02:08:40.0Z,3,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612739,76,83,2025-12-20T02:08:51Z,4440000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Hunter 2 FT),"[1628989, 1629631]",1610612741.0,CHI,shooting,,,,,,Mid-Range,8-16 Center,,,Huerter,K. Huerter,,,,,,,,,1627963.0,,,,1.0,0.0,Hunter,1629631.0,,
450,PT05M28.00S,2025-12-20T02:09:07.2Z,3,REGULAR,freethrow,1 of 2,[],1629631,,,1610612739,77,83,2025-12-20T02:09:07Z,4460000,False,,,0,,D. Hunter Free Throw 1 of 2 (8 PTS),[1629631],1610612739.0,CLE,,,,,,,,,,Made,Hunter,D. Hunter,,,,,8.0,,,,,,,,,,,,,
451,PT05M28.00S,2025-12-20T02:09:08.0Z,3,REGULAR,substitution,out,[],1642281,,,1610612739,77,83,2025-12-20T02:09:26Z,4470000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,,,,,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,
452,PT05M28.00S,2025-12-20T02:09:08.0Z,3,REGULAR,substitution,out,[],1628386,,,1610612739,77,83,2025-12-20T02:09:26Z,4480000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
453,PT05M28.00S,2025-12-20T02:09:08.0Z,3,REGULAR,substitution,out,[],1630581,,,1610612739,77,83,2025-12-20T02:09:26Z,4490000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
454,PT05M28.00S,2025-12-20T02:09:08.0Z,3,REGULAR,substitution,out,[],1641824,,,1610612739,77,83,2025-12-20T02:09:26Z,4500000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,,,,,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
455,PT05M28.00S,2025-12-20T02:09:08.0Z,3,REGULAR,substitution,out,[],1630171,,,1610612739,77,83,2025-12-20T02:09:26Z,4510000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
456,PT05M28.00S,2025-12-20T02:09:08.0Z,3,REGULAR,substitution,in,[],1641772,,,1610612739,77,83,2025-12-20T02:09:26Z,4520000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,,,,,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,
457,PT05M28.00S,2025-12-20T02:09:08.0Z,3,REGULAR,substitution,in,[],1628418,,,1610612739,77,83,2025-12-20T02:09:26Z,4530000,False,,,0,,SUB in: T. Bryant,[1628418],1610612739.0,CLE,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,
458,PT05M28.00S,2025-12-20T02:09:08.0Z,3,REGULAR,substitution,in,[],1630245,,,1610612739,77,83,2025-12-20T02:09:26Z,4540000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
459,PT05M28.00S,2025-12-20T02:09:08.0Z,3,REGULAR,substitution,in,[],1630188,,,1610612739,77,83,2025-12-20T02:09:26Z,4550000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,
460,PT05M28.00S,2025-12-20T02:09:08.0Z,3,REGULAR,substitution,in,[],1630200,,,1610612739,77,83,2025-12-20T02:09:26Z,4560000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
461,PT05M28.00S,2025-12-20T02:09:33.6Z,3,REGULAR,freethrow,2 of 2,[],1629631,,,1610612739,78,83,2025-12-20T02:09:33Z,4570000,False,,,0,,D. Hunter Free Throw 2 of 2 (9 PTS),[1629631],1610612739.0,CLE,,,,,,,,,,Made,Hunter,D. Hunter,,,,,9.0,,,,,,,,,,,,,
462,PT05M17.00S,2025-12-20T02:09:47.0Z,3,REGULAR,2pt,Jump Shot,[],1628989,16.376478318002626,30.637254901960787,1610612741,78,85,2025-12-20T02:09:51Z,4580000,False,97.0,101.0,1,left,K. Huerter 14' driving floating Jump Shot (7 PTS),[1628989],1610612741.0,CHI,driving floating,,,,,,Mid-Range,8-16 Right,14.02,Made,Huerter,K. Huerter,,,,,7.0,,,,,,,,,,,,,
463,PT05M06.00S,2025-12-20T02:09:56.8Z,3,REGULAR,2pt,Jump Shot,[],1629631,75.24638633377135,62.5,1610612739,78,85,2025-12-20T02:10:01Z,4590000,False,62.0,180.0,1,right,MISS D. Hunter 19' step back Shot,[1629631],1610612739.0,CLE,step back,,,,,,Mid-Range,16-24 Right Center,19.07,Missed,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
464,PT05M04.00S,2025-12-20T02:09:58.8Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612741,78,85,2025-12-20T02:10:01Z,4600000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,Smith,J. Smith,463.0,2.0,2.0,0.0,,,,,,,,,,,,,,
465,PT05M01.00S,2025-12-20T02:10:02.2Z,3,REGULAR,turnover,lost ball,[],1630188,,,1610612741,78,85,2025-12-20T02:10:06Z,4610000,False,,,0,,J. Smith lost ball TURNOVER (1 TO),"[1630188, 1628366]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Smith,J. Smith,,,,,,1.0,Ball,1628366.0,,,,,,,,,,
466,PT05M01.00S,2025-12-20T02:10:02.2Z,3,REGULAR,steal,,[],1628366,,,1610612739,78,85,2025-12-20T02:10:04Z,4620000,False,,,0,,L. Ball STEAL (2 STL),[1628366],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
467,PT04M58.00S,2025-12-20T02:10:05.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,68.28186596583443,30.392156862745097,1610612739,81,85,2025-12-20T02:10:11Z,4630000,False,-98.0,246.0,1,right,D. Garland 26' 3PT  (22 PTS) (L. Ball 5 AST),"[1629636, 1628366]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,26.45,Made,Garland,D. Garland,,,,,22.0,,,,,L. Ball,1628366.0,5.0,,,,,,
469,PT04M52.00S,2025-12-20T02:10:11.1Z,3,REGULAR,turnover,lost ball,[],1628380,,,1610612741,81,85,2025-12-20T02:10:40Z,4650000,False,,,0,,Z. Collins lost ball TURNOVER (2 TO),"[1628380, 1629636]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Collins,Z. Collins,,,,,,2.0,Garland,1629636.0,,,,,,,,,,
470,PT04M52.00S,2025-12-20T02:10:11.1Z,3,REGULAR,steal,,[],1629636,,,1610612739,81,85,2025-12-20T02:10:13Z,4660000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,
471,PT04M51.00S,2025-12-20T02:10:14.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,77.61169513797634,10.294117647058822,1610612739,84,85,2025-12-20T02:18:46Z,4670000,False,-199.0,158.0,1,right,D. Garland 25' 3PT pullup (25 PTS),[1629636],1610612739.0,CLE,pullup,,,,,,Above the Break 3,24+ Left Center,25.37,Made,Garland,D. Garland,,,,,25.0,,,,,,,,,,,,,
472,PT04M51.00S,2025-12-20T02:10:35.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,84,85,2025-12-20T02:10:35Z,4680000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT04M41.00S,2025-12-20T02:12:03.9Z,3,REGULAR,3pt,Jump Shot,[],1628989,36.08738501971091,18.137254901960784,1610612741,84,85,2025-12-20T02:12:07Z,4690000,False,159.0,287.0,1,left,MISS K. Huerter 32' 3PT,[1628989],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,32.8,Missed,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
479,PT04M38.00S,2025-12-20T02:12:06.9Z,3,REGULAR,rebound,defensive,[],1628418,,,1610612739,84,85,2025-12-20T02:12:07Z,4700000,False,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Bryant,T. Bryant,478.0,2.0,2.0,0.0,,,,,,,,,,,,,,
480,PT04M27.00S,2025-12-20T02:12:17.8Z,3,REGULAR,3pt,Jump Shot,[],1641772,95.48291721419186,2.2058823529411766,1610612739,87,85,2025-12-20T02:12:20Z,4710000,False,-239.0,-10.0,1,right,N. Tomlin 3PT  (11 PTS) (D. Garland 8 AST),"[1641772, 1629636]",1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,23.92,Made,Tomlin,N. Tomlin,,,,,11.0,,,,,D. Garland,1629636.0,8.0,,,,,,
484,PT04M05.00S,2025-12-20T02:12:55.7Z,3,REGULAR,substitution,out,[],1629636,,,1610612741,87,85,2025-12-20T02:13:00Z,4750000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,
485,PT04M05.00S,2025-12-20T02:12:55.7Z,3,REGULAR,substitution,in,[],1642878,,,1610612741,87,85,2025-12-20T02:13:00Z,4760000,False,,,0,,SUB in: T. Proctor,[1642878],1610612739.0,CLE,,,,,,,,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,
486,PT04M00.00S,2025-12-20T02:13:14.5Z,3,REGULAR,3pt,Jump Shot,[],1630188,29.517082785808146,72.79411764705883,1610612741,87,85,2025-12-20T02:13:19Z,4770000,False,-114.0,225.0,1,left,MISS J. Smith 25' pullup 3PT,[1630188],1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Left Center,25.22,Missed,Smith,J. Smith,,,,,,,,,,,,,,,,,,
487,PT03M58.00S,2025-12-20T02:13:16.5Z,3,REGULAR,rebound,offensive,[],1630245,,,1610612741,87,85,2025-12-20T02:13:19Z,4780000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:0),[1630245],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Dosunmu,A. Dosunmu,486.0,1.0,0.0,1.0,,,,,,,,,,,,,,
488,PT03M57.00S,2025-12-20T02:13:18.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,32.53942181340342,15.686274509803921,1610612741,87,85,2025-12-20T02:13:22Z,4790000,False,172.0,253.0,1,left,MISS K. Huerter 30' 3PT,[1628989],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,30.6,Missed,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
489,PT03M53.00S,2025-12-20T02:13:22.7Z,3,REGULAR,rebound,offensive,[],1630188,,,1610612741,87,85,2025-12-20T02:13:22Z,4800000,False,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Smith,J. Smith,488.0,3.0,2.0,1.0,,,,,,,,,,,,,,
490,PT03M52.00S,2025-12-20T02:13:23.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,12.040078843626807,2.696078431372549,1610612741,87,85,2025-12-20T02:13:26Z,4810000,False,237.0,61.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,24.42,Missed,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
493,PT03M48.00S,2025-12-20T02:13:27.0Z,3,REGULAR,rebound,defensive,[],1642878,,,1610612739,87,85,2025-12-20T02:13:26Z,4820000,False,,,0,,T. Proctor REBOUND (Off:1 Def:5),[1642878],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,Proctor,T. Proctor,490.0,6.0,5.0,1.0,,,,,,,,,,,,,,
494,PT03M41.00S,2025-12-20T02:13:33.2Z,3,REGULAR,3pt,Jump Shot,[],1628418,73.01248357424441,80.3921568627451,1610612739,87,85,2025-12-20T02:13:41Z,4830000,False,152.0,201.0,1,right,MISS T. Bryant 25' 3PT,[1628418],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,25.22,Missed,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,
495,PT03M38.00S,2025-12-20T02:13:36.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,87,85,2025-12-20T02:13:41Z,4840000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,,,494.0,,,,,,,,,,,,,,,,,
497,PT03M31.00S,2025-12-20T02:14:01.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641772,92.59198423127464,54.65686274509803,1610612739,87,85,2025-12-20T02:14:06Z,4860000,False,23.0,17.0,1,right,MISS N. Tomlin driving bank Shot,[1641772],1610612739.0,CLE,driving bank,,,,,,Restricted Area,0-8 Center,2.89,Missed,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,
498,PT03M30.00S,2025-12-20T02:14:02.1Z,3,REGULAR,rebound,offensive,[],1641772,,,1610612739,87,85,2025-12-20T02:20:36Z,4870000,False,,,0,,N. Tomlin REBOUND (Off:1 Def:1),[1641772],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Tomlin,N. Tomlin,497.0,2.0,1.0,1.0,,,,,,,,,,,,,,
499,PT03M30.00S,2025-12-20T02:14:05.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641772,94.40999984741211,50.0,1610612739,87,85,2025-12-20T02:20:46Z,4880000,False,0.0,0.0,1,right,MISS N. Tomlin tip Layup,[1641772],1610612739.0,CLE,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,
500,PT03M29.00S,2025-12-20T02:14:06.3Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612741,87,85,2025-12-20T02:20:46Z,4890000,False,,,0,,K. Huerter REBOUND (Off:0 Def:4),[1628989],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Huerter,K. Huerter,499.0,4.0,4.0,0.0,,,,,,,,,,,,,,
501,PT03M24.00S,2025-12-20T02:14:08.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,6.1268068331143235,48.77450980392157,1610612741,87,87,2025-12-20T02:14:17Z,4900000,False,6.0,5.0,1,left,A. Dosunmu running reverse Layup (2 PTS) (T. Jones 2 AST),"[1630245, 1630200]",1610612741.0,CHI,running reverse,,,,,,Restricted Area,0-8 Center,0.8,Made,Dosunmu,A. Dosunmu,,,,,2.0,,,,,T. Jones,1630200.0,2.0,,,,,,
503,PT03M15.00S,2025-12-20T02:14:17.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642878,95.0886990801577,52.20588235294118,1610612739,89,87,2025-12-20T02:14:21Z,4920000,False,11.0,-6.0,1,right,T. Proctor driving floating bank Jump Shot (9 PTS),[1642878],1610612739.0,CLE,driving floating bank,,,,,,Restricted Area,0-8 Center,1.27,Made,Proctor,T. Proctor,,,,,9.0,,,,,,,,,,,,,
504,PT03M11.00S,2025-12-20T02:14:21.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,7.30946123521682,50.49019607843137,1610612741,89,89,2025-12-20T02:14:27Z,4930000,False,-2.0,16.0,1,left,K. Huerter Layup (9 PTS) (T. Jones 3 AST),"[1628989, 1630200]",1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,1.64,Made,Huerter,K. Huerter,,,,,9.0,,,,,T. Jones,1630200.0,3.0,,,,,,
506,PT02M54.00S,2025-12-20T02:14:38.8Z,3,REGULAR,turnover,lost ball,[],1628366,,,1610612739,89,89,2025-12-20T02:14:42Z,4950000,False,,,0,,L. Ball lost ball TURNOVER (1 TO),"[1628366, 1630245]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,,Ball,L. Ball,,,,,,1.0,Dosunmu,1630245.0,,,,,,,,,,
507,PT02M54.00S,2025-12-20T02:14:38.8Z,3,REGULAR,steal,,[],1630245,,,1610612741,89,89,2025-12-20T02:14:40Z,4960000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
508,PT02M54.00S,2025-12-20T02:14:51.9Z,3,REGULAR,foul,personal,[],1629631,,,1610612741,89,89,2025-12-20T02:15:15Z,4970000,False,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 1630245]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,Hunter,D. Hunter,,,,,,,,,1626300.0,,,,2.0,0.0,Dosunmu,1630245.0,,
510,PT02M54.00S,2025-12-20T02:15:13.8Z,3,REGULAR,substitution,out,[],1628380,,,1610612741,89,89,2025-12-20T02:15:31Z,4990000,False,,,0,,SUB out: Z. Collins,[1628380],1610612741.0,CHI,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
511,PT02M54.00S,2025-12-20T02:15:13.8Z,3,REGULAR,substitution,in,[],202696,,,1610612741,89,89,2025-12-20T02:15:31Z,5000000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,,,,,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
512,PT02M37.00S,2025-12-20T02:15:36.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202696,18.873193166885677,82.35294117647058,1610612741,89,91,2025-12-20T02:15:46Z,5010000,False,-162.0,125.0,1,left,N. Vučević 20' Jump Shot (10 PTS) (A. Dosunmu 3 AST),"[202696, 1630245]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,20.44,Made,Vučević,N. Vučević,,,,,10.0,,,,,A. Dosunmu,1630245.0,3.0,,,,,,
