actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
37,PT08M12.00S,2026-01-10T18:17:39.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,86.5473061760841,54.41176470588235,1610612750,11,12,2026-01-10T18:17:44Z,370000,False,22.0,74.0,1,right,J. McDaniels 7' driving floating Jump Shot (2 PTS) (D. DiVincenzo 2 AST),"[1630183, 1628978]",1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,7.72,Made,,,,,2.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,
39,PT08M02.00S,2026-01-10T18:17:52.3Z,1,REGULAR,foul,personal,[],1630183,,,1610612739,11,12,2026-01-10T18:17:57Z,390000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1628386]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1146.0,,,,,,,,,,,1.0,0.0,Allen,1628386.0,,,,,
42,PT07M49.00S,2026-01-10T18:18:29.7Z,1,REGULAR,3pt,Jump Shot,[],1629636,31.61957950065703,74.75490196078431,1610612739,11,12,2026-01-10T18:18:32Z,410000,False,-124.0,245.0,1,left,MISS D. Garland 27' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,27.42,Missed,,,,,,,,,,,,,,,,,
43,PT07M46.00S,2026-01-10T18:18:32.7Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,11,12,2026-01-10T18:18:32Z,420000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,
44,PT07M28.00S,2026-01-10T18:18:55.6Z,1,REGULAR,foul,personal,[],1628386,,,1610612750,11,12,2026-01-10T18:19:01Z,430000,False,,,0,,J. Allen personal FOUL (1 PF),"[1628386, 1630183]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,1627962.0,,,,,,,,,,,1.0,0.0,McDaniels,1630183.0,,,,,
46,PT07M19.00S,2026-01-10T18:19:19.0Z,1,REGULAR,3pt,Jump Shot,[],1628978,66.3107752956636,49.754901960784316,1610612750,11,12,2026-01-10T18:21:09Z,450000,False,-1.0,264.0,1,right,MISS D. DiVincenzo 26' pullup 3PT,[1628978],1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,26.42,Missed,,,,,,,,,,,,,,,,,
47,PT07M17.00S,2026-01-10T18:19:21.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,11,12,2026-01-10T18:19:22Z,460000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,46.0,3.0,2.0,1.0,,,,,,,,,,,,,
48,PT07M08.00S,2026-01-10T18:19:29.2Z,1,REGULAR,3pt,Jump Shot,[],1628378,31.488173455978973,57.35294117647059,1610612739,11,12,2026-01-10T18:19:32Z,470000,False,-37.0,243.0,1,left,MISS D. Mitchell 24' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,24.63,Missed,,,,,,,,,,,,,,,,,
49,PT07M06.00S,2026-01-10T18:19:31.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,11,12,2026-01-10T18:19:32Z,480000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,
50,PT06M55.00S,2026-01-10T18:19:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,93.38042049934296,49.754901960784316,1610612750,11,14,2026-01-10T18:19:47Z,490000,False,-1.0,10.0,1,right,J. McDaniels cutting Layup (4 PTS) (A. Edwards 2 AST),"[1630183, 1630162]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,0.98,Made,,,,,4.0,A. Edwards,1630162.0,2.0,,,,,,,,,
52,PT06M55.00S,2026-01-10T18:19:48.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,11,14,2026-01-10T18:19:48Z,510000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M55.00S,2026-01-10T18:19:52.7Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,11,14,2026-01-10T18:23:11Z,520000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M55.00S,2026-01-10T18:19:52.7Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,11,14,2026-01-10T18:23:11Z,530000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M55.00S,2026-01-10T18:19:52.7Z,1,REGULAR,substitution,in,[],1629631,,,1610612739,11,14,2026-01-10T18:23:11Z,540000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M55.00S,2026-01-10T18:19:52.7Z,1,REGULAR,substitution,in,[],1642281,,,1610612739,11,14,2026-01-10T18:23:11Z,550000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M38.00S,2026-01-10T18:23:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,9.017739816031538,47.30392156862745,1610612739,11,14,2026-01-10T18:23:37Z,560000,False,13.0,32.0,1,left,MISS D. Hunter driving Layup,[1629631],1610612739.0,CLE,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,3.5,Missed,,,,,,,,,,,,,,,,,
58,PT06M36.00S,2026-01-10T18:23:35.4Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,11,14,2026-01-10T18:23:37Z,570000,False,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,57.0,4.0,2.0,2.0,,,,,,,,,,,,,
59,PT06M35.00S,2026-01-10T18:23:35.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,6.258212877792378,51.9607843137255,1610612739,13,14,2026-01-10T18:23:40Z,580000,False,-10.0,6.0,1,left,J. Allen putback Layup (2 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,1.17,Made,,,,,2.0,,,,,,,,,,,,
60,PT06M21.00S,2026-01-10T18:23:50.3Z,1,REGULAR,2pt,Jump Shot,[],1630162,80.89684625492772,29.65686274509804,1610612750,13,14,2026-01-10T18:23:55Z,590000,False,-102.0,127.0,1,right,MISS A. Edwards 16' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,16.28,Missed,,,,,,,,,,,,,,,,,
61,PT06M18.00S,2026-01-10T18:23:53.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,13,14,2026-01-10T18:23:55Z,600000,False,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Left Center,,,,60.0,5.0,3.0,2.0,,,,,,,,,,,,,
62,PT06M06.00S,2026-01-10T18:24:05.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,14.273981603153747,44.11764705882353,1610612739,15,14,2026-01-10T18:24:10Z,610000,False,29.0,82.0,1,left,D. Garland 8' driving floating Jump Shot (2 PTS) (J. Allen 1 AST),"[1629636, 1628386]",1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,8.68,Made,,,,,2.0,J. Allen,1628386.0,1.0,,,,,,,,,
65,PT05M55.00S,2026-01-10T18:24:20.2Z,1,REGULAR,substitution,out,[],1630241,,,1610612750,15,14,2026-01-10T18:24:36Z,640000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M55.00S,2026-01-10T18:24:20.2Z,1,REGULAR,substitution,out,[],203944,,,1610612750,15,14,2026-01-10T18:24:36Z,650000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M55.00S,2026-01-10T18:24:20.2Z,1,REGULAR,substitution,in,[],1641854,,,1610612750,15,14,2026-01-10T18:24:36Z,660000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M55.00S,2026-01-10T18:24:20.2Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,15,14,2026-01-10T18:24:36Z,670000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M45.00S,2026-01-10T18:24:55.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.77463863337714,48.77450980392157,1610612750,15,16,2026-01-10T18:25:00Z,680000,False,-6.0,6.0,1,right,R. Gobert cutting DUNK (6 PTS) (A. Edwards 3 AST),"[203497, 1630162]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,0.86,Made,,,,,6.0,A. Edwards,1630162.0,3.0,,,,,,,,,
71,PT05M28.00S,2026-01-10T18:25:12.0Z,1,REGULAR,3pt,Jump Shot,[],1629631,6.389618922470433,3.431372549019608,1610612739,15,16,2026-01-10T18:25:15Z,700000,False,233.0,8.0,1,left,MISS D. Hunter 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,23.29,Missed,,,,,,,,,,,,,,,,,
72,PT05M26.00S,2026-01-10T18:25:14.0Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,15,16,2026-01-10T18:25:15Z,710000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,
73,PT05M19.00S,2026-01-10T18:25:21.8Z,1,REGULAR,2pt,Jump Shot,[],1630162,78.9257555847569,75.49019607843137,1610612750,15,16,2026-01-10T18:25:27Z,720000,False,127.0,146.0,1,right,MISS A. Edwards 19' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,19.35,Missed,,,,,,,,,,,,,,,,,
74,PT05M14.00S,2026-01-10T18:25:25.8Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,15,16,2026-01-10T18:25:25Z,730000,False,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right Center,,,,73.0,1.0,0.0,1.0,,,,,,,,,,,,,
75,PT05M06.00S,2026-01-10T18:25:34.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,84.05059132720105,3.431372549019608,1610612750,15,19,2026-01-10T18:25:39Z,740000,False,-233.0,97.0,1,right,A. Edwards 25' 3PT step back (3 PTS) (D. DiVincenzo 3 AST),"[1630162, 1628978]",1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,25.24,Made,,,,,3.0,D. DiVincenzo,1628978.0,3.0,,,,,,,,,
77,PT04M56.00S,2026-01-10T18:25:45.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,5.995400788436268,50.49019607843137,1610612739,17,19,2026-01-10T18:25:50Z,760000,False,-2.0,4.0,1,left,J. Allen cutting DUNK (4 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,0.46,Made,,,,,4.0,D. Garland,1629636.0,1.0,,,,,,,,,
79,PT04M40.00S,2026-01-10T18:25:59.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,70.77858081471747,21.568627450980394,1610612750,17,22,2026-01-10T18:26:03Z,780000,False,-142.0,222.0,1,right,A. Edwards 26' 3PT step back (6 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,26.38,Made,,,,,6.0,,,,,,,,,,,,
80,PT04M26.00S,2026-01-10T18:26:15.3Z,1,REGULAR,3pt,Jump Shot,[],1629631,18.2161629434954,4.411764705882353,1610612739,17,22,2026-01-10T18:26:18Z,790000,False,228.0,119.0,1,left,MISS D. Hunter 25' 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,25.7,Missed,,,,,,,,,,,,,,,,,
81,PT04M25.00S,2026-01-10T18:26:18.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,17,22,2026-01-10T18:26:18Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,,80.0,,,,,,,,,,,,,,,,
83,PT04M25.00S,2026-01-10T18:26:21.1Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,17,22,2026-01-10T18:26:32Z,820000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M25.00S,2026-01-10T18:26:21.1Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,17,22,2026-01-10T18:26:32Z,830000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M25.00S,2026-01-10T18:26:21.1Z,1,REGULAR,substitution,out,[],1628978,,,1610612739,17,22,2026-01-10T18:26:32Z,840000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M25.00S,2026-01-10T18:26:21.1Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,17,22,2026-01-10T18:26:32Z,850000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M25.00S,2026-01-10T18:26:21.1Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,17,22,2026-01-10T18:26:32Z,860000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M25.00S,2026-01-10T18:26:21.1Z,1,REGULAR,substitution,in,[],1641740,,,1610612739,17,22,2026-01-10T18:26:32Z,870000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
