actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
257,PT06M49.00S,2026-02-20T00:53:29.3Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,47,28,2026-02-20T00:53:29Z,2540000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,256.0,,,,,2.0,2.0,0.0,,,,,,
258,PT06M32.00S,2026-02-20T00:53:46.0Z,2,REGULAR,2pt,Jump Shot,[],1629008,29.517082785808146,51.225490196078425,1610612751,47,30,2026-02-20T01:00:24Z,2550000,False,-6.0,225.0,1,left,M. Porter Jr. 22' pullup Jump Shot (11 PTS) (N. Clowney 1 AST),"[1629008, 1641730]",1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,Made,,11.0,22.51,,,,,,N. Clowney,1641730.0,1.0,,,
261,PT06M10.00S,2026-02-20T00:54:08.0Z,2,REGULAR,3pt,Jump Shot,[],1631165,95.22010512483574,3.6764705882352944,1610612739,50,30,2026-02-20T00:54:13Z,2580000,False,-232.0,-8.0,1,right,K. Ellis 3PT  (7 PTS) (S. Merrill 2 AST),"[1631165, 1630241]",1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,,,,,,Made,,7.0,23.17,,,,,,S. Merrill,1630241.0,2.0,,,
263,PT05M55.00S,2026-02-20T00:54:23.0Z,2,REGULAR,3pt,Jump Shot,[],1642856,22.28975032851511,8.57843137254902,1610612751,50,33,2026-02-20T00:54:27Z,2600000,False,207.0,157.0,1,left,E. Dëmin 25' 3PT  (5 PTS) (N. Traore 2 AST),"[1642856, 1642849]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,5.0,25.99,,,,,,N. Traore,1642849.0,2.0,,,
265,PT05M38.00S,2026-02-20T00:54:40.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641854,93.11760840998686,50.0,1610612739,50,33,2026-02-20T00:54:43Z,2620000,False,0.0,12.0,1,right,MISS C. Porter Jr. cutting Layup,[1641854],1610612739.0,CLE,cutting,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.22,,,,,,,,,,,
266,PT05M36.00S,2026-02-20T00:54:42.3Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,50,33,2026-02-20T00:54:43Z,2630000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,265.0,,,,,3.0,3.0,0.0,,,,,,
268,PT05M25.00S,2026-02-20T00:55:18.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629008,8.623521681997373,49.01960784313725,1610612751,50,35,2026-02-20T01:01:48Z,2650000,False,5.0,29.0,1,left,M. Porter Jr. driving bank Hook (13 PTS),[1629008],1610612751.0,BKN,driving bank,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,13.0,2.9,,,,,,,,,,,
269,PT05M12.00S,2026-02-20T00:55:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,94.69448094612353,50.73529411764706,1610612739,52,35,2026-02-20T00:55:36Z,2660000,False,4.0,-3.0,1,right,J. Harden driving Layup (5 PTS),[201935],1610612739.0,CLE,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,0.45,,,,,,,,,,,
270,PT04M57.00S,2026-02-20T00:55:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642849,9.017739816031538,64.4607843137255,1610612751,52,35,2026-02-20T00:55:54Z,2670000,False,-72.0,32.0,1,left,MISS N. Traore 7' driving floating Shot,[1642849],1610612751.0,BKN,driving floating,,,Traore,N. Traore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.92,,,,,,,,,,,
271,PT04M55.00S,2026-02-20T00:55:48.8Z,2,REGULAR,rebound,defensive,[],201935,,,1610612739,52,35,2026-02-20T00:55:54Z,2680000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,270.0,,,,,2.0,2.0,0.0,,,,,,
272,PT04M46.00S,2026-02-20T00:55:58.6Z,2,REGULAR,3pt,Jump Shot,[],1641854,88.12417871222075,97.05882352941177,1610612739,52,35,2026-02-20T01:02:36Z,2690000,False,235.0,59.0,1,right,MISS C. Porter Jr. 24' step back 3PT,[1641854],1610612739.0,CLE,step back,,,Porter Jr.,C. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,24.26,,,,,,,,,,,
273,PT04M44.00S,2026-02-20T00:56:00.6Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,52,35,2026-02-20T00:56:02Z,2700000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,,,,,,,272.0,,,,,4.0,4.0,0.0,,,,,,
274,PT04M40.00S,2026-02-20T00:56:04.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641730,6.652431011826544,50.49019607843137,1610612751,52,37,2026-02-20T00:56:11Z,2710000,False,-2.0,10.0,1,left,N. Clowney running DUNK (8 PTS) (O. Agbaji 1 AST),"[1641730, 1630534]",1610612751.0,BKN,running,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,1.03,,,,,,O. Agbaji,1630534.0,1.0,,,
276,PT04M25.00S,2026-02-20T00:56:22.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642849,,,1610612739,52,37,2026-02-20T00:56:29Z,2730000,False,,,0,,N. Traore personal FOUL (2 PF) (Allen 2 FT),"[1642849, 1628386]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,200833.0,2.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
278,PT04M25.00S,2026-02-20T00:56:52.7Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,53,37,2026-02-20T00:57:30Z,2750000,False,,,0,,J. Allen Free Throw 1 of 2 (11 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
279,PT04M25.00S,2026-02-20T00:56:53.5Z,2,REGULAR,substitution,out,[],1631165,,,1610612739,53,37,2026-02-20T00:56:59Z,2760000,False,,,0,,SUB out: K. Ellis,[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M25.00S,2026-02-20T00:56:53.5Z,2,REGULAR,substitution,in,[],1629731,,,1610612739,53,37,2026-02-20T00:56:59Z,2770000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M25.00S,2026-02-20T00:56:52.7Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,53,37,2026-02-20T00:57:30Z,2780000,False,,,0,,MISS J. Allen Free Throw 2 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
282,PT04M23.00S,2026-02-20T00:56:54.7Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,53,37,2026-02-20T00:57:30Z,2790000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:5),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,281.0,,,,,5.0,5.0,0.0,,,,,,
283,PT04M13.00S,2026-02-20T00:57:22.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,6.915243101182654,49.754901960784316,1610612751,53,39,2026-02-20T00:57:34Z,2800000,False,1.0,13.0,1,left,N. Traore driving Layup (4 PTS) (N. Clowney 2 AST),"[1642849, 1641730]",1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,1.26,,,,,,N. Clowney,1641730.0,2.0,,,
285,PT04M02.00S,2026-02-20T00:57:35.1Z,2,REGULAR,3pt,Jump Shot,[],201935,67.7562417871222,25.98039215686275,1610612739,56,39,2026-02-20T01:03:39Z,2820000,False,-120.0,251.0,1,right,J. Harden 27' 3PT pullup (8 PTS),[201935],1610612739.0,CLE,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,8.0,27.79,,,,,,,,,,,
286,PT03M51.00S,2026-02-20T00:57:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,7.046649145860711,52.69607843137255,1610612751,56,39,2026-02-20T00:57:46Z,2830000,False,-13.0,14.0,1,left,MISS N. Traore driving Layup,[1642849],1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.92,,,,,,,,,,,
287,PT03M49.00S,2026-02-20T00:57:45.4Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,56,39,2026-02-20T00:57:46Z,2840000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,286.0,,,,,3.0,2.0,1.0,,,,,,
288,PT03M43.00S,2026-02-20T00:57:52.0Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612739,56,39,2026-02-20T00:57:55Z,2850000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1642849]",1610612739.0,CLE,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Traore,1642849.0
289,PT03M43.00S,2026-02-20T00:57:52.0Z,2,REGULAR,steal,,[],1642849,,,1610612751,56,39,2026-02-20T00:57:53Z,2860000,False,,,0,,N. Traore STEAL (2 STL),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
290,PT03M38.00S,2026-02-20T00:57:56.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642856,7.046649145860711,3.9215686274509802,1610612751,56,42,2026-02-20T00:58:02Z,2870000,False,230.0,14.0,1,left,E. Dëmin 3PT running (8 PTS) (M. Porter Jr. 1 AST),"[1642856, 1629008]",1610612751.0,BKN,running,,,Dëmin,E. Dëmin,,,,,Right Corner 3,24+ Right,,,,,,Made,,8.0,23.08,,,,,,M. Porter Jr.,1629008.0,1.0,,,
292,PT03M37.00S,2026-02-20T00:58:04.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,56,42,2026-02-20T00:58:04Z,2890000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M37.00S,2026-02-20T00:58:06.2Z,2,REGULAR,substitution,out,[],1641854,,,1610612739,56,42,2026-02-20T01:00:46Z,2900000,False,,,0,,SUB out: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M37.00S,2026-02-20T00:58:06.2Z,2,REGULAR,substitution,in,[],1628378,,,1610612739,56,42,2026-02-20T01:00:46Z,2910000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M20.00S,2026-02-20T01:01:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,94.1688567674113,49.754901960784316,1610612739,58,42,2026-02-20T01:01:19Z,2920000,False,-1.0,2.0,1,right,J. Harden driving Layup (10 PTS),[201935],1610612739.0,CLE,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,0.26,,,,,,,,,,,
297,PT03M07.00S,2026-02-20T01:01:26.3Z,2,REGULAR,3pt,Jump Shot,[],1641730,29.38567674113009,23.284313725490197,1610612751,58,42,2026-02-20T01:01:31Z,2930000,False,134.0,224.0,1,left,MISS N. Clowney 26' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.06,,,,,,,,,,,
298,PT03M03.00S,2026-02-20T01:01:30.3Z,2,REGULAR,rebound,defensive,[],201935,,,1610612739,58,42,2026-02-20T01:01:31Z,2940000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,297.0,,,,,3.0,3.0,0.0,,,,,,
299,PT02M56.00S,2026-02-20T01:01:37.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.11760840998686,49.01960784313725,1610612739,60,42,2026-02-20T01:01:41Z,2950000,False,-5.0,12.0,1,right,J. Allen cutting DUNK (13 PTS) (D. Mitchell 3 AST),"[1628386, 1628378]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,,13.0,1.31,,,,,,D. Mitchell,1628378.0,3.0,,,
301,PT02M34.00S,2026-02-20T01:01:59.7Z,2,REGULAR,3pt,Jump Shot,[],1641730,31.61957950065703,37.745098039215684,1610612751,60,42,2026-02-20T01:02:04Z,2970000,False,61.0,245.0,1,left,MISS N. Clowney 25' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.23,,,,,,,,,,,
302,PT02M31.00S,2026-02-20T01:02:02.7Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,60,42,2026-02-20T01:02:04Z,2980000,False,,,0,,D. Wade REBOUND (Off:0 Def:4),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Center,,,,,,,301.0,,,,,4.0,4.0,0.0,,,,,,
303,PT02M16.00S,2026-02-20T01:02:18.0Z,2,REGULAR,3pt,Jump Shot,[],201935,79.45137976346912,90.93137254901961,1610612739,63,42,2026-02-20T01:02:21Z,2990000,False,205.0,141.0,1,right,J. Harden 24' 3PT  (13 PTS) (D. Mitchell 4 AST),"[201935, 1628378]",1610612739.0,CLE,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,13.0,24.84,,,,,,D. Mitchell,1628378.0,4.0,,,
305,PT01M53.00S,2026-02-20T01:02:39.8Z,2,REGULAR,3pt,Jump Shot,[],1642849,4.944152431011826,95.83333333333334,1610612751,63,45,2026-02-20T01:02:44Z,3010000,False,-229.0,-6.0,1,left,N. Traore 3PT  (7 PTS) (O. Agbaji 2 AST),"[1642849, 1630534]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,Left Corner 3,24+ Left,,,,,,Made,,7.0,22.93,,,,,,O. Agbaji,1630534.0,2.0,,,
308,PT01M44.00S,2026-02-20T01:03:00.7Z,2,REGULAR,substitution,out,[],1630534,,,1610612739,63,45,2026-02-20T01:03:07Z,3040000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M44.00S,2026-02-20T01:03:00.7Z,2,REGULAR,substitution,in,[],1630533,,,1610612739,63,45,2026-02-20T01:03:07Z,3050000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M28.00S,2026-02-20T01:03:32.6Z,2,REGULAR,3pt,Jump Shot,[],1628378,93.51182654402102,96.32352941176471,1610612739,63,45,2026-02-20T01:03:39Z,3060000,False,232.0,8.0,1,right,MISS D. Mitchell step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.18,,,,,,,,,,,
311,PT01M26.00S,2026-02-20T01:03:34.6Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,63,45,2026-02-20T01:03:39Z,3070000,False,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,,,,310.0,,,,,4.0,2.0,2.0,,,,,,
312,PT01M26.00S,2026-02-20T01:03:38.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628378,92.9862023653088,50.245098039215684,1610612739,65,45,2026-02-20T01:03:44Z,3080000,False,1.0,13.0,1,right,D. Mitchell cutting Layup (11 PTS) (J. Allen 1 AST),"[1628378, 1628386]",1610612739.0,CLE,cutting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Made,,11.0,1.35,,,,,,J. Allen,1628386.0,1.0,,,
314,PT01M26.00S,2026-02-20T01:03:42.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642856,,,1610612739,65,45,2026-02-20T01:03:52Z,3100000,False,,,0,,E. Dëmin shooting personal FOUL (2 PF) (Mitchell 1 FT),"[1642856, 1628378]",1610612751.0,BKN,shooting,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,202041.0,2.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
316,PT01M26.00S,2026-02-20T01:04:10.2Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628378,,,1610612739,66,45,2026-02-20T01:04:10Z,3120000,False,,,0,,D. Mitchell Free Throw 1 of 1 (12 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
318,PT01M04.00S,2026-02-20T01:04:55.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642849,15.982260183968464,46.568627450980394,1610612751,66,45,2026-02-20T01:05:02Z,3140000,False,17.0,98.0,1,left,MISS N. Traore 9' driving floating Shot,[1642849],1610612751.0,BKN,driving floating,,,Traore,N. Traore,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,9.92,,,,,,,,,,,
319,PT01M01.00S,2026-02-20T01:04:58.6Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,66,45,2026-02-20T01:05:02Z,3150000,False,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,318.0,,,,,5.0,3.0,2.0,,,,,,
320,PT00M56.10S,2026-02-20T01:05:03.7Z,2,REGULAR,turnover,lost ball,[],1628378,,,1610612739,66,45,2026-02-20T01:05:09Z,3160000,False,,,0,,D. Mitchell lost ball TURNOVER (2 TO),"[1628378, 1630533]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Williams,1630533.0
321,PT00M56.10S,2026-02-20T01:05:03.7Z,2,REGULAR,steal,,[],1630533,,,1610612751,66,45,2026-02-20T01:05:05Z,3170000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
322,PT00M52.20S,2026-02-20T01:05:08.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630533,6.521024967148489,49.50980392156863,1610612751,66,47,2026-02-20T01:05:19Z,3180000,False,2.0,9.0,1,left,Z. Williams running DUNK (2 PTS) (M. Porter Jr. 2 AST),"[1630533, 1629008]",1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.91,,,,,,M. Porter Jr.,1629008.0,2.0,,,
325,PT00M52.20S,2026-02-20T01:05:27.3Z,2,REGULAR,foul,technical,['1freethrow'],1628378,,,1610612739,66,47,2026-02-20T01:05:35Z,3210000,False,,,0,,D. Mitchell technical FOUL (1 Tech),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,200833.0,0.0,1.0,,,,,,,,,,,,,,,,,
326,PT00M52.20S,2026-02-20T01:05:36.4Z,2,REGULAR,freethrow,1 of 1,[],1629008,,,1610612739,66,48,2026-02-20T01:05:36Z,3220000,False,,,0,,M. Porter Jr. technical Free Throw 1 of 1 (14 PTS),[1629008],1610612751.0,BKN,technical,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,Made,,14.0,,,,,,,,,,,,
327,PT00M33.50S,2026-02-20T01:06:10.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.9060446780552,49.754901960784316,1610612739,68,48,2026-02-20T01:06:39Z,3230000,False,-1.0,5.0,1,right,J. Allen alley-oop DUNK (15 PTS) (J. Harden 6 AST),"[1628386, 201935]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,,15.0,0.49,,,,,,J. Harden,201935.0,6.0,,,
330,PT00M17.40S,2026-02-20T01:06:48.1Z,2,REGULAR,3pt,Jump Shot,[],1630533,8.754927726675426,3.9215686274509802,1610612751,68,48,2026-02-20T01:06:51Z,3260000,False,230.0,30.0,1,left,MISS Z. Williams 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.23,,,,,,,,,,,
331,PT00M14.60S,2026-02-20T01:06:51.0Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,68,48,2026-02-20T01:06:51Z,3270000,False,,,0,,J. Allen REBOUND (Off:2 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,,,,330.0,,,,,6.0,4.0,2.0,,,,,,
332,PT00M03.60S,2026-02-20T01:07:03.9Z,2,REGULAR,3pt,Jump Shot,[],1630241,82.47371879106439,94.11764705882352,1610612739,68,48,2026-02-20T01:10:40Z,3280000,False,221.0,112.0,1,right,MISS S. Merrill 24' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.75,,,,,,,,,,,
333,PT00M02.30S,2026-02-20T01:07:05.2Z,2,REGULAR,rebound,offensive,[],1629731,,,1610612739,68,48,2026-02-20T01:10:40Z,3290000,False,,,0,,D. Wade REBOUND (Off:1 Def:4),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,,,,332.0,,,,,5.0,4.0,1.0,,,,,,
334,PT00M01.80S,2026-02-20T01:07:08.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629731,94.40999984741211,50.0,1610612739,70,48,2026-02-20T01:10:50Z,3300000,False,0.0,0.0,1,right,D. Wade tip Layup (8 PTS),[1629731],1610612739.0,CLE,tip,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,0.0,,,,,,,,,,,
335,PT00M00.00S,2026-02-20T01:07:14.2Z,2,REGULAR,heave,,[],0,,,1610612751,70,48,2026-02-20T01:11:56Z,3310000,False,,,0,,BKN Heave,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,55.25,,,,,,,,,,,
336,PT00M00.00S,2026-02-20T01:07:14.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,70,48,2026-02-20T01:11:56Z,3320000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,335.0,,,,,,,,,,,,,
337,PT00M00.00S,2026-02-20T01:07:18.9Z,2,REGULAR,period,end,[],0,,,1610612751,70,48,2026-02-20T01:07:18Z,3330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2026-02-20T01:07:35.0Z,3,REGULAR,substitution,out,['startperiod'],1630241,,,1610612751,70,48,2026-02-20T01:22:33Z,3340000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2026-02-20T01:07:35.0Z,3,REGULAR,substitution,out,['startperiod'],1630533,,,1610612751,70,48,2026-02-20T01:22:33Z,3350000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2026-02-20T01:07:35.0Z,3,REGULAR,substitution,in,['startperiod'],1630596,,,1610612751,70,48,2026-02-20T01:22:33Z,3360000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2026-02-20T01:07:35.0Z,3,REGULAR,substitution,in,['startperiod'],1630549,,,1610612751,70,48,2026-02-20T01:22:33Z,3370000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2026-02-20T01:22:46.8Z,3,REGULAR,period,start,[],0,,,1610612751,70,48,2026-02-20T01:22:46Z,3380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M43.00S,2026-02-20T01:23:03.2Z,3,REGULAR,2pt,Jump Shot,[],1630549,93.9060446780552,84.31372549019608,1610612751,70,48,2026-02-20T01:23:08Z,3390000,False,172.0,5.0,1,right,MISS D. Sharpe 17' Jump Shot,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Right,,,,,,Missed,,,17.17,,,,,,,,,,,
350,PT11M40.00S,2026-02-20T01:23:06.2Z,3,REGULAR,rebound,defensive,[],201935,,,1610612739,70,48,2026-02-20T01:23:08Z,3400000,False,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right,,,,,,,349.0,,,,,4.0,4.0,0.0,,,,,,
351,PT11M31.00S,2026-02-20T01:23:21.4Z,3,REGULAR,foul,personal,[],1642856,,,1610612739,70,48,2026-02-20T01:23:32Z,3410000,False,,,0,,E. Dëmin personal FOUL (3 PF),"[1642856, 1628378]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,In The Paint (Non-RA),0-8 Center,202041.0,3.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
