actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
16,PT11M09.00S,2025-10-26T22:13:32.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2025-10-26T22:13:37Z,160000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Above the Break 3,24+ Left Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,
18,PT10M44.00S,2025-10-26T22:14:19.7Z,1,REGULAR,2pt,Jump Shot,[],1629018,5.075558475689881,89.95098039215686,1610612749,0,2,2025-10-26T22:14:30Z,180000,False,-200.0,-5.0,1,left,G. Trent Jr. 19' fadeaway Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[1629018, 203507]",1610612749.0,MIL,fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,,Mid-Range,16-24 Left,,,,,19.99,Made,,,,,,,2.0,G. Antetokounmpo,203507.0,1.0,,,
20,PT10M22.00S,2025-10-26T22:14:41.2Z,1,REGULAR,2pt,Jump Shot,[],1630596,86.28449408672799,66.91176470588235,1610612739,2,2,2025-10-26T22:14:48Z,200000,False,85.0,76.0,1,right,E. Mobley 11' turnaround bank Jump Shot (2 PTS) (J. Allen 1 AST),"[1630596, 1628386]",1610612739.0,CLE,turnaround bank,,,Mobley,E. Mobley,,,,,,Mid-Range,8-16 Right,,,,,11.4,Made,,,,,,,2.0,J. Allen,1628386.0,1.0,,,
22,PT10M11.00S,2025-10-26T22:14:52.3Z,1,REGULAR,3pt,Jump Shot,[],1629018,4.812746386333772,5.392156862745098,1610612749,2,2,2025-10-26T22:14:59Z,220000,False,223.0,-7.0,1,left,MISS G. Trent Jr. 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,Right Corner 3,24+ Right,,,,,22.31,Missed,,,,,,,,,,,,,
23,PT10M07.00S,2025-10-26T22:14:56.3Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,2,2,2025-10-26T22:28:43Z,230000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,Right Corner 3,24+ Right,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,
24,PT10M00.00S,2025-10-26T22:15:02.7Z,1,REGULAR,3pt,Jump Shot,[],1630241,68.67608409986859,69.85294117647058,1610612739,2,2,2025-10-26T22:15:08Z,240000,False,99.0,242.0,1,right,MISS S. Merrill 26' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,Above the Break 3,24+ Right Center,,,,,26.15,Missed,,,,,,,,,,,,,
25,PT09M59.00S,2025-10-26T22:15:06.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,2,2,2025-10-26T22:15:06Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,24.0,,,,,,,,,,,,
27,PT09M57.00S,2025-10-26T22:15:25.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630241,94.1688567674113,48.529411764705884,1610612739,4,2,2025-10-26T22:15:29Z,270000,False,-7.0,2.0,1,right,S. Merrill cutting Layup (2 PTS) (D. Mitchell 1 AST),"[1630241, 1628378]",1610612739.0,CLE,cutting,,,Merrill,S. Merrill,,,,,,Restricted Area,0-8 Center,,,,,0.77,Made,,,,,,,2.0,D. Mitchell,1628378.0,1.0,,,
29,PT09M38.00S,2025-10-26T22:15:43.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,5.338370565045992,51.470588235294116,1610612749,4,4,2025-10-26T22:15:48Z,290000,False,-7.0,-2.0,1,left,G. Antetokounmpo driving Layup (2 PTS) (G. Trent Jr. 1 AST),"[203507, 1629018]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,Restricted Area,0-8 Center,,,,,0.77,Made,,,,,,,2.0,G. Trent Jr.,1629018.0,1.0,,,
31,PT09M29.00S,2025-10-26T22:15:52.9Z,1,REGULAR,3pt,Jump Shot,[],1628378,69.99014454664915,26.225490196078432,1610612739,4,4,2025-10-26T22:15:58Z,310000,False,-119.0,230.0,1,right,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,,Above the Break 3,24+ Left Center,,,,,25.86,Missed,,,,,,,,,,,,,
32,PT09M27.00S,2025-10-26T22:15:55.6Z,1,REGULAR,rebound,offensive,[],1629631,,,1610612739,4,4,2025-10-26T22:15:55Z,320000,False,,,0,,D. Hunter REBOUND (Off:1 Def:0),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,Above the Break 3,24+ Left Center,,,,,,,31.0,1.0,0.0,1.0,,,,,,,,,
33,PT09M25.00S,2025-10-26T22:15:59.0Z,1,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612739,4,4,2025-10-26T22:16:07Z,330000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Hunter 2 FT),"[1629018, 1629631]",1610612749.0,MIL,shooting,,,Trent Jr.,G. Trent Jr.,,,,,1627524.0,Restricted Area,0-8 Center,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,
35,PT09M25.00S,2025-10-26T22:16:20.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629631,,,1610612739,4,4,2025-10-26T22:16:20Z,350000,False,,,0,,MISS D. Hunter Free Throw 1 of 2,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
36,PT09M25.00S,2025-10-26T22:16:20.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,4,4,2025-10-26T22:16:20Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,
37,PT09M25.00S,2025-10-26T22:16:33.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629631,,,1610612739,5,4,2025-10-26T22:16:33Z,370000,False,,,0,,D. Hunter Free Throw 2 of 2 (1 PTS),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,Made,,,,,,,1.0,,,,,,
38,PT09M10.00S,2025-10-26T22:16:50.5Z,1,REGULAR,2pt,Jump Shot,[],203507,13.87976346911958,78.92156862745098,1610612749,5,4,2025-10-26T22:17:00Z,380000,False,-145.0,78.0,1,left,MISS G. Antetokounmpo 16' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,Mid-Range,16-24 Left,,,,,16.43,Missed,,,,,,,,,,,,,
39,PT09M07.00S,2025-10-26T22:16:53.5Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,5,4,2025-10-26T22:17:00Z,390000,False,,,0,,D. Hunter REBOUND (Off:1 Def:1),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,Mid-Range,16-24 Left,,,,,,,38.0,2.0,1.0,1.0,,,,,,,,,
40,PT08M59.00S,2025-10-26T22:17:01.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,88.38699080157687,63.725490196078425,1610612739,7,4,2025-10-26T22:17:05Z,400000,False,69.0,57.0,1,right,D. Hunter 8' driving floating bank Jump Shot (3 PTS),[1629631],1610612739.0,CLE,driving floating bank,,,Hunter,D. Hunter,,,,,,In The Paint (Non-RA),8-16 Right,,,,,8.9,Made,,,,,,,3.0,,,,,,
41,PT08M45.00S,2025-10-26T22:17:15.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.389618922470433,51.71568627450981,1610612749,7,6,2025-10-26T22:17:22Z,410000,False,-9.0,8.0,1,left,G. Antetokounmpo driving DUNK (4 PTS) (G. Trent Jr. 2 AST),"[203507, 1629018]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,Restricted Area,0-8 Center,,,,,1.15,Made,,,,,,,4.0,G. Trent Jr.,1629018.0,2.0,,,
44,PT08M32.00S,2025-10-26T22:17:49.4Z,1,REGULAR,foul,personal,[],1631260,,,1610612739,7,6,2025-10-26T22:17:54Z,440000,False,,,0,,A. Green personal FOUL (1 PF),"[1631260, 1628386]",1610612749.0,MIL,,,,Green,A. Green,,,,,1627524.0,Mid-Range,16-24 Right Center,1.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
48,PT08M21.00S,2025-10-26T22:19:02.4Z,1,REGULAR,jumpball,recovered,[],1629631,,,1610612739,7,6,2025-10-26T22:35:33Z,480000,False,,,0,,Jump Ball E. Mobley vs. A. Green: Tip to D. Hunter,"[1629631, 1630596, 1631260]",1610612739.0,CLE,heldball,D. Hunter,1629631.0,Hunter,D. Hunter,Mobley,1630596.0,Green,1631260.0,,,,,,,,,,,,,,,,,,,,,,
53,PT08M14.00S,2025-10-26T22:19:05.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.88764783180025,63.725490196078425,1610612739,7,6,2025-10-26T22:32:34Z,530000,False,69.0,249.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,,Above the Break 3,24+ Center,,,,,25.87,Missed,,,,,,,,,,,,,
54,PT08M11.00S,2025-10-26T22:19:08.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,7,6,2025-10-26T22:19:08Z,540000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Above the Break 3,24+ Center,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,,
55,PT08M08.00S,2025-10-26T22:19:13.0Z,1,REGULAR,turnover,out-of-bounds,[],1626167,,,1610612749,7,6,2025-10-26T22:19:28Z,550000,False,,,0,,M. Turner bad pass out-of-bounds TURNOVER (1 TO),[1626167],1610612749.0,MIL,bad pass,,,Turner,M. Turner,,,,,1148.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,1.0,,
56,PT07M59.00S,2025-10-26T22:19:29.3Z,1,REGULAR,foul,personal,[],1629018,,,1610612739,7,6,2025-10-26T22:20:29Z,560000,False,,,0,,G. Trent Jr. personal FOUL (2 PF),"[1629018, 1628378]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,1628484.0,Mid-Range,16-24 Left Center,2.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
58,PT07M43.00S,2025-10-26T22:20:03.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630241,74.98357424441524,12.990196078431374,1610612739,10,6,2025-10-26T22:23:05Z,580000,False,-185.0,183.0,1,right,S. Merrill 26' 3PT pullup (5 PTS) (E. Mobley 1 AST),"[1630241, 1630596]",1610612739.0,CLE,pullup,,,Merrill,S. Merrill,,,,,,Above the Break 3,24+ Left Center,,,,,26.0,Made,,,,,,,5.0,E. Mobley,1630596.0,1.0,,,
60,PT07M17.00S,2025-10-26T22:20:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,16.245072273324574,40.44117647058824,1610612749,10,8,2025-10-26T22:23:52Z,600000,False,48.0,100.0,1,left,M. Turner 11' turnaround fadeaway Jump Shot (2 PTS),[1626167],1610612749.0,MIL,turnaround fadeaway,,,Turner,M. Turner,,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.1,Made,,,,,,,2.0,,,,,,
61,PT07M05.00S,2025-10-26T22:20:41.9Z,1,REGULAR,2pt,Jump Shot,[],1630596,78.26872536136662,32.59803921568628,1610612739,12,8,2025-10-26T22:20:48Z,610000,False,-87.0,152.0,1,right,E. Mobley 17' pullup Jump Shot (4 PTS),[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,,Mid-Range,16-24 Left Center,,,,,17.5,Made,,,,,,,4.0,,,,,,
63,PT06M56.00S,2025-10-26T22:20:59.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,12,8,2025-10-26T22:20:59Z,630000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M56.00S,2025-10-26T22:21:00.8Z,1,REGULAR,substitution,out,[],1628378,,,1610612749,12,8,2025-10-26T22:23:45Z,640000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M56.00S,2025-10-26T22:21:00.8Z,1,REGULAR,substitution,out,[],1628386,,,1610612749,12,8,2025-10-26T22:23:45Z,650000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M56.00S,2025-10-26T22:21:00.8Z,1,REGULAR,substitution,out,[],1629018,,,1610612749,12,8,2025-10-26T22:23:45Z,660000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M56.00S,2025-10-26T22:21:00.8Z,1,REGULAR,substitution,in,[],1629731,,,1610612749,12,8,2025-10-26T22:23:45Z,670000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M56.00S,2025-10-26T22:21:00.8Z,1,REGULAR,substitution,in,[],1628366,,,1610612749,12,8,2025-10-26T22:23:45Z,680000,False,,,0,,SUB in: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M56.00S,2025-10-26T22:21:00.8Z,1,REGULAR,substitution,in,[],1627752,,,1610612749,12,8,2025-10-26T22:23:45Z,690000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M54.00S,2025-10-26T22:24:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,5.206964520367937,49.26470588235294,1610612749,12,10,2025-10-26T22:24:19Z,700000,False,4.0,-4.0,1,left,G. Antetokounmpo alley-oop Layup (6 PTS) (R. Rollins 1 AST),"[203507, 1631157]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,,Restricted Area,0-8 Center,,,,,0.52,Made,,,,,,,6.0,R. Rollins,1631157.0,1.0,,,
72,PT06M42.00S,2025-10-26T22:24:14.8Z,1,REGULAR,3pt,Jump Shot,[],1630596,70.38436268068331,72.79411764705883,1610612739,12,10,2025-10-26T22:24:22Z,720000,False,114.0,226.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Above the Break 3,24+ Right Center,,,,,25.3,Missed,,,,,,,,,,,,,
73,PT06M42.00S,2025-10-26T22:24:14.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,12,10,2025-10-26T22:24:22Z,730000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,72.0,,,,,,,,,,,,
74,PT06M42.00S,2025-10-26T22:24:20.4Z,1,REGULAR,foul,personal,[],1627752,,,1610612739,12,10,2025-10-26T22:24:33Z,740000,False,,,0,,T. Prince loose ball personal FOUL (1 PF),"[1627752, 1629631]",1610612749.0,MIL,loose ball,,,Prince,T. Prince,,,,,1148.0,In The Paint (Non-RA),0-8 Center,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,
76,PT06M36.00S,2025-10-26T22:24:44.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,71.82982917214193,20.098039215686274,1610612739,12,10,2025-10-26T22:24:50Z,760000,False,-150.0,212.0,1,right,MISS D. Hunter 25' 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,Above the Break 3,24+ Left Center,,,,,25.97,Missed,,,,,,,,,,,,,
77,PT06M30.00S,2025-10-26T22:24:50.0Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,12,10,2025-10-26T22:24:50Z,770000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,Above the Break 3,24+ Left Center,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,
78,PT06M14.00S,2025-10-26T22:25:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631260,15.062417871222076,61.029411764705884,1610612749,12,12,2025-10-26T22:25:13Z,780000,False,-55.0,89.0,1,left,A. Green 10' fadeaway Jump Shot (2 PTS),[1631260],1610612749.0,MIL,fadeaway,,,Green,A. Green,,,,,,In The Paint (Non-RA),8-16 Left,,,,,10.48,Made,,,,,,,2.0,,,,,,
79,PT06M04.00S,2025-10-26T22:25:16.3Z,1,REGULAR,3pt,Jump Shot,[],1628366,73.01248357424441,80.63725490196079,1610612739,12,12,2025-10-26T22:30:37Z,790000,False,153.0,201.0,1,right,MISS L. Ball 25' pullup 3PT,[1628366],1610612739.0,CLE,pullup,,,Ball,L. Ball,,,,,,Above the Break 3,24+ Right Center,,,,,25.29,Missed,,,,,,,,,,,,,
80,PT06M01.00S,2025-10-26T22:25:19.3Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,12,12,2025-10-26T22:25:19Z,800000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,Above the Break 3,24+ Right Center,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,
81,PT05M53.00S,2025-10-26T22:25:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,12.171484888304862,42.8921568627451,1610612749,12,12,2025-10-26T22:25:32Z,810000,False,36.0,62.0,1,left,MISS T. Prince 7' driving finger roll Layup,[1627752],1610612749.0,MIL,driving finger roll,,,Prince,T. Prince,,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.14,Missed,,,,,,,,,,,,,
82,PT05M52.00S,2025-10-26T22:25:28.9Z,1,REGULAR,rebound,offensive,[],1631157,,,1610612749,12,12,2025-10-26T22:25:28Z,820000,False,,,0,,R. Rollins REBOUND (Off:1 Def:0),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,81.0,1.0,0.0,1.0,,,,,,,,,
83,PT05M49.00S,2025-10-26T22:25:31.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631157,24.26084099868594,84.80392156862744,1610612749,12,12,2025-10-26T22:25:35Z,830000,False,-174.0,176.0,1,left,MISS R. Rollins 24' 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,Above the Break 3,24+ Left Center,,,,,24.72,Missed,,,,,,,,,,,,,
84,PT05M49.00S,2025-10-26T22:25:31.5Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,12,12,2025-10-26T22:25:35Z,840000,False,,,0,,D. Hunter REBOUND (Off:1 Def:2),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,Above the Break 3,24+ Left Center,,,,,,,83.0,3.0,2.0,1.0,,,,,,,,,
85,PT05M37.00S,2025-10-26T22:25:43.1Z,1,REGULAR,3pt,Jump Shot,[],1630241,81.42247043363994,95.09803921568627,1610612739,12,12,2025-10-26T22:25:46Z,850000,False,225.0,122.0,1,right,MISS S. Merrill 25' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,Above the Break 3,24+ Right Center,,,,,25.64,Missed,,,,,,,,,,,,,
86,PT05M34.00S,2025-10-26T22:25:46.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,12,12,2025-10-26T22:25:46Z,860000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Above the Break 3,24+ Right Center,,,,,,,85.0,3.0,3.0,0.0,,,,,,,,,
87,PT05M28.00S,2025-10-26T22:25:52.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.30946123521682,48.77450980392157,1610612749,12,14,2025-10-26T22:37:28Z,870000,False,6.0,16.0,1,left,G. Antetokounmpo driving finger roll Layup (8 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,,Restricted Area,0-8 Center,,,,,1.73,Made,,,,,,,8.0,,,,,,
88,PT05M08.00S,2025-10-26T22:26:11.9Z,1,REGULAR,turnover,bad pass,[],1628366,,,1610612739,12,14,2025-10-26T22:26:16Z,880000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1628366, 1626167]",1610612739.0,CLE,,,,Ball,L. Ball,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,1.0,Turner,1626167.0
89,PT05M08.00S,2025-10-26T22:26:11.9Z,1,REGULAR,steal,,[],1626167,,,1610612749,12,14,2025-10-26T22:26:14Z,890000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
90,PT05M06.00S,2025-10-26T22:26:21.5Z,1,REGULAR,foul,personal,['1freethrow'],1630241,,,1610612749,12,14,2025-10-26T22:26:44Z,900000,False,,,0,,S. Merrill transition take personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1630241, 203507]",1610612739.0,CLE,transition take,,,Merrill,S. Merrill,,,,,1148.0,Mid-Range,8-16 Left,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
92,PT05M06.00S,2025-10-26T22:27:04.5Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1631157,,,1610612749,12,15,2025-10-26T22:27:04Z,920000,False,,,0,,R. Rollins transition take Free Throw 1 of 1 (1 PTS),[1631157],1610612749.0,MIL,transition take,,,Rollins,R. Rollins,,,,,,,,,,,,,Made,,,,,,,1.0,,,,,,
