actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
21,PT11M03.00S,2026-01-13T00:13:30.2Z,1,REGULAR,turnover,lost ball,[],1629004,,,1610612762,0,2,2026-01-13T00:13:33Z,210000,False,,,0,,S. Mykhailiuk lost ball TURNOVER (1 TO),"[1629004, 1629636]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Garland,1629636.0,,,,,
22,PT11M03.00S,2026-01-13T00:13:30.2Z,1,REGULAR,steal,,[],1629636,,,1610612739,0,2,2026-01-13T00:13:32Z,220000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
23,PT10M45.00S,2026-01-13T00:13:47.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629636,9.937582128777924,61.274509803921575,1610612739,0,2,2026-01-13T00:13:56Z,230000,False,-56.0,41.0,1,left,MISS D. Garland 6' driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.97,,,,,,,,,,,,
24,PT10M43.00S,2026-01-13T00:13:49.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,0,2,2026-01-13T00:13:56Z,240000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,
25,PT10M33.00S,2026-01-13T00:13:59.9Z,1,REGULAR,turnover,bad pass,[],1641718,,,1610612762,0,2,2026-01-13T00:14:03Z,250000,False,,,0,,K. George bad pass TURNOVER (1 TO),"[1641718, 1628386]",1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Allen,1628386.0,,,,,
26,PT10M33.00S,2026-01-13T00:13:59.9Z,1,REGULAR,steal,,[],1628386,,,1610612739,0,2,2026-01-13T00:14:01Z,260000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT10M27.00S,2026-01-13T00:14:05.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628386,8.492115637319317,49.26470588235294,1610612739,2,2,2026-01-13T00:14:12Z,270000,False,4.0,27.0,1,left,J. Allen running alley-oop DUNK (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,running alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.75,,,,,,,,D. Garland,1629636.0,1.0,,
29,PT10M07.00S,2026-01-13T00:14:25.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,88.25558475689881,65.44117647058823,1610612762,2,4,2026-01-13T00:14:29Z,290000,False,77.0,58.0,1,right,L. Markkanen 9' driving floating bank Jump Shot (2 PTS) (K. George 1 AST),"[1628374, 1641718]",1610612762.0,UTA,driving floating bank,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,2.0,9.65,,,,,,,,K. George,1641718.0,1.0,,
31,PT09M57.00S,2026-01-13T00:14:36.2Z,1,REGULAR,3pt,Jump Shot,[],1630241,6.652431011826544,5.147058823529411,1610612739,2,4,2026-01-13T00:14:39Z,310000,False,224.0,10.0,1,left,MISS S. Merrill 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.45,,,,,,,,,,,,
32,PT09M54.00S,2026-01-13T00:14:39.2Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,2,4,2026-01-13T00:14:39Z,320000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,
33,PT09M46.00S,2026-01-13T00:14:46.9Z,1,REGULAR,turnover,bad pass,[],1629004,,,1610612762,2,4,2026-01-13T00:14:50Z,330000,False,,,0,,S. Mykhailiuk bad pass TURNOVER (2 TO),"[1629004, 1629636]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,2.0,Garland,1629636.0,,,,,
34,PT09M46.00S,2026-01-13T00:14:46.9Z,1,REGULAR,steal,,[],1629636,,,1610612739,2,4,2026-01-13T00:14:48Z,340000,False,,,0,,D. Garland STEAL (2 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
35,PT09M43.00S,2026-01-13T00:14:49.8Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,2,4,2026-01-13T00:14:52Z,350000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1628374]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Markkanen,1628374.0,,,,,
36,PT09M43.00S,2026-01-13T00:14:49.8Z,1,REGULAR,steal,,[],1628374,,,1610612762,2,4,2026-01-13T00:14:51Z,360000,False,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
37,PT09M42.00S,2026-01-13T00:14:52.2Z,1,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612762,2,4,2026-01-13T00:15:05Z,370000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1628378, 1628374]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,201638.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,
39,PT09M42.00S,2026-01-13T00:15:20.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628374,,,1610612762,2,4,2026-01-13T00:15:20Z,390000,False,,,0,,MISS L. Markkanen Free Throw 1 of 2,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
40,PT09M42.00S,2026-01-13T00:15:20.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,2,4,2026-01-13T00:15:20Z,400000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,
41,PT09M42.00S,2026-01-13T00:15:48.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628374,,,1610612762,2,5,2026-01-13T00:15:48Z,410000,False,,,0,,L. Markkanen Free Throw 2 of 2 (3 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
42,PT09M31.00S,2026-01-13T00:16:01.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,10.200394218134035,37.254901960784316,1610612739,2,5,2026-01-13T00:18:41Z,420000,False,64.0,43.0,1,left,MISS J. Allen 7' turnaround bank Hook,[1628386],1610612739.0,CLE,turnaround bank,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.71,,,,,,,,,,,,
43,PT09M28.00S,2026-01-13T00:16:04.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,2,5,2026-01-13T00:16:04Z,430000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:2),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,
44,PT09M22.00S,2026-01-13T00:16:09.8Z,1,REGULAR,3pt,Jump Shot,[],1628374,69.07030223390277,72.30392156862744,1610612762,2,5,2026-01-13T00:16:13Z,440000,False,112.0,238.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.3,,,,,,,,,,,,
45,PT09M20.00S,2026-01-13T00:16:12.2Z,1,REGULAR,rebound,offensive,[],1642262,,,1610612762,2,5,2026-01-13T00:16:12Z,450000,False,,,0,,C. Williams REBOUND (Off:1 Def:0),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,44.0,1.0,0.0,1.0,,,,,,,,
46,PT09M14.00S,2026-01-13T00:16:18.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641718,77.34888304862024,9.803921568627452,1610612762,2,8,2026-01-13T00:16:22Z,460000,False,-201.0,160.0,1,right,K. George 25' 3PT pullup (5 PTS),[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,25.72,,,,,,,,,,,,
47,PT08M59.00S,2026-01-13T00:16:32.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,30.831143232588698,21.323529411764707,1610612739,2,8,2026-01-13T00:19:52Z,470000,False,143.0,237.0,1,left,MISS D. Garland 27' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.73,,,,,,,,,,,,
48,PT08M56.00S,2026-01-13T00:16:35.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,2,8,2026-01-13T00:16:36Z,480000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:3),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,47.0,3.0,3.0,0.0,,,,,,,,
49,PT08M51.00S,2026-01-13T00:16:40.8Z,1,REGULAR,3pt,Jump Shot,[],1641718,74.85216819973719,83.57843137254902,1610612762,2,8,2026-01-13T00:16:45Z,490000,False,168.0,184.0,1,right,MISS K. George 24' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.9,,,,,,,,,,,,
50,PT08M47.00S,2026-01-13T00:16:44.8Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,2,8,2026-01-13T00:16:45Z,500000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,
51,PT08M40.00S,2026-01-13T00:16:51.1Z,1,REGULAR,3pt,Jump Shot,[],1630596,4.812746386333772,2.941176470588235,1610612739,2,8,2026-01-13T00:16:54Z,510000,False,235.0,-7.0,1,left,MISS E. Mobley 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.54,,,,,,,,,,,,
52,PT08M37.00S,2026-01-13T00:16:54.1Z,1,REGULAR,rebound,defensive,[],203994,,,1610612762,2,8,2026-01-13T00:16:54Z,520000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:4),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Right Corner 3,24+ Right,,,,,,,,,51.0,4.0,4.0,0.0,,,,,,,,
53,PT08M35.00S,2026-01-13T00:17:00.7Z,1,REGULAR,foul,personal,['2freethrow'],1630241,,,1610612762,2,8,2026-01-13T00:17:17Z,530000,False,,,0,,S. Merrill shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1630241, 1628374]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),8-16 Right,1628481.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,
55,PT08M35.00S,2026-01-13T00:17:25.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628374,,,1610612762,2,8,2026-01-13T00:21:05Z,550000,False,,,0,,MISS L. Markkanen Free Throw 1 of 2,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
56,PT08M35.00S,2026-01-13T00:17:25.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,2,8,2026-01-13T00:21:05Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,
57,PT08M35.00S,2026-01-13T00:17:25.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628374,,,1610612762,2,9,2026-01-13T00:21:05Z,570000,False,,,0,,L. Markkanen Free Throw 2 of 2 (4 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
58,PT08M18.00S,2026-01-13T00:18:01.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,18.478975032851512,56.372549019607845,1610612739,2,9,2026-01-13T00:21:44Z,580000,False,-32.0,121.0,1,left,MISS J. Allen 12' floating Shot,[1628386],1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,12.53,,,,,,,,,,,,
59,PT08M16.00S,2026-01-13T00:18:03.9Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,2,9,2026-01-13T00:18:05Z,590000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,
60,PT08M07.00S,2026-01-13T00:18:12.3Z,1,REGULAR,3pt,Jump Shot,[],1642262,93.9060446780552,3.1862745098039214,1610612762,2,9,2026-01-13T00:18:16Z,600000,False,-234.0,5.0,1,right,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.41,,,,,,,,,,,,
61,PT08M05.00S,2026-01-13T00:18:14.3Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,2,9,2026-01-13T00:18:16Z,610000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,
62,PT07M58.00S,2026-01-13T00:18:22.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628378,23.340998685939553,50.245098039215684,1610612739,2,9,2026-01-13T00:22:57Z,620000,False,-1.0,167.0,1,left,MISS D. Mitchell 16' running pullup Shot,[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,Missed,,16.69,,,,,,,,,,,,
63,PT07M56.00S,2026-01-13T00:18:24.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,2,9,2026-01-13T00:18:25Z,630000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Center,,,,,,,,,62.0,3.0,3.0,0.0,,,,,,,,
64,PT07M38.00S,2026-01-13T00:18:42.2Z,1,REGULAR,3pt,Jump Shot,[],1642262,94.82588699080158,96.07843137254902,1610612762,2,12,2026-01-13T00:18:46Z,640000,False,230.0,-4.0,1,right,C. Williams 3PT  (3 PTS) (S. Mykhailiuk 1 AST),"[1642262, 1629004]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.04,,,,,,,,S. Mykhailiuk,1629004.0,1.0,,
66,PT07M36.00S,2026-01-13T00:18:48.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,2,12,2026-01-13T00:18:48Z,660000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M36.00S,2026-01-13T00:18:49.5Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,2,12,2026-01-13T00:21:53Z,670000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M36.00S,2026-01-13T00:18:49.5Z,1,REGULAR,substitution,out,[],1630241,,,1610612739,2,12,2026-01-13T00:21:53Z,680000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M36.00S,2026-01-13T00:18:49.5Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,2,12,2026-01-13T00:21:53Z,690000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M36.00S,2026-01-13T00:18:49.5Z,1,REGULAR,substitution,in,[],1641854,,,1610612739,2,12,2026-01-13T00:21:53Z,700000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M36.00S,2026-01-13T00:18:49.5Z,1,REGULAR,substitution,in,[],1629631,,,1610612739,2,12,2026-01-13T00:21:53Z,710000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT07M36.00S,2026-01-13T00:18:49.5Z,1,REGULAR,substitution,in,[],1642281,,,1610612739,2,12,2026-01-13T00:21:53Z,720000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT07M21.00S,2026-01-13T00:22:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,5.995400788436268,50.49019607843137,1610612739,4,12,2026-01-13T00:22:20Z,730000,False,-2.0,4.0,1,left,J. Allen alley-oop Layup (4 PTS) (D. Garland 2 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.46,,,,,,,,D. Garland,1629636.0,2.0,,
75,PT07M16.00S,2026-01-13T00:22:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,93.64323258869908,51.470588235294116,1610612762,4,14,2026-01-13T00:22:27Z,750000,False,7.0,7.0,1,right,S. Mykhailiuk driving Layup (2 PTS) (C. Williams 1 AST),"[1629004, 1642262]",1610612762.0,UTA,driving,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.04,,,,,,,,C. Williams,1642262.0,1.0,,
77,PT07M04.00S,2026-01-13T00:22:34.2Z,1,REGULAR,3pt,Jump Shot,[],1629631,4.599211563731932,95.61121323529412,1610612739,4,14,2026-01-13T00:25:26Z,770000,False,-228.0,-9.0,1,left,MISS D. Hunter 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.83,,,,,,,,,,,,
78,PT07M01.00S,2026-01-13T00:22:37.2Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612762,4,14,2026-01-13T00:22:44Z,780000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,24+ Left,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,
79,PT06M48.00S,2026-01-13T00:22:50.5Z,1,REGULAR,2pt,Jump Shot,[],203994,82.47371879106439,32.35294117647059,1610612762,4,16,2026-01-13T00:22:54Z,790000,False,-88.0,112.0,1,right,J. Nurkić 14' floating Jump Shot (2 PTS) (K. George 2 AST),"[203994, 1641718]",1610612762.0,UTA,floating,,,Nurkić,J. Nurkić,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,14.27,,,,,,,,K. George,1641718.0,2.0,,
81,PT06M28.00S,2026-01-13T00:23:10.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,31.882391590013142,36.76470588235294,1610612739,4,16,2026-01-13T00:26:14Z,810000,False,66.0,247.0,1,left,MISS D. Garland 25' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.59,,,,,,,,,,,,
82,PT06M25.00S,2026-01-13T00:23:13.6Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,4,16,2026-01-13T00:23:13Z,820000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,,,,81.0,4.0,4.0,0.0,,,,,,,,
