actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
15,PT10M47.00S,2021-12-09T03:42:30.5Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,0,0,2021-12-09T03:42:30Z,150000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
16,PT10M45.00S,2021-12-09T03:42:32.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,9.116294349540084,51.22549019607843,1610612746,2,0,2021-12-09T03:42:43Z,160000,-6.0,33.0,1,left,T. Mann running Layup (2 PTS),[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,3.38,Made,,,,,,,2.0,,,,,,,,,,,,
17,PT10M33.00S,2021-12-09T03:42:44.4Z,1,REGULAR,3pt,Jump Shot,[],201143,70.48291721419186,74.26470588235294,1610612738,2,3,2021-12-09T03:42:49Z,170000,121.0,225.0,1,right,A. Horford 25' 3PT  (3 PTS) (D. Schroder 1 AST),"[201143, 203471]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.56,Made,,,,,,,3.0,D. Schroder,203471.0,1.0,,,,,,,,,
19,PT10M13.00S,2021-12-09T03:43:04.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,9.116294349540084,51.22549019607843,1610612746,4,3,2021-12-09T03:43:08Z,190000,-6.0,33.0,1,left,R. Jackson floating Jump Shot (2 PTS) (N. Batum 1 AST),"[202704, 201587]",1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,3.38,Made,,,,,,,2.0,N. Batum,201587.0,1.0,,,,,,,,,
21,PT10M05.00S,2021-12-09T03:43:13.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,91.11366622864652,50.49019607843137,1610612738,4,5,2021-12-09T03:43:17Z,210000,2.0,31.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (M. Smart 1 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,3.11,Made,,,,,,,2.0,M. Smart,203935.0,1.0,,,,,,,,,
23,PT09M46.00S,2021-12-09T03:43:31.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,16.212220762155056,34.803921568627445,1610612746,4,5,2021-12-09T03:43:35Z,230000,76.0,100.0,1,left,MISS R. Jackson 12' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,12.55,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M44.00S,2021-12-09T03:43:33.5Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,4,5,2021-12-09T03:43:35Z,240000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
25,PT09M40.00S,2021-12-09T03:43:37.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203471,73.242444152431,14.460784313725497,1610612738,4,5,2021-12-09T03:44:49Z,250000,-178.0,199.0,1,right,MISS D. Schroder 26' running 3PT,[203471],1610612738.0,BOS,running,,,Schroder,D. Schroder,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M38.00S,2021-12-09T03:43:39.4Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,4,5,2021-12-09T03:43:42Z,260000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
27,PT09M23.00S,2021-12-09T03:43:54.9Z,1,REGULAR,turnover,bad pass,[],1629611,,,1610612746,4,5,2021-12-09T03:43:59Z,270000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 1629057]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,1.0,Williams III,1629057.0,,,,,,
28,PT09M23.00S,2021-12-09T03:43:54.9Z,1,REGULAR,steal,,[],1629057,,,1610612738,4,5,2021-12-09T03:43:57Z,280000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M11.00S,2021-12-09T03:44:06.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203471,92.29632063074901,49.50980392156863,1610612738,4,7,2021-12-09T03:44:12Z,290000,-2.0,20.0,1,right,D. Schroder finger roll Layup (2 PTS),[203471],1610612738.0,BOS,finger roll,,,Schroder,D. Schroder,,,,,2.01,Made,,,,,,,2.0,,,,,,,,,,,,
30,PT09M00.00S,2021-12-09T03:44:18.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,18.183311432325894,54.16666666666667,1610612746,6,7,2021-12-09T03:45:51Z,300000,-21.0,118.0,1,left,R. Jackson 12' driving floating Jump Shot (4 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,12.02,Made,,,,,,,4.0,,,,,,,,,,,,
31,PT08M43.00S,2021-12-09T03:44:38.8Z,1,REGULAR,violation,kicked ball,[],202694,,,1610612738,6,7,2021-12-09T03:44:46Z,310000,,,0,,M. Morris Sr. kicked ball VIOLATION,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,1627534.0,,,,,
32,PT08M29.00S,2021-12-09T03:45:10.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,84.80617608409987,4.411764705882348,1610612738,6,10,2021-12-09T03:45:19Z,320000,-228.0,90.0,1,right,J. Tatum 24' 3PT step back (3 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,24.51,Made,,,,,,,3.0,,,,,,,,,,,,
33,PT08M17.00S,2021-12-09T03:45:30.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,6,10,2021-12-09T03:45:30Z,330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M11.00S,2021-12-09T03:45:44.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,15.292378449408673,56.372549019607845,1610612746,8,10,2021-12-09T03:47:13Z,340000,-32.0,91.0,1,left,R. Jackson 9' driving floating Jump Shot (6 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,9.66,Made,,,,,,,6.0,,,,,,,,,,,,
35,PT07M51.00S,2021-12-09T03:46:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,83.36070959264126,55.14705882352941,1610612738,8,12,2021-12-09T03:46:08Z,350000,26.0,104.0,1,right,M. Smart 10' pullup Jump Shot (2 PTS) (D. Schroder 2 AST),"[203935, 203471]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,10.7,Made,,,,,,,2.0,D. Schroder,203471.0,2.0,,,,,,,,,
36,PT07M30.00S,2021-12-09T03:46:25.4Z,1,REGULAR,2pt,Jump Shot,[],202704,8.722076215505908,88.48039215686275,1610612746,8,12,2021-12-09T03:46:30Z,360000,-192.0,29.0,1,left,MISS R. Jackson 19' step back Shot,[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,19.46,Missed,,,,,,,,,,,,,,,,,,,
37,PT07M27.00S,2021-12-09T03:46:28.4Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,8,12,2021-12-09T03:46:30Z,370000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
38,PT07M27.00S,2021-12-09T03:46:33.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,8,12,2021-12-09T03:46:33Z,380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT07M23.00S,2021-12-09T03:47:01.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,94.3988173455979,2.4509803921568647,1610612738,8,12,2021-12-09T03:47:07Z,390000,-238.0,0.0,1,right,MISS J. Tatum step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,23.77,Missed,,,,,,,,,,,,,,,,,,,
41,PT07M18.00S,2021-12-09T03:47:06.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,12,2021-12-09T03:47:07Z,400000,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
42,PT07M04.00S,2021-12-09T03:47:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,16.475032851511173,52.94117647058824,1610612746,10,12,2021-12-09T03:47:25Z,410000,-15.0,102.0,1,left,M. Morris Sr. 10' turnaround fadeaway Jump Shot (2 PTS),[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,10.34,Made,,,,,,,2.0,,,,,,,,,,,,
44,PT06M51.00S,2021-12-09T03:47:37.8Z,1,REGULAR,foul,offensive,[],1628369,,,1610612738,10,12,2021-12-09T03:47:54Z,430000,,,0,,J. Tatum offensive FOUL (1 PF),"[1628369, 202704]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Jackson,202704.0,
46,PT06M51.00S,2021-12-09T03:47:37.8Z,1,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,10,12,2021-12-09T03:47:37Z,450000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1.0,,,1193.0,,,,,
47,PT06M51.00S,2021-12-09T03:48:02.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,10,12,2021-12-09T03:48:02Z,460000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M51.00S,2021-12-09T03:50:43.1Z,1,REGULAR,substitution,out,[],201143,,,1610612746,10,12,2021-12-09T03:50:47Z,470000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M51.00S,2021-12-09T03:50:43.1Z,1,REGULAR,substitution,in,[],1629684,,,1610612746,10,12,2021-12-09T03:50:47Z,480000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M34.00S,2021-12-09T03:50:55.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202694,33.952036793692514,52.450980392156865,1610612746,10,12,2021-12-09T03:50:59Z,490000,-12.0,267.0,1,left,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
51,PT06M32.00S,2021-12-09T03:50:57.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,10,12,2021-12-09T03:50:57Z,500000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
52,PT06M19.00S,2021-12-09T03:51:10.4Z,1,REGULAR,2pt,Jump Shot,[],203935,76.39618922470433,33.08823529411765,1610612738,10,12,2021-12-09T03:52:19Z,510000,-85.0,169.0,1,right,MISS M. Smart 18' pullup Shot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,18.94,Missed,,,,,,,,,,,,,,,,,,,
53,PT06M19.00S,2021-12-09T03:51:10.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,10,12,2021-12-09T03:51:15Z,520000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,
54,PT06M19.00S,2021-12-09T03:51:15.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,10,12,2021-12-09T03:51:15Z,530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M08.00S,2021-12-09T03:51:37.6Z,1,REGULAR,turnover,bad pass,[],201587,,,1610612746,10,12,2021-12-09T03:51:43Z,540000,,,0,,N. Batum bad pass TURNOVER (1 TO),"[201587, 203935]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,,,,,,
56,PT06M08.00S,2021-12-09T03:51:37.6Z,1,REGULAR,steal,,[],203935,,,1610612738,10,12,2021-12-09T03:51:39Z,550000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M06.00S,2021-12-09T03:51:45.4Z,1,REGULAR,turnover,traveling,[],1629057,,,1610612738,10,12,2021-12-09T03:51:50Z,560000,,,0,,R. Williams III traveling TURNOVER (1 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,1.0,,,202027.0,,,,,
58,PT06M06.00S,2021-12-09T03:51:52.4Z,1,REGULAR,substitution,out,[],201587,,,1610612746,10,12,2021-12-09T03:52:01Z,570000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M06.00S,2021-12-09T03:51:52.4Z,1,REGULAR,substitution,out,[],203935,,,1610612746,10,12,2021-12-09T03:52:01Z,580000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M06.00S,2021-12-09T03:51:52.4Z,1,REGULAR,substitution,out,[],1628369,,,1610612746,10,12,2021-12-09T03:52:01Z,590000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M06.00S,2021-12-09T03:51:52.4Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,10,12,2021-12-09T03:52:01Z,600000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M06.00S,2021-12-09T03:51:52.4Z,1,REGULAR,substitution,in,[],1629641,,,1610612746,10,12,2021-12-09T03:52:01Z,610000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M06.00S,2021-12-09T03:51:52.4Z,1,REGULAR,substitution,in,[],1626196,,,1610612746,10,12,2021-12-09T03:52:01Z,620000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M50.00S,2021-12-09T03:52:28.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,16.212220762155056,4.166666666666657,1610612746,13,12,2021-12-09T03:52:35Z,630000,229.0,100.0,1,left,L. Kennard 25' 3PT  (3 PTS) (T. Mann 1 AST),"[1628379, 1629611]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,25.0,Made,,,,,,,3.0,T. Mann,1629611.0,1.0,,,,,,,,,
66,PT05M35.00S,2021-12-09T03:52:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,85.3318002628121,45.58823529411765,1610612738,13,12,2021-12-09T03:52:47Z,650000,-22.0,85.0,1,right,MISS R. Williams III 8' Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,8.82,Missed,,,,,,,,,,,,,,,,,,,
67,PT05M33.00S,2021-12-09T03:52:45.1Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,13,12,2021-12-09T03:52:47Z,660000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
68,PT05M26.00S,2021-12-09T03:52:53.3Z,1,REGULAR,3pt,Jump Shot,[],202694,31.84954007884363,74.01960784313725,1610612746,13,12,2021-12-09T03:52:57Z,670000,-120.0,247.0,1,left,MISS M. Morris Sr. 27' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,27.46,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M23.00S,2021-12-09T03:52:56.3Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,13,12,2021-12-09T03:52:57Z,680000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
70,PT05M11.00S,2021-12-09T03:53:07.9Z,1,REGULAR,3pt,Jump Shot,[],1629684,73.37385019710908,14.705882352941174,1610612738,13,15,2021-12-09T03:53:13Z,690000,-176.0,198.0,1,right,G. Williams 26' 3PT  (3 PTS) (R. Williams III 1 AST),"[1629684, 1629057]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.51,Made,,,,,,,3.0,R. Williams III,1629057.0,1.0,,,,,,,,,
72,PT04M56.00S,2021-12-09T03:53:22.0Z,1,REGULAR,2pt,Jump Shot,[],1628379,20.54862023653088,49.50980392156863,1610612746,13,15,2021-12-09T03:53:28Z,710000,2.0,141.0,1,left,MISS L. Kennard 14' Jump Shot,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,14.07,Missed,,,,,,,,,,,,,,,,,,,
73,PT04M54.00S,2021-12-09T03:53:24.0Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,13,15,2021-12-09T03:53:28Z,720000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
74,PT04M49.00S,2021-12-09T03:53:37.9Z,1,REGULAR,foul,offensive,[],1629057,,,1610612738,13,15,2021-12-09T03:53:48Z,730000,,,0,,R. Williams III offensive FOUL (1 PF),"[1629057, 1629611]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Mann,1629611.0,
76,PT04M49.00S,2021-12-09T03:53:37.9Z,1,REGULAR,turnover,offensive foul,[],1629057,,,1610612738,13,15,2021-12-09T03:53:37Z,750000,,,0,,R. Williams III offensive foul TURNOVER (2 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,2.0,,,1627534.0,,,,,
77,PT04M35.00S,2021-12-09T03:54:00.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202694,21.337056504599218,68.87254901960785,1610612746,15,15,2021-12-09T03:54:05Z,760000,-94.0,148.0,1,left,M. Morris Sr. 17' Jump Shot (4 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,17.56,Made,,,,,,,4.0,,,,,,,,,,,,
78,PT04M22.00S,2021-12-09T03:54:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,83.75492772667542,42.15686274509803,1610612738,15,17,2021-12-09T03:55:08Z,770000,-39.0,100.0,1,right,J. Richardson 10' pullup Jump Shot (2 PTS),[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,10.76,Made,,,,,,,2.0,,,,,,,,,,,,
79,PT04M07.00S,2021-12-09T03:54:33.8Z,1,REGULAR,turnover,3-second-violation,[],1627826,,,1610612746,15,17,2021-12-09T03:54:59Z,780000,,,0,,I. Zubac 3-second-violation TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,1.0,,,1193.0,,,,,
80,PT04M07.00S,2021-12-09T03:54:43.9Z,1,REGULAR,substitution,out,[],1627826,,,1610612738,15,17,2021-12-09T03:54:49Z,790000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M07.00S,2021-12-09T03:54:43.9Z,1,REGULAR,substitution,in,[],1628392,,,1610612738,15,17,2021-12-09T03:54:49Z,800000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT03M56.00S,2021-12-09T03:55:04.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626196,90.71944809461235,46.81372549019608,1610612738,15,17,2021-12-09T03:56:37Z,810000,-16.0,35.0,1,right,MISS J. Richardson driving Layup - blocked,"[1626196, 1628392]",1610612738.0,BOS,driving,,,Richardson,J. Richardson,,,,,3.82,Missed,,,,,Hartenstein,1628392.0,,,,,,,,,,,,,
86,PT03M56.00S,2021-12-09T03:55:04.9Z,1,REGULAR,block,,[],1628392,,,1610612738,15,17,2021-12-09T03:55:29Z,815000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M54.00S,2021-12-09T03:55:06.9Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,15,17,2021-12-09T04:08:15Z,820000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
84,PT03M48.00S,2021-12-09T03:55:12.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,8.327858081471746,51.96078431372549,1610612746,17,17,2021-12-09T03:55:21Z,830000,-10.0,26.0,1,left,T. Mann driving floating Jump Shot (4 PTS),[1629611],1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,2.76,Made,,,,,,,4.0,,,,,,,,,,,,
85,PT03M33.00S,2021-12-09T03:55:28.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,90.8508541392904,51.22549019607843,1610612738,17,17,2021-12-09T04:04:48Z,840000,6.0,34.0,1,right,MISS R. Langford driving Layup - blocked,"[1629641, 1628392]",1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,3.41,Missed,,,,,Hartenstein,1628392.0,,,,,,,,,,,,,
