actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M14.00S,2022-01-17T20:42:59.4Z,1,REGULAR,3pt,Jump Shot,[],201587,93.47897503285151,3.9215686274509807,1610612746,5,2,2022-01-17T20:43:11Z,180000,-230.0,9.0,1,right,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,23.06,Missed,,,,,,,,,,,,,,
19,PT10M10.00S,2022-01-17T20:43:03.4Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612754,5,2,2022-01-17T20:43:11Z,190000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,
20,PT10M04.00S,2022-01-17T20:43:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,7.408015768725363,38.23529411764706,1610612754,5,2,2022-01-17T20:43:19Z,200000,59.0,17.0,1,left,MISS C. LeVert 6' fadeaway bank Shot,[1627747],1610612754.0,IND,fadeaway bank,,,LeVert,C. LeVert,,,,,,,,,6.12,Missed,,,,,,,,,,,,,,
21,PT10M04.00S,2022-01-17T20:43:10.0Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,5,2,2022-01-17T20:43:19Z,210000,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,20.0,2.0,2.0,0.0,,,,,,
22,PT09M58.00S,2022-01-17T20:43:17.6Z,1,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612746,5,2,2022-01-17T20:43:41Z,220000,,,0,,T. Craig shooting personal FOUL (1 PF) (Zubac 2 FT),"[1628470, 1627826]",1610612754.0,IND,shooting,,,Craig,T. Craig,,,,,,,,203592.0,,,,,,,,,,,1.0,0.0,Zubac,1627826.0,,
24,PT09M58.00S,2022-01-17T20:43:42.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627826,,,1610612746,6,2,2022-01-17T20:43:42Z,240000,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
25,PT09M58.00S,2022-01-17T20:43:57.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627826,,,1610612746,7,2,2022-01-17T20:43:57Z,250000,,,0,,I. Zubac Free Throw 2 of 2 (2 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
26,PT09M49.00S,2022-01-17T20:44:10.3Z,1,REGULAR,turnover,traveling,[],1627734,,,1610612754,7,2,2022-01-17T20:44:19Z,260000,,,0,,D. Sabonis traveling TURNOVER (1 TO),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,1.0,,,101284.0,,,,,,,,,,,,,,,,
27,PT09M37.00S,2022-01-17T20:44:37.7Z,1,REGULAR,turnover,lost ball,[],202704,,,1610612746,7,2,2022-01-17T20:44:58Z,270000,,,0,,R. Jackson lost ball TURNOVER (1 TO),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,1.0,,,,,,,,,,,,,,,,,,,
28,PT09M34.00S,2022-01-17T20:44:52.9Z,1,REGULAR,violation,kicked ball,[],202704,,,1610612754,7,2,2022-01-17T20:45:07Z,280000,,,0,,R. Jackson kicked ball VIOLATION,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,203592.0,,,,,,,,,,,,,,,,
29,PT09M26.00S,2022-01-17T20:45:03.8Z,1,REGULAR,foul,personal,['2freethrow'],202694,,,1610612754,7,2,2022-01-17T20:45:26Z,290000,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Holiday 2 FT),"[202694, 203200]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,,,,203592.0,,,,,,,,,,,1.0,0.0,Holiday,203200.0,,
31,PT09M26.00S,2022-01-17T20:45:27.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203200,,,1610612754,7,2,2022-01-17T20:45:27Z,310000,,,0,,MISS J. Holiday Free Throw 1 of 2,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,Missed,,,,,,,,,,,,,,
32,PT09M26.00S,2022-01-17T20:45:27.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,7,2,2022-01-17T20:45:27Z,320000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,
33,PT09M26.00S,2022-01-17T20:45:41.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203200,,,1610612754,7,3,2022-01-17T20:45:41Z,330000,,,0,,J. Holiday Free Throw 2 of 2 (1 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
34,PT09M20.00S,2022-01-17T20:45:51.2Z,1,REGULAR,3pt,Jump Shot,[],202704,93.08475689881735,3.9215686274509807,1610612746,7,3,2022-01-17T20:48:20Z,340000,-230.0,13.0,1,right,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,23.07,Missed,,,,,,,,,,,,,,
35,PT09M17.00S,2022-01-17T20:45:54.2Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,7,3,2022-01-17T20:48:20Z,350000,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,34.0,1.0,0.0,1.0,,,,,,
36,PT09M15.00S,2022-01-17T20:45:59.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,9,3,2022-01-17T20:48:35Z,360000,0.0,0.0,1,right,I. Zubac putback Layup (4 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,
37,PT09M02.00S,2022-01-17T20:46:05.7Z,1,REGULAR,3pt,Jump Shot,[],1628470,31.84954007884363,33.33333333333334,1610612754,9,3,2022-01-17T20:46:11Z,370000,83.0,247.0,1,left,MISS T. Craig 26' 3PT,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,26.06,Missed,,,,,,,,,,,,,,
38,PT09M00.00S,2022-01-17T20:46:07.7Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,9,3,2022-01-17T20:46:11Z,380000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,
39,PT08M53.00S,2022-01-17T20:46:15.5Z,1,REGULAR,2pt,Jump Shot,[],1629599,77.31603153745073,54.65686274509804,1610612746,9,3,2022-01-17T20:49:31Z,390000,23.0,161.0,1,right,MISS A. Coffey 16' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,,,,,16.24,Missed,,,,,,,,,,,,,,
40,PT08M50.00S,2022-01-17T20:46:18.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,9,3,2022-01-17T20:46:24Z,400000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,
41,PT08M42.00S,2022-01-17T20:46:26.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,9.379106438896187,58.57843137254902,1610612754,9,3,2022-01-17T20:46:35Z,410000,-43.0,36.0,1,left,MISS D. Sabonis turnaround Hook,[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,,,,,5.58,Missed,,,,,,,,,,,,,,
42,PT08M38.00S,2022-01-17T20:46:30.1Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612754,9,3,2022-01-17T20:46:35Z,420000,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,41.0,1.0,0.0,1.0,,,,,,
43,PT08M38.00S,2022-01-17T20:46:30.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628470,5.590000152587891,50.0,1610612754,9,5,2022-01-17T20:46:38Z,430000,0.0,0.0,1,left,T. Craig tip Layup (2 PTS),[1628470],1610612754.0,IND,tip,,,Craig,T. Craig,,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,
44,PT08M24.00S,2022-01-17T20:46:44.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,93.74178712220763,39.950980392156865,1610612746,11,5,2022-01-17T20:46:49Z,440000,-50.0,6.0,1,right,I. Zubac Hook (6 PTS) (N. Batum 1 AST),"[1627826, 201587]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,5.06,Made,6.0,N. Batum,201587.0,1.0,,,,,,,,,,
46,PT08M12.00S,2022-01-17T20:46:56.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,10.036136662286467,51.470588235294116,1610612754,11,7,2022-01-17T20:47:03Z,460000,-7.0,42.0,1,left,D. Sabonis Hook (2 PTS) (T. Craig 1 AST),"[1627734, 1628470]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,4.24,Made,2.0,T. Craig,1628470.0,1.0,,,,,,,,,,
48,PT08M00.00S,2022-01-17T20:47:07.3Z,1,REGULAR,3pt,Jump Shot,[],1629599,93.61038107752957,3.1862745098039227,1610612746,14,7,2022-01-17T20:47:14Z,480000,-234.0,8.0,1,right,A. Coffey 3PT  (3 PTS) (M. Morris Sr. 1 AST),"[1629599, 202694]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,23.42,Made,3.0,M. Morris Sr.,202694.0,1.0,,,,,,,,,,
50,PT07M48.00S,2022-01-17T20:47:23.9Z,1,REGULAR,foul,personal,[],1627826,,,1610612754,14,7,2022-01-17T20:48:07Z,500000,,,0,,I. Zubac personal FOUL (1 PF),"[1627826, 1627734]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,202053.0,,,,,,,,,,,1.0,0.0,Sabonis,1627734.0,,
52,PT07M34.00S,2022-01-17T20:48:04.1Z,1,REGULAR,2pt,Jump Shot,[],1627734,22.125492772667542,74.26470588235294,1610612754,14,9,2022-01-17T20:48:10Z,520000,-121.0,155.0,1,left,D. Sabonis 19' Jump Shot (4 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,19.72,Made,4.0,,,,,,,,,,,,,
53,PT07M18.00S,2022-01-17T20:48:22.9Z,1,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612746,14,9,2022-01-17T20:48:46Z,530000,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Jackson 2 FT),"[1627734, 202704]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,202053.0,,,,,,,,,,,1.0,0.0,Jackson,202704.0,,
55,PT07M18.00S,2022-01-17T20:48:50.8Z,1,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,15,9,2022-01-17T20:48:50Z,550000,,,0,,R. Jackson Free Throw 1 of 2 (1 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
56,PT07M18.00S,2022-01-17T20:49:13.8Z,1,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,16,9,2022-01-17T20:49:13Z,560000,,,0,,R. Jackson Free Throw 2 of 2 (2 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
57,PT07M07.00S,2022-01-17T20:49:26.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,9.510512483574246,49.754901960784316,1610612754,16,9,2022-01-17T20:51:32Z,570000,1.0,37.0,1,left,MISS D. Sabonis DUNK - blocked,"[1627734, 201587]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,3.69,Missed,,,,,,,,,,,,,Batum,201587.0
58,PT07M07.00S,2022-01-17T20:49:26.6Z,1,REGULAR,block,,[],201587,,,1610612754,16,9,2022-01-17T20:49:29Z,580000,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M03.00S,2022-01-17T20:49:30.6Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,16,9,2022-01-17T20:49:34Z,590000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,
60,PT06M56.00S,2022-01-17T20:49:38.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,91.24507227332458,58.088235294117645,1610612746,18,9,2022-01-17T20:52:52Z,600000,40.0,30.0,1,right,I. Zubac turnaround bank Hook (8 PTS) (N. Batum 2 AST),"[1627826, 201587]",1610612746.0,LAC,turnaround bank,,,Zubac,I. Zubac,,,,,,,,,5.02,Made,8.0,N. Batum,201587.0,2.0,,,,,,,,,,
62,PT06M56.00S,2022-01-17T20:49:46.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,18,9,2022-01-17T20:49:46Z,620000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M45.00S,2022-01-17T20:52:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.013797634691201,53.431372549019606,1610612754,18,9,2022-01-17T20:52:55Z,630000,-17.0,13.0,1,left,MISS D. Sabonis Layup - blocked,"[1627734, 1627826]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,2.18,Missed,,,,,,,,,,,,,Zubac,1627826.0
64,PT06M45.00S,2022-01-17T20:52:49.5Z,1,REGULAR,block,,[],1627826,,,1610612754,18,9,2022-01-17T20:52:52Z,640000,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M40.00S,2022-01-17T20:52:54.5Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,18,9,2022-01-17T20:52:55Z,650000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,
66,PT06M31.00S,2022-01-17T20:53:02.4Z,1,REGULAR,2pt,Jump Shot,[],202694,90.5880420499343,26.470588235294116,1610612746,18,9,2022-01-17T20:53:11Z,660000,-118.0,36.0,1,right,MISS M. Morris Sr. 12' turnaround fadeaway Shot,[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,,,,,12.3,Missed,,,,,,,,,,,,,,
67,PT06M28.00S,2022-01-17T20:53:05.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,18,9,2022-01-17T20:53:11Z,670000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,66.0,2.0,2.0,0.0,,,,,,
68,PT06M24.00S,2022-01-17T20:53:10.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203200,30.009855453350852,75.73529411764706,1610612754,18,12,2022-01-17T20:53:27Z,680000,-129.0,230.0,1,left,J. Holiday 26' 3PT running (4 PTS) (D. Sabonis 2 AST),"[203200, 1627734]",1610612754.0,IND,running,,,Holiday,J. Holiday,,,,,,,,,26.32,Made,4.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,
70,PT06M02.00S,2022-01-17T20:53:32.1Z,1,REGULAR,2pt,Jump Shot,[],202694,84.28055190538765,71.32352941176471,1610612746,20,12,2022-01-17T20:53:38Z,700000,107.0,95.0,1,right,M. Morris Sr. 14' turnaround fadeaway Jump Shot (7 PTS),[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,,,,,14.3,Made,7.0,,,,,,,,,,,,,
71,PT05M44.00S,2022-01-17T20:53:50.0Z,1,REGULAR,2pt,Jump Shot,[],1630613,6.4881734559789805,24.509803921568633,1610612754,20,12,2022-01-17T20:53:56Z,710000,127.0,8.0,1,left,MISS D. Washington Jr. 12' pullup Shot,[1630613],1610612754.0,IND,pullup,,,Washington Jr.,D. Washington Jr.,,,,,,,,,12.78,Missed,,,,,,,,,,,,,,
72,PT05M41.00S,2022-01-17T20:53:53.0Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,20,12,2022-01-17T20:53:56Z,720000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,
73,PT05M34.00S,2022-01-17T20:54:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,93.61038107752957,43.872549019607845,1610612746,22,12,2022-01-17T20:54:11Z,730000,-31.0,8.0,1,right,A. Coffey Layup (5 PTS) (R. Jackson 1 AST),"[1629599, 202704]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,3.15,Made,5.0,R. Jackson,202704.0,1.0,,,,,,,,,,
75,PT05M24.00S,2022-01-17T20:54:09.6Z,1,REGULAR,3pt,Jump Shot,[],1627747,26.330486202365307,83.33333333333334,1610612754,22,12,2022-01-17T20:54:16Z,750000,-167.0,195.0,1,left,MISS C. LeVert 25' step back 3PT,[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,,,,,25.65,Missed,,,,,,,,,,,,,,
76,PT05M20.00S,2022-01-17T20:54:13.6Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,22,12,2022-01-17T20:54:16Z,760000,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,75.0,3.0,3.0,0.0,,,,,,
77,PT05M09.00S,2022-01-17T20:54:26.2Z,1,REGULAR,3pt,Jump Shot,[],1629599,88.48554533508542,95.58823529411765,1610612746,25,12,2022-01-17T20:54:38Z,770000,228.0,56.0,1,right,A. Coffey 3PT  (8 PTS) (R. Jackson 2 AST),"[1629599, 202704]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,23.46,Made,8.0,R. Jackson,202704.0,2.0,,,,,,,,,,
79,PT05M09.00S,2022-01-17T20:54:32.2Z,1,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612746,25,12,2022-01-17T20:55:12Z,790000,,,0,,C. LeVert shooting personal FOUL (1 PF) (Coffey 1 FT),"[1627747, 1629599]",1610612754.0,IND,shooting,,,LeVert,C. LeVert,,,,,,,,202053.0,,,,,,,,,,,1.0,0.0,Coffey,1629599.0,,
81,PT05M09.00S,2022-01-17T20:54:53.7Z,1,REGULAR,substitution,out,[],203200,,,1610612746,25,12,2022-01-17T20:55:11Z,810000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M09.00S,2022-01-17T20:54:53.7Z,1,REGULAR,substitution,out,[],1628470,,,1610612746,25,12,2022-01-17T20:55:11Z,820000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M09.00S,2022-01-17T20:54:53.7Z,1,REGULAR,substitution,out,[],1627734,,,1610612746,25,12,2022-01-17T20:55:11Z,830000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M09.00S,2022-01-17T20:54:53.7Z,1,REGULAR,substitution,in,[],1629052,,,1610612746,25,12,2022-01-17T20:55:11Z,840000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M09.00S,2022-01-17T20:54:53.7Z,1,REGULAR,substitution,in,[],1629048,,,1610612746,25,12,2022-01-17T20:55:11Z,850000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M09.00S,2022-01-17T20:54:53.7Z,1,REGULAR,substitution,in,[],1630537,,,1610612746,25,12,2022-01-17T20:55:11Z,860000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M09.00S,2022-01-17T20:55:25.5Z,1,REGULAR,freethrow,1 of 1,[],1629599,,,1610612746,26,12,2022-01-17T20:55:25Z,870000,,,0,,A. Coffey Free Throw 1 of 1 (9 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
88,PT04M53.00S,2022-01-17T20:55:41.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629048,13.058475689881732,53.18627450980392,1610612754,26,14,2022-01-17T20:55:47Z,880000,-16.0,70.0,1,left,G. Bitadze 7' floating Jump Shot (2 PTS) (O. Brissett 1 AST),"[1629048, 1629052]",1610612754.0,IND,floating,,,Bitadze,G. Bitadze,,,,,,,,,7.2,Made,2.0,O. Brissett,1629052.0,1.0,,,,,,,,,,
90,PT04M39.00S,2022-01-17T20:55:56.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201587,92.16491458607096,48.529411764705884,1610612746,26,14,2022-01-17T20:56:01Z,900000,-7.0,21.0,1,right,MISS N. Batum driving DUNK,[201587],1610612746.0,LAC,driving,,,Batum,N. Batum,,,,,,,,,2.24,Missed,,,,,,,,,,,,,,
91,PT04M36.00S,2022-01-17T20:55:59.2Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,26,14,2022-01-17T20:55:59Z,910000,,,0,,I. Zubac REBOUND (Off:2 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,90.0,2.0,0.0,2.0,,,,,,
