actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
181,PT09M53.00S,2022-01-17T21:14:03.8Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612746,45,31,2022-01-17T21:14:06Z,1810000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:1),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,180.0,1.0,1.0,0.0,,,,,,
182,PT09M38.00S,2022-01-17T21:14:18.6Z,2,REGULAR,2pt,Jump Shot,[],201586,93.47897503285151,70.83333333333333,1610612746,45,31,2022-01-17T21:14:24Z,1820000,104.0,9.0,1,right,MISS S. Ibaka 10' turnaround fadeaway Shot,[201586],1610612746.0,LAC,turnaround fadeaway,,,Ibaka,S. Ibaka,,,,,,,,,10.46,Missed,,,,,,,,,,,,,,
183,PT09M34.00S,2022-01-17T21:14:22.6Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612754,45,31,2022-01-17T21:14:24Z,1830000,,,0,,G. Bitadze REBOUND (Off:3 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,182.0,4.0,1.0,3.0,,,,,,
184,PT09M19.00S,2022-01-17T21:14:36.9Z,2,REGULAR,turnover,lost ball,[],1629048,,,1610612754,45,31,2022-01-17T21:14:45Z,1840000,,,0,,G. Bitadze lost ball TURNOVER (1 TO),"[1629048, 201586]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,1.0,Ibaka,201586.0,,,,,,,,,,,,,,,,,
185,PT09M19.00S,2022-01-17T21:14:36.9Z,2,REGULAR,steal,,[],201586,,,1610612746,45,31,2022-01-17T21:14:39Z,1850000,,,0,,S. Ibaka STEAL (1 STL),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M15.00S,2022-01-17T21:14:41.6Z,2,REGULAR,turnover,lost ball,[],1630527,,,1610612746,45,31,2022-01-17T21:14:49Z,1860000,,,0,,B. Boston Jr. lost ball TURNOVER (2 TO),"[1630527, 203200]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,2.0,Holiday,203200.0,,,,,,,,,,,,,,,,,
187,PT09M15.00S,2022-01-17T21:14:41.6Z,2,REGULAR,steal,,[],203200,,,1610612754,45,31,2022-01-17T21:14:45Z,1870000,,,0,,J. Holiday STEAL (1 STL),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M11.00S,2022-01-17T21:14:47.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629052,5.436925098554539,50.0,1610612754,45,33,2022-01-17T21:17:09Z,1880000,0.0,-1.0,1,left,O. Brissett running DUNK (9 PTS) (L. Stephenson 5 AST),"[1629052, 202362]",1610612754.0,IND,running,,,Brissett,O. Brissett,,,,,,,,,0.14,Made,9.0,L. Stephenson,202362.0,5.0,,,,,,,,,,
190,PT09M11.00S,2022-01-17T21:14:55.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,45,33,2022-01-17T21:14:55Z,1900000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M11.00S,2022-01-17T21:17:10.8Z,2,REGULAR,substitution,out,[],201586,,,1610612746,45,33,2022-01-17T21:17:29Z,1910000,,,0,,SUB out: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M11.00S,2022-01-17T21:17:10.8Z,2,REGULAR,substitution,out,[],1630537,,,1610612746,45,33,2022-01-17T21:17:29Z,1920000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M11.00S,2022-01-17T21:17:10.8Z,2,REGULAR,substitution,out,[],202362,,,1610612746,45,33,2022-01-17T21:17:29Z,1930000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M11.00S,2022-01-17T21:17:10.8Z,2,REGULAR,substitution,out,[],1629052,,,1610612746,45,33,2022-01-17T21:17:29Z,1940000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M11.00S,2022-01-17T21:17:10.8Z,2,REGULAR,substitution,out,[],1629048,,,1610612746,45,33,2022-01-17T21:17:29Z,1950000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M11.00S,2022-01-17T21:17:10.8Z,2,REGULAR,substitution,in,[],1628392,,,1610612746,45,33,2022-01-17T21:17:29Z,1960000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M11.00S,2022-01-17T21:17:10.8Z,2,REGULAR,substitution,in,[],1630613,,,1610612746,45,33,2022-01-17T21:17:29Z,1970000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M11.00S,2022-01-17T21:17:10.8Z,2,REGULAR,substitution,in,[],1627734,,,1610612746,45,33,2022-01-17T21:17:29Z,1980000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M11.00S,2022-01-17T21:17:10.8Z,2,REGULAR,substitution,in,[],1628470,,,1610612746,45,33,2022-01-17T21:17:29Z,1990000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M11.00S,2022-01-17T21:17:10.8Z,2,REGULAR,substitution,in,[],1627747,,,1610612746,45,33,2022-01-17T21:17:29Z,2000000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M58.00S,2022-01-17T21:17:51.1Z,2,REGULAR,2pt,Jump Shot,[],202339,78.89290407358739,62.99019607843137,1610612746,45,33,2022-01-17T21:17:57Z,2010000,65.0,146.0,1,right,MISS E. Bledsoe 15' pullup Shot,[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,,,,,15.97,Missed,,,,,,,,,,,,,,
202,PT08M55.00S,2022-01-17T21:17:54.1Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,45,33,2022-01-17T21:17:57Z,2020000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,201.0,2.0,2.0,0.0,,,,,,
203,PT08M49.00S,2022-01-17T21:18:03.2Z,2,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612754,45,33,2022-01-17T21:18:21Z,2030000,,,0,,T. Mann shooting personal FOUL (1 PF) (LeVert 2 FT),"[1629611, 1627747]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,,,,101284.0,,,,,,,,,,,1.0,0.0,LeVert,1627747.0,,
205,PT08M49.00S,2022-01-17T21:18:24.3Z,2,REGULAR,freethrow,1 of 2,[],1627747,,,1610612754,45,34,2022-01-17T21:18:24Z,2050000,,,0,,C. LeVert Free Throw 1 of 2 (1 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
206,PT08M49.00S,2022-01-17T21:18:35.5Z,2,REGULAR,freethrow,2 of 2,[],1627747,,,1610612754,45,35,2022-01-17T21:18:35Z,2060000,,,0,,C. LeVert Free Throw 2 of 2 (2 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
207,PT08M30.00S,2022-01-17T21:18:58.1Z,2,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612746,45,35,2022-01-17T21:19:07Z,2070000,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Hartenstein 2 FT),"[1627734, 1628392]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,101284.0,,,,,,,,,,,2.0,0.0,Hartenstein,1628392.0,,
209,PT08M30.00S,2022-01-17T21:19:30.9Z,2,REGULAR,freethrow,1 of 2,[],1628392,,,1610612746,46,35,2022-01-17T21:19:30Z,2090000,,,0,,I. Hartenstein Free Throw 1 of 2 (1 PTS),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
210,PT08M30.00S,2022-01-17T21:19:34.0Z,2,REGULAR,substitution,out,[],201587,,,1610612746,46,35,2022-01-17T21:19:42Z,2100000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M30.00S,2022-01-17T21:19:34.0Z,2,REGULAR,substitution,in,[],202694,,,1610612746,46,35,2022-01-17T21:19:42Z,2110000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M30.00S,2022-01-17T21:19:30.9Z,2,REGULAR,freethrow,2 of 2,[],1628392,,,1610612746,46,35,2022-01-17T21:19:57Z,2120000,,,0,,MISS I. Hartenstein Free Throw 2 of 2,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,Missed,,,,,,,,,,,,,,
213,PT08M26.00S,2022-01-17T21:19:34.9Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,46,35,2022-01-17T21:19:57Z,2130000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,212.0,3.0,3.0,0.0,,,,,,
214,PT08M12.00S,2022-01-17T21:20:08.6Z,2,REGULAR,3pt,Jump Shot,[],1627747,33.295006570302235,59.55882352941176,1610612754,46,35,2022-01-17T21:20:17Z,2140000,-48.0,260.0,1,left,MISS C. LeVert 26' step back 3PT,[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,,,,,26.48,Missed,,,,,,,,,,,,,,
215,PT08M08.00S,2022-01-17T21:20:12.6Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612746,46,35,2022-01-17T21:20:17Z,2150000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:2),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,214.0,2.0,2.0,0.0,,,,,,
216,PT08M00.00S,2022-01-17T21:20:20.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,93.08475689881735,54.16666666666667,1610612746,46,35,2022-01-17T21:20:27Z,2160000,21.0,13.0,1,right,MISS B. Boston Jr. driving Layup - blocked,"[1630527, 1627734]",1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,,,,,2.43,Missed,,,,,,,,,,,,,Sabonis,1627734.0
217,PT08M00.00S,2022-01-17T21:20:20.6Z,2,REGULAR,block,,[],1627734,,,1610612746,46,35,2022-01-17T21:20:23Z,2170000,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M57.00S,2022-01-17T21:20:23.6Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,46,35,2022-01-17T21:20:27Z,2180000,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,216.0,3.0,3.0,0.0,,,,,,
219,PT07M55.00S,2022-01-17T21:20:29.1Z,2,REGULAR,foul,personal,[],1629611,,,1610612754,46,35,2022-01-17T21:20:39Z,2190000,,,0,,T. Mann personal FOUL (2 PF),"[1629611, 203200]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,202053.0,,,,,,,,,,,2.0,0.0,Holiday,203200.0,,
221,PT07M45.00S,2022-01-17T21:20:59.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630613,11.087385019710908,63.72549019607843,1610612754,46,35,2022-01-17T21:21:41Z,2210000,-69.0,52.0,1,left,MISS D. Washington Jr. 8' driving floating bank Shot,[1630613],1610612754.0,IND,driving floating bank,,,Washington Jr.,D. Washington Jr.,,,,,,,,,8.59,Missed,,,,,,,,,,,,,,
222,PT07M43.00S,2022-01-17T21:21:01.2Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612754,46,35,2022-01-17T21:21:06Z,2220000,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,221.0,4.0,3.0,1.0,,,,,,
223,PT07M43.00S,2022-01-17T21:21:04.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627734,5.590000152587891,50.0,1610612754,46,35,2022-01-17T21:21:11Z,2230000,0.0,0.0,1,left,MISS D. Sabonis tip Layup,[1627734],1610612754.0,IND,tip,,,Sabonis,D. Sabonis,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
224,PT07M43.00S,2022-01-17T21:21:04.9Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612754,46,35,2022-01-17T21:21:11Z,2240000,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,223.0,5.0,3.0,2.0,,,,,,
225,PT07M43.00S,2022-01-17T21:21:08.6Z,2,REGULAR,2pt,Hook,"['2ndchance', 'pointsinthepaint']",1627734,5.590000152587891,50.0,1610612754,46,37,2022-01-17T21:22:42Z,2250000,0.0,0.0,1,left,D. Sabonis Hook (6 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,0.0,Made,6.0,,,,,,,,,,,,,
226,PT07M43.00S,2022-01-17T21:21:10.7Z,2,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612754,46,37,2022-01-17T21:21:37Z,2260000,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Sabonis 1 FT),"[1628392, 1627734]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,203592.0,,,,,,,,,,,1.0,0.0,Sabonis,1627734.0,,
228,PT07M43.00S,2022-01-17T21:21:28.3Z,2,REGULAR,substitution,out,[],203200,,,1610612754,46,37,2022-01-17T21:21:37Z,2280000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M43.00S,2022-01-17T21:21:28.3Z,2,REGULAR,substitution,in,[],1630537,,,1610612754,46,37,2022-01-17T21:21:37Z,2290000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M43.00S,2022-01-17T21:21:40.9Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1627734,,,1610612754,46,37,2022-01-17T21:21:44Z,2300000,,,0,,MISS D. Sabonis Free Throw 1 of 1,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Missed,,,,,,,,,,,,,,
231,PT07M40.00S,2022-01-17T21:21:43.9Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,46,37,2022-01-17T21:21:44Z,2310000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,230.0,1.0,1.0,0.0,,,,,,
232,PT07M28.00S,2022-01-17T21:21:54.1Z,2,REGULAR,2pt,Jump Shot,[],1630527,74.1622864651774,50.0,1610612746,46,37,2022-01-17T21:22:00Z,2320000,0.0,190.0,1,right,MISS B. Boston Jr. 19' pullup Shot,[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,,,,,19.04,Missed,,,,,,,,,,,,,,
233,PT07M24.00S,2022-01-17T21:21:58.1Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612754,46,37,2022-01-17T21:22:00Z,2330000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,232.0,1.0,1.0,0.0,,,,,,
234,PT07M14.00S,2022-01-17T21:22:09.9Z,2,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612754,46,37,2022-01-17T21:22:27Z,2340000,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1628392, 1627734]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,203592.0,,,,,,,,,,,2.0,0.0,Sabonis,1627734.0,,
236,PT07M14.00S,2022-01-17T21:22:40.9Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,46,38,2022-01-17T21:22:40Z,2360000,,,0,,D. Sabonis Free Throw 1 of 2 (7 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
237,PT07M14.00S,2022-01-17T21:22:41.7Z,2,REGULAR,substitution,out,[],1630527,,,1610612754,46,38,2022-01-17T21:22:51Z,2370000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M14.00S,2022-01-17T21:22:41.7Z,2,REGULAR,substitution,out,[],202339,,,1610612754,46,38,2022-01-17T21:22:51Z,2380000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M14.00S,2022-01-17T21:22:41.7Z,2,REGULAR,substitution,in,[],202704,,,1610612754,46,38,2022-01-17T21:22:51Z,2390000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M14.00S,2022-01-17T21:22:41.7Z,2,REGULAR,substitution,in,[],1629599,,,1610612754,46,38,2022-01-17T21:22:51Z,2400000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M14.00S,2022-01-17T21:23:03.2Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,46,39,2022-01-17T21:23:03Z,2410000,,,0,,D. Sabonis Free Throw 2 of 2 (8 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
242,PT06M57.00S,2022-01-17T21:23:25.7Z,2,REGULAR,3pt,Jump Shot,[],202704,69.30026281208936,30.14705882352942,1610612746,49,39,2022-01-17T21:26:30Z,2420000,-99.0,236.0,1,right,R. Jackson 25' 3PT pullup (5 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,25.61,Made,5.0,,,,,,,,,,,,,
243,PT06M41.00S,2022-01-17T21:23:41.9Z,2,REGULAR,turnover,bad pass,[],1630537,,,1610612754,49,39,2022-01-17T21:23:47Z,2430000,,,0,,C. Duarte bad pass TURNOVER (1 TO),"[1630537, 1629611]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,1.0,Mann,1629611.0,,,,,,,,,,,,,,,,,
244,PT06M41.00S,2022-01-17T21:23:41.9Z,2,REGULAR,steal,,[],1629611,,,1610612746,49,39,2022-01-17T21:23:44Z,2440000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M35.00S,2022-01-17T21:23:48.4Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202694,71.66557161629436,21.07843137254902,1610612746,52,39,2022-01-17T21:24:04Z,2450000,-145.0,214.0,1,right,M. Morris Sr. 25' 3PT running (12 PTS) (A. Coffey 3 AST),"[202694, 1629599]",1610612746.0,LAC,running,,,Morris Sr.,M. Morris Sr.,,,,,,,,,25.81,Made,12.0,A. Coffey,1629599.0,3.0,,,,,,,,,,
247,PT06M33.00S,2022-01-17T21:23:56.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,52,39,2022-01-17T21:23:56Z,2470000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M21.00S,2022-01-17T21:27:05.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.276609724047319,42.15686274509803,1610612754,52,39,2022-01-17T21:27:11Z,2480000,39.0,16.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,,,,,4.23,Missed,,,,,,,,,,,,,,
249,PT06M17.00S,2022-01-17T21:27:09.4Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,52,39,2022-01-17T21:27:11Z,2490000,,,0,,R. Jackson REBOUND (Off:0 Def:4),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,248.0,4.0,4.0,0.0,,,,,,
250,PT06M15.00S,2022-01-17T21:27:11.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628392,94.00459921156373,48.529411764705884,1610612746,54,39,2022-01-17T21:27:24Z,2500000,-7.0,4.0,1,right,I. Hartenstein running alley-oop DUNK (3 PTS) (T. Mann 2 AST),"[1628392, 1629611]",1610612746.0,LAC,running alley-oop,,,Hartenstein,I. Hartenstein,,,,,,,,,0.84,Made,3.0,T. Mann,1629611.0,2.0,,,,,,,,,,
252,PT05M59.00S,2022-01-17T21:27:26.5Z,2,REGULAR,3pt,Jump Shot,[],1630537,28.038764783180028,79.16666666666666,1610612754,54,42,2022-01-17T21:27:32Z,2520000,-146.0,211.0,1,left,C. Duarte 25' 3PT  (7 PTS) (C. LeVert 1 AST),"[1630537, 1627747]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,25.66,Made,7.0,C. LeVert,1627747.0,1.0,,,,,,,,,,
254,PT05M45.00S,2022-01-17T21:27:41.6Z,2,REGULAR,turnover,bad pass,[],202704,,,1610612746,54,42,2022-01-17T21:27:47Z,2540000,,,0,,R. Jackson bad pass TURNOVER (2 TO),"[202704, 1630537]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,2.0,Duarte,1630537.0,,,,,,,,,,,,,,,,,
255,PT05M45.00S,2022-01-17T21:27:41.6Z,2,REGULAR,steal,,[],1630537,,,1610612754,54,42,2022-01-17T21:27:44Z,2550000,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M41.00S,2022-01-17T21:27:46.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202704,,,1610612754,54,42,2022-01-17T21:28:00Z,2560000,,,0,,R. Jackson shooting personal FOUL (1 PF) (LeVert 2 FT),"[202704, 1627747]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,,,,203592.0,,,,,,,,,,,1.0,0.0,LeVert,1627747.0,,
258,PT05M41.00S,2022-01-17T21:28:18.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627747,,,1610612754,54,43,2022-01-17T21:28:18Z,2580000,,,0,,C. LeVert Free Throw 1 of 2 (3 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
259,PT05M41.00S,2022-01-17T21:28:19.9Z,2,REGULAR,substitution,out,[],1628392,,,1610612754,54,43,2022-01-17T21:28:25Z,2590000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M41.00S,2022-01-17T21:28:19.9Z,2,REGULAR,substitution,in,[],1627826,,,1610612754,54,43,2022-01-17T21:28:25Z,2600000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M41.00S,2022-01-17T21:28:28.5Z,2,REGULAR,substitution,out,[],1628470,,,1610612754,54,43,2022-01-17T21:28:38Z,2610000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M41.00S,2022-01-17T21:28:28.5Z,2,REGULAR,substitution,in,[],1629052,,,1610612754,54,43,2022-01-17T21:28:38Z,2620000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M41.00S,2022-01-17T21:28:46.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627747,,,1610612754,54,44,2022-01-17T21:28:46Z,2630000,,,0,,C. LeVert Free Throw 2 of 2 (4 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
264,PT05M23.00S,2022-01-17T21:29:05.9Z,2,REGULAR,3pt,Jump Shot,[],202704,73.11103810775296,16.911764705882348,1610612746,54,44,2022-01-17T21:30:20Z,2640000,-165.0,200.0,1,right,MISS R. Jackson 25' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,25.98,Missed,,,,,,,,,,,,,,
265,PT05M20.00S,2022-01-17T21:29:08.9Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,54,44,2022-01-17T21:29:11Z,2650000,,,0,,C. LeVert REBOUND (Off:0 Def:4),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,264.0,4.0,4.0,0.0,,,,,,
266,PT05M14.00S,2022-01-17T21:29:15.9Z,2,REGULAR,3pt,Jump Shot,[],1627734,32.24375821287779,52.205882352941174,1610612754,54,44,2022-01-17T21:29:24Z,2660000,-11.0,251.0,1,left,MISS D. Sabonis 25' 3PT,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,25.08,Missed,,,,,,,,,,,,,,
267,PT05M10.00S,2022-01-17T21:29:19.9Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,54,44,2022-01-17T21:29:24Z,2670000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,266.0,2.0,2.0,0.0,,,,,,
