actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M46.00S,2022-04-04T01:42:19.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629637,92.16491458607096,48.0392156862745,1610612740,2,4,2022-04-04T01:42:28Z,160000,-10.0,21.0,1,right,J. Hayes reverse Layup (2 PTS),[1629637],1610612740.0,NOP,reverse,,,Hayes,J. Hayes,,,,,,,,2.33,Made,,,,,2.0,,,,,,,,,,
17,PT10M29.00S,2022-04-04T01:42:36.4Z,1,REGULAR,2pt,Jump Shot,[],202331,23.4395532194481,59.80392156862745,1610612746,2,4,2022-04-04T01:42:40Z,170000,-49.0,168.0,1,left,MISS P. George 17' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,17.48,Missed,,,,,,,,,,,,,,,
18,PT10M26.00S,2022-04-04T01:42:39.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,4,2022-04-04T01:42:40Z,180000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,
19,PT10M17.00S,2022-04-04T01:42:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,92.29632063074901,54.90196078431372,1610612740,2,6,2022-04-04T01:43:05Z,190000,25.0,20.0,1,right,J. Valanciunas driving floating bank Jump Shot (2 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,driving floating bank,,,Valanciunas,J. Valanciunas,,,,,,,,3.16,Made,,,,,2.0,C. McCollum,203468.0,1.0,,,,,,,
21,PT10M03.00S,2022-04-04T01:43:03.0Z,1,REGULAR,3pt,Jump Shot,[],202694,10.298948751642584,95.83333333333333,1610612746,5,6,2022-04-04T01:43:08Z,210000,-229.0,44.0,1,left,M. Morris Sr. 3PT  (5 PTS) (N. Batum 2 AST),"[202694, 201587]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,23.34,Made,,,,,5.0,N. Batum,201587.0,2.0,,,,,,,
23,PT10M03.00S,2022-04-04T01:43:07.7Z,1,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612746,5,6,2022-04-04T01:43:12Z,230000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Morris Sr. 1 FT),"[1629637, 202694]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Morris Sr.,202694.0,,
25,PT10M03.00S,2022-04-04T01:43:50.1Z,1,REGULAR,freethrow,1 of 1,[],202694,,,1610612746,6,6,2022-04-04T01:43:50Z,250000,,,0,,M. Morris Sr. Free Throw 1 of 1 (6 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
26,PT09M47.00S,2022-04-04T01:44:07.7Z,1,REGULAR,2pt,Jump Shot,[],203468,77.973061760841,54.65686274509804,1610612740,6,6,2022-04-04T01:44:15Z,260000,23.0,155.0,1,right,MISS C. McCollum 15' pullup Shot - blocked,"[203468, 202694]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,,,15.63,Missed,,,,,,,,,,,,,,Morris Sr.,202694.0
27,PT09M47.00S,2022-04-04T01:44:07.7Z,1,REGULAR,block,,[],202694,,,1610612740,6,6,2022-04-04T01:44:12Z,270000,,,0,,M. Morris Sr. BLOCK (1 BLK),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M41.00S,2022-04-04T01:44:13.7Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,6,6,2022-04-04T01:44:15Z,280000,,,0,,J. Hayes REBOUND (Off:2 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,26.0,2.0,0.0,2.0,,,,,,,,,,,
29,PT09M40.00S,2022-04-04T01:44:14.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630529,88.2227332457293,57.1078431372549,1610612740,6,6,2022-04-04T01:45:53Z,290000,36.0,58.0,1,right,MISS H. Jones 6' driving floating bank Shot,[1630529],1610612740.0,NOP,driving floating bank,,,Jones,H. Jones,,,,,,,,6.82,Missed,,,,,,,,,,,,,,,
30,PT09M38.00S,2022-04-04T01:44:16.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,6,6,2022-04-04T01:44:17Z,300000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,
31,PT09M28.00S,2022-04-04T01:44:26.9Z,1,REGULAR,3pt,Jump Shot,[],201587,29.221419185282528,79.16666666666666,1610612746,9,6,2022-04-04T01:44:32Z,310000,-146.0,222.0,1,left,N. Batum 26' 3PT  (3 PTS) (P. George 1 AST),"[201587, 202331]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,26.58,Made,,,,,3.0,P. George,202331.0,1.0,,,,,,,
33,PT09M09.00S,2022-04-04T01:44:45.4Z,1,REGULAR,3pt,Jump Shot,[],1629637,82.44086727989487,3.4313725490196134,1610612740,9,9,2022-04-04T01:44:50Z,330000,-233.0,113.0,1,right,J. Hayes 25' 3PT  (5 PTS) (B. Ingram 1 AST),"[1629637, 1627742]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,25.86,Made,,,,,5.0,B. Ingram,1627742.0,1.0,,,,,,,
35,PT08M57.00S,2022-04-04T01:44:57.9Z,1,REGULAR,3pt,Jump Shot,[],202331,33.6892247043364,55.3921568627451,1610612746,12,9,2022-04-04T01:45:27Z,350000,-27.0,264.0,1,left,P. George 26' 3PT  (3 PTS) (R. Jackson 1 AST),"[202331, 202704]",1610612746.0,LAC,,,,George,P. George,,,,,,,,26.56,Made,,,,,3.0,R. Jackson,202704.0,1.0,,,,,,,
37,PT08M42.00S,2022-04-04T01:45:12.4Z,1,REGULAR,3pt,Jump Shot,[],1629637,93.47897503285151,96.81372549019608,1610612740,12,9,2022-04-04T01:45:16Z,370000,234.0,9.0,1,right,MISS J. Hayes 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,23.43,Missed,,,,,,,,,,,,,,,
38,PT08M40.00S,2022-04-04T01:45:14.4Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,12,9,2022-04-04T01:45:16Z,380000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,
39,PT08M32.00S,2022-04-04T01:45:22.9Z,1,REGULAR,2pt,Jump Shot,[],202331,5.699737187910642,29.90196078431373,1610612746,12,9,2022-04-04T01:45:29Z,390000,100.0,1.0,1,left,MISS P. George 10' step back Shot,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,,,,10.05,Missed,,,,,,,,,,,,,,,
40,PT08M32.00S,2022-04-04T01:45:22.9Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,12,9,2022-04-04T01:45:29Z,400000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,
41,PT08M20.00S,2022-04-04T01:45:35.1Z,1,REGULAR,2pt,Jump Shot,[],1627742,92.16491458607096,71.81372549019608,1610612740,12,9,2022-04-04T01:45:42Z,410000,109.0,21.0,1,right,MISS B. Ingram 11' turnaround fadeaway Shot,[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,,,,11.11,Missed,,,,,,,,,,,,,,,
42,PT08M14.00S,2022-04-04T01:45:41.1Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,12,9,2022-04-04T01:45:42Z,420000,,,0,,J. Hayes REBOUND (Off:3 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,41.0,3.0,0.0,3.0,,,,,,,,,,,
43,PT08M14.00S,2022-04-04T01:45:40.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629637,94.40999984741211,50.0,1610612740,12,9,2022-04-04T01:45:40Z,430000,0.0,0.0,1,right,MISS J. Hayes tip Layup,[1629637],1610612740.0,NOP,tip,,,Hayes,J. Hayes,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
44,PT08M13.00S,2022-04-04T01:45:40.9Z,1,REGULAR,rebound,offensive,[],1630529,,,1610612740,12,9,2022-04-04T01:45:40Z,440000,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,
45,PT08M10.00S,2022-04-04T01:45:45.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202685,86.7772667542707,48.774509803921575,1610612740,12,9,2022-04-04T01:45:49Z,450000,-6.0,72.0,1,right,MISS J. Valanciunas 7' driving floating Shot,[202685],1610612740.0,NOP,driving floating,,,Valanciunas,J. Valanciunas,,,,,,,,7.21,Missed,,,,,,,,,,,,,,,
46,PT08M08.00S,2022-04-04T01:45:47.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,12,9,2022-04-04T01:45:49Z,460000,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,
47,PT07M56.00S,2022-04-04T01:46:01.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,12,9,2022-04-04T01:46:01Z,470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M54.00S,2022-04-04T01:46:20.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,6.8823915900131425,49.50980392156863,1610612746,14,9,2022-04-04T01:47:55Z,480000,2.0,12.0,1,left,I. Zubac cutting DUNK (2 PTS) (P. George 2 AST),"[1627826, 202331]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,,,,1.25,Made,,,,,2.0,P. George,202331.0,2.0,,,,,,,
50,PT07M54.00S,2022-04-04T01:46:25.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,14,9,2022-04-04T01:46:25Z,500000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M39.00S,2022-04-04T01:49:32.2Z,1,REGULAR,3pt,Jump Shot,[],203468,66.5407358738502,31.617647058823522,1610612740,14,12,2022-04-04T01:50:44Z,510000,-92.0,262.0,1,right,C. McCollum 27' 3PT pullup (5 PTS) (J. Hayes 1 AST),"[203468, 1629637]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,,,27.77,Made,,,,,5.0,J. Hayes,1629637.0,1.0,,,,,,,
53,PT07M22.00S,2022-04-04T01:49:48.0Z,1,REGULAR,3pt,Jump Shot,[],202694,29.48423127463863,75.49019607843138,1610612746,17,12,2022-04-04T01:49:51Z,530000,-127.0,225.0,1,left,M. Morris Sr. 25' 3PT  (9 PTS) (R. Jackson 2 AST),"[202694, 202704]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,25.84,Made,,,,,9.0,R. Jackson,202704.0,2.0,,,,,,,
55,PT07M11.00S,2022-04-04T01:49:58.7Z,1,REGULAR,2pt,Jump Shot,[],1630529,90.8508541392904,90.44117647058823,1610612740,17,14,2022-04-04T01:50:12Z,550000,202.0,34.0,1,right,H. Jones 20' Jump Shot (2 PTS) (B. Ingram 2 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,20.5,Made,,,,,2.0,B. Ingram,1627742.0,2.0,,,,,,,
57,PT06M55.00S,2022-04-04T01:50:15.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,10.693166885676746,46.32352941176471,1610612746,17,14,2022-04-04T01:50:23Z,570000,18.0,48.0,1,left,MISS R. Jackson driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,,,,5.14,Missed,,,,,,,,,,,,,,,
58,PT06M53.00S,2022-04-04T01:50:17.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,17,14,2022-04-04T01:50:17Z,580000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,,,,
59,PT06M46.00S,2022-04-04T01:50:24.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630529,93.74178712220763,2.6960784313725554,1610612740,17,14,2022-04-04T01:51:46Z,590000,-237.0,6.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,23.66,Missed,,,,,,,,,,,,,,,
60,PT06M44.00S,2022-04-04T01:50:26.0Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,17,14,2022-04-04T01:50:32Z,600000,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,
61,PT06M39.00S,2022-04-04T01:50:33.6Z,1,REGULAR,foul,personal,[],1630529,,,1610612746,17,14,2022-04-04T01:50:40Z,610000,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 202331]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,George,202331.0,,
63,PT06M39.00S,2022-04-04T01:50:39.0Z,1,REGULAR,substitution,out,[],203468,,,1610612746,17,14,2022-04-04T01:50:50Z,630000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M39.00S,2022-04-04T01:50:39.0Z,1,REGULAR,substitution,out,[],202685,,,1610612746,17,14,2022-04-04T01:50:50Z,640000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M39.00S,2022-04-04T01:50:39.0Z,1,REGULAR,substitution,in,[],1626204,,,1610612746,17,14,2022-04-04T01:50:50Z,650000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M39.00S,2022-04-04T01:50:39.0Z,1,REGULAR,substitution,in,[],1628984,,,1610612746,17,14,2022-04-04T01:50:50Z,660000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M31.00S,2022-04-04T01:51:05.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,17.132063074901453,56.372549019607845,1610612746,17,14,2022-04-04T01:51:09Z,670000,-32.0,109.0,1,left,MISS P. George 11' fadeaway Shot,[202331],1610612746.0,LAC,fadeaway,,,George,P. George,,,,,,,,11.31,Missed,,,,,,,,,,,,,,,
68,PT06M28.00S,2022-04-04T01:51:08.1Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,17,14,2022-04-04T01:51:09Z,680000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,
69,PT06M17.00S,2022-04-04T01:51:19.1Z,1,REGULAR,turnover,lost ball,[],1627742,,,1610612740,17,14,2022-04-04T01:51:25Z,690000,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 201587]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,1.0,Batum,201587.0,,,,,,,,,,,,,,,,,
70,PT06M17.00S,2022-04-04T01:51:19.1Z,1,REGULAR,steal,,[],201587,,,1610612746,17,14,2022-04-04T01:51:20Z,700000,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M13.00S,2022-04-04T01:51:22.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202704,19.760183968462556,50.245098039215684,1610612746,17,14,2022-04-04T01:51:32Z,710000,-1.0,133.0,1,left,MISS R. Jackson 13' running pullup Shot,[202704],1610612746.0,LAC,running pullup,,,Jackson,R. Jackson,,,,,,,,13.32,Missed,,,,,,,,,,,,,,,
72,PT06M10.00S,2022-04-04T01:51:25.9Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,17,14,2022-04-04T01:51:32Z,720000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,
73,PT05M57.00S,2022-04-04T01:51:39.1Z,1,REGULAR,3pt,Jump Shot,[],1626204,93.87319316688567,2.941176470588232,1610612740,17,17,2022-04-04T01:51:43Z,730000,-235.0,5.0,1,right,L. Nance Jr. 3PT  (3 PTS) (H. Jones 1 AST),"[1626204, 1630529]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,23.54,Made,,,,,3.0,H. Jones,1630529.0,1.0,,,,,,,
75,PT05M40.00S,2022-04-04T01:51:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,9.773324572930349,41.666666666666664,1610612746,17,17,2022-04-04T01:52:54Z,750000,42.0,39.0,1,left,MISS M. Morris Sr. pullup bank Shot,[202694],1610612746.0,LAC,pullup bank,,,Morris Sr.,M. Morris Sr.,,,,,,,,5.74,Missed,,,,,,,,,,,,,,,
76,PT05M37.00S,2022-04-04T01:51:58.8Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,17,17,2022-04-04T01:51:59Z,760000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,75.0,3.0,2.0,1.0,,,,,,,,,,,
77,PT05M37.00S,2022-04-04T01:51:58.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,5.590000152587891,50.0,1610612746,17,17,2022-04-04T01:51:58Z,770000,0.0,0.0,1,left,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
78,PT05M37.00S,2022-04-04T01:51:59.2Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,17,17,2022-04-04T01:51:59Z,780000,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,77.0,3.0,3.0,0.0,,,,,,,,,,,
79,PT05M35.00S,2022-04-04T01:52:04.8Z,1,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,17,17,2022-04-04T01:52:20Z,790000,,,0,,H. Jones lost ball out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,lost ball,,,Jones,H. Jones,,,,,1.0,,,,,,,,,,,,,200834.0,,,,,,
80,PT05M35.00S,2022-04-04T01:52:18.0Z,1,REGULAR,substitution,out,[],202331,,,1610612746,17,17,2022-04-04T01:52:21Z,800000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M35.00S,2022-04-04T01:52:18.0Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,17,17,2022-04-04T01:52:21Z,810000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M24.00S,2022-04-04T01:52:36.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627826,8.459264126149804,53.431372549019606,1610612746,19,17,2022-04-04T01:53:09Z,820000,-17.0,27.0,1,left,I. Zubac Layup (4 PTS) (R. Jackson 3 AST),"[1627826, 202704]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,3.2,Made,,,,,4.0,R. Jackson,202704.0,3.0,,,,,,,
84,PT05M24.00S,2022-04-04T01:52:38.6Z,1,REGULAR,foul,personal,['1freethrow'],1629637,,,1610612746,19,17,2022-04-04T01:52:43Z,840000,,,0,,J. Hayes shooting personal FOUL (2 PF) (Zubac 1 FT),"[1629637, 1627826]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,200834.0,2.0,0.0,Zubac,1627826.0,,
86,PT05M24.00S,2022-04-04T01:52:50.9Z,1,REGULAR,substitution,out,[],1629637,,,1610612746,19,17,2022-04-04T01:52:57Z,860000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M24.00S,2022-04-04T01:52:50.9Z,1,REGULAR,substitution,in,[],1630530,,,1610612746,19,17,2022-04-04T01:52:57Z,870000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M24.00S,2022-04-04T01:53:15.6Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1627826,,,1610612746,19,17,2022-04-04T01:53:18Z,880000,,,0,,MISS I. Zubac Free Throw 1 of 1,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,Missed,,,,,,,,,,,,,,,
89,PT05M22.00S,2022-04-04T01:53:17.6Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,19,17,2022-04-04T01:53:18Z,890000,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,88.0,2.0,1.0,1.0,,,,,,,,,,,
90,PT05M07.00S,2022-04-04T01:53:31.7Z,1,REGULAR,2pt,Jump Shot,[],1627742,78.36727989487517,59.55882352941176,1610612740,19,17,2022-04-04T01:53:36Z,900000,48.0,151.0,1,right,MISS B. Ingram 15' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,15.82,Missed,,,,,,,,,,,,,,,
